ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
1421	AT1G27720	NA	chr1	-	9646645	9646878	9646645	9646833	9647148	9647215	1421	2,1,3,0,1,3	1,4,1,2,2,3	4,2,2,4,2,1	0,0,1,0,2,0	144	99	1.36580404653E-07	5.8501939993035E-05	0.579,0.147,0.673,0.0,0.256,0.407	1.0,1.0,0.579,1.0,0.407,1.0	-0.487		
1514	AT3G04630	NA	chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1514	107,159,109,94,134,122	88,129,141,76,120,115	203,101,88,204,201,62	67,33,37,86,61,34	102	99	0.0000257269496191	0.00472273289436336	0.541,0.545,0.429,0.546,0.52,0.507	0.746,0.748,0.698,0.697,0.762,0.639	-0.2		
1609	AT3G52170	NA	chr3	-	19348965	19349146	19348965	19349132	19349393	19349527	1609	15,13,13,7,19,11	28,38,50,29,35,22	19,21,21,35,35,13	21,7,17,39,11,6	113	99	0.000114795638051	0.0147512394895535	0.319,0.231,0.186,0.175,0.322,0.305	0.442,0.724,0.52,0.44,0.736,0.655	-0.33		
1679	AT1G15280	NA	chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1679	3.77594436374394E+017	2.78474404307423E+017	4.99316346460634E+017	183,141,95,174,203,67	102	99	6.74977962412E-10	4.3367334084971E-07	0.568,0.549,0.512,0.542,0.475,0.478	0.726,0.685,0.779,0.72,0.752,0.71	-0.208		
1827	AT1G13880	NA	chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1827	27,32,18,21,29,19	100,137,90,106,143,139	65,45,56,51,81,29	112,63,63,103,122,43	102	99	9.19504416497E-07	0.000337589478628184	0.208,0.185,0.163,0.161,0.164,0.117	0.36,0.409,0.463,0.325,0.392,0.396	-0.224		
1860	AT4G03110	NA	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1860	1.98294242184284E+017	9.91321321271631E+016	3.18221298331346E+017	54,45,39,60,77,27	102	99	5.14040143784E-10	4.3367334084971E-07	0.66,0.684,0.64,0.584,0.628,0.632	0.851,0.827,0.881,0.843,0.813,0.854	-0.207		
1917	AT1G58025	NA	chr1	-	21459370	21459431	21459370	21459428	21460033	21460268	1917	67,60,96,44,75,68	67,67,78,46,73,55	24,36,22,43,34,19	61,59,60,123,97,41	102	99	0.0000283979445052	0.00486551449189093	0.493,0.465,0.544,0.481,0.499,0.545	0.276,0.372,0.262,0.253,0.254,0.31	0.217		
1993	AT3G27260	NA	chr3	+	10070618	10070726	10070645	10070726	10070299	10070372	1993	58,69,42,45,91,56	1.18199167167253E+017	73,80,100,178,153,73	124,61,108,136,172,28	126	99	0.0000233688796778	0.00461984775168815	0.279,0.214,0.165,0.175,0.22,0.175	0.316,0.507,0.421,0.507,0.411,0.672	-0.268		
2390	AT1G29357	NA	chr1	-	10273930	10275219	10273930	10275147	10275293	10275765	2390	1.30167148152208E+017	73,106,98,85,114,117	73,60,67,96,98,65	99,83,106,138,166,74	171	99	6.95763197367E-06	0.00149009284769432	0.508,0.477,0.466,0.509,0.514,0.452	0.299,0.295,0.268,0.287,0.255,0.337	0.198		
2408	AT2G32700	NA	chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2408	2.27372303225369E+017	2.44331313241324E+017	123,87,141,132,130,62	2.88185279318347E+017	105	99	1.09996942355E-06	0.000353365177315437	0.467,0.514,0.477,0.468,0.518,0.458	0.287,0.307,0.323,0.281,0.261,0.326	0.186		
2468	AT2G37480	NA	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2468	699,988,1002,878,1155,1157	2.53382386287459E+017	970,646,782,1146,1357,467	152,86,118,175,139,60	102	99	2.58090985683E-06	0.0007369931480059	0.728,0.715,0.716,0.748,0.709,0.729	0.861,0.879,0.865,0.864,0.905,0.883	-0.152		
2562	AT2G47640	NA	chr2	+	19537859	19537937	19537862	19537937	19537504	19537529	2562	1.42207198142163E+017	2.7739339026641E+017	2.71172221287359E+017	1.98150192228337E+017	102	99	4.41107528282E-09	2.26729269536948E-06	0.332,0.338,0.33,0.341,0.278,0.311	0.571,0.527,0.528,0.55,0.508,0.506	-0.21		
2658	AT3G07565	NA	chr3	+	2415060	2415181	2415063	2415181	2414762	2414825	2658	113,123,145,91,144,148	1.35176184165226E+017	70,37,50,65,71,25	203,155,156,229,250,65	102	99	0.0000625561810095	0.009457022658495	0.448,0.404,0.433,0.349,0.382,0.432	0.251,0.188,0.237,0.216,0.216,0.272	0.178		
2693	AT5G20950	NA	chr5	-	7110561	7110819	7110561	7110797	7111195	7111453	2693	68,82,105,68,126,94	2.56455432420461E+017	152,112,131,257,200,57	3.05187274502321E+017	121	99	0.000326261398456	0.0381132633650873	0.179,0.129,0.166,0.117,0.183,0.153	0.29,0.329,0.281,0.295,0.338,0.314	-0.153		
68	AT5G46740	NA	chr5	-	18967802	18967923	18967822	18967923	18967606	18967717	68	25,36,24,24,26,19	1,2,2,0,3,0	6,7,10,10,9,6	5,3,3,13,9,1	119	99	4.19901894011E-06	0.000117895531780012	0.954,0.937,0.909,1.0,0.878,1.0	0.5,0.66,0.735,0.39,0.454,0.833	0.351		
71	AT5G44750	NA	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	71	14,26,21,17,47,19	13,26,14,16,22,13	6,11,3,7,15,6	34,21,28,28,41,12	111	99	0.0000015821865007	4.65724252222177E-05	0.49,0.471,0.572,0.487,0.656,0.566	0.136,0.318,0.087,0.182,0.246,0.308	0.328		
73	AT5G44290	NA	chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	73	65,105,53,51,140,84	1.56229180165285E+017	21,21,16,30,28,12	1.92169153237279E+017	117	99	4.87432929452E-06	0.000134782590340894	0.261,0.28,0.199,0.207,0.294,0.264	0.085,0.095,0.081,0.097,0.078,0.08	0.165		
101	AT5G27630	NA	chr5	+	9779718	9779904	9779718	9779844	9780007	9780154	101	10,12,16,26,5,10	3,7,6,7,8,3	35,22,24,39,19,13	0,3,3,1,0,1	159	99	8.59187795021E-06	0.00022724894578454	0.675,0.516,0.624,0.698,0.28,0.675	1.0,0.82,0.833,0.96,1.0,0.89	-0.339		
159	AT5G11630	NA	chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	159	91,166,159,75,132,123	23,45,29,24,32,38	54,26,34,45,68,21	71,51,62,78,99,22	164	99	0	0	0.705,0.69,0.768,0.654,0.713,0.661	0.315,0.235,0.249,0.258,0.293,0.366	0.413		
174	AT5G37690	NA	chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	174	1.6124715812024E+017	65,70,55,46,97,100	37,29,44,34,68,24	37,38,59,40,88,17	123	99	2.94739933571E-08	1.01490637503222E-06	0.666,0.74,0.698,0.677,0.666,0.677	0.446,0.381,0.375,0.406,0.383,0.532	0.267		
200	AT5G01660	NA	chr5	-	248875	249207	248979	249207	248324	248443	200	1,6,4,2,0,3	2,0,2,1,2,2	10,3,7,11,15,6	1,0,0,0,1,0	203	99	0.00143282446382	0.026682700474199	0.196,1.0,0.494,0.494,0.0,0.422	0.83,1.0,1.0,1.0,0.88,1.0	-0.517		
209	AT4G39390	NA	chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	209	85,86,121,74,105,127	15,40,25,51,27,25	104,91,100,145,133,52	8,5,1,2,8,2	121	99	6.23490542417E-06	0.000169831379091198	0.823,0.638,0.798,0.543,0.761,0.806	0.914,0.937,0.988,0.983,0.932,0.955	-0.223		
216	AT4G38380	NA	chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	216	9,17,7,15,23,7	33,22,35,34,38,30	26,13,15,13,30,11	4,2,6,8,1,1	113	99	2.65210076122E-12	1.75660577353964E-10	0.193,0.404,0.149,0.279,0.347,0.17	0.851,0.851,0.687,0.587,0.963,0.906	-0.55		
232	AT4G35270	NA	chr4	-	16781473	16782054	16781811	16782054	16779903	16780980	232	13,39,26,31,34,13	1,1,3,10,1,10	13,24,15,43,23,10	0,1,0,1,3,0	437	99	0.000893511358468	0.0171648234653063	0.747,0.898,0.663,0.413,0.885,0.228	1.0,0.845,1.0,0.907,0.635,1.0	-0.259		
235	AT5G37850	NA	chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	235	1.90352219219345E+017	2.81449336296459E+017	85,61,60,126,128,39	4.88296368552729E+017	132	99	0	0	0.336,0.37,0.328,0.357,0.361,0.34	0.116,0.134,0.109,0.146,0.116,0.116	0.226		
251	AT4G32900	NA	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	251	40,98,96,79,84,60	1.28266195133231E+017	116,96,99,124,163,52	93,76,100,123,144,33	107	99	1.35265120216E-08	4.9602229651445E-07	0.224,0.254,0.313,0.355,0.252,0.231	0.536,0.539,0.478,0.483,0.512,0.593	-0.252		
264	AT4G32330	NA	chr4	+	15608904	15609117	15608904	15609106	15609789	15610001	264	10,41,20,10,24,25	1.64284238203301E+017	60,33,51,72,77,36	167,128,131,205,235,66	110	99	0.0000127863944646	0.000319659861615	0.052,0.115,0.07,0.042,0.067,0.074	0.244,0.188,0.259,0.24,0.228,0.329	-0.178		
281	AT5G64460	NA	chr5	-	25775305	25775568	25775482	25775568	25775044	25775106	281	4,6,4,6,8,10	8,8,5,11,5,6	5,15,10,11,13,3	2,0,3,2,3,0	276	99	0.000351735816909	0.00697736810716223	0.152,0.212,0.223,0.164,0.365,0.374	0.473,1.0,0.545,0.664,0.609,1.0	-0.467		
288	AT4G27610	NA	chr4	-	13787858	13788515	13788083	13788515	13787148	13787373	288	7.21611361171591E+016	74,122,88,75,117,82	56,48,75,101,80,24	127,97,107,153,159,51	324	99	0.00157977413341	0.0288308779347325	0.229,0.287,0.321,0.323,0.293,0.331	0.119,0.131,0.176,0.168,0.133,0.126	0.155		
387	AT4G09980	NA	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	387	10,11,5,14,6,3	7.91591191221151E+016	45,44,44,63,39,29	63,55,43,77,65,15	110	99	0	0	0.102,0.059,0.036,0.094,0.045,0.02	0.391,0.419,0.479,0.424,0.351,0.635	-0.39		
431	AT4G40050	NA	chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	431	7.71251311171631E+016	1.04162194136228E+017	153,134,132,202,208,67	43,32,34,33,48,18	103	99	0	0	0.416,0.426,0.394,0.453,0.407,0.371	0.774,0.801,0.789,0.855,0.806,0.782	-0.39		
435	AT3G63480	NA	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	435	0,0,0,0,2,0	7,16,11,1,11,10	4,9,9,10,21,2	13,5,6,14,9,2	111	99	2.26149099447E-11	1.28975658278367E-09	0.0,0.0,0.0,0.0,0.14,0.0	0.215,0.616,0.572,0.389,0.675,0.471	-0.466		
436	AT3G63460	NA	chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	436	3.5147442932343E+017	43,53,49,56,51,49	155,143,149,235,223,90	150,188,181,356,265,77	105	99	0	0	0.885,0.894,0.892,0.845,0.888,0.889	0.493,0.418,0.437,0.384,0.442,0.524	0.432		
437	AT3G63340	NA	chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	437	1.88253245169249E+017	9,12,9,6,16,7	46,49,27,56,60,22	25,23,30,36,38,11	130	99	0	0	0.941,0.941,0.954,0.955,0.922,0.965	0.584,0.619,0.407,0.542,0.546,0.604	0.396		
481	AT3G54500	NA	chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	481	2.25359244177319E+017	96,227,143,91,170,115	5.03480472581777E+017	678,667,648,872,1074,535	102	99	6.77236045021E-15	4.75367608524356E-13	0.695,0.606,0.624,0.654,0.646,0.684	0.419,0.411,0.414,0.393,0.413,0.392	0.244		
524	AT5G43990	NA	chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	524	10,16,10,11,6,18	5,4,8,3,5,3	9,12,7,26,20,2	0,2,0,0,0,0	159	99	0.0000017239395731	4.99395193794841E-05	0.555,0.714,0.438,0.695,0.428,0.789	1.0,0.789,1.0,1.0,1.0,1.0	-0.362		
531	AT1G59890	NA	chr1	+	22046138	22046241	22046138	22046226	22046501	22046719	531	65,88,82,62,89,77	33,31,27,35,33,39	23,15,25,46,51,20	32,32,43,50,54,15	114	99	0.0000962524570115	0.00204256667495334	0.631,0.711,0.725,0.606,0.701,0.632	0.384,0.289,0.336,0.444,0.451,0.537	0.261		
542	AT4G24230	NA	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	542	94,155,144,95,185,109	1.18174123139238E+017	100,32,56,63,90,28	2.94186206210347E+017	112	99	3.55828699838E-11	1.82224120052639E-09	0.413,0.441,0.509,0.377,0.407,0.404	0.231,0.132,0.194,0.21,0.187,0.138	0.243		
544	AT5G35330	NA	chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	544	66,101,78,68,149,110	73,137,129,78,142,105	46,18,31,39,68,25	176,110,135,184,256,86	120	99	4.8856585444E-11	2.34640180092895E-09	0.427,0.378,0.333,0.418,0.464,0.464	0.177,0.119,0.159,0.149,0.18,0.193	0.251		
553	AT2G03810	NA	chr2	+	1161669	1161729	1161669	1161724	1162632	1162712	553	5,9,5,10,25,8	9,14,7,11,27,15	19,9,16,9,19,12	5,2,2,9,13,3	104	99	0.00260390667766	0.0452583779688524	0.346,0.38,0.405,0.464,0.468,0.337	0.783,0.811,0.884,0.488,0.582,0.792	-0.323		
564	AT2G02080	NA	chr2	-	520976	521205	520980	521205	520263	520660	564	4,9,8,14,9,10	1.77254222192231E+017	73,67,87,94,122,48	61,54,79,108,102,39	103	99	0	0	0.021,0.033,0.033,0.065,0.036,0.034	0.535,0.544,0.514,0.456,0.535,0.542	-0.484		
591	AT1G79190	NA	chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	591	1,8,6,3,7,6	41,54,48,33,44,37	32,32,21,27,41,15	4,7,5,5,10,4	117	99	0	0	0.02,0.111,0.096,0.071,0.119,0.121	0.871,0.795,0.78,0.82,0.776,0.76	-0.711		
595	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597190	29597315	29597446	595	19,29,21,22,29,25	14,18,23,9,21,33	32,34,27,38,43,9	12,6,7,6,11,4	144	99	0.00208856693121	0.0373689671515515	0.483,0.526,0.386,0.627,0.487,0.342	0.647,0.796,0.726,0.813,0.729,0.607	-0.245		
596	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	596	3,19,8,8,8,8	39,52,54,41,51,45	16,26,15,25,29,6	14,18,12,28,35,8	124	99	4.23325375865E-08	1.40467056537023E-06	0.058,0.226,0.106,0.135,0.111,0.124	0.477,0.536,0.499,0.416,0.398,0.375	-0.324		
602	AT2G04790	NA	chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	602	20,28,26,16,34,36	33,42,17,36,36,23	5,3,6,2,12,4	60,42,52,53,97,50	122	99	1.40179867714E-10	5.94949438553605E-09	0.33,0.351,0.554,0.265,0.434,0.559	0.063,0.055,0.086,0.03,0.091,0.061	0.351		
605	AT1G79270	NA	chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	605	25,21,12,24,23,44	18,33,28,11,15,10	27,19,30,37,47,12	2,0,1,2,1,0	104	99	7.25230986376E-12	4.41182183378733E-10	0.569,0.377,0.29,0.675,0.593,0.807	0.928,1.0,0.966,0.946,0.978,1.0	-0.418		
618	AT1G72740	NA	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	618	62,115,86,65,122,123	150,158,129,94,167,129	37,18,27,43,44,17	133,123,118,159,204,61	117	99	0.0000133803295246	0.000329987856518851	0.259,0.381,0.361,0.369,0.382,0.447	0.191,0.11,0.162,0.186,0.154,0.191	0.201		
640	AT1G68820	NA	chr1	+	25866794	25866882	25866794	25866864	25866961	25867031	640	16,19,19,19,33,36	1.03228165147205E+017	45,35,48,55,84,20	131,66,106,117,160,51	117	99	0.000086660506923	0.00186065206040559	0.116,0.066,0.089,0.099,0.12,0.148	0.225,0.31,0.277,0.285,0.308,0.249	-0.169		
641	AT1G68140	NA	chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	641	32,56,55,51,72,70	5,12,2,2,5,8	32,31,58,75,54,27	0,0,0,0,0,1	741	99	1.35896519593E-08	4.9602229651445E-07	0.461,0.384,0.786,0.773,0.658,0.539	1.0,1.0,1.0,1.0,1.0,0.783	-0.364		
694	AT4G31570	NA	chr4	+	15297330	15297997	15297330	15297993	15298145	15303824	694	11,12,6,11,11,16	14,28,8,17,13,8	8,9,21,13,25,4	2,1,5,3,6,3	103	99	0.0000753549931127	0.00169781311642812	0.43,0.292,0.419,0.383,0.449,0.658	0.794,0.896,0.801,0.806,0.8,0.562	-0.338		
715	AT2G44280	NA	chr2	-	18304070	18304627	18304129	18304627	18303751	18303985	715	7,5,17,12,7,8	0,0,4,1,4,1	2,2,3,19,6,1	4,4,7,10,11,2	158	99	0.0000203403254809	0.000494947920035233	1.0,1.0,0.727,0.883,0.523,0.834	0.239,0.239,0.212,0.543,0.255,0.239	0.54		
719	AT2G04690	NA	chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	719	3.67607555453777E+017	2.39421347305599E+017	7.35422564761878E+017	2.25170161226274E+017	134	99	6.05311711865E-07	1.87236249856547E-05	0.532,0.516,0.542,0.523,0.489,0.514	0.707,0.647,0.721,0.713,0.703,0.712	-0.181		
725	AT5G02080	NA	chr5	+	410161	410615	410161	410413	410720	410780	725	14,17,14,13,28,19	2,4,6,7,8,0	9,6,12,18,25,9	0,1,0,1,3,1	301	99	0.00156815426678	0.0288308779347325	0.697,0.583,0.434,0.379,0.535,1.0	1.0,0.664,1.0,0.855,0.733,0.747	-0.228		
731	AT1G73390	NA	chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	731	43,36,30,23,30,55	12,22,12,11,11,34	10,5,7,16,23,6	28,13,20,45,52,11	103	99	3.37794237026E-11	1.81316024286015E-09	0.775,0.611,0.706,0.668,0.724,0.609	0.256,0.27,0.252,0.255,0.298,0.344	0.403		
733	AT1G47550	NA	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	733	38,76,59,65,82,64	2.25369250235348E+017	6,10,10,17,20,4	3.16214299440416E+017	102	99	0.000055168616618	0.00125853406659813	0.141,0.167,0.186,0.212,0.186,0.156	0.018,0.043,0.031,0.036,0.045,0.024	0.142		
759	AT1G20060	NA	chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	759	23,7,9,2,12,16	0,0,1,3,3,2	0,0,1,0,2,4	4,7,9,1,19,2	102	99	2.69506639228E-12	1.75660577353964E-10	1.0,1.0,0.897,0.393,0.795,0.886	0.0,0.0,0.097,0.0,0.093,0.66	0.687		
760	AT1G20060	NA	chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	760	6,5,6,5,2,7	6,0,7,1,0,2	0,0,0,0,1,0	5,8,11,6,14,5	102	99	4.84756679242E-12	3.05062392971259E-10	0.493,1.0,0.454,0.829,1.0,0.773	0.0,0.0,0.0,0.0,0.065,0.0	0.747		
789	AT1G49980	NA	chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	789	20,14,15,11,29,23	44,57,54,43,61,82	36,29,19,54,58,18	24,13,19,27,32,8	130	99	4.7440829043E-11	2.33998683793176E-09	0.257,0.158,0.175,0.163,0.266,0.176	0.533,0.629,0.432,0.604,0.58,0.631	-0.369		
790	AT1G49980	NA	chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	790	14,18,9,9,19,9	44,57,54,43,61,82	24,15,11,32,40,11	24,13,19,27,32,8	135	99	6.56008023792E-07	1.995357739034E-05	0.189,0.188,0.109,0.133,0.186,0.074	0.423,0.458,0.298,0.465,0.478,0.502	-0.291		
800	AT1G29040	NA	chr1	+	10134504	10134621	10134504	10134536	10134685	10134797	800	1.08181121140184E+017	14,21,16,12,22,14	152,103,110,133,204,57	0,1,0,0,2,2	184	99	0.000044458752628	0.00105373017592338	0.806,0.823,0.803,0.863,0.818,0.829	1.0,0.982,1.0,1.0,0.982,0.939	-0.16		
812	AT1G67700	NA	chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	812	807,1361,967,753,1231,969	6.64982764621923E+017	1710,1177,1474,1785,1930,666	3.25236292380416E+017	113	99	0	0	0.516,0.548,0.526,0.515,0.539,0.531	0.822,0.814,0.816,0.805,0.803,0.786	-0.278		
818	AT1G03310	NA	chr1	+	813412	813604	813412	813581	813928	816812	818	30,34,51,43,47,29	18,28,22,22,40,27	74,49,66,118,51,31	0,0,1,1,0,0	122	99	0	0	0.575,0.496,0.653,0.613,0.488,0.466	1.0,1.0,0.982,0.99,1.0,1.0	-0.447		
831	AT1G15490	NA	chr1	-	5323152	5323895	5323157	5323895	5322652	5322960	831	9,31,14,21,27,16	12,23,33,11,14,25	33,27,19,25,24,8	0,1,3,2,3,1	104	99	2.61535237911E-11	1.44636911875023E-09	0.417,0.562,0.288,0.645,0.647,0.379	1.0,0.963,0.858,0.922,0.884,0.884	-0.429		
883	AT1G17520	NA	chr1	-	6025504	6025606	6025522	6025606	6025092	6025378	883	1.23226146137207E+017	43,71,43,25,79,69	73,65,76,101,110,35	58,44,45,67,105,21	117	99	0.00117810882782	0.0223963396955365	0.708,0.729,0.742,0.823,0.689,0.704	0.516,0.556,0.588,0.561,0.47,0.585	0.186		
892	AT1G23230	NA	chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	892	3,3,0,3,4,5	43,67,58,39,55,54	15,9,12,16,22,9	9,11,13,18,24,8	104	99	0	0	0.062,0.041,0.0,0.068,0.065,0.081	0.613,0.438,0.468,0.458,0.466,0.517	-0.441		
906	AT5G15070	NA	chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	906	1,3,3,2,2,0	9,15,3,11,16,13	11,3,11,19,20,5	2,15,5,3,6,1	117	99	5.47573387744E-07	1.72296798729793E-05	0.086,0.145,0.458,0.133,0.096,0.0	0.823,0.145,0.651,0.843,0.738,0.809	-0.515		
927	AT3G19460	NA	chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	927	33,74,47,44,81,65	57,126,95,108,139,97	8,4,5,8,15,5	105,100,83,149,159,49	104	99	0	0	0.355,0.359,0.32,0.279,0.357,0.389	0.068,0.037,0.054,0.049,0.082,0.089	0.28		
939	AT3G01310	NA	chr3	-	101513	101660	101531	101660	101296	101356	939	1.6433825922229E+017	6.19992754709947E+017	318,254,362,408,504,93	2.69251277366445E+017	117	99	6.43929354283E-15	4.7006842862659E-13	0.183,0.224,0.225,0.209,0.206,0.204	0.5,0.461,0.525,0.485,0.489,0.352	-0.26		
943	AT2G05590	NA	chr2	+	2068558	2068651	2068558	2068646	2068737	2068822	943	12,11,15,8,23,11	1.52193150110159E+017	33,43,34,35,43,12	88,56,65,104,142,48	104	99	0.0000512975753348	0.00118503892387354	0.07,0.051,0.087,0.065,0.121,0.064	0.263,0.422,0.332,0.243,0.224,0.192	-0.203		
956	AT2G01420	NA	chr2	-	182004	183764	182016	183764	181579	181847	956	2.07344269225296E+017	1.812172161452E+017	3.97327306388461E+017	56,38,28,41,36,14	111	99	0	0	0.505,0.586,0.526,0.581,0.569,0.562	0.863,0.885,0.907,0.894,0.919,0.918	-0.343		
959	AT2G27730	NA	chr2	-	11821606	11822025	11821651	11822025	11820768	11820884	959	4,17,13,8,21,25	36,43,19,25,33,29	27,23,26,14,30,10	9,1,9,10,14,11	144	99	0.0000814850315302	0.00179168894629657	0.071,0.214,0.32,0.18,0.304,0.372	0.673,0.941,0.665,0.49,0.596,0.385	-0.382		
973	AT3G57050	NA	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	973	603,928,812,781,997,1024	47,77,76,59,90,86	5.11340441770697E+017	104,104,141,245,183,72	144	99	2.80254597307E-10	1.13658808907839E-08	0.898,0.892,0.88,0.901,0.884,0.891	0.772,0.692,0.683,0.684,0.724,0.675	0.186		
