ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2697	"AT1G61560"	NA	chr1	-	22708467	22709690	22708467	22709321	22709622	22709690
2701	"AT1G61560"	NA	chr1	-	22709622	22709819	22709622	22709652	22709783	22709819
2731	"AT4G38090"	NA	chr4	-	17883678	17884228	17883678	17883915	17884122	17884228
2768	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2830	"AT2G39950"	NA	chr2	-	16678034	16679772	16678034	16678278	16679172	16679772
2861	"AT3G26680"	NA	chr3	+	9803418	9804282	9803418	9803549	9803607	9804282
2865	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2866	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
2934	"AT2G16990"	NA	chr2	+	7387364	7387976	7387364	7387443	7387690	7387976
3116	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3264	"AT1G05870"	NA	chr1	-	1771384	1772533	1771384	1771954	1772355	1772533
3271	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3281	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3298	"AT1G20696"	NA	chr1	+	7180673	7181069	7180673	7180754	7180989	7181069
3371	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3386	"AT4G11900"	NA	chr4	-	7150629	7151297	7150629	7150751	7150886	7151297
3401	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3415	"AT1G13650"	NA	chr1	-	4681010	4682382	4681010	4681492	4682065	4682382
3490	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3585	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627540	26627774	26628053
3586	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3590	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3694	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3702	"AT1G72130"	NA	chr1	+	27137432	27138259	27137432	27137606	27137735	27138259
3706	"AT5G11950"	NA	chr5	+	3854769	3855630	3854769	3854954	3855532	3855630
3754	"AT3G27884"	NA	chr3	-	10346085	10347573	10346085	10346441	10347483	10347573
3797	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603594	17603663	17604086
3807	"AT1G51270"	NA	chr1	+	19010411	19011272	19010411	19010618	19010884	19011272
3879	"AT1G66940"	NA	chr1	-	24973464	24973819	24973464	24973491	24973729	24973819
3894	"AT3G27300"	NA	chr3	-	10086114	10086488	10086114	10086310	10086411	10086488
3901	"AT1G65130"	NA	chr1	-	24196648	24197200	24196648	24196738	24197052	24197200
3949	"AT4G25434"	NA	chr4	-	13005006	13005899	13005006	13005144	13005600	13005899
3953	"AT1G05710"	NA	chr1	+	1714872	1716308	1714872	1716080	1716211	1716308
3963	"AT5G06265"	NA	chr5	+	1905778	1906766	1905778	1906172	1906563	1906766
4013	"AT5G09175"	NA	chr5	-	25617178	25618113	25617178	25617729	25617987	25618113
4024	"AT1G45191"	NA	chr1	+	17118336	17118551	17118336	17118350	17118491	17118551
4203	"AT2G16940"	NA	chr2	-	7345694	7346177	7345694	7345776	7346107	7346177
4211	"AT3G18850"	NA	chr3	-	6500286	6500978	6500286	6500398	6500782	6500978
4214	"AT3G18850"	NA	chr3	-	6500286	6500978	6500286	6500713	6500932	6500978
4237	"AT2G42380"	NA	chr2	-	17647573	17647905	17647573	17647687	17647814	17647905
4241	"AT1G65040"	NA	chr1	-	24162832	24163379	24162832	24162882	24163236	24163379
4253	"AT4G01510"	NA	chr4	+	643688	644400	643688	643755	644083	644400
4268	"AT3G53340"	NA	chr3	-	19775151	19775606	19775151	19775226	19775476	19775606
4299	"AT2G20960"	NA	chr2	+	9007667	9008639	9007667	9007825	9008140	9008639
4320	"AT2G22260"	NA	chr2	+	9460917	9461386	9460917	9461149	9461312	9461386
4354	"AT1G33615"	NA	chr1	-	12193811	12194413	12193811	12193938	12194350	12194413
4425	"AT1G80260"	NA	chr1	+	30179355	30179988	30179355	30179427	30179856	30179988
4480	"AT2G31130"	NA	chr2	-	13265447	13266565	13265447	13266175	13266459	13266565
4521	"AT2G30170"	NA	chr2	-	12880073	12880525	12880073	12880156	12880427	12880525
4694	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611552	15611627	15611720
4695	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611547	15611632	15611720
4758	"AT2G40640"	NA	chr2	-	16960963	16961778	16960963	16961446	16961682	16961778
4819	"AT4G35300"	NA	chr4	-	16798992	16799635	16798992	16799101	16799455	16799635
4847	"AT2G44798"	NA	chr2	-	18467672	18468395	18467672	18467841	18468099	18468395
4864	"AT2G45380"	NA	chr2	-	18700320	18701671	18700320	18700487	18701536	18701671
4931	"AT5G65740"	NA	chr5	-	26302829	26303246	26302829	26302904	26303175	26303246
4934	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
5007	"AT4G02120"	NA	chr4	+	943410	943787	943410	943496	943706	943787
5013	"AT2G30480"	NA	chr2	-	12991852	12992281	12991852	12991974	12992224	12992281
5162	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5169	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145114	9145412	9145696
5170	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5207	"AT3G10110"	NA	chr3	+	3116761	3117671	3116761	3116952	3117292	3117671
5241	"AT1G79790"	NA	chr1	-	30017371	30017764	30017371	30017442	30017712	30017764
5276	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5280	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5291	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5302	"AT3G14150"	NA	chr3	-	4692025	4692457	4692025	4692103	4692332	4692457
5399	"AT3G20010"	NA	chr3	+	6971562	6972991	6971562	6972239	6972913	6972991
5456	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5565	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5566	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5568	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993846	1994166
5569	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5570	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5571	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993876	1994166
5573	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993885	1994166
5575	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993885	1994166
5576	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993885	1994166
5577	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993909	1994166
5578	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993909	1994166
5579	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993765	1993909	1994166
5581	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993909	1994166
