groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1	log2fold_fio1_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Wang_Col.0_1.bam	countData.Wang_Col.0_2.bam	countData.Wang_fio1_1.bam	countData.Wang_fio1_2.bam	transcripts_y
AT1G10930+AT1G10940	E010	72.6744394140476	0.0108592384862311	11.7729881532754	0.0027766945301949	0.0402914870506132	15.7645971233984	12.4332672647388	11.6293868646038	-0.690417044151634	-0.884400963319792	1	3650282	3650350	69	-	89	87	50	75	53	85	AT1G10930.1	AT1G10930+AT1G10940:E010	AT1G10930+AT1G10940	E010	76.6006660859934	0.0055162245739951	30.1536149887808	3.99142492879518e-08	0.000107996259569	12.5507109819115	8.23209092388899	-1.22420930120115	1	3650282	3650350	69	-	100	90	46	63	AT1G10930.1
AT1G11840	E012	1319.59699834599	0.0001298814145017	19.8665710113907	4.8532081440612e-05	0.0018239648973259	52.3255547617649	52.4351766733081	55.1557775070191	0.006691786466094	0.16927601838019	1	3996443	3996507	65	+	1032	1118	1171	1180	1607	2012	"c(""AT1G11840.4"", ""AT1G11840.1"", ""AT1G11840.2"", ""AT1G11840.6"", ""AT1G11840.5"", ""AT1G11840.3"")"	AT1G11840:E012	AT1G11840	E012	2303.70695715957	0.000282752435733	16.3366003237667	5.3029784800091e-05	0.0173375357467981	52.1230433759449	54.716985620474	0.162103956565597	1	3996443	3996507	65	+	2027	1933	2600	2804	"c(""AT1G11840.4"", ""AT1G11840.1"", ""AT1G11840.2"", ""AT1G11840.6"", ""AT1G11840.5"", ""AT1G11840.3"")"
AT1G16710	E029	9.91715657879262	0.0200817532220826	14.0793385959848	0.0008764163469848	0.0173458297155924	4.1080037194161	3.31651198396247	6.59730684654679	-0.617883037959451	1.36842806807902	1	5720540	5720652	113	+	10	4	5	3	19	22	AT1G16710.9	AT1G16710:E029	AT1G16710	E029	7.26864740575603	0.234184303030774	13.268604069251	0.0002698880953231	0.0429987905453404	0.0160256632304936	4.63902466494713	16.356347506036	1	5720540	5720652	113	+	0	0	8	25	AT1G16710.9
AT1G17350	E005	22.6684581700387	0.0066883442994015	16.8245597077677	0.0002221228715208	0.0060299028894932	5.1525408316063	7.85726789872919	8.70090972814859	1.21953207217513	1.51462060463732	1	5941847	5942347	501	+	6	14	29	24	31	36	AT1G17350.5	AT1G17350:E005	AT1G17350	E005	8.43027245188368	0.0507890196645783	15.1328485750663	0.0001002044831315	0.0244940650191796	1.35031749060968	4.47945910902385	3.46154385343737	1	5941847	5942347	501	+	0	2	17	18	AT1G17350.5
AT1G17665	E002	237.52302336723	0.0009832259484708	15.3864319259631	0.0004559096231308	0.0105773187614798	23.9272657686752	24.7231902731564	22.144071681115	0.0966588754804336	-0.228225081999904	1	6072635	6072762	128	-	270	272	256	229	149	249	AT1G17665.1	AT1G17665:E002	AT1G17665	E002	147.606959081773	0.0030018303027708	14.4769317998842	0.000141886513264	0.0299630082550594	15.8711667569769	13.2056773220353	-0.536824618062811	1	6072635	6072762	128	-	172	139	130	147	AT1G17665.1
AT1G18200+AT1G18210	E001	268.746645946063	0.0025821051567738	34.0583243416752	4.02095152793995e-08	4.60034045420179e-06	21.7446250148449	27.0497884915245	27.1606153299917	0.644891277785677	0.657036153613605	1	6265416	6265884	469	-	238	215	317	255	266	339	AT1G18200.1	AT1G18200+AT1G18210:E001	AT1G18200+AT1G18210	E001	70.3579274865671	0.0056651007765643	20.4433419785494	6.1422863511316e-06	0.0044833262296252	8.4029723602363	11.6086128146391	0.937689479738039	1	6265416	6265884	469	-	46	46	101	99	AT1G18200.1
AT1G18950	E013	41.0577011652985	0.0036892827363304	94.8697782780343	2.50777978491504e-21	2.19833408962673e-18	4.14516859997497	11.7096200815406	12.1502799059753	3.00335013286091	3.11055114556897	1	6550670	6550681	12	+	6	8	45	60	65	71	AT1G18950.2	AT1G18950:E013	AT1G18950	E013	26.1029495676696	0.020448187287688	13.3269746916787	0.0002616152599221	0.0421026738953376	4.43154736255568	7.53934771817262	1.53630039036417	1	6550670	6550681	12	+	13	12	36	50	AT1G18950.2
AT1G19000+AT1G18990	E005	1130.16749127203	0.0003496520416439	22.4077715745504	1.36211641507095e-05	0.0006525822322622	49.9521024090422	51.5825791818153	48.0977556188163	0.102105753089837	-0.119520917303513	1	6560762	6561142	381	-	1117	1245	1073	1020	1088	1290	"c(""AT1G19000.1"", ""AT1G19000.2"")"	AT1G19000+AT1G18990:E005	AT1G19000+AT1G18990	E005	1260.61029320317	0.0003598441771636	13.4665101312839	0.0002428596136546	0.0407061073588664	39.658962123399	41.8810953451859	0.171854460101223	1	6560762	6561142	381	-	1071	988	1485	1605	"c(""AT1G19000.1"", ""AT1G19000.2"")"
AT1G20020	E014	6688.86768377311	0.0002097703255992	35.6136408334941	1.84754979701312e-08	2.32697228374873e-06	104.370164989259	104.419558463517	100.381860112345	0.0019178414203473	-0.156308090270942	1	6944801	6945016	216	+	7566	7821	6568	6463	5197	6443	"c(""AT1G20020.3"", ""AT1G20020.2"", ""AT1G20020.1"")"	AT1G20020:E014	AT1G20020	E014	8362.40771163339	8.97792800662836e-05	26.4271868574061	2.73661480395473e-07	0.0005052467032934	90.1380769278957	87.7606409837126	-0.108969519420269	1	6944801	6945016	216	+	7803	7273	8869	9907	"c(""AT1G20020.3"", ""AT1G20020.2"", ""AT1G20020.1"")"
AT1G20693	E004	4406.13741683018	7.35542506232703e-05	11.4023445712635	0.0033420453284455	0.0458864947333317	89.1679794279041	87.4733475823516	89.6316723782575	-0.0717601899097193	0.0195006302688583	1	7177418	7177522	105	+	4444	4632	3984	4001	4292	5366	"c(""AT1G20693.3"", ""AT1G20693.2"", ""AT1G20693.1"")"	AT1G20693:E004	AT1G20693	E004	2954.13137087591	0.0001962845891366	22.6332300649387	1.96064045095293e-06	0.0019597787682069	60.8397409756385	58.0171124790583	-0.163474855649588	1	7177418	7177522	105	+	2808	2670	3016	3432	"c(""AT1G20693.3"", ""AT1G20693.2"", ""AT1G20693.1"")"
AT1G20760	E002	568.117924300753	0.000320197125933	26.3167945357037	1.9292152038917e-06	0.0001260985034376	36.0805074168557	34.4354199145359	37.7494710437232	-0.141329072835534	0.13755847943809	1	7210007	7211048	1042	+	547	527	439	477	705	780	AT1G20760.1	AT1G20760:E002	AT1G20760	E002	702.714273179327	0.0011562765840285	14.2034270235841	0.0001640714284523	0.0322121971981765	32.4144456936201	29.6257072340238	-0.273575391405581	1	7210007	7211048	1042	+	716	717	665	707	AT1G20760.1
AT1G21900	E001	671.687717980744	0.0010211908896752	11.3729368028093	0.0033915494354526	0.0462886150084569	39.4295218658386	40.5690417042113	37.6991756047206	0.0874377539940827	-0.137152590550107	1	7690802	7691309	508	-	612	766	686	616	568	825	AT1G21900.1	AT1G21900:E001	AT1G21900	E001	755.184937987921	0.0030895840621686	13.3390182346792	0.0002599404025795	0.0421026738953376	30.555151927589	33.8619175844891	0.313719077300656	1	7690802	7691309	508	-	703	599	797	976	AT1G21900.1
AT1G23080	E013	155.954343376297	0.0070970319296971	71.2664210867944	3.34728960259402e-16	1.71164769591846e-13	11.9581564941919	21.2228250239322	22.0166669387768	1.67306965035213	1.78101612965549	1	8182206	8182217	12	-	43	57	213	161	207	291	AT1G23080.1	AT1G23080:E013	AT1G23080	E013	287.934652393916	0.0018110251766561	105.707287933506	8.5472444309938e-25	1.91618230828613e-20	15.4668937948665	23.4862145653233	1.23070120428047	1	8182206	8182217	12	-	127	155	441	495	AT1G23080.1
AT1G23730	E005	49.6374566452981	0.0027044136569602	15.9297742323435	0.0003474509283988	0.0085596687204028	11.6935542767602	9.2156810825432	11.5408542636781	-0.690110504069704	-0.0381329812747015	1	8396266	8396406	141	+	42	37	38	33	71	88	"c(""AT1G23730.1"", ""AT1G23730.2"")"	AT1G23730:E005	AT1G23730	E005	77.022783562361	0.011052570225516	13.0553636107771	0.0003024171187093	0.0457212146976647	9.0524108180413	11.5609147649335	0.709987973324468	1	8396266	8396406	141	+	42	50	98	133	"c(""AT1G23730.1"", ""AT1G23730.2"")"
AT1G24510	E002	1875.49825907002	0.000254011531363	19.0273885522212	7.38337749345236e-05	0.0025327692481228	63.0101937255348	63.9212585386713	60.5708018684246	0.0479345367353101	-0.130931849672956	1	8685504	8685674	171	-	1772	1842	1887	1937	1701	2200	"c(""AT1G24510.1"", ""AT1G24510.3"", ""AT1G24510.2"")"	AT1G24510:E002	AT1G24510	E002	1626.0079773953	0.0003589308315266	13.6034789327476	0.0002257667528072	0.0387634598301905	44.5573778532463	47.0739330469791	0.176957049969671	1	8685504	8685674	171	-	1453	1322	1883	1954	"c(""AT1G24510.1"", ""AT1G24510.3"", ""AT1G24510.2"")"
AT1G27630	E006	788.518382259566	0.0007217318906366	12.7123663285011	0.0017359800334993	0.0287479890734336	39.4643696169488	42.8675232941011	41.2464706110782	0.254736639728502	0.135692843706193	1	9612009	9612429	421	+	409	460	824	966	1035	1141	"c(""AT1G27630.5"", ""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"	AT1G27630:E006	AT1G27630	E006	334.07887642345	0.0020184160626459	18.5772091341751	1.63159585964486e-05	0.0088597913442881	19.7837764730629	22.8471147367364	0.426016324953114	1	9612009	9612429	421	+	222	204	444	523	"c(""AT1G27630.5"", ""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"
AT1G27660	E006	111.701045612803	0.0019189962510968	13.992549983965	0.0009152850675432	0.0179163227091421	13.9227430912106	16.3522781738574	16.2591279493869	0.468363866010326	0.451704143049062	1	9625326	9625385	60	+	33	55	127	149	121	211	AT1G27660.1	AT1G27660:E006	AT1G27660	E006	98.1187861132791	0.0044645162648739	14.3123320216666	0.0001548471335633	0.0314363719498458	10.1433806522635	12.7237379821852	0.658787626914956	1	9625326	9625385	60	+	42	63	143	165	AT1G27660.1
AT1G29680	E001	353.77077043011	0.307539988926416	23.2839973122639	8.78909634774176e-06	0.0004560930949692	43.3098606496579	46.7278006049424	11.2555885453435	0.236773449140779	-3.98896639914467	1	10377790	10378156	367	-	259	284	414	394	391	394	AT1G29680.1	AT1G29680:E001	AT1G29680	E001	207.757865611352	0.0357675150995636	14.1286959145378	0.0001707194891845	0.0329534811281977	17.3101932753803	17.0317802479445	-0.0475647266291999	1	10377790	10378156	367	-	196	228	180	226	AT1G29680.1
AT1G30330	E001	565.404818284945	0.0020618984842753	11.6841453933613	0.0029028197213408	0.0415885172063571	34.4628806020876	38.5575006548843	35.5431958701111	0.341131422613023	0.0934134617444489	1	10685822	10686341	520	-	493	580	540	579	542	697	"c(""AT1G30330.3"", ""AT1G30330.1"", ""AT1G30330.2"")"	AT1G30330:E001	AT1G30330	E001	293.756093191091	0.002635884442263	13.1431787812526	0.0002885678682039	0.0444837355454959	18.9159415640676	21.8527877112519	0.426177871900753	1	10685822	10686341	520	-	229	237	381	353	"c(""AT1G30330.3"", ""AT1G30330.1"", ""AT1G30330.2"")"
AT1G32060	E001	16696.3900892773	4.47864467202985e-05	149.743768689623	3.04476500458678e-33	6.97142119841252e-30	140.41940844074	137.456647280419	141.326363096585	-0.103283450083607	0.0314922697656357	1	11532199	11533191	993	+	16301	17284	16095	16008	15607	19755	AT1G32060.1	AT1G32060:E001	AT1G32060	E001	21211.2767042695	5.50235368657011e-05	17.9080508811173	2.31838300952179e-05	0.0109257106326506	120.588872952523	119.500123857256	-0.0447135255195672	1	11532199	11533191	993	+	20805	19998	21590	22835	AT1G32060.1
AT1G33055+AT1G33050	E013	1778.31717064766	0.0005583456114318	14.9175322856112	0.0005763668873667	0.0125808393174989	62.3873766059161	59.599247591084	61.3245361117095	-0.151121170096992	-0.0569965780663839	1	11968971	11970511	1541	-	1598	1787	1653	1838	1779	2120	"c(""AT1G33050.5"", ""AT1G33050.2"", ""AT1G33050.3"", ""AT1G33050.1"", ""AT1G33050.6"", ""AT1G33050.4"")"	AT1G33055+AT1G33050:E013	AT1G33055+AT1G33050	E013	999.096703558101	0.000538233359399	13.7040331558135	0.0002139944334653	0.0378296860969658	37.4627529987491	35.9412145525706	-0.128635268190823	1	11968971	11970511	1541	-	904	896	1078	1164	"c(""AT1G33050.5"", ""AT1G33050.2"", ""AT1G33050.3"", ""AT1G33050.1"", ""AT1G33050.6"", ""AT1G33050.4"")"
AT1G48380	E001	113.160695548725	0.0101486750010934	15.8823555498972	0.0003557871941999	0.0087239321282287	14.2774895470334	16.2331200927972	19.3049293513931	0.373857746638713	0.880244920027671	1	17876989	17877412	424	-	91	107	84	126	136	146	AT1G48380.1	AT1G48380:E001	AT1G48380	E001	209.747583884741	0.0075500237804564	17.3633393473487	3.0872377027057e-05	0.0129551240019904	15.2674321163615	19.4865585996596	0.715997305405335	1	17876989	17877412	424	-	178	158	266	255	AT1G48380.1
AT1G48920	E008	2001.20604678573	0.0001750990355935	11.3831358340013	0.0033742982000688	0.0461640586533269	64.4659843974358	63.2118624727502	64.9856913250762	-0.0657010415208639	0.0269525847441177	1	18099770	18099898	129	+	2007	2088	1740	1563	2111	2705	AT1G48920.1	AT1G48920:E008	AT1G48920	E008	5213.22288425681	0.0001951183757457	16.9465281580544	3.84475685862431e-05	0.0142966343300795	75.9014475769543	73.4680092178766	-0.122030570372274	1	18099770	18099898	129	+	5067	4560	5569	5845	AT1G48920.1
AT1G48920	E014	8322.27617206379	0.0003934844406141	19.6930372890497	5.29311447596335e-05	0.0019533209509252	112.425419780014	114.235541471851	108.960792332729	0.0677827090764929	-0.131040921029642	1	18100987	18101291	305	+	8336	8830	7703	7485	8188	9863	AT1G48920.1	AT1G48920:E014	AT1G48920	E014	23009.2252736821	0.0001904043905325	17.8534320753597	2.38588568048473e-05	0.0110448208178215	121.72080367922	124.100150877551	0.0971040241880239	1	18100987	18101291	305	+	20179	19129	26439	27808	AT1G48920.1
AT1G53490+AT1G07887	E002	29.0941638786389	0.0495001219529137	26.5210749587734	1.74189408987626e-06	0.0001168417161134	4.27804203835194	8.27352141376321	11.4414683873174	1.90601570380347	2.84504077027551	1	19963267	19964105	839	+	4	14	14	27	58	70	"c(""AT1G07887.1"", ""AT1G53490.1"")"	AT1G53490+AT1G07887:E002	AT1G53490+AT1G07887	E002	725.132428968411	0.0121306922236911	183.588403040022	7.979359654436739e-42	2.50441777986082e-37	10.6229471559556	26.9421794708851	2.73527675972115	1	19963267	19964105	839	+	34	18	1458	1710	"c(""AT1G07887.1"", ""AT1G53490.1"")"
AT1G53490+AT1G07887	E015	21.9749282415324	0.0081524698252324	18.8801968823426	7.9472584791141e-05	0.0026841856764574	7.42794407128	8.85844409910689	5.36520425004585	0.509534235286202	-0.940193100172102	1	19966812	19966952	141	+	31	23	15	32	16	12	AT1G53490.1	AT1G53490+AT1G07887:E015	AT1G53490+AT1G07887	E015	19.2996241055562	0.107428787560965	18.2633368500155	1.92374286637137e-05	0.0098204765061148	8.87483474284713	3.15435777967647	-2.99037419824579	1	19966812	19966952	141	+	10	26	14	28	AT1G53490.1
AT1G54030	E005	89.1240370919475	0.0101945018483999	40.8046997520447	1.3783897374263302e-09	2.24472670976245e-07	9.50121293840274	17.3997741017514	14.8572301107456	1.75810114571027	1.29753711019571	1	20169030	20169099	70	+	30	29	143	98	110	137	AT1G54030.2	AT1G54030:E005	AT1G54030	E005	28.6863216708035	0.0126294207224785	25.3750214857995	4.71990257326079e-07	0.0007406990307243	4.26101770208524	8.21343552739191	1.89760681959577	1	20169030	20169099	70	+	12	12	50	48	AT1G54030.2
AT1G54440	E018	60.0074892702523	0.0032488398539873	61.8330123074221	3.74224293984934e-14	1.4424183930415299e-11	7.85406363043057	13.7784719031247	14.0253355979227	1.62925139146886	1.68088853236625	1	20326957	20327359	403	+	32	23	69	74	85	84	AT1G54440.4	AT1G54440:E018	AT1G54440	E018	43.7983585220676	0.0132566919861798	15.2734228264155	9.30160770753657e-05	0.0234548337581463	6.17320003143394	9.60174512715	1.2789772928794	1	20326957	20327359	403	+	23	28	56	77	AT1G54440.4
AT1G56612	E001	109.504628059729	0.0065608218103824	11.1978319617618	0.0037018744449117	0.0491892378602111	18.4094594387244	15.0258987352642	15.4690119074282	-0.592552959749901	-0.507909454364833	1	21213625	21214145	521	-	117	93	106	90	113	148	"c(""AT1G56612.1"", ""AT1G56612.2"")"	AT1G56612:E001	AT1G56612	E001	181.573472733707	0.0023595099152878	55.8345526678858	7.88337412919759e-14	8.24763856979405e-10	18.010833062219	14.2803648324796	-0.679488923433391	1	21213625	21214145	521	-	192	187	166	178	"c(""AT1G56612.1"", ""AT1G56612.2"")"
AT1G64790	E067	11.6042685878488	0.0147916612445189	63.6251649992022	1.52746393653557e-14	6.2989820604348195e-12	0.0189789484233529	8.47149726130993	4.03595013423922	17.60831652629	15.4656756988927	1	24082539	24082720	182	-	0	0	27	25	5	12	AT1G64790.2	AT1G64790:E067	AT1G64790	E067	95.3912088702049	0.005025868111776	267.006435712372	5.09749477009671e-60	2.6665165058868198e-55	16.0891373904381	2.8363586171705	-5.02843687919417	1	24082539	24082720	182	-	170	167	6	6	AT1G64790.2
AT1G65440	E004	613.051948791447	0.0007275505275786	15.9404837581279	0.0003455953834958	0.0085235378457491	36.3247425665397	39.7824859434883	36.4242635195905	0.277482388037344	0.0083108779025344	1	24307005	24307235	231	-	519	529	637	647	635	750	"c(""AT1G65440.4"", ""AT1G65440.2"", ""AT1G65440.1"")"	AT1G65440:E004	AT1G65440	E004	3190.48175087813	0.0002210707880404	19.3192517298467	1.10585718339967e-05	0.00670592836917	60.0251385503456	62.6294383103181	0.147627593972897	1	24307005	24307235	231	-	2840	2700	3662	3746	"c(""AT1G65440.4"", ""AT1G65440.2"", ""AT1G65440.1"")"
AT1G67090	E002	164868.120738391	4.37467968932459e-05	23.9883302704071	6.18016779725721e-06	0.0003412423887512	239.120151261144	240.172457551699	240.069083074493	0.0337270606003308	0.0304142000401804	1	25048838	25048844	7	-	153579	159997	185021	170300	144032	179817	AT1G67090.1	AT1G67090:E002	AT1G67090	E002	138438.286642567	0.0001088791843847	21.386321496497	3.75440173104929e-06	0.0031339469045494	188.109999417078	190.154121956885	0.0780417184073627	1	25048838	25048844	7	-	122587	119430	150884	169121	AT1G67090.1
AT1G67700	E010	1812.95358313782	0.0002180247721888	164.266025191502	2.13838474511976e-36	5.20700079698161e-33	55.7828459154076	64.9651759341483	63.7242109869865	0.50231157469714	0.437674505238997	1	25375713	25375726	14	+	1456	1613	2030	2067	1667	2125	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"	AT1G67700:E010	AT1G67700	E010	1848.64996136948	0.0002592747696625	95.4853435381801	1.48990257570976e-22	2.92264876385886e-18	45.068602275379	51.3674498106183	0.425886315512669	1	25375713	25375726	14	+	1388	1330	2366	2532	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"
