groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT1G02080	E009	345.21760073363	0.0050209062654017	15.4354002819622	8.53739263456312e-05	0.0047272861333768	28.9990896151317	25.6760038460431	-0.372938286358862	1	375125	375238	114	+	364	540	440	411	580	520	175	164	244	450	321	184	"c(""AT1G02080.1"", ""AT1G02080.3"", ""AT1G02080.2"")"	AT1G02080:E009	AT1G02080	E009	37.1035328850615	0.0046130173312127	23.6177494769403	7.43825158710169e-06	0.0003980022403107	9.95525166530311	6.70268425782325	11.0774199933047	-1.14458516738473	0.309555123555457	1	375125	375238	114	+	34	43	18	15	48	76	"c(""AT1G02080.1"", ""AT1G02080.3"", ""AT1G02080.2"")"
AT1G02080	E054	1382.48468353135	0.0025641840091453	11.9474091711806	0.0005472342377272	0.0203333423824491	49.8567523622158	52.6541202031605	0.190850205931545	1	386428	386847	420	+	1237	1867	1576	1411	1867	1682	1250	984	1090	1950	1815	677	"c(""AT1G02080.1"", ""AT1G02080.3"", ""AT1G02080.2"")"	AT1G02080:E054	AT1G02080	E054	912.516729826751	0.0002779122807837	103.180268579095	3.93268677209318e-23	3.89224352877243e-20	47.0003932165602	47.7356829692581	41.0115429946304	0.0487681969736613	-0.42345390711157	1	386428	386847	420	+	927	939	891	939	795	1009	"c(""AT1G02080.1"", ""AT1G02080.3"", ""AT1G02080.2"")"
AT1G02100	E013	177.799215196368	0.0036124481026898	91.8924979610409	9.15152953073701e-22	5.36776427818572e-19	17.0715980967249	23.1348078158652	0.906298981265715	1	392073	392076	4	+	105	181	162	139	194	151	205	179	164	265	378	89	AT1G02100.2	AT1G02100:E013	AT1G02100	E013	24.7657433615392	0.0073553761614473	20.8120043170459	3.02503695049326e-05	0.0012467996196329	5.41607971217195	9.03550656003449	8.81046644237742	1.47975207209751	1.406744610398	1	392073	392076	4	+	18	11	27	33	31	30	AT1G02100.2
AT1G02205	E005	22.2567530581493	0.0365678819382613	12.1190455236476	0.0004990944319384	0.0189766923792047	5.64378018380049	7.91261580876966	0.978713452918112	1	418878	418986	109	+	18	16	15	3	5	20	32	18	29	39	43	20	AT1G02205.4	AT1G02205:E005	AT1G02205	E005	9.79791343496926	0.0140880497642447	11.3943226844951	0.0033554770018791	0.0459968103789008	2.91537929364779	3.57256125251683	5.64273581559092	0.58679812764104	1.90677894695854	1	418878	418986	109	+	0	3	8	6	19	28	AT1G02205.4
AT1G02475+AT1G02470	E001	22.6794318229671	0.0352703851205318	14.9469645565925	0.0001105758141047	0.0058205407378365	8.72900662816946	5.84835227207236	-1.16066312719576	1	511765	511990	226	-	40	49	21	18	50	25	16	6	14	26	20	10	AT1G02470.1	AT1G02475+AT1G02470:E001	AT1G02475+AT1G02470	E001	30.2155247794638	0.0493169071686867	12.2408986219236	0.0021974683945586	0.0341821979857695	10.3731157957069	5.25505057945634	8.18107335452385	-1.96679229220418	-0.687336970715831	1	511765	511990	226	-	41	70	15	5	20	32	AT1G02470.1
AT1G02475+AT1G02470	E003	23.4904638922491	0.0459410478437582	13.2720830014914	0.0002693877192532	0.0118962312203294	8.92411872734525	5.94550486448532	-1.17718768756191	1	512074	512121	48	-	48	43	20	23	53	23	14	5	13	23	33	9	"c(""AT1G02470.2"", ""AT1G02470.1"")"	AT1G02475+AT1G02470:E003	AT1G02475+AT1G02470	E003	33.2691690981675	0.0055300118736335	41.9582986964601	7.74232152849088e-10	1.33301748193005e-07	10.8981222695262	4.98396882740366	8.89220990104863	-2.26288190175226	-0.589237005822496	1	512074	512121	48	-	53	69	12	6	27	34	"c(""AT1G02470.2"", ""AT1G02470.1"")"
AT1G02475+AT1G02470	E004	28.3051615971925	0.0547331083049116	10.7540698521088	0.0010405024881749	0.0328180919220174	9.72307836289556	6.72035868185816	-1.07173157400721	1	512214	512262	49	-	58	59	24	27	54	27	19	7	14	34	47	7	"c(""AT1G02470.2"", ""AT1G02470.1"")"	AT1G02475+AT1G02470:E004	AT1G02475+AT1G02470	E004	39.9629048086391	0.0036554824442327	54.0992604620224	1.7885243330664499e-12	5.15733766613519e-10	11.9203397167506	5.38276802969079	9.85049594258749	-2.30058117312714	-0.552930969905478	1	512214	512262	49	-	69	77	13	8	30	45	"c(""AT1G02470.2"", ""AT1G02470.1"")"
AT1G02500	E003	426.365945903858	0.0017334069651913	69.8760121042886	6.31517868721019e-17	2.59288606539476e-14	32.9336658159456	27.8633429242264	-0.519206749745939	1	519033	519035	3	+	402	614	618	502	669	644	304	258	335	444	498	171	AT1G02500.2	AT1G02500:E003	AT1G02500	E003	92.499533409047	0.003464099506037	13.6416110837232	0.0010908418494879	0.0204709223166226	16.8047455300378	13.521772519374	14.4395003889067	-0.632945175662349	-0.441982853653534	1	519033	519035	3	+	98	123	83	68	77	112	AT1G02500.2
AT1G02500	E004	55312.0412093018	0.0001771586946367	13.2957321210534	0.0002660109514486	0.0117819607816392	153.736359342981	154.435376442766	0.0325152197382739	1	519036	520437	1402	+	46147	66784	62816	53874	73480	71077	58024	41057	48271	64929	76056	27860	"c(""AT1G02500.2"", ""AT1G02500.1"")"	AT1G02500:E004	AT1G02500	E004	12952.6355736988	0.0011245571273484	11.711243210407	0.0028637549227706	0.0411888502982849	128.63647798511	130.934111231712	128.260906480597	0.0818017656621794	-0.0134173520533114	1	519036	520437	1402	+	11661	12288	13414	13469	12222	15302	"c(""AT1G02500.2"", ""AT1G02500.1"")"
AT1G02850	E009	831.470425187329	0.0025555786941669	14.3515718200962	0.0001516530344756	0.0075382206894672	42.806236932424	39.7970742199186	-0.239634523059779	1	631859	631927	69	+	709	909	850	1005	1384	1146	497	495	651	1375	1161	410	"c(""AT1G02850.5"", ""AT1G02850.3"", ""AT1G02850.4"")"	AT1G02850:E009	AT1G02850	E009	241.844355589688	0.0008081797408691	25.2766241261683	3.24526981584631e-06	0.0001966568554075	22.244448635419	20.0329080333336	18.2653021437455	-0.307562172493311	-0.578018012130669	1	631859	631927	69	+	496	531	100	89	87	117	"c(""AT1G02850.5"", ""AT1G02850.3"", ""AT1G02850.4"")"
AT1G02850	E010	1052.07282746204	0.0022240830123725	25.287714574562	4.93844212942669e-07	5.51734848843541e-05	47.7440124807492	43.7114188826073	-0.297851474062529	1	631928	632008	81	+	872	1155	1140	1336	1815	1428	645	600	802	1710	1421	509	"c(""AT1G02850.5"", ""AT1G02850.4"", ""AT1G02850.3"", ""AT1G02850.2"")"	AT1G02850:E010	AT1G02850	E010	253.705696926923	0.0006665320894892	20.0655380398557	4.39363298925348e-05	0.0016841820648411	22.6876591433558	19.6642160302183	19.8721627881719	-0.420086334815914	-0.389257492900083	1	631928	632008	81	+	527	542	98	84	107	135	"c(""AT1G02850.5"", ""AT1G02850.4"", ""AT1G02850.3"", ""AT1G02850.2"")"
AT1G02960	E003	131.279161231592	0.0041219073621081	67.4794808574832	2.12891242557439e-16	8.16905480086293e-14	19.437092304368	14.4298811909644	-0.879973866945115	1	667282	667372	91	-	183	231	189	154	308	208	63	71	63	114	113	36	"c(""AT1G02960.4"", ""AT1G02960.5"", ""AT1G02960.3"")"	AT1G02960:E003	AT1G02960	E003	50.1179587106672	0.0214422459183796	13.8429174453048	0.0009863900210971	0.0190098175347266	12.7458394909565	11.5347620699057	8.16577147356804	-0.289783530171277	-1.29029264879135	1	667282	667372	91	-	68	68	44	56	18	44	"c(""AT1G02960.4"", ""AT1G02960.5"", ""AT1G02960.3"")"
AT1G03040	E010	1511.8837660468	0.0010044751384357	9.66758136505712	0.0018754805487201	0.0498082020500335	54.0081448980667	52.4257430750305	-0.105320044959639	1	706101	706630	530	-	1410	2115	1954	1572	2009	2005	1374	932	1269	1915	2077	628	"c(""AT1G03040.3"", ""AT1G03040.2"", ""AT1G03040.1"")"	AT1G03040:E010	AT1G03040	E010	516.256359470217	0.0003525538125727	17.5978406876846	0.0001508959028713	0.0044610400608757	34.1294263276328	32.8673191522109	35.7866058831439	-0.113595891175521	0.143476437362887	1	706101	706630	530	-	593	701	357	407	476	592	"c(""AT1G03040.3"", ""AT1G03040.2"", ""AT1G03040.1"")"
AT1G03080	E003	4818.0097323419	0.0014748826245795	14.0923111036624	0.0001740538220624	0.0084496622243432	80.0542267277573	83.3107146752745	0.173328000146505	1	731611	732741	1131	-	4287	6540	4865	4436	6954	6176	4619	3386	4518	5882	6432	2376	"c(""AT1G03080.1"", ""AT1G03080.2"", ""AT1G03080.3"")"	AT1G03080:E003	AT1G03080	E003	898.945312067001	0.0010671460830549	57.5201861847893	3.23333178032072e-13	1.0689924463187101e-10	45.5621371770211	47.4563578993862	41.8795121311973	0.127599458417931	-0.261616655701975	1	731611	732741	1131	-	880	958	856	888	782	1078	"c(""AT1G03080.1"", ""AT1G03080.2"", ""AT1G03080.3"")"
AT1G03130+AT1G03140	E001	40176.3996354083	0.0030283803856487	108.842544714346	1.7570335935000902e-25	1.34214484245445e-22	138.688088043087	148.24804368299	0.447404166174536	1	753307	754260	954	-	31936	46508	34798	28580	35628	40446	46310	33795	46551	55051	70776	22215	AT1G03130.1	AT1G03130+AT1G03140:E001	AT1G03130+AT1G03140	E001	16393.4573055784	0.0001401511084715	990.512405558369	8.183969546411e-216	4.18490010745575e-211	130.69281662303	138.251804109425	139.54044538709	0.26612213855776	0.311048110693109	1	753307	754260	954	-	8368	8487	17819	17578	21136	28208	AT1G03130.1
AT1G03130+AT1G03140	E003	3618.10014958737	0.0030033131452079	68.0075415834355	1.6287140200922001e-16	6.368737165423391e-14	76.0843472654814	72.1115047057887	-0.220319850479761	1	754263	754890	628	-	3307	5186	4256	3372	5113	4323	3746	2696	3120	4020	4792	1629	AT1G03140.1	AT1G03130+AT1G03140:E003	AT1G03130+AT1G03140	E003	783.47757110512	0.0002537512559397	442.640022374762	7.61974445495825e-97	9.740954315477711e-93	51.6202395527254	39.8468548699725	36.2717847992062	-0.808490980327447	-1.09536322689664	1	754263	754890	628	-	746	787	749	779	726	963	AT1G03140.1
AT1G03130+AT1G03140	E004	8573.05516453744	0.0026151508090114	107.363748140461	3.7052250830858403e-25	2.7659842083879698e-22	100.20767043658	95.4969108361171	-0.236082925790992	1	755381	756303	923	-	8293	12729	9696	8632	11283	9960	9336	5923	7808	8939	11725	3657	AT1G03140.1	AT1G03130+AT1G03140:E004	AT1G03130+AT1G03140	E004	1800.19130892999	0.0004004757414425	401.285082109465	7.27866254324681e-88	8.58915773930246e-84	71.1704407556816	57.1383946693389	56.6245930460373	-0.734938997120024	-0.764314643757839	1	755381	756303	923	-	1620	1579	1718	1639	1967	2466	AT1G03140.1
AT1G03160	E015	21.9122361084943	0.0249092506148831	27.7812780313601	1.35834249358726e-07	1.71999463690689e-05	5.46221137001231	8.79238037180218	1.37928986523928	1	766159	766168	10	+	10	25	14	16	24	19	10	18	25	37	39	22	"c(""AT1G03160.3"", ""AT1G03160.4"", ""AT1G03160.1"")"	AT1G03160:E015	AT1G03160	E015	6.53674790092915	0.0193715097326678	12.1409811181273	0.0023100397216804	0.0354906313013626	2.39972683421524	5.02721803141901	4.7913400749477	2.13491429705182	1.99611761259354	1	766159	766168	10	+	2	5	8	8	8	9	"c(""AT1G03160.3"", ""AT1G03160.4"", ""AT1G03160.1"")"
AT1G03160	E016	21.3297697464159	0.0330530867711385	20.2278480546672	6.87448772987708e-06	0.0005687712185658	5.50692342192238	8.56302669705661	1.27895945132419	1	766169	766194	26	+	13	28	14	14	26	15	10	16	27	38	30	21	"c(""AT1G03160.3"", ""AT1G03160.1"")"	AT1G03160:E016	AT1G03160	E016	8.28801606748023	0.0500328103795794	12.5378762478485	0.0018942389626703	0.0306244257439645	2.56139112596469	5.89425245770349	5.22613646875504	2.40640039331092	2.05884052401386	1	766169	766194	26	+	1	7	12	10	12	8	"c(""AT1G03160.3"", ""AT1G03160.1"")"
AT1G03960	E012	18.6093473644104	0.0207190243768716	24.1508141327631	8.90785017549736e-07	9.37470120193475e-05	5.02084770163037	7.80919290071915	1.27882098120976	1	1014914	1014950	37	+	7	15	14	5	22	9	14	31	21	34	42	11	AT1G03960.7	AT1G03960:E012	AT1G03960	E012	13.2387374046037	0.0105738799141095	30.5743569782125	2.29542304957599e-07	2.09977142721082e-05	2.85053426494466	5.06974311365127	7.77671440619096	1.66238214687367	2.89889902399133	1	1014914	1014950	37	+	4	2	9	12	29	28	AT1G03960.7
AT1G04053+AT1G01760	E001	1056.70834475155	0.0071338615920941	23.7024011607227	1.12442159458768e-06	0.0001154163414791	48.6318652020643	42.836549122124	-0.428253475329784	1	275473	275977	505	-	1224	1448	1374	989	1535	1589	1059	503	822	1080	1342	473	AT1G04053.1	AT1G04053+AT1G01760:E001	AT1G04053+AT1G01760	E001	225.544425461536	0.0046967014949705	16.0075480960036	0.0003341989619099	0.0083173468447049	21.3417597135676	22.3308284499114	24.7744310663842	0.133216471309386	0.439507746501603	1	275473	275977	505	-	181	144	164	199	318	396	AT1G04053.1
AT1G04140	E002	2494.41431507028	0.0011175463075226	9.65894129753957	0.0018843218302836	0.0499622122749672	63.5908011785746	65.6689529415458	0.123287163326287	1	1075545	1076010	466	-	2068	3099	2920	2281	3261	2733	2451	2032	2304	3133	3576	1240	"c(""AT1G04140.2"", ""AT1G04140.1"")"	AT1G04140:E002	AT1G04140	E002	808.340726343473	0.0008276384260617	11.2787848669942	0.0035550276659347	0.0478852237698963	43.5003569348819	43.6954089660031	41.1243926941187	0.0138827172185554	-0.173587673073628	1	1075545	1076010	466	-	720	841	796	762	833	943	"c(""AT1G04140.2"", ""AT1G04140.1"")"
AT1G04230	E002	237.632035307239	0.0028477351191118	10.5005166106856	0.0011934117332433	0.0362687630966004	23.7784252152751	22.4490320752095	-0.173387595754996	1	1125518	1125728	211	+	226	459	304	249	383	275	247	147	196	235	255	83	"c(""AT1G04230.2"", ""AT1G04230.1"")"	AT1G04230:E002	AT1G04230	E002	114.427631726376	0.0047549868790549	18.2691778619106	0.0001078694421648	0.0034317336467735	18.6476181274844	15.6572266635848	15.3981972085666	-0.510274076696356	-0.558875238719399	1	1125518	1125728	211	+	124	144	81	116	103	122	"c(""AT1G04230.2"", ""AT1G04230.1"")"
AT1G04230	E003	308.151221467868	0.0020257419019789	20.2841987856878	6.67495744843781e-06	0.0005550590438844	27.1079859661457	25.2694806397014	-0.214191071973749	1	1125995	1126124	130	+	296	592	381	339	514	376	323	192	223	305	356	98	"c(""AT1G04230.2"", ""AT1G04230.1"")"	AT1G04230:E003	AT1G04230	E003	155.534892868948	0.0034042687080186	35.5684798499873	1.88974295836723e-08	2.36844696300068e-06	22.0536873942985	17.3700231966667	18.3531930785154	-0.699539459680893	-0.538640359036386	1	1125995	1126124	130	+	172	205	102	141	146	175	"c(""AT1G04230.2"", ""AT1G04230.1"")"
AT1G04230	E004	291.851505518431	0.0034826210756958	10.3957891434239	0.0012630300973891	0.0377694754104899	26.2339602654159	24.8498963252793	-0.16487457921173	1	1126233	1126363	131	+	265	526	360	308	487	389	314	165	245	288	340	94	"c(""AT1G04230.2"", ""AT1G04230.1"")"	AT1G04230:E004	AT1G04230	E004	112.622591233036	0.0012333531378982	47.2144968543052	5.591164566447749e-11	1.26507107887977e-08	19.0582486817992	14.4284210752114	15.7531915192619	-0.81199538711272	-0.55621410836383	1	1126233	1126363	131	+	131	149	85	82	101	135	"c(""AT1G04230.2"", ""AT1G04230.1"")"
AT1G04230	E011	1162.1533948633	0.0069789225110942	14.5689386995651	0.0001351236274343	0.0068704716968408	45.0952028647431	50.2844676171973	0.372128120126662	1	1128169	1128788	620	+	926	1717	1273	904	1545	1371	1446	1095	889	1317	1485	547	AT1G04230.1	AT1G04230:E011	AT1G04230	E011	763.698215131673	0.001748864585345	231.280280419054	5.9996403944256e-51	3.17372701499053e-47	32.4862753012145	47.7550642035755	42.4301229453245	1.18192458192519	0.813328981008658	1	1128169	1128788	620	+	380	457	1012	975	830	987	AT1G04230.1
AT1G04270+AT1G04260	E001	1619.39092248653	0.006040822303313	9.79037347529595	0.0017542782883585	0.0475751384946763	56.8984757794464	52.4584577024056	-0.290555135393088	1	1140278	1141557	1280	-	1414	2252	1961	1664	2199	2153	1614	1167	1366	1589	2136	785	AT1G04260.1	AT1G04270+AT1G04260:E001	AT1G04270+AT1G04260	E001	381.965407077983	0.0016336243345938	11.549169141115	0.0031054875016528	0.04350688727658	32.0428532637324	29.1488588441049	28.5449674874278	-0.283343017482389	-0.345760717241058	1	1140278	1141557	1280	-	384	456	360	366	305	436	AT1G04260.1
AT1G04513+AT1G06790	E009	24.3078265112239	0.0393441633736484	33.5201878932187	7.052813866931631e-09	1.12784588801744e-06	4.99654777043364	9.15529341770323	1.75448090686118	1	2089010	2089212	203	+	13	18	13	9	7	10	30	20	33	60	43	24	AT1G06790.2	AT1G04513+AT1G06790:E009	AT1G04513+AT1G06790	E009	16.7652620085068	0.0132441692223195	16.9834110706011	0.0002051630487295	0.0056821163844376	3.84146754507515	7.34950631139324	7.20601849811936	1.87426088502402	1.81724956119803	1	2089010	2089212	203	+	4	7	18	27	18	30	AT1G06790.2
AT1G04790	E002	945.812193871501	0.0069908626395312	15.1584093476659	9.88570344645683e-05	0.0053196227012401	43.9428524700243	43.3645771442892	-0.04415903415528	1	1345468	1346241	774	+	897	1400	1113	957	1267	1292	869	700	701	1217	1207	395	AT1G04790.1	AT1G04790:E002	AT1G04790	E002	306.51758575734	0.0066019524451871	16.8815626411867	0.0002158814117778	0.0059032983699106	25.2233320312805	26.0809331347374	29.5364308615962	0.0990172677965511	0.469119165850755	1	1345468	1346241	774	+	260	310	235	301	370	393	AT1G04790.1
AT1G04790	E003	1012.2061320334	0.0075851295397629	9.80204822967539	0.001743176080362	0.0473590229991754	44.8117710654452	45.0923690670052	0.0209717714269431	1	1346359	1346839	481	+	1097	1473	1075	933	1411	1241	1041	844	819	1085	1313	409	AT1G04790.1	AT1G04790:E003	AT1G04790	E003	399.445989467545	0.0009965409515274	38.8624211643262	3.64026053553377e-09	5.42172628848634e-07	28.9817282149061	30.9301528843195	32.0567472126462	0.194477415685983	0.301797681881983	1	1346359	1346839	481	+	355	403	369	393	388	524	AT1G04790.1
AT1G05030	E012	16.7067829074911	0.0573761745340074	9.79996105177929	0.0017451556607532	0.0473971232804422	5.17290572765336	7.62768127794419	1.1243478940544	1	1440647	1440659	13	-	8	17	19	10	16	30	24	11	5	30	36	9	AT1G05030.2	AT1G05030:E012	AT1G05030	E012	7.25572154579567	0.0213878840687719	14.062241287693	0.0008839406427013	0.0174542152444643	2.42717012973043	4.06423070842482	5.72908899451102	1.48803177393121	2.4796262096151	1	1440647	1440659	13	-	3	2	4	9	12	16	AT1G05030.2
