groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_y
AT1G04270+AT1G04260	E001	633.505989725234	0.0011960192004208	58.7727393444554	1.76976352217183e-14	1.0490802840117399e-11	42.2464121604981	35.3372477657566	-0.555756269466462	1	1140278	1141557	1280	-	444	730	778	676	670	572	AT1G04260.1	AT1G04270+AT1G04260:E001	AT1G04270+AT1G04260	E001	1619.39092248653	0.006040822303313	9.79037347529595	0.0017542782883585	0.0475751384946763	56.8984757794464	52.4584577024056	-0.290555135393088	1	1140278	1141557	1280	-	1414	2252	1961	1664	2199	2153	1614	1167	1366	1589	2136	785	AT1G04260.1
AT1G04733+AT1G09800	E014	106.207402978166	0.009408480356001	23.9818855482336	9.72463397423572e-07	0.000182744559861	13.0797562713356	17.8758304963352	0.912710291856827	1	3180548	3180734	187	-	40	59	56	141	226	149	"c(""AT1G04733.1"", ""AT1G09800.1"", ""AT1G09800.2"")"	AT1G04733+AT1G09800:E014	AT1G04733+AT1G09800	E014	611.454313322453	0.0124480955084046	15.2893628576338	9.22344370604082e-05	0.0050274962055442	32.9719475871347	38.975885386487	0.533966724369435	1	3180548	3180734	187	-	570	998	732	486	576	492	627	546	556	758	798	353	"c(""AT1G04733.1"", ""AT1G09800.1"", ""AT1G09800.2"")"
AT1G04790	E003	503.24940245681	0.0006318821938165	13.376860176726	0.0002547478408924	0.0196943735262	35.4586976383277	33.596025259419	-0.16544356239274	1	1346359	1346839	481	+	411	593	638	475	480	442	AT1G04790.1	AT1G04790:E003	AT1G04790	E003	1012.2061320334	0.0075851295397629	9.80204822967539	0.001743176080362	0.0473590229991754	44.8117710654452	45.0923690670052	0.0209717714269431	1	1346359	1346839	481	+	1097	1473	1075	933	1411	1241	1041	844	819	1085	1313	409	AT1G04790.1
AT1G05170+AT1G05160	E014	471.47930740734	0.0006748116979535	11.7705595829889	0.0006017488577079	0.0368661221563858	32.4414606897843	34.7579947092201	0.210814415886434	1	1491111	1491608	498	-	306	450	460	549	612	518	"c(""AT1G05170.1"", ""AT1G05170.2"")"	AT1G05170+AT1G05160:E014	AT1G05170+AT1G05160	E014	189.162568362376	0.0034105541590675	20.3515400466611	6.44412033999981e-06	0.0005385907235006	19.4947989610838	22.1520414453894	0.382026326934356	1	1491111	1491608	498	-	146	231	237	201	237	256	177	125	154	287	258	87	"c(""AT1G05170.1"", ""AT1G05170.2"")"
AT1G06700	E008	731.75205331537	0.0008840924657361	13.6932755530219	0.0002152237457655	0.0173729241258615	42.7457724922126	39.845003975354	-0.220821451671211	1	2053995	2054248	254	-	500	766	710	839	917	747	"c(""AT1G06700.1"", ""AT1G06700.2"", ""AT1G06700.3"")"	AT1G06700:E008	AT1G06700	E008	4209.36561010941	0.0004070014983795	19.1315895370497	1.22008688758387e-05	0.0009272434508175	79.0303053976345	76.9881523391743	-0.110730632706412	1	2053995	2054248	254	-	3249	5115	4512	4234	5763	4951	4405	3488	3792	5392	5786	1960	"c(""AT1G06700.1"", ""AT1G06700.2"", ""AT1G06700.3"")"
AT1G06960	E010	152.711289584488	0.0016912392003784	12.2191064984856	0.0004730257923631	0.0310755883190041	18.3507465037313	20.8126137739293	0.370605930984938	1	2137147	2137263	117	+	101	125	187	182	177	166	"c(""AT1G06960.6"", ""AT1G06960.5"", ""AT1G06960.2"")"	AT1G06960:E010	AT1G06960	E010	280.496981075668	0.0033856241307676	73.0125804376721	1.28826055927346e-17	5.50972937944269e-15	21.9348188982419	27.5517389658375	0.691209282282747	1	2137147	2137263	117	+	166	262	251	202	272	312	333	341	309	362	428	151	"c(""AT1G06960.6"", ""AT1G06960.5"", ""AT1G06960.2"")"
AT1G07700	E004	276.273550308452	0.0052304497552364	25.0565852112298	5.56722995023498e-07	0.0001117303025175	28.6688897173742	22.8314239890176	-0.679832593943701	1	2379730	2379798	69	+	252	324	424	254	197	205	"c(""AT1G07700.3"", ""AT1G07700.4"", ""AT1G07700.1"")"	AT1G07700:E004	AT1G07700	E004	119.282436624259	0.0054350567998926	36.5262367583487	1.50625096163609e-09	2.72139282652825e-07	18.5565440233432	14.8863364598933	-0.650695836874027	1	2379730	2379798	69	+	143	183	156	126	151	140	129	78	127	129	137	27	"c(""AT1G07700.3"", ""AT1G07700.4"", ""AT1G07700.1"")"
AT1G07820	E002	469.579109700117	0.0006089703786395	26.6129303175859	2.48574562604794e-07	5.49908538857552e-05	35.2015025471023	31.7750640276363	-0.312884135513613	1	2421784	2421902	119	-	370	571	596	436	480	392	AT1G07820.1	AT1G07820:E002	AT1G07820	E002	262.564793729015	0.0033473051182367	31.1254019724723	2.41885181246422e-08	3.51862595982838e-06	25.6284336467194	22.4354691462581	-0.402363008871666	1	2421784	2421902	119	-	361	396	458	309	427	354	205	160	163	287	249	54	AT1G07820.1
AT1G07920	E001	1711.98092337922	0.000457753804194	12.7021931270883	0.0003652269826081	0.0258521432179915	60.983913583857	59.2081880155156	-0.101042403751158	1	2454771	2454937	167	+	1173	1554	1885	1982	2055	1835	AT1G07920.1	AT1G07920:E001	AT1G07920	E001	1467.06003145489	0.0015460061383951	12.8531085699537	0.0003369190821004	0.0140367566442219	53.0783663819888	51.9087154920374	-0.0785412672296797	1	2454771	2454937	167	+	1268	1820	1844	1570	1836	1942	1409	976	1300	1886	1881	691	AT1G07920.1
AT1G08520+AT1G08530	E018	288.411633074432	0.0009860058541215	27.7248653124148	1.39853491007978e-07	3.25822556516765e-05	28.5272402774873	24.488552513302	-0.456770655452456	1	2701085	2701593	509	+	225	361	386	255	256	261	"c(""AT1G08530.3"", ""AT1G08530.2"", ""AT1G08530.1"")"	AT1G08520+AT1G08530:E018	AT1G08520+AT1G08530	E018	291.040964314854	0.0092255668233014	10.7285179981775	0.0010549690531464	0.0331470590274248	27.2756738905595	23.7922923995591	-0.415583614479369	1	2701085	2701593	509	+	278	324	302	370	420	457	278	166	253	357	363	119	"c(""AT1G08530.3"", ""AT1G08530.2"", ""AT1G08530.1"")"
AT1G08830	E001	348.371618883175	0.000636829764384	13.2099749717828	0.0002784630909791	0.0210499450310333	30.1431360838558	27.5958334839133	-0.265943442564437	1	2827060	2827117	58	+	305	406	478	316	312	278	AT1G08830.1	AT1G08830:E001	AT1G08830	E001	130.099195472249	0.0052246484900581	11.247045338397	0.0007974986400185	0.0270665006504482	18.2750501734033	16.163914307923	-0.362972234539069	1	2827060	2827117	58	+	148	148	157	202	249	219	89	62	70	166	163	34	AT1G08830.1
AT1G08900	E005	69.3970921348694	0.0065944053226231	171.287802923795	3.8717164565046e-39	1.06147254922706e-35	5.76861423563415	17.3123748920758	3.19141994614647	1	2852604	2852715	112	+	12	16	7	134	167	112	AT1G08900.5	AT1G08900:E005	AT1G08900	E005	236.806154501823	0.0062789331123047	565.5766367389	5.146637763522109e-125	1.4087376886312701e-120	8.36173577185403	25.8701179393352	3.33107294272589	1	2852604	2852715	112	+	11	36	30	15	22	26	339	349	404	507	627	247	AT1G08900.5
AT1G09010	E011	272.327286585491	0.0009307607116344	14.6449375534262	0.0001297827664409	0.0117347162141823	26.8573600595685	24.106937368194	-0.322418984541075	1	2899139	2899446	308	-	247	336	398	233	231	189	AT1G09010.1	AT1G09010:E011	AT1G09010	E011	837.925685823612	0.0012199539521175	12.0223346345967	0.0005256681631385	0.019687921041862	41.7094026223405	40.0054357383389	-0.136785778890378	1	2899139	2899446	308	-	899	1390	1213	1094	1355	1303	608	493	595	731	852	277	AT1G09010.1
AT1G09060	E016	93.2592415350536	0.002071917118327	18.8713925016709	1.39834045518663e-05	0.0018898522014507	16.6558719196571	13.5265225132324	-0.607708666938549	1	2925688	2925711	24	-	87	131	117	67	83	71	"c(""AT1G09060.2"", ""AT1G09060.4"")"	AT1G09060:E016	AT1G09060	E016	163.098600539824	0.0068978584311695	10.6630622107166	0.0010929629540645	0.0340735557843462	20.5292771938288	18.032794928336	-0.385723655039015	1	2925688	2925711	24	-	169	218	229	149	240	267	155	96	124	172	193	68	"c(""AT1G09060.2"", ""AT1G09060.4"")"
AT1G09420	E006	20.7889243859118	0.0191731735364012	21.4387829279058	3.65306823065824e-06	0.0005998455245486	3.30042268404253	7.53398299161387	2.38504181392556	1	3039514	3039549	36	-	4	2	1	36	40	49	AT1G09420.2	AT1G09420:E006	AT1G09420	E006	148.262306489454	0.005397922462946	42.3785467645115	7.521051096390849e-11	1.614636945964e-08	15.7061248977028	20.2378218484888	0.751102170996714	1	3039514	3039549	36	-	71	113	84	94	156	124	181	176	154	291	326	69	AT1G09420.2
AT1G09910	E015	9.39473382321268	0.100513833869959	11.0165529378541	0.0009030184090019	0.0493031352539364	3.23752100544232	6.92709801735253	2.19759952174851	1	3223832	3224206	375	-	2	12	3	21	12	10	AT1G09910.2	AT1G09910:E015	AT1G09910	E015	63.2888303176027	0.0090044757796838	185.173067811834	3.5976249359433e-42	9.37849426158477e-39	8.03591825498449	16.6037237173428	2.11947671304296	1	3223832	3224206	375	-	30	47	56	37	62	36	92	63	69	87	115	51	AT1G09910.2
AT1G10585+AT1G10580	E006	56.9938591732603	0.002937507057087	25.9224909359362	3.55404093294176e-07	7.55750560158655e-05	10.0070978778663	13.7286310445658	0.919095059853739	1	3494296	3494613	318	-	27	47	38	87	86	71	"c(""AT1G10585.1"", ""AT1G10585.2"")"	AT1G10585+AT1G10580:E006	AT1G10585+AT1G10580	E006	111.452687339218	0.0374769971344265	19.7978350192494	8.6080122430299e-06	0.0006892789208665	13.1343223038117	18.5164522619936	1.01150475469842	1	3494296	3494613	318	-	53	93	64	69	150	106	194	136	158	86	167	56	"c(""AT1G10585.1"", ""AT1G10585.2"")"
AT1G10590	E005	22.8708926346405	0.0209355674647127	59.6369697129785	1.1407203751260201e-14	6.89507083437394e-12	10.456702348697	3.5643868692035	-3.11281374358364	1	3503370	3503373	4	-	23	40	56	10	5	2	AT1G10590.2	AT1G10590:E005	AT1G10590	E005	51.2661289332646	0.0094641693267856	179.648253903183	5.78390519987846e-41	1.37667002722672e-37	14.5909803579893	6.3584132955711	-2.41755064933472	1	3503370	3503373	4	-	79	100	116	61	138	100	26	8	17	20	26	8	AT1G10590.2
AT1G10840	E012	38.2617148364337	0.0159250212454767	71.6508025903451	2.5685758145730402e-17	2.1088419508631e-14	4.39094408765544	12.4879225272521	3.02633662978218	1	3610174	3610289	116	-	6	5	8	94	61	72	AT1G10840.2	AT1G10840:E012	AT1G10840	E012	84.8503616580094	0.0116292072918069	372.299132142682	5.91025075575255e-83	5.70971942422795e-79	5.10681005226382	18.5118515319529	3.75419335947661	1	3610174	3610289	116	-	8	10	6	14	19	16	181	113	110	156	256	76	AT1G10840.2
AT1G10900	E010	34.5511185959255	0.0102318341185329	50.318643165881	1.3070193827010998e-12	6.60087782322697e-10	5.91446548539486	11.89625124962	2.02454102950293	1	3636515	3636997	483	-	12	17	11	49	64	64	AT1G10900.2	AT1G10900:E010	AT1G10900	E010	46.473973256052	0.0319199070365385	36.0171546960335	1.9558799821766e-09	3.44654593597454e-07	7.45897151496914	12.6117959574161	1.52797174320931	1	3636515	3636997	483	-	33	43	20	21	20	23	39	38	54	145	96	34	AT1G10900.2
AT1G10900	E011	29.4203438467247	0.0076307787364844	12.2908737732411	0.0004551785833369	0.0302003318494924	7.22465742502581	9.92289568489466	0.919210998056083	1	3636998	3637022	25	-	13	26	21	43	36	44	"c(""AT1G10900.3"", ""AT1G10900.2"")"	AT1G10900:E011	AT1G10900	E011	37.265665816089	0.0078114508247483	51.4089826751019	7.499460830635559e-13	1.9833356701077902e-10	7.18648273794491	11.0951525416714	1.26179789898646	1	3636998	3637022	25	-	21	35	26	16	31	21	42	40	46	93	64	21	"c(""AT1G10900.3"", ""AT1G10900.2"")"
AT1G10960+AT1G10950	E002	1174.03688568775	0.0002260565202145	56.333779930241	6.11556899538111e-14	3.46466165262311e-11	51.7484175207748	50.3961118214887	-0.0867195291394687	1	3660325	3660517	193	+	792	1085	1270	1456	1356	1239	AT1G10950.1	AT1G10960+AT1G10950:E002	AT1G10960+AT1G10950	E002	2756.48892741106	0.0019236082241141	11.881033166541	0.0005670847531376	0.0209335723032831	67.7602819834636	66.4885560775223	-0.0739590122046998	1	3660325	3660517	193	+	2151	3262	2995	2585	3717	3517	2469	2151	2664	3793	3877	1345	AT1G10950.1
AT1G10960+AT1G10950	E003	731.440506764291	0.0004278464284999	16.485437586845	4.90251767135735e-05	0.0053878563928668	41.2583557342978	41.3088611744605	0.0038442097265303	1	3660622	3660726	105	+	448	679	777	946	883	778	AT1G10950.1	AT1G10960+AT1G10950:E003	AT1G10960+AT1G10950	E003	2205.22165959808	0.001848108403521	9.97123315903093	0.0015900496125166	0.044388412028358	62.1939165427172	61.226836460342	-0.0588460551134347	1	3660622	3660726	105	+	1703	2722	2312	2002	3062	2742	2008	1843	2048	3241	2918	1052	AT1G10950.1
AT1G10960+AT1G10950	E005	948.969368893361	0.0002272975836442	11.6840912674101	0.0006303676660555	0.0381214901746407	45.8341478709451	46.8971515327308	0.0735502603338443	1	3661162	3661259	98	+	599	840	957	1228	1177	1042	AT1G10950.1	AT1G10960+AT1G10950:E005	AT1G10960+AT1G10950	E005	2514.99411942904	0.0015484521239905	12.5415002022932	0.000398012626069	0.0159663921848021	65.4115347326431	64.3449028706275	-0.0631458505796694	1	3661162	3661259	98	+	1938	3138	2550	2412	3475	3083	2285	1975	2259	3690	3576	1225	AT1G10950.1
AT1G10960+AT1G10950	E007	873.490936099678	0.0014175839870059	15.452794928845	8.45917533947e-05	0.0084278857227049	45.2269810084825	44.3371252296374	-0.0633250863835553	1	3661721	3661855	135	+	537	885	913	1044	1067	932	AT1G10950.1	AT1G10960+AT1G10950:E007	AT1G10960+AT1G10950	E007	2722.96493559767	0.0011112356367669	9.66666634733116	0.0018764148816665	0.0498249585846178	67.0118210430545	66.6515932718987	-0.0209962879159971	1	3661721	3661855	135	+	2078	3265	2842	2544	3673	3293	2653	2045	2630	3993	3946	1279	AT1G10950.1
AT1G10960+AT1G10950	E011	1293.44802235325	0.0014014330672674	18.515429584996	1.68534396178473e-05	0.0022248569084506	53.9198457983697	52.7444694133624	-0.0729328915282714	1	3663197	3663470	274	+	793	1258	1427	1559	1585	1351	AT1G10950.1	AT1G10960+AT1G10950:E011	AT1G10960+AT1G10950	E011	4943.99395249149	0.0004561838176997	16.7106866837194	4.35350712081382e-05	0.0027011151547619	82.2794757687421	82.2841335868685	0.0002471940514663	1	3663197	3663470	274	+	3965	5931	5183	4625	6154	5840	5008	4023	4515	7028	6953	2440	AT1G10950.1
AT1G10960+AT1G10950	E014	49304.0341071515	0.0009824028773535	41.1090406171773	1.43968867418122e-10	5.69678871512997e-08	169.958558392662	177.825434551805	0.293901458178125	1	3664265	3665040	776	+	29427	39643	44496	67984	64783	58237	AT1G10960.1	AT1G10960+AT1G10950:E014	AT1G10960+AT1G10950	E014	9505.57457269342	0.0095639512732299	26.9418468299639	2.09669736089549e-07	2.54316692004865e-05	93.8870818226686	105.540793121664	0.581290925089048	1	3664265	3665040	776	+	6578	10687	8381	7081	6804	8217	12320	8287	10623	16325	16239	5070	AT1G10960.1
AT1G11440+AT1G11430	E006	1161.42255036397	0.0005028373436176	148.306712616552	4.06523485210878e-34	8.549801463620011e-31	55.1151303313081	46.538407400299	-0.553164107287872	1	3849225	3850735	1511	+	894	1363	1528	1174	1080	1008	AT1G11440.1	AT1G11440+AT1G11430:E006	AT1G11440+AT1G11430	E006	669.513784942349	0.0046791868880219	21.7801127208141	3.05753015540817e-06	0.000278196283924	39.7316618977569	35.1593200274301	-0.393346784039961	1	3849225	3850735	1511	+	674	977	868	768	930	1024	670	397	584	741	678	232	AT1G11440.1
AT1G11930	E008	8.67325070198802	0.0565951802238883	14.2740178112076	0.0001580312560237	0.0136313784410623	2.72985600485862	6.28293977938398	2.407686095816	1	4030221	4030226	6	+	3	2	4	23	17	7	AT1G11930.1	AT1G11930:E008	AT1G11930	E008	16.6684997376876	0.0358465071099602	23.7788994181325	1.08060612822779e-06	0.000111476197017	4.46641207394654	7.58631827910776	1.53312507805192	1	4030221	4030226	6	+	15	5	7	7	15	9	23	17	20	42	27	11	AT1G11930.1
AT1G12240	E001	3105.65808076673	0.0012244808476246	12.0616476651321	0.0005146978106651	0.0329393726016766	74.676538926094	78.4593763582311	0.184479368849578	1	4153641	4154101	461	+	2100	3307	3429	3753	3481	2964	AT1G12240.1	AT1G12240:E001	AT1G12240	E001	3777.36590562377	0.0009473365046731	11.5301336516903	0.0006847709089001	0.024188084708258	75.8543877848673	73.7614284707613	-0.115559921656248	1	4153641	4154101	461	+	4106	5954	4528	4537	6311	5234	3760	2405	2795	2653	4360	1444	AT1G12240.1
AT1G12280+AT1G12290	E009	148.425110344922	0.0027030959014402	22.096320945129	2.59306237952688e-06	0.0004389337013547	20.7270807920644	17.19173228252	-0.549849763925835	1	4178359	4181121	2763	-	130	213	201	128	112	106	"c(""AT1G12290.4"", ""AT1G12290.2"", ""AT1G12290.1"", ""AT1G12290.3"")"	AT1G12280+AT1G12290:E009	AT1G12280+AT1G12290	E009	610.658709055478	0.0064010741082188	17.078871103103	3.58590408391706e-05	0.0022915182860306	37.5731755514919	34.2122117966863	-0.299030938380662	1	4178359	4181121	2763	-	622	1085	632	603	1035	819	394	371	487	779	724	279	"c(""AT1G12290.4"", ""AT1G12290.2"", ""AT1G12290.1"", ""AT1G12290.3"")"
AT1G12400+AT1G12390	E011	352.027253883041	0.0029677668709764	12.5042219380256	0.0004060334068774	0.0278321581533821	30.6948115412427	27.5730349001005	-0.323304568887412	1	4222423	4222865	443	+	279	462	429	315	315	324	"c(""AT1G12400.1"", ""AT1G12400.2"", ""AT1G12400.3"")"	AT1G12400+AT1G12390:E011	AT1G12400+AT1G12390	E011	310.119248326138	0.0046201552657067	17.7227474600431	2.55552320877121e-05	0.0017312790907847	27.5058900686582	24.5987550113015	-0.34047629132789	1	4222423	4222865	443	+	328	522	426	355	544	440	247	156	189	265	404	130	"c(""AT1G12400.1"", ""AT1G12400.2"", ""AT1G12400.3"")"
AT1G12750	E014	38.136909592627	0.0042665608515437	45.3507991973115	1.64720776393424e-11	7.33031327527024e-09	7.38850386375447	12.3398489824147	1.48742735436676	1	4347791	4348240	450	-	16	28	27	65	58	46	"c(""AT1G12750.4"", ""AT1G12750.5"", ""AT1G12750.2"")"	AT1G12750:E014	AT1G12750	E014	57.1364859254648	0.0058106579799632	198.108608115798	5.40238489068618e-45	1.61317177339486e-41	7.38463665369136	14.9720701227144	2.0598763763207	1	4347791	4348240	450	-	27	38	36	20	34	27	87	66	62	116	104	48	"c(""AT1G12750.4"", ""AT1G12750.5"", ""AT1G12750.2"")"
AT1G13450	E003	81.7709552596633	0.0054952264425808	21.2584040985767	4.01346820772908e-06	0.0006513612832268	12.242855911455	16.2302761961831	0.822186416775964	1	4613517	4613707	191	-	27	65	72	139	116	99	AT1G13450.3	AT1G13450:E003	AT1G13450	E003	325.565051759133	0.0055200285847086	27.9050333053274	1.274178826685e-07	1.62469671633643e-05	24.17625881392	28.7302328349292	0.526840091761636	1	4613517	4613707	191	-	220	322	296	200	301	307	304	288	372	513	648	208	AT1G13450.3
AT1G13460	E002	33.3917716559414	0.0070988880124173	21.7589855780089	3.09138577757586e-06	0.0005136585047956	10.5649416754538	7.19956126847228	-1.11119064696458	1	4615979	4616059	81	+	32	56	51	21	25	14	AT1G13460.2	AT1G13460:E002	AT1G13460	E002	72.2338326681142	0.018359106239696	67.2145206113672	2.43513940243905e-16	9.27906761812925e-14	15.7507237968804	9.21465062175753	-1.56657013180679	1	4615979	4616059	81	+	87	211	126	84	157	128	53	8	25	45	53	15	AT1G13460.2
