groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Wang_Col.0_1.bam	countData.Wang_Col.0_2.bam	countData.Wang_fio1_1.bam	countData.Wang_fio1_2.bam	transcripts_y
AT1G20620	E005	66.6260659354467	0.0090590504816103	18.9888725070852	1.31483002775614e-05	0.0018007658711989	10.8870120372488	15.1025016423744	0.952749157105614	1	7143805	7144105	301	+	69	76	71	69	65	46	"c(""AT1G20620.4"", ""AT1G20620.6"", ""AT1G20620.7"")"	AT1G20620:E005	AT1G20620	E005	17.3827088981006	0.0351840540477269	14.3502929210667	0.0001517560827927	0.0310903835884523	6.35410038498512	3.06192051857607	-2.10903723122462	1	7143805	7144105	301	+	32	20	6	8	"c(""AT1G20620.4"", ""AT1G20620.6"", ""AT1G20620.7"")"
AT1G22970+AT1G22980	E015	5.25805303153481	0.0310118058139911	22.2072895317197	2.44742822314236e-06	0.0004169274614583	1.01717151482262	4.73087940021233	4.43672840189284	1	8133604	8133813	210	-	0	1	0	11	10	12	"c(""AT1G22980.1"", ""AT1G22980.2"")"	AT1G22970+AT1G22980:E015	AT1G22970+AT1G22980	E015	5.65741134226099	0.111164709951033	15.368685087191	8.84419421562222e-05	0.0232095023821373	0.0109717957416819	3.82061798750254	16.8889190571466	1	8133604	8133813	210	-	0	0	14	11	"c(""AT1G22980.1"", ""AT1G22980.2"")"
AT1G23080	E013	351.848405305571	0.0027682649730564	173.163301519784	1.50766962756988e-39	4.2085912349237e-36	22.1736868806008	35.6338700119397	1.4279476809826	1	8182206	8182217	12	-	187	212	218	544	529	496	AT1G23080.1	AT1G23080:E013	AT1G23080	E013	287.934652393916	0.0018110251766561	105.707287933506	8.5472444309938e-25	1.91618230828613e-20	15.4668937948665	23.4862145653233	1.23070120428047	1	8182206	8182217	12	-	127	155	441	495	AT1G23080.1
AT1G47720	E001	222.461197772226	0.0029112159792485	14.0417384783891	0.0001787975765833	0.0150497762789695	22.3437888112401	24.4691684218015	0.269771815431613	1	17561286	17561776	491	-	153	174	233	277	287	241	AT1G47720.1	AT1G47720:E001	AT1G47720	E001	146.224598639952	0.0092809564995847	19.5260644868769	9.923635828582e-06	0.0061798654532349	12.9351210187877	16.0814017893807	0.635649449274481	1	17561286	17561776	491	-	98	131	173	197	AT1G47720.1
AT1G48920	E014	7665.8490121335	0.0002355369486676	13.7889234664118	0.0002045385853931	0.0166947416349874	105.820407430969	103.600782297519	-0.0932601331151286	1	18100987	18101291	305	+	4364	5934	6571	10738	10355	9491	AT1G48920.1	AT1G48920:E014	AT1G48920	E014	23009.2252736821	0.0001904043905325	17.8534320753597	2.38588568048473e-05	0.0110448208178215	121.72080367922	124.100150877551	0.0971040241880239	1	18100987	18101291	305	+	20179	19129	26439	27808	AT1G48920.1
AT1G54030	E005	62.7489385157617	0.0032476902156305	37.6092532037151	8.64334815371956e-10	3.02280920738169e-07	10.3267512868061	14.8930750859562	1.0653305581464	1	20169030	20169099	70	+	32	50	53	87	79	88	AT1G54030.2	AT1G54030:E005	AT1G54030	E005	28.6863216708035	0.0126294207224785	25.3750214857995	4.71990257326079e-07	0.0007406990307243	4.26101770208524	8.21343552739191	1.89760681959577	1	20169030	20169099	70	+	12	12	50	48	AT1G54030.2
AT1G54440	E018	92.103068491397	0.0019944780802608	61.1299407982241	5.3429379900425405e-15	3.36189044922635e-12	12.4874996159004	18.1790090985454	1.09693445381578	1	20326957	20327359	403	+	45	76	81	134	139	101	AT1G54440.4	AT1G54440:E018	AT1G54440	E018	43.7983585220676	0.0132566919861798	15.2734228264155	9.30160770753657e-05	0.0234548337581463	6.17320003143394	9.60174512715	1.2789772928794	1	20326957	20327359	403	+	23	28	56	77	AT1G54440.4
AT1G67700	E010	1924.71055864661	0.0004046909060893	202.291252396073	6.604549706850281e-46	2.4142774202207697e-42	57.8696839822326	68.4073541903608	0.580672750265057	1	25375713	25375726	14	+	1192	1734	1904	2582	2315	2132	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"	AT1G67700:E010	AT1G67700	E010	1848.64996136948	0.0002592747696625	95.4853435381801	1.48990257570976e-22	2.92264876385886e-18	45.068602275379	51.3674498106183	0.425886315512669	1	25375713	25375726	14	+	1388	1330	2366	2532	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"
AT1G70790+AT1G70800	E007	86.9054683205732	0.0054581906584152	37.8159745593111	7.7742556506315e-10	2.72507184940971e-07	11.2924561543444	16.6497396035952	1.13174092751934	1	26700852	26701418	567	+	28	47	44	164	156	114	AT1G70790.4	AT1G70790+AT1G70800:E007	AT1G70790+AT1G70800	E007	26.8330875047767	0.0146836231987729	15.2347489931216	9.49403171925626e-05	0.0236869299162894	4.37115003621651	7.43327840584297	1.53492717260833	1	26700852	26701418	567	+	12	10	50	42	AT1G70790.4
AT1G77060+AT1G77030	E001	642.759195696136	0.000464362577315	77.2308130613785	1.52101963458654e-18	1.33441225427469e-15	35.9271410441715	40.1832648874398	0.347518835373657	1	28947743	28948266	524	-	328	449	487	949	947	842	AT1G77030.1	AT1G77060+AT1G77030:E001	AT1G77060+AT1G77030	E001	1531.72989829901	0.000539471963987	17.5993622107044	2.72679781989115e-05	0.0121775358049351	43.3691948985134	45.9220301032869	0.183269666125197	1	28947743	28948266	524	-	1431	1328	1652	1788	AT1G77030.1
AT1G77890+AT1G77910	E010	28.0841579624488	0.0058199263268992	13.5618470894632	0.0002308298302261	0.0182676823889801	9.49651878224017	6.80315496049064	-0.965755360179333	1	29293273	29293278	6	+	29	39	45	20	15	18	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"	AT1G77890+AT1G77910:E010	AT1G77890+AT1G77910	E010	21.7441622965081	0.0163723097050436	15.440637263382	8.51376760960375e-05	0.0227527753438775	6.91347645231971	4.0948601270124	-1.51373165905852	1	29293273	29293278	6	+	27	30	12	15	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"
AT1G80040+AT1G80030	E003	770.643647734601	0.000797453301095	19.202375693051	1.17566987492934e-05	0.0016379364419047	40.6556960460872	43.9941594632471	0.24898815864022	1	30105024	30105250	227	-	496	747	836	936	881	836	"c(""AT1G80030.1"", ""AT1G80030.2"", ""AT1G80030.3"")"	AT1G80040+AT1G80030:E003	AT1G80040+AT1G80030	E003	691.053452536886	0.0008102607929439	14.9157611138904	0.0001124198257725	0.0259825562272723	29.345336929604	32.4198840383158	0.302863966365308	1	30105024	30105250	227	-	603	609	764	827	"c(""AT1G80030.1"", ""AT1G80030.2"", ""AT1G80030.3"")"
AT1G80040+AT1G80030	E004	204.840944160097	0.0039569508787137	11.8995972710957	0.0005614608206567	0.0350981595258297	24.1957204925197	20.618965879354	-0.473792245509822	1	30105251	30105340	90	-	166	267	263	160	184	193	AT1G80030.3	AT1G80040+AT1G80030:E004	AT1G80040+AT1G80030	E004	114.651316260333	0.0056173590182623	12.7522512946441	0.0003555809141588	0.0494787320210714	11.2193548251971	14.4521756422563	0.737370105315138	1	30105251	30105340	90	-	88	82	158	143	AT1G80030.3
AT2G06025	E015	122.013568571125	0.0124987746404271	19.4896777380566	1.011447812853e-05	0.0014512858196945	14.9033751461145	20.4303453435442	0.925081369742976	2	2351549	2351671	123	+	49	114	137	141	167	156	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"	AT2G06025:E015	AT2G06025	E015	87.664265253115	0.0059184685518151	17.1220227759684	3.50534795368873e-05	0.0137716341747368	9.15246207148883	12.530337266282	0.912370181396388	2	2351549	2351671	123	+	40	52	135	142	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"
AT2G20410	E001	35.4920853479966	0.0048291813870076	22.3740673673201	2.24383406877851e-06	0.0003844819693968	7.87787447501393	11.1345628874806	1.00307897477246	2	8802091	8802422	332	+	16	28	32	49	52	45	"c(""AT2G20410.1"", ""AT2G20410.2"")"	AT2G20410:E001	AT2G20410	E001	255.470458515494	0.0028153288670545	17.0137220227858	3.71106499628207e-05	0.0140092404586035	17.4139683466953	20.0672976333881	0.417305686110788	2	8802091	8802422	332	+	198	136	362	366	"c(""AT2G20410.1"", ""AT2G20410.2"")"
AT2G22570	E004	14.1776234692871	0.0160197140767923	24.3578834547247	7.99986860233042e-07	0.0001539122589618	4.0018990255019	7.8104572699701	1.93289469357915	2	9589983	9590080	98	-	4	10	6	22	27	21	AT2G22570.2	AT2G22570:E004	AT2G22570	E004	6.86367864253401	0.0606771152320921	15.1365725832469	0.000100007025893	0.0244839353828703	1.22729797893189	4.41066446491357	3.69248890454929	2	9589983	9590080	98	-	0	2	14	14	AT2G22570.2
AT2G30480	E013	20.1621802321867	0.0238613731768692	19.9147967173249	8.09712062505519e-06	0.0011999526347149	9.20957813872656	5.24517372485712	-1.62868296819147	2	12988670	12988673	4	-	20	33	23	11	24	9	"c(""AT2G30480.8"", ""AT2G30480.13"", ""AT2G30480.2"", ""AT2G30480.7"", ""AT2G30480.6"")"	AT2G30480:E013	AT2G30480	E013	8.0985709102783	0.216025530691606	12.9053360834135	0.0003276466965659	0.0474513056075166	5.38558148779987	1.00422953051449	-4.84831592036883	2	12988670	12988673	4	-	22	6	2	0	"c(""AT2G30480.8"", ""AT2G30480.13"", ""AT2G30480.2"", ""AT2G30480.7"", ""AT2G30480.6"")"
AT2G32690	E007	13630.3860636868	0.0074433716213842	11.7484695465577	0.0006089328902174	0.037202269615139	129.08363372038	123.043255640493	-0.23917616277663	2	13864203	13864596	394	-	10133	12099	15949	16415	14158	14282	"c(""AT2G32690.3"", ""AT2G32690.2"", ""AT2G32690.5"", ""AT2G32690.4"", ""AT2G32690.1"")"	AT2G32690:E007	AT2G32690	E007	40898.841866197	5.57447052167754e-05	23.7104638456498	1.11972080770223e-06	0.0013737861538147	144.580269993726	142.816022698396	-0.0695969331062365	2	13864203	13864596	394	-	38541	35909	42227	48791	"c(""AT2G32690.3"", ""AT2G32690.2"", ""AT2G32690.5"", ""AT2G32690.4"", ""AT2G32690.1"")"
AT2G35390	E011	301.125562773306	0.0008223910322336	362.023141605398	1.0210666146639999e-80	1.11974540963832e-76	16.0589848501828	30.7869600137317	1.93047601922939	2	14897108	14897215	108	-	55	81	80	585	627	508	AT2G35390.1	AT2G35390:E011	AT2G35390	E011	90.272600919792	0.003918909026446	23.3024613066788	1.38422754284648e-06	0.0015741174820756	9.13824020787195	12.8115960917326	0.981510444098149	2	14897108	14897215	108	-	44	48	138	151	AT2G35390.1
AT2G35390	E012	286.88943385092	0.0025555472117068	180.094659548826	4.62117406058272e-41	1.39115461474758e-37	16.9792388622889	29.671889540267	1.65579997113076	2	14897216	14897437	222	-	73	84	84	527	601	465	"c(""AT2G35390.4"", ""AT2G35390.1"")"	AT2G35390:E012	AT2G35390	E012	129.207128530011	0.0033711996393087	39.0215272621898	4.19157938162e-10	2.26823704805865e-06	10.5581945885188	15.4971699937975	1.11778936013948	2	14897216	14897437	222	-	58	65	194	231	"c(""AT2G35390.4"", ""AT2G35390.1"")"
AT2G36680	E007	66.5238623287103	0.006814685494987	66.7234952157218	3.12389517772877e-16	2.24117582540513e-13	9.19523917967993	16.3156390172332	1.6685035704172	2	15369367	15369448	82	-	15	44	43	105	123	95	"c(""AT2G36680.4"", ""AT2G36680.3"")"	AT2G36680:E007	AT2G36680	E007	15.1270750897199	0.0245011269311076	15.6750428924577	7.52100600251128e-05	0.0208898936810637	2.74544369398527	5.91146873224378	2.21519612467015	2	15369367	15369448	82	-	4	5	30	26	"c(""AT2G36680.4"", ""AT2G36680.3"")"
AT2G39730	E003	43035.8166730254	0.0006222678785026	242.741893159843	9.92805725283858e-55	5.44376653581538e-51	160.419904952542	176.891432911998	0.61762616019457	2	16571180	16571190	11	-	23977	35434	40192	59870	59242	48403	"c(""AT2G39730.3"", ""AT2G39730.2"")"	AT2G39730:E003	AT2G39730	E003	19903.6687637267	0.0001167810411284	497.136101620029	3.99117089091184e-110	6.2633843908168604e-105	111.376015446941	123.635890865401	0.506742671267084	2	16571180	16571190	11	-	15548	15079	24525	26551	"c(""AT2G39730.3"", ""AT2G39730.2"")"
AT2G41060+AT2G41070	E003	1509.86897987495	0.0016145900796727	12.0590176410413	0.000515424455558	0.0329583992760659	58.5785544270398	55.3596238108134	-0.190289249766582	2	17127006	17128506	1501	+	1008	1415	1580	1760	1865	1630	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"	AT2G41060+AT2G41070:E003	AT2G41060+AT2G41070	E003	1355.27319039037	0.0005698898326554	16.378743166507	5.18636225787134e-05	0.017098760829622	42.7374003739028	41.7344595690292	-0.0753142667947664	2	17127006	17128506	1501	+	1308	1159	1416	1600	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"
AT2G41640+AT2G41650	E005	449.090960081985	0.0007723493968108	21.0426407998994	4.49174730693571e-06	0.0007168585904717	31.4176252706417	33.8249363026017	0.224941784727841	2	17361178	17362318	1141	+	280	341	419	640	576	515	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"	AT2G41640+AT2G41650:E005	AT2G41640+AT2G41650	E005	218.310868482743	0.0016211156166802	13.7444819714904	0.0002094351627496	0.0373912053759497	16.3376819375225	18.9896831361784	0.441661962354414	2	17361178	17362318	1141	+	182	174	254	282	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"
AT2G41640+AT2G41650	E007	231.508079912356	0.0016520823839577	824.407583541718	2.66386173169724e-181	4.0898269166747695e-176	33.538855825961	10.0298724917995	-3.5611379207154	2	17362645	17362890	246	+	284	428	486	55	45	44	AT2G41650.1	AT2G41640+AT2G41650:E007	AT2G41640+AT2G41650	E007	148.644828549738	0.0089537357820484	116.329281970709	4.02584100346534e-27	1.0529654241913699e-22	18.7591056772448	7.58250299298768	-2.63771804494787	2	17362645	17362890	246	+	213	258	40	44	AT2G41650.1
AT2G41640+AT2G41650	E008	679.070364955985	0.0057694882019989	747.802123473704	1.20586861512011e-164	9.25685042396956e-160	54.865119765538	16.2064905531486	-3.72587318205593	2	17362891	17363788	898	+	908	1307	1298	159	120	101	"c(""AT2G41640.2"", ""AT2G41650.1"")"	AT2G41640+AT2G41650:E008	AT2G41640+AT2G41650	E008	479.919421081854	0.0038141075818129	293.518272945565	8.51083419611216e-66	6.67806860615039e-61	32.5844785059053	14.7872938525535	-2.3481261600515	2	17362891	17363788	898	+	718	762	166	156	"c(""AT2G41640.2"", ""AT2G41650.1"")"
AT2G41640+AT2G41650	E010	2131.23054125514	0.0010702727220143	374.972200467178	1.5474305924726598e-83	1.9798084905193998e-79	58.935060528712	70.3561796042737	0.619626843834121	2	17364033	17364518	486	+	1115	1331	1710	3208	2970	2915	AT2G41650.1	AT2G41640+AT2G41650:E010	AT2G41640+AT2G41650	E010	2075.14867115325	0.0008563684734419	241.0256648979	2.34999394667834e-54	9.21967250115447e-50	47.6192027289385	54.4611945200261	0.442878361983434	2	17364033	17364518	486	+	1760	1623	2408	2690	AT2G41650.1
AT2G41840+AT2G41835	E001	316.76291098578	0.0012962407192458	111.518640554303	4.55502243637879e-26	6.5358186416564e-23	32.0891840824759	23.7187858946431	-0.907654030088207	2	17457699	17458760	1062	-	264	372	441	269	309	257	AT2G41835.1	AT2G41840+AT2G41835:E001	AT2G41840+AT2G41835	E001	206.372404337473	0.0055000035916929	12.8555762408376	0.0003364750775558	0.0481343394675625	18.8692403823892	15.2785925378366	-0.619046200684855	2	17457699	17458760	1062	-	236	222	148	212	AT2G41835.1
AT2G47320	E007	490.160896716818	0.000496953547108	24.8412198812957	6.22519438290605e-07	0.0001228475698724	32.5624678532647	36.0116468071129	0.308430414046187	2	19428602	19428933	332	+	318	471	500	597	610	516	AT2G47320.1	AT2G47320:E007	AT2G47320	E007	856.370195678032	0.0005702907967992	14.0485158278539	0.0001781543755423	0.0338884173433202	35.3953320088383	32.9593621246349	-0.219185385566595	2	19428602	19428933	332	+	838	738	872	1014	AT2G47320.1
AT3G04255+AT3G22200	E022	177.536158147871	0.0016902329720965	27.7554743861696	1.37658115018728e-07	3.21684176542242e-05	19.0856916308816	23.1748091976236	0.573327198552312	3	7838889	7838998	110	+	130	211	220	195	192	136	AT3G22200.1	AT3G04255+AT3G22200:E022	AT3G04255+AT3G22200	E022	1005.3490867658	0.0013452599728573	14.1121562665359	0.0001722271452953	0.033115005597871	38.730850427758	34.8473173544173	-0.327893978797094	3	7838889	7838998	110	+	979	994	1008	1048	AT3G22200.1
AT3G04610	E009	149.702712746221	0.0057420292190925	32.5360792436526	1.17000185096349e-08	3.39565943626511e-06	15.4960007230229	21.2694982779789	0.93000610506962	3	1254283	1254768	486	-	69	92	63	228	242	239	"c(""AT3G04610.2"", ""AT3G04610.3"")"	AT3G04610:E009	AT3G04610	E009	77.2930041400683	0.0079695609035514	20.4292380006239	6.1877189588518e-06	0.004495578351535	8.31308474639806	12.3114151338331	1.13981894579845	3	1254283	1254768	486	-	48	36	108	134	"c(""AT3G04610.2"", ""AT3G04610.3"")"
AT3G06160+AT3G06170	E010	140.990935218046	0.0014709380223066	221.3894820838	4.50097246875394e-50	1.9743837232222603e-46	12.5244207824926	23.5637549086261	1.85410162610183	3	1866137	1866659	523	+	34	72	73	253	260	209	"c(""AT3G06160.5"", ""AT3G06160.1"", ""AT3G06160.2"", ""AT3G06160.4"", ""AT3G06160.3"")"	AT3G06160+AT3G06170:E010	AT3G06160+AT3G06170	E010	189.143143359745	0.0019518277056343	17.8305979575117	2.41468821231379e-05	0.0111125934265869	14.8852038374152	17.8671417813978	0.534824766322905	3	1866137	1866659	523	+	145	134	243	257	"c(""AT3G06160.5"", ""AT3G06160.1"", ""AT3G06160.2"", ""AT3G06160.4"", ""AT3G06160.3"")"
AT3G06400	E016	35.3220161406114	0.0384107935101898	24.7268880238258	6.60561707201368e-07	0.0001291924062504	5.71723606755958	11.6923961607042	2.0723356369658	3	1944683	1944688	6	+	15	12	6	78	69	44	AT3G06400.3	AT3G06400:E016	AT3G06400	E016	16.2596553631123	0.0807463060902141	14.276897484464	0.0001577896642954	0.0317320125182708	2.20879108516357	6.44424875601487	3.09250770842476	3	1944683	1944688	6	+	2	4	42	22	AT3G06400.3
AT3G09800	E010	115.279801618161	0.0025264922925588	30.7788283618406	2.89175693727532e-08	7.84330527610101e-06	14.448628521448	18.7386004176126	0.761052108006729	3	3007939	3008263	325	-	44	75	90	181	169	166	"c(""AT3G09800.3"", ""AT3G09800.4"")"	AT3G09800:E010	AT3G09800	E010	23.3101777483773	0.023459074651755	14.7913566394893	0.0001200846441357	0.027154183413347	3.86191977324728	7.17217824281443	1.78917310748643	3	3007939	3008263	325	-	10	8	36	46	"c(""AT3G09800.3"", ""AT3G09800.4"")"
AT3G11040+AT3G11050	E024	28.0691663002694	0.0089517662067466	11.6684257330811	0.0006356977915539	0.0383642617677987	6.83516542161436	9.4077299578974	0.924944419384205	3	3465091	3465154	64	+	10	21	14	37	55	40	AT3G11050.1	AT3G11040+AT3G11050:E024	AT3G11040+AT3G11050	E024	18.6365629357575	0.0273968159481654	13.7023564674907	0.000214185568614	0.0378296860969658	3.43013212217824	6.53388939773706	1.86188484210979	3	3465091	3465154	64	+	9	6	38	26	AT3G11050.1
AT3G14415	E010	239.246494197195	0.0011462934825502	280.922133898337	4.72768296945229e-63	3.8202166647369e-59	17.0217922427959	30.0030999480558	1.68199877384361	3	4819755	4819772	18	+	98	122	119	419	395	352	AT3G14415.2	AT3G14415:E010	AT3G14415	E010	186.495198566408	0.0077068506836513	14.7379603019744	0.0001235338554744	0.0277343225657626	13.9760672510295	18.381398503245	0.802201780642613	3	4819755	4819772	18	+	112	135	275	250	AT3G14415.2
AT3G19820+AT3G19810	E002	1448.28708265268	0.0002680939680141	11.3614595701997	0.0007498387488969	0.0431560389176618	57.012996859198	55.0214496562922	-0.119166366109241	3	6877756	6878167	412	-	1025	1566	1563	1581	1708	1402	"c(""AT3G19810.2"", ""AT3G19810.1"")"	AT3G19820+AT3G19810:E002	AT3G19820+AT3G19810	E002	1053.54089855601	0.0003792191496976	14.1339155699152	0.000170246461195	0.0329432150453848	36.2788657846314	38.9272961010794	0.219343344262882	3	6877756	6878167	412	-	916	888	1189	1291	"c(""AT3G19810.2"", ""AT3G19810.1"")"
