ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5100	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5107	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5211	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5387	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5496	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5497	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5499	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5500	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5503	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993909	1994166
5504	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993909	1994166
