	CRR341295	CRR341296
AT1G01240;SE:1:100031-100111:100220-100657:+	0	0.2351321402424
AT1G01260;A3:1:109330-109406:109330-109413:+	0.163287747726014	0.0698208840081757
AT1G01290;RI:1:114619:115339-115961:116407:+	0.139189086781266	0.237285207266195
AT1G01320;A3:1:123501-123579:123495-123579:-	0.99496320454686	1
AT1G01320;A3:1:125046-125134:125022-125134:-	0	0
AT1G01355;A3:1:138778-138863:138778-138875:+	nan	0
AT1G01355;RI:1:138875:138914-138989:139114:+	nan	0
AT1G01370;A3:1:143676-143761:143676-143764:+	0.824156230067131	0.820971047711431
AT1G01370;RI:1:143489:143676-143764:143824:+	0.455666479666899	0.216183710002238
AT1G01380;A5:1:147539-147644:147528-147644:+	1	1
AT1G01380;RI:1:147452:147539-147644:148014:+	0.02853168809108	0.0818121377953361
AT1G01448;A3:1:165656-165769:165656-165983:+	NA	NA
AT1G01448;RI:1:165449:165656-165769:166353:+	NA	NA
AT1G01490;A5:1:181422-181594:181422-182061:-	0	0.00934915399587938
AT1G01490;RI:1:181347:181422-181594:182135:-	1	0.602980609761768
AT1G01490;RI:1:181347:181422-182061:182135:-	0.0203946235965334	0.0163549323251038
AT1G01490;RI:1:182061:182135-182253:182749:-	0.0856414734482142	0.13794893163618
AT1G01510_and_AT1G01520;RI:1:191138:191258-191341:191475:+	0	0
AT1G01510_and_AT1G01520;RI:1:191780:191889-191967:192026:+	1	0
AT1G01510_and_AT1G01520;RI:1:191780:191889-191967:192436:+	nan	nan
AT1G01510_and_AT1G01520;RI:1:191780:192026-192107:192436:+	0	nan
AT1G01510_and_AT1G01520;RI:1:191967:192026-192107:192436:+	nan	0
AT1G01540;RI:1:197775:197904-197974:198183:+	0.718495511765629	0.634595345091794
AT1G01560;RI:1:203267:203599-203760:203943:+	0	0
AT1G01560;RI:1:203267:203943-204029:204335:+	nan	nan
AT1G01640;A3:1:231928-232398:231908-232398:-	0.944314903964701	1
AT1G01650;A3:1:237303-237504:237023-237504:-	0	0
AT1G01650;A5:1:237023-237220:237023-237504:-	0.00391600158007088	0.0201817021821457
AT1G01650;RI:1:236673:236784-236865:237023:-	0.00391600158007088	0.0707817857971786
AT1G01670;AF:1:245264-245630:245676:245264-245877:246054:-	1	0.811105692189786
AT1G01690;A3:1:249306-249540:249306-249543:+	0.643825887873573	0.748223050401468
AT1G01690;A3:1:249930-250014:249930-250017:+	1	0.251776949598532
AT1G01700;A3:1:260603-260670:260582-260670:-	0.155844567953247	0
AT1G01700;RI:1:259690:260034-260118:260417:-	1	1
AT1G01700;RI:1:260118:260417-260508:260582:-	1	1
AT1G01740;A3:1:272555-272651:272531-272651:-	0.531385366501057	0.810282277167352
AT1G01740;A3:1:274289-274384:274249-274384:-	0.367292135425179	0.325114675447583
AT1G01740;A5:1:274083-274167:274083-274171:-	0.835906768924122	0.514832398280231
AT1G01800;A5:1:293756-294055:293752-294055:+	0.206402486110822	0.22067682336714
AT1G01860;RI:1:305785:305934-306045:306287:-	1	1
AT1G01860;RI:1:305785:305934-306045:306310:-	0	0
AT1G01880_and_AT1G01890;A5:1:308318-308397:308318-308400:-	1	1
AT1G01910;A3:1:313452-313567:313418-313567:-	0.183415667361229	0.0516092766210469
AT1G01910;SE:1:314802-314891:315015-315577:-	0.763323636278943	0.774395145586153
AT1G01920;A3:1:316440-316523:316440-316539:+	0.75104023413274	0.45498214706186
AT1G01920;A3:1:318201-318296:318201-318362:+	0.0312740361952795	0.0673964818037695
AT1G01920;RI:1:318565:318813-318986:319101:+	0.0730197640518766	0.0161394060145952
AT1G01950;A5:1:328555-328898:328504-328898:+	1	1
AT1G01950;RI:1:325913:326013-326106:326228:+	0	0.0610022163999325
AT1G02010;RI:1:347824:348127-348212:348267:+	nan	0.0837649880295341
AT1G02010;RI:1:348880:348976-349067:349099:+	0	0.398401349733492
AT1G02010;RI:1:351412:351601-351737:351819:+	0	1
AT1G02010;RI:1:351412:351632-351729:351819:+	0	0.277005531639407
AT1G02080;A3:1:374922-375122:374922-375125:+	0.266232294442002	0.418804237390983
AT1G02080;A3:1:380003-380086:380003-380089:+	0.452569997874014	0.581195762609017
AT1G02090;A3:1:387672-388268:387655-388268:-	0.775378780875493	0.792689385660665
AT1G02090;RI:1:387584:387655-388268:388406:-	0.177366053864355	0.2112625856904
AT1G02090;RI:1:387584:387672-388268:388406:-	0.0587879382305173	0.0654643017299301
AT1G02100;A5:1:392076-392262:392072-392262:+	0	0
AT1G02120;A3:1:398713-398905:398713-399011:+	0.442385811278362	0.870827996606839
AT1G02120;RI:1:398905:398966-399068:399110:+	0.0453039801479382	0.0982947832845479
AT1G02145;A3:1:405110-405230:405110-405242:+	1	1
AT1G02145;RI:1:404757:404842-404912:404953:+	0.113482130899362	0.0465638094385108
AT1G02190;A3:1:416435-416731:416435-416743:+	1	1
AT1G02205;A3:1:421633-421720:421633-421735:+	0.395957525253403	0.511820275016449
AT1G02205;RI:1:419297:419529-419675:419894:+	0.405166346476943	0.369177148836551
AT1G02205;RI:1:419297:419894-420514:420889:+	0.0796239013944347	0.0566534753598922
AT1G02260;RI:1:441398:442620-442718:442972:-	0.0660448621221373	0.0507235418372973
AT1G02270;RI:1:445648:445752-445844:445942:-	0	0
AT1G02280;A3:1:450258-450361:450251-450361:-	0.852175634304582	0.762843224433213
AT1G02410;A5:1:491114-491234:491006-491234:+	0	0
AT1G02410;RI:1:490925:491114-491234:491379:+	1	1
AT1G02440;SE:1:496899-496972:497091-497165:-	0.575791176393853	0.374690398018547
AT1G02500;A3:1:518378-519033:518378-519036:+	0.729379068662765	0.696466899274471
AT1G02520;AF:1:523536:523675-524125:523703:523876-524125:+	1	1
AT1G02530;RI:1:533079:533345-533453:533716:+	0	0
AT1G02610;RI:1:553019:553261-553395:553490:-	0	0
AT1G02630;RI:1:560610:561320-561453:561695:-	0	1
AT1G02650;RI:1:568558:568739-568832:569223:+	0	0
AT1G02670;A5:1:577941-577979:577906-577979:+	0	0
AT1G02670;A5:1:578079-578181:578052-578181:+	0	0
AT1G02670;RI:1:576850:576912-576994:577592:+	0.847551724029159	0.282665650236159
AT1G02670;RI:1:579879:579967-580050:580130:+	0.706982073629656	0.712000385753747
AT1G02690;A3:1:585685-585776:585685-585779:+	0.665875102938903	0.573949291776147
AT1G02840;A3:1:626828-626913:626828-626917:+	0.949385248448319	0.968390723497694
AT1G02840;A3:1:628469-628777:628469-628935:+	0.278050647886948	0.202837959336033
AT1G02840;A3:1:628469-628777:628469-629288:+	0.0671451651688648	0.0469238560592799
AT1G02840;A3:1:628469-628935:628469-629288:+	0.157461154890618	0.162122721621653
AT1G02850;A3:1:631858-631928:631858-632009:+	0.0895577668787981	0.0754843817888502
AT1G02850;A3:1:632806-632881:632806-632884:+	0.324040587380233	0.42559800407142
AT1G02850;RI:1:631603:631858-631928:632043:+	0.879893391643723	0.928575848257739
AT1G02850;RI:1:631603:631858-632009:632043:+	0.41881846511827	0.514913530362202
AT1G02850;RI:1:632528:632615-632716:632806:+	0.0721291423734007	0.0696987563492738
AT1G02860;A3:1:636886-636978:636886-636984:+	1	0.991506309313032
AT1G02880;A3:1:644261-644350:644256-644350:-	0.6543294140592	0.645076298434345
AT1G02880;A5:1:643949-644142:643949-644160:-	0.0171817308708522	0.25404570496838
AT1G02880;RI:1:643877:643949-644142:644256:-	0	0
AT1G02880;RI:1:643877:643949-644160:644256:-	0	0
AT1G02880;RI:1:643877:643949-644160:644261:-	0.0747095863841874	0.076911100547831
AT1G02890;SE:1:646310-646406:646489-646567:-	1	0.93873981546601
AT1G02910;RI:1:656134:656234-656317:656505:-	0.0336109793193391	0.00632031358046071
AT1G02950;A3:1:666262-666351:666256-666351:-	0.0631873541906432	0.022486686706543
AT1G02950;A5:1:665777-665858:665777-665862:-	0	0.022486686706543
AT1G02960;A3:1:667464-667541:667437-667541:-	0.492519678484711	0.821972766392479
AT1G02960;RI:1:667151:667281-667373:667437:-	0	0
AT1G02960;RI:1:667151:667281-667373:667464:-	0	0
AT1G02960;RI:1:667151:667281-667373:667641:-	0.429316020903838	0.494544224013702
AT1G02960;RI:1:667151:667437-667541:667641:-	1	1
AT1G02960;RI:1:667151:667464-667541:667641:-	1	1
AT1G02960;RI:1:667373:667437-667541:667641:-	0.357503692028059	0.489763570874758
AT1G02960;RI:1:667373:667464-667541:667641:-	0.364405884602572	0.172113465659769
AT1G02990;A3:1:682092-682243:681921-682243:-	0.241841834839142	0
AT1G02990;A3:1:686605-686679:686597-686679:-	1	1
AT1G02990;A5:1:687009-687107:687009-687115:-	0	0
AT1G02990;RI:1:686844:687009-687107:687315:-	nan	nan
AT1G02990;RI:1:686844:687009-687115:687315:-	0	0
AT1G02990;SE:1:682892-683023:683077-683175:-	0	0
AT1G03010;AF:1:693190:693571-694117:693934:694038-694117:+	1	nan
AT1G03040;A3:1:705656-706101:705641-706101:-	0.524249970615891	0.575171547078258
AT1G03055;RI:1:710695:710801-710955:711016:-	0.424542837261052	0.0747524419837246
AT1G03060;A3:1:726347-726710:726344-726710:-	0.714131957389942	0.829556007276676
AT1G03060;RI:1:715660:718415-718503:718662:-	0.61934885872492	0.615559876548567
AT1G03070;A5:1:730056-730140:730023-730140:+	0	0
AT1G03070;RI:1:729830:730023-730140:730415:+	0	0
AT1G03070;RI:1:729830:730056-730140:730415:+	nan	nan
AT1G03080;A3:1:737437-737562:737420-737562:-	0.921645568093065	0.685876712725436
AT1G03080;RI:1:737233:737420-737562:737624:-	0.925221915530702	0.622831754504811
AT1G03080;RI:1:737233:737437-737562:737624:-	0.512644943950355	0.430618708542202
AT1G03090;SE:1:741065-741148:741207-741509:+	0.665084461784637	0.690558908406475
AT1G03120;A5:1:752712-752982:752660-752982:+	0	0
AT1G03160;A5:1:764866-765025:764831-765025:+	0.974080236390825	0.910258202185347
AT1G03160;A5:1:764931-765025:764831-765025:+	0.239729807869214	0.092055784452907
AT1G03160;A5:1:764931-765025:764866-765025:+	0.00832073348711623	0.00989697490628656
AT1G03160;SE:1:763430-763980:764066-764157:+	1	0.759955289546898
AT1G03180;A3:1:774153-774224:774153-774231:+	0	0.213594719765393
AT1G03180;A3:1:774153-774224:774153-774247:+	nan	1
AT1G03180;A3:1:774153-774231:774153-774247:+	1	1
AT1G03180;RI:1:773358:773691-774096:774153:+	0	nan
AT1G03200_and_AT1G03210;RI:1:783318:783596-783681:783842:+	0.0804882032432753	0.0520240447604115
AT1G03250;A3:1:794198-794328:794180-794328:-	0.0159683403050122	0.0455686597091363
AT1G03280;A3:1:803117-803201:803117-803543:+	0.0975946098048212	0
AT1G03280;A3:1:803117-803201:803117-803565:+	0.00265128100524469	0
AT1G03280;A3:1:803117-803543:803117-803565:+	0.0239904633564839	0.425898646855012
AT1G03290;A3:1:808822-808913:808822-808979:+	0.482849831979172	0.524622184042959
AT1G03290;A5:1:807631-807951:807510-807951:+	0.747890712714391	0.719451347421689
AT1G03290;RI:1:808532:808822-808913:809214:+	0.52593218955883	0.584955542356887
AT1G03290;RI:1:808532:808822-808979:809214:+	0.508797672294659	0.608668479411251
AT1G03290;SE:1:807510-807592:807631-807951:+	0.370712167319964	0
AT1G03310;A5:1:813604-813929:813581-813929:+	0.869414735472839	0.892282928732393
AT1G03370;RI:1:833694:833956-834254:834419:+	0.102661300098237	0.102919775890148
AT1G03430;RI:1:848998:849070-849179:849621:+	0.0396402539426957	0.107326914243382
AT1G03457;A3:1:862640-862753:862613-862753:-	0.343316089888639	0.125969981886091
AT1G03470;A3:1:867520-867630:867511-867630:-	0	0.677332668741621
AT1G03470;A5:1:867520-867626:867520-867630:-	nan	0
AT1G03470;RI:1:867409:867520-867626:867733:-	nan	1
AT1G03470;RI:1:867409:867520-867630:867733:-	nan	0.0313761901782752
AT1G03610;RI:1:902170:902347-902425:903070:+	0.0813842278453115	0.135145567579113
AT1G03620;A3:1:906361-907128:906023-907128:-	0.279920189302429	0
AT1G03620;A3:1:906361-907128:906356-907128:-	0.501915803821005	0
AT1G03620;A5:1:905784-905911:905784-905943:-	0	0
AT1G03620;A5:1:906023-906135:906023-906314:-	1	0.314446961587608
AT1G03620;AF:1:906023-906135:906803:906023-907128:907511:-	0	1
AT1G03620;AF:1:906023-906314:906803:906023-907128:907511:-	0	nan
AT1G03620;AF:1:906023-906314:906846:906023-907128:907511:-	0	nan
AT1G03620;RI:1:905667:905784-905911:906023:-	nan	nan
AT1G03620;RI:1:905667:905784-905943:906023:-	0	0
AT1G03620;RI:1:905667:905784-905943:906653:-	1	1
AT1G03620;RI:1:905943:906023-906314:906361:-	1	nan
AT1G03620;SE:1:906023-906135:906356-907128:-	0.278378154927094	0.704513911722257
AT1G03620;SE:1:906023-906314:906356-907128:-	0	0.863947079685646
AT1G03620;SE:1:906023-906314:906361-907128:-	0	0
AT1G03630;A3:1:907947-908033:907947-908039:+	0.193634642251596	0.204985481333699
AT1G03720;A5:1:925208-925279:925208-925303:-	nan	nan
AT1G03770;A3:1:944982-945111:944982-945117:+	0.530143723041187	0.403002943108019
AT1G03770;A5:1:947019-947123:947001-947123:+	0	0.117808965534016
AT1G03770;RI:1:945111:945168-945472:945530:+	0	0.0276079457642722
AT1G03770;RI:1:945472:945530-945780:945861:+	0.0957997468655201	0.0698674195715028
AT1G03780;A3:1:948640-948697:948595-948697:-	0.0145554921002957	0.0401012709096251
AT1G03780;SE:1:948816-948912:948992-949076:-	0.985444507899704	0.959898729090375
AT1G03780;SE:1:949621-949734:949796-949883:-	0.985444507899704	0.959898729090375
AT1G03830;SE:1:965736-965823:965888-965996:-	0.453480967530747	0.214520672190473
AT1G03840;A3:1:969711-969908:969705-969908:-	0.544413834688417	0.0655210688082149
AT1G03850;A5:1:976501-977280:976501-977368:-	0.393433342768186	0
AT1G03860;A5:1:981160-981563:981160-981773:-	0	0.0161052132042989
AT1G03860;RI:1:980778:980894-980987:981160:-	0.0362611959138306	0.00306669906949225
AT1G03905;A5:1:993951-994046:993631-994046:+	0	0
AT1G03905;RI:1:993400:993631-993706:993951:+	0	0
AT1G03905;RI:1:993400:993631-994046:994206:+	0.258899523825391	0.0501225026141166
AT1G03905;RI:1:993400:993951-994046:994206:+	1	1
AT1G03905;SE:1:993631-993706:993951-994046:+	0.174897277596155	0.44267275677128
AT1G03910;SE:1:997895-998169:998300-998420:+	0.206324275941334	0
AT1G03920;RI:1:1001116:1001301-1001436:1001747:+	1	0
AT1G03920;RI:1:1001436:1001747-1001809:1002067:+	1	0
AT1G03960;A3:1:1014237-1014334:1014237-1014414:+	1	1
AT1G03960;A3:1:1014543-1014621:1014543-1014635:+	1	0.923875832409749
AT1G03960;RI:1:1013652:1014237-1014334:1014543:+	0	0
AT1G03960;RI:1:1017058:1017183-1017332:1017481:+	0.117477728642419	0
AT1G03960;SE:1:1014543-1014621:1014676-1014767:+	0.206543107061236	0.265379389009307
AT1G03960;SE:1:1014543-1014635:1014676-1014767:+	0	0.0289051147399468
AT1G03980;RI:1:1020982:1021220-1021287:1021443:-	0.337851348649189	0
AT1G04053_and_AT1G01760;A5:1:276519-276623:276519-276706:-	0.166711857116544	0.192799660549512
AT1G04080;A3:1:1052775-1053096:1052775-1053327:+	0.0185843637712992	0.00405895619815201
AT1G04080;A5:1:1053187-1053327:1052775-1053327:+	0.0264814514959797	0.0398941350367354
AT1G04120;A3:1:1065294-1065380:1065279-1065380:-	1	1
AT1G04120;RI:1:1068357:1068736-1068842:1070494:-	0.640123480818563	0.46629389209338
AT1G04140;A5:1:1076010-1076119:1076010-1076136:-	0.1469708291109	0.0492857713950286
AT1G04160;RI:1:1095518:1095574-1095665:1095721:+	0	0.027108525407658
AT1G04170;A5:1:1097286-1097399:1097120-1097399:+	0	0.00131777663102086
AT1G04200;RI:1:1112861:1112950-1113072:1113191:+	0.0610225847391585	0.0253035860508161
AT1G04200;RI:1:1113507:1113564-1113786:1114155:+	0.0610225847391585	0.0253035860508161
AT1G04230;A3:1:1127256-1127434:1127256-1127437:+	0.403842944043074	0.392397794371223
AT1G04260_and_AT1G04270;A5:1:1142100-1142576:1142100-1142579:-	0.996483836800447	0.996254969689011
AT1G04280;RI:1:1146141:1146374-1146523:1147091:-	0.0426767544864968	0.0162326911445101
AT1G04300;A3:1:1152971-1153036:1152947-1153036:-	0.209235990667586	0.407284772747299
AT1G04300;A3:1:1153345-1153718:1153288-1153718:-	0.811342370044972	0.589268998812862
AT1G04300;RI:1:1152879:1152947-1153036:1153345:-	0	1
AT1G04300;RI:1:1153036:1153124-1153234:1153345:-	0.177664212705515	0
AT1G04310;A5:1:1157139-1157546:1157139-1157651:-	0.171682171108095	0.428918981161735
AT1G04400;A3:1:1188073-1188187:1188006-1188187:-	0.8776072345096	0.877636859998704
AT1G04430;A5:1:1198637-1198788:1198326-1198788:+	0.348095801767923	0.522666523835959
AT1G04430;A5:1:1198681-1198788:1198326-1198788:+	0.0150308437437637	0.0479412621419964
AT1G04430;A5:1:1198681-1198788:1198637-1198788:+	0.0277848530638933	0.0439659332650899
AT1G04490;A3:1:1219371-1219794:1219352-1219794:-	0	0
AT1G04490;A3:1:1219633-1219794:1219352-1219794:-	0	0
AT1G04490;A3:1:1219633-1219794:1219371-1219794:-	nan	nan
AT1G04490;AF:1:1219906-1219999:1220137:1219906-1220829:1220899:-	nan	nan
AT1G04490;RI:1:1217690:1218181-1218282:1219633:-	nan	nan
AT1G04490;RI:1:1218282:1219352-1219579:1219633:-	0	nan
AT1G04490;RI:1:1218282:1219352-1219794:1219980:-	0	0
AT1G04490;RI:1:1218282:1219371-1219794:1219980:-	nan	nan
AT1G04490;RI:1:1218282:1219633-1219794:1219980:-	nan	nan
AT1G04490;SE:1:1219352-1219579:1219633-1219794:-	0.360023002375655	0
AT1G04500;AF:1:1223181-1223272:1223402:1223181-1224194:1224372:-	1	1
AT1G04500;RI:1:1221956:1222081-1222174:1222365:-	0	0
AT1G04570;A3:1:1248003-1248117:1247992-1248117:-	1	1
AT1G04590;A3:1:1259228-1259358:1259219-1259358:-	0.0263174636505668	0
AT1G04643;RI:1:2538664:2539064-2539113:2539548:-	NA	NA
AT1G04700;A3:1:1316437-1316612:1316437-1316679:+	0.265555846346215	0.631394904879987
AT1G04730;A3:1:1330607-1330680:1330590-1330680:-	0.959608389397869	1
AT1G04730;A5:1:1330346-1330474:1330346-1330508:-	1	1
AT1G04750;A3:1:1333160-1333237:1332730-1333237:-	0	0.0135459689136104
AT1G04750;A5:1:1332730-1332849:1332730-1333237:-	0.00624834134799307	0
AT1G04750;RI:1:1332589:1332730-1332849:1333160:-	nan	1
AT1G04750;RI:1:1332849:1333160-1333237:1333260:-	1	nan
AT1G04750;SE:1:1332730-1332849:1333160-1333237:-	0	0
AT1G04830;SE:1:1359899-1360225:1360353-1360438:-	0.68016648901728	1
AT1G04837_and_AT1G11100;A5:1:3708469-3708557:3708469-3708585:-	0	0.479176218693006
AT1G04837_and_AT1G11100;A5:1:3708806-3708978:3708806-3708981:-	0.25823677629199	0.479176218693006
AT1G04837_and_AT1G11100;RI:1:3705705:3706056-3706189:3706548:-	0.74176322370801	1
AT1G04850;AF:1:1367934-1368075:1368461:1367934-1368539:1368940:-	0.00546111990227286	0.00615183058443625
AT1G04870;A3:1:1375221-1375383:1375211-1375383:-	1	1
AT1G04930;A3:1:1397139-1397497:1397124-1397497:-	0	0
AT1G04930;SE:1:1397882-1398281:1398370-1398440:-	0	0
AT1G04945_and_AT1G04940;A3:1:1402520-1402596:1402520-1402623:+	nan	0
AT1G04945_and_AT1G04940;RI:1:1402067:1402520-1402623:1403103:+	1	0.909243551071237
AT1G04945_and_AT1G04940;SE:1:1399322-1399423:1399465-1399570:+	0.0192169887834945	0.00862163223544416
AT1G04950;A5:1:1407205-1407314:1407205-1407429:-	0	0.375824063447568
AT1G04950;RI:1:1407059:1407205-1407314:1407530:-	1	0.176742047504375
AT1G04970;A3:1:1411623-1411877:1411623-1411915:+	0.149821053093111	0.0994859430702421
AT1G04970;RI:1:1411088:1411623-1411877:1412054:+	0.241236489938632	0.293350437921633
AT1G04970;RI:1:1411088:1411623-1411915:1412054:+	0.0530547107169884	0.0438509946772022
AT1G04985_and_AT1G04990;A5:1:1419658-1419787:1419658-1419847:-	1	1
AT1G04985_and_AT1G04990;RI:1:1417326:1417390-1417974:1418046:-	0.0432364817071455	0.0651321614662582
AT1G04985_and_AT1G04990;RI:1:1420448:1420564-1420825:1420881:-	0.0367717242234826	0.0554732875084116
AT1G05000;A3:1:1426109-1426235:1426109-1427899:+	0.089495247687432	0.0599357577112656
AT1G05000;RI:1:1426235:1426330-1427899:1427956:+	0.270002262969142	0.246565255310316
AT1G05000;SE:1:1426109-1426235:1426330-1427899:+	0.209954035357283	0.163056580820728
AT1G05030;A3:1:1440659-1441003:1440646-1441003:-	0.225138760780063	0.109235242261125
AT1G05160_and_AT1G05170;A3:1:1489953-1490730:1489944-1490730:-	0.635168965313323	0.144854211593033
AT1G05180;RI:1:1498114:1498440-1498566:1498746:-	0	0.0110820156080093
AT1G05180;RI:1:1501167:1501190-1501289:1501330:-	1	0.988917984391991
AT1G05200;A3:1:1505462-1505538:1505462-1505561:+	0	0
AT1G05200;AF:1:1504941:1505153-1505561:1505186:1505462-1505561:+	0.389329710144927	0.554979969869851
AT1G05200;AF:1:1504941:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05200;AF:1:1504942:1505153-1505561:1505186:1505462-1505561:+	0	0
AT1G05200;AF:1:1504942:1505153-1505561:1505266:1505462-1505561:+	nan	nan
AT1G05200;AF:1:1504960:1505153-1505561:1505186:1505462-1505561:+	0.984438010384693	0.926908569771338
AT1G05200;AF:1:1504960:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05200;AF:1:1504996:1505153-1505561:1505186:1505462-1505561:+	0.79496141194332	0.575843907986275
AT1G05200;AF:1:1504996:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05227_and_AT1G16489;RI:1:5629982:5630118-5630227:5630314:+	NA	NA
AT1G05230;A3:1:1518226-1518570:1517057-1518570:-	nan	0
AT1G05230;A5:1:1513744-1513825:1513744-1513831:-	0.181889641792514	0.318886542784747
AT1G05230;A5:1:1517057-1517149:1517057-1517176:-	0.108335374704125	0.0776381400739046
AT1G05230;A5:1:1517057-1517149:1517057-1518145:-	0	0
AT1G05230;A5:1:1517057-1517149:1517057-1518181:-	0	0
AT1G05230;A5:1:1517057-1517176:1517057-1518145:-	0	0
AT1G05230;A5:1:1517057-1517176:1517057-1518181:-	0	0
AT1G05230;A5:1:1517057-1518145:1517057-1518181:-	0.106097881024655	0.177115543220705
AT1G05230;AF:1:1517057-1517149:1518089:1517057-1518570:1518794:-	nan	0
AT1G05230;AF:1:1517057-1517176:1517248:1517057-1518570:1518794:-	1	0.765099265034173
AT1G05230;AF:1:1517057-1517176:1518089:1517057-1518570:1518794:-	nan	0.0492330586119727
AT1G05230;RI:1:1516783:1517057-1517149:1518089:-	1	nan
AT1G05230;RI:1:1516783:1517057-1517149:1518226:-	nan	nan
AT1G05230;RI:1:1516783:1517057-1517176:1518089:-	1	0
AT1G05230;RI:1:1516783:1517057-1517176:1518226:-	nan	nan
AT1G05230;RI:1:1516783:1517057-1518145:1518226:-	0	0
AT1G05230;RI:1:1516783:1517057-1518181:1518226:-	0	0
AT1G05230;RI:1:1517149:1517234-1518181:1518226:-	0	0
AT1G05230;SE:1:1517057-1517149:1517234-1518181:-	0.219300904698602	0.235482245680652
AT1G05230;SE:1:1517057-1517149:1518226-1518570:-	nan	0
AT1G05230;SE:1:1517057-1517176:1518226-1518570:-	nan	0
AT1G05230;SE:1:1517057-1518145:1518226-1518570:-	1	0.162919119205426
AT1G05230;SE:1:1517057-1518181:1518226-1518570:-	1	0.474857890536146
AT1G05280;RI:1:1534830:1535198-1535585:1535887:-	0.417806229334733	0.476604081998231
AT1G05320;A3:1:1553759-1554799:1553759-1554813:+	0.13555677788899	0.374129668143593
AT1G05320;A3:1:1553759-1554799:1553759-1554822:+	0.0868187732383753	0.250731284550249
AT1G05320;A3:1:1553759-1554813:1553759-1554822:+	0.37744281149638	0.358892297207986
AT1G05320;A3:1:1553949-1554813:1553949-1554822:+	0.782457128049214	1
AT1G05320;A5:1:1553949-1554813:1553759-1554813:+	0	0
AT1G05320;A5:1:1553949-1554822:1553759-1554822:+	0.182589254687057	0
AT1G05320;AF:1:1553568:1553759-1554813:1553771:1553949-1554813:+	0.430072092989638	0.455262162385081
AT1G05320;RI:1:1553607:1553759-1553894:1553949:+	nan	nan
AT1G05320;RI:1:1556945:1557079-1557176:1557328:+	0	0
AT1G05320;SE:1:1553759-1553894:1553949-1554813:+	0	0.0457769235258075
AT1G05360;RI:1:1565152:1565363-1565622:1565700:+	0.13343833019913	0
AT1G05380;A5:1:1577148-1577222:1577127-1577222:+	0.464016564883442	0.853727952179586
AT1G05400;A5:1:1584588-1584681:1584581-1584681:+	1	1
AT1G05410;RI:1:1586908:1587124-1587206:1587278:-	1	1
AT1G05470;RI:1:1607871:1607942-1608523:1608780:-	0	0.0600049893856921
AT1G05540;RI:1:1639587:1640314-1640386:1640879:+	0.105976445009169	0.167056887261624
AT1G05550;A5:1:1642373-1642582:1642373-1642586:-	1	1
AT1G05550;RI:1:1641650:1641791-1641875:1642373:-	0.239255904564106	0.486943945946813
