	SRR15236521	SRR15236522	SRR15236523	ERR9081509	ERR9081510	ERR9081511	ERR9081512	ERR9081513	ERR9081514	SRR14214602	SRR14214603	SRR14214604	SRR14214605	CRR341295	CRR341296
AT1G01220;RI:1:92270:92501-92569:92933:+	0.417907490958985	0.289017130637314	0.191479554823686	0.377284497647859	0.322859218405443	0.388925873766702	0.378207203089643	0.320204223885866	0.228976792635928	0.338120135801585	0.455505620287145	0.326787109599467	0.45759406705179	0.59649308713295	0.457661769892875
AT1G01240;A3:1:100031-100111:100031-100657:+	0.107240502856127	0.154638891998562	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01240;A5:1:100220-100657:100031-100657:+	0.141901443207232	0.0258980332806879	0.0350899759785423	0.0384845732128336	0.0316753942634937	0.0137854722212781	0.0313214883382293	0.0355349363033681	0.0377615119449357	0.0126437408220188	0	0.0384064442174891	0.0457381395629206	0.0630893729659729	0
AT1G01240;RI:1:99866:100031-100657:101987:+	0.0282455370912715	0.0340772225736464	0.0688298841398921	0.0992076754411389	0.110967663062269	0.110137705970004	0.128473074388873	0.107926450459068	0.0681924701711489	0.140370278805284	0.0611152884977429	0.116795135467071	0.137101227762791	0.101189767979685	0.0592870576998358
AT1G01240;RI:1:99866:100220-100657:101987:+	0.149493201292301	0.570255648760833	0.670249866469723	0.733449258376383	0.792347232027542	0.898523292025184	0.820111188036199	0.766554771951843	0.65094140253571	0.927280778838881	1	0.768031798407286	0.768244973045477	0.625734630071464	1
AT1G01240;SE:1:100031-100111:100220-100657:+	0	0.275393740366579	0.0501993466274255	0.0511675404011147	0	0.0484868788233266	0.0248734894198728	0.0518781423348239	0.0484146822228065	0.0508274435134076	0.0420238848924735	0	0	0	0.2351321402424
AT1G01260;A3:1:109330-109406:109330-109413:+	0.35681102712413	0.325143751930802	0.703255793011744	0.49295358610111	0.470971145932241	0.516148266805117	0.496373070052137	0.395395183980707	0.352653962547889	0.526520768537353	0.411317999566812	0.351890843600493	1	0.163287747726014	0.0698208840081757
AT1G01290;RI:1:114619:115339-115961:116407:+	0.142664139999783	0.117420942761294	0.12305889147096	0.143520923651525	0.214331738459844	0.116336226741172	0.175720166359268	0.116884805700576	0.160986007332143	0.301744696244904	0.189303818333144	0.250609321477275	0.258146706942461	0.139189086781266	0.237285207266195
AT1G01320;A3:1:123501-123579:123495-123579:-	0.999438579225412	0.995754662212366	0.988292769030554	0.999079813543549	1	0.999211009011835	0.998725862572776	0.992630209208687	0.996049417258741	0.99693394784846	1	0.996864481678166	0.995967634263473	0.99496320454686	1
AT1G01320;A3:1:125046-125134:125022-125134:-	0.00181612138134618	0	0	0	0	0	0.000535669150492555	0	0	0	0	0	0	0	0
AT1G01355;A3:1:138778-138863:138778-138875:+	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	0
AT1G01355;RI:1:138875:138914-138989:139114:+	1	0.586983861873051	0.183589139751085	0.342459966851328	1	0.794972844085309	1	0.556933848641612	0.388012963945468	1	1	nan	1	nan	0
AT1G01370;A3:1:143676-143761:143676-143764:+	0.939017113727167	0.835351431554054	0.792612520046869	0.802956054111203	0.89724390260392	0.945191882383018	0	0.917862332870526	0.887387716241491	0.923967193796882	0.943588782331448	0.940505512298905	0.908651265750981	0.824156230067131	0.820971047711431
AT1G01370;RI:1:143489:143676-143764:143824:+	0.868867255138716	0.529291974347851	0.698917343649258	0.406940255929579	0.768913823511525	0.816461424312182	0.744279479778041	0.553789672382902	0.586348368190426	0.782139747508382	0.737302860295519	0.627466308162337	0.603623340939262	0.455666479666899	0.216183710002238
AT1G01380;A5:1:147539-147644:147528-147644:+	1	1	0.89343177324772	1	1	0.88893134002351	1	0.792902041271213	1	1	1	1	1	1	1
AT1G01380;RI:1:147452:147539-147644:148014:+	0.0202740969128958	0	0.218828145262715	0.0219052119891158	0	0.0962216854630696	0.232207449130252	0.0355539547986262	0.0202658452363932	0.188680741612706	0.0870546299366377	0.131462861981093	0.0615533851044227	0.02853168809108	0.0818121377953361
AT1G01448;A3:1:165656-165769:165656-165983:+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G01448;RI:1:165449:165656-165769:166353:+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G01490;A5:1:181422-181594:181422-182061:-	0.0102542224995558	0.0151147890433284	0	0.00206654324390656	0.00180384371348396	0.00217659880396138	0.00693138838096481	0.00551218625501681	0.00367276672341314	0	0.0266601903812926	0.00421784414951852	0.0139119102621104	0	0.00934915399587938
AT1G01490;RI:1:181347:181422-181594:182135:-	0.674793172395414	0.580024332807429	1	0.938173453013349	0.952800680609815	0.953186504734747	0.869785046303226	0.896973750832443	0.884044025411985	1	0.676724409863694	0.915192003863049	0.736344383975446	1	0.602980609761768
AT1G01490;RI:1:181347:181422-182061:182135:-	0.0610710635853722	0.072025451148288	0.234945147389362	0.0815151126331439	0.0837157573552275	0.107204055270891	0.171344621812231	0.121197873301906	0.058517966357499	0.136011174107631	0.239040260168813	0.168910784276231	0.158463800625655	0.0203946235965334	0.0163549323251038
AT1G01490;RI:1:182061:182135-182253:182749:-	0.669487914937396	0.726920790887335	0.801053445951728	0.64593341314817	0.600724792534427	0.630110065948095	0.774526487262123	0.6500932156036	0.547837107438839	0.665290035931388	0.817472495517332	0.775098748269551	0.790753722316707	0.0856414734482142	0.13794893163618
AT1G01510_and_AT1G01520;RI:1:191138:191258-191341:191475:+	0.0530440980454314	0.0388514005086954	0	0	0.260755540550317	0	0	0	0.101603068322174	0	0	0	0	0	0
AT1G01510_and_AT1G01520;RI:1:191780:191889-191967:192026:+	0	0.0477393025379816	nan	0	0	0	0	0.455472933924099	0.0702194922511316	0	0	0	0.459115272674595	1	0
AT1G01510_and_AT1G01520;RI:1:191780:191889-191967:192436:+	0	0	0.20458188274719	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan
AT1G01510_and_AT1G01520;RI:1:191780:192026-192107:192436:+	nan	0	1	nan	nan	nan	nan	0	0	nan	nan	nan	0	0	nan
AT1G01510_and_AT1G01520;RI:1:191967:192026-192107:192436:+	0.0309016950332693	0.115641857256488	1	0	0	0	0	0.376381093579018	0.203849345164749	0	0	0	0	nan	0
AT1G01540;RI:1:197775:197904-197974:198183:+	0.104964380305381	0.086276347758042	0.0655174506915634	0.0651152917754027	0.0583163224925618	0.0757151191567307	0.051752991776127	0.0521727082542846	0.0794713793099299	0.118827464534514	0.124716473103117	0.188940199566298	0.136193061435223	0.718495511765629	0.634595345091794
AT1G01560;RI:1:203267:203599-203760:203943:+	0.159129129246847	0	0	0	0	0	0	0	0	0	0	0	0.117597597399165	0	0
AT1G01560;RI:1:203267:203943-204029:204335:+	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan
AT1G01640;A3:1:231928-232398:231908-232398:-	0.968902969922694	0.957692845759312	1	0.988680422043192	1	0.953138425950391	1	0.990917660282217	0.964675401734066	1	1	0.974094769146546	0.980284436389756	0.944314903964701	1
AT1G01650;A3:1:237303-237504:237023-237504:-	0.00908551937911493	0.00586319797985278	0.0125005817622649	0.00756608687258944	0.00402246452414957	0.00488195388751902	0.00754079079938944	0.017227960481527	0.00195285115249791	0	0	0	0	0	0
AT1G01650;A5:1:237023-237220:237023-237504:-	0.00235062184375297	0.00588852514451836	0.028385649146145	0.00546617042770387	0.00638816008596823	0.0136974594634364	0.0295345531548425	0.0119512848100833	0.0078431183480265	0	0	0	0.00685704692249142	0.00391600158007088	0.0201817021821457
AT1G01650;RI:1:236673:236784-236865:237023:-	0.00874673478915615	0.0265128955421009	0.0471898515069679	0.0169895332091673	0.00638816008596823	0.0136974594634364	0.0518111718776882	0.0119512848100833	0.0150718161829704	0	0.0425403838057324	0.0287895221659318	0.00685704692249142	0.00391600158007088	0.0707817857971786
AT1G01670;AF:1:245264-245630:245676:245264-245877:246054:-	0	0.690196754575582	0.671628471440073	0.643256814104305	0.829637976243217	0	0	0.741111878499866	0	0.674641252836415	0.54976056768008	0	0.378503884273002	1	0.811105692189786
AT1G01690;A3:1:249306-249540:249306-249543:+	0.631582408546791	0.61027252324866	0.523517936846779	0.712638300262688	0.450340905323952	0.532674723585002	0.660121016064106	0.747738393117365	0.509951448688783	0.49595174933619	0.617756507876446	0.473603571179978	0.630212979018562	0.643825887873573	0.748223050401468
AT1G01690;A3:1:249930-250014:249930-250017:+	0.672283387529556	0.68388390407795	0.679411867432944	0.713347966269582	0.587580238311616	0.600542162100521	0.459111923116341	0.514242974703135	0.556441117360539	0.50404825066381	0.535787194843944	0.633178266004993	0.693892716151606	1	0.251776949598532
AT1G01700;A3:1:260603-260670:260582-260670:-	0	0	0	0	0	0	0	0	0	0	0.17630106889894	0	0.0715114054963605	0.155844567953247	0
AT1G01700;RI:1:259690:260034-260118:260417:-	0	0	0	0	0	0	0	0	0	0.0794738801507339	0.644707085536137	0.287542126745713	0	1	1
AT1G01700;RI:1:260118:260417-260508:260582:-	0	0	0	0	0	0	0	0	0.161361146451795	0	0	0	0	1	1
AT1G01740;A3:1:272555-272651:272531-272651:-	0.777364935647017	0.885024540982348	0.694829766119205	0.73145107853734	0.698503643605292	0.738818487961655	0.603202759339462	0.722914962499272	0.732968000422182	0.562933834401978	0.845155666037452	0.728945304013548	0.72843283957979	0.531385366501057	0.810282277167352
AT1G01740;A3:1:274289-274384:274249-274384:-	0.777364935647017	0.542228982782943	0.407170733818813	0.651346140076309	0.579529997446677	0.659013042887081	0.568993813410949	0.528207197811035	0.687947224974877	0.301605873351026	0.391610230385432	0.469657730804228	0.474563719986147	0.367292135425179	0.325114675447583
AT1G01740;A5:1:274083-274167:274083-274171:-	0.439212532366558	0.114975459017651	0.690159447593419	0.507889137795235	0.438832080111527	0.632008394860892	0.51327823551405	0.522920044166098	0.490969570203309	0.544197999599662	0.285057031278839	0.271054695986452	0.338847872246237	0.835906768924122	0.514832398280231
AT1G01800;A5:1:293756-294055:293752-294055:+	0	0.00341997756703132	0.00556045437916073	0.00168965205135462	0	0.00536713477486836	0	0.00519155769853591	0	0	0	0	0	0.206402486110822	0.22067682336714
AT1G01860;RI:1:305785:305934-306045:306287:-	1	1	1	0.829805621254893	0.719792191328855	1	1	1	0.904061192986696	0.376797184087437	1	0.40717318025519	1	1	1
AT1G01860;RI:1:305785:305934-306045:306310:-	0	0	0	0	0	0	0.0150898678979843	0	0.0541336392601001	0	0	0	0	0	0
AT1G01880_and_AT1G01890;A5:1:308318-308397:308318-308400:-	1	1	1	1	1	1	1	1	1	1	0.632897412903025	0.162856975636403	0.9295052529484	1	1
AT1G01910;A3:1:313452-313567:313418-313567:-	0.108207226012439	0.0972474761268582	0.0607443340779997	0.0915335368076683	0.0539823109803023	0.075019109627792	0.149706022938137	0.104392306048163	0.0698427109354431	0.268540837009264	0.241603509605186	0.195464484709395	0.189799371017831	0.183415667361229	0.0516092766210469
AT1G01910;SE:1:314802-314891:315015-315577:-	1	1	1	0.98334438793593	1	1	1	0.986840716851349	1	1	1	1	0.996260140671443	0.763323636278943	0.774395145586153
AT1G01920;A3:1:316440-316523:316440-316539:+	0.173811153331634	0.14606839320687	0.0217879583332473	0.0757791774378058	0.0877529038468068	0.0530668063698607	0.0409902752106212	0.100400981244131	0.0221254994242556	0.0235293707294421	0.0354245942030553	0.144964350738017	0.168802491668018	0.75104023413274	0.45498214706186
AT1G01920;A3:1:318201-318296:318201-318362:+	0.0046347728082004	0.0864221978892435	0.0263203295118387	0.00616610867154072	0.031215715256686	0.0327604740790989	0.025870051594166	0.0147120669996473	0.00939923248029125	0.0687830263864177	0.0570837746958447	0	0.0691366696731663	0.0312740361952795	0.0673964818037695
AT1G01920;RI:1:318565:318813-318986:319101:+	0.0601550500909047	0.130113286609884	0.10974154138897	0.0738798292676565	0.0429519160087711	0.0632108414998936	0.0690685142588601	0.0767611406568051	0.0442933167329278	0.140759927170614	0.0707528722194162	0.0522235896857492	0.0438443268286773	0.0730197640518766	0.0161394060145952
AT1G01950;A5:1:328555-328898:328504-328898:+	1	1	1	1	1	1	1	0.991919468727211	1	1	1	1	1	1	1
AT1G01950;RI:1:325913:326013-326106:326228:+	0.0721829184038976	0.0256957347615701	0.0573693072590204	0	0.0127760683239202	0	0.0248725817798302	0.0251560588420015	0.0440801830440568	0	0	0	0	0	0.0610022163999325
AT1G02010;RI:1:347824:348127-348212:348267:+	nan	0.199321021587651	0.436275793638119	0	0	1	1	0.136789660762355	0	1	1	nan	0.570592295884538	nan	0.0837649880295341
AT1G02010;RI:1:348880:348976-349067:349099:+	0	0.146000234613385	0.0684808517297527	0.162812529143036	0.0190462049057837	0	0	0.10141325147783	0.214794191592687	0	0	0	0.102667050803829	0	0.398401349733492
AT1G02010;RI:1:351412:351601-351737:351819:+	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
AT1G02010;RI:1:351412:351632-351729:351819:+	0.494852406249165	0.411384862537946	0.141069568768014	0.294181617023604	0.270151840090398	0.392099759352815	0.181017417970335	0.217692324657737	0.141300313178954	0.296031145354486	0.136155220096338	0.505308102836368	0.159278126235147	0	0.277005531639407
AT1G02080;A3:1:374922-375122:374922-375125:+	0.170957663792996	0.169827780741104	0.107045188060085	0.164797016554403	0.225088979786549	0.0810796247856838	0.132112884032382	0.104953982765592	0.0972851536780535	0.478571462003798	0.467225094161565	0.412222059802252	0.395057702665808	0.266232294442002	0.418804237390983
AT1G02080;A3:1:380003-380086:380003-380089:+	0.193621528085682	0.218802432260588	0.213481721521681	0.240525932337097	0.218459364401484	0.182580835322794	0.197179462313144	0.294766695827566	0.210587074740488	0.173637018523984	0.193752413060754	0.274618279883498	0.190433776193405	0.452569997874014	0.581195762609017
AT1G02090;A3:1:387672-388268:387655-388268:-	0.859030867695772	0.814362645679883	0.74567585030655	0.793124144821892	0.689667176103613	0.72088591684505	0.817720578399826	0.720663247078841	0.814027729311214	0.803672337350454	0.833122966704789	0.743894699184173	0.802010115881021	0.775378780875493	0.792689385660665
AT1G02090;RI:1:387584:387655-388268:388406:-	0.167494414814872	0.151974074257753	0.296141028801793	0.244314039037642	0.20039065712301	0.145603734542364	0.27519718731198	0.169608185915015	0.239211085705263	0.435273002982855	0.44068191572801	0.313761876188834	0.450422771576905	0.177366053864355	0.2112625856904
AT1G02090;RI:1:387584:387672-388268:388406:-	0.0319610659800716	0.0392481449049406	0.125491544996145	0.077770470912201	0.101340477587296	0.0618982442500509	0.078031990874237	0.0733617494767916	0.0670191407010808	0.158454095505669	0.136305663889604	0.136001966816997	0.168279808536902	0.0587879382305173	0.0654643017299301
AT1G02100;A5:1:392076-392262:392072-392262:+	0.0304198921504769	0.0292825086509914	0.00723552922378605	0.0544414966256969	0.055068938310901	0.0471042676250826	0.0875939916095011	0.071263752162331	0.0782547871301177	0	0	0	0	0	0
AT1G02120;A3:1:398713-398905:398713-399011:+	0.65779781221737	0.70132719879968	0.958144240454302	0.832519771911969	0.796200520938769	0.904225669461924	0.853496421934738	0.951586758732617	0.547840924702851	0.863460883419864	0.772021214383181	0.821717095270405	0.677326355915528	0.442385811278362	0.870827996606839
AT1G02120;RI:1:398905:398966-399068:399110:+	0.0608711453805177	0.0713445576427026	0.0698815859508165	0.0580016330222097	0.0685403564445163	0.0959706622366561	0.0831232982036088	0.0889156335582234	0.0824562064224593	0.103376342383223	0.157293112550966	0.0763298058782333	0.103190371849561	0.0453039801479382	0.0982947832845479
AT1G02145;A3:1:405110-405230:405110-405242:+	0.968286186991494	1	1	1	1	0.996241425722158	1	1	1	1	1	1	1	1	1
AT1G02145;RI:1:404757:404842-404912:404953:+	0.0521778835555617	0.0829795232387605	0.0287136209029124	0.0379514424091745	0.0424642359936336	0.0644382635158969	0.0621505039334198	0.0302476175962978	0.0719334563055786	0.0221195994926518	0.0550909605851183	0.0168554888676562	0.0461664353415786	0.113482130899362	0.0465638094385108
AT1G02190;A3:1:416435-416731:416435-416743:+	1	0.983437771242018	0	0	0	0	1	0	0	0	0	0	1	1	1
AT1G02205;A3:1:421633-421720:421633-421735:+	0.18652212007835	0.159135885030402	0.291862716115414	0.323500479347725	0.18301775038276	0.332520244878297	0.219924646200908	0.222833024503913	0.232070396869082	0.191711308135793	0.190633850197718	0.301036476240048	0.296910165283139	0.395957525253403	0.511820275016449
AT1G02205;RI:1:419297:419529-419675:419894:+	0.205683396089183	0.229632863096156	0.348716144184189	0.395369228050934	0.387478416314657	0.450648584539766	0.470677536766615	0.404718943754554	0.355885192067025	0.491406044217978	0.415723296259755	0.262901716948585	0.301070763356808	0.405166346476943	0.369177148836551
AT1G02205;RI:1:419297:419894-420514:420889:+	0.0853827968003679	0.0690863030956666	0.0588340892232342	0.0567303984037623	0.0727416937618391	0.0366270530121565	0.0756417337445923	0.0634925257303169	0.0451998049245003	0.0271380263641036	0.00967383033059457	0.0757375611083583	0.0414085225887523	0.0796239013944347	0.0566534753598922
AT1G02260;RI:1:441398:442620-442718:442972:-	0.323532449816449	0.0661370186464808	0.378939630020827	0.133965196509004	0.214154607036833	0.247423498483134	0.123193709722914	0.225163987377054	0.109045063179494	0.124321926380714	0.201358233876648	0.0927524717557007	0.206666489431499	0.0660448621221373	0.0507235418372973
AT1G02270;RI:1:445648:445752-445844:445942:-	0	0	0	0.00361138744608127	0	0	0	0.00682989571256526	0	0	0	0	0	0	0
AT1G02280;A3:1:450258-450361:450251-450361:-	0.79370676462712	0.859417018151483	0.853522558263821	0.858228979683336	0.844186168427964	0.804481278530071	0.837221023933904	0.826227285193349	0.81300078456183	0.78473515044301	0.829839268394194	0.866830887943936	0.85479649153507	0.852175634304582	0.762843224433213
AT1G02410;A5:1:491114-491234:491006-491234:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G02410;RI:1:490925:491114-491234:491379:+	1	1	1	1	1	1	1	1	1	1	nan	1	1	1	1
AT1G02440;SE:1:496899-496972:497091-497165:-	0.554454432694398	nan	0.856572991961089	1	nan	1	1	1	1	1	0.559767733710484	1	nan	0.575791176393853	0.374690398018547
AT1G02500;A3:1:518378-519033:518378-519036:+	0.0899479740731195	0.0866726520024258	0.30859157181184	0.160051230879756	0.188681914827801	0.204904108371634	0.201063812696332	0.193184498416412	0.14644668243431	0.396658669932778	0.302798650565133	0.243908259882817	0.263518686765785	0.729379068662765	0.696466899274471
AT1G02520;AF:1:523536:523675-524125:523703:523876-524125:+	1	1	1	1	0.972876696576631	0.948154817098223	1	1	1	1	1	1	1	1	1
AT1G02530;RI:1:533079:533345-533453:533716:+	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT1G02610;RI:1:553019:553261-553395:553490:-	0.244386977554282	0	0.0785150766136555	0.157626661843957	0.195197267542157	0.176038628852914	0.216667438041621	0.212626834171915	0.180651002861663	0.172899137533062	0.177893749159004	0.254234618970375	0.169458216411103	0	0
AT1G02630;RI:1:560610:561320-561453:561695:-	1	1	nan	1	1	1	1	1	1	1	0.689582522689707	1	1	0	1
AT1G02650;RI:1:568558:568739-568832:569223:+	0	0.254885780152992	0.033164553623819	0.0163843642587424	0.014667573256082	0.0397651993285714	0.0789017754354852	0.0241602077666676	0.00871933141065671	0	0.048949012094733	0.21347724919344	0.391085369415921	0	0
AT1G02670;A5:1:577941-577979:577906-577979:+	0	0.137739804452393	0	0	0	0	0.0992547502885022	0.103563098903149	0.00606567473824111	0	0	0	0	0	0
AT1G02670;A5:1:578079-578181:578052-578181:+	0	0.137739804452393	0	0	0	0	0.0992547502885022	0.103563098903149	0.00606567473824111	0	0	0	0	0	0
AT1G02670;RI:1:576850:576912-576994:577592:+	0.458218848191555	0.137739804452393	0.251764719804505	0.155114635964672	0.0609529184443884	0.31643447874428	0.0992547502885022	0.159388535710954	0.293453488497736	0.214695125348895	0	0	0.488636421891207	0.847551724029159	0.282665650236159
AT1G02670;RI:1:579879:579967-580050:580130:+	0.233979561412418	0.522946236754788	0.216756307924129	0.398709206003845	0.263363797206915	0.287248008391372	0.23962820351687	0.187611450961577	0.293453488497736	0.886271649215588	0.618472115784069	0.140221029488791	0.488636421891207	0.706982073629656	0.712000385753747
AT1G02690;A3:1:585685-585776:585685-585779:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665875102938903	0.573949291776147
AT1G02840;A3:1:626828-626913:626828-626917:+	0.883470937399061	0.882158573715202	0.88879197550164	0.915779422636283	0.904454578385992	0.904361259122475	0.905366282464919	0.899386212728149	0.932141831598613	0.91551855473095	0.911314743162822	0.908463101486731	0.915339379273738	0.949385248448319	0.968390723497694
AT1G02840;A3:1:628469-628777:628469-628935:+	0.387061000540292	0.432483930950796	0.348394454062923	0.300686511528105	0.301969830711019	0.310162644474759	0.288897033347546	0.338867931981523	0.246131352721319	0.565961279822394	0.615117315065616	0.642122201786358	0.52803429085051	0.278050647886948	0.202837959336033
AT1G02840;A3:1:628469-628777:628469-629288:+	0.215318677831006	0.217020195523811	0.212037218978212	0.176079241140134	0.24154357105012	0.222407218187907	0.236403796670981	0.239252642408828	0.141161414079412	0.114332342899809	0.120161971213356	0.131230538302425	0.124568762577797	0.0671451651688648	0.0469238560592799
