	CRR341293	CRR341294
AT1G01700;A3:1:260603-260670:260582-260670:-	0.732091916701398	0.0566477742124619
AT1G01700;RI:1:259690:260034-260118:260417:-	nan	nan
AT1G01700;RI:1:260118:260417-260508:260582:-	nan	1
AT1G01740;A3:1:272555-272651:272531-272651:-	0.830839322843441	0.700277244657821
AT1G01740;A3:1:274289-274384:274249-274384:-	0.142931973693959	0.495216708771794
AT1G01740;A5:1:274083-274167:274083-274171:-	0.857068026306041	0.794939464113974
AT1G01800;A5:1:293756-294055:293752-294055:+	0.238749124477561	0.27143017698213
AT1G01860;RI:1:305785:305934-306045:306287:-	nan	1
AT1G01860;RI:1:305785:305934-306045:306310:-	0.0336469385096658	0
AT1G01880_and_AT1G01890;A5:1:308318-308397:308318-308400:-	1	1
AT1G01910;A3:1:313452-313567:313418-313567:-	0.0322605812017759	0.152652398564459
AT1G01910;SE:1:314802-314891:315015-315577:-	0.797075520879889	0.752149267598899
AT1G01920;A3:1:316440-316523:316440-316539:+	0.638545793929653	0.689273834126133
AT1G01920;A3:1:318201-318296:318201-318362:+	0	0.229968393249859
AT1G01920;RI:1:318565:318813-318986:319101:+	0.0835408645759354	0.0386076768722895
AT1G01950;A5:1:328555-328898:328504-328898:+	1	1
AT1G01950;RI:1:325913:326013-326106:326228:+	0.0358763785540273	0
AT1G02010;RI:1:347824:348127-348212:348267:+	0	0
AT1G02010;RI:1:348880:348976-349067:349099:+	0.543502806899116	0.493610998770396
AT1G02010;RI:1:351412:351601-351737:351819:+	0.353973987600724	1
AT1G02010;RI:1:351412:351632-351729:351819:+	0.127051836633776	0.22972177651443
AT1G02080;A3:1:374922-375122:374922-375125:+	0.300186795332526	0.233795612882922
AT1G02080;A3:1:380003-380086:380003-380089:+	0.44935970706795	0.328751226483878
AT1G02090;A3:1:387672-388268:387655-388268:-	0.880890110059605	0.766833594591482
AT1G02090;RI:1:387584:387655-388268:388406:-	0.261107234015134	0.162068330138028
AT1G02090;RI:1:387584:387672-388268:388406:-	0.0456029228881374	0.0555438764023277
AT1G02100;A5:1:392076-392262:392072-392262:+	0	0.00832310687652512
AT1G02120;A3:1:398713-398905:398713-399011:+	0.945755670824516	1
AT1G02120;RI:1:398905:398966-399068:399110:+	0.0819852821909885	0.071264507295265
AT1G02145;A3:1:405110-405230:405110-405242:+	1	1
AT1G02145;RI:1:404757:404842-404912:404953:+	0.149298807323238	0.0276531295366634
AT1G02190;A3:1:416435-416731:416435-416743:+	0	0
AT1G02205;A3:1:421633-421720:421633-421735:+	0.379158585769671	0.426373315280554
AT1G02205;RI:1:419297:419529-419675:419894:+	0.591032720684221	0.463895979333459
AT1G02205;RI:1:419297:419894-420514:420889:+	0.0665012296289906	0
AT1G02260;RI:1:441398:442620-442718:442972:-	0.164878831863155	0.146945907284788
AT1G02270;RI:1:445648:445752-445844:445942:-	0.116043064554764	0
AT1G02280;A3:1:450258-450361:450251-450361:-	0.684985541084391	0.804978201724113
AT1G02410;A5:1:491114-491234:491006-491234:+	0	0
AT1G02410;RI:1:490925:491114-491234:491379:+	1	1
AT1G02440;SE:1:496899-496972:497091-497165:-	0.545044785576452	nan
AT1G02500;A3:1:518378-519033:518378-519036:+	0.704817454361332	0.712112645078258
AT1G02520;AF:1:523536:523675-524125:523703:523876-524125:+	1	0.495428534951142
AT1G02530;RI:1:533079:533345-533453:533716:+	0	0
AT1G02610;RI:1:553019:553261-553395:553490:-	0	0
AT1G02630;RI:1:560610:561320-561453:561695:-	1	1
AT1G02650;RI:1:568558:568739-568832:569223:+	0	0.271131416911787
AT1G02670;A5:1:577941-577979:577906-577979:+	0	0
AT1G02670;A5:1:578079-578181:578052-578181:+	0	0
AT1G02670;RI:1:576850:576912-576994:577592:+	0.0899659991692105	1
AT1G02670;RI:1:579879:579967-580050:580130:+	0.24397971715146	1
AT1G02690;A3:1:585685-585776:585685-585779:+	0.532435803471836	0.402943553728829
AT1G02840;A3:1:626828-626913:626828-626917:+	0.959124355118802	0.962758775813449
AT1G02840;A3:1:628469-628777:628469-628935:+	0.257288852347454	0.264630554491916
AT1G02840;A3:1:628469-628777:628469-629288:+	0.0529719182535124	0.0501958870926962
AT1G02840;A3:1:628469-628935:628469-629288:+	0.139019337111664	0.128053003198123
AT1G02850;A3:1:631858-631928:631858-632009:+	0.324503797368263	0.329604809334438
AT1G02850;A3:1:632806-632881:632806-632884:+	0.213906035422219	0.272719775775258
AT1G02850;RI:1:631603:631858-631928:632043:+	0.550856122788687	0.655347820393849
AT1G02850;RI:1:631603:631858-632009:632043:+	0.370745505529018	0.483170709327648
AT1G02850;RI:1:632528:632615-632716:632806:+	0.070781415959217	0.112552179307874
AT1G02860;A3:1:636886-636978:636886-636984:+	1	1
AT1G02880;A3:1:644261-644350:644256-644350:-	0.661293676884977	0.644053027852263
AT1G02880;A5:1:643949-644142:643949-644160:-	0.0160003871947703	0
AT1G02880;RI:1:643877:643949-644142:644256:-	0.788633839852707	nan
AT1G02880;RI:1:643877:643949-644160:644256:-	0.16917739224986	0
AT1G02880;RI:1:643877:643949-644160:644261:-	0.0408067386269804	0.0684457106075707
AT1G02890;SE:1:646310-646406:646489-646567:-	1	1
AT1G02910;RI:1:656134:656234-656317:656505:-	0	0.0160091485986856
AT1G02950;A3:1:666262-666351:666256-666351:-	0.361389243826626	0
AT1G02950;A5:1:665777-665858:665777-665862:-	0	0
AT1G02960;A3:1:667464-667541:667437-667541:-	0.457398762576815	0.742609089653559
AT1G02960;RI:1:667151:667281-667373:667437:-	0	0
AT1G02960;RI:1:667151:667281-667373:667464:-	0.410296372938333	0
AT1G02960;RI:1:667151:667281-667373:667641:-	1	1
AT1G02960;RI:1:667151:667437-667541:667641:-	1	1
AT1G02960;RI:1:667151:667464-667541:667641:-	0.572313920113633	1
AT1G02960;RI:1:667373:667437-667541:667641:-	0	0
AT1G02960;RI:1:667373:667464-667541:667641:-	0	0
AT1G02990;A3:1:682092-682243:681921-682243:-	0.111624511453576	0
AT1G02990;A3:1:686605-686679:686597-686679:-	0.839591883823141	1
AT1G02990;A5:1:687009-687107:687009-687115:-	1	1
AT1G02990;RI:1:686844:687009-687107:687315:-	0.180563419685658	0
AT1G02990;RI:1:686844:687009-687115:687315:-	1	nan
AT1G02990;SE:1:682892-683023:683077-683175:-	0	0
AT1G03010;AF:1:693190:693571-694117:693934:694038-694117:+	1	1
AT1G03040;A3:1:705656-706101:705641-706101:-	0.637688966513148	0.631743742855331
AT1G03055;RI:1:710695:710801-710955:711016:-	0.111062518525451	0.0431396659493801
AT1G03060;A3:1:726347-726710:726344-726710:-	0.689754975080892	0.816923890662486
AT1G03060;RI:1:715660:718415-718503:718662:-	0.689754975080892	0.479263390993677
AT1G03070;A5:1:730056-730140:730023-730140:+	0	nan
AT1G03070;RI:1:729830:730023-730140:730415:+	0.252330280023856	1
AT1G03070;RI:1:729830:730056-730140:730415:+	1	1
AT1G03080;A3:1:737437-737562:737420-737562:-	0.580195318463652	0.806354959558342
AT1G03080;RI:1:737233:737420-737562:737624:-	0.806071376327218	0.896697632441408
AT1G03080;RI:1:737233:737437-737562:737624:-	0.750467443924203	0.675805391936936
AT1G03090;SE:1:741065-741148:741207-741509:+	0.512794402824845	0.446885041902461
AT1G03120;A5:1:752712-752982:752660-752982:+	0	0
AT1G03160;A5:1:764866-765025:764831-765025:+	0.983456438924263	0.939013932600448
AT1G03160;A5:1:764931-765025:764831-765025:+	0.272294783925026	0
AT1G03160;A5:1:764931-765025:764866-765025:+	0.00625507653991916	0
AT1G03160;SE:1:763430-763980:764066-764157:+	0.868754940437012	1
AT1G03180;A3:1:774153-774224:774153-774231:+	0	0.14539430690436
AT1G03180;A3:1:774153-774224:774153-774247:+	nan	1
AT1G03180;A3:1:774153-774231:774153-774247:+	1	1
AT1G03180;RI:1:773358:773691-774096:774153:+	nan	1
AT1G03200_and_AT1G03210;RI:1:783318:783596-783681:783842:+	0.0691285732058795	0.151735384649065
AT1G03250;A3:1:794198-794328:794180-794328:-	0.0172829394495444	0
AT1G03280;A3:1:803117-803201:803117-803543:+	1	1
AT1G03280;A3:1:803117-803201:803117-803565:+	0.00247410823522434	0.0030130877521892
AT1G03280;A3:1:803117-803543:803117-803565:+	0	0
AT1G03290;A3:1:808822-808913:808822-808979:+	0	1
AT1G03290;A5:1:807631-807951:807510-807951:+	0.641954400692432	0.586793130832368
AT1G03290;RI:1:808532:808822-808913:809214:+	1	0.595213154314319
AT1G03290;RI:1:808532:808822-808979:809214:+	0.498449791389623	1
AT1G03290;SE:1:807510-807592:807631-807951:+	0	0
AT1G03310;A5:1:813604-813929:813581-813929:+	0.675345309543601	0.494671504457149
AT1G03370;RI:1:833694:833956-834254:834419:+	0.072144617150317	0.105744915550401
AT1G03430;RI:1:848998:849070-849179:849621:+	0.0253377929305086	0.0138352573157647
AT1G03457;A3:1:862640-862753:862613-862753:-	0.326306386140307	0
AT1G03470;A3:1:867520-867630:867511-867630:-	0.158973435945508	0.477925128969669
AT1G03470;A5:1:867520-867626:867520-867630:-	0	0
AT1G03470;RI:1:867409:867520-867626:867733:-	nan	1
AT1G03470;RI:1:867409:867520-867630:867733:-	0	0.120317306215853
AT1G03610;RI:1:902170:902347-902425:903070:+	0.0593407018860931	0.0380346561039179
AT1G03620;A3:1:906361-907128:906023-907128:-	0.734517410758171	nan
AT1G03620;A3:1:906361-907128:906356-907128:-	0.769355554433636	0
AT1G03620;A5:1:905784-905911:905784-905943:-	0.0723501117640592	0
AT1G03620;A5:1:906023-906135:906023-906314:-	0.698234514546804	0.584247686343101
AT1G03620;AF:1:906023-906135:906803:906023-907128:907511:-	0	nan
AT1G03620;AF:1:906023-906314:906803:906023-907128:907511:-	0	1
AT1G03620;AF:1:906023-906314:906846:906023-907128:907511:-	0.263876579162094	nan
AT1G03620;RI:1:905667:905784-905911:906023:-	0	nan
AT1G03620;RI:1:905667:905784-905943:906023:-	0	0
AT1G03620;RI:1:905667:905784-905943:906653:-	1	1
AT1G03620;RI:1:905943:906023-906314:906361:-	1	nan
AT1G03620;SE:1:906023-906135:906356-907128:-	0.453382919628155	1
AT1G03620;SE:1:906023-906314:906356-907128:-	0	1
AT1G03620;SE:1:906023-906314:906361-907128:-	0	nan
AT1G03630;A3:1:907947-908033:907947-908039:+	0.227070661198509	0.224708326200161
AT1G03720;A5:1:925208-925279:925208-925303:-	nan	nan
AT1G03770;A3:1:944982-945111:944982-945117:+	0.872967310093991	0.629362515034023
AT1G03770;A5:1:947019-947123:947001-947123:+	0	0
AT1G03770;RI:1:945111:945168-945472:945530:+	0	0.0227480592768435
AT1G03770;RI:1:945472:945530-945780:945861:+	0.0129294313382622	0
AT1G03780;A3:1:948640-948697:948595-948697:-	0.0140215227489109	0.0175780577037677
AT1G03780;SE:1:948816-948912:948992-949076:-	0.985978477251089	0.982421942296232
AT1G03780;SE:1:949621-949734:949796-949883:-	0.985978477251089	0.982421942296232
AT1G03830;SE:1:965736-965823:965888-965996:-	0.435085452425687	0.568843790479143
AT1G03840;A3:1:969711-969908:969705-969908:-	0.517375407607488	0.143104289956801
AT1G03850;A5:1:976501-977280:976501-977368:-	0	0
AT1G03860;A5:1:981160-981563:981160-981773:-	0.0253929144582151	0
AT1G03860;RI:1:980778:980894-980987:981160:-	0.05901947065598	0.0293229338469636
AT1G03905;A5:1:993951-994046:993631-994046:+	0	0
AT1G03905;RI:1:993400:993631-993706:993951:+	0	0
AT1G03905;RI:1:993400:993631-994046:994206:+	0.19906734174954	0.0512111111321664
AT1G03905;RI:1:993400:993951-994046:994206:+	1	1
AT1G03905;SE:1:993631-993706:993951-994046:+	0.259114602243589	0.236000656138776
AT1G03910;SE:1:997895-998169:998300-998420:+	0	0
AT1G03920;RI:1:1001116:1001301-1001436:1001747:+	0	0
AT1G03920;RI:1:1001436:1001747-1001809:1002067:+	0	0
AT1G03960;A3:1:1014237-1014334:1014237-1014414:+	0.616219285994927	1
AT1G03960;A3:1:1014543-1014621:1014543-1014635:+	1	1
AT1G03960;RI:1:1013652:1014237-1014334:1014543:+	nan	1
AT1G03960;RI:1:1017058:1017183-1017332:1017481:+	0.189996396124631	0.216193041354757
AT1G03960;SE:1:1014543-1014621:1014676-1014767:+	0.252716379372377	0.302345594487534
AT1G03960;SE:1:1014543-1014635:1014676-1014767:+	0	0
AT1G03980;RI:1:1020982:1021220-1021287:1021443:-	1	1
AT1G04053_and_AT1G01760;A5:1:276519-276623:276519-276706:-	0.155080847679767	0.0357536848158349
AT1G04080;A3:1:1052775-1053096:1052775-1053327:+	0.00765946325094127	0.00852187215801222
AT1G04080;A5:1:1053187-1053327:1052775-1053327:+	0.0453728668313722	0.0439814519713276
AT1G04120;A3:1:1065294-1065380:1065279-1065380:-	1	1
AT1G04120;RI:1:1068357:1068736-1068842:1070494:-	0.517243302036395	0.579013723421052
AT1G04140;A5:1:1076010-1076119:1076010-1076136:-	0.167390950617058	0.169416333637387
AT1G04160;RI:1:1095518:1095574-1095665:1095721:+	0.199352861178421	0.0254667581733735
AT1G04170;A5:1:1097286-1097399:1097120-1097399:+	0.00658304373458227	0.00963104660167256
AT1G04200;RI:1:1112861:1112950-1113072:1113191:+	0.0220765891986503	0.0359368522507081
AT1G04200;RI:1:1113507:1113564-1113786:1114155:+	0.0220765891986503	0.0359368522507081
AT1G04230;A3:1:1127256-1127434:1127256-1127437:+	0.328134656590992	0.37868762385802
AT1G04260_and_AT1G04270;A5:1:1142100-1142576:1142100-1142579:-	0.997525446154029	0.99685478098369
AT1G04280;RI:1:1146141:1146374-1146523:1147091:-	0.0736036748664898	0.0289993247398238
AT1G04300;A3:1:1152971-1153036:1152947-1153036:-	0.497095379711734	0.308446256574877
AT1G04300;A3:1:1153345-1153718:1153288-1153718:-	0.554494649551779	0.922451924740164
AT1G04300;RI:1:1152879:1152947-1153036:1153345:-	0	0.217591908631172
AT1G04300;RI:1:1153036:1153124-1153234:1153345:-	0.103516363749305	0.0527145206422584
AT1G04310;A5:1:1157139-1157546:1157139-1157651:-	0.160617963737751	0.112937480376878
AT1G04400;A3:1:1188073-1188187:1188006-1188187:-	0.85852056880534	0.896542784695257
AT1G04430;A5:1:1198637-1198788:1198326-1198788:+	0.357154203462704	0.392600939328481
AT1G04430;A5:1:1198681-1198788:1198326-1198788:+	0.0461288843671503	0
AT1G04430;A5:1:1198681-1198788:1198637-1198788:+	0.0800732648516532	0
AT1G04490;A3:1:1219371-1219794:1219352-1219794:-	0	nan
AT1G04490;A3:1:1219633-1219794:1219352-1219794:-	0.116210603112004	nan
AT1G04490;A3:1:1219633-1219794:1219371-1219794:-	1	nan
AT1G04490;AF:1:1219906-1219999:1220137:1219906-1220829:1220899:-	0	0
AT1G04490;RI:1:1217690:1218181-1218282:1219633:-	1	nan
AT1G04490;RI:1:1218282:1219352-1219579:1219633:-	nan	0
AT1G04490;RI:1:1218282:1219352-1219794:1219980:-	nan	nan
AT1G04490;RI:1:1218282:1219371-1219794:1219980:-	nan	nan
AT1G04490;RI:1:1218282:1219633-1219794:1219980:-	nan	nan
AT1G04490;SE:1:1219352-1219579:1219633-1219794:-	0	1
AT1G04500;AF:1:1223181-1223272:1223402:1223181-1224194:1224372:-	1	nan
AT1G04500;RI:1:1221956:1222081-1222174:1222365:-	0	1
AT1G04570;A3:1:1248003-1248117:1247992-1248117:-	1	0
AT1G04590;A3:1:1259228-1259358:1259219-1259358:-	0	0
AT1G04643;RI:1:2538664:2539064-2539113:2539548:-	NA	NA
AT1G04700;A3:1:1316437-1316612:1316437-1316679:+	0.197420980362528	1
AT1G04730;A3:1:1330607-1330680:1330590-1330680:-	0.806601472836445	0.92404267870425
AT1G04730;A5:1:1330346-1330474:1330346-1330508:-	1	0.863905753637473
AT1G04750;A3:1:1333160-1333237:1332730-1333237:-	0	0.00121134325774133
AT1G04750;A5:1:1332730-1332849:1332730-1333237:-	0	0
AT1G04750;RI:1:1332589:1332730-1332849:1333160:-	0	1
AT1G04750;RI:1:1332849:1333160-1333237:1333260:-	0	nan
AT1G04750;SE:1:1332730-1332849:1333160-1333237:-	0.0196092088214092	0
AT1G04830;SE:1:1359899-1360225:1360353-1360438:-	0.481223642695034	0.744673143619115
AT1G04837_and_AT1G11100;A5:1:3708469-3708557:3708469-3708585:-	0.234131623609278	0.175331238671205
AT1G04837_and_AT1G11100;A5:1:3708806-3708978:3708806-3708981:-	0.234131623609278	0.175331238671205
AT1G04837_and_AT1G11100;RI:1:3705705:3706056-3706189:3706548:-	1	1
AT1G04850;AF:1:1367934-1368075:1368461:1367934-1368539:1368940:-	0.00124487390967248	0.00369402446136207
AT1G04870;A3:1:1375221-1375383:1375211-1375383:-	0.991129548217299	1
AT1G04930;A3:1:1397139-1397497:1397124-1397497:-	0	0.229664145259633
AT1G04930;SE:1:1397882-1398281:1398370-1398440:-	0	0
AT1G04945_and_AT1G04940;A3:1:1402520-1402596:1402520-1402623:+	nan	0
AT1G04945_and_AT1G04940;RI:1:1402067:1402520-1402623:1403103:+	1	0.850539842011436
AT1G04945_and_AT1G04940;SE:1:1399322-1399423:1399465-1399570:+	0.00339667066546278	0
AT1G04950;A5:1:1407205-1407314:1407205-1407429:-	0	0.230944720728378
AT1G04950;RI:1:1407059:1407205-1407314:1407530:-	1	0.393101109998039
AT1G04970;A3:1:1411623-1411877:1411623-1411915:+	0.136665451735838	0.0912879620162901
AT1G04970;RI:1:1411088:1411623-1411877:1412054:+	0.359179588660518	0.575825519929302
AT1G04970;RI:1:1411088:1411623-1411915:1412054:+	0.0814959468893337	0.120008517584921
AT1G04985_and_AT1G04990;A5:1:1419658-1419787:1419658-1419847:-	1	1
AT1G04985_and_AT1G04990;RI:1:1417326:1417390-1417974:1418046:-	0.0371554517623375	0.051199084790753
AT1G04985_and_AT1G04990;RI:1:1420448:1420564-1420825:1420881:-	0.118608450964296	0.051115956116002
AT1G05000;A3:1:1426109-1426235:1426109-1427899:+	0.0359612133818433	0.0415339183390759
AT1G05000;RI:1:1426235:1426330-1427899:1427956:+	0.221462889796899	1
AT1G05000;SE:1:1426109-1426235:1426330-1427899:+	0.115932124741921	0
AT1G05030;A3:1:1440659-1441003:1440646-1441003:-	0.120792392900004	0.111032321947204
AT1G05160_and_AT1G05170;A3:1:1489953-1490730:1489944-1490730:-	0.0869571491733136	0.452041311471101
AT1G05180;RI:1:1498114:1498440-1498566:1498746:-	0	0.00661472724365292
AT1G05180;RI:1:1501167:1501190-1501289:1501330:-	1	0.993385272756347
AT1G05200;A3:1:1505462-1505538:1505462-1505561:+	nan	1
AT1G05200;AF:1:1504941:1505153-1505561:1505186:1505462-1505561:+	1	1
AT1G05200;AF:1:1504941:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05200;AF:1:1504942:1505153-1505561:1505186:1505462-1505561:+	nan	1
AT1G05200;AF:1:1504942:1505153-1505561:1505266:1505462-1505561:+	nan	1
AT1G05200;AF:1:1504960:1505153-1505561:1505186:1505462-1505561:+	1	1
AT1G05200;AF:1:1504960:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05200;AF:1:1504996:1505153-1505561:1505186:1505462-1505561:+	1	1
AT1G05200;AF:1:1504996:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05227_and_AT1G16489;RI:1:5629982:5630118-5630227:5630314:+	NA	NA
AT1G05230;A3:1:1518226-1518570:1517057-1518570:-	0.0336009464452008	0
AT1G05230;A5:1:1513744-1513825:1513744-1513831:-	0.693048254003629	0.504504248481936
AT1G05230;A5:1:1517057-1517149:1517057-1517176:-	0	0.241320078245853
AT1G05230;A5:1:1517057-1517149:1517057-1518145:-	nan	0
AT1G05230;A5:1:1517057-1517149:1517057-1518181:-	0	0
AT1G05230;A5:1:1517057-1517176:1517057-1518145:-	nan	0
AT1G05230;A5:1:1517057-1517176:1517057-1518181:-	0	0
AT1G05230;A5:1:1517057-1518145:1517057-1518181:-	0	0.0676949334521808
AT1G05230;AF:1:1517057-1517149:1518089:1517057-1518570:1518794:-	0	0
AT1G05230;AF:1:1517057-1517176:1517248:1517057-1518570:1518794:-	0.392819986335692	0.610395926849837
AT1G05230;AF:1:1517057-1517176:1518089:1517057-1518570:1518794:-	0	0
AT1G05230;RI:1:1516783:1517057-1517149:1518089:-	nan	1
AT1G05230;RI:1:1516783:1517057-1517149:1518226:-	1	nan
AT1G05230;RI:1:1516783:1517057-1517176:1518089:-	nan	1
AT1G05230;RI:1:1516783:1517057-1517176:1518226:-	1	nan
AT1G05230;RI:1:1516783:1517057-1518145:1518226:-	1	0
AT1G05230;RI:1:1516783:1517057-1518181:1518226:-	0.0754657733581514	0
AT1G05230;RI:1:1517149:1517234-1518181:1518226:-	nan	0
AT1G05230;SE:1:1517057-1517149:1517234-1518181:-	0	0.387504192836587
AT1G05230;SE:1:1517057-1517149:1518226-1518570:-	0	0
AT1G05230;SE:1:1517057-1517176:1518226-1518570:-	0	0
AT1G05230;SE:1:1517057-1518145:1518226-1518570:-	0	0.0540995052059618
AT1G05230;SE:1:1517057-1518181:1518226-1518570:-	0.298717652731047	0.440615713818974
AT1G05280;RI:1:1534830:1535198-1535585:1535887:-	0	0.181073929205918
AT1G05320;A3:1:1553759-1554799:1553759-1554813:+	0.191078385304957	0.112928404742978
AT1G05320;A3:1:1553759-1554799:1553759-1554822:+	0.0247779655559243	0.111100582680267
AT1G05320;A3:1:1553759-1554813:1553759-1554822:+	0.0971156340664758	0.495406008582549
AT1G05320;A3:1:1553949-1554813:1553949-1554822:+	1	1
AT1G05320;A5:1:1553949-1554813:1553759-1554813:+	0	0
AT1G05320;A5:1:1553949-1554822:1553759-1554822:+	0	0
AT1G05320;AF:1:1553568:1553759-1554813:1553771:1553949-1554813:+	1	1
AT1G05320;RI:1:1553607:1553759-1553894:1553949:+	nan	0
AT1G05320;RI:1:1556945:1557079-1557176:1557328:+	0	0.0131765457805131
AT1G05320;SE:1:1553759-1553894:1553949-1554813:+	0.323266707505401	0.422183818241086
AT1G05360;RI:1:1565152:1565363-1565622:1565700:+	0.0481697389310752	0
AT1G05380;A5:1:1577148-1577222:1577127-1577222:+	0.643097603456206	0.769055971845735
AT1G05400;A5:1:1584588-1584681:1584581-1584681:+	0	0
AT1G05410;RI:1:1586908:1587124-1587206:1587278:-	1	1
AT1G05470;RI:1:1607871:1607942-1608523:1608780:-	0.066037172044059	0.0624574842389768
AT1G05540;RI:1:1639587:1640314-1640386:1640879:+	0.235336660971288	0.261070144750097
AT1G05550;A5:1:1642373-1642582:1642373-1642586:-	0	nan
AT1G05550;RI:1:1641650:1641791-1641875:1642373:-	1	0
AT1G05570;AF:1:1658699-1658807:1659079:1658699-1659256:1659437:-	0.0198320519440635	0
AT1G05570;AF:1:1658699-1658807:1659079:1658699-1659256:1659611:-	1	nan
AT1G05570;RI:1:1655120:1655162-1655286:1655457:-	0.529141293301779	0.559596706276685
AT1G05580;A5:1:1668455-1668536:1668455-1668540:-	nan	1
AT1G05590;A3:1:1669527-1669677:1669527-1669851:+	0	0
AT1G05590;RI:1:1669350:1669527-1669677:1670660:+	1	1
