	SRR14214600	SRR14214601
AT1G01560;RI:1:203267:203599-203760:203943:+	0	0
AT1G01560;RI:1:203267:203943-204029:204335:+	1	nan
AT1G01640;A3:1:231928-232398:231908-232398:-	1	0.967752767659182
AT1G01650;A3:1:237303-237504:237023-237504:-	0	0.00350140171712176
AT1G01650;A5:1:237023-237220:237023-237504:-	0	0.00899887609104437
AT1G01650;RI:1:236673:236784-236865:237023:-	0	0.0302635827727753
AT1G01670;AF:1:245264-245630:245676:245264-245877:246054:-	1	0
AT1G01690;A3:1:249306-249540:249306-249543:+	0.299344282045438	0.407759180582523
AT1G01690;A3:1:249930-250014:249930-250017:+	0.700655717954562	0.592240819417477
AT1G01700;A3:1:260603-260670:260582-260670:-	0	0.215385169565494
AT1G01700;RI:1:259690:260034-260118:260417:-	0.0847133782204748	0
AT1G01700;RI:1:260118:260417-260508:260582:-	0	0.0870679446159207
AT1G01740;A3:1:272555-272651:272531-272651:-	0.638113708022621	0.648753404713307
AT1G01740;A3:1:274289-274384:274249-274384:-	0.581661078024123	0.538246934638461
AT1G01740;A5:1:274083-274167:274083-274171:-	0.785736699864872	0.504413264772998
AT1G01800;A5:1:293756-294055:293752-294055:+	0	0
AT1G01860;RI:1:305785:305934-306045:306287:-	0.551304861397349	1
AT1G01860;RI:1:305785:305934-306045:306310:-	0	0
AT1G01880_and_AT1G01890;A5:1:308318-308397:308318-308400:-	1	1
AT1G01910;A3:1:313452-313567:313418-313567:-	0.138267611914311	0.14959129385589
AT1G01910;SE:1:314802-314891:315015-315577:-	1	1
AT1G01920;A3:1:316440-316523:316440-316539:+	0.207646385536626	0.028204187421689
AT1G01920;A3:1:318201-318296:318201-318362:+	0.0479929150144652	0.0407210851893497
AT1G01920;RI:1:318565:318813-318986:319101:+	0.143643878902032	0.0770774239396834
AT1G01950;A5:1:328555-328898:328504-328898:+	1	1
AT1G01950;RI:1:325913:326013-326106:326228:+	0	0.017760102268108
AT1G02010;RI:1:347824:348127-348212:348267:+	1	0.291870984890386
AT1G02010;RI:1:348880:348976-349067:349099:+	0	0.194363479479751
AT1G02010;RI:1:351412:351601-351737:351819:+	1	1
AT1G02010;RI:1:351412:351632-351729:351819:+	0.328354521304207	0.150033042128068
AT1G02080;A3:1:374922-375122:374922-375125:+	0.088935117672858	0.0866445486375908
AT1G02080;A3:1:380003-380086:380003-380089:+	0.262627428799425	0.284928434940339
AT1G02090;A3:1:387672-388268:387655-388268:-	0.853447678054183	0.692887198874088
AT1G02090;RI:1:387584:387655-388268:388406:-	0.536870130224644	0.354952891693271
AT1G02090;RI:1:387584:387672-388268:388406:-	0.166012820118542	0.196077895643972
AT1G02100;A5:1:392076-392262:392072-392262:+	0.0278600605952385	0.0173066494883823
AT1G02120;A3:1:398713-398905:398713-399011:+	0.823443569628169	0.753683747559474
AT1G02120;RI:1:398905:398966-399068:399110:+	0.082528182338429	0.106741167120252
AT1G02145;A3:1:405110-405230:405110-405242:+	1	1
AT1G02145;RI:1:404757:404842-404912:404953:+	0.0401528064472677	0.0616082284137665
AT1G02190;A3:1:416435-416731:416435-416743:+	0	0
AT1G02205;A3:1:421633-421720:421633-421735:+	0.168035467200544	0.245014579795452
AT1G02205;RI:1:419297:419529-419675:419894:+	0	0.542915512741426
AT1G02205;RI:1:419297:419894-420514:420889:+	nan	0.0566119357518792
AT1G02260;RI:1:441398:442620-442718:442972:-	0.263156416994245	0.395492619820768
AT1G02270;RI:1:445648:445752-445844:445942:-	0.00848788246396624	0
AT1G02280;A3:1:450258-450361:450251-450361:-	0.868688736920191	0.820489098993977
AT1G02410;A5:1:491114-491234:491006-491234:+	0	0.0372149554532888
AT1G02410;RI:1:490925:491114-491234:491379:+	1	0.711667711452796
AT1G02440;SE:1:496899-496972:497091-497165:-	0.835609698186775	0.79197022944939
AT1G02500;A3:1:518378-519033:518378-519036:+	0.366595521232581	0.357198936443514
AT1G02520;AF:1:523536:523675-524125:523703:523876-524125:+	1	1
AT1G02530;RI:1:533079:533345-533453:533716:+	0	0
AT1G02610;RI:1:553019:553261-553395:553490:-	0.125590133972153	0.155920040381403
AT1G02630;RI:1:560610:561320-561453:561695:-	1	1
AT1G02650;RI:1:568558:568739-568832:569223:+	0	0
AT1G02670;A5:1:577941-577979:577906-577979:+	0	0
AT1G02670;A5:1:578079-578181:578052-578181:+	0	0
AT1G02670;RI:1:576850:576912-576994:577592:+	0	0.0870335009055744
AT1G02670;RI:1:579879:579967-580050:580130:+	0.333241006820621	0.319849505729602
AT1G02690;A3:1:585685-585776:585685-585779:+	0	0
AT1G02840;A3:1:626828-626913:626828-626917:+	0.90408065811068	0.91015072666744
AT1G02840;A3:1:628469-628777:628469-628935:+	0.542819733082791	0.472905901045379
AT1G02840;A3:1:628469-628777:628469-629288:+	0.126739226465409	0.12031076752479
AT1G02840;A3:1:628469-628935:628469-629288:+	0.108921790779466	0.132273145226898
AT1G02850;A3:1:631858-631928:631858-632009:+	0.211266531866922	0.195394992264607
AT1G02850;A3:1:632806-632881:632806-632884:+	0.065328089903353	0.03931246753831
AT1G02850;RI:1:631603:631858-631928:632043:+	0.856684400130458	0.881630713817061
AT1G02850;RI:1:631603:631858-632009:632043:+	0.615552373551085	0.643969651168137
AT1G02850;RI:1:632528:632615-632716:632806:+	0.0857695809903027	0.0962145580951795
AT1G02860;A3:1:636886-636978:636886-636984:+	1	0.972008962507466
AT1G02880;A3:1:644261-644350:644256-644350:-	0.376422501316049	0.53852772365767
AT1G02880;A5:1:643949-644142:643949-644160:-	0.0979590188912747	0.051066920764293
AT1G02880;RI:1:643877:643949-644142:644256:-	0	0.506768685066959
AT1G02880;RI:1:643877:643949-644160:644256:-	0	0.107870387371382
AT1G02880;RI:1:643877:643949-644160:644261:-	0.250258984027311	0.178913625564329
AT1G02890;SE:1:646310-646406:646489-646567:-	1	1
AT1G02910;RI:1:656134:656234-656317:656505:-	0.0383470019320725	0.027479503462725
AT1G02950;A3:1:666262-666351:666256-666351:-	0	0.0993788054177931
AT1G02950;A5:1:665777-665858:665777-665862:-	0	0
AT1G02960;A3:1:667464-667541:667437-667541:-	0.773751429798238	0.725025248617883
AT1G02960;RI:1:667151:667281-667373:667437:-	0.169342995487001	0.317726736393893
AT1G02960;RI:1:667151:667281-667373:667464:-	0.404417914177049	0.173830940664945
AT1G02960;RI:1:667151:667281-667373:667641:-	0.669830303799863	0.6499606356161
AT1G02960;RI:1:667151:667437-667541:667641:-	0.902651807812684	0.787803263523311
AT1G02960;RI:1:667151:667464-667541:667641:-	0.531683427469112	0.720172176439987
AT1G02960;RI:1:667373:667437-667541:667641:-	0.482340930830054	0.482165019955222
AT1G02960;RI:1:667373:667464-667541:667641:-	0.275358265320659	0.225784969747905
AT1G02990;A3:1:682092-682243:681921-682243:-	0.0112034489387246	0.0428899612530226
AT1G02990;A3:1:686605-686679:686597-686679:-	1	1
AT1G02990;A5:1:687009-687107:687009-687115:-	0	nan
AT1G02990;RI:1:686844:687009-687107:687315:-	nan	nan
AT1G02990;RI:1:686844:687009-687115:687315:-	0	nan
AT1G02990;SE:1:682892-683023:683077-683175:-	0	0
AT1G03010;AF:1:693190:693571-694117:693934:694038-694117:+	1	1
AT1G03040;A3:1:705656-706101:705641-706101:-	0.872378029329451	0.846317386614065
AT1G03055;RI:1:710695:710801-710955:711016:-	0.244306413996151	0
AT1G03060;A3:1:726347-726710:726344-726710:-	0.808240167272304	0.945791808543814
AT1G03060;RI:1:715660:718415-718503:718662:-	0.808240167272304	0.867977330662419
AT1G03070;A5:1:730056-730140:730023-730140:+	0	0
AT1G03070;RI:1:729830:730023-730140:730415:+	0.514459903238356	0.42503013053737
AT1G03070;RI:1:729830:730056-730140:730415:+	1	1
AT1G03080;A3:1:737437-737562:737420-737562:-	0.74428496944653	0.865973655853501
AT1G03080;RI:1:737233:737420-737562:737624:-	0.491923236171088	0
AT1G03080;RI:1:737233:737437-737562:737624:-	0.249614342388969	0
AT1G03090;SE:1:741065-741148:741207-741509:+	0.693788433852673	0.783402469161955
AT1G03120;A5:1:752712-752982:752660-752982:+	0	0.150815210527645
AT1G03160;A5:1:764866-765025:764831-765025:+	0.953517150932154	0.98403838060255
AT1G03160;A5:1:764931-765025:764831-765025:+	0	0.678319924299704
AT1G03160;A5:1:764931-765025:764866-765025:+	0	0.0330726628529731
AT1G03160;SE:1:763430-763980:764066-764157:+	1	1
AT1G03180;A3:1:774153-774224:774153-774231:+	0.462621187912952	0.272862167461682
AT1G03180;A3:1:774153-774224:774153-774247:+	1	1
AT1G03180;A3:1:774153-774231:774153-774247:+	1	1
AT1G03180;RI:1:773358:773691-774096:774153:+	0.269291815302445	0.187962944256599
AT1G03200_and_AT1G03210;RI:1:783318:783596-783681:783842:+	0.0915881036630364	0.124421491506883
AT1G03250;A3:1:794198-794328:794180-794328:-	0.0133426990413735	0.0695073850041382
AT1G03280;A3:1:803117-803201:803117-803543:+	0.331777106440841	0.0416507319967034
AT1G03280;A3:1:803117-803201:803117-803565:+	0.0339495294458165	0.00860355675891626
AT1G03280;A3:1:803117-803543:803117-803565:+	0.0661011078739893	0.166443516475646
AT1G03290;A3:1:808822-808913:808822-808979:+	0	0
AT1G03290;A5:1:807631-807951:807510-807951:+	0.712176220960547	0.785914922478597
AT1G03290;RI:1:808532:808822-808913:809214:+	1	1
AT1G03290;RI:1:808532:808822-808979:809214:+	0.338041549721874	0.277811784760529
AT1G03290;SE:1:807510-807592:807631-807951:+	0	0.0748527126548794
AT1G03310;A5:1:813604-813929:813581-813929:+	0.705912160815459	0.745697230641674
AT1G03370;RI:1:833694:833956-834254:834419:+	0.065531799559474	0.0718816696937904
AT1G03430;RI:1:848998:849070-849179:849621:+	0.0672887636990783	0.0720753547100304
AT1G03457;A3:1:862640-862753:862613-862753:-	0.244209877762743	0.46838048500409
AT1G03470;A3:1:867520-867630:867511-867630:-	0.241758594071431	0.338891648341109
AT1G03470;A5:1:867520-867626:867520-867630:-	0	0
AT1G03470;RI:1:867409:867520-867626:867733:-	1	1
AT1G03470;RI:1:867409:867520-867630:867733:-	0.136979797844645	0.175639034201186
AT1G03610;RI:1:902170:902347-902425:903070:+	0.101929018086825	0.0613041737849302
AT1G03620;A3:1:906361-907128:906023-907128:-	0.140929659904135	0
AT1G03620;A3:1:906361-907128:906356-907128:-	0.157511804819585	0
AT1G03620;A5:1:905784-905911:905784-905943:-	0	0
AT1G03620;A5:1:906023-906135:906023-906314:-	0.543128932213283	0.732535354888329
AT1G03620;AF:1:906023-906135:906803:906023-907128:907511:-	1	nan
AT1G03620;AF:1:906023-906314:906803:906023-907128:907511:-	1	1
AT1G03620;AF:1:906023-906314:906846:906023-907128:907511:-	nan	nan
AT1G03620;RI:1:905667:905784-905911:906023:-	1	nan
AT1G03620;RI:1:905667:905784-905943:906023:-	0.0919269598910814	0
AT1G03620;RI:1:905667:905784-905943:906653:-	nan	1
AT1G03620;RI:1:905943:906023-906314:906361:-	1	nan
AT1G03620;SE:1:906023-906135:906356-907128:-	0.467363802300563	0.43834041224679
AT1G03620;SE:1:906023-906314:906356-907128:-	0	0
AT1G03620;SE:1:906023-906314:906361-907128:-	0	0
AT1G03630;A3:1:907947-908033:907947-908039:+	0.608090298843889	0.637075318230001
AT1G03720;A5:1:925208-925279:925208-925303:-	nan	nan
AT1G03770;A3:1:944982-945111:944982-945117:+	0.482033959982862	0.200481880100532
AT1G03770;A5:1:947019-947123:947001-947123:+	0	0
AT1G03770;RI:1:945111:945168-945472:945530:+	0.0338692886061307	0.0978344740827619
AT1G03770;RI:1:945472:945530-945780:945861:+	0	0.0605477723447288
AT1G03780;A3:1:948640-948697:948595-948697:-	0.0168485265550419	0.00421686874151675
AT1G03780;SE:1:948816-948912:948992-949076:-	0.983151473444958	0.995783131258483
AT1G03780;SE:1:949621-949734:949796-949883:-	0.983151473444958	0.995783131258483
AT1G03830;SE:1:965736-965823:965888-965996:-	0.639232204458282	0.612198599948146
AT1G03840;A3:1:969711-969908:969705-969908:-	0.301360090851464	1
AT1G03850;A5:1:976501-977280:976501-977368:-	0	0.144446627881271
AT1G03860;A5:1:981160-981563:981160-981773:-	0	0.0084962460152355
AT1G03860;RI:1:980778:980894-980987:981160:-	0.0199670028359541	0.0270777554164222
AT1G03905;A5:1:993951-994046:993631-994046:+	0	0
AT1G03905;RI:1:993400:993631-993706:993951:+	0	0
AT1G03905;RI:1:993400:993631-994046:994206:+	0.096805064167821	0.151371847391249
AT1G03905;RI:1:993400:993951-994046:994206:+	1	1
AT1G03905;SE:1:993631-993706:993951-994046:+	0.313100898373683	0.285765356253558
AT1G03910;SE:1:997895-998169:998300-998420:+	0	0
AT1G03920;RI:1:1001116:1001301-1001436:1001747:+	0.29585243239101	1
AT1G03920;RI:1:1001436:1001747-1001809:1002067:+	0	nan
AT1G03960;A3:1:1014237-1014334:1014237-1014414:+	1	1
AT1G03960;A3:1:1014543-1014621:1014543-1014635:+	1	1
AT1G03960;RI:1:1013652:1014237-1014334:1014543:+	0	0.0468916854546423
AT1G03960;RI:1:1017058:1017183-1017332:1017481:+	0	0.0322988033934653
AT1G03960;SE:1:1014543-1014621:1014676-1014767:+	0.286148564397688	0.210145666171931
AT1G03960;SE:1:1014543-1014635:1014676-1014767:+	0	0
AT1G03980;RI:1:1020982:1021220-1021287:1021443:-	0	0
AT1G04053_and_AT1G01760;A5:1:276519-276623:276519-276706:-	0.465576108653237	0.599756965940167
AT1G04080;A3:1:1052775-1053096:1052775-1053327:+	0.0104339734312885	0.00381476479142379
AT1G04080;A5:1:1053187-1053327:1052775-1053327:+	0.0535738193751587	0.0576978414608857
AT1G04120;A3:1:1065294-1065380:1065279-1065380:-	1	1
AT1G04120;RI:1:1068357:1068736-1068842:1070494:-	0.695407179685409	1
AT1G04140;A5:1:1076010-1076119:1076010-1076136:-	0.16047448876377	0.208067863521587
AT1G04160;RI:1:1095518:1095574-1095665:1095721:+	0.0229814891286784	0.102331498412774
AT1G04170;A5:1:1097286-1097399:1097120-1097399:+	0	0
AT1G04200;RI:1:1112861:1112950-1113072:1113191:+	0.0592242139338163	0.0626679598617333
AT1G04200;RI:1:1113507:1113564-1113786:1114155:+	0.0592242139338163	0.0626679598617333
AT1G04230;A3:1:1127256-1127434:1127256-1127437:+	0.625844013888703	0.642179058869179
AT1G04260_and_AT1G04270;A5:1:1142100-1142576:1142100-1142579:-	1	1
AT1G04280;RI:1:1146141:1146374-1146523:1147091:-	0.0642074445903882	0.0831475517463576
AT1G04300;A3:1:1152971-1153036:1152947-1153036:-	0	0
AT1G04300;A3:1:1153345-1153718:1153288-1153718:-	1	1
AT1G04300;RI:1:1152879:1152947-1153036:1153345:-	1	0.706342911126163
AT1G04300;RI:1:1153036:1153124-1153234:1153345:-	0	0.0482213303376627
AT1G04310;A5:1:1157139-1157546:1157139-1157651:-	0.587971611515495	0.579311586668922
AT1G04400;A3:1:1188073-1188187:1188006-1188187:-	0.360240229187079	0.23811352822439
AT1G04430;A5:1:1198637-1198788:1198326-1198788:+	0.0840596862700971	0.0668759143322173
AT1G04430;A5:1:1198681-1198788:1198326-1198788:+	0	0
AT1G04430;A5:1:1198681-1198788:1198637-1198788:+	0	0
AT1G04490;A3:1:1219371-1219794:1219352-1219794:-	0	0
AT1G04490;A3:1:1219633-1219794:1219352-1219794:-	0	0
AT1G04490;A3:1:1219633-1219794:1219371-1219794:-	nan	nan
AT1G04490;AF:1:1219906-1219999:1220137:1219906-1220829:1220899:-	0	0
AT1G04490;RI:1:1217690:1218181-1218282:1219633:-	nan	nan
AT1G04490;RI:1:1218282:1219352-1219579:1219633:-	nan	nan
AT1G04490;RI:1:1218282:1219352-1219794:1219980:-	nan	nan
AT1G04490;RI:1:1218282:1219371-1219794:1219980:-	nan	nan
AT1G04490;RI:1:1218282:1219633-1219794:1219980:-	nan	nan
AT1G04490;SE:1:1219352-1219579:1219633-1219794:-	0	0
AT1G04500;AF:1:1223181-1223272:1223402:1223181-1224194:1224372:-	0	1
AT1G04500;RI:1:1221956:1222081-1222174:1222365:-	0	0
AT1G04570;A3:1:1248003-1248117:1247992-1248117:-	1	1
AT1G04590;A3:1:1259228-1259358:1259219-1259358:-	0.0245538044283222	0.0422690744533644
AT1G04643;RI:1:2538664:2539064-2539113:2539548:-	NA	NA
AT1G04700;A3:1:1316437-1316612:1316437-1316679:+	0.170005041553713	0.170151733233573
AT1G04730;A3:1:1330607-1330680:1330590-1330680:-	1	1
AT1G04730;A5:1:1330346-1330474:1330346-1330508:-	1	1
AT1G04750;A3:1:1333160-1333237:1332730-1333237:-	0.00485071957804013	0.00474950482820663
AT1G04750;A5:1:1332730-1332849:1332730-1333237:-	0	0.00536647450408287
AT1G04750;RI:1:1332589:1332730-1332849:1333160:-	1	1
AT1G04750;RI:1:1332849:1333160-1333237:1333260:-	nan	1
AT1G04750;SE:1:1332730-1332849:1333160-1333237:-	0	0
AT1G04830;SE:1:1359899-1360225:1360353-1360438:-	0.860583807686922	0.969695143677341
AT1G04837_and_AT1G11100;A5:1:3708469-3708557:3708469-3708585:-	0.234118723006085	0.520945435031832
AT1G04837_and_AT1G11100;A5:1:3708806-3708978:3708806-3708981:-	0.773708389061286	0.520945435031832
AT1G04837_and_AT1G11100;RI:1:3705705:3706056-3706189:3706548:-	0.460410333944799	1
AT1G04850;AF:1:1367934-1368075:1368461:1367934-1368539:1368940:-	0.0135457230055724	0.00133841478322709
AT1G04870;A3:1:1375221-1375383:1375211-1375383:-	0.989545595170418	1
AT1G04930;A3:1:1397139-1397497:1397124-1397497:-	0	0
AT1G04930;SE:1:1397882-1398281:1398370-1398440:-	0	0
AT1G04945_and_AT1G04940;A3:1:1402520-1402596:1402520-1402623:+	0	0
AT1G04945_and_AT1G04940;RI:1:1402067:1402520-1402623:1403103:+	0.663463175849381	0.862019724468632
AT1G04945_and_AT1G04940;SE:1:1399322-1399423:1399465-1399570:+	0.0040020488732809	0.00466208744521688
AT1G04950;A5:1:1407205-1407314:1407205-1407429:-	0	0.0475657448883453
AT1G04950;RI:1:1407059:1407205-1407314:1407530:-	1	0.141287108474541
AT1G04970;A3:1:1411623-1411877:1411623-1411915:+	0.1993683403006	0.18534933038798
AT1G04970;RI:1:1411088:1411623-1411877:1412054:+	0.235167077998381	0.317807925788597
AT1G04970;RI:1:1411088:1411623-1411915:1412054:+	0.0711201897196177	0.0958352397049904
AT1G04985_and_AT1G04990;A5:1:1419658-1419787:1419658-1419847:-	0.957155044531796	1
AT1G04985_and_AT1G04990;RI:1:1417326:1417390-1417974:1418046:-	0.0277626983304583	0.0314228025942452
AT1G04985_and_AT1G04990;RI:1:1420448:1420564-1420825:1420881:-	0.126810680704428	0.0678929352217737
AT1G05000;A3:1:1426109-1426235:1426109-1427899:+	0.0499773902226094	0.0652335837240198
AT1G05000;RI:1:1426235:1426330-1427899:1427956:+	0.344690845965084	0.551303833008907
AT1G05000;SE:1:1426109-1426235:1426330-1427899:+	0.0909197704040697	0.053744953708019
AT1G05030;A3:1:1440659-1441003:1440646-1441003:-	0.0739991999191228	0.0628263235748338
AT1G05160_and_AT1G05170;A3:1:1489953-1490730:1489944-1490730:-	0.745178611567801	0.797236571576868
AT1G05180;RI:1:1498114:1498440-1498566:1498746:-	0	0
AT1G05180;RI:1:1501167:1501190-1501289:1501330:-	1	1
AT1G05200;A3:1:1505462-1505538:1505462-1505561:+	0	0
AT1G05200;AF:1:1504941:1505153-1505561:1505186:1505462-1505561:+	0.276165071689499	0.576524701561906
AT1G05200;AF:1:1504941:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05200;AF:1:1504942:1505153-1505561:1505186:1505462-1505561:+	0	0
AT1G05200;AF:1:1504942:1505153-1505561:1505266:1505462-1505561:+	nan	nan
AT1G05200;AF:1:1504960:1505153-1505561:1505186:1505462-1505561:+	0.963006305958075	0.981595803799883
AT1G05200;AF:1:1504960:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05200;AF:1:1504996:1505153-1505561:1505186:1505462-1505561:+	0.272957817649765	0.594013463889602
AT1G05200;AF:1:1504996:1505153-1505561:1505266:1505462-1505561:+	1	1
AT1G05227_and_AT1G16489;RI:1:5629982:5630118-5630227:5630314:+	NA	NA
AT1G05230;A3:1:1518226-1518570:1517057-1518570:-	0.339778133403007	0.22305388137378
AT1G05230;A5:1:1513744-1513825:1513744-1513831:-	0.649770199414724	0.575226728254008
AT1G05230;A5:1:1517057-1517149:1517057-1517176:-	0.482489944055777	0.134106776493788
AT1G05230;A5:1:1517057-1517149:1517057-1518145:-	0	0.362695553044877
AT1G05230;A5:1:1517057-1517149:1517057-1518181:-	0	0.0388568266266108
AT1G05230;A5:1:1517057-1517176:1517057-1518145:-	0	0
AT1G05230;A5:1:1517057-1517176:1517057-1518181:-	0	0
AT1G05230;A5:1:1517057-1518145:1517057-1518181:-	0.0444866744707342	0.0663253470221348
AT1G05230;AF:1:1517057-1517149:1518089:1517057-1518570:1518794:-	0	0
AT1G05230;AF:1:1517057-1517176:1517248:1517057-1518570:1518794:-	0.952813971823972	0.805649071667773
AT1G05230;AF:1:1517057-1517176:1518089:1517057-1518570:1518794:-	0	0.124724229310671
AT1G05230;RI:1:1516783:1517057-1517149:1518089:-	1	nan
AT1G05230;RI:1:1516783:1517057-1517149:1518226:-	1	0.683622553393619
AT1G05230;RI:1:1516783:1517057-1517176:1518089:-	1	0
AT1G05230;RI:1:1516783:1517057-1517176:1518226:-	1	1
AT1G05230;RI:1:1516783:1517057-1518145:1518226:-	0.449372252404446	0.55151314375761
AT1G05230;RI:1:1516783:1517057-1518181:1518226:-	0.0366054328181058	0.0803375467112124
AT1G05230;RI:1:1517149:1517234-1518181:1518226:-	0	0.200071025319263
AT1G05230;SE:1:1517057-1517149:1517234-1518181:-	0.581581664524146	0.13914744789604
AT1G05230;SE:1:1517057-1517149:1518226-1518570:-	0	0.11728167514453
AT1G05230;SE:1:1517057-1517176:1518226-1518570:-	0	0
AT1G05230;SE:1:1517057-1518145:1518226-1518570:-	0.3867306661633	0.189272543151658
AT1G05230;SE:1:1517057-1518181:1518226-1518570:-	0.931245663599632	0.766707433920298
AT1G05280;RI:1:1534830:1535198-1535585:1535887:-	0	0.0711239377906045
AT1G05320;A3:1:1553759-1554799:1553759-1554813:+	0.124121335126264	0.200273927351358
AT1G05320;A3:1:1553759-1554799:1553759-1554822:+	0.0758586538385682	0.314663371328466
AT1G05320;A3:1:1553759-1554813:1553759-1554822:+	0.366787068233457	0.647068106578599
AT1G05320;A3:1:1553949-1554813:1553949-1554822:+	0.865391019237173	0.620075491767556
AT1G05320;A5:1:1553949-1554813:1553759-1554813:+	0	0
AT1G05320;A5:1:1553949-1554822:1553759-1554822:+	0.0219380852417364	0.154353231815244
AT1G05320;AF:1:1553568:1553759-1554813:1553771:1553949-1554813:+	1	1
AT1G05320;RI:1:1553607:1553759-1553894:1553949:+	0	0
AT1G05320;RI:1:1556945:1557079-1557176:1557328:+	0.0259253645526456	0.0332094667839537
AT1G05320;SE:1:1553759-1553894:1553949-1554813:+	0.199325358509662	0.139774296975841
AT1G05360;RI:1:1565152:1565363-1565622:1565700:+	0.126230513662655	0.104144396678041
AT1G05380;A5:1:1577148-1577222:1577127-1577222:+	0.939581935852175	0.91225201196506
AT1G05400;A5:1:1584588-1584681:1584581-1584681:+	1	1
AT1G05410;RI:1:1586908:1587124-1587206:1587278:-	1	1
AT1G05470;RI:1:1607871:1607942-1608523:1608780:-	0.0711928285809183	0.0894638939469047
AT1G05540;RI:1:1639587:1640314-1640386:1640879:+	0.0719944999248779	0
AT1G05550;A5:1:1642373-1642582:1642373-1642586:-	nan	nan
