ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
1318	AT1G09185	NA	chr1	-	12382610	12382677	12382610	12382649	12382761	12383257	1318	1,6,8,1,1,2	4,1,1,2,2,1	0,1,0,4,2,0	1,2,3,6,1,6	177	149	0.000335946897932	0.0344009623482368	0.174,0.835,0.871,0.296,0.296,0.627	0.0,0.296,0.0,0.359,0.627,0.0	0.303		
1320	AT2G43465	NA	chr2	-	18048523	18048642	18048523	18048626	18048709	18048797	1320	17,28,12,8,28,8	4,15,10,4,9,9	16,22,14,19,31,4	2,0,4,1,1,1	165	149	0.0000896542752271	0.0119044167087872	0.793,0.628,0.52,0.644,0.737,0.445	0.878,1.0,0.76,0.945,0.966,0.783	-0.261		
1435	AT1G07170	NA	chr1	+	2200329	2201049	2200462	2201049	2200173	2200219	1435	12,11,11,14,35,33	4,12,5,9,13,14	9,12,9,14,17,5	0,0,4,1,2,1	282	149	0.000587892882321	0.0485485735077987	0.613,0.326,0.538,0.451,0.587,0.555	1.0,1.0,0.543,0.881,0.818,0.725	-0.316		
1512	AT3G04630	NA	chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1512	117,161,107,95,136,115	80,136,154,95,136,128	186,112,101,192,200,66	74,43,40,91,72,33	152	149	0.0000930032555374	0.0119044167087872	0.589,0.537,0.405,0.495,0.495,0.468	0.711,0.719,0.712,0.674,0.731,0.662	-0.203		
1681	AT1G15280	NA	chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1681	2.9646233933933E+017	2.29378306251353E+017	3.88245268364513E+017	148,116,82,142,193,61	152	149	1.04788647959E-06	0.0003353236734688	0.559,0.545,0.521,0.57,0.478,0.497	0.72,0.674,0.762,0.715,0.723,0.697	-0.187		
1773	AT1G06580	NA	chr1	-	2014002	2015694	2014002	2015691	2015869	2016255	1773	0,6,4,1,2,1	2,2,3,2,4,2	2,2,4,4,5,4	1,0,0,2,0,2	152	149	0.0000914731013183	0.0119044167087872	0.0,0.746,0.567,0.329,0.329,0.329	0.662,1.0,1.0,0.662,1.0,0.662	-0.448		
1801	AT2G39280	NA	chr2	-	16403158	16403220	16403158	16403205	16403428	16403832	1801	42,58,67,34,58,47	17,35,20,22,54,24	47,41,26,59,41,22	11,4,6,6,6,4	164	149	0.000513527683952	0.0438210290305707	0.692,0.601,0.753,0.584,0.494,0.64	0.795,0.903,0.797,0.899,0.861,0.833	-0.221		
1828	AT1G13880	NA	chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1828	34,33,17,18,38,22	9.11421001071691E+016	77,45,65,61,70,36	120,54,68,97,135,40	152	149	1.01768242622E-06	0.0003353236734688	0.268,0.186,0.143,0.142,0.181,0.135	0.386,0.45,0.484,0.381,0.337,0.469	-0.242		
1862	AT4G03110	NA	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1862	1.89317265215293E+017	1.05154157124163E+017	3.35230289383379E+017	61,40,41,64,61,25	152	149	7.69428964986E-12	1.96973815036416E-08	0.638,0.669,0.623,0.63,0.638,0.672	0.843,0.849,0.874,0.854,0.859,0.866	-0.212		
1997	AT3G27260	NA	chr3	+	10070618	10070726	10070645	10070726	10070299	10070372	1997	40,47,37,42,70,31	1.0417115416423E+017	66,62,53,102,91,45	97,56,89,129,161,25	176	149	0.00036661366366	0.0349843982670696	0.246,0.189,0.169,0.178,0.205,0.129	0.365,0.484,0.335,0.401,0.324,0.604	-0.233		
2100	AT5G06265	NA	chr5	+	1906563	1906766	1906566	1906766	1905778	1906424	2100	8,3,9,4,16,6	2,9,6,2,5,3	1,3,2,10,9,4	17,14,12,25,22,6	152	149	0.000414133621142	0.0378636453615543	0.797,0.246,0.595,0.662,0.758,0.662	0.055,0.174,0.14,0.282,0.286,0.395	0.398		
2395	AT1G29357	NA	chr1	-	10273930	10275219	10273930	10275147	10275293	10275765	2395	1.10165140124152E+017	76,144,124,95,141,127	72,48,41,80,77,54	122,99,112,178,188,85	221	149	7.58326471539E-06	0.0016177631392832	0.494,0.436,0.432,0.468,0.421,0.41	0.285,0.246,0.198,0.233,0.216,0.3	0.197		
2413	AT2G32700	NA	chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2413	2.30361306237342E+017	2.64347316242342E+017	121,77,130,133,143,64	3.20200279351423E+017	155	149	1.47271066231E-07	7.5402785910272E-05	0.456,0.5,0.482,0.485,0.49,0.411	0.267,0.27,0.309,0.267,0.245,0.315	0.192		
2473	AT2G37480	NA	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2473	800,1179,1054,902,1254,1253	3.30416396282533E+017	1135,726,882,1199,1405,475	163,92,122,189,184,69	152	149	0.0000205736005303	0.00376202981125486	0.704,0.735,0.723,0.758,0.698,0.748	0.872,0.886,0.876,0.861,0.882,0.871	-0.147		
2559	AT2G46130	NA	chr2	+	18957488	18957925	18957500	18957925	18957211	18957402	2559	2,4,10,4,8,11	4,3,17,1,6,3	2,1,10,2,9,0	0,0,0,0,1,2	161	149	0.0000149548071663	0.00294494664197908	0.316,0.552,0.352,0.787,0.552,0.772	1.0,1.0,1.0,1.0,0.893,0.0	-0.26		
2568	AT2G47640	NA	chr2	+	19537859	19537937	19537862	19537937	19537504	19537529	2568	1.68264238187187E+017	2.99430439331496E+017	3.31217264317404E+017	2.27171225232397E+017	152	149	1.80611167133E-07	7.70607646434133E-05	0.355,0.376,0.347,0.356,0.27,0.313	0.588,0.554,0.535,0.573,0.499,0.482	-0.202		
2610	AT5G61020	NA	chr5	-	24558956	24559247	24558956	24559241	24559362	24559436	2610	2.70422452358466E+017	1.49215209185245E+017	2.52173193397374E+017	2.3718531138937E+017	155	149	0.000333845891594	0.0344009623482368	0.635,0.654,0.675,0.65,0.646,0.649	0.505,0.473,0.374,0.495,0.493,0.513	0.176		
2664	AT3G07565	NA	chr3	+	2415060	2415181	2415063	2415181	2414762	2414825	2664	96,124,115,87,118,115	1.20162161147186E+017	62,36,47,51,56,19	172,135,121,189,214,49	152	149	0.000448345510716	0.0395780864632055	0.44,0.429,0.412,0.367,0.383,0.416	0.261,0.207,0.276,0.209,0.204,0.275	0.169		
2691	AT3G09600	NA	chr3	+	2948155	2948296	2948177	2948296	2947923	2947983	2691	15,25,12,13,13,28	32,49,32,39,47,38	80,50,54,60,50,24	60,17,31,48,62,20	171	149	0.000254924444096	0.0296639353129891	0.29,0.308,0.246,0.225,0.194,0.391	0.537,0.719,0.603,0.521,0.413,0.511	-0.275		
2698	AT5G20950	NA	chr5	-	7110561	7110819	7110561	7110797	7111195	7111453	2698	73,101,109,87,114,101	3.16490543436522E+017	153,130,127,254,225,61	3.03198280522339E+017	171	149	0.0000030275634515	0.000775056243584	0.168,0.152,0.149,0.148,0.16,0.147	0.306,0.364,0.283,0.298,0.366,0.334	-0.171		
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
69	AT5G46740	NA	chr5	-	18967802	18967923	18967822	18967923	18967606	18967717	69	21,33,18,25,26,19	1,1,1,1,4,0	9,4,6,8,4,8	5,5,4,14,6,0	169	149	0.0000275463626994	0.000629033396325539	0.949,0.967,0.941,0.957,0.851,1.0	0.613,0.414,0.569,0.335,0.37,1.0	0.394		
72	AT5G44750	NA	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	72	8,18,14,14,29,14	8,26,22,13,15,18	1,0,0,15,12,9	30,22,21,36,40,6	161	149	0.000734529469816	0.0131197144905749	0.481,0.391,0.371,0.499,0.641,0.419	0.03,0.0,0.0,0.278,0.217,0.581	0.283		
74	AT5G44290	NA	chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	74	49,82,44,40,91,57	1.96258206181331E+017	18,9,5,14,15,10	2.13201183297296E+017	167	149	0.000701264096733	0.0126508043050633	0.182,0.221,0.16,0.165,0.197,0.16	0.07,0.038,0.024,0.04,0.043,0.053	0.136		
93	AT5G37340	NA	chr5	-	14789310	14789409	14789342	14789409	14789165	14789219	93	3,4,4,2,4,3	4,0,1,0,0,0	1,4,0,1,2,0	2,4,5,6,12,1	181	149	8.85877149415E-10	3.47417908161883E-08	0.382,1.0,0.767,1.0,1.0,1.0	0.292,0.452,0.0,0.121,0.121,0.0	0.694		
101	AT5G27630	NA	chr5	+	9779718	9779862	9779718	9779844	9780007	9780154	101	1,0,4,9,1,5	4,8,5,3,8,3	2,4,2,5,0,1	0,1,1,0,1,2	167	149	0.000569039437405	0.0104749708681492	0.182,0.0,0.416,0.728,0.1,0.598	1.0,0.781,0.641,1.0,0.0,0.308	-0.284		
102	AT5G27630	NA	chr5	+	9779718	9779904	9779718	9779844	9780007	9780154	102	9,9,18,20,4,9	4,8,5,3,8,3	26,17,24,32,19,11	0,1,1,0,1,2	209	149	6.36077891358E-06	0.000155065475136464	0.616,0.445,0.72,0.826,0.263,0.681	1.0,0.924,0.945,1.0,0.931,0.797	-0.341		
131	AT5G18820	NA	chr5	+	6271953	6272091	6271953	6272075	6272195	6272403	131	2,0,6,11,13,4	11,20,38,19,15,17	12,7,5,12,11,4	0,8,2,8,11,3	165	149	0.000325017073078	0.00617190315613381	0.141,0.0,0.125,0.343,0.439,0.175	1.0,0.441,0.693,0.575,0.475,0.546	-0.418		
159	AT5G11630	NA	chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	159	78,137,128,60,111,94	26,34,29,26,28,37	41,27,33,34,47,18	66,44,51,81,92,21	214	149	0	0	0.676,0.737,0.754,0.616,0.734,0.639	0.302,0.299,0.311,0.226,0.262,0.374	0.397		
163	AT5G10940	NA	chr5	-	3452075	3452190	3452084	3452190	3451435	3451575	163	22,42,15,33,39,47	1.10161129139193E+017	5,2,4,6,6,1	2.03188184253282E+017	158	149	6.24292277041E-06	0.000154277159970132	0.159,0.197,0.099,0.183,0.16,0.249	0.023,0.01,0.02,0.022,0.02,0.009	0.157		
173	AT5G37690	NA	chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	173	1.40234146104214E+017	56,77,45,53,98,107	32,20,37,39,62,22	48,42,62,37,83,20	173	149	4.8848576073E-08	1.54601458308232E-06	0.683,0.724,0.736,0.628,0.653,0.66	0.365,0.291,0.339,0.476,0.391,0.486	0.289		
183	AT5G05080	NA	chr5	-	1500325	1500784	1500419	1500784	1499969	1500083	183	4,3,6,1,5,13	3,0,1,0,0,1	2,2,6,13,4,3	8,6,2,1,3,0	243	149	0.00116727549601	0.0206447548510004	0.45,1.0,0.786,1.0,1.0,0.889	0.133,0.17,0.648,0.889,0.45,1.0	0.306		
208	AT4G39390	NA	chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	208	93,123,147,77,109,136	18,38,40,44,33,23	113,81,103,154,147,56	6,7,1,1,21,2	171	149	0.000143519082	0.00290908341492135	0.818,0.738,0.762,0.604,0.742,0.837	0.943,0.91,0.989,0.993,0.859,0.961	-0.192		
215	AT4G38380	NA	chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	215	9,15,10,11,22,6	38,34,41,40,35,34	29,13,13,12,30,6	3,3,5,11,5,2	163	149	1.76407777275E-11	8.37472711063421E-10	0.178,0.287,0.182,0.201,0.365,0.139	0.898,0.798,0.704,0.499,0.846,0.733	-0.521		
232	AT4G35270	NA	chr4	-	16781473	16782054	16781811	16782054	16779903	16780980	232	6,21,13,21,26,13	1,1,3,4,1,7	13,18,6,33,19,5	1,0,0,0,2,0	487	149	0.00296093137071	0.0499207494650546	0.647,0.865,0.57,0.616,0.888,0.362	0.799,1.0,1.0,1.0,0.744,1.0	-0.266		
235	AT5G37850	NA	chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	235	1.17219119117213E+017	2.14340270235356E+017	61,31,39,83,84,17	3.47227286442558E+017	182	149	1.48359102781E-12	8.36374441927888E-11	0.309,0.345,0.265,0.29,0.329,0.304	0.126,0.101,0.1,0.133,0.11,0.067	0.201		
251	AT4G32900	NA	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	251	37,78,79,70,72,47	9.02301891201972E+016	101,68,90,119,138,45	91,65,108,98,123,30	157	149	1.79811602719E-07	5.49796832720468E-06	0.281,0.243,0.284,0.356,0.258,0.211	0.513,0.498,0.442,0.535,0.516,0.587	-0.243		
264	AT4G32330	NA	chr4	+	15608904	15609117	15608904	15609106	15609789	15610001	264	15,42,25,19,36,31	2.95426396372453E+017	71,48,59,88,118,41	2.67207248330336E+017	160	149	0.0000649295131822	0.00136200978814754	0.045,0.084,0.056,0.045,0.069,0.058	0.198,0.178,0.181,0.199,0.246,0.267	-0.152		
387	AT4G09980	NA	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	387	7,10,4,9,8,1	9.01531291071111E+016	43,42,49,50,37,22	58,45,46,79,72,18	160	149	0	0	0.068,0.057,0.028,0.073,0.063,0.007	0.408,0.465,0.498,0.371,0.324,0.532	-0.384		
432	AT4G40050	NA	chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	432	6.51201151061591E+016	1.241631871352E+017	128,125,136,189,200,64	49,33,27,21,50,19	153	149	0	0	0.338,0.418,0.375,0.433,0.436,0.378	0.718,0.787,0.831,0.898,0.796,0.766	-0.403		
436	AT3G63480	NA	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	436	0,0,0,0,2,0	9,17,12,4,11,10	1,10,4,7,12,4	11,5,7,12,7,0	161	149	0.0000493253013478	0.00105931956704085	0.0,0.0,0.0,0.0,0.144,0.0	0.078,0.649,0.346,0.351,0.613,1.0	-0.482		
437	AT3G63460	NA	chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	437	3.32462392300354E+017	54,59,37,54,59,58	166,118,145,223,217,92	165,156,168,327,274,85	155	149	0	0	0.855,0.883,0.911,0.842,0.852,0.882	0.492,0.421,0.453,0.396,0.432,0.51	0.42		
438	AT3G63340	NA	chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	438	1.63218225156228E+017	7,10,4,4,10,7	27,37,21,44,48,17	30,31,23,33,35,12	180	149	0	0	0.951,0.947,0.979,0.97,0.95,0.962	0.427,0.497,0.43,0.525,0.532,0.54	0.468		
480	AT3G54500	NA	chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	480	1.8833824517029E+017	83,206,132,95,151,101	4.84462413524649E+017	5.99587532756983E+017	152	149	7.3263617395E-13	4.26346986388968E-11	0.689,0.617,0.645,0.637,0.653,0.679	0.442,0.436,0.432,0.405,0.393,0.407	0.234		
525	AT5G43990	NA	chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	525	4,11,9,6,6,11	5,6,7,3,4,3	4,9,7,25,24,2	0,1,0,0,0,0	209	149	1.04771640252E-08	3.56618941536996E-07	0.363,0.567,0.478,0.588,0.517,0.723	1.0,0.865,1.0,1.0,1.0,1.0	-0.438		
531	AT1G59890	NA	chr1	+	22046138	22046241	22046138	22046226	22046501	22046719	531	45,97,74,55,81,89	24,28,27,32,30,35	23,20,23,51,47,21	29,25,35,50,48,15	164	149	0.000386269308044	0.00718381269805542	0.63,0.759,0.713,0.61,0.71,0.698	0.419,0.421,0.374,0.481,0.471,0.56	0.232		
542	AT4G24230	NA	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	542	47,92,60,50,94,64	1.15216155147252E+017	43,13,29,22,44,9	2.9720520124138E+017	162	149	2.05415048915E-06	5.79013669129156E-05	0.273,0.281,0.263,0.238,0.255,0.27	0.118,0.055,0.117,0.077,0.096,0.06	0.176		
544	AT5G35330	NA	chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	544	57,93,66,75,144,90	115,184,132,92,187,131	28,25,36,39,63,21	2.0114214823532E+017	170	149	4.86893471097E-08	1.54601458308232E-06	0.303,0.307,0.305,0.417,0.403,0.376	0.109,0.134,0.176,0.127,0.147,0.141	0.213		
564	AT2G02080	NA	chr2	-	520976	521205	520980	521205	520263	520660	564	3,7,9,13,11,6	1.57221191170206E+017	55,57,63,96,102,39	56,42,65,97,87,34	153	149	0	0	0.018,0.03,0.044,0.069,0.049,0.026	0.489,0.569,0.486,0.491,0.533,0.528	-0.477		
590	AT1G79190	NA	chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	590	6,9,4,4,11,3	37,48,44,29,47,41	32,19,20,25,46,14	5,2,6,8,9,6	167	149	0	0	0.126,0.143,0.075,0.11,0.173,0.061	0.851,0.894,0.748,0.736,0.82,0.676	-0.673		
594	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597190	29597315	29597446	594	14,32,17,15,28,21	18,18,28,17,26,25	32,37,22,32,39,7	8,9,6,11,11,3	194	149	0.0000406486251452	0.000905310120517788	0.374,0.577,0.318,0.404,0.453,0.392	0.754,0.759,0.738,0.691,0.731,0.642	-0.299		
595	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	595	2,13,11,6,8,9	35,48,55,43,39,39	21,27,11,21,23,6	16,16,13,19,27,4	174	149	3.85260745528E-09	1.39002076986502E-07	0.047,0.188,0.146,0.107,0.149,0.165	0.529,0.591,0.42,0.486,0.422,0.562	-0.368		
601	AT2G04790	NA	chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	601	16,27,14,15,28,25	30,51,18,39,37,25	1,1,3,1,6,7	54,37,46,64,91,39	172	149	6.18061157809E-12	3.18566379624982E-10	0.316,0.314,0.403,0.25,0.396,0.464	0.016,0.023,0.053,0.013,0.054,0.135	0.308		
604	AT1G79270	NA	chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	604	13,16,9,20,17,32	12,23,24,9,11,9	26,20,27,37,35,14	2,0,2,2,1,0	154	149	6.71160904631E-11	3.1045494152675E-09	0.512,0.402,0.266,0.683,0.599,0.775	0.926,1.0,0.929,0.947,0.971,1.0	-0.423		
618	AT1G72740	NA	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	618	67,110,82,53,97,108	135,136,111,81,171,139	26,23,25,43,43,16	132,105,119,159,186,65	167	149	2.36557150379E-06	6.475209452588E-05	0.307,0.419,0.397,0.369,0.336,0.409	0.149,0.163,0.158,0.194,0.171,0.18	0.204		
630	AT1G70490	NA	chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	630	5,3,4,2,3,6	5,4,5,5,2,6	5,2,2,7,4,1	1,0,0,0,1,0	176	149	1.81898385243E-10	7.81296873758029E-09	0.458,0.388,0.404,0.253,0.559,0.458	0.809,1.0,1.0,1.0,0.772,1.0	-0.51		
631	AT1G70490	NA	chr1	-	26565301	26565849	26565317	26565849	26565004	26565161	631	2,2,1,3,3,3	5,4,5,5,2,6	4,2,8,7,9,1	1,0,0,0,1,0	165	149	1.01030295241E-14	7.29034610459056E-13	0.265,0.311,0.153,0.351,0.575,0.311	0.783,1.0,1.0,1.0,0.89,1.0	-0.618		
634	AT2G15530	NA	chr2	+	6773916	6773983	6773916	6773964	6774083	6775826	634	39,56,29,28,60,49	17,27,13,19,21,24	19,15,10,25,22,7	20,23,17,51,17,7	168	149	0.00146195960632	0.0251178583790598	0.67,0.648,0.664,0.567,0.717,0.644	0.457,0.366,0.343,0.303,0.534,0.47	0.24		
640	AT1G68140	NA	chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	640	29,45,40,35,58,47	3,8,1,3,4,7	28,22,37,52,40,15	0,0,3,0,1,2	791	149	0.00134693798255	0.0233641934665404	0.646,0.514,0.883,0.687,0.732,0.558	1.0,1.0,0.699,1.0,0.883,0.586	-0.191		
710	AT2G44280	NA	chr2	-	18304070	18304627	18304129	18304627	18303751	18303985	710	4,6,12,9,8,3	0,0,6,2,5,1	1,0,5,10,5,0	3,4,5,4,12,2	208	149	0.00123044240911	0.0215506612236353	1.0,1.0,0.589,0.763,0.534,0.682	0.193,0.0,0.417,0.642,0.23,0.0	0.514		
714	AT2G04690	NA	chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	714	3.08536487400742E+017	2.24377319293558E+017	6.31340510681759E+017	2.22171159237231E+017	184	149	0.000346538570577	0.00651203730542613	0.527,0.535,0.553,0.525,0.518,0.522	0.697,0.617,0.722,0.699,0.727,0.679	-0.16		
726	AT1G73390	NA	chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	726	40,35,41,20,32,53	21,25,12,15,19,38	10,6,12,15,26,8	23,16,24,57,48,11	153	149	2.50548488046E-06	6.74611152888036E-05	0.65,0.577,0.769,0.565,0.621,0.576	0.297,0.268,0.327,0.204,0.345,0.415	0.317		
728	AT1G47550	NA	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	728	39,63,50,61,81,53	1.97371206195312E+017	6,7,15,12,15,5	2.95177287377354E+017	152	149	0.000022623057813	0.000523230721726308	0.163,0.143,0.192,0.235,0.203,0.16	0.02,0.037,0.049,0.03,0.04,0.035	0.147		
729	AT1G04985	NA	chr1	-	1417325	1418046	1417973	1418046	1416868	1416978	729	5.73766630559712E+017	65,105,59,54,87,90	5.27394466552588E+017	120,90,109,131,185,70	797	149	0.0000402858168079	0.000905310120517788	0.622,0.577,0.666,0.659,0.604,0.57	0.451,0.45,0.444,0.441,0.373,0.373	0.194		
755	AT1G20060	NA	chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	755	23,15,9,5,9,16	1,3,1,1,2,1	0,0,1,0,1,4	2,5,6,9,22,3	152	149	0	0	0.958,0.831,0.898,0.831,0.815,0.94	0.0,0.0,0.14,0.0,0.043,0.567	0.754		
756	AT1G20060	NA	chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	756	5,3,6,4,1,8	6,1,2,1,0,0	0,2,0,2,1,0	5,8,10,6,13,10	152	149	4.34541291838E-13	2.7031465188819E-11	0.45,0.746,0.746,0.797,1.0,1.0	0.0,0.197,0.0,0.246,0.07,0.0	0.704		
785	AT1G49980	NA	chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	785	13,9,12,6,16,14	42,48,52,42,50,66	28,21,16,36,38,16	23,13,14,20,36,10	180	149	8.96638319148E-12	4.37171764254863E-10	0.204,0.134,0.16,0.106,0.209,0.149	0.502,0.572,0.486,0.598,0.466,0.57	-0.372		
786	AT1G49980	NA	chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	786	6,10,3,2,12,3	42,48,52,42,50,66	18,11,9,31,21,11	23,13,14,20,36,10	185	149	1.76797300133E-08	5.90633943407282E-07	0.103,0.144,0.044,0.037,0.162,0.035	0.387,0.405,0.341,0.555,0.32,0.47	-0.325		
796	AT1G29040	NA	chr1	+	10134504	10134621	10134504	10134536	10134685	10134797	796	1.00151124110166E+017	15,15,22,13,22,21	117,90,90,122,158,58	1,1,0,0,3,1	234	149	0.0000101475388139	0.000244082133603675	0.809,0.865,0.782,0.843,0.828,0.802	0.987,0.983,1.0,1.0,0.971,0.974	-0.164		
808	AT1G67700	NA	chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	808	858,1453,1129,885,1382,1128	812,1155,1018,755,1142,924	1874,1240,1649,1988,2147,768	3.67290339456529E+017	163	149	0	0	0.491,0.535,0.503,0.517,0.525,0.527	0.824,0.796,0.816,0.799,0.788,0.772	-0.283		
813	AT1G03310	NA	chr1	+	813412	813604	813412	813581	813928	816812	813	23,28,43,32,33,22	17,20,22,18,33,22	58,40,55,89,37,36	0,0,0,2,0,0	172	149	0	0	0.54,0.548,0.629,0.606,0.464,0.464	1.0,1.0,1.0,0.975,1.0,1.0	-0.454		
