ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2312	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968254	2968652	2968758
2313	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968403	2968652	2968758
2329	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2347	"AT2G20815"	NA	chr2	+	8959254	8960923	8959254	8960041	8960760	8960923
2463	"AT2G23985"	NA	chr2	+	10205449	10206522	10205449	10205474	10206103	10206522
2486	"AT1G80040"	NA	chr1	-	30110696	30111284	30110696	30110725	30110880	30111284
2494	"AT1G02960"	NA	chr1	-	667150	667641	667150	667281	667540	667641
2517	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2529	"AT1G08230"	NA	chr1	-	2584799	2586969	2584799	2585084	2586612	2586969
2547	"AT3G05165"	NA	chr3	-	1458135	1458875	1458135	1458408	1458807	1458875
2577	"AT5G64760"	NA	chr5	-	25896144	25896555	25896144	25896339	25896438	25896555
2599	"AT5G40240"	NA	chr5	-	16084251	16085213	16084251	16084453	16085023	16085213
2627	"AT4G39270"	NA	chr4	+	18276535	18279898	18276535	18278985	18279162	18279898
2636	"AT1G22430"	NA	chr1	+	7920827	7921386	7920827	7920892	7921224	7921386
2656	"AT1G22140"	NA	chr1	-	7814662	7815292	7814662	7814937	7815228	7815292
2672	"AT1G05830"	NA	chr1	+	1761083	1761817	1761083	1761228	1761554	1761817
2690	"AT1G06630"	NA	chr1	+	2027605	2027962	2027605	2027805	2027929	2027962
2700	"AT5G11580"	NA	chr5	+	3719096	3719809	3719096	3719267	3719684	3719809
2705	"AT1G02010"	NA	chr1	+	351411	351819	351411	351632	351736	351819
2716	"AT1G61560"	NA	chr1	-	22708467	22709690	22708467	22709321	22709622	22709690
2720	"AT1G61560"	NA	chr1	-	22709407	22709819	22709407	22709468	22709783	22709819
2721	"AT1G61560"	NA	chr1	-	22709622	22709819	22709622	22709652	22709783	22709819
2751	"AT4G38090"	NA	chr4	-	17883678	17884228	17883678	17883915	17884122	17884228
2784	"AT1G04490"	NA	chr1	-	1218281	1219633	1218281	1219371	1219578	1219633
2789	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2851	"AT2G39950"	NA	chr2	-	16678034	16679772	16678034	16678278	16679172	16679772
2867	"AT1G60787"	NA	chr1	-	22378727	22379981	22378727	22379255	22379860	22379981
2883	"AT3G26680"	NA	chr3	+	9803418	9804282	9803418	9803549	9803607	9804282
2887	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2888	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
2922	"AT3G22125"	NA	chr3	+	7803889	7807745	7803889	7805546	7806656	7807745
2937	"AT5G66675"	NA	chr5	-	26615354	26617024	26615354	26616574	26616812	26617024
2958	"AT2G16990"	NA	chr2	+	7387364	7387976	7387364	7387443	7387690	7387976
3140	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3288	"AT1G05870"	NA	chr1	-	1771891	1772533	1771891	1771954	1772308	1772533
3289	"AT1G05870"	NA	chr1	-	1771384	1772533	1771384	1771954	1772355	1772533
3296	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3298	"AT3G27610"	NA	chr3	-	10227328	10227986	10227328	10227389	10227887	10227986
3300	"AT3G27610"	NA	chr3	-	10227328	10227986	10227328	10227389	10227892	10227986
3308	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3325	"AT1G20696"	NA	chr1	+	7180673	7181069	7180673	7180754	7180989	7181069
3370	"AT1G67792"	NA	chr1	+	25417377	25420252	25417377	25418000	25419490	25420252
3399	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3414	"AT4G11900"	NA	chr4	-	7150629	7151297	7150629	7150751	7150886	7151297
3429	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3443	"AT1G13650"	NA	chr1	-	4681010	4682382	4681010	4681492	4682065	4682382
3518	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3613	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627540	26627774	26628053
3614	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3618	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3668	"AT2G16140"	NA	chr2	+	7005327	7008239	7005327	7005629	7007908	7008239
3684	"AT5G57565"	NA	chr5	+	23311213	23311855	23311213	23311241	23311563	23311855
3723	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17790538	17791088	17791303
3725	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3733	"AT1G72130"	NA	chr1	+	27137432	27138259	27137432	27137606	27137735	27138259
3737	"AT5G11950"	NA	chr5	+	3854769	3855630	3854769	3854954	3855532	3855630
3752	"AT1G05230"	NA	chr1	-	1517148	1518226	1517148	1517234	1518144	1518226
3786	"AT3G27884"	NA	chr3	-	10346085	10347573	10346085	10346441	10347483	10347573
3809	"AT5G22860"	NA	chr5	-	7639075	7639990	7639075	7639653	7639910	7639990
3830	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603594	17603663	17604086
3831	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603590	17603668	17604086
3841	"AT1G51270"	NA	chr1	+	19010411	19011272	19010411	19010618	19010884	19011272
3868	"AT1G55810"	NA	chr1	+	20860506	20861414	20860506	20860710	20861317	20861414
3914	"AT1G66940"	NA	chr1	-	24973464	24973819	24973464	24973491	24973729	24973819
3929	"AT3G27300"	NA	chr3	-	10086114	10086488	10086114	10086310	10086411	10086488
3936	"AT1G65130"	NA	chr1	-	24196648	24197200	24196648	24196738	24197052	24197200
3972	"AT1G69840"	NA	chr1	-	26294961	26295649	26294961	26295187	26295447	26295649
3985	"AT4G25434"	NA	chr4	-	13005006	13005899	13005006	13005144	13005600	13005899
3989	"AT1G05710"	NA	chr1	+	1714872	1716308	1714872	1716080	1716211	1716308
3999	"AT5G06265"	NA	chr5	+	1905778	1906766	1905778	1906172	1906563	1906766
4049	"AT5G09175"	NA	chr5	-	25617178	25618113	25617178	25617729	25617987	25618113
4064	"AT2G35360"	NA	chr2	-	14889047	14890030	14889047	14889404	14889920	14890030
4239	"AT2G16940"	NA	chr2	-	7345694	7346177	7345694	7345776	7346107	7346177
4249	"AT3G18850"	NA	chr3	-	6500286	6500978	6500286	6500713	6500932	6500978
4272	"AT2G42380"	NA	chr2	-	17647573	17647905	17647573	17647687	17647814	17647905
4276	"AT1G65040"	NA	chr1	-	24162832	24163379	24162832	24162882	24163236	24163379
4288	"AT4G01510"	NA	chr4	+	643688	644400	643688	643755	644083	644400
4303	"AT3G53340"	NA	chr3	-	19775151	19775606	19775151	19775226	19775476	19775606
4334	"AT2G20960"	NA	chr2	+	9007667	9008639	9007667	9007825	9008140	9008639
4355	"AT2G22260"	NA	chr2	+	9460917	9461386	9460917	9461149	9461312	9461386
4379	"AT2G22970"	NA	chr2	+	9778010	9778561	9778010	9778060	9778143	9778561
4390	"AT1G33615"	NA	chr1	-	12193811	12194413	12193811	12193938	12194350	12194413
4410	"AT4G32590"	NA	chr4	+	15721693	15722300	15721693	15721807	15722237	15722300
4452	"AT2G25710"	NA	chr2	+	10953929	10954673	10953929	10954085	10954606	10954673
4463	"AT1G80260"	NA	chr1	+	30179355	30179988	30179355	30179427	30179856	30179988
4518	"AT2G31130"	NA	chr2	-	13265447	13266565	13265447	13266175	13266459	13266565
4559	"AT2G30170"	NA	chr2	-	12880073	12880525	12880073	12880156	12880427	12880525
4588	"AT4G04740"	NA	chr4	-	2403608	2405492	2403608	2403772	2404625	2405492
4684	"AT2G35140"	NA	chr2	+	14813636	14814289	14813636	14813686	14813987	14814289
4734	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611552	15611627	15611720
4735	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611547	15611632	15611720
4758	"AT2G47000"	NA	chr2	-	19310456	19311449	19310456	19310750	19311182	19311449
4799	"AT2G40640"	NA	chr2	-	16960963	16961778	16960963	16961446	16961682	16961778
4801	"AT2G40640"	NA	chr2	-	16960963	16961960	16960963	16961446	16961871	16961960
4861	"AT4G35300"	NA	chr4	-	16798992	16799635	16798992	16799101	16799455	16799635
4889	"AT2G44798"	NA	chr2	-	18467672	18468395	18467672	18467841	18468099	18468395
4899	"AT2G45150"	NA	chr2	+	18614633	18615173	18614633	18614758	18615057	18615173
4907	"AT2G45380"	NA	chr2	-	18700320	18701671	18700320	18700487	18701536	18701671
4940	"AT2G46920"	NA	chr2	-	19278881	19281811	19278881	19281035	19281215	19281811
4975	"AT5G65740"	NA	chr5	-	26302829	26303246	26302829	26302904	26303175	26303246
4978	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
5005	"AT2G26210"	NA	chr2	+	11157117	11157821	11157117	11157529	11157687	11157821
5043	"AT3G02890"	NA	chr3	+	643752	644669	643752	643983	644478	644669
5053	"AT4G02120"	NA	chr4	+	943410	943787	943410	943496	943706	943787
5059	"AT2G30480"	NA	chr2	-	12991852	12992281	12991852	12991974	12992224	12992281
5208	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5215	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145114	9145412	9145696
5216	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5253	"AT3G10110"	NA	chr3	+	3116761	3117671	3116761	3116952	3117292	3117671
5287	"AT1G79790"	NA	chr1	-	30017371	30017764	30017371	30017442	30017712	30017764
5322	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5326	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5337	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5348	"AT3G14150"	NA	chr3	-	4692025	4692457	4692025	4692103	4692332	4692457
5445	"AT3G20010"	NA	chr3	+	6971562	6972991	6971562	6972239	6972913	6972991
5496	"AT3G23400"	NA	chr3	-	8376443	8377792	8376443	8376850	8377555	8377792
5503	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5596	"AT3G29130"	NA	chr3	-	11103190	11103431	11103190	11103335	11103399	11103431
5613	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5614	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5616	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993846	1994166
5617	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5618	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5619	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993876	1994166
5620	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993876	1994166
5622	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993885	1994166
5623	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993885	1994166
5625	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993885	1994166
5626	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993885	1994166
5627	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993909	1994166
5628	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993909	1994166
5629	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993765	1993909	1994166
5631	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993909	1994166
