ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5219	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5230	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5393	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5502	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5503	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5505	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993846	1994166
5506	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5507	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5509	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993885	1994166
5511	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993909	1994166
5512	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993765	1993909	1994166
