ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
67	"AT5G60590"	NA	chr5	+	24357702	24358248	24357702	24357878	24357944	24358248
68	"AT5G60590"	NA	chr5	+	24357702	24358248	24357702	24357878	24357956	24358248
69	"AT5G60580"	NA	chr5	+	24353561	24354369	24353561	24354185	24354295	24354369
70	"AT5G60210"	NA	chr5	-	24245365	24245982	24245365	24245540	24245869	24245982
71	"AT5G60210"	NA	chr5	-	24245869	24247591	24245869	24245982	24246250	24247591
72	"AT5G60130"	NA	chr5	-	24212215	24212854	24212215	24212311	24212389	24212854
73	"AT5G60130"	NA	chr5	-	24212955	24213386	24212955	24213026	24213102	24213386
74	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210074	24210295	24210409
75	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210095	24210295	24210409
76	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210161	24210295	24210409
77	"AT5G60120"	NA	chr5	+	24210761	24211743	24210761	24211094	24211461	24211743
78	"AT5G66550"	NA	chr5	-	26559974	26560192	26559974	26560055	26560150	26560192
79	"AT5G60100"	NA	chr5	-	24198482	24198778	24198482	24198668	24198747	24198778
80	"AT5G60100"	NA	chr5	-	24199499	24199888	24199499	24199673	24199754	24199888
81	"AT5G60100"	NA	chr5	-	24200234	24201415	24200234	24200655	24201128	24201415
82	"AT5G66180"	NA	chr5	+	26450357	26450585	26450357	26450425	26450523	26450585
83	"AT5G59970"	NA	chr5	-	24145830	24146729	24145830	24146098	24146288	24146729
84	"AT5G59960"	NA	chr5	-	24144352	24144720	24144352	24144549	24144635	24144720
85	"AT5G59780"	NA	chr5	-	24082988	24083528	24082988	24083118	24083197	24083528
86	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058084	24058171
87	"AT5G59660"	NA	chr5	+	24035911	24036251	24035911	24036062	24036147	24036251
88	"AT5G59430"	NA	chr5	+	23970491	23970945	23970491	23970622	23970710	23970945
89	"AT5G59220"	NA	chr5	-	23894403	23895265	23894403	23895027	23895159	23895265
90	"AT5G62100"	NA	chr5	+	24940760	24941259	24940760	24941017	24941112	24941259
91	"AT5G62100"	NA	chr5	+	24940760	24941974	24940760	24941259	24941502	24941974
92	"AT5G58970"	NA	chr5	-	23808961	23809643	23808961	23809036	23809538	23809643
93	"AT5G58690"	NA	chr5	-	23711703	23712558	23711703	23711986	23712060	23712558
94	"AT5G58660"	NA	chr5	+	23703150	23704122	23703150	23703484	23703562	23704122
95	"AT5G58610"	NA	chr5	-	23686885	23687350	23686885	23687012	23687142	23687350
96	"AT5G58610"	NA	chr5	-	23691093	23691394	23691093	23691185	23691313	23691394
97	"AT5G58470"	NA	chr5	-	23637414	23638689	23637414	23638295	23638447	23638689
98	"AT5G57960"	NA	chr5	-	23465534	23465949	23465534	23465651	23465806	23465949
99	"AT5G57860"	NA	chr5	+	23438273	23438645	23438273	23438459	23438605	23438645
100	"AT5G57700"	NA	chr5	+	23374872	23375385	23374872	23374983	23375289	23375385
101	"AT5G57655"	NA	chr5	+	23348372	23348969	23348372	23348658	23348735	23348969
102	"AT5G60410"	NA	chr5	+	24300531	24300834	24300531	24300667	24300752	24300834
103	"AT5G57360"	NA	chr5	+	23242671	23244590	23242671	23244215	23244323	23244590
104	"AT5G57340"	NA	chr5	+	23225950	23228315	23225950	23226465	23228073	23228315
105	"AT5G57290"	NA	chr5	-	23206801	23207213	23206801	23207114	23207167	23207213
106	"AT5G57120"	NA	chr5	-	23123376	23123923	23123376	23123706	23123796	23123923
107	"AT5G57060"	NA	chr5	+	23090626	23091108	23090626	23090675	23091000	23091108
108	"AT5G57060"	NA	chr5	+	23090626	23091108	23090626	23090714	23091000	23091108
109	"AT5G56990"	NA	chr5	-	23061562	23061986	23061562	23061758	23061838	23061986
110	"AT5G56620"	NA	chr5	-	22917933	22918423	22917933	22918275	22918364	22918423
111	"AT5G56510"	NA	chr5	+	22883734	22884077	22883734	22883850	22883936	22884077
112	"AT5G56190"	NA	chr5	+	22742066	22742800	22742066	22742575	22742684	22742800
113	"AT5G56160"	NA	chr5	+	22734544	22735104	22734544	22734662	22734766	22735104
114	"AT5G62130"	NA	chr5	-	24950294	24951238	24950294	24950971	24951050	24951238
115	"AT5G62130"	NA	chr5	-	24951598	24953362	24951598	24951860	24952820	24953362
116	"AT5G56020"	NA	chr5	+	22686095	22686466	22686095	22686300	22686397	22686466
117	"AT5G55810"	NA	chr5	-	22584566	22584913	22584566	22584668	22584759	22584913
118	"AT5G55610"	NA	chr5	+	22527210	22527679	22527210	22527297	22527430	22527679
119	"AT5G55580"	NA	chr5	+	22515957	22516231	22515957	22516030	22516103	22516231
120	"AT5G55100"	NA	chr5	-	22361034	22362768	22361034	22361296	22361419	22362768
121	"AT5G55100"	NA	chr5	-	22362891	22364235	22362891	22363626	22363849	22364235
122	"AT5G55100"	NA	chr5	-	22362891	22364235	22362891	22363626	22364074	22364235
123	"AT5G55100"	NA	chr5	-	22362891	22364235	22362891	22363935	22364074	22364235
124	"AT5G55100"	NA	chr5	-	22362891	22364235	22362891	22363976	22364074	22364235
125	"AT5G55040"	NA	chr5	-	22326939	22329187	22326939	22327458	22327537	22329187
126	"AT5G54569"	NA	chr5	+	22167272	22167988	22167272	22167466	22167686	22167988
127	"AT5G54569"	NA	chr5	+	22168981	22170610	22168981	22169191	22170055	22170610
128	"AT5G54190"	NA	chr5	-	21991898	21992629	21991898	21992436	21992518	21992629
129	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882590	21882734
130	"AT5G53900"	NA	chr5	-	21882328	21882907	21882328	21882734	21882856	21882907
131	"AT5G53570"	NA	chr5	-	21762840	21763462	21762840	21763088	21763205	21763462
132	"AT5G53550"	NA	chr5	+	21755290	21755903	21755290	21755474	21755823	21755903
133	"AT5G53550"	NA	chr5	+	21756017	21756724	21756017	21756453	21756548	21756724
134	"AT5G53180"	NA	chr5	-	21570833	21571253	21570833	21570891	21571043	21571253
135	"AT5G53180"	NA	chr5	-	21570833	21571253	21570833	21570894	21571043	21571253
136	"AT5G53050"	NA	chr5	-	21511395	21511818	21511395	21511543	21511669	21511818
137	"AT5G53020"	NA	chr5	+	21498422	21499440	21498422	21498605	21499290	21499440
138	"AT5G53020"	NA	chr5	+	21499290	21500829	21499290	21499440	21499794	21500829
139	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
140	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21499440	21499888	21500829
141	"AT5G52890"	NA	chr5	-	21444792	21446241	21444792	21445425	21445509	21446241
142	"AT5G52760"	NA	chr5	+	21386726	21387159	21386726	21386930	21387083	21387159
143	"AT5G52480"	NA	chr5	-	21296832	21297858	21296832	21297494	21297613	21297858
144	"AT5G52230"	NA	chr5	-	21211550	21212072	21211550	21211678	21211781	21212072
145	"AT5G52070"	NA	chr5	+	21162095	21163968	21162095	21162208	21163578	21163968
146	"AT5G52070"	NA	chr5	+	21162095	21163968	21162095	21162208	21163726	21163968
147	"AT5G52070"	NA	chr5	+	21163578	21163968	21163578	21163648	21163726	21163968
148	"AT5G51810"	NA	chr5	-	21055178	21056058	21055178	21055658	21055736	21056058
149	"AT5G51370"	NA	chr5	+	20872718	20874349	20872718	20873846	20873915	20874349
150	"AT5G50915"	NA	chr5	-	20710102	20710838	20710102	20710590	20710724	20710838
151	"AT5G50915"	NA	chr5	-	20710724	20711067	20710724	20710838	20710956	20711067
152	"AT5G50690"	NA	chr5	+	20622266	20622832	20622266	20622395	20622461	20622832
153	"AT5G50665"	NA	chr5	+	20613505	20614300	20613505	20613907	20614197	20614300
154	"AT5G50665"	NA	chr5	+	20613540	20614300	20613540	20613785	20614197	20614300
155	"AT5G50590"	NA	chr5	+	20588924	20589490	20588924	20589053	20589119	20589490
156	"AT5G50370"	NA	chr5	-	20509114	20509648	20509114	20509483	20509558	20509648
157	"AT5G50240"	NA	chr5	+	20451640	20451902	20451640	20451690	20451800	20451902
158	"AT5G50130"	NA	chr5	+	20389921	20391659	20389921	20390192	20391427	20391659
159	"AT5G50130"	NA	chr5	+	20392386	20393256	20392386	20392474	20392587	20393256
160	"AT5G50130"	NA	chr5	+	20392587	20393255	20392587	20392634	20392843	20393255
161	"AT5G50080"	NA	chr5	+	20365721	20366149	20365721	20366011	20366038	20366149
162	"AT5G50000"	NA	chr5	-	20342504	20343376	20342504	20343044	20343241	20343376
163	"AT5G49780"	NA	chr5	+	20231673	20232234	20231673	20231811	20231877	20232234
164	"AT5G49730"	NA	chr5	-	20201726	20202512	20201726	20202174	20202256	20202512
165	"AT5G49540"	NA	chr5	-	20104480	20105107	20104480	20104834	20105087	20105107
166	"AT5G49350"	NA	chr5	-	20010433	20010930	20010433	20010549	20010780	20010930
167	"AT5G49290"	NA	chr5	+	19979558	19980531	19979558	19979793	19980164	19980531
168	"AT5G49290"	NA	chr5	+	19979558	19980531	19979558	19979793	19980226	19980531
169	"AT5G49290"	NA	chr5	+	19981785	19984131	19981785	19983196	19983278	19984131
170	"AT5G48790"	NA	chr5	-	19780211	19780562	19780211	19780329	19780463	19780562
171	"AT5G48775"	NA	chr5	+	19772843	19775661	19772843	19773121	19773315	19775661
172	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725196	19725236
173	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
174	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725236	19725386	19725493
175	"AT5G48620"	NA	chr5	+	19716996	19718282	19716996	19717075	19717341	19718282
176	"AT5G48620"	NA	chr5	+	19719229	19721452	19719229	19720935	19721038	19721452
177	"AT5G48620"	NA	chr5	+	19719229	19721452	19719229	19720935	19721059	19721452
178	"AT5G48610"	NA	chr5	+	19713874	19716059	19713874	19714760	19715052	19716059
179	"AT5G48610"	NA	chr5	+	19713874	19716059	19713874	19714879	19715052	19716059
180	"AT5G48560"	NA	chr5	+	19686459	19687187	19686459	19686693	19686772	19687187
181	"AT5G48545"	NA	chr5	+	19676967	19677600	19676967	19677034	19677544	19677600
182	"AT5G48545"	NA	chr5	+	19677544	19677747	19677544	19677600	19677693	19677747
183	"AT5G48440"	NA	chr5	-	19630109	19630453	19630109	19630198	19630294	19630453
184	"AT5G48400"	NA	chr5	+	19618389	19619508	19618389	19618763	19618853	19619508
185	"AT5G47970"	NA	chr5	+	19424888	19425142	19424888	19424961	19425058	19425142
186	"AT5G47760"	NA	chr5	-	19343522	19343803	19343522	19343622	19343705	19343803
187	"AT5G47650"	NA	chr5	-	19311913	19312595	19311913	19312109	19312378	19312595
188	"AT5G47620"	NA	chr5	-	19304367	19304816	19304367	19304453	19304558	19304816
189	"AT5G47590"	NA	chr5	-	19297613	19298770	19297613	19298306	19298392	19298770
190	"AT5G47240"	NA	chr5	+	19185008	19185644	19185008	19185152	19185239	19185644
191	"AT5G47100"	NA	chr5	-	19130046	19130328	19130046	19130159	19130247	19130328
192	"AT5G46870"	NA	chr5	+	19015232	19015491	19015232	19015348	19015444	19015491
193	"AT5G46710"	NA	chr5	-	18952602	18953462	18952602	18953057	18953243	18953462
194	"AT5G46510"	NA	chr5	+	18863293	18865345	18863293	18864917	18865061	18865345
195	"AT5G46330"	NA	chr5	+	18795024	18795908	18795024	18795461	18795573	18795908
196	"AT5G46280"	NA	chr5	-	18770048	18770561	18770048	18770268	18770358	18770561
197	"AT5G46280"	NA	chr5	-	18770358	18770743	18770358	18770561	18770653	18770743
198	"AT5G45340"	NA	chr5	-	18368531	18369389	18368531	18369070	18369163	18369389
199	"AT5G45260"	NA	chr5	+	18329452	18331517	18329452	18330306	18331394	18331517
200	"AT5G53760"	NA	chr5	+	21822322	21822901	21822322	21822629	21822719	21822901
201	"AT5G45050"	NA	chr5	-	18176893	18177722	18176893	18177535	18177608	18177722
202	"AT5G45050"	NA	chr5	-	18178775	18179609	18178775	18179284	18179368	18179609
203	"AT5G44990"	NA	chr5	+	18163357	18163816	18163357	18163573	18163639	18163816
204	"AT5G44990"	NA	chr5	+	18164230	18164813	18164230	18164359	18164450	18164813
205	"AT5G44980"	NA	chr5	+	18160203	18161499	18160203	18160365	18160597	18161499
206	"AT5G44980"	NA	chr5	+	18160597	18161715	18160597	18161499	18161574	18161715
207	"AT5G44920"	NA	chr5	+	18138774	18139467	18138774	18139400	18139439	18139467
208	"AT5G44480"	NA	chr5	+	17921514	17921772	17921514	17921575	17921647	17921772
209	"AT5G44450"	NA	chr5	-	17914582	17914837	17914582	17914680	17914782	17914837
210	"AT5G44120"	NA	chr5	-	17756979	17757822	17756979	17757426	17757556	17757822
211	"AT5G44030"	NA	chr5	+	17715130	17715406	17715130	17715249	17715336	17715406
212	"AT5G44010"	NA	chr5	-	17707379	17707587	17707379	17707420	17707518	17707587
213	"AT5G44010"	NA	chr5	-	17708477	17708950	17708477	17708761	17708851	17708950
214	"AT5G43880"	NA	chr5	-	17642721	17643982	17642721	17642859	17642928	17643982
215	"AT5G43730"	NA	chr5	+	17560178	17563961	17560178	17562929	17563866	17563961
216	"AT5G43730"	NA	chr5	+	17563866	17564434	17563866	17563961	17564095	17564434
217	"AT5G43130"	NA	chr5	-	17315325	17316164	17315325	17315750	17315941	17316164
218	"AT5G42740"	NA	chr5	+	17135660	17136133	17135660	17135893	17136077	17136133
219	"AT5G42560"	NA	chr5	+	17015562	17015800	17015562	17015604	17015701	17015800
220	"AT5G42080"	NA	chr5	-	16820283	16820789	16820283	16820456	16820525	16820789
221	"AT5G42080"	NA	chr5	-	16821414	16821795	16821414	16821447	16821569	16821795
222	"AT5G42080"	NA	chr5	-	16821414	16821795	16821414	16821465	16821569	16821795
223	"AT5G41910"	NA	chr5	-	16778820	16779295	16778820	16779042	16779227	16779295
224	"AT5G57000"	NA	chr5	-	23064446	23064739	23064446	23064478	23064603	23064739
225	"AT5G41700"	NA	chr5	+	16676781	16677509	16676781	16676886	16677079	16677509
226	"AT5G41690"	NA	chr5	-	16674167	16674493	16674167	16674230	16674361	16674493
227	"AT5G41690"	NA	chr5	-	16674167	16675166	16674167	16674493	16674700	16675166
228	"AT5G41220"	NA	chr5	-	16496445	16496634	16496445	16496499	16496573	16496634
229	"AT5G41220"	NA	chr5	-	16496573	16496823	16496573	16496634	16496749	16496823
230	"AT5G41150"	NA	chr5	-	16472763	16473566	16472763	16473254	16473342	16473566
231	"AT5G41150"	NA	chr5	-	16474010	16475121	16474010	16474121	16474383	16475121
232	"AT5G41100"	NA	chr5	+	16449773	16450909	16449773	16450575	16450663	16450909
233	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16395536	16397169
234	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
235	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395973	16396097	16397169
236	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16396001	16396097	16397169
237	"AT5G40910"	NA	chr5	+	16397632	16399129	16397632	16398344	16398413	16399129
238	"AT5G40850"	NA	chr5	+	16368006	16368481	16368006	16368076	16368203	16368481
239	"AT5G40840"	NA	chr5	-	16359803	16360045	16359803	16359936	16360023	16360045
240	"AT5G40820"	NA	chr5	-	16342727	16344009	16342727	16343699	16343785	16344009
241	"AT5G40810"	NA	chr5	+	16340170	16340800	16340170	16340259	16340588	16340800
242	"AT5G40550"	NA	chr5	+	16242631	16242909	16242631	16242785	16242895	16242909
243	"AT5G40530"	NA	chr5	+	16235698	16235927	16235698	16235813	16235882	16235927
244	"AT5G40520"	NA	chr5	-	16233788	16233968	16233788	16233822	16233908	16233968
245	"AT5G40440"	NA	chr5	+	16182134	16182592	16182134	16182250	16182337	16182592
246	"AT5G40440"	NA	chr5	+	16182134	16182592	16182134	16182250	16182372	16182592
247	"AT5G40280"	NA	chr5	+	16102637	16102870	16102637	16102720	16102816	16102870
248	"AT5G40270"	NA	chr5	-	16093821	16094022	16093821	16093837	16093930	16094022
249	"AT5G40060"	NA	chr5	+	16037433	16038612	16037433	16038219	16038350	16038612
250	"AT5G39790"	NA	chr5	-	15933291	15933581	15933291	15933380	15933475	15933581
251	"AT5G39720"	NA	chr5	+	15900224	15900667	15900224	15900308	15900394	15900667
252	"AT5G38970"	NA	chr5	-	15597192	15598089	15597192	15597517	15597583	15598089
253	"AT5G38590"	NA	chr5	-	15452410	15453505	15452410	15452551	15452627	15453505
254	"AT5G38590"	NA	chr5	-	15452410	15453505	15452410	15452551	15453020	15453505
255	"AT5G38590"	NA	chr5	-	15452410	15453505	15452410	15453300	15453405	15453505
256	"AT5G38120"	NA	chr5	+	15215636	15215931	15215636	15215704	15215828	15215931
257	"AT5G38120"	NA	chr5	+	15215828	15216205	15215828	15215931	15216023	15216205
258	"AT5G37780"	NA	chr5	-	15005884	15006205	15005884	15005929	15006041	15006205
259	"AT5G37710"	NA	chr5	+	14980724	14981620	14980724	14980860	14981106	14981620
260	"AT5G37590"	NA	chr5	-	14928124	14928379	14928124	14928187	14928267	14928379
261	"AT5G37450"	NA	chr5	-	14854158	14854928	14854158	14854332	14854404	14854928
262	"AT5G37380"	NA	chr5	-	14816744	14819105	14816744	14818453	14819034	14819105
263	"AT5G37380"	NA	chr5	-	14816744	14819105	14816744	14818453	14819062	14819105
264	"AT5G37380"	NA	chr5	-	14819062	14819346	14819062	14819105	14819191	14819346
265	"AT5G37370"	NA	chr5	-	14814825	14815283	14814825	14815052	14815171	14815283
266	"AT5G37370"	NA	chr5	-	14814767	14816046	14814767	14814848	14815697	14816046
267	"AT5G37370"	NA	chr5	-	14815171	14816046	14815171	14815283	14815697	14816046
268	"AT5G37370"	NA	chr5	-	14815171	14816046	14815171	14815545	14815697	14816046
269	"AT5G37370"	NA	chr5	-	14815697	14816046	14815697	14815843	14815937	14816046
270	"AT5G37350"	NA	chr5	+	14793741	14794003	14793741	14793834	14793923	14794003
271	"AT5G37340"	NA	chr5	-	14787246	14787984	14787246	14787600	14787878	14787984
272	"AT5G37300"	NA	chr5	+	14769153	14769547	14769153	14769245	14769337	14769547
273	"AT5G37300"	NA	chr5	+	14769337	14769781	14769337	14769547	14769643	14769781
274	"AT5G48310"	NA	chr5	-	19579475	19579849	19579475	19579556	19579637	19579849
275	"AT5G37190"	NA	chr5	-	14723143	14723620	14723143	14723506	14723592	14723620
276	"AT5G37190"	NA	chr5	-	14723592	14725029	14723592	14723620	14723700	14725029
277	"AT5G37020"	NA	chr5	+	14630476	14630738	14630476	14630575	14630681	14630738
278	"AT5G36880"	NA	chr5	-	14539927	14540245	14539927	14539980	14540138	14540245
279	"AT5G36180"	NA	chr5	+	14239434	14239731	14239434	14239580	14239654	14239731
280	"AT5G36180"	NA	chr5	+	14241446	14242135	14241446	14241492	14241781	14242135
281	"AT5G36110"	NA	chr5	+	14197036	14197761	14197036	14197224	14197313	14197761
282	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14141949	14142043	14142755
283	"AT5G36002"	NA	chr5	-	14141794	14143303	14141794	14142709	14143015	14143303
284	"AT5G35550"	NA	chr5	+	13726742	13727148	13726742	13726945	13727018	13727148
285	"AT5G35450"	NA	chr5	+	13666523	13668679	13666523	13667264	13667788	13668679
286	"AT5G35210"	NA	chr5	-	13474195	13474642	13474195	13474507	13474591	13474642
287	"AT5G65420"	NA	chr5	-	26141469	26142463	26141469	26141738	26142335	26142463
288	"AT5G66640"	NA	chr5	+	26599766	26600244	26599766	26600053	26600147	26600244
289	"AT5G66640"	NA	chr5	+	26599766	26600244	26599766	26600053	26600150	26600244
290	"AT5G28850"	NA	chr5	-	10879268	10879556	10879268	10879359	10879450	10879556
291	"AT5G27950"	NA	chr5	+	9985172	9985559	9985172	9985334	9985452	9985559
292	"AT5G27840"	NA	chr5	-	9863412	9863786	9863412	9863506	9863606	9863786
293	"AT5G27730"	NA	chr5	+	9820535	9820831	9820535	9820673	9820749	9820831
294	"AT5G27730"	NA	chr5	+	9822142	9822400	9822142	9822224	9822308	9822400
295	"AT5G27730"	NA	chr5	+	9822308	9822638	9822308	9822400	9822494	9822638
296	"AT5G27630"	NA	chr5	+	9779718	9780154	9779718	9779844	9780007	9780154
297	"AT5G27630"	NA	chr5	+	9779718	9780154	9779718	9779862	9780007	9780154
298	"AT5G27630"	NA	chr5	+	9779718	9780154	9779718	9779904	9780007	9780154
299	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488445	9488831
300	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
301	"AT5G26910"	NA	chr5	-	9469414	9470403	9469414	9469534	9469812	9470403
302	"AT5G26780"	NA	chr5	+	9421576	9422228	9421576	9421773	9421861	9422228
303	"AT5G26770"	NA	chr5	-	9407646	9408341	9407646	9408148	9408239	9408341
304	"AT5G26770"	NA	chr5	-	9408239	9408872	9408239	9408341	9408410	9408872
305	"AT5G26770"	NA	chr5	-	9409567	9410138	9409567	9409770	9409960	9410138
306	"AT5G26670"	NA	chr5	+	9318856	9319153	9318856	9318939	9319023	9319153
307	"AT5G26660"	NA	chr5	-	9332677	9333284	9332677	9332807	9332911	9333284
308	"AT5G54840"	NA	chr5	-	22276932	22277436	22276932	22276994	22277396	22277436
309	"AT5G54840"	NA	chr5	-	22276932	22277436	22276932	22277016	22277396	22277436
310	"AT5G47900"	NA	chr5	+	19394537	19394857	19394537	19394629	19394713	19394857
311	"AT5G47900"	NA	chr5	+	19394537	19394857	19394537	19394634	19394713	19394857
312	"AT5G45150"	NA	chr5	+	18261071	18261727	18261071	18261229	18261355	18261727
313	"AT5G26180"	NA	chr5	+	9152350	9153503	9152350	9152675	9152815	9153503
314	"AT5G26180"	NA	chr5	+	9152753	9153502	9152753	9152885	9153043	9153502
