1	25908565	25908569	AT1G68910	0.044955045	-	-0.1319917917	0.1319917917	A5
1	26051792	26052555	AT1G69295	0.038961039	-	0.0654297735	0.0654297735	A5
1	26126772	26126777	AT1G69510	0.0374625375	+	0.0434289211	0.0434289211	A3
1	26141919	26142009	AT1G69530	0.0284715285	+	-0.1270948024	0.1270948024	RI
1	26143034	26143109	AT1G69530	0.0322177822	+	-0.1819000174	0.1819000174	RI
1	26536604	26537404	AT1G70410	0.0424575425	-	0.0360968132	0.0360968132	A5
1	26622786	26622797	AT1G70610	0.0004995005	+	-0.222148023	0.222148023	A5
1	2712985	2713010	AT1G08570	0.0204795205	+	-0.1146871445	0.1146871445	A5
1	27261745	27261756	AT1G72420	0.046953047	-	-0.1916036046	0.1916036046	A3
1	27263199	27263643	AT1G72420	0.030969031	-	-0.3959901378	0.3959901378	RI
1	27346664	27346746	AT1G72640	0.0384615385	-	0.0565346624	0.0565346624	RI
1	27346899	27346919	AT1G72640	0.017982018	-	-0.086553894	0.086553894	A3
1	27347658	27347661	AT1G72640	0.0014985015	-	0.1999449646	0.1999449646	A3
1	27381147	27381165	AT1G72740	0.014985015	-	0.1738768925	0.1738768925	A5
1	274167	274171	AT1G01740	0.026973027	-	0.4513898	0.4513898	A5
1	27439930	27439973	AT1G72930	0.000999001	+	-0.1258715668	0.1258715668	A5
1	27514351	27514355	AT1G73170	0.005994006	-	0.1905307742	0.1905307742	A5
1	27594495	27594499	AT1G73390	0.0074925075	-	0.3339742769	0.3339742769	A5
1	28107927	28107935	AT1G74810	0.013986014	+	0.5473851859	0.5473851859	A5
1	28305371	28305542	AT1G75420	0.040959041	+	0.1728115151	0.1728115151	RI
1	28533071	28533292	AT1G76020	0.042957043	-	-0.1688361509	0.1688361509	RI
1	2925688	2925712	AT1G09060	0.030969031	-	0.1857330901	0.1857330901	A5
1	29293272	29293278	AT1G77890_and_AT1G77910	0.02997003	+	0.4820953445	0.4820953445	A5
1	29302163	29302249	AT1G77930	0.006993007	+	-0.1208848867	0.1208848867	RI
1	29458920	29459268	AT1G78290	0.0164835165	-	-0.1278790916	0.1278790916	RI
1	29597210	29597235	AT1G78690	0.031968032	+	-0.4261959545	0.4261959545	A5
1	29759999	29760008	AT1G79110	0.0374625375	+	-0.0791778152	0.0791778152	A3
1	29792210	29792228	AT1G79190	0.0174825175	+	-0.4199774551	0.4199774551	A5
1	29815873	29816515	AT1G79270	0.008991009	+	-0.6381422853	0.6381422853	A5
1	29816190	29816515	AT1G79270	0.024975025	+	-0.1302061216	0.1302061216	A5
1	29816510	29816515	AT1G79270	0.023976024	+	-0.5430984206	0.5430984206	A5
1	29938043	29938062	AT1G79570	0.045954046	-	-0.1500615976	0.1500615976	A5
1	30105341	30105377	AT1G80030_and_AT1G80040	0.02997003	-	0.1539513461	0.1539513461	A5
1	30210762	30210791	AT1G80360	0.00999001	-	0.1870006241	0.1870006241	A5
1	30411603	30411680	AT1G80940	0.041958042	+	-0.1009765213	0.1009765213	A5
1	3488329	3488332	AT1G10570	0.015984016	+	0.2660742377	0.2660742377	A3
1	3503370	3503374	AT1G10590	0.005994006	-	0.1526526001	0.1526526001	A5
1	3531342	3531479	AT1G10657	0.017982018	+	-0.1272981984	0.1272981984	RI
1	35471	35474	AT1G01060	0	-	-0.1867113126	0.1867113126	A3
1	3568316	3568324	AT1G10740	0.000999001	-	-0.3624001276	0.3624001276	A5
1	3643582	3643732	AT1G10910	0.0214785215	+	-0.1193183699	0.1193183699	RI
1	37203	37373	AT1G01060	0	-	-0.2151427662	0.2151427662	RI
1	3821780	3821795	AT1G11360	0.04995005	-	-0.5564353382	0.5564353382	A3
1	442620	442718	AT1G02260	0.0474525475	-	0.2849267148	0.2849267148	RI
1	4462730	4462813	AT1G13090	0.0354645355	+	-0.0629512004	0.0629512004	RI
1	4613516	4613755	AT1G13450	0.0164835165	-	-0.1634617446	0.1634617446	RI
1	4615978	4616059	AT1G13460	0.0444555445	+	0.1872829852	0.1872829852	A5
1	4749835	4749838	AT1G13880	0.010989011	+	-0.2564870458	0.2564870458	A3
1	4762548	4762629	AT1G13930	0.0214785215	+	-0.0450196259	0.0450196259	A3
1	4766470	4766594	AT1G13940	0.0334665335	-	0.1897475539	0.1897475539	RI
1	4789461	4789492	AT1G13980	0.041958042	+	-0.1348029116	0.1348029116	A3
1	5064811	5064972	AT1G14710	0.0244755245	-	-0.0978440828	0.0978440828	RI
1	5164347	5164537	AT1G14970	0.0324675325	-	-0.3433615807	0.3433615807	RI
1	5164532	5164537	AT1G14970	0.0324675325	-	-0.3606305875	0.3606305875	A5
1	519033	519036	AT1G02500	0.043956044	+	0.0270994602	0.0270994602	A3
1	5253546	5253549	AT1G15280	0.0034965035	+	-0.1921149217	0.1921149217	A3
1	5725725	5725825	AT1G16720	0.0334665335	+	-0.0483399951	0.0483399951	RI
1	5744112	5744139	AT1G16780_and_AT1G16800	0.008991009	-	0.3841958062	0.3841958062	A5
1	5848200	5848212	AT1G17110	0.045954046	-	-0.1340927325	0.1340927325	A5
1	5854865	5854886	AT1G17130	0.048951049	+	-0.0645296077	0.0645296077	A3
1	585776	585779	AT1G02690	0.0034965035	+	0.3200596612	0.3200596612	A3
1	6421303	6421398	AT1G18660	0.005994006	+	-0.2123105394	0.2123105394	RI
1	6421382	6421398	AT1G18660	0.017982018	+	-0.1110715932	0.1110715932	A3
1	6460896	6460899	AT1G18730	0.017982018	+	-0.0901391947	0.0901391947	A3
1	6504071	6504081	AT1G18840	0.012987013	-	-0.1860495672	0.1860495672	A5
1	6550669	6550681	AT1G18950	0	+	-0.6217520006	0.6217520006	A5
1	6550763	6550769	AT1G18950	0.025974026	+	0.2173972157	0.2173972157	A3
1	6611311	6611314	AT1G19140	0.0204795205	-	0.1306839712	0.1306839712	A3
1	6688826	6688834	AT1G19350	0.008991009	+	-0.1694552084	0.1694552084	A3
1	6797268	6797311	AT1G19650	0.0124875125	-	0.1860883609	0.1860883609	A3
1	6798953	6799099	AT1G19650	0.0124875125	-	-0.2111520047	0.2111520047	RI
1	6952306	6952309	AT1G20060	0.0474525475	-	0.5736600122	0.5736600122	A5
1	7081968	7082067	AT1G20410	0.0414585415	-	0.1769485174	0.1769485174	RI
1	737420	737437	AT1G03080	0.023976024	-	0.1387542116	0.1387542116	A3
1	737420	737562	AT1G03080	0.011988012	-	0.4292829347	0.4292829347	RI
1	737437	737562	AT1G03080	0.023976024	-	0.1493257959	0.1493257959	RI
1	7883125	7883197	AT1G22310	0.0474525475	-	-0.1488338842	0.1488338842	RI
1	8090353	8090357	AT1G22860_and_AT1G22870	0.01998002	+	-0.2505888182	0.2505888182	A5
1	813581	813604	AT1G03310	0	+	-0.4507000005	0.4507000005	A5
1	8182206	8182218	AT1G23080	0	-	-0.4502530475	0.4502530475	A5
1	8296342	8296419	AT1G23360	0.0114885115	-	-0.1848437046	0.1848437046	RI
1	8556140	8556145	AT1G24160	0.045954046	-	-0.0711349716	0.0711349716	A5
1	8571	8594	AT1G01020	0.005994006	-	0.4831529104	0.4831529104	A5
1	8768808	8768836	AT1G24793_and_AT1G24800	0.0464535465	+	0.2549810674	0.2549810674	A5
1	9055960	9056053	AT1G26180	0.0444555445	+	-0.128896852	0.128896852	RI
1	9086897	9087046	AT1G26260	0.0044955045	+	-0.8403957521	0.8403957521	A5
1	9244238	9244326	AT1G26730	0.025974026	+	-0.3482711025	0.3482711025	RI
1	9303845	9303909	AT1G26850	0.0144855145	-	0.0747633111	0.0747633111	A5
1	9532353	9532401	AT1G27450	0.017982018	+	-0.0950336656	0.0950336656	A3
1	965823	965888	AT1G03830	0.0204795205	-	-0.3242384895	0.3242384895	SE
1	9675232	9675309	AT1G27770	0.012987013	-	-0.1828780283	0.1828780283	RI
1	9716339	9716538	AT1G27900	0.044955045	-	-0.2388069147	0.2388069147	RI
2	10112886	10112996	AT2G23760	0.02997003	-	0.1605808039	0.1605808039	A5
2	10202911	10202981	AT2G23980_and_AT2G23987	0.014985015	-	-0.2687256973	0.2687256973	RI
2	10327134	10327330	AT2G24270	0.017982018	-	0.0658776736	0.0658776736	RI
2	10329607	10329618	AT2G24270	0.017982018	-	-0.0658498921	0.0658498921	A3
2	10844348	10844351	AT2G25480	0.015984016	+	0.1239746403	0.1239746403	A3
2	10930719	10930828	AT2G25670	0.0034965035	-	-0.1169959311	0.1169959311	RI
2	10980344	10980621	AT2G25740	0.002997003	+	-0.4618883104	0.4618883104	RI
2	11136246	11136276	AT2G26150	0.020979021	+	-0.3482039517	0.3482039517	SE
2	11316613	11316793	AT2G26600	0.0464535465	+	-0.1335525819	0.1335525819	A5
2	11650691	11650729	AT2G27230	0.018981019	+	-0.1157513954	0.1157513954	A5
2	11696937	11697449	AT2G27340	0.04995005	+	-0.3324820329	0.3324820329	A3
2	11699994	11699997	AT2G27350	0.017982018	-	-0.1861717412	0.1861717412	A3
2	11849296	11849321	AT2G27790	0.04995005	-	-0.3028572056	0.3028572056	A3
2	13036814	13037114	AT2G30600	0.0404595405	+	-0.2083551673	0.2083551673	AF
2	13036814	13037249	AT2G30600	0.0112387612	+	-0.5042509257	0.5042509257	AF
2	13036814	13037284	AT2G30600	0.008991009	+	-0.6324639892	0.6324639892	AF
2	13036924	13037284	AT2G30600	0.011988012	+	-0.4964635665	0.4964635665	AF
2	13036996	13037284	AT2G30600	0.0404595405	+	0.2866991514	0.2866991514	SE
2	13037114	13037249	AT2G30600	0.0236013986	+	0.3210047044	0.3210047044	A5
2	13729206	13729242	AT2G32320	0.018981019	+	-0.3407541667	0.3407541667	A5
2	13791979	13792018	AT2G32487	0.026973027	+	-0.2284711261	0.2284711261	A5
2	13867212	13867215	AT2G32700	0.045954046	+	-0.0950672278	0.0950672278	A3
2	13870117	13870123	AT2G32700	0.035964036	+	0.1346315912	0.1346315912	A3
2	14181879	14181885	AT2G33480	0.0094905095	+	0.1288378043	0.1288378043	A3
2	14208049	14208175	AT2G33540	0.000999001	-	-0.4069634929	0.4069634929	RI
2	14214805	14214808	AT2G33560	0.048951049	-	-0.1519879405	0.1519879405	A3
2	14709808	14709812	AT2G34860	0.0214785215	+	0.0657788317	0.0657788317	A5
2	14725545	14725584	AT2G34900	0.011988012	-	-0.2138195904	0.2138195904	A5
2	14822972	14822985	AT2G35160	0.03996004	+	-0.6023744812	0.6023744812	A3
2	15369361	15369449	AT2G36680	0.002997003	-	-0.4206063573	0.4206063573	RI
2	15369366	15369449	AT2G36680	0.002997003	-	-0.338709427	0.338709427	RI
2	15663802	15663817	AT2G37300	0.032967033	-	-0.2932744642	0.2932744642	A3
2	15739250	15739253	AT2G37480	0.007992008	+	-0.1276520154	0.1276520154	A3
2	15743353	15743429	AT2G37510	0.043956044	-	-0.2411138154	0.2411138154	RI
2	15920848	15920856	AT2G38040	0.0034965035	+	-0.1186994895	0.1186994895	A3
2	16033727	16033742	AT2G38280	0.0084915085	-	-0.1497590714	0.1497590714	A5
2	16220826	16220910	AT2G38810	0.0434565435	-	0.1830826926	0.1830826926	A5
2	1646031	1646066	AT2G04690	0.013986014	+	-0.1680687544	0.1680687544	A5
2	1646031	1646155	AT2G04690	0.013986014	+	-0.3295384823	0.3295384823	RI
2	1646066	1646155	AT2G04690	0.013986014	+	-0.3069972213	0.3069972213	RI
2	16571066	16571180	AT2G39730	0.028971029	-	0.036848737	0.036848737	RI
2	16571066	16571191	AT2G39730	0.028971029	-	-0.0397876018	0.0397876018	RI
2	16571180	16571191	AT2G39730	0	-	-0.251396423	0.251396423	A5
2	16655717	16655823	AT2G39890	0.0084915085	+	0.2118561381	0.2118561381	RI
2	1679886	1679909	AT2G04790	0.001998002	+	0.2532934905	0.2532934905	A5
2	16888312	16889243	AT2G40435	0.028971029	+	-0.2374529518	0.2374529518	AL
2	16922337	16922745	AT2G40520	0.0412087912	+	0.2523279883	0.2523279883	AF
2	16922613	16923390	AT2G40520	0.0412087912	+	0.2998843874	0.2998843874	AF
2	17403808	17403905	AT2G41720	0.008991009	-	-0.2278514462	0.2278514462	RI
2	17475036	17475049	AT2G41880	0.0494505495	+	0.3294907771	0.3294907771	A3
2	17565777	17565780	AT2G42120	0.0234765235	-	-0.2562232407	0.2562232407	A3
2	17582855	17582997	AT2G42190	0.0334665335	+	0.0790388624	0.0790388624	RI
2	17622374	17622378	AT2G42300	0.045954046	+	0.1676537498	0.1676537498	A5
2	17622378	17623441	AT2G42300	0.047952048	+	-0.5947372591	0.5947372591	RI
2	18058045	18058057	AT2G43490	0.035964036	-	0.3395493203	0.3395493203	A5
2	182005	182017	AT2G01420	0	-	-0.3571709625	0.3571709625	A5
2	18839852	18839855	AT2G45740	0.0034965035	+	0.11646341	0.11646341	A3
2	18866503	18866607	AT2G45830	0.04995005	+	-0.6414262673	0.6414262673	RI
2	19002161	19002230	AT2G46270	0.018981019	+	-0.4039033062	0.4039033062	A5
2	19237582	19237969	AT2G46800	0	+	-1	1	RI
2	1933535	1933848	AT2G05310	0.040959041	-	-0.0293441875	0.0293441875	RI
2	19345236	19345289	AT2G47110	0.0134865135	+	-0.0553509611	0.0553509611	RI
2	19537255	19537260	AT2G47640	0.0204795205	+	-0.097561834	0.097561834	A5
2	19537860	19537863	AT2G47640	0.004995005	+	-0.1995876593	0.1995876593	A3
2	19644237	19644377	AT2G48020	0.041958042	+	0.1437597218	0.1437597218	RI
2	19663657	19663669	AT2G48070	0.014985015	+	0.0710985996	0.0710985996	A5
2	1993765	1993886	AT2G05440	0.013986014	+	-0.4850761676	0.4850761676	RI
2	2351548	2351672	AT2G06025	0.003996004	+	-0.2392210055	0.2392210055	RI
2	2585220	2585290	AT2G06510	0.0334665335	+	0.3333726626	0.3333726626	RI
2	520977	520981	AT2G02080	0	-	-0.6120559816	0.6120559816	A5
2	5906998	5907004	AT2G14045	0.012987013	+	0.1296882747	0.1296882747	A3
2	650395	650501	AT2G02450	0.044955045	+	0.1089032952	0.1089032952	RI
2	6798522	6798527	AT2G15580	0.028971029	+	0.0851428384	0.0851428384	A3
2	690463	690469	AT2G02560	0.0334665335	+	0.129881176	0.129881176	A3
2	7082470	7082545	AT2G16370	0.042957043	-	-0.1135654793	0.1135654793	RI
2	7339134	7339145	AT2G16920	0.03996004	-	-0.1505762314	0.1505762314	A5
2	7341210	7341247	AT2G16930	0	+	-0.3201131551	0.3201131551	A5
2	7606823	7606870	AT2G17500	0.002997003	+	0.5075756794	0.5075756794	A5
2	7606944	7606963	AT2G17500	0.031968032	+	0.234584255	0.234584255	A3
2	7740170	7740269	AT2G17800	0.046953047	+	-0.0876320135	0.0876320135	RI
2	7946689	7946721	AT2G18280	0.048951049	+	-0.0580186396	0.0580186396	A3
2	8264194	8264305	AT2G19080	0.0094905095	+	-0.2110932433	0.2110932433	RI
2	8511739	8511743	AT2G19730	0.026973027	+	-0.0569325909	0.0569325909	A3
2	8584261	8584264	AT2G19880	0.0204795205	+	0.1470124365	0.1470124365	A5
2	8838518	8838524	AT2G20500_and_AT2G20510	0	-	-1	1	A5
2	8964978	8965022	AT2G20820	0.016983017	+	0.051307701	0.051307701	A3
2	9083261	9083339	AT2G21195	0.006993007	+	-0.1842018596	0.1842018596	RI
2	9137788	9138061	AT2G21370	0.023976024	-	0.148189372	0.148189372	RI
2	9139585	9139589	AT2G21370	0.006993007	-	-0.1636349783	0.1636349783	A3
2	9149885	9150092	AT2G21385_and_AT2G21390	0.044955045	+	-0.1217492304	0.1217492304	A3
2	9149976	9150112	AT2G21385_and_AT2G21390	0.035964036	+	-0.2807941067	0.2807941067	RI
2	9554414	9554417	AT2G22490	0.025974026	-	-0.1267621988	0.1267621988	A3
2	9589982	9590081	AT2G22570	0.003996004	-	-0.4511201153	0.4511201153	RI
2	9789746	9789750	AT2G22990	0.031968032	+	-0.0834878241	0.0834878241	A5
3	10070619	10070646	AT3G27260	0.01998002	+	-0.1459636689	0.1459636689	A3
3	101356	101532	AT3G01310	0.0314685315	-	-0.1901906867	0.1901906867	RI
3	101514	101532	AT3G01310	0.0254745255	-	-0.2275763141	0.2275763141	A5
3	10227389	10227481	AT3G27610	0.04995005	-	-0.6537569272	0.6537569272	RI
3	10287280	10287397	AT3G27770	0.004995005	-	0.1495236216	0.1495236216	RI
3	11268826	11268829	AT3G29360	0.0024975025	-	0.1242132873	0.1242132873	A3
3	1259567	1259570	AT3G04630	0.0054945055	+	-0.1942741791	0.1942741791	A3
3	128880	128892	AT3G01340	0.025974026	-	0.0840491287	0.0840491287	A5
3	1355275	1355277	AT3G04910	0.033966034	+	0.108459688	0.108459688	A5
3	1462783	1462786	AT3G05165	0.0134865135	-	-0.3470392965	0.3470392965	A3
3	1539728	1539763	AT3G05380	0.011988012	+	0.4686773711	0.4686773711	A5
3	1563412	1563415	AT3G05420	0.006993007	+	-0.1615565942	0.1615565942	A3
3	15987551	15987742	AT3G44310	0.004995005	+	-0.1489890745	0.1489890745	A5
3	16163976	16163979	AT3G44590	0.026973027	+	-0.0880444563	0.0880444563	A3
3	16196264	16196267	AT3G44630	0.031968032	+	0.1271197224	0.1271197224	A3
3	16217057	16217237	AT3G44665_and_AT3G44670	0.0084915085	+	-0.1505960355	0.1505960355	RI
3	17248518	17248615	AT3G46830	0.024975025	-	-0.0963203432	0.0963203432	A5
3	1770911	1771533	AT3G05932_and_AT3G05935	0.0484515485	-	0.2552510283	0.2552510283	AL
3	17748019	17748022	AT3G48060	0.0094905095	-	-0.3304434528	0.3304434528	A3
3	18500068	18500153	AT3G49890	0.0454545455	+	-0.162535953	0.162535953	RI
3	19087537	19087543	AT3G51430	0.036963037	+	-0.1387843083	0.1387843083	A5
3	1922714	1922717	AT3G06340	0.01998002	-	0.3902614199	0.3902614199	A3
3	1923235	1923738	AT3G06340	0.01998002	-	0.4467171341	0.4467171341	AF
3	19349132	19349146	AT3G52170	0.040959041	-	-0.1570240591	0.1570240591	A3
3	1944682	1944688	AT3G06400	0.023976024	+	-0.1152138573	0.1152138573	A5
3	19495266	19495269	AT3G52560	0.023976024	-	0.0957855805	0.0957855805	A5
3	19608116	19608279	AT3G52890	0.022977023	+	-0.2039579104	0.2039579104	A5
3	19609031	19609050	AT3G52890	0.022977023	+	-0.2008808452	0.2008808452	A3
3	19733766	19734623	AT3G53240	0.0454545455	+	0.2036642001	0.2036642001	AF
3	19986758	19986880	AT3G53970	0.026973027	+	-0.1265240109	0.1265240109	RI
3	20001313	20001384	AT3G54010	0.0094905095	+	-0.1536180053	0.1536180053	RI
3	20178804	20178941	AT3G54500	0.003996004	-	-0.1261480804	0.1261480804	RI
3	20270980	20271074	AT3G54760	0.043956044	-	-0.0757290825	0.0757290825	RI
3	20406621	20407101	AT3G55060	0.030969031	-	-0.3765002627	0.3765002627	AF
3	20807852	20808025	AT3G56070	0.011988012	-	-0.1192529028	0.1192529028	A5
3	20962362	20962379	AT3G56580	0.046953047	+	0.2340014685	0.2340014685	SE
3	20962362	20962483	AT3G56580	0.033966034	+	0.1612078298	0.1612078298	A3
3	21114162	21114207	AT3G57050	0.006993007	-	0.1886867571	0.1886867571	A5
3	21297375	21297470	AT3G57530	0.0124875125	-	-0.1184417707	0.1184417707	RI
3	21493245	21493248	AT3G58050	0.018981019	+	-0.1983321575	0.1983321575	A3
3	21828302	21828308	AT3G59060	0.04995005	-	-0.0412739514	0.0412739514	A3
3	21829902	21829913	AT3G59060	0.047952048	-	-0.0782921575	0.0782921575	A3
3	21918321	21919139	AT3G59300	0.026973027	+	-0.1580203943	0.1580203943	AF
3	21926135	21926248	AT3G59320	0.0224775225	-	-0.2295557923	0.2295557923	RI
3	21935804	21935812	AT3G59360	0.0024975025	-	-0.3444619836	0.3444619836	A5
3	2244597	2244757	AT3G07090	0.0054945055	-	0.1261132189	0.1261132189	A5
3	22454638	22454641	AT3G60750	0.03996004	+	-0.0297366734	0.0297366734	A3
3	22797937	22798054	AT3G61600	0.0254745255	+	0.0996209509	0.0996209509	RI
3	22967795	22967804	AT3G62010	0.0074925075	+	-0.2052389562	0.2052389562	A3
3	23039842	23039845	AT3G62260	0.024975025	-	-0.2120343211	0.2120343211	A3
3	23053581	23053586	AT3G62290	0	+	-0.3621376789	0.3621376789	A5
3	23236111	23236114	AT3G62840	0.0024975025	-	-0.1410276404	0.1410276404	A3
3	23264238	23264254	AT3G62940	0.00999001	-	0.1814441792	0.1814441792	A3
3	2326719	2326725	AT3G07300	0.011988012	-	-0.2752183953	0.2752183953	A5
3	2327406	2327424	AT3G07300	0.0134865135	-	0.1789226213	0.1789226213	A3
3	23434944	23434950	AT3G63460	0	-	0.3863730251	0.3863730251	A5
