AT1G04730	A3	1	1330607-1330680	1330590-1330680	-	0.1331580374	0.3266733267		
AT1G04750	A3	1	1333160-1333237	1332730-1333237	-	-0.0136299384	0.3896103896		
AT1G04870	A3	1	1375221-1375383	1375211-1375383	-	0.0023183115	0.4165834166		
AT1G04930	A3	1	1397139-1397497	1397124-1397497	-	-0.0711743056	0.3976023976		
AT1G04945_and_AT1G04940	A3	1	1402520-1402596	1402520-1402623	+	0.0086071773	0.3686313686		
AT1G04970	A3	1	1411623-1411877	1411623-1411915	+	0.0053880707	0.3426573427		
AT1G05000	A3	1	1426109-1426235	1426109-1427899	+	-0.0176056582	0.3231768232		
AT1G05030	A3	1	1440659-1441003	1440646-1441003	-	-0.0470333205	0.1518481518		
AT1G05160_and_AT1G05170	A3	1	1489953-1490730	1489944-1490730	-	-0.0670889841	0.1173826174		
AT1G05200	A3	1	1505462-1505538	1505462-1505561	+	0.0341120569	0.3851148851		
AT1G05230	A3	1	1518226-1518570	1517057-1518570	-	-0.3765213645	0.2505494505		
AT1G05320	A3	1	1553759-1554799	1553759-1554813	+	-0.0311158862	0.4085914086		
AT1G05320	A3	1	1553759-1554799	1553759-1554822	+	-0.0312108447	0.4085914086		
AT1G05320	A3	1	1553759-1554813	1553759-1554822	+	0.0387616619	0.4085914086		
AT1G05320	A3	1	1553949-1554813	1553949-1554822	+	0.0132657421	0.4085914086		
AT1G05590	A3	1	1669527-1669677	1669527-1669851	+	0.0091294838	0.4200799201		
AT1G05670	A3	1	1697832-1697939	1697823-1697939	-	-0.129622777	0.1393606394		
AT1G05710	A3	1	1715384-1716196	1715384-1716212	+	0.0269072192	0.4250749251		
AT1G05710	A3	1	1715842-1716196	1715842-1716212	+	nan	1		
AT1G05710	A3	1	1716102-1716175	1716102-1716196	+	0.2046074326	0.4250749251		
AT1G05785	A3	1	1730332-1730922	1730332-1730959	+	0.0103334984	0.4085914086		
AT1G05785	A3	1	1732089-1732158	1732089-1732374	+	-0.0143125458	0.4085914086		
AT1G05790	A3	1	1733616-1733762	1733616-1733778	+	-0.1211632785	0.0494505495		
AT1G05790	A3	1	1736273-1736355	1736273-1736413	+	-0.0270089514	0.1908091908		
AT1G05830	A3	1	1761228-1761301	1761228-1761309	+	-0.0146557477	0.2507492507		
AT1G05870	A3	1	1771757-1771892	1771717-1771892	-	0.1120990925	0.2253302253		
AT1G05870	A3	1	1771814-1771892	1771717-1771892	-	0.1062073034	0.2253302253		
AT1G05870	A3	1	1771814-1771892	1771757-1771892	-	0.0608326118	0.2307692308		
AT1G05880	A3	1	1776553-1776666	1776553-1776687	+	nan	1		
AT1G05927_and_AT1G25220	A3	1	8838504-8839116	8838465-8839116	-	-0.0019430985	0.4135864136		
AT1G05970	A3	1	1816408-1816545	1816402-1816545	-	-0.0247378948	0.2267732268		
AT1G06110	A3	1	1853833-1853915	1853733-1853915	-	-0.0022212565	0.3961038961		
AT1G06130	A3	1	1860165-1860587	1860162-1860587	-	0.0532551779	0.0809190809		
AT1G06150	A3	1	1870009-1870157	1870003-1870157	-	0.0219819196	0.2512487512		
AT1G06190	A3	1	1893947-1894033	1893626-1894033	-	0.0020131992	0.4315684316		
AT1G06230	A3	1	1907169-1907276	1907169-1907281	+	-0.0434680331	0.2712287712		
AT1G06230	A3	1	1907169-1907276	1907169-1907430	+	0.0028607741	0.3981018981		
AT1G06230	A3	1	1907169-1907281	1907169-1907430	+	0.0256252686	0.3981018981		
AT1G06515	A3	1	1991984-1992053	1991970-1992053	-	0.012160115	0.2167832168		
AT1G06580	A3	1	2015694-2015870	2015691-2015870	-	-0.446749306	0.0604395604		
AT1G06645_and_AT1G06650	A3	1	2036841-2036932	2036841-2036958	+	0.0157714283	0.1678321678		
AT1G06710	A3	1	2056148-2056234	2056058-2056234	-	-0.0377722206	0.3426573427		
AT1G06710	A3	1	2056719-2056852	2056329-2056852	-	nan	1		
AT1G06710	A3	1	2056771-2056852	2056329-2056852	-	0.0218754101	0.3426573427		
AT1G06710	A3	1	2056771-2056852	2056719-2056852	-	0.2232484332	0.2787212787		
AT1G06820	A3	1	2095698-2095804	2095691-2095804	-	0.0211270313	0.2352647353		
AT1G06890	A3	1	2111605-2111761	2111602-2111761	-	0.1218654009	0.0134865135		
AT1G06960	A3	1	2136002-2136415	2136002-2136450	+	-0.0197761692	0.3521478521		
AT1G06987_and_AT1G09255	A3	1	13858014-13858140	13858014-13858142	+	nan	1		
AT1G07010_and_AT1G04537	A3	1	2153132-2153196	2153132-2153223	+	0	0.454045954		
AT1G07010_and_AT1G04537	A3	1	2153323-2153492	2153323-2153504	+	0.0049301046	0.454045954		
AT1G07060	A3	1	2166854-2167206	2166842-2167206	-	nan	1		
AT1G07119_and_AT1G04563_and_AT1G07130	A3	1	2185175-2185391	2185175-2186103	+	nan	1		
AT1G07170	A3	1	2200219-2200330	2200219-2200463	+	-0.2127090439	0.0879120879		
AT1G07170	A3	1	2200219-2200330	2200219-2200638	+	-0.0004365348	0.4395604396		
AT1G07170	A3	1	2200219-2200463	2200219-2200638	+	-0.0032635242	0.4155844156		
AT1G07200	A3	1	2210528-2210607	2210523-2210607	-	-0.0146259447	0.2662337662		
AT1G07203_and_AT1G43886	A3	1	16642917-16643238	16642260-16643238	-	nan	1		
AT1G07270	A3	1	2229990-2230109	2229976-2230109	-	-0.1588276092	0.2132867133		
AT1G07280	A3	1	2239910-2240026	2239910-2240739	+	-0.0009552141	0.4210789211		
AT1G07320	A3	1	2250021-2250173	2250021-2250179	+	0.0089917556	0.2227772228		
AT1G07350	A3	1	2258845-2259003	2258602-2259003	-	-0.0609375606	0.2382617383		
AT1G07570	A3	1	2333281-2333505	2333262-2333505	-	0.012664694	0.3956043956		
AT1G07650	A3	1	2364709-2366005	2364691-2366005	-	-0.0035479995	0.3906093906		
AT1G07770	A3	1	2409088-2409479	2409085-2409479	-	-0.0094231106	0.0919080919		
AT1G07780	A3	1	2410602-2410733	2410577-2410733	-	0.0006029656	0.4440559441		
AT1G07780	A3	1	2412216-2412610	2411929-2412610	-	-0.008631308	0.4227914942		
AT1G07780	A3	1	2412219-2412610	2411929-2412610	-	0.1518088826	0.3830544456		
AT1G07780	A3	1	2412219-2412610	2412216-2412610	-	0.0240391583	0.4170829171		
AT1G07887_and_AT1G53490	A3	1	19966343-19966449	19966343-19966479	+	-0.0693409578	0.2557442557		
AT1G07890	A3	1	2437555-2437678	2437555-2437681	+	0.1580530571	0.2251082251		
AT1G07890	A3	1	2437555-2437681	2437555-2437993	+	0.0006046185	0.3541458541		
AT1G07940	A3	1	2465076-2465410	2464814-2465410	-	-0.0000296624	0.4310689311		
AT1G07960	A3	1	2467212-2467598	2467212-2467633	+	0.0129662437	0.3026973027		
AT1G07960	A3	1	2467212-2467598	2467212-2467638	+	0.012631817	0.3026973027		
AT1G07960	A3	1	2467212-2467633	2467212-2467638	+	-0.0614318477	0.1408591409		
AT1G08040	A3	1	2497865-2497954	2497853-2497954	-	-0.003671283	0.4125874126		
AT1G08040	A3	1	2498017-2498480	2497998-2498480	-	0.0193938016	0.4125874126		
AT1G08060	A3	1	2507818-2508109	2507815-2508109	-	0.0093795095	0.3796203796		
AT1G08220	A3	1	2582865-2582998	2582860-2582998	-	-0.0785515821	0.1363636364		
AT1G08300_and_AT1G08310_and_AT1G04647	A3	1	2619292-2619397	2619292-2619406	+	-0.0883382782	0.1833166833		
AT1G08420	A3	1	2652742-2652966	2652742-2652981	+	0	0.4435564436		
AT1G08450	A3	1	2670417-2670607	2670255-2670607	-	-0.001584629	0.4165834166		
AT1G08600	A3	1	2724301-2724543	2724301-2724546	+	-0.0531501718	0.1283716284		
AT1G08630	A3	1	2744533-2744614	2744491-2744614	-	-0.0011919653	0.4375624376		
AT1G08630	A3	1	2745693-2746404	2745654-2746404	-	0.0173069627	0.4375624376		
AT1G08630	A3	1	2745702-2746404	2745654-2746404	-	0.0001196625	0.4375624376		
AT1G08630	A3	1	2745702-2746404	2745693-2746404	-	-0.0017757532	0.4375624376		
AT1G08680	A3	1	2766175-2766506	2766175-2766509	+	0.0314061057	0.452047952		
AT1G08680	A3	1	2766643-2766720	2766643-2766726	+	0.0027357441	0.452047952		
AT1G08680	A3	1	2767031-2767404	2767031-2767612	+	-0.0000273313	0.452047952		
AT1G08820	A3	1	2824915-2825167	2824476-2825167	-	-0.0112888277	0.3752247752		
AT1G08830	A3	1	2827191-2827680	2827191-2827689	+	-0.0002163833	0.4400599401		
AT1G08840	A3	1	2837607-2837698	2837598-2837698	-	-0.106190559	0.3946053946		
AT1G08900	A3	1	2852603-2852716	2852603-2852740	+	-0.0219106802	0.2117882118		
AT1G08920	A3	1	2869440-2869515	2869440-2869536	+	0.0094561555	0.3251748252		
AT1G09023_and_AT1G68935_and_AT1G68937	A3	1	25921805-25922423	25921805-25922670	+	nan	1		
AT1G09060	A3	1	2925264-2925688	2925248-2925688	-	0.0456242959	0.1253746254		
AT1G09080	A3	1	2931670-2931732	2931640-2931732	-	0	0.3191808192		
AT1G09140	A3	1	2943564-2944169	2943226-2944169	-	-0.0747032775	0.0509490509		
AT1G09170	A3	1	2957284-2957371	2957269-2957371	-	-0.0301297503	0.3896103896		
AT1G09185_and_AT1G06737	A3	1	12382677-12382762	12382649-12382762	-	nan	1		
AT1G09185_and_AT1G06737	A3	1	12383937-12384030	12383935-12384030	-	nan	1		
AT1G09195	A3	1	2968254-2968380	2968199-2968380	-	-0.0401263717	0.4080919081		
AT1G09195	A3	1	2969282-2969375	2969077-2969375	-	0.0032528556	0.4080919081		
AT1G09270	A3	1	2994736-2995147	2994736-2995151	+	0.0041143612	0.3146853147		
AT1G09553_and_AT1G75450	A3	1	28317376-28317461	28317373-28317461	-	0.0495356367	0.2902097902		
AT1G09790	A3	1	3170687-3170753	3170654-3170753	-	nan	1		
AT1G09825	A3	1	25845399-25845610	25845399-25845628	+	nan	1		
AT1G09840	A3	1	3199623-3199710	3199619-3199710	-	nan	1		
AT1G09840	A3	1	3199623-3200036	3199619-3200036	-	-0.0006623107	0.4430569431		
AT1G09840	A3	1	3199694-3200036	3199619-3200036	-	0.040285323	0.4430569431		
AT1G09840	A3	1	3199694-3200036	3199623-3200036	-	0.0080283861	0.4430569431		
AT1G09840	A3	1	3200103-3200183	3200099-3200183	-	-0.0128146683	0.4430569431		
AT1G09890	A3	1	3216801-3216871	3216786-3216871	-	0	0.3606393606		
AT1G09925	A3	1	28936726-28936829	28936650-28936829	-	nan	1		
AT1G09970	A3	1	3254964-3255052	3254964-3255055	+	0.0023531014	0.2877122877		
AT1G09980	A3	1	3258770-3258865	3258767-3258865	-	0.0125818014	0.4335664336		
AT1G09980	A3	1	3261246-3261328	3261033-3261328	-	0.0020568413	0.4335664336		
AT1G09985	A3	1	29839999-29841542	29839955-29841542	-	nan	1		
AT1G09995	A3	1	3262455-3262635	3262452-3262635	-	0.032969467	0.2672327672		
AT1G09995	A3	1	3263018-3263351	3262908-3263351	-	-0.0623997475	0.2347652348		
AT1G10050	A3	1	3279156-3279256	3279156-3279261	+	0.0983459588	0.1638361638		
AT1G10095	A3	1	3298244-3298340	3297992-3298340	-	0.0068718588	0.4190809191		
AT1G10320	A3	1	3387666-3387724	3387639-3387724	-	0	0.4390609391		
AT1G10390	A3	1	3412103-3412493	3412097-3412493	-	0.0435669965	0.1448551449		
AT1G10490	A3	1	3453264-3453560	3453264-3453565	+	-0.0390039904	0.2172827173		
AT1G10570	A3	1	3487974-3488329	3487974-3488332	+	0.1517793517	0.044955045		
AT1G10588	A3	1	3501360-3501468	3501360-3501471	+	nan	1		
AT1G10590	A3	1	3503049-3503374	3503004-3503374	-	-0.0130560498	0.1028971029		
AT1G10600	A3	1	3504934-3505016	3504934-3505019	+	0.0009986695	0.4320679321		
AT1G10657	A3	1	3530927-3531193	3530927-3531265	+	-0.0157262894	0.3586413586		
AT1G10660	A3	1	3532667-3532892	3532667-3532918	+	-0.0603050908	0.1564435564		
AT1G10660	A3	1	3532667-3532892	3532667-3532923	+	-0.1262455091	0.0709290709		
AT1G10660	A3	1	3532667-3532892	3532667-3532992	+	-0.0317567175	0.1564435564		
AT1G10660	A3	1	3532667-3532918	3532667-3532923	+	-0.1165009944	0.0584415584		
AT1G10660	A3	1	3532667-3532918	3532667-3532992	+	0.0057866651	0.3346653347		
AT1G10660	A3	1	3532667-3532923	3532667-3532992	+	0.1066461542	0.0584415584		
AT1G10680	A3	1	3538723-3538801	3538679-3538801	-	nan	1		
AT1G10700	A3	1	3555489-3555574	3555489-3555722	+	0.0000962819	0.453046953		
AT1G10750	A3	1	3576342-3576445	3576332-3576445	-	-0.0307158631	0.3206793207		
AT1G10865	A3	1	3614830-3615037	3614826-3615037	-	0.0640190984	0.0254745255		
AT1G10870	A3	1	3617944-3618077	3617929-3618077	-	0.0363764223	0.1733266733		
AT1G10890	A3	1	3630064-3630255	3630064-3630279	+	-0.0103386548	0.1838161838		
AT1G11160	A3	1	3735730-3736248	3735730-3736254	+	0.000239713	0.3656343656		
AT1G11180	A3	1	3746466-3746531	3746466-3746570	+	0.0021068163	0.4095904096		
AT1G11280	A3	1	3788878-3789119	3788842-3789119	-	-0.0028719645	0.4245754246		
AT1G11300	A3	1	3795676-3795766	3795676-3795811	+	0.1325840619	0.1748251748		
AT1G11330	A3	1	3811891-3811979	3811891-3811985	+	0.0115770758	0.4255744256		
AT1G11360	A3	1	3821795-3822147	3821780-3822147	-	0.0093423323	0.3851148851		
AT1G11400_and_AT1G11410	A3	1	3837987-3838708	3837987-3838715	+	0.0038381275	0.4009324009		
AT1G11400_and_AT1G11410	A3	1	3841209-3841369	3841209-3841373	+	nan	1		
AT1G11592	A3	1	3895538-3895625	3895536-3895625	-	nan	1		
AT1G11592	A3	1	3895848-3895935	3895845-3895935	-	nan	1		
AT1G11840	A3	1	3995470-3995905	3995470-3996013	+	-0.0100662452	0.3602112174		
AT1G11840	A3	1	3995470-3995905	3995470-3996016	+	0.0004440249	0.4525474525		
AT1G11840	A3	1	3995470-3995905	3995470-3996041	+	-0.0075661807	0.3602112174		
AT1G11840	A3	1	3995470-3996013	3995470-3996016	+	0.0380198405	0.2637362637		
AT1G11840	A3	1	3995470-3996013	3995470-3996041	+	-0.0210194993	0.2637362637		
AT1G11840	A3	1	3995470-3996016	3995470-3996041	+	-0.0393648528	0.2637362637		
AT1G11840	A3	1	3997141-3997239	3997141-3997249	+	-0.0012794725	0.3602112174		
AT1G11860	A3	1	4001452-4001798	4001452-4001801	+	0.0167979348	0.1258741259		
AT1G11870	A3	1	4004099-4004170	4004099-4004176	+	0.0673748802	0.2357642358		
AT1G11870	A3	1	4006021-4006097	4006021-4006117	+	-0.0173925574	0.2407592408		
AT1G11870	A3	1	4006190-4006281	4006190-4006306	+	-0.0297572333	0.2407592408		
AT1G11930	A3	1	4030139-4030221	4030139-4030227	+	-0.0051251025	0.2897102897		
AT1G11990	A3	1	4048313-4048386	4048268-4048386	-	-0.0129935602	0.2482517483		
AT1G12140_and_AT1G04933	A3	1	4121932-4122016	4121932-4122022	+	0.0450272823	0.0694305694		
AT1G12140_and_AT1G04933	A3	1	4123664-4123826	4123664-4124145	+	nan	1		
AT1G12210	A3	1	4140456-4141068	4140456-4141072	+	-0.0777288664	0.2197802198		
AT1G12250	A3	1	4159450-4159565	4159450-4159570	+	-0.0123087283	0.2407592408		
AT1G12280_and_AT1G12290	A3	1	4181188-4181853	4181176-4181853	-	-0.0543709743	0.2982017982		
AT1G12370	A3	1	4207170-4207243	4207152-4207243	-	0.0274128914	0.3251748252		
AT1G12370	A3	1	4207525-4207641	4207435-4207641	-	0.0464691845	0.3251748252		
AT1G12430	A3	1	4234495-4234560	4234492-4234560	-	-0.0041359231	0.3961038961		
AT1G12440	A3	1	4242651-4242808	4242359-4242808	-	0.006235307	0.1533466533		
AT1G12650	A3	1	4306028-4306149	4306028-4306169	+	0.0320422896	0.2877122877		
AT1G12710	A3	1	4327529-4327741	4327403-4327741	-	-0.0602605023	0.0969030969		
AT1G12730	A3	1	4335293-4335438	4335293-4335458	+	-0.0071432047	0.3731268731		
AT1G12740	A3	1	4342658-4342723	4342658-4342741	+	0	0.4250749251		
AT1G12740	A3	1	4343969-4344047	4343969-4344065	+	-0.0035471457	0.4250749251		
AT1G12750	A3	1	4345459-4345550	4345407-4345550	-	0.0699949913	0.2757242757		
AT1G12750	A3	1	4347790-4348241	4347537-4348241	-	0.0958727743	0.2757242757		
AT1G12900	A3	1	4393896-4394044	4393850-4394044	-	0.0014678252	0.3349150849		
AT1G12900	A3	1	4394148-4394242	4394129-4394242	-	-0.002822765	0.3349150849		
AT1G13060	A3	1	4452370-4452441	4452370-4452630	+	-0.0001330768	0.4345654346		
AT1G13320	A3	1	4566746-4566956	4566583-4566956	-	-0.0021052181	0.3791208791		
AT1G13320	A3	1	4567376-4567689	4567372-4567689	-	-0.0160836854	0.3246753247		
AT1G13490	A3	1	4625555-4625664	4625498-4625664	-	nan	1		
AT1G13610	A3	1	4665058-4665276	4665053-4665276	-	0	0.2852147852		
AT1G13630	A3	1	4672339-4672480	4672315-4672480	-	nan	1		
AT1G13770	A3	1	4723488-4723611	4723488-4723628	+	-0.0400672187	0.2457542458		
AT1G13825	A3	1	4739046-4739156	4739040-4739156	-	nan	1		
AT1G13860	A3	1	4743523-4743669	4743501-4743669	-	0.1427957763	0.2355977356		
AT1G13860	A3	1	4743530-4743669	4743501-4743669	-	-0.0194741121	0.4005994006		
AT1G13860	A3	1	4743530-4743669	4743523-4743669	-	-0.1323484905	0.2355977356		
AT1G13880	A3	1	4749747-4749835	4749747-4749838	+	-0.2581393271	0.001998002		
AT1G13930	A3	1	4761711-4762548	4761711-4762629	+	-0.0002540856	0.3366633367		
AT1G13980	A3	1	4788654-4789461	4788654-4789492	+	-0.14296835	0.0104895105		
AT1G14120	A3	1	4834857-4835014	4834836-4835014	-	0.1501502879	0.3791208791		
AT1G14120	A3	1	4834878-4835014	4834836-4835014	-	-0.0052549942	0.3791208791		
AT1G14120	A3	1	4834878-4835014	4834857-4835014	-	-0.0151870383	0.3791208791		
AT1G14170	A3	1	4845150-4845226	4845126-4845226	-	-0.0170404955	0.4435564436		
AT1G14180	A3	1	4848092-4848189	4848092-4848194	+	0.1866969266	0.0979020979		
AT1G14240	A3	1	4865732-4865810	4865732-4865822	+	-0.0045632182	0.4020979021		
AT1G14270	A3	1	4876472-4876670	4876468-4876670	-	0.0106147601	0.3316683317		
AT1G14380	A3	1	4919037-4919224	4918953-4919224	-	0.0175188969	0.4460539461		
AT1G14400	A3	1	4928148-4928450	4928144-4928450	-	0.0240810882	0.0684315684		
AT1G14440	A3	1	4940097-4940601	4940093-4940601	-	0.0292585236	0.2732267732		
AT1G14520	A3	1	4969808-4969918	4969802-4969918	-	0.0039931412	0.4060939061		
AT1G14560	A3	1	4981455-4981571	4981455-4981615	+	0.0128039118	0.3401598402		
AT1G14570	A3	1	4983638-4983735	4983638-4983754	+	0.010141924	0.3626373626		
AT1G14570	A3	1	4984746-4985428	4984746-4985491	+	-0.0025710324	0.3626373626		
AT1G14620	A3	1	5015091-5015177	5015089-5015177	-	0.0042891237	0.3666333666		
AT1G14660	A3	1	5034028-5034145	5034008-5034145	-	0.0413097457	0.2702297702		
AT1G14700	A3	1	5059629-5059726	5059629-5059732	+	0.0544868527	0.4080919081		
AT1G14760	A3	1	5084951-5085049	5084655-5085049	-	0	0.3701298701		
AT1G14820	A3	1	5106531-5106722	5106421-5106722	-	0.0037439874	0.3936063936		
AT1G14910	A3	1	5142603-5142721	5142588-5142721	-	-0.0095555255	0.2927072927		
AT1G14980_and_AT1G14990	A3	1	5166239-5166324	5165981-5166324	-	-0.0002296797	0.45004995		
AT1G15110	A3	1	5199266-5199381	5199266-5199568	+	0.0360108596	0.4120879121		
AT1G15120_and_AT1G15125	A3	1	5203772-5203828	5203772-5203865	+	-0.0011632027	0.3831168831		
AT1G15180	A3	1	5224721-5224826	5224721-5224830	+	-0.0104098567	0.2062937063		
AT1G15200	A3	1	5229268-5229346	5229261-5229346	-	-0.0497665565	0.1923076923		
AT1G15215	A3	1	5239650-5239715	5239650-5239726	+	-0.0427966877	0.2302697303		
AT1G15240	A3	1	5247900-5247991	5247900-5248075	+	0.004149836	0.3596403596		
AT1G15280	A3	1	5253387-5253546	5253387-5253549	+	-0.2117187769	0.0024975025		
AT1G15350	A3	1	5279194-5279482	5279189-5279482	-	0.0238268887	0.1176323676		
AT1G15350	A3	1	5279604-5279703	5279574-5279703	-	0.0308603339	0.1176323676		
AT1G15400	A3	1	5296051-5296406	5296046-5296406	-	0.003136082	0.3611388611		
AT1G15610	A3	1	5371386-5371466	5371386-5371493	+	nan	1		
AT1G15772	A3	1	5429253-5429452	5429244-5429452	-	nan	1		
AT1G15772	A3	1	5429301-5429452	5429244-5429452	-	nan	1		
AT1G15772	A3	1	5429301-5429452	5429253-5429452	-	nan	1		
AT1G15790	A3	1	5438539-5438755	5438521-5438755	-	0.0026176696	0.4200799201		
AT1G15790	A3	1	5439852-5439995	5439837-5439995	-	0.0574633548	0.4200799201		
AT1G15950	A3	1	5480506-5480837	5480506-5480865	+	-0.0236371056	0.4085914086		
AT1G16010	A3	1	5497117-5497248	5497101-5497248	-	-0.0323248036	0.2617382617		
AT1G16180	A3	1	5540531-5540860	5540531-5540863	+	-0.007924809	0.1573426573		
AT1G16240	A3	1	5555314-5555509	5555312-5555509	-	0.0007580497	0.4420579421		
AT1G16240	A3	1	5556360-5556634	5556345-5556634	-	-0.0031498523	0.4420579421		
AT1G16340	A3	1	5590524-5590611	5590471-5590611	-	-0.0806191526	0.3956043956		
