Parker20c_event_psi_fio1-Parker20c_event_psi_col0_dPSI	Parker20c_event_psi_fio1-Parker20c_event_psi_col0_p-val								
AT2G21240_and_AT2G21250	A3	2	9102591~9102961	9102501~9102961	-	0.0421081692	0.042957043		
AT2G21370	A3	2	9139589~9139703	9139585~9139703	-	-0.166417354	0.040959041		
AT2G21385_and_AT2G21390	A3	2	9149797~9149885	9149797~9150092	+	-0.5034710435	0.0464535465		
AT2G21520	A3	2	9215989~9216208	9215989~9216220	+	-0.0599169118	0.026973027		
AT2G22490	A3	2	9554417~9554505	9554414~9554505	-	-0.1242837415	0.015984016		
AT2G23310	A3	2	9918767~9918872	9918767~9918875	+	0.0665267465	0.018981019		
AT2G23980_and_AT2G23987	A3	2	10204040~10204388	10204031~10204388	-	0.1125829618	0.0094905095		
AT2G24270	A3	2	10329618~10329722	10329607~10329722	-	0.0593966382	0.028971029		
AT2G25480	A3	2	10844270~10844348	10844270~10844351	+	0.1287038732	0.030969031		
AT2G25910	A3	2	11049625~11049715	11049622~11049715	-	0.0751202925	0.01998002		
AT2G26800	A3	2	11432313~11432568	11432202~11432568	-	0.0780731881	0.02997003		
AT2G27350	A3	2	11699997~11700081	11699994~11700081	-	-0.2257581469	0.0044955045		
AT2G32040	A3	2	13635347~13635436	13635347~13635456	+	-0.1257073833	0.0224775225		
AT2G32640	A3	2	13848507~13848609	13848443~13848609	-	0.1524385583	0.04995005		
AT2G32700	A3	2	13866926~13867037	13866926~13867040	+	0.1263993854	0.008991009		
AT2G32700	A3	2	13869938~13870117	13869938~13870123	+	0.1289082523	0.008991009		
AT2G33480	A3	2	14181789~14181879	14181789~14181885	+	0.0934778733	0.031968032		
AT2G33830	A3	2	14310089~14310196	14310083~14310196	-	0.0316960861	0.023976024		
AT2G34630	A3	2	14578832~14579334	14578832~14579337	+	-0.0793713146	0.0444555445		
AT2G37480	A3	2	15738899~15739250	15738899~15739253	+	-0.1515770126	0.0014985015		
AT2G38040	A3	2	15920771~15920848	15920771~15920856	+	-0.1233343616	0.0044955045		
AT2G39805	A3	2	16611401~16611589	16611398~16611589	-	0.1567682656	0.0034965035		
AT2G40140	A3	2	16772253~16772529	16772253~16772533	+	0.0576156026	0.0474525475		
AT2G42210	A3	2	17590271~17590622	17590271~17590626	+	0.0452461706	0.043956044		
AT2G42210	A3	2	17590271~17590622	17590271~17590631	+	0.0544086623	0.043956044		
AT2G43190_and_AT2G43200_and_AT2G43210	A3	2	17960782~17960923	17960782~17960942	+	-0.1270413704	0.032967033		
AT2G43680	A3	2	18109376~18109480	18109376~18109483	+	-0.1188826836	0.024975025		
AT2G45670	A3	2	18817220~18817387	18817206~18817387	-	0.0523931315	0.0354645355		
AT2G45740	A3	2	18839698~18839852	18839698~18839855	+	0.1192158484	0.003996004		
AT2G47640	A3	2	19537529~19537860	19537529~19537863	+	-0.2104619445	0.000999001		
AT3G01540	A3	3	213212~213311	213209~213311	-	-0.0577013581	0.03996004		
AT3G02260	A3	3	447203~447288	447200~447288	-	-0.1021415553	0.036963037		
AT3G04500	A3	3	1212735~1212834	1212566~1212834	-	0.0943351367	0.041958042		
AT3G04630	A3	3	1259461~1259567	1259461~1259570	+	-0.2064178175	0.000999001		
AT3G05420	A3	3	1563298~1563412	1563298~1563415	+	-0.1546959933	0.0034965035		
AT3G05840	A3	3	1740161~1740700	1740161~1740729	+	0.0516649503	0.036963037		
AT3G06040	A3	3	1825166~1825591	1825089~1825591	-	-0.0645943701	0.038961039		
AT3G06680	A3	3	2114748~2114836	2114726~2114836	-	-0.0839208204	0.01998002		
AT3G07300	A3	3	2327424~2327536	2327406~2327536	-	0.1104452746	0.016983017		
AT3G07565	A3	3	2414825~2415061	2414825~2415064	+	0.1695474532	0.008991009		
AT3G07630	A3	3	2437550~2437626	2437550~2437636	+	-0.0907536397	0.0244755245		
AT3G07770	A3	3	2479064~2479544	2479064~2479549	+	-0.1165777685	0.025974026		
AT3G07890	A3	3	2518907~2519000	2518904~2519000	-	0.0982381708	0.02997003		
AT3G11910	A3	3	3769991~3770261	3769988~3770261	-	-0.0685440957	0.026973027		
AT3G11930	A3	3	3776659~3776910	3776659~3776916	+	0.1317140641	0.006993007		
AT3G11930	A3	3	3776659~3776913	3776659~3776916	+	0.1090843944	0.006993007		
AT3G12977	A3	3	4144024~4144678	4144024~4144689	+	-0.2454686639	0.00999001		
AT3G13430	A3	3	4367425~4367722	4367425~4367725	+	-0.1847763593	0.032967033		
AT3G14010	A3	3	4636611~4637143	4636611~4637147	+	-0.2312020843	0		
AT3G14230	A3	3	4738454~4738712	4738451~4738712	-	0.0694883045	0.036963037		
AT3G15770	A3	3	5340247~5340483	5340247~5340486	+	-0.1042375934	0.010989011		
AT3G19290	A3	3	6689458~6689707	6689458~6689710	+	-0.0617506521	0.031968032		
AT3G19800	A3	3	6876266~6876387	6876266~6876396	+	0.0686072699	0.0204795205		
AT3G21610	A3	3	7610205~7610438	7610197~7610438	-	0.088639862	0.02997003		
AT3G22170	A3	3	7825455~7825780	7825421~7825780	-	0.0850621039	0.0194805195		
AT3G23830	A3	3	8607699~8607982	8607687~8607982	-	0.1003033578	0.0254745255		
AT3G24120	A3	3	8706344~8706624	8706335~8706624	-	-0.0724095302	0.026973027		
AT3G26890_and_AT3G26900	A3	3	9909086~9909318	9909083~9909318	-	0.0842647748	0.0342514628		
AT3G27010	A3	3	9957559~9957644	9957540~9957644	-	0.2226096975	0.0124875125		
AT3G27260	A3	3	10070372~10070619	10070372~10070646	+	-0.2865197714	0		
AT3G27300	A3	3	10086332~10086606	10086310~10086606	-	0.1302113417	0.024975025		
AT3G29770	A3	3	11649840~11649907	11649840~11649929	+	-0.1246205545	0.0434565435		
AT3G30720	A3	3	12349478~12349565	12349478~12349568	+	-0.3023675959	0.022977023		
AT3G44590	A3	3	16163884~16163976	16163884~16163979	+	-0.085262389	0.022977023		
AT3G48060	A3	3	17748022~17748235	17748019~17748235	-	-0.2305478769	0.0104895105		
AT3G49430	A3	3	18331712~18332248	18331712~18332642	+	0.1285052661	0.0384615385		
AT3G52170	A3	3	19349146~19349394	19349132~19349394	-	-0.322028711	0.006993007		
AT3G53500	A3	3	19836130~19836401	19835912~19836401	-	-0.0773014592	0.0224775225		
AT3G53560_and_AT3G53570	A3	3	19864153~19864363	19864114~19864363	-	-0.1187346132	0.0494505495		
AT3G54910	A3	3	20344641~20344734	20344636~20344734	-	0.2821525071	0.0294705295		
AT3G56150	A3	3	20836874~20837065	20836851~20837065	-	-0.0577805687	0.018981019		
AT3G57550	A3	3	21308846~21308931	21308846~21308934	+	-0.08358857	0.032967033		
AT3G58050	A3	3	21493175~21493245	21493175~21493248	+	-0.125619876	0.0244755245		
AT3G58710	A3	3	21715316~21715403	21715316~21715406	+	0.1849154303	0.007992008		
AT3G59060	A3	3	21828308~21828386	21828302~21828386	-	-0.0778861537	0.01998002		
AT3G59060	A3	3	21829913~21830182	21829902~21830182	-	-0.0729194341	0.01998002		
AT3G60880	A3	3	22495171~22495449	22495171~22495452	+	0.0911113508	0.0264735265		
AT3G62840	A3	3	23236114~23236488	23236111~23236488	-	-0.1385058751	0.0024975025		
AT3G62940	A3	3	23264254~23264639	23264238~23264639	-	0.2078690201	0.011988012		
AT4G00620_and_AT4G00630	A3	4	264219~264396	264186~264396	-	-0.1144945617	0.0164835165		
AT4G01040_and_AT4G01050	A3	4	455057~455151	455057~455157	+	0.078622484	0.026973027		
AT4G01330	A3	4	552656~552731	552656~552734	+	-0.1464553735	0.0024975025		
AT4G01880	A3	4	812563~812653	812550~812653	-	0.1157122734	0.0394605395		
AT4G02920	A3	4	1292905~1293227	1292905~1293230	+	-0.0784579268	0.011988012		
AT4G03110	A3	4	1377410~1377508	1377407~1377508	-	-0.1176856716	0.017982018		
AT4G08320	A3	4	5254526~5254613	5254526~5254616	+	0.1321439134	0.0244755245		
AT4G09150	A3	4	5830966~5831044	5830966~5831047	+	-0.1136187229	0.0104895105		
AT4G11890	A3	4	7148338~7148430	7148338~7148439	+	-0.2362229555	0.023976024		
AT4G16420	A3	4	9264299~9264389	9264296~9264389	-	0.1001412331	0.021978022		
AT4G19110	A3	4	10455020~10455115	10455011~10455115	-	-0.0577992766	0.0494505495		
AT4G21150	A3	4	11278538~11278631	11278538~11278644	+	-0.0891985005	0.030969031		
AT4G21660	A3	4	11508668~11508827	11508386~11508827	-	-0.0688200358	0.032967033		
AT4G22320	A3	4	11793278~11793605	11793275~11793605	-	-0.2335054334	0.0094905095		
AT4G22890	A3	4	12007355~12007782	12007355~12007788	+	0.130372504	0.00999001		
AT4G24230	A3	4	12567144~12567238	12567132~12567238	-	0.2277452876	0.0124875125		
AT4G24590	A3	4	12697112~12697202	12697112~12697217	+	-0.1164306838	0.0274725275		
AT4G24800	A3	4	12782155~12782238	12782155~12782449	+	-0.1438620767	0.003996004		
AT4G25080	A3	4	12878145~12878339	12878145~12878385	+	0.0480366398	0.0277222777		
AT4G25080	A3	4	12878145~12878382	12878145~12878385	+	0.0555927325	0.0277222777		
AT4G26300	A3	4	13312270~13312648	13312266~13312648	-	-0.1637112976	0.0274725275		
AT4G26910	A3	4	13522404~13522495	13522401~13522495	-	-0.0613525711	0.03996004		
AT4G28040	A3	4	13940602~13940850	13940602~13940859	+	-0.143467437	0.002997003		
AT4G28040	A3	4	13940716~13940850	13940716~13940859	+	0.0737001941	0.0346320346		
AT4G32640	A3	4	15742239~15742608	15742239~15742615	+	0.0953115393	0.022977023		
AT4G32760	A3	4	15802970~15803159	15802970~15803162	+	-0.1184130978	0.0034965035		
AT4G33650	A3	4	16164871~16164960	16164871~16164963	+	0.1878172837	0.0054945055		
AT4G34100	A3	4	16333483~16333643	16333483~16333646	+	-0.0930274024	0.0124875125		
AT4G39100	A3	4	18218753~18219336	18218733~18219336	-	-0.1343209969	0.0054945055		
AT4G39860	A3	4	18498631~18499886	18498631~18499889	+	0.2840221157	0.035964036		
AT5G02040	A3	5	402477~402556	402477~402566	+	-0.1561147475	0.0074925075		
AT5G02840	A3	5	650920~651162	650920~651184	+	-0.0461196477	0.047952048		
AT5G05740	A3	5	1726604~1726699	1726595~1726699	-	0.0761575103	0.040959041		
AT5G08130	A3	5	2607387~2607499	2607384~2607499	-	-0.1474264417	0.041958042		
AT5G08440	A3	5	2724018~2724389	2724018~2724392	+	0.1838796518	0.038961039		
AT5G13120	A3	5	4164603~4164697	4164591~4164697	-	0.0449812036	0.0304695305		
AT5G13390	A3	5	4294755~4294837	4294755~4294846	+	0.0937452418	0.031968032		
AT5G13650	A3	5	4398028~4398235	4398028~4398238	+	0.0385246485	0.028971029		
AT5G14060	A3	5	4535724~4536067	4535724~4536073	+	-0.0894429926	0.032967033		
AT5G14440	A3	5	4656176~4656498	4656173~4656498	-	0.0585977277	0.021978022		
AT5G16030	A3	5	5238585~5238680	5238585~5238683	+	-0.1299591831	0.00999001		
AT5G16150	A3	5	5272653~5272895	5272653~5272899	+	-0.0984764828	0.0034965035		
AT5G16280	A3	5	5326524~5326621	5326521~5326621	-	-0.2161332299	0.004995005		
AT5G18540	A3	5	6155673~6155815	6155673~6155821	+	0.1563093288	0.024975025		
AT5G19210	A3	5	6461898~6461992	6461898~6461996	+	0.2582021385	0.035964036		
AT5G20950	A3	5	7110819~7111196	7110797~7111196	-	-0.196676555	0		
AT5G26742	A3	5	9285618~9285695	9285615~9285695	-	-0.0464446351	0.0474525475		
AT5G27640	A3	5	9784064~9784162	9783986~9784162	-	-0.0857886339	0.0144855145		
AT5G28840	A3	5	10864044~10864726	10864025~10864726	-	-0.0449345768	0.036963037		
AT5G36170	A3	5	14237724~14237809	14237721~14237809	-	-0.1075934339	0.015984016		
AT5G42900	A3	5	17198609~17198693	17198606~17198693	-	0.1270271838	0.005994006		
AT5G46430_and_AT5G06825	A3	5	18833301~18833415	18833301~18833419	+	-0.0443170808	0.0194805195		
AT5G48520	A3	5	19663794~19663927	19663794~19663930	+	-0.1796938234	0.01998002		
AT5G53460_and_AT5G53470	A3	5	21709630~21709699	21709630~21709710	+	-0.1558478782	0.00999001		
AT5G56240	A3	5	22761914~22762009	22761911~22762009	-	-0.1236738954	0.0324675325		
AT5G57110	A3	5	23116914~23117465	23116898~23117465	-	0.1041149124	0.025974026		
AT5G57350	A3	5	23236394~23236539	23236388~23236539	-	0.0844849795	0.0494505495		
AT5G57860	A3	5	23437729~23437920	23437729~23437925	+	-0.2851888239	0.001998002		
AT5G58330	A3	5	23582023~23582115	23582020~23582115	-	-0.0931640403	0.008991009		
AT5G59440	A3	5	23971569~23971809	23971569~23971816	+	-0.1108207169	0.011988012		
AT5G60170	A3	5	24229555~24229700	24229555~24229706	+	0.2133368552	0.000999001		
AT5G60570	A3	5	24348026~24348170	24348026~24348368	+	0.1549018753	0.02997003		
AT5G60570	A3	5	24348026~24348368	24348026~24348380	+	-0.1691196072	0.0014985015		
AT5G60580	A3	5	24356143~24356205	24356143~24356226	+	-0.1186487115	0.028971029		
AT5G61020	A3	5	24559247~24559363	24559241~24559363	-	0.1224156576	0.001998002		
AT5G61410	A3	5	24683858~24684045	24683852~24684045	-	0.0752445229	0.006993007		
AT5G61570	A3	5	24759026~24759636	24759026~24759645	+	-0.2087263647	0.0464535465		
AT5G62000	A3	5	24914720~24914814	24914720~24914817	+	0.1186436611	0.015984016		
AT5G63490	A3	5	25421975~25422137	25421972~25422137	-	-0.0917427431	0.046953047		
AT5G65430	A3	5	26148566~26148687	26148560~26148687	-	0.0563445558	0.022977023		
AT1G01020	A5	1	8464~8571	8464~8594	-	0.3862512272	0.0044955045		
AT1G03310	A5	1	813604~813929	813581~813929	+	-0.4403807361	0.000999001		
AT1G04053_and_AT1G01760	A5	1	276519~276623	276519~276706	-	0.2063314629	0.0274725275		
AT1G04310	A5	1	1157139~1157546	1157139~1157651	-	-0.1155630255	0.0404595405		
AT1G05400	A5	1	1584588~1584681	1584581~1584681	+	0.2814840039	0.043956044		
AT1G07700	A5	1	2379798~2380104	2379729~2380104	+	0.1751925578	0.0074925075		
AT1G08040	A5	1	2497998~2498480	2497998~2498484	-	-0.3240991865	0.002997003		
AT1G08110	A5	1	2535585~2535675	2535385~2535675	+	0.073592517	0.031968032		
AT1G08570	A5	1	2713010~2713096	2712985~2713096	+	-0.1849336035	0.0044955045		
AT1G09060	A5	1	2925248~2925688	2925248~2925712	-	0.1849451694	0.004995005		
AT1G10590	A5	1	3503004~3503370	3503004~3503374	-	0.1308295915	0.007992008		
AT1G10740	A5	1	3567965~3568316	3567965~3568324	-	0.1870593615	0.008991009		
AT1G10890	A5	1	3628972~3629098	3628229~3629098	+	0.0876683732	0.028971029		
AT1G11360	A5	1	3821795~3822018	3821795~3822147	-	-0.2647840264	0.017982018		
AT1G11360	A5	1	3821795~3822147	3821795~3822164	-	0.1136843396	0.017982018		
AT1G13460	A5	1	4616059~4616428	4615978~4616428	+	0.171501415	0.016983017		
AT1G14380	A5	1	4920804~4921459	4920804~4921468	-	-0.1677475655	0.035964036		
AT1G14970	A5	1	5164347~5164532	5164347~5164537	-	-0.4110862053	0.037962038		
AT1G15490	A5	1	5322960~5323153	5322960~5323158	-	-0.4228459379	0.011988012		
AT1G16270	A5	1	5563364~5563718	5563200~5563718	+	-0.1393446102	0.0434565435		
AT1G16780_and_AT1G16800	A5	1	5743829~5744112	5743829~5744139	-	0.4616165065	0.005994006		
AT1G17110	A5	1	5848119~5848200	5848119~5848212	-	-0.1226002688	0.041958042		
AT1G17520	A5	1	6025378~6025505	6025378~6025523	-	0.1818092729	0.010989011		
AT1G18840	A5	1	6503950~6504071	6503950~6504081	-	-0.2026668653	0.00999001		
AT1G18950	A5	1	6550681~6550763	6550669~6550763	+	-0.5461762214	0.000999001		
AT1G22690	A5	1	8028059~8028132	8028015~8028132	+	-0.0763215991	0.008991009		
AT1G23080	A5	1	8182128~8182206	8182128~8182218	-	-0.4583543155	0		
AT1G24160	A5	1	8555849~8556140	8555849~8556145	-	-0.1238748097	0.0024975025		
AT1G24793_and_AT1G24800	A5	1	8768836~8768903	8768808~8768903	+	0.233788882	0.007992008		
AT1G26850	A5	1	9303439~9303845	9303439~9303909	-	0.1014520978	0.004995005		
AT1G27630	A5	1	9612429~9612590	9611876~9612590	+	-0.208616439	0.00999001		
AT1G29040_and_AT1G29041	A5	1	10134581~10134686	10134536~10134686	+	-0.0824346053	0.0214785215		
AT1G29040_and_AT1G29041	A5	1	10134797~10135051	10134777~10135051	+	0.2382997508	0.0022477522		
AT1G30690	A5	1	10887850~10888276	10887827~10888276	+	-0.1301533323	0.0044955045		
AT1G33980	A5	1	12351864~12352106	12351858~12352106	+	0.0729717087	0.0354645355		
AT1G35515_and_AT1G35516	A5	1	13078929~13079305	13078915~13079305	+	-0.1820588266	0.0004995005		
AT1G47570	A5	1	17479011~17479131	17478991~17479131	+	0.2348816675	0.018981019		
AT1G49340	A5	1	18253869~18254042	18253848~18254042	+	0.164039255	0.0084915085		
AT1G49950	A5	1	18496750~18496922	18496750~18497084	-	-0.2715838921	0.0307192807		
AT1G49950	A5	1	18496750~18497084	18496750~18497129	-	0.1889198263	0.005994006		
AT1G49980	A5	1	18511993~18512090	18511962~18512090	+	-0.3313674397	0.035964036		
AT1G50300	A5	1	18631447~18631542	18631447~18631558	-	0.1092081709	0.0164835165		
AT1G51840	A5	1	19250211~19250291	19250211~19250605	-	-0.2368572255	0.014985015		
AT1G51860	A5	1	19261293~19261398	19261293~19261733	-	0.1196336081	0.0344655345		
AT1G52710	A5	1	19640016~19640086	19640016~19640093	-	0.1038805808	0.016983017		
AT1G53200	A5	1	19842517~19842634	19842517~19842651	-	-0.1704517946	0.0274725275		
AT1G53310	A5	1	19888088~19888229	19888088~19888305	-	-0.1122773098	0.0064935065		
AT1G53650	A5	1	20030667~20030944	20030667~20030962	-	0.1520548239	0.0344655345		
AT1G54310	A5	1	20274561~20274642	20274535~20274642	+	-0.2195409163	0.008991009		
AT1G55000	A5	1	20516205~20516272	20516178~20516272	+	0.1208302311	0.0284715285		
AT1G55810	A5	1	20860831~20861271	20860710~20861271	+	0.1292009719	0.023976024		
AT1G57540	A5	1	21311221~21311413	21311221~21311441	-	-0.1079712891	0.0464535465		
AT1G59750	A5	1	21979619~21980384	21979423~21980384	+	0.064602304	0.0457042957		
AT1G59890	A5	1	22046241~22046502	22046226~22046502	+	0.2369340264	0.0134865135		
AT1G61010	A5	1	22474547~22474630	22474547~22474930	-	-0.1627119318	0.0487012987		
AT1G63150	A5	1	23421321~23421457	23421305~23421457	+	0.5343228345	0.007992008		
AT1G67700	A5	1	25375726~25375804	25375712~25375804	+	-0.2870261118	0		
AT1G68820	A5	1	25866882~25866962	25866864~25866962	+	-0.2158547953	0.004995005		
AT1G68910	A5	1	25908380~25908565	25908380~25908569	-	-0.1456700094	0.016983017		
AT1G70410	A5	1	26536517~26536604	26536517~26537404	-	0.1172890073	0.003996004		
AT1G72740	A5	1	27380901~27381147	27380901~27381165	-	0.1883408038	0.001998002		
AT1G73170	A5	1	27514268~27514351	27514268~27514355	-	0.1416413772	0.020979021		
AT1G73390	A5	1	27594166~27594495	27594166~27594499	-	0.2764097798	0.020979021		
AT1G74810	A5	1	28107935~28108395	28107927~28108395	+	0.6337098023	0.0384615385		
AT1G77890_and_AT1G77910	A5	1	29293278~29293401	29293272~29293401	+	0.5090583448	0.0014985015		
AT1G78690	A5	1	29597235~29597316	29597190~29597316	+	-0.409231419	0.034965035		
AT1G78690	A5	1	29597235~29597316	29597210~29597316	+	-0.3256813586	0.023976024		
AT1G79190	A5	1	29792228~29792309	29792210~29792309	+	-0.6309078514	0		
AT1G79270	A5	1	29816510~29816607	29815873~29816607	+	0.447122188	0.030969031		
AT1G79270	A5	1	29816515~29816607	29816190~29816607	+	-0.1710234825	0.030969031		
AT1G79270	A5	1	29816515~29816607	29816510~29816607	+	-0.4057881885	0.030969031		
AT1G79700	A5	1	29990825~29991804	29990825~29991834	-	-0.0744333342	0.027972028		
AT2G01420	A5	2	181847~182005	181847~182017	-	-0.3495297986	0		
AT2G02080	A5	2	520660~520977	520660~520981	-	-0.5127818722	0		
AT2G02570	A5	2	698191~698326	698191~698340	-	-0.1528564367	0.004995005		
AT2G04690	A5	2	1646066~1646155	1646031~1646155	+	-0.1689154978	0.0157342657		
AT2G04790	A5	2	1679909~1680015	1679886~1680015	+	0.3482693394	0.0074925075		
AT2G05590	A5	2	2068651~2068738	2068646~2068738	+	-0.2571867514	0.005994006		
AT2G13370	A5	2	5555626~5556205	5555626~5556393	-	0.1549169517	0.0254745255		
AT2G15050	A5	2	6519246~6519879	6519225~6519879	+	0.1729640357	0.0352147852		
AT2G16930	A5	2	7341247~7341489	7341210~7341489	+	-0.2701567333	0		
AT2G17033	A5	2	7401235~7401633	7401232~7401633	+	0.2039172695	0.017982018		
AT2G17033	A5	2	7401248~7401633	7401232~7401633	+	0.1519381383	0.044955045		
AT2G17500	A5	2	7606870~7606944	7606823~7606944	+	0.382552092	0.000999001		
AT2G19880	A5	2	8584264~8584469	8584261~8584469	+	0.124047948	0.0254745255		
AT2G22990	A5	2	9789750~9789845	9789746~9789845	+	-0.0899069698	0.031968032		
AT2G22990	A5	2	9789752~9789849	9789750~9789849	+	-0.3723704736	0.046953047		
AT2G23140	A5	2	9848769~9848940	9848769~9849104	-	0.1994428587	0.02997003		
AT2G26590	A5	2	11314742~11314985	11314742~11315020	-	0.1208779083	0.02997003		
AT2G26600	A5	2	11316793~11316999	11316613~11316999	+	-0.106980487	0.0444555445		
AT2G26670	A5	2	11342239~11342895	11342095~11342895	+	0.0571822621	0.013986014		
AT2G27170	A5	2	11617091~11617176	11617091~11617306	-	-0.1525373133	0.047952048		
AT2G27230	A5	2	11650729~11650817	11650691~11650817	+	-0.1098658246	0.0194805195		
AT2G29650	A5	2	12675568~12675644	12675568~12675699	-	0.106171024	0.041958042		
AT2G31370	A5	2	13381103~13381220	13381092~13381220	+	-0.1673849712	0.0244755245		
AT2G32320	A5	2	13729242~13729567	13729206~13729567	+	-0.3950011113	0.000999001		
AT2G34900	A5	2	14725183~14725545	14725183~14725584	-	-0.087292538	0.027972028		
AT2G36060	A5	2	15143351~15143475	15143351~15143478	-	0.0839858808	0.023976024		
AT2G38280	A5	2	16033654~16033727	16033654~16033742	-	-0.2296554345	0.0004995005		
AT2G39730	A5	2	16571066~16571180	16571066~16571191	-	-0.2517537881	0		
AT2G41600	A5	2	17345768~17345988	17345768~17345993	-	0.1587173017	0.038961039		
AT2G43490	A5	2	18057937~18058045	18057937~18058057	-	0.3494628573	0.013986014		
AT2G44280	A5	2	18303985~18304071	18303985~18304130	-	0.5734094382	0.0307192807		
AT2G45830	A5	2	18866503~18866607	18866228~18866607	+	0.5059172973	0.0174825175		
AT2G45910	A5	2	18894360~18894480	18894087~18894480	+	0.0849565974	0.0364635365		
AT2G46270	A5	2	19002230~19002322	19002161~19002322	+	-0.252250185	0.007992008		
