	SRR15236521	SRR15236522	SRR15236523
AT1G01950.1	11.331803	10.998081	11.903387
AT1G01950.2	0	0	0
AT1G01950.3	0	0	0
AT1G01950.4	0.881599	0.290057	0
AT1G01960.1	20.167139	22.081633	21.484259
AT1G01970.1	30.512653	29.169626	30.575511
AT1G01980.1	0	0	0
AT1G01990.1	17.726403	16.65244	17.476274
AT1G02000.1	9.362269	9.984786	10.059912
AT1G02010.1	0	0	0
AT1G02010.2	0	0	0
AT1G02010.3	3.759512	3.018109	3.604363
AT1G02010.4	0	0.538913	0
AT1G02010.5	0	0.134157	0
AT1G02010.6	3.837727	3.645282	5.048676
AT1G02020.1	13.49513	12.645012	10.88029
AT1G02020.2	0.195631	0.272036	0.260945
AT1G02020.3	0	0.878582	2.187181
AT1G02030.1	0.433989	0.458988	0.321028
AT1G02040.1	0	0	0.045838
AT1G02050.1	7.740304	7.6579	8.430022
AT1G02060.1	4.767792	4.554974	5.388973
AT1G02065.1	11.810268	9.388167	8.788775
AT1G02065.2	0.368247	1.175478	1.5709
AT1G02067.1	0	2.435099	0
AT1G02070.1	1.576894	0.674888	0.457402
AT1G02080.1	3.560797	3.631216	2.361286
AT1G02080.2	13.234882	13.072159	16.32866
AT1G02080.3	4.032852	4.67838	2.932323
AT1G02090.1	52.772839	49.658874	48.644707
AT1G02090.2	8.660156	11.319947	9.673399
AT1G02090.3	1.742364	2.028639	1.825915
AT1G02100.1	4.98347	4.22907	4.075211
AT1G02100.2	0.584104	0.519138	0.088727
AT1G02100.3	13.633809	12.980396	14.921635
AT1G02110.1	18.209726	18.409289	17.344051
AT1G02120.1	49.597629	48.162938	48.370322
AT1G02120.2	3.21475	3.700149	3.887392
AT1G02120.3	1.67239	1.575775	0.833671
AT1G02130.1	51.485565	53.714577	50.596385
AT1G02140.1	178.492689	166.794973	161.72532
AT1G02145.1	0.484102	0	0
AT1G02145.2	0	0	0
AT1G02145.3	13.984123	14.214319	14.868473
AT1G02145.4	0.79648	1.286228	1.022255
AT1G02150.1	87.289468	90.137857	88.891945
AT1G02160.1	25.999381	26.971643	28.790937
AT1G02160.2	3.254512	2.594263	2.818506
AT1G02170.1	22.8879	24.832747	24.948587
AT1G02180.1	9.562459	8.370533	8.245489
AT1G02190.1	18.498765	16.368829	16.28839
AT1G02190.2	0	0.27567	0
AT1G02205.1	63.387516	72.291129	65.965395
AT1G02205.2	0.599388	1.388502	1.947136
AT1G02205.3	58.586129	50.95161	52.608893
AT1G02205.4	185.607001	190.180533	191.069478
AT1G02205.5	5.917452	5.364973	5.523168
AT1G02210.1	0	0	0
AT1G02220.1	1.238671	2.177558	1.695287
AT1G02230.1	0.092964	0.125858	0.360045
AT1G02250.1	0.039179	0.039889	0
AT1G02260.1	1.65034	2.689432	2.214548
AT1G02260.2	0.789304	0.190468	0.13071
AT1G02270.1	15.943931	17.20973	17.518918
AT1G02270.2	0	0	0
AT1G02280.1	83.682471	88.679856	85.315472
AT1G02280.2	21.750007	14.506204	19.407073
AT1G02290.1	7.564682	8.442015	6.775722
AT1G02300.1	5.756076	5.597223	5.491283
AT1G02305.1	59.403912	59.264445	58.674855
AT1G02310.1	0.064395	0.130822	0.18704
AT1G02310.2	0	0	0
AT1G02320.1	0	0	0
AT1G02330.1	34.139588	34.434849	35.769216
AT1G02335.1	15.450938	16.147844	16.71454
AT1G02340.1	4.600331	3.255769	4.559916
AT1G02340.2	0	0.296974	0
AT1G02350.1	2.667959	2.452807	2.464101
AT1G02360.1	1.213904	1.237004	0.777825
AT1G02360.2	0	0	0
AT1G02360.3	0	0	0
AT1G02370.1	7.655189	7.185626	6.288161
AT1G02380.1	4.462066	3.837877	3.628614
AT1G02390.1	3.076305	2.411835	2.701039
AT1G02400.1	0.812018	0.993428	0.659922
AT1G02400.2	0.06785	0	0
AT1G02405.1	0.629483	1.007222	1.135909
AT1G02410.1	19.781288	20.327139	20.455868
AT1G02410.2	0.549249	0.593594	0.640111
AT1G02410.3	0	0	0
AT1G02420.1	3.24784	3.148495	4.009796
AT1G02430.1	0	0	0
AT1G02430.2	0	0	0
AT1G02440.1	0.08672	0	0.402104
AT1G02440.2	0.069686	0	0
AT1G02450.1	7.467632	7.5481	9.40227
AT1G02460.1	1.056553	1.110154	1.180883
AT1G02470.1	1.668465	0.984227	0.686974
AT1G02470.2	0	0.138344	0.263602
AT1G02475.1	78.506081	73.701082	71.195902
AT1G02490.1	2.938897	0.7943	1.689862
AT1G02500.1	244.842927	244.190348	246.048692
AT1G02500.2	24.199853	23.173099	25.567179
AT1G02510.1	0.086781	0.30967	0
AT1G02520.1	0.288931	0.09734	0.409115
AT1G02520.2	0	0	0
AT1G02520.3	0.333862	0.404192	0
AT1G02530.1	0.486154	0.558818	0.644481
AT1G02530.2	0	0	0
AT1G02540.1	0	0	0.066578
AT1G02550.1	0	0	0
AT1G02560.1	205.514024	209.00928	200.843608
AT1G02570.1	0	0.048516	0
AT1G02575.1	0	0	0
AT1G02580.1	0	0	0
AT1G02580.2	0.023605	0	0
AT1G02590.1	0	0	0
AT1G02610.1	1.422978	1.395142	0.975233
AT1G02610.2	0.460232	0	0.074167
AT1G02610.3	0	0	0
AT1G02620.1	0.259119	0.197419	0.263419
AT1G02630.1	0.869236	0.611538	0.784375
AT1G02630.2	0	0	0.317958
AT1G02640.1	12.857987	13.062797	13.923412
AT1G02650.1	0.753008	0.45508	0.328189
AT1G02650.2	0	0.155672	0
AT1G02660.1	2.336815	2.301586	2.532425
AT1G02670.1	0	0	0
AT1G02670.2	0	0	0
AT1G02670.3	0.699258	0	0.25186
AT1G02670.4	0	0	0
AT1G02670.5	0.357061	0.80474	0.684931
AT1G02670.6	0.469716	0.522156	0.938202
AT1G02670.7	0	0.211962	0
AT1G02680.1	13.966688	14.571903	15.455636
AT1G02690.1	12.399707	13.06455	11.438239
AT1G02690.2	0	0	0
AT1G02700.1	0.298386	0.336879	0.269625
AT1G02705.1	30.534376	32.189761	28.772381
AT1G02710.1	0	0	0
AT1G02720.1	8.280846	8.249914	7.497041
AT1G02720.2	0.320445	0.441171	0.16913
AT1G02730.1	25.656492	26.533397	26.164404
AT1G02740.1	8.570518	7.619989	8.170725
AT1G02750.1	13.195016	14.880412	14.285693
AT1G02750.2	0	0	0
AT1G02770.1	1.114384	1.209412	0.819833
AT1G02780.1	1303.730086	1327.116443	1334.512753
AT1G02790.1	0.488943	0.678194	0.628028
AT1G02800.1	7.322838	6.654047	7.52566
AT1G02810.1	1.659639	1.698927	1.355017
AT1G02813.1	3.014554	2.226958	2.396266
AT1G02816.1	10.506058	12.466571	11.130493
AT1G02820.1	51.006157	47.020424	47.41782
AT1G02830.1	0.161688	0.170972	0.186779
AT1G02840.1	35.364972	33.467089	37.175304
AT1G02840.2	15.36737	12.172386	7.94175
AT1G02840.3	22.840871	23.801562	26.708894
AT1G02840.4	0	0	0
AT1G02840.5	9.704244	9.276145	12.657299
AT1G02850.1	5.671101	5.46295	5.766029
AT1G02850.2	0.232834	0.230718	0
AT1G02850.3	1.287333	1.817802	2.12109
AT1G02850.4	0.759278	1.375969	0.733016
AT1G02850.5	0	0	0
AT1G02860.1	9.458623	9.481745	10.029466
AT1G02860.2	0	0.06312	0
AT1G02860.3	0.114363	0	0
AT1G02870.1	60.857345	57.539827	57.861183
AT1G02880.1	0.660383	0.739965	0.84969
AT1G02880.2	0	0	0
AT1G02880.3	9.045627	8.651982	7.54866
AT1G02880.4	4.610355	7.757763	8.270702
AT1G02880.5	1.364618	1.836709	1.286862
AT1G02880.6	4.937203	1.143611	1.966328
AT1G02890.1	28.313559	29.030941	28.594053
AT1G02890.2	0	0	0
AT1G02900.1	4.252151	4.297427	2.947294
AT1G02910.1	37.560169	38.39407	38.473306
AT1G02910.2	0.964099	0.813772	0.956479
AT1G02920.1	5.039098	4.35892	6.161329
AT1G02930.1	19.908647	21.251112	23.766765
AT1G02930.2	68.219356	66.10515	63.047178
AT1G02940.1	0	0	0
AT1G02940.2	1.043673	1.306951	0.166635
AT1G02940.3	0	0	0
AT1G02940.4	0	0.959041	1.300031
AT1G02950.1	7.387459	5.773923	4.020879
AT1G02950.2	0.962041	1.711171	1.659764
AT1G02950.3	0	0	0
AT1G02950.4	0	0	0
AT1G02950.5	0.771318	3.354611	4.471092
AT1G02960.1	2.698405	2.843694	3.525801
AT1G02960.2	3.127929	2.633836	3.84938
AT1G02960.3	0.162253	0.775551	0
AT1G02960.4	2.220793	1.063877	2.295881
AT1G02960.5	0	1.198853	0
AT1G02960.6	0.713735	0.791945	0.259307
AT1G02965.1	0	0	0
AT1G02970.1	3.759558	4.217033	3.898678
AT1G02980.1	0	0	0
AT1G02980.2	0.017378	0.105397	0
AT1G02990.1	0	0	0
AT1G02990.2	0	0	0
AT1G02990.3	0	0	0
AT1G02990.4	2.722115	3.458308	1.187143
AT1G02990.5	0.798984	0.454543	0.944428
AT1G02990.6	3.921058	3.527268	5.122192
AT1G03000.1	16.299797	16.566862	16.176109
AT1G03010.1	0.067205	0	0
AT1G03010.2	0	0.321275	0
AT1G03010.3	1.108152	0.833281	1.045161
AT1G03020.1	0.411067	0.764241	1.143845
AT1G03030.1	12.893035	12.613004	12.821135
AT1G03030.2	1.573347	1.725262	1.561279
AT1G03040.1	29.487306	28.93397	32.419467
AT1G03040.2	5.224759	6.98577	3.138319
AT1G03040.3	3.233391	2.15557	3.382498
AT1G03050.1	0	0	0
AT1G03055.1	12.481217	14.333078	15.260956
AT1G03055.2	5.215854	3.803282	3.105499
AT1G03060.1	3.659246	3.292233	4.3954
AT1G03060.2	2.820453	3.043714	2.034842
AT1G03060.3	0.85978	0	0
AT1G03060.4	0.241043	1.334796	1.511358
AT1G03070.1	0.577108	0.401459	0.766014
AT1G03070.2	0	0	0
AT1G03070.3	0	0.053661	0
AT1G03080.1	13.322109	16.994573	14.008681
AT1G03080.2	4.211809	4.759887	6.121396
AT1G03080.3	4.268118	1.348286	2.714774
AT1G03090.1	2.582367	2.671004	0
AT1G03090.2	6.002237	5.684971	7.830686
AT1G03100.1	1.762146	1.735746	1.845572
AT1G03103.1	0	0	0
AT1G03106.1	0	0	0.060969
AT1G03110.1	12.83809	13.33947	14.311896
AT1G03120.1	1.908279	1.976768	1.474438
AT1G03120.2	0	0	0
AT1G03130.1	1890.257584	1865.082542	1859.33016
AT1G03140.1	36.150278	40.028957	36.54899
AT1G03150.1	26.291153	25.650926	26.601837
AT1G03160.1	16.355861	17.16251	15.786984
AT1G03160.2	0.075982	0.271398	0.383684
AT1G03160.3	1.302557	1.457375	1.110932
AT1G03160.4	0	0	0
AT1G03165.1	4.115679	6.062814	4.752397
AT1G03170.1	11.831071	11.815779	13.636377
AT1G03180.1	3.514779	2.453628	2.948102
AT1G03180.2	0.123841	0.617594	0.221652
AT1G03180.3	0.158025	0.169976	0.653909
AT1G03180.4	0.388947	1.363509	0
AT1G03180.5	0	0	0.533851
AT1G03180.6	0	0	0
AT1G03190.1	6.144973	6.385533	6.181641
AT1G03190.2	0	0	0
AT1G03200.1	12.510381	11.626326	11.445536
AT1G03210.1	11.723019	11.438778	10.365356
AT1G03210.2	1.323689	0.680823	1.042873
AT1G03220.1	26.602078	26.293366	26.61851
AT1G03230.1	10.331014	10.565626	11.95191
AT1G03240.1	0.22606	0.235896	0.654354
AT1G03250.1	22.044388	21.852042	22.568547
AT1G03250.2	0.735016	1.394867	1.360849
AT1G03250.3	1.414012	1.798142	0.747188
AT1G03250.4	0.672036	0.150094	0.808731
AT1G03260.1	8.781348	9.197419	10.632617
AT1G03270.1	4.640789	4.825709	4.801899
AT1G03280.1	16.277016	18.400764	18.889099
AT1G03280.2	0.231856	0.337871	0.177966
AT1G03280.3	1.477156	0	0.664275
AT1G03290.1	0.212707	0.147243	0.284255
AT1G03290.2	0	0	0
AT1G03290.3	4.590554	4.510328	3.346926
AT1G03290.4	0	0.057958	0.060286
AT1G03290.5	4.943772	4.54089	7.060014
AT1G03290.6	2.09032	2.903479	1.707732
AT1G03300.1	5.811853	5.712908	6.708666
AT1G03310.1	0.388209	0.360568	2.427941
AT1G03310.2	33.631713	33.909847	33.326532
AT1G03320.1	1.085173	1.039143	1.168553
AT1G03325.1	0	0	0
AT1G03330.1	39.795653	40.973977	43.513877
AT1G03340.1	2.05027	2.050909	1.905876
AT1G03350.1	42.979136	43.755597	44.701517
AT1G03360.1	20.343959	20.991718	20.966246
AT1G03365.1	9.069493	9.911836	9.318238
AT1G03365.2	0.189444	0.208728	0.228254
AT1G03370.1	8.173194	9.279124	8.79078
AT1G03370.2	0.760448	0.38093	0.564428
AT1G03380.1	12.18106	12.697104	13.369843
AT1G03390.1	0.161536	0.164091	0.187676
AT1G03395.1	0	0	0
AT1G03400.1	24.258081	28.658053	23.413061
AT1G03400.2	3.477717	2.47538	2.464423
AT1G03410.1	7.49404	7.340648	7.80879
AT1G03410.2	0	0	0
AT1G03430.1	15.472142	17.185726	15.778999
AT1G03430.2	1.229847	0.770763	2.388618
AT1G03440.1	11.605854	11.68084	10.642244
AT1G03445.1	0.422359	0.350459	0.368283
AT1G03445.2	0	0	0
AT1G03457.1	2.757248	3.521617	3.64748
AT1G03457.2	1.258071	0.299839	0.519171
AT1G03457.3	1.358984	0.743213	0.714076
AT1G03470.1	0.14305	0.338624	1.325711
AT1G03470.2	2.628018	2.88391	1.47625
AT1G03470.3	3.935947	3.061103	4.491332
AT1G03470.4	0	0.263159	0
AT1G03475.1	144.953871	144.901563	142.700311
AT1G03490.1	0	0	0
AT1G03495.1	8.901789	9.737533	9.219936
AT1G03510.1	1.989946	1.989383	1.716707
AT1G03520.1	5.931452	4.991832	5.34651
AT1G03520.2	0.356292	1.538835	2.277211
AT1G03530.1	13.140426	12.104116	12.407121
AT1G03540.1	2.562774	3.131377	3.184139
AT1G03550.1	3.765621	4.27813	3.908018
AT1G03550.2	0	0	0
AT1G03550.3	0	0	0
AT1G03550.4	0	0	0
AT1G03550.5	0	0	0.59315
AT1G03550.6	1.641581	0	0
AT1G03550.7	0	0	0
AT1G03560.1	7.137838	6.60328	6.6378
AT1G03590.1	14.049235	14.586203	14.825062
AT1G03600.1	286.958371	277.572993	285.025043
AT1G03610.1	13.510546	12.246427	13.94494
AT1G03610.2	0.779089	1.201369	0.676913
AT1G03620.1	1.077099	0.915199	0.897625
AT1G03620.10	0	0	0
AT1G03620.11	0.087233	0.091882	0
AT1G03620.12	0	0	0
AT1G03620.13	1.375003	0	0.659181
AT1G03620.2	0	0	0
AT1G03620.3	0	0.075681	0
AT1G03620.4	0.622533	0.521632	0.496443
AT1G03620.5	0	0.197986	0
AT1G03620.6	0.23112	0.255582	0.155668
AT1G03620.7	0	0.546752	0
AT1G03620.8	0	0	0.435965
AT1G03620.9	0	0	0
AT1G03630.1	188.481925	187.362467	179.799129
AT1G03630.2	37.742143	46.060641	54.081157
AT1G03650.1	3.122553	3.824666	3.495045
AT1G03660.1	0.920795	1.103229	0.656328
AT1G03660.2	0.078915	0	0.451312
AT1G03670.1	0.023144	0.046878	0
AT1G03680.1	341.905736	329.827285	330.805069
AT1G03687.1	11.931132	10.740789	10.936026
AT1G03687.2	0	0.357462	0.273688
AT1G03700.1	0.060663	0.062205	0.0704
AT1G03710.1	2.072339	1.976391	1.221453
AT1G03710.2	0.863847	1.978993	1.674641
AT1G03720.1	0.066739	0	0
AT1G03720.2	0.490938	0.168977	0.25552
AT1G03730.1	2.184644	1.784705	2.37141
AT1G03740.1	8.050575	8.597539	9.378122
AT1G03740.2	0.713615	0.596732	0.36791
AT1G03750.1	3.460919	4.212479	3.370356
AT1G03760.1	10.697778	10.959135	9.792744
AT1G03770.1	3.322675	2.804816	2.763493
AT1G03770.2	0.373414	0.400324	0
AT1G03770.3	1.330981	2.653696	2.802184
AT1G03770.4	0.151888	0	0.066012
AT1G03770.5	0.206323	0.079719	0.089076
AT1G03770.6	0.853378	0	0.652979
AT1G03780.1	0.71473	0.273362	0.399897
AT1G03780.2	5.92136	9.620929	8.302831
AT1G03780.3	5.591645	3.817737	4.215012
AT1G03790.1	0	0	0
AT1G03800.1	0.958828	0.866692	0.701314
AT1G03810.1	0	0	0
AT1G03820.1	95.150867	96.727446	93.655473
AT1G03830.1	0	0	0
AT1G03830.2	6.558279	5.951133	6.267453
AT1G03840.1	1.042006	1.077406	0.953434
AT1G03840.2	0	0	0
AT1G03850.1	0	0.07425	0
AT1G03850.2	1.474227	0.742864	0.651485
AT1G03850.3	0	0	0
AT1G03860.1	79.183068	80.708507	80.228785
AT1G03860.2	1.294799	0.506032	0.652831
AT1G03860.3	0.434615	0.618997	0.178513
AT1G03870.1	155.294888	155.615306	155.224802
AT1G03880.1	0	0	0
AT1G03890.1	0	0	0
AT1G03900.1	66.668135	63.907941	65.053421
AT1G03905.1	1.282305	1.693644	1.182247
AT1G03905.2	0	0.091564	0
AT1G03905.3	0.842301	0.549369	0.65715
AT1G03905.4	0.251091	0	0
AT1G03910.1	32.656759	33.086171	32.295806
AT1G03910.2	0	0	0
AT1G03920.1	0	0	0
AT1G03920.2	0.077139	0.350828	0
AT1G03920.3	1.244368	1.139675	1.469048
AT1G03930.1	23.806608	23.03806	23.879307
AT1G03940.1	12.279698	12.514051	12.298152
AT1G03950.1	12.348154	12.74294	11.130413
AT1G03960.1	2.74423	1.649553	2.909713
AT1G03960.2	1.112806	1.135819	1.07963
AT1G03960.3	1.241059	0.702888	0
AT1G03960.4	0.066554	0.364048	0.325484
AT1G03960.5	0.283398	0.156333	0.073669
AT1G03960.6	0.069748	0	0
AT1G03960.7	1.957842	3.092657	1.50215
AT1G03970.1	25.826508	26.165074	28.737036
AT1G03980.1	0.332501	0.369383	0.311068
AT1G03980.2	0	0	0.072546
AT1G03980.3	0.177066	0.30106	0.21452
AT1G03980.4	0	0	0
AT1G03982.1	0	0	0
AT1G03990.1	0.419179	0.353112	0.324867
AT1G04000.1	10.605118	10.654596	9.730342
AT1G04010.1	7.951732	6.817436	6.767975
AT1G04020.1	9.422753	9.567917	8.559348
AT1G04020.2	0	0	0
AT1G04030.1	4.995766	3.301903	5.26175
AT1G04030.2	1.646897	4.118825	1.957781
AT1G04040.1	156.510191	160.617467	161.485627
AT1G04050.1	0.737593	0.33981	1.381077
AT1G04050.2	2.243674	2.639332	1.864429
AT1G04050.3	0.837934	1.109816	0.303044
AT1G04070.1	8.325883	10.800234	8.275241
AT1G04080.1	40.311112	37.426844	39.179954
AT1G04080.2	2.589045	1.790394	1.162942
AT1G04080.3	6.043516	6.872174	6.221367
AT1G04080.4	0	0	0.362564
