	CRR341293	CRR341294
AT1G01750.1	6.194394	5.39635
AT1G01750.2	2.897346	3.93746
AT1G01760.1	0	0.751337
AT1G01760.2	0.401716	0.094507
AT1G01760.3	0	0
AT1G01760.4	2.188649	1.797436
AT1G01770.1	8.246795	8.411763
AT1G01780.1	12.068904	12.829048
AT1G01790.1	34.542927	37.564739
AT1G01790.2	16.908562	14.890715
AT1G01800.1	51.251608	48.087829
AT1G01800.2	16.073908	17.915219
AT1G01810.1	0.876655	0.831255
AT1G01820.1	48.534033	49.78168
AT1G01830.1	5.418895	10.924303
AT1G01830.2	6.687178	0.307895
AT1G01830.3	3.940092	3.506797
AT1G01840.1	6.232096	5.238418
AT1G01860.1	10.302797	10.390269
AT1G01860.2	0.363426	0
AT1G01860.3	0	1.434385
AT1G01860.4	0.134938	0
AT1G01860.5	0	0
AT1G01880.1	0.714024	1.809249
AT1G01880.2	0	0
AT1G01880.3	0.200985	0
AT1G01880.4	0.4871	0
AT1G01900.1	11.403291	10.792405
AT1G01910.1	26.023952	17.922766
AT1G01910.2	2.093784	0
AT1G01910.3	10.82976	14.996841
AT1G01910.4	0.867535	3.228844
AT1G01910.5	10.13636	11.911758
AT1G01920.1	0	2.913281
AT1G01920.2	2.579536	0
AT1G01920.3	0.858228	0.489089
AT1G01920.4	6.559878	8.731845
AT1G01920.5	0.27551	0.533965
AT1G01930.1	11.616769	10.636159
AT1G01940.1	28.631925	26.749946
AT1G01950.1	11.344269	11.695077
AT1G01950.2	0	0
AT1G01950.3	0	0
AT1G01950.4	0.422136	0
AT1G01960.1	17.789906	17.396927
AT1G01970.1	35.432754	37.257809
AT1G01980.1	0.026158	0.055053
AT1G01990.1	18.958531	16.226099
AT1G02000.1	9.185687	7.458715
AT1G02010.1	0	0
AT1G02010.2	0.946275	0
AT1G02010.3	0.518488	1.240847
AT1G02010.4	1.743938	1.209536
AT1G02010.5	0	0
AT1G02010.6	1.818491	2.951138
AT1G02020.1	4.794868	4.305065
AT1G02020.2	0	0.44164
AT1G02020.3	2.230327	1.003086
AT1G02030.1	0.494554	0.446059
AT1G02040.1	0	0.047199
AT1G02050.1	6.23455	6.631822
AT1G02060.1	3.337209	3.891191
AT1G02065.1	1.414453	0.738803
AT1G02065.2	0.109309	0.468649
AT1G02067.1	0	0.96538
AT1G02070.1	0.140283	0.221623
AT1G02080.1	3.949612	3.060685
AT1G02080.2	3.295262	5.726824
AT1G02080.3	5.912307	4.303776
AT1G02090.1	45.117967	35.729662
AT1G02090.2	6.100643	10.8641
AT1G02090.3	2.155823	2.101277
AT1G02100.1	12.707166	13.647726
AT1G02100.2	0	0.25566
AT1G02100.3	17.584176	16.813509
AT1G02110.1	21.443977	23.110379
AT1G02120.1	50.484354	47.329608
AT1G02120.2	4.508614	3.631735
AT1G02120.3	0.258594	0
AT1G02130.1	35.790158	37.22676
AT1G02140.1	179.400982	172.722399
AT1G02145.1	0	0
AT1G02145.2	1.8731	0
AT1G02145.3	10.672881	14.540338
AT1G02145.4	0	0.413521
AT1G02150.1	122.469407	122.51202
AT1G02160.1	40.619308	42.094164
AT1G02160.2	2.949789	1.794694
AT1G02170.1	23.285466	24.583011
AT1G02180.1	8.918158	9.019973
AT1G02190.1	0	0
AT1G02190.2	0.139511	0.171269
AT1G02205.1	9.587192	7.390357
AT1G02205.2	0	0
AT1G02205.3	6.409321	6.792581
AT1G02205.4	0.224572	1.748127
AT1G02205.5	0.682979	0
AT1G02210.1	0	0
AT1G02220.1	2.416089	2.271562
AT1G02230.1	1.150466	0.870325
AT1G02250.1	0.267257	0.04689
AT1G02260.1	8.056145	9.310786
AT1G02260.2	1.590533	1.603863
AT1G02270.1	11.262711	12.799215
AT1G02270.2	1.478533	0
AT1G02280.1	61.54365	71.232542
AT1G02280.2	28.302991	17.257484
AT1G02290.1	7.740792	7.086278
AT1G02300.1	6.943505	6.336906
AT1G02305.1	60.23403	63.13555
AT1G02310.1	0.707612	0.426403
AT1G02310.2	0	0.427639
AT1G02320.1	0	0
AT1G02330.1	32.522542	33.679955
AT1G02335.1	19.979639	20.865292
AT1G02340.1	1.637403	1.135902
AT1G02340.2	0	0
AT1G02350.1	0.910821	2.401937
AT1G02360.1	20.424505	22.099134
AT1G02360.2	0	0
AT1G02360.3	0	0
AT1G02370.1	7.397024	6.580216
AT1G02380.1	1.856156	2.203189
AT1G02390.1	0.971246	0.459911
AT1G02400.1	6.507324	5.540889
AT1G02400.2	0	0
AT1G02405.1	0.517619	0.311546
AT1G02410.1	14.611557	16.242599
AT1G02410.2	1.309065	1.076893
AT1G02410.3	0	0
AT1G02420.1	3.721665	5.546652
AT1G02430.1	1.440022	1.118905
AT1G02430.2	0	0
AT1G02440.1	0.264943	0
AT1G02440.2	0.221151	0
AT1G02450.1	7.422286	7.136359
AT1G02460.1	1.404733	1.682057
AT1G02470.1	0.503298	1.295395
AT1G02470.2	0	0
AT1G02475.1	34.053469	32.270679
AT1G02490.1	1.259744	0.266256
AT1G02500.1	99.838337	95.796496
AT1G02500.2	238.38741	236.960377
AT1G02510.1	0.048827	0
AT1G02520.1	0.86087	0.411334
AT1G02520.2	0	0.418925
AT1G02520.3	3.693526	3.368089
AT1G02530.1	0.107229	0.23815
AT1G02530.2	0	0
AT1G02540.1	0.062433	0.065746
AT1G02550.1	0	0
AT1G02560.1	229.315637	232.666991
AT1G02570.1	0.900047	1.170597
AT1G02575.1	0	0.107085
AT1G02580.1	0.085508	0.022493
AT1G02580.2	0	0
AT1G02590.1	0	0
AT1G02610.1	0.703607	0.790097
AT1G02610.2	0	0
AT1G02610.3	0	0
AT1G02620.1	0.374473	0.197076
AT1G02630.1	0.285012	0.329931
AT1G02630.2	0	0
AT1G02640.1	8.615152	7.519152
AT1G02650.1	1.196258	0.525816
AT1G02650.2	0	0.195598
AT1G02660.1	1.955383	2.259401
AT1G02670.1	0	0
AT1G02670.2	0	0.907769
AT1G02670.3	0.09941	0
AT1G02670.4	0	0
AT1G02670.5	0.269591	0
AT1G02670.6	0.735972	0
AT1G02670.7	0	0
AT1G02680.1	17.513906	18.568115
AT1G02690.1	6.972127	8.053898
AT1G02690.2	7.939466	5.435443
AT1G02700.1	1.64509	1.691294
AT1G02705.1	9.683919	4.984026
AT1G02710.1	3.819076	6.519182
AT1G02720.1	9.303759	9.151061
AT1G02720.2	0.185481	0
AT1G02730.1	27.58458	27.651984
AT1G02740.1	6.581753	6.789132
AT1G02750.1	6.113038	11.165883
AT1G02750.2	9.793233	0
AT1G02770.1	0.594205	0.625489
AT1G02780.1	1485.178242	1445.512073
AT1G02790.1	0.151269	0.095518
AT1G02800.1	2.811455	3.01723
AT1G02810.1	9.24537	8.611789
AT1G02813.1	0.351307	0
AT1G02816.1	8.723894	8.979557
AT1G02820.1	2.496181	2.628875
AT1G02830.1	0	0
AT1G02840.1	95.046872	91.473763
AT1G02840.2	15.346864	13.433718
AT1G02840.3	14.353512	20.067814
AT1G02840.4	0	0
AT1G02840.5	5.316437	4.834267
AT1G02850.1	13.463431	10.589305
AT1G02850.2	6.467741	5.206311
AT1G02850.3	1.972224	2.892061
AT1G02850.4	5.960189	7.007614
AT1G02850.5	0	0
AT1G02860.1	7.488435	6.103652
AT1G02860.2	0	0
AT1G02860.3	0	0.149681
AT1G02870.1	33.156127	29.471647
AT1G02880.1	0.820262	0
AT1G02880.2	0	0
AT1G02880.3	4.02827	4.753276
AT1G02880.4	9.491742	8.011937
AT1G02880.5	0.403805	0.588675
AT1G02880.6	0.219843	0
AT1G02890.1	23.407198	25.01441
AT1G02890.2	0	0
AT1G02900.1	27.722753	25.755904
AT1G02910.1	59.723571	60.192895
AT1G02910.2	0	0.979315
AT1G02920.1	39.009125	40.296344
AT1G02930.1	13.500387	18.204256
AT1G02930.2	46.594506	45.035719
AT1G02940.1	0	0
AT1G02940.2	0	0
AT1G02940.3	0	0.061178
AT1G02940.4	0.769297	0
AT1G02950.1	4.939856	10.456381
AT1G02950.2	2.79546	0
AT1G02950.3	0	0
AT1G02950.4	0	0
AT1G02950.5	0	0
AT1G02960.1	2.900718	1.559905
AT1G02960.2	1.441961	4.500546
AT1G02960.3	0	0
AT1G02960.4	1.342538	1.823563
AT1G02960.5	1.003269	0
AT1G02960.6	0	0
AT1G02965.1	0	0
AT1G02970.1	3.255492	3.004638
AT1G02980.1	0	0
AT1G02980.2	0.166977	0.043924
AT1G02990.1	0	0
AT1G02990.2	0.864841	0
AT1G02990.3	0	0
AT1G02990.4	0	2.386043
AT1G02990.5	0.601824	0
AT1G02990.6	3.924839	3.138184
AT1G03000.1	8.222199	8.414152
AT1G03010.1	0.306119	0.112968
AT1G03010.2	0	0
AT1G03010.3	0.287959	0.399412
AT1G03020.1	3.044114	2.138
AT1G03030.1	12.762926	10.803464
AT1G03030.2	0.172434	0.488025
AT1G03040.1	24.24164	24.018798
AT1G03040.2	14.186703	14.668437
AT1G03040.3	0.727801	1.144911
AT1G03050.1	0.090323	0.118802
AT1G03055.1	6.534911	5.145238
AT1G03055.2	0.816462	0.231971
AT1G03060.1	4.695318	3.145975
AT1G03060.2	0	0
AT1G03060.3	2.111908	1.201746
AT1G03060.4	0	2.216467
AT1G03070.1	0.881294	0
AT1G03070.2	0	0
AT1G03070.3	0.297427	0.749515
AT1G03080.1	3.534312	4.879703
AT1G03080.2	2.557278	1.171854
AT1G03080.3	10.629419	10.172068
AT1G03090.1	5.343861	6.923299
AT1G03090.2	5.624529	5.593627
AT1G03100.1	1.809458	2.197493
AT1G03103.1	0	0
AT1G03106.1	0.115638	0.243526
AT1G03110.1	10.85491	12.347739
AT1G03120.1	1.008797	0.773033
AT1G03120.2	0	0
AT1G03130.1	283.391948	293.52996
AT1G03140.1	41.82834	42.666447
AT1G03150.1	15.944445	17.366346
AT1G03160.1	24.616138	29.112356
AT1G03160.2	0.178978	0
AT1G03160.3	0.478317	1.890758
AT1G03160.4	3.818123	0
AT1G03165.1	1.99165	0.844106
AT1G03170.1	0.347006	0.296668
AT1G03180.1	0	0
AT1G03180.2	0.388721	0.483568
AT1G03180.3	0	0.526174
AT1G03180.4	0	0
AT1G03180.5	2.302033	2.609203
AT1G03180.6	0	0
AT1G03190.1	5.066999	5.452548
AT1G03190.2	0	0
AT1G03200.1	2.755738	1.998789
AT1G03210.1	18.92995	18.908882
AT1G03210.2	1.40578	3.382372
AT1G03220.1	96.406332	94.791426
AT1G03230.1	40.837369	41.502819
AT1G03240.1	0.337053	0.229483
AT1G03250.1	19.821326	22.10184
AT1G03250.2	0.35159	0
AT1G03250.3	0	0
AT1G03250.4	0.170267	1.143266
AT1G03260.1	8.261362	9.71152
AT1G03270.1	2.79466	3.031983
AT1G03280.1	30.946141	27.506177
AT1G03280.2	0.076754	0.083129
AT1G03280.3	0	0
AT1G03290.1	3.691569	3.915414
AT1G03290.2	0	0
AT1G03290.3	2.886279	4.260594
AT1G03290.4	0	0
AT1G03290.5	0	5.560261
AT1G03290.6	6.618763	0
AT1G03300.1	0.653634	0.722275
AT1G03310.1	7.662974	12.223393
AT1G03310.2	15.940486	11.965611
AT1G03320.1	0.725055	0.678927
AT1G03325.1	0	0
AT1G03330.1	45.332448	48.953042
AT1G03340.1	1.945218	1.652211
AT1G03350.1	41.33127	41.685134
AT1G03360.1	19.616472	18.294123
AT1G03365.1	8.225082	9.197512
AT1G03365.2	0.06428	0.160562
AT1G03370.1	11.9973	11.450914
AT1G03370.2	0.93284	1.354061
AT1G03380.1	9.943938	10.473567
AT1G03390.1	0.037359	0.039407
AT1G03395.1	0	0
AT1G03400.1	14.647285	15.00155
AT1G03400.2	4.252119	0.652367
AT1G03410.1	19.213345	18.123035
AT1G03410.2	0	0
AT1G03430.1	12.208419	12.264639
AT1G03430.2	0.317376	0.172065
AT1G03440.1	13.1573	14.411545
AT1G03445.1	0	0
AT1G03445.2	0.079062	0.083188
AT1G03457.1	2.399036	4.813329
AT1G03457.2	2.05102	0
AT1G03457.3	1.835509	1.592535
AT1G03470.1	0	0.437229
AT1G03470.2	5.121184	3.492045
AT1G03470.3	0.968022	3.196737
AT1G03470.4	0	0
AT1G03475.1	254.31294	254.398704
AT1G03490.1	0	0
AT1G03495.1	7.281358	7.696701
AT1G03510.1	3.435308	2.508825
AT1G03520.1	2.490118	3.54277
AT1G03520.2	2.179434	1.663325
AT1G03530.1	11.725134	10.640357
AT1G03540.1	2.018576	2.731098
AT1G03550.1	3.868788	3.188893
AT1G03550.2	0	0
AT1G03550.3	0	3.299662
AT1G03550.4	0	0
AT1G03550.5	0	0
AT1G03550.6	0	0
AT1G03550.7	1.9858	1.394522
AT1G03560.1	6.378921	6.486805
AT1G03590.1	11.532538	13.419964
AT1G03600.1	372.123657	365.66994
AT1G03610.1	8.212109	9.816536
AT1G03610.2	0.518054	0.388131
AT1G03620.1	0	0
AT1G03620.10	0.418601	0
AT1G03620.11	0	0
AT1G03620.12	0.150055	0
AT1G03620.13	1.158154	0
AT1G03620.2	0	0
AT1G03620.3	0	0
AT1G03620.4	0	0.099935
AT1G03620.5	0.347202	1.039504
AT1G03620.6	0.067438	0.417092
AT1G03620.7	0	0
AT1G03620.8	0	0
AT1G03620.9	0	0.639779
AT1G03630.1	54.116782	57.283544
AT1G03630.2	184.208952	197.64045
AT1G03650.1	7.249363	7.826233
AT1G03660.1	1.325195	0.993439
AT1G03660.2	0.189388	0
AT1G03670.1	0	0
AT1G03680.1	435.330895	439.479228
AT1G03687.1	16.684558	14.599124
AT1G03687.2	0.118613	0.253683
AT1G03700.1	1.900057	1.44899
AT1G03710.1	0.483468	0.735271
AT1G03710.2	0	0
AT1G03720.1	0	0
AT1G03720.2	0	0
AT1G03730.1	13.343075	11.625111
AT1G03740.1	12.478767	12.913953
AT1G03740.2	0.085406	0.085952
AT1G03750.1	3.290669	2.82251
AT1G03760.1	6.708334	6.469157
AT1G03770.1	0.672171	1.749456
AT1G03770.2	0	0
AT1G03770.3	5.142564	2.903094
AT1G03770.4	0	0.067577
AT1G03770.5	0.076166	0
AT1G03770.6	0	0
AT1G03780.1	0.12636	0.152029
AT1G03780.2	5.17968	8.496765
AT1G03780.3	3.70582	0
AT1G03790.1	0.136631	0.40259
AT1G03800.1	0.855543	0.943442
AT1G03810.1	0	0
AT1G03820.1	26.991995	30.142183
AT1G03830.1	3.503726	2.522698
AT1G03830.2	2.698497	3.328309
AT1G03840.1	1.164581	0.404242
AT1G03840.2	1.086359	2.420565
AT1G03850.1	0	0
AT1G03850.2	11.429959	9.717681
AT1G03850.3	0.756595	0.311861
AT1G03860.1	59.723174	66.466288
AT1G03860.2	3.849801	2.007863
AT1G03860.3	1.656363	0
AT1G03870.1	76.509152	70.069341
AT1G03880.1	0.031306	0.263576
AT1G03890.1	0	0
AT1G03900.1	109.04882	105.857183
AT1G03905.1	2.295646	3.004118
AT1G03905.2	0	0
AT1G03905.3	0.802871	0.927977
AT1G03905.4	0.57057	0.162148
AT1G03910.1	37.164752	38.225337
AT1G03910.2	0	0
AT1G03920.1	0	0
AT1G03920.2	0	0
AT1G03920.3	1.387829	1.510733
AT1G03930.1	15.594748	17.321721
AT1G03940.1	5.764	7.015485
AT1G03950.1	15.3964	14.671488
AT1G03960.1	0	0
AT1G03960.2	0.48115	0.795773
AT1G03960.3	0	0.982264
AT1G03960.4	0	0
AT1G03960.5	0.876734	0.853961
AT1G03960.6	0.546029	0
AT1G03960.7	2.710564	1.317995
AT1G03970.1	24.139628	27.548376
AT1G03980.1	0	0.358167
AT1G03980.2	0.706591	0.204294
AT1G03980.3	0	0
AT1G03980.4	0	0
AT1G03982.1	0	0
AT1G03990.1	0.629191	0.728247
AT1G04000.1	11.452874	11.188267
AT1G04010.1	4.864636	5.177236
AT1G04020.1	2.80951	4.478095
AT1G04020.2	4.857507	3.29287
AT1G04030.1	5.647065	5.108703
AT1G04030.2	0	0
AT1G04040.1	109.150854	108.742478
AT1G04050.1	0.14205	0.734974
AT1G04050.2	1.036014	1.518786
AT1G04050.3	2.291284	0.94928
AT1G04070.1	16.991812	23.175083
AT1G04080.1	51.72134	51.004545
AT1G04080.2	2.60658	2.466723
AT1G04080.3	3.12007	2.614261
AT1G04080.4	0	0
AT1G04080.5	0.423298	0.46086
AT1G04090.1	0.59611	0.827995
AT1G04100.1	3.741149	2.90102
AT1G04105.1	1.78536	2.70021
AT1G04110.1	8.336059	8.123729
AT1G04120.1	8.34876	9.270686
AT1G04120.2	0	0
AT1G04120.3	7.792116	6.740482
AT1G04130.1	7.969341	8.091789
AT1G04130.2	1.558414	0
AT1G04140.1	24.786465	24.300334
AT1G04140.2	4.983167	4.956603
AT1G04150.1	0.318202	0.273907
AT1G04160.1	2.479123	3.030239
AT1G04160.2	0.617276	0.079187
AT1G04170.1	88.454568	90.925528
AT1G04170.2	0.586159	0.884224
AT1G04180.1	2.137662	2.217107
AT1G04190.1	30.614908	34.793213
AT1G04200.1	8.442227	9.304373
AT1G04200.2	0.190583	0.346834
AT1G04200.3	0	0
AT1G04210.1	15.620585	15.392666
AT1G04220.1	5.306292	5.967772
AT1G04230.1	2.564457	3.114569
AT1G04230.2	5.250801	5.11007
AT1G04240.1	10.549184	14.444758
AT1G04240.2	0.171362	0.180536
AT1G04250.1	44.62674	42.317854
AT1G04260.1	10.327028	11.808168
AT1G04270.1	599.701506	614.963324
AT1G04270.2	1.487675	1.940297
AT1G04280.1	21.926165	24.339
AT1G04280.2	1.742069	0.726894
AT1G04290.1	15.958713	17.082575
AT1G04290.2	28.508784	21.233281
AT1G04300.1	0	7.999956
AT1G04300.2	0	0.19147
AT1G04300.3	7.937623	4.372102
AT1G04300.4	7.113833	1.114061
AT1G04300.5	0.916552	0.68848
AT1G04300.6	3.222541	5.403625
AT1G04310.1	1.179109	0.912579
AT1G04310.2	6.161969	7.167812
AT1G04330.1	1.875078	2.490588
AT1G04340.1	18.979223	20.733789
AT1G04350.1	20.284489	20.31881
AT1G04360.1	2.737981	2.360291
AT1G04370.1	0	0.080124
AT1G04380.1	0.235352	0.318473
AT1G04380.2	0	0
AT1G04390.1	2.913844	3.15531
AT1G04400.1	7.326357	5.614558
AT1G04400.2	44.457545	48.654813
AT1G04410.1	683.164834	684.163556
AT1G04420.1	141.926842	143.719767
AT1G04430.1	33.306085	32.072
AT1G04430.2	18.504295	20.730189
AT1G04430.3	1.610671	0
AT1G04440.1	18.541484	18.941489
AT1G04445.1	0.489593	0.403996
AT1G04445.2	0	0.054804
AT1G04450.1	0	0
AT1G04455.1	0.194546	0.205445
AT1G04470.1	0	0.043004
AT1G04480.1	315.753404	306.819733
AT1G04490.1	0	1.033941
AT1G04490.2	0	0
AT1G04490.3	0	0
AT1G04490.4	0.067538	0
AT1G04490.5	0	0
AT1G04490.6	0	0
AT1G04490.7	0	0
AT1G04490.8	0	0
AT1G04490.9	0.513631	0
AT1G04500.1	0	0
AT1G04500.2	0	0.091457
AT1G04500.3	0.324114	0
AT1G04500.4	0	0
AT1G04510.1	19.483692	19.506668
AT1G04510.2	15.54704	19.64049
AT1G04520.1	19.377918	18.055673
AT1G04530.1	33.88532	35.947248
AT1G04540.1	1.367919	1.052642
AT1G04550.1	1.688243	0.926123
AT1G04550.2	27.017728	29.676053
AT1G04555.1	5.841072	5.922209
AT1G04560.1	0	0.134667
AT1G04570.1	1.138232	0
AT1G04570.2	0	0.702744
AT1G04580.1	0.031847	0
AT1G04590.1	26.055986	27.463412
AT1G04590.2	0	0
AT1G04600.1	0.177139	0.079861
AT1G04610.1	3.782489	2.382314
AT1G04620.1	37.122704	36.305999
AT1G04625.1	0	0.075642
AT1G04630.1	108.962543	102.686321
AT1G04635.1	5.032614	7.584758
AT1G04640.1	54.071199	49.27507
AT1G04640.2	2.308237	4.277717
AT1G04645.1	0	0.261118
AT1G04650.1	1.356641	0.838172
AT1G04650.2	0	0.649474
AT1G04660.1	2.611624	2.51653
AT1G04670.1	0	0
AT1G04680.1	59.246018	58.715244
AT1G04690.1	86.768309	82.346761
AT1G04700.1	0.120197	0.669664
AT1G04700.2	0.488639	0
AT1G04700.3	0	0
AT1G04710.1	30.005898	29.650956
AT1G04730.1	1.822366	1.720394
AT1G04730.2	0	0.297146
AT1G04730.3	1.080112	1.276564
AT1G04730.4	0.436948	0.165844
AT1G04750.1	82.992004	93.3409
AT1G04750.2	1.659958	0
AT1G04750.3	0	0.113205
AT1G04750.4	0	0
AT1G04760.1	2.719653	3.285365
AT1G04760.2	0	0
AT1G04770.1	50.386483	51.755303
AT1G04778.1	1.484521	1.767264
AT1G04780.1	16.681658	16.876451
AT1G04790.1	14.804246	14.55181
AT1G04800.1	510.975006	498.635832
AT1G04810.1	26.167726	25.990969
AT1G04820.1	343.64253	352.122223
AT1G04830.1	4.328329	7.20519
AT1G04830.2	0	0
AT1G04830.3	4.666094	2.470451
AT1G04840.1	0.919709	1.025743
AT1G04850.1	91.972601	91.425167
AT1G04850.2	0.114637	0.338979
AT1G04860.1	12.771072	12.290097
AT1G04870.1	0.304523	0
AT1G04870.2	34.025521	35.515256
AT1G04880.1	0.201433	0.393682
AT1G04890.1	0	0
AT1G04895.1	0	0
AT1G04900.1	8.86685	8.157188
AT1G04910.1	16.608197	15.733799
AT1G04920.1	1.261759	1.527281
AT1G04930.1	3.457643	3.337685
AT1G04930.2	0	0
AT1G04930.3	0	0.995081
AT1G04940.1	87.298828	89.831032
AT1G04945.1	0	0
AT1G04945.2	4.536208	4.423235
AT1G04945.3	0.297536	0
AT1G04945.4	0	0.777268
AT1G04950.1	0	2.169476
AT1G04950.2	10.475032	7.224443
AT1G04950.3	0.701128	1.405215
AT1G04960.1	19.500549	17.630446
AT1G04960.2	0.086326	0.226371
AT1G04970.1	10.711169	10.922427
AT1G04970.2	1.695573	1.097252
AT1G04970.3	0.950368	1.489542
AT1G04980.1	31.84767	29.649466
AT1G04985.1	21.707987	22.746111
AT1G04985.2	0.837695	1.227423
AT1G04990.1	3.283314	4.350404
