	CRR341295	CRR341296
AT1G01650.3	0.056834	0.273466
AT1G01650.4	0	0.685641
AT1G01660.1	0	0
AT1G01660.2	0.899384	1.473795
AT1G01670.1	0	0.27112
AT1G01670.2	1.037396	1.16418
AT1G01670.3	1.538773	0
AT1G01680.1	0.350314	0.286553
AT1G01690.1	3.512922	0
AT1G01690.2	1.943401	1.631602
AT1G01690.3	0	4.848745
AT1G01695.1	0.135402	0.09969
AT1G01700.1	0	0
AT1G01700.2	0.52251	0.135086
AT1G01700.3	0.230827	0
AT1G01700.4	0.727799	0.90435
AT1G01700.5	0	0.46282
AT1G01710.1	15.99348	13.773417
AT1G01715.1	1.125125	0.588885
AT1G01715.2	1.812848	0.989225
AT1G01720.1	58.710224	58.032413
AT1G01725.1	8.443529	7.044318
AT1G01730.1	18.897204	19.341895
AT1G01740.1	0	0
AT1G01740.2	1.195555	1.458297
AT1G01740.3	0	0
AT1G01740.4	0.534132	2.176212
AT1G01740.5	1.525365	0.850976
AT1G01750.1	7.274104	9.084585
AT1G01750.2	2.934252	2.643822
AT1G01760.1	3.239201	2.573906
AT1G01760.2	0.648051	0.614777
AT1G01760.3	0	0
AT1G01760.4	0	0
AT1G01770.1	10.854425	10.041168
AT1G01780.1	18.154152	16.611729
AT1G01790.1	37.366129	37.842279
AT1G01790.2	11.860539	11.824214
AT1G01800.1	49.894182	55.46077
AT1G01800.2	12.976708	15.704533
AT1G01810.1	1.466899	1.065423
AT1G01820.1	55.858047	57.029536
AT1G01830.1	9.729369	12.497725
AT1G01830.2	4.449638	2.249431
AT1G01830.3	0.992201	1.449013
AT1G01840.1	6.10006	5.439493
AT1G01860.1	10.285437	12.418922
AT1G01860.2	0	0
AT1G01860.3	0.697223	0.696753
AT1G01860.4	0	0
AT1G01860.5	0	0
AT1G01880.1	1.855772	1.487613
AT1G01880.2	0	0
AT1G01880.3	0	0
AT1G01880.4	0.704012	0
AT1G01900.1	10.509332	10.522446
AT1G01910.1	16.686446	25.580667
AT1G01910.2	0	0
AT1G01910.3	14.567886	9.652963
AT1G01910.4	3.747997	1.392042
AT1G01910.5	10.852833	10.670172
AT1G01920.1	0.37452	0.816609
AT1G01920.2	1.164375	4.409136
AT1G01920.3	0.874443	0.195553
AT1G01920.4	8.994029	5.512788
AT1G01920.5	0.568062	1.182407
AT1G01930.1	10.21156	9.70831
AT1G01940.1	30.006485	27.006578
AT1G01950.1	11.176685	11.054958
AT1G01950.2	0	0
AT1G01950.3	0	0
AT1G01950.4	0	0.718188
AT1G01960.1	16.44499	16.196699
AT1G01970.1	35.684655	39.399978
AT1G01980.1	0.04599	0.12698
AT1G01990.1	15.38816	15.145059
AT1G02000.1	8.180554	8.660311
AT1G02010.1	0	0
AT1G02010.2	2.238802	0
AT1G02010.3	0	1.56304
AT1G02010.4	0	1.101812
AT1G02010.5	0	0.100731
AT1G02010.6	3.792586	2.877048
AT1G02020.1	3.872578	5.08115
AT1G02020.2	0	1.147695
AT1G02020.3	2.691556	0.478718
AT1G02030.1	0.703842	1.009785
AT1G02040.1	0	0
AT1G02050.1	6.625192	6.582785
AT1G02060.1	3.309993	3.55717
AT1G02065.1	2.100597	2.158587
AT1G02065.2	0.058489	0.202101
AT1G02067.1	0	1.415121
AT1G02070.1	0.246962	0.340843
AT1G02080.1	3.522655	5.614681
AT1G02080.2	3.72067	0
AT1G02080.3	5.988184	7.791776
AT1G02090.1	38.289382	37.857572
AT1G02090.2	11.092137	9.900822
AT1G02090.3	2.391548	2.651926
AT1G02100.1	9.869643	9.418208
AT1G02100.2	0	0
AT1G02100.3	16.151903	13.841149
AT1G02110.1	22.785877	21.128958
AT1G02120.1	55.101351	50.052451
AT1G02120.2	2.61477	5.456212
AT1G02120.3	3.29584	0.809333
AT1G02130.1	38.902794	35.336123
AT1G02140.1	183.194805	161.706618
AT1G02145.1	0	0
AT1G02145.2	0	0
AT1G02145.3	14.814226	15.371877
AT1G02145.4	1.896352	0.75073
AT1G02150.1	116.45221	119.892199
AT1G02160.1	38.415926	31.10879
AT1G02160.2	1.793391	3.530391
AT1G02170.1	25.258623	25.690559
AT1G02180.1	6.866449	5.843156
AT1G02190.1	0.80422	1.11026
AT1G02190.2	0	0
AT1G02205.1	10.139396	8.736235
AT1G02205.2	0	0.106888
AT1G02205.3	10.25627	12.380285
AT1G02205.4	4.629601	2.440665
AT1G02205.5	0.877183	0.524662
AT1G02210.1	0	0
AT1G02220.1	3.20068	2.867407
AT1G02230.1	0.948429	1.338333
AT1G02250.1	0	0.036053
AT1G02260.1	8.707939	8.844554
AT1G02260.2	0.615784	0.472599
AT1G02270.1	13.088814	12.781041
AT1G02270.2	0	0
AT1G02280.1	78.055997	73.788854
AT1G02280.2	13.540141	22.939873
AT1G02290.1	6.57771	6.193346
AT1G02300.1	9.106061	8.98498
AT1G02305.1	67.676798	69.354191
AT1G02310.1	0	0
AT1G02310.2	0.674584	0.827744
AT1G02320.1	0	0
AT1G02330.1	36.463096	36.974354
AT1G02335.1	21.722913	23.276654
AT1G02340.1	3.796092	4.03555
AT1G02340.2	0	0
AT1G02350.1	2.276981	2.956145
AT1G02360.1	16.718533	16.609382
AT1G02360.2	0	0
AT1G02360.3	0	0
AT1G02370.1	7.351659	6.107978
AT1G02380.1	2.847971	2.365192
AT1G02390.1	1.003178	0.864346
AT1G02400.1	5.690144	5.916992
AT1G02400.2	0	0
AT1G02405.1	0.455674	0.17968
AT1G02410.1	14.052661	14.773684
AT1G02410.2	0.699627	1.653979
AT1G02410.3	0	0
AT1G02420.1	3.649547	5.065295
AT1G02430.1	1.216798	1.432997
AT1G02430.2	0	0
AT1G02440.1	0.220695	0.14311
AT1G02440.2	0.162595	0.238832
AT1G02450.1	7.518284	5.112226
AT1G02460.1	1.256111	0.999312
AT1G02470.1	1.082476	0.724411
AT1G02470.2	0	0
AT1G02475.1	33.80187	31.970018
AT1G02490.1	0.891764	1.639093
AT1G02500.1	77.739878	85.19268
AT1G02500.2	209.52496	195.477467
AT1G02510.1	0	0
AT1G02520.1	0.601892	0.39364
AT1G02520.2	0	0
AT1G02520.3	2.930818	3.768864
AT1G02530.1	0.168438	0.212919
AT1G02530.2	0	0
AT1G02540.1	0.054943	0
AT1G02550.1	0	0
AT1G02560.1	224.392721	224.965128
AT1G02570.1	0.65211	1.071541
AT1G02575.1	0.08948	0.205848
AT1G02580.1	0	0.172935
AT1G02580.2	0.073587	0
AT1G02590.1	0	0
AT1G02610.1	0.949001	0.911261
AT1G02610.2	0	0
AT1G02610.3	0	0
AT1G02620.1	0.52689	0.303053
AT1G02630.1	0	0.415091
AT1G02630.2	0.364525	0
AT1G02640.1	9.161584	9.171141
AT1G02650.1	0.807099	0.922872
AT1G02650.2	0	0
AT1G02660.1	2.531756	2.44319
AT1G02670.1	0	0
AT1G02670.2	0.703191	0.369312
AT1G02670.3	0.371569	0
AT1G02670.4	0	0
AT1G02670.5	0.193316	0.56094
AT1G02670.6	0	0.376281
AT1G02670.7	0	0
AT1G02680.1	17.042126	16.842899
AT1G02690.1	5.096806	5.642786
AT1G02690.2	10.157388	7.601614
AT1G02700.1	1.446701	1.981557
AT1G02705.1	7.36872	5.888696
AT1G02710.1	1.032172	5.262909
AT1G02720.1	8.083547	7.854799
AT1G02720.2	0.403037	0
AT1G02730.1	21.097107	21.906197
AT1G02740.1	6.506881	6.995194
AT1G02750.1	9.739147	6.82699
AT1G02750.2	5.097492	5.601434
AT1G02770.1	1.045222	1.099273
AT1G02780.1	1470.344353	1407.985937
AT1G02790.1	0.186194	0.073439
AT1G02800.1	2.496125	2.229699
AT1G02810.1	9.163525	8.643608
AT1G02813.1	0.077348	0.355796
AT1G02816.1	8.625712	7.809031
AT1G02820.1	2.968964	2.567862
AT1G02830.1	0	0.115092
AT1G02840.1	92.059771	85.624478
AT1G02840.2	17.204949	16.567669
AT1G02840.3	15.025209	26.959544
AT1G02840.4	0	0
AT1G02840.5	6.626292	4.215645
AT1G02850.1	13.251748	13.233009
AT1G02850.2	1.303539	1.080442
AT1G02850.3	1.738668	1.976666
AT1G02850.4	7.810976	12.070016
AT1G02850.5	0	0
AT1G02860.1	10.159833	8.922014
AT1G02860.2	0	0.07643
AT1G02860.3	0	0.235732
AT1G02870.1	33.10509	29.83268
AT1G02880.1	0	0
AT1G02880.2	0	0
AT1G02880.3	4.495022	1.489234
AT1G02880.4	8.26374	7.814302
AT1G02880.5	0.667229	0.651082
AT1G02880.6	0.22305	3.168456
AT1G02890.1	25.397728	23.044997
AT1G02890.2	0	1.503868
AT1G02900.1	34.314949	31.936996
AT1G02910.1	58.461957	60.835492
AT1G02910.2	2.033305	0.386945
AT1G02920.1	31.87704	29.027708
AT1G02930.1	11.798866	12.777032
AT1G02930.2	29.690255	32.127526
AT1G02940.1	0	0
AT1G02940.2	0	0
AT1G02940.3	0	0
AT1G02940.4	0.184678	0.509763
AT1G02950.1	10.717962	11.274967
AT1G02950.2	0.722919	0
AT1G02950.3	0	0
AT1G02950.4	0	0.259369
AT1G02950.5	0	0
AT1G02960.1	2.895736	1.143747
AT1G02960.2	2.810369	5.280815
AT1G02960.3	0	0
AT1G02960.4	1.212133	1.074155
AT1G02960.5	0	0
AT1G02960.6	1.611272	1.097855
AT1G02965.1	0	0
AT1G02970.1	3.542218	3.000967
AT1G02980.1	0	0
AT1G02980.2	0.073383	0.03377
AT1G02990.1	0	0
AT1G02990.2	0	0
AT1G02990.3	4.009872	1.449757
AT1G02990.4	0	3.406559
AT1G02990.5	1.279093	0
AT1G02990.6	0	0
AT1G03000.1	9.292074	9.776009
AT1G03010.1	0.086791	0
AT1G03010.2	0	0
AT1G03010.3	0.54343	0.314574
AT1G03020.1	3.350806	4.521414
AT1G03030.1	12.277834	10.273562
AT1G03030.2	1.131502	1.58213
AT1G03040.1	18.611214	23.012904
AT1G03040.2	19.42887	18.714625
AT1G03040.3	2.798316	2.324664
AT1G03050.1	0.158788	0.109607
AT1G03055.1	2.733959	5.039829
AT1G03055.2	2.016975	0.407177
AT1G03060.1	1.738825	2.359213
AT1G03060.2	1.490564	0.903391
AT1G03060.3	0	0
AT1G03060.4	1.984779	2.037618
AT1G03070.1	1.107504	1.019151
AT1G03070.2	0	0
AT1G03070.3	0	0
AT1G03080.1	6.951614	6.561074
AT1G03080.2	0.590997	3.004893
AT1G03080.3	7.312348	4.96209
AT1G03090.1	4.245736	3.14736
AT1G03090.2	8.431299	7.023752
AT1G03100.1	2.38485	2.397911
AT1G03103.1	0	0
AT1G03106.1	0.050876	0
AT1G03110.1	12.544694	12.307604
AT1G03120.1	1.292411	1.411911
AT1G03120.2	0	0
AT1G03130.1	331.803241	323.782169
AT1G03140.1	47.585373	47.723079
AT1G03150.1	22.910052	19.865626
AT1G03160.1	16.305846	12.173322
AT1G03160.2	0.136815	0.165806
AT1G03160.3	0.43389	1.635341
AT1G03160.4	0	4.414072
AT1G03165.1	2.124102	1.950501
AT1G03170.1	0.724401	0.508809
AT1G03180.1	1.67246	0
AT1G03180.2	0.456617	0.321907
AT1G03180.3	0	0
AT1G03180.4	0	0.757192
AT1G03180.5	0	2.465895
AT1G03180.6	0	0
AT1G03190.1	5.70177	4.999395
AT1G03190.2	0	0
AT1G03200.1	4.115151	5.913297
AT1G03210.1	19.873151	21.891859
AT1G03210.2	1.739569	1.201405
AT1G03220.1	77.022765	75.479954
AT1G03230.1	38.45813	36.007754
AT1G03240.1	0.479669	0
AT1G03250.1	20.640869	19.100384
AT1G03250.2	0.334949	0.983519
AT1G03250.3	0	1.239672
AT1G03250.4	0	0.259658
AT1G03260.1	8.616832	8.219371
AT1G03270.1	2.380969	2.820678
AT1G03280.1	28.246692	15.925978
AT1G03280.2	0.075089	0
AT1G03280.3	0.694308	11.81473
AT1G03290.1	2.94449	3.230224
AT1G03290.2	0	0
AT1G03290.3	0	2.894701
AT1G03290.4	1.734593	0
AT1G03290.5	4.217659	4.345828
AT1G03290.6	4.51727	3.937901
AT1G03300.1	0.27659	1.134499
AT1G03310.1	3.031723	2.40371
AT1G03310.2	20.184702	19.911323
AT1G03320.1	1.276817	0.848407
AT1G03325.1	0	0
AT1G03330.1	43.497914	39.151749
AT1G03340.1	3.360842	3.120586
AT1G03350.1	43.334616	42.912181
AT1G03360.1	16.664784	19.177994
AT1G03365.1	8.010619	8.400626
AT1G03365.2	0.150574	0.05207
AT1G03370.1	10.378553	10.257087
AT1G03370.2	1.187373	1.17677
AT1G03380.1	10.075906	10.941389
AT1G03390.1	0	0
AT1G03395.1	0	0
AT1G03400.1	12.931678	12.822738
AT1G03400.2	2.00155	0.723091
AT1G03410.1	16.408418	15.54223
AT1G03410.2	0	0
AT1G03430.1	13.655918	13.193502
AT1G03430.2	0.563668	1.586267
AT1G03440.1	13.088427	11.76194
AT1G03445.1	0.144164	0.103201
AT1G03445.2	0	0
AT1G03457.1	0	3.112264
AT1G03457.2	2.240201	0.692442
AT1G03457.3	4.284984	1.692175
AT1G03470.1	0	0.138921
AT1G03470.2	5.672092	2.043035
AT1G03470.3	0	4.288672
AT1G03470.4	0	0
AT1G03475.1	253.036876	249.744055
AT1G03490.1	0	0
AT1G03495.1	7.374605	8.65283
AT1G03510.1	2.866625	2.297725
AT1G03520.1	2.814469	2.645872
AT1G03520.2	2.653542	2.265547
AT1G03530.1	9.812583	9.566761
AT1G03540.1	2.62721	2.227043
AT1G03550.1	4.292542	2.479566
AT1G03550.2	0	0
AT1G03550.3	1.77144	1.100298
AT1G03550.4	0.778282	0
AT1G03550.5	0	0
AT1G03550.6	0	0
AT1G03550.7	0	1.746179
AT1G03560.1	6.171334	5.679912
AT1G03590.1	14.231721	15.513131
AT1G03600.1	363.892939	383.028552
AT1G03610.1	8.052731	8.130967
AT1G03610.2	0.713427	1.270577
AT1G03620.1	0	0.09022
AT1G03620.10	1.50998	0
AT1G03620.11	0	0.170749
AT1G03620.12	0	0
AT1G03620.13	0.586982	0
AT1G03620.2	0	0
AT1G03620.3	0	0
AT1G03620.4	0	0
AT1G03620.5	0.582501	0.407109
AT1G03620.6	0.046201	0.181466
AT1G03620.7	0	0
AT1G03620.8	0	0
AT1G03620.9	0	1.08427
AT1G03630.1	45.72278	49.0578
AT1G03630.2	190.406352	190.265491
AT1G03650.1	6.96906	7.892354
AT1G03660.1	0.691771	0.721436
AT1G03660.2	0	0
AT1G03670.1	0	0
AT1G03680.1	382.835691	375.81987
AT1G03687.1	15.089746	15.126845
AT1G03687.2	0.377002	0.252461
AT1G03700.1	1.72992	1.644789
AT1G03710.1	0	0.695835
AT1G03710.2	0.728503	0
AT1G03720.1	0	0
AT1G03720.2	0	0
AT1G03730.1	10.218424	11.131431
AT1G03740.1	12.463893	12.242169
AT1G03740.2	1.124999	1.588007
AT1G03750.1	2.813512	3.3052
AT1G03760.1	8.964164	7.931956
AT1G03770.1	1.980412	3.255576
AT1G03770.2	0	0.726522
AT1G03770.3	2.806803	1.690163
AT1G03770.4	0	0.068614
AT1G03770.5	0.507204	0.426075
AT1G03770.6	0	0
AT1G03780.1	0.102024	0.306552
AT1G03780.2	6.907289	7.337894
AT1G03780.3	0	0
AT1G03790.1	0.120115	0.265311
AT1G03800.1	1.182382	1.055123
AT1G03810.1	0	0
AT1G03820.1	28.936673	30.535157
AT1G03830.1	3.054467	5.002179
AT1G03830.2	2.534482	1.366135
AT1G03840.1	1.785875	0.190196
AT1G03840.2	1.494488	2.712626
AT1G03850.1	0.28634	0
AT1G03850.2	10.055746	8.651359
AT1G03850.3	0.441458	0.507193
AT1G03860.1	59.323848	60.729355
AT1G03860.2	2.232092	0.189879
AT1G03860.3	0	0.997177
AT1G03870.1	71.711166	69.504562
AT1G03880.1	0.137624	0
AT1G03890.1	0.029731	0.027361
AT1G03900.1	111.244389	111.871766
AT1G03905.1	3.647492	2.480872
AT1G03905.2	0	0
AT1G03905.3	0.77316	1.970502
AT1G03905.4	1.274232	0.130909
AT1G03910.1	28.75315	37.749301
AT1G03910.2	7.474681	0
AT1G03920.1	0.703401	0
AT1G03920.2	1.067588	0
AT1G03920.3	0	1.742258
AT1G03930.1	17.537725	18.229949
AT1G03940.1	5.558193	6.052231
AT1G03950.1	15.932857	17.069615
AT1G03960.1	2.547731	2.699838
AT1G03960.2	0.802806	0.975308
AT1G03960.3	0	0
AT1G03960.4	0	0.080362
AT1G03960.5	0.536332	0
AT1G03960.6	0	0
AT1G03960.7	0.678524	2.239316
AT1G03970.1	24.919678	25.003782
AT1G03980.1	0	0
AT1G03980.2	0.12503	0
AT1G03980.3	0	0
AT1G03980.4	0.245044	0.367123
AT1G03982.1	0	0
AT1G03990.1	0.884853	0.49203
AT1G04000.1	8.260974	9.402727
AT1G04010.1	3.833228	4.839761
AT1G04020.1	6.732691	6.946733
AT1G04020.2	0	0
AT1G04030.1	5.723409	4.348153
AT1G04030.2	0	0.850426
AT1G04040.1	109.737667	110.802161
AT1G04050.1	0	0.88082
AT1G04050.2	0.932914	0.227071
AT1G04050.3	3.206611	2.703238
AT1G04070.1	19.29867	21.545772
AT1G04080.1	48.184511	50.019983
AT1G04080.2	1.447862	2.258582
AT1G04080.3	5.042198	4.335822
AT1G04080.4	0	0
AT1G04080.5	1.007916	0.221527
AT1G04090.1	0.524	0.713755
AT1G04100.1	2.65892	3.638839
AT1G04105.1	1.724898	0
AT1G04110.1	7.414038	7.883411
AT1G04120.1	10.146315	7.504408
AT1G04120.2	0	0
AT1G04120.3	5.704244	8.589322
AT1G04130.1	8.859496	9.119209
AT1G04130.2	0	0
AT1G04140.1	23.363134	24.768761
AT1G04140.2	4.025301	1.284032
AT1G04150.1	0.470293	0.33927
AT1G04160.1	3.216953	2.908892
AT1G04160.2	0	0.081053
AT1G04170.1	91.601589	85.415445
AT1G04170.2	0	0.112707
AT1G04180.1	2.696631	2.431612
AT1G04190.1	34.356947	32.14901
AT1G04200.1	8.223475	9.561919
AT1G04200.2	0.53443	0.248232
AT1G04200.3	0	0
AT1G04210.1	14.316592	14.925743
AT1G04220.1	5.29114	5.485949
AT1G04230.1	3.295398	2.728531
AT1G04230.2	4.8647	4.224951
AT1G04240.1	13.984181	13.624956
AT1G04240.2	0	0
AT1G04250.1	44.629787	48.550359
AT1G04260.1	11.895958	11.504568
AT1G04270.1	605.262716	600.23783
AT1G04270.2	2.135712	2.256359
AT1G04280.1	23.367911	21.937586
AT1G04280.2	1.041724	0.361982
AT1G04290.1	17.547931	16.39929
AT1G04290.2	15.131303	21.329746
AT1G04300.1	7.600069	1.160584
AT1G04300.2	0	2.997097
AT1G04300.3	3.472374	5.35242
AT1G04300.4	3.130866	6.62871
AT1G04300.5	2.392182	0
AT1G04300.6	6.30203	5.294097
AT1G04310.1	1.249765	3.53679
AT1G04310.2	6.029762	4.709033
AT1G04330.1	3.230305	2.443629
AT1G04340.1	17.818783	19.164033
AT1G04350.1	20.659985	21.697017
AT1G04360.1	2.483974	2.945959
AT1G04370.1	0.200904	0.246459
AT1G04380.1	0	0
AT1G04380.2	0.19033	0.394127
AT1G04390.1	3.709809	3.828437
AT1G04400.1	8.941033	9.164799
AT1G04400.2	64.11094	65.733565
AT1G04410.1	584.235764	591.838716
AT1G04420.1	144.770805	137.417292
AT1G04430.1	33.389563	26.174174
AT1G04430.2	17.828949	28.659973
AT1G04430.3	0.509532	1.31801
AT1G04440.1	19.089335	19.114619
AT1G04445.1	0.086261	0.238063
AT1G04445.2	0	0
AT1G04450.1	0	0.040735
AT1G04455.1	0	0.158069
AT1G04470.1	0	0.044083
AT1G04480.1	296.9262	307.7146
AT1G04490.1	0	0
AT1G04490.2	0	0
AT1G04490.3	0	0
AT1G04490.4	0	0
AT1G04490.5	0	0
AT1G04490.6	0.190949	0
AT1G04490.7	0	0
AT1G04490.8	0.339431	0.705737
AT1G04490.9	0	0
AT1G04500.1	0	0
AT1G04500.2	0	0
AT1G04500.3	0.028498	0.07868
AT1G04500.4	0	0
AT1G04510.1	14.085309	15.416903
AT1G04510.2	19.405185	15.726215
AT1G04520.1	17.296847	17.716458
AT1G04530.1	39.63768	37.706278
AT1G04540.1	1.327941	1.701177
AT1G04550.1	1.652985	1.675042
AT1G04550.2	26.818751	23.592666
AT1G04555.1	6.614161	4.378576
AT1G04560.1	0	0
AT1G04570.1	1.327228	0.394647
AT1G04570.2	0	0
AT1G04580.1	0.074623	0.008586
AT1G04590.1	24.380815	27.204115
AT1G04590.2	0.658984	0
AT1G04600.1	0.140818	0.10915
AT1G04610.1	4.383487	3.477799
AT1G04620.1	40.014517	38.033569
AT1G04625.1	0.189521	0
AT1G04630.1	90.841896	87.285965
AT1G04635.1	5.248782	5.895336
AT1G04640.1	59.088164	52.016633
AT1G04640.2	2.037103	4.235403
AT1G04645.1	0.109175	0
AT1G04650.1	1.113254	1.373772
AT1G04650.2	0.807141	0.574602
AT1G04660.1	2.749423	2.946987
AT1G04670.1	0.064199	0
AT1G04680.1	48.899608	50.66246
AT1G04690.1	87.364444	83.181947
AT1G04700.1	0.273966	0.792131
AT1G04700.2	0.757704	0.462442
AT1G04700.3	0	0
AT1G04710.1	30.219139	28.947352
AT1G04730.1	3.740019	2.936788
AT1G04730.2	0	0
AT1G04730.3	0	0.719489
AT1G04730.4	0.157424	0
AT1G04750.1	94.580491	95.573968
AT1G04750.2	0	0
AT1G04750.3	0	1.31242
AT1G04750.4	0.594687	0
AT1G04760.1	3.715108	3.469955
AT1G04760.2	0.345708	0.303435
AT1G04770.1	50.733383	50.994694
AT1G04778.1	2.38579	1.724816
AT1G04780.1	17.092117	16.098381
AT1G04790.1	14.02539	13.880543
AT1G04800.1	548.88035	572.740279
AT1G04810.1	23.487581	23.532887
AT1G04820.1	311.501386	315.581267
AT1G04830.1	6.515812	8.618232
AT1G04830.2	0	0
AT1G04830.3	3.063919	0
AT1G04840.1	0.872992	0.892768
AT1G04850.1	86.780308	85.761992
AT1G04850.2	0.47652	0.530859
AT1G04860.1	11.273449	11.280503
AT1G04870.1	0	0
AT1G04870.2	34.454345	36.900221
AT1G04880.1	0.354184	0.675214
AT1G04890.1	0	0
AT1G04895.1	0	0
AT1G04900.1	6.091863	6.295421
AT1G04910.1	20.949469	19.746955
AT1G04920.1	0.858421	1.250998
AT1G04930.1	3.816846	3.363733
AT1G04930.2	0	0
AT1G04930.3	0	0
AT1G04940.1	89.100593	92.374487
AT1G04945.1	0	0
AT1G04945.2	2.498606	4.0289
AT1G04945.3	1.745794	0.803345
AT1G04945.4	0	0.402146
AT1G04950.1	0	3.49868
AT1G04950.2	8.709171	5.810676
AT1G04950.3	1.493882	0.751118
AT1G04960.1	18.529182	19.966556
AT1G04960.2	0.414732	0.376154
AT1G04970.1	11.149438	10.425887
AT1G04970.2	1.964787	1.151819
AT1G04970.3	0.624672	0.478153
AT1G04980.1	24.446799	24.431512
AT1G04985.1	22.809182	23.577882
AT1G04985.2	1.030755	1.642669
