ERR9081510	ERR9081511
AT1G01540.2	84.405046	74.191876
AT1G01550.1	111.779128	122.178896
AT1G01550.2	12.948703	12.449036
AT1G01560.1	0	0
AT1G01560.2	0.404753	0.341453
AT1G01560.3	0	0
AT1G01560.4	0	0
AT1G01570.1	0	0
AT1G01570.2	1.765354	1.988167
AT1G01580.1	21.475853	26.081199
AT1G01580.2	1.566263	1.541219
AT1G01590.1	0.025116	0
AT1G01600.1	3.734934	5.743969
AT1G01610.1	65.134389	59.378407
AT1G01620.1	466.433883	464.857868
AT1G01620.2	0	0
AT1G01630.1	54.310037	49.239342
AT1G01640.1	6.53844	5.609497
AT1G01640.2	0	0.275794
AT1G01650.1	18.633177	17.923505
AT1G01650.2	0.075254	0.087931
AT1G01650.3	0.119797	0.248916
AT1G01650.4	0	0
AT1G01660.1	0	0
AT1G01660.2	1.728029	1.904043
AT1G01670.1	0.425303	1.510876
AT1G01670.2	2.071163	0
AT1G01670.3	0	1.186414
AT1G01680.1	0.09826	0.192814
AT1G01690.1	0.121259	0.43457
AT1G01690.2	1.757624	1.524473
AT1G01690.3	1.318779	1.303081
AT1G01695.1	0.107241	0.036199
AT1G01700.1	0.416601	0.095953
AT1G01700.2	0	0
AT1G01700.3	0	0
AT1G01700.4	0	0
AT1G01700.5	0	0
AT1G01710.1	13.806503	14.584223
AT1G01715.1	1.353574	1.135601
AT1G01715.2	1.272189	2.339855
AT1G01720.1	55.089235	59.785419
AT1G01725.1	23.222739	25.4496
AT1G01730.1	38.609763	38.875714
AT1G01740.1	0	0
AT1G01740.2	0.502909	1.21635
AT1G01740.3	1.619269	0.94528
AT1G01740.4	0.435669	0.26177
AT1G01740.5	1.104048	0.856702
AT1G01750.1	12.050699	17.36395
AT1G01750.2	0.262925	0.463894
AT1G01760.1	3.510994	4.51738
AT1G01760.2	1.590782	1.568647
AT1G01760.3	0	0
AT1G01760.4	0	0
AT1G01770.1	41.498631	39.413668
AT1G01780.1	35.711486	40.32486
AT1G01790.1	26.874599	27.659163
AT1G01790.2	1.192522	2.391602
AT1G01800.1	94.300543	90.947783
AT1G01800.2	0	0.490763
AT1G01810.1	0.802138	1.130794
AT1G01820.1	93.059371	91.629755
AT1G01830.1	2.296825	0
AT1G01830.2	1.907002	5.683355
AT1G01830.3	3.327836	1.94656
AT1G01840.1	0.939957	0.461857
AT1G01860.1	8.83603	8.326797
AT1G01860.2	0	0
AT1G01860.3	2.289384	2.473224
AT1G01860.4	0	0
AT1G01860.5	0.891234	0
AT1G01880.1	1.19422	0.81074
AT1G01880.2	0	0
AT1G01880.3	0	0
AT1G01880.4	0	0.50777
AT1G01900.1	1.973466	1.77687
AT1G01910.1	32.3418	26.30269
AT1G01910.2	25.302788	28.271831
AT1G01910.3	0	0
AT1G01910.4	1.84551	2.133238
AT1G01910.5	0	0
AT1G01920.1	0.44958	0.407218
AT1G01920.2	11.542538	10.336371
AT1G01920.3	0.618609	0.785721
AT1G01920.4	1.263849	0.659629
AT1G01920.5	0.527785	0.241223
AT1G01930.1	15.981178	14.424661
AT1G01940.1	15.839131	15.180365
AT1G01950.1	7.119395	6.982554
AT1G01950.2	0	0
AT1G01950.3	0	0
AT1G01950.4	0.092135	0
AT1G01960.1	34.957906	32.743348
AT1G01970.1	19.049278	17.404442
AT1G01980.1	0	0.01508
AT1G01990.1	32.550262	30.511827
AT1G02000.1	8.496969	9.152764
AT1G02010.1	2.026381	0
AT1G02010.2	0	0
AT1G02010.3	1.468416	1.827159
AT1G02010.4	0.067855	0
AT1G02010.5	0	0.2609
AT1G02010.6	1.872869	2.571875
AT1G02020.1	9.497057	8.952041
AT1G02020.2	0.539959	0
AT1G02020.3	0.335213	0.769961
AT1G02030.1	0.301962	0.228381
AT1G02040.1	0.232922	0.111915
AT1G02050.1	14.533121	13.8604
AT1G02060.1	12.303611	10.927899
AT1G02065.1	2.627476	3.859176
AT1G02065.2	0.242278	0.564683
AT1G02067.1	0	0.494186
AT1G02070.1	1.119448	2.507131
AT1G02080.1	5.203456	1.817722
AT1G02080.2	12.863676	16.507977
AT1G02080.3	5.050197	4.093275
AT1G02090.1	17.200718	19.781111
AT1G02090.2	7.739889	7.658891
AT1G02090.3	1.939699	1.305206
AT1G02100.1	15.747578	16.297599
AT1G02100.2	2.825883	2.288346
AT1G02100.3	32.74191	29.994494
AT1G02110.1	23.233661	20.542146
AT1G02120.1	80.175332	75.605787
AT1G02120.2	5.899607	8.026219
AT1G02120.3	1.510093	0.850126
AT1G02130.1	54.945299	56.921361
AT1G02140.1	161.999748	145.919309
AT1G02145.1	0	0.081483
AT1G02145.2	0	0
AT1G02145.3	21.893948	20.200776
AT1G02145.4	0.97094	1.396972
AT1G02150.1	122.083444	112.746161
AT1G02160.1	42.643854	39.161366
AT1G02160.2	6.842305	4.632815
AT1G02170.1	40.883421	42.771954
AT1G02180.1	1.768955	2.144263
AT1G02190.1	0	0
AT1G02190.2	0.062686	0.145729
AT1G02205.1	6.919743	11.98232
AT1G02205.2	0	0
AT1G02205.3	3.367753	8.992883
AT1G02205.4	7.5709	5.613852
AT1G02205.5	0.542841	0.455563
AT1G02210.1	0	0
AT1G02220.1	5.981844	7.712113
AT1G02230.1	0.922155	1.597572
AT1G02250.1	0.198071	0.11104
AT1G02260.1	6.339847	5.339449
AT1G02260.2	1.727703	1.755443
AT1G02270.1	12.083539	14.017316
AT1G02270.2	0	0
AT1G02280.1	116.58601	103.457043
AT1G02280.2	21.51861	25.14389
AT1G02290.1	5.859183	5.516998
AT1G02300.1	32.979177	27.7997
AT1G02305.1	147.024313	160.470992
AT1G02310.1	0.693939	0.472229
AT1G02310.2	0	0
AT1G02320.1	0	0
AT1G02330.1	39.855088	33.660069
AT1G02335.1	5.840171	12.085693
AT1G02340.1	12.026682	9.751423
AT1G02340.2	0.07443	0.377938
AT1G02350.1	0.890717	1.567099
AT1G02360.1	20.054083	27.493779
AT1G02360.2	0	0.406255
AT1G02360.3	0	0
AT1G02370.1	6.121292	5.435137
AT1G02380.1	2.316067	2.648457
AT1G02390.1	0.246558	0.26395
AT1G02400.1	5.825323	6.778786
AT1G02400.2	0.221291	0.041696
AT1G02405.1	0.569705	0.263738
AT1G02410.1	12.650199	13.835326
AT1G02410.2	1.773315	0.829138
AT1G02410.3	0	0
AT1G02420.1	3.101957	3.501069
AT1G02430.1	0	0
AT1G02430.2	0.248987	0.259433
AT1G02440.1	0	0.201602
AT1G02440.2	0	0
AT1G02450.1	0	0
AT1G02460.1	0.327823	0.429456
AT1G02470.1	0.262635	0.574966
AT1G02470.2	0	0.120838
AT1G02475.1	48.438057	47.930265
AT1G02490.1	0	0
AT1G02500.1	346.154894	337.145861
AT1G02500.2	80.502542	86.885837
AT1G02510.1	0	0
AT1G02520.1	2.352016	3.378488
AT1G02520.2	0.065573	0.184736
AT1G02520.3	5.390283	7.265879
AT1G02530.1	0.069009	0.14282
AT1G02530.2	0	0
AT1G02540.1	0	0
AT1G02550.1	0	0
AT1G02560.1	173.145543	176.25441
AT1G02570.1	1.225302	1.884542
AT1G02575.1	0.19419	0.684639
AT1G02580.1	0.443109	0.628603
AT1G02580.2	0	0
AT1G02590.1	0	0
AT1G02610.1	30.221582	31.37878
AT1G02610.2	7.329958	6.704049
AT1G02610.3	0.459838	0
AT1G02620.1	8.971714	8.803215
AT1G02630.1	0.058945	0.116129
AT1G02630.2	0	0
AT1G02640.1	125.234131	116.92496
AT1G02650.1	3.915581	3.372263
AT1G02650.2	0.058287	0.139652
AT1G02660.1	44.488794	44.459206
AT1G02670.1	0	0
AT1G02670.2	0	0
AT1G02670.3	0.092018	0.483285
AT1G02670.4	0	0
AT1G02670.5	0.397589	0.438709
AT1G02670.6	1.02005	0.605289
AT1G02670.7	0	0
AT1G02680.1	19.550641	18.564164
AT1G02690.1	5.767565	5.78507
AT1G02690.2	0	0
AT1G02700.1	0.468247	0.39441
AT1G02705.1	2.284071	1.97006
AT1G02710.1	0	0
AT1G02720.1	5.606295	4.756339
AT1G02720.2	0.186227	0.138751
AT1G02730.1	5.214332	5.483547
AT1G02740.1	7.589572	7.33277
AT1G02750.1	16.159758	13.545668
AT1G02750.2	0	0
AT1G02770.1	4.14291	3.747891
AT1G02780.1	682.088659	629.855001
AT1G02790.1	0	0.017738
AT1G02800.1	0.191345	0.387804
AT1G02810.1	3.390676	5.261299
AT1G02813.1	0.321688	0.200061
AT1G02816.1	24.848622	28.322101
AT1G02820.1	9.617968	7.005072
AT1G02830.1	0.161378	0
AT1G02840.1	61.988358	60.203807
AT1G02840.2	45.633693	38.298153
AT1G02840.3	79.25323	64.325899
AT1G02840.4	0	0
AT1G02840.5	19.741265	17.219503
AT1G02850.1	44.106931	49.210493
AT1G02850.2	6.616335	7.941431
AT1G02850.3	6.291996	8.325079
AT1G02850.4	12.166601	13.896346
AT1G02850.5	11.994704	12.010354
AT1G02860.1	30.712874	30.677255
AT1G02860.2	0.489997	0.056973
AT1G02860.3	1.009638	0.485996
AT1G02870.1	27.51844	23.269089
AT1G02880.1	0	0.339719
AT1G02880.2	0	0
AT1G02880.3	4.632746	8.427635
AT1G02880.4	4.235752	3.002513
AT1G02880.5	0.951294	1.595037
AT1G02880.6	0.687055	0.733738
AT1G02890.1	45.5965	46.972584
AT1G02890.2	0.135099	0.114468
AT1G02900.1	75.775303	84.920248
AT1G02910.1	43.116108	38.380901
AT1G02910.2	0.777628	1.247075
AT1G02920.1	55.824856	83.961826
AT1G02930.1	40.079621	48.949912
AT1G02930.2	42.839601	62.796146
AT1G02940.1	0	0
AT1G02940.2	0.171756	0.611996
AT1G02940.3	0	0
AT1G02940.4	0	0
AT1G02950.1	0	3.411035
AT1G02950.2	0.42435	0.748726
AT1G02950.3	0	0
AT1G02950.4	0	0
AT1G02950.5	4.185946	1.344974
AT1G02960.1	6.505243	5.806732
AT1G02960.2	8.65858	6.820392
AT1G02960.3	0	0.069599
AT1G02960.4	1.229752	1.348459
AT1G02960.5	1.509535	0.564362
AT1G02960.6	0.665669	1.953081
AT1G02965.1	0	0
AT1G02970.1	1.149844	0.847933
AT1G02980.1	0	0
AT1G02980.2	0.04178	0.035338
AT1G02990.1	0.033517	0.246511
AT1G02990.2	0	0
AT1G02990.3	0	0
AT1G02990.4	4.977485	4.31874
AT1G02990.5	0.356808	0.611015
AT1G02990.6	2.010244	1.576142
AT1G03000.1	19.345572	17.275425
AT1G03010.1	0.656707	0.463459
AT1G03010.2	0.501357	0.478099
AT1G03010.3	0	0
AT1G03020.1	1.524741	0.253133
AT1G03030.1	13.113708	12.294506
AT1G03030.2	2.404879	3.178814
AT1G03040.1	27.474381	27.322464
AT1G03040.2	2.031494	3.000835
AT1G03040.3	2.202452	1.750319
AT1G03050.1	0	0
AT1G03055.1	1.291954	0.554296
AT1G03055.2	0	0.051413
AT1G03060.1	6.644742	5.028637
AT1G03060.2	4.080057	2.820336
AT1G03060.3	0.693095	1.66604
AT1G03060.4	0	0.848574
AT1G03070.1	0.628225	0.505565
AT1G03070.2	0	0.13155
AT1G03070.3	0	0.080105
AT1G03080.1	17.475162	20.395157
AT1G03080.2	5.970213	7.463394
AT1G03080.3	7.879602	5.724856
AT1G03090.1	4.163577	4.367997
AT1G03090.2	337.20712	352.234694
AT1G03100.1	1.275749	1.315405
AT1G03103.1	0	0
AT1G03106.1	0.22841	0.459216
AT1G03110.1	9.211851	8.058951
AT1G03120.1	0.159075	0.749371
AT1G03120.2	0.336429	0.095511
AT1G03130.1	740.175023	852.938663
AT1G03140.1	84.532823	90.227626
AT1G03150.1	36.607227	35.848145
AT1G03160.1	12.914282	11.853341
AT1G03160.2	0.497769	0.104699
AT1G03160.3	0.426537	0.742609
AT1G03160.4	0	0
AT1G03165.1	7.351126	3.734549
AT1G03170.1	0.58083	0.392947
AT1G03180.1	0.999232	1.974131
AT1G03180.2	0.648155	0.203309
AT1G03180.3	0.594239	0
AT1G03180.4	0.380127	0.363504
AT1G03180.5	0	0
AT1G03180.6	0	0.158259
AT1G03190.1	4.40195	4.798577
AT1G03190.2	0.071692	0.062581
AT1G03200.1	24.122196	16.982612
AT1G03210.1	42.750173	39.055189
AT1G03210.2	8.551225	6.643708
AT1G03220.1	148.908239	206.693617
AT1G03230.1	29.371397	30.857258
AT1G03240.1	0.109817	0.539591
AT1G03250.1	19.869099	19.59548
AT1G03250.2	0.467726	0.999982
AT1G03250.3	1.906505	0.713572
AT1G03250.4	0.202217	0.438887
AT1G03260.1	13.187995	11.201272
AT1G03270.1	1.034209	1.427276
AT1G03280.1	26.514565	25.24823
AT1G03280.2	1.175769	0.925276
AT1G03280.3	1.479936	2.251314
AT1G03290.1	0.959238	1.212579
AT1G03290.2	0.059257	0.014647
AT1G03290.3	11.941168	13.137049
AT1G03290.4	0.078856	0.153422
AT1G03290.5	7.561434	6.109949
AT1G03290.6	3.165222	5.167572
AT1G03300.1	4.033806	3.595592
AT1G03310.1	0	0.054062
AT1G03310.2	7.646743	6.58112
AT1G03320.1	0.498723	0.592298
AT1G03325.1	0	0
AT1G03330.1	38.829335	38.004147
AT1G03340.1	2.025812	2.13518
AT1G03350.1	35.641669	36.44069
AT1G03360.1	9.844971	9.294016
AT1G03365.1	9.299263	9.149399
AT1G03365.2	0.493934	0.069376
AT1G03370.1	14.376408	14.348484
AT1G03370.2	1.614141	1.358452
AT1G03380.1	31.573508	32.979896
AT1G03390.1	0	0
AT1G03395.1	0	0
AT1G03400.1	28.289729	26.566197
AT1G03400.2	6.201434	4.692602
AT1G03410.1	7.979871	7.130026
AT1G03410.2	0	0
AT1G03430.1	14.578888	15.599507
AT1G03430.2	1.432188	1.046877
AT1G03440.1	5.447497	5.098798
AT1G03445.1	0.697545	0.77354
AT1G03445.2	0	0
AT1G03457.1	15.183811	16.53515
AT1G03457.2	8.576809	6.211593
AT1G03457.3	0.879764	0.859648
AT1G03470.1	3.11869	2.675789
AT1G03470.2	15.230423	15.692007
AT1G03470.3	16.37212	11.930243
AT1G03470.4	1.081126	0.158149
AT1G03475.1	123.537542	119.527465
AT1G03490.1	0	0
AT1G03495.1	0.201334	0.121088
AT1G03510.1	2.164144	1.929211
AT1G03520.1	10.076119	9.541312
AT1G03520.2	1.905451	1.443526
AT1G03530.1	7.953018	7.901878
AT1G03540.1	2.379956	1.859389
AT1G03550.1	12.458822	11.593628
AT1G03550.2	0.210792	0
AT1G03550.3	0	0
AT1G03550.4	0	0
AT1G03550.5	0	0
AT1G03550.6	0	0
AT1G03550.7	0	0
AT1G03560.1	8.646149	8.813301
AT1G03590.1	46.251908	43.443189
AT1G03600.1	356.639704	412.415014
AT1G03610.1	47.477781	46.497121
AT1G03610.2	3.671494	3.301753
AT1G03620.1	0	0
AT1G03620.10	0	0
AT1G03620.11	1.348247	0.866929
AT1G03620.12	0	0
AT1G03620.13	0	0.293807
AT1G03620.2	0	0
AT1G03620.3	0	0
AT1G03620.4	0.353816	0.133087
AT1G03620.5	0.558243	0.437371
AT1G03620.6	0.536862	0.426839
AT1G03620.7	0	0
AT1G03620.8	0	0.080178
AT1G03620.9	0.488986	0.082949
AT1G03630.1	13.951466	15.550923
AT1G03630.2	14.052602	13.766819
AT1G03650.1	9.090537	8.221685
AT1G03660.1	0.440002	0.180134
AT1G03660.2	1.813912	2.905448
AT1G03670.1	0	0.01587
AT1G03680.1	206.309222	223.727092
AT1G03687.1	11.111628	9.967828
AT1G03687.2	0	0.476401
AT1G03700.1	2.043692	1.932659
AT1G03710.1	0	0
AT1G03710.2	0.064808	0.107961
AT1G03720.1	0	0
AT1G03720.2	0	0
AT1G03730.1	7.664351	7.28266
AT1G03740.1	29.328536	31.317769
AT1G03740.2	2.81839	2.824522
AT1G03750.1	5.114477	5.854731
AT1G03760.1	13.120414	13.7265
AT1G03770.1	3.694223	4.746964
AT1G03770.2	0.237751	0.339352
AT1G03770.3	2.349763	1.425337
AT1G03770.4	0.097835	0.262749
AT1G03770.5	0.213197	0.105895
AT1G03770.6	0.19072	0
AT1G03780.1	0.020586	0.037938
AT1G03780.2	3.505398	2.800629
AT1G03780.3	0	0
AT1G03790.1	1.199512	1.408803
AT1G03800.1	1.18663	1.273557
AT1G03810.1	0	0
AT1G03820.1	5.091057	3.098164
AT1G03830.1	0	0
AT1G03830.2	4.964215	4.426825
AT1G03840.1	0.695769	0.889682
AT1G03840.2	1.111962	0.482942
AT1G03850.1	0.419498	0.445968
AT1G03850.2	90.175926	103.346505
AT1G03850.3	2.197764	3.690126
AT1G03860.1	62.430973	62.503945
AT1G03860.2	2.781446	1.807974
AT1G03860.3	0.950279	1.281032
AT1G03870.1	274.562504	280.668774
AT1G03880.1	0	0.03687
AT1G03890.1	0	0
AT1G03900.1	168.876581	164.193296
AT1G03905.1	2.291519	2.423482
AT1G03905.2	0	0.352056
AT1G03905.3	2.288559	1.406346
AT1G03905.4	0.389604	0.096114
AT1G03910.1	33.20978	33.671739
AT1G03910.2	0	0
AT1G03920.1	0.169096	0.516805
AT1G03920.2	0.275036	0.595202
AT1G03920.3	1.863099	1.304324
AT1G03930.1	17.900094	16.147409
AT1G03940.1	0.054047	0.060875
AT1G03950.1	19.135162	20.769006
AT1G03960.1	2.295607	3.150277
AT1G03960.2	2.106028	1.433737
AT1G03960.3	0	0.131352
AT1G03960.4	0.136934	0.099281
AT1G03960.5	0.309397	0.193537
AT1G03960.6	0	0
AT1G03960.7	5.552755	3.317946
AT1G03970.1	26.408695	26.877032
AT1G03980.1	0	0
AT1G03980.2	0.040099	0.043899
AT1G03980.3	0.429719	0.257174
AT1G03980.4	0	0
AT1G03982.1	0	0.024723
AT1G03990.1	0.405995	0.153932
AT1G04000.1	7.786026	6.654453
AT1G04010.1	3.831601	3.930498
AT1G04020.1	2.319879	1.837707
AT1G04020.2	0	0
AT1G04030.1	3.38729	3.945321
AT1G04030.2	1.442078	0
AT1G04040.1	149.537501	154.095955
AT1G04050.1	0.611359	0.26955
AT1G04050.2	0.77489	1.337145
AT1G04050.3	0.558232	0
AT1G04070.1	10.6776	11.058927
AT1G04080.1	36.059226	31.72708
AT1G04080.2	5.961187	3.327266
AT1G04080.3	6.221456	8.542284
AT1G04080.4	0	0
AT1G04080.5	0.86554	1.344315
AT1G04090.1	0.209449	0.285982
AT1G04100.1	4.12513	4.007617
AT1G04105.1	0	0.156298
AT1G04110.1	1.832878	1.249419
AT1G04120.1	21.495143	23.480521
AT1G04120.2	0	0.085839
AT1G04120.3	0.441633	0
AT1G04130.1	2.591209	4.495095
AT1G04130.2	1.476534	0
AT1G04140.1	50.834687	50.780801
AT1G04140.2	9.510631	8.267389
AT1G04150.1	0.084573	0.063673
AT1G04160.1	1.883084	2.320863
AT1G04160.2	0.198459	0.143552
AT1G04170.1	70.255905	68.039166
AT1G04170.2	0.585964	0
AT1G04180.1	2.612455	1.985862
AT1G04190.1	21.054567	20.528005
AT1G04200.1	11.409811	9.835172
AT1G04200.2	0.692185	0.485752
AT1G04200.3	0	0.410485
AT1G04210.1	19.081643	17.834961
AT1G04220.1	6.888178	7.60139
AT1G04230.1	4.361463	4.317901
AT1G04230.2	3.926518	4.389762
AT1G04240.1	31.568954	25.508974
AT1G04240.2	0	0.089587
AT1G04250.1	38.715489	36.259788
AT1G04260.1	16.84931	16.841269
AT1G04270.1	380.885033	371.195091
AT1G04270.2	0	0
AT1G04280.1	52.260202	48.38348
AT1G04280.2	2.949309	3.518958
AT1G04290.1	12.165508	11.889104
AT1G04290.2	4.087903	4.060392
AT1G04300.1	48.656601	48.223323
AT1G04300.2	3.221756	1.307498
AT1G04300.3	0	0
AT1G04300.4	0	0
AT1G04300.5	0.657772	1.885563
AT1G04300.6	15.449377	12.882589
AT1G04310.1	7.92692	9.444139
AT1G04310.2	2.115161	2.144618
AT1G04330.1	2.4629	0.902957
AT1G04340.1	19.730602	18.0673
AT1G04350.1	14.744659	13.613616
AT1G04360.1	4.610896	6.153326
AT1G04370.1	0.065802	0.109586
AT1G04380.1	0	0.039983
AT1G04380.2	0	0
AT1G04390.1	4.58494	4.67278
AT1G04400.1	74.307192	74.60345
AT1G04400.2	12.87056	16.579138
AT1G04410.1	881.620811	946.924127
AT1G04420.1	122.512222	117.308826
AT1G04430.1	88.394886	83.980389
AT1G04430.2	0	0.748933
AT1G04430.3	1.708195	0.909625
AT1G04440.1	45.530168	49.001691
AT1G04445.1	0.706891	1.302003
AT1G04445.2	0.161769	0.279811
AT1G04450.1	0	0
AT1G04455.1	0	0
AT1G04470.1	0.035288	0.02242
AT1G04480.1	275.66959	236.932643
AT1G04490.1	0	0
AT1G04490.2	0	0
AT1G04490.3	0	0
AT1G04490.4	0	0
AT1G04490.5	0	0
AT1G04490.6	0	0
AT1G04490.7	0	0
AT1G04490.8	0.06028	0
AT1G04490.9	0	0.338099
AT1G04500.1	0	0
AT1G04500.2	0	0
AT1G04500.3	0.477346	0.42636
AT1G04500.4	0	0.107136
AT1G04510.1	33.116231	33.81533
AT1G04510.2	0.653696	0
AT1G04520.1	4.198864	4.548086
AT1G04530.1	31.275501	28.880866
AT1G04540.1	0.08158	0.034504
AT1G04550.1	0.349321	0.512262
AT1G04550.2	12.872387	13.106521
AT1G04555.1	4.531188	4.925955
AT1G04560.1	0.312438	0
AT1G04570.1	0.219166	0
AT1G04570.2	0	0.21266
AT1G04580.1	0.047528	0.005755
AT1G04590.1	16.22357	15.276042
AT1G04590.2	0.072365	0
AT1G04600.1	0.165791	0.117919
AT1G04610.1	0.355819	0.30042
AT1G04620.1	21.079187	19.939334
AT1G04625.1	0	0
AT1G04630.1	50.591069	48.592745
AT1G04635.1	3.640942	3.81611
AT1G04640.1	56.070721	53.803108
AT1G04640.2	0.824463	0.746802
AT1G04645.1	0	0
AT1G04650.1	1.308553	1.148447
AT1G04650.2	0	0
AT1G04660.1	0.47351	0.531991
AT1G04670.1	0	0
AT1G04680.1	20.480742	21.991225
AT1G04690.1	65.732129	66.705394
AT1G04700.1	0.509089	1.135882
AT1G04700.2	1.121546	1.178064
AT1G04700.3	0	0
AT1G04710.1	9.150271	8.044697
AT1G04730.1	0.54335	1.044182
AT1G04730.2	0	0
AT1G04730.3	1.083991	0.2869
AT1G04730.4	0	0.311071
AT1G04750.1	84.294751	87.521504
AT1G04750.2	0	0.100929
AT1G04750.3	2.055883	1.334366
AT1G04750.4	0.078353	0.06717
AT1G04760.1	0.958424	1.367447
AT1G04760.2	0	0.063496
AT1G04770.1	8.804721	8.754865
AT1G04778.1	1.265377	0.969674
AT1G04780.1	31.882647	33.265101
AT1G04790.1	13.232576	11.359743
AT1G04800.1	200.477016	189.480358
AT1G04810.1	37.014289	37.876418
AT1G04820.1	170.010349	159.625651
AT1G04830.1	22.684096	21.234737
AT1G04830.2	0	0
AT1G04830.3	2.464259	1.765367
AT1G04840.1	1.141763	0.85317
AT1G04850.1	95.271192	96.632576
AT1G04850.2	0.090916	0.851599
AT1G04860.1	18.577521	17.792819
AT1G04870.1	0	0.252082
AT1G04870.2	27.563794	27.36468
AT1G04880.1	0.417094	0.352145
AT1G04890.1	0.016922	0.0143
AT1G04895.1	0	0
AT1G04900.1	5.079154	4.613506
AT1G04910.1	23.789632	23.562855
AT1G04920.1	0.465463	0.424072
AT1G04930.1	3.663659	3.679603
AT1G04930.2	0	0
AT1G04930.3	0.102349	0
AT1G04940.1	46.186261	47.365071
AT1G04945.1	0.15149	0
AT1G04945.2	3.75443	4.25688
AT1G04945.3	1.145668	0.907197
AT1G04945.4	1.298918	0.785131
AT1G04950.1	1.02157	1.310176
