	ERR9081509	ERR9081510	ERR9081511	ERR9081512	ERR9081513	ERR9081514
AT1G01320.3	44.569474	68.069534	60.144578	77.724306	57.437073	62.679084
AT1G01335.1	0	0	0	0	0	0
AT1G01340.1	0	0.140616	0.78671	0.080516	0	0.157133
AT1G01340.2	6.437548	6.002838	5.680964	4.167933	7.163301	6.53344
AT1G01350.1	22.624144	20.689281	21.388484	22.303925	22.59742	20.199007
AT1G01355.1	0	0	0	0	0	0
AT1G01355.2	0.203915	0	0.074292	0	0.264133	0.27035
AT1G01355.3	0.106203	0.12554	0.28806	0.315991	0.332015	0.198493
AT1G01360.1	12.209492	13.087443	12.39485	12.385613	11.774695	10.671201
AT1G01370.1	0	0	0	0.447202	0.167361	0.103907
AT1G01370.2	0.239652	0.556303	0.300408	1.30159	0.207711	0.448352
AT1G01370.3	0.34926	0.167189	0.067531	0	0	0
AT1G01370.4	1.423238	1.459858	1.164604	0	1.870206	1.52896
AT1G01380.1	2.27248	2.362137	0.970225	2.02288	0.974701	1.748134
AT1G01380.2	0.050894	0	0.103296	0.61179	0.035932	0.095539
AT1G01380.3	0	0	0.121226	0	0.254582	0
AT1G01390.1	0.653052	0.567515	0.826182	0	0.646045	0.491636
AT1G01390.2	0	0	0	1.217424	0	0
AT1G01400.1	0	0	0	0	0	0.053575
AT1G01410.1	0	0	0	0	0	0
AT1G01420.1	5.88549	6.763769	5.298985	5.499668	5.913855	8.399321
AT1G01420.2	3.20535	3.595144	4.600005	2.32242	4.619698	2.189547
AT1G01430.1	89.111423	94.772155	84.990631	80.15175	88.847492	89.14706
AT1G01440.1	12.662871	13.880551	12.745053	12.864867	12.534126	11.968094
AT1G01450.1	0.151898	0.052283	0.154202	0.049324	0.028281	0.08183
AT1G01453.1	2.859676	1.812131	2.571665	2.593506	2.599954	4.311088
AT1G01453.2	0.133015	0.065526	0.315817	0	0.155431	0.183553
AT1G01460.1	0	0	0	0.011928	0	0
AT1G01470.1	42.403748	35.801246	37.540415	43.964884	41.538783	30.598684
AT1G01480.1	1.301102	1.096311	1.621142	0.56038	1.400123	1.669589
AT1G01480.2	0.313078	0	0	0	0	0
AT1G01490.1	61.952221	52.339847	56.347035	55.508542	57.682628	59.423806
AT1G01490.2	33.958936	34.787982	33.07708	16.159171	31.047152	28.76797
AT1G01490.3	3.01384	3.178383	3.971789	3.341301	4.281793	2.268708
AT1G01490.4	0.198615	0.157449	0.195065	0.500224	0.491806	0.367435
AT1G01500.1	22.530846	24.765932	21.644804	18.157018	22.737978	21.770463
AT1G01510.1	23.607034	25.563929	22.358885	26.930015	23.025931	21.113767
AT1G01520.1	0.463318	0.367851	0.186825	1.150864	0.070666	0.303533
AT1G01520.2	0	0	0	0	0	0
AT1G01520.3	0	0	0	0	0.04265	0
AT1G01520.4	0	0	0	0	0.059109	0
AT1G01520.5	0	0.129753	0	0	0	0
AT1G01530.1	0.091693	0	0	0	0	0
AT1G01540.1	5.599586	5.227012	6.077614	3.730741	4.043504	7.321995
AT1G01540.2	80.39536	84.405046	74.191876	68.356705	73.458779	71.707482
AT1G01550.1	115.981309	111.779128	122.178896	121.420489	124.467597	115.982928
AT1G01550.2	11.273232	12.948703	12.449036	11.089713	9.089522	15.54196
AT1G01560.1	0	0	0	0	0	0
AT1G01560.2	0.146893	0.404753	0.341453	0.113152	0.121667	0.176283
AT1G01560.3	0	0	0	0	0	0
AT1G01560.4	0	0	0	0	0	0
AT1G01570.1	0.567118	0	0	0	0	0.788862
AT1G01570.2	1.460314	1.765354	1.988167	1.850925	2.189659	0.846822
AT1G01580.1	26.83017	21.475853	26.081199	4.522846	23.390514	24.856567
AT1G01580.2	2.871736	1.566263	1.541219	0	0.514778	0.845664
AT1G01590.1	0.018198	0.025116	0	0	0.0068	0
AT1G01600.1	4.578046	3.734934	5.743969	3.003122	3.739767	4.835095
AT1G01610.1	66.030005	65.134389	59.378407	46.362451	55.860275	58.459946
AT1G01620.1	583.687278	466.433883	464.857868	399.228747	430.681563	416.13959
AT1G01620.2	0.044274	0	0	0	0.101913	0
AT1G01630.1	57.54407	54.310037	49.239342	42.450209	50.352602	46.381974
AT1G01640.1	5.564155	6.53844	5.609497	5.857206	6.026675	5.739877
AT1G01640.2	0.063705	0	0.275794	0	0.055238	0.124215
AT1G01650.1	16.961707	18.633177	17.923505	18.710503	17.618859	16.172688
AT1G01650.2	0.130828	0.075254	0.087931	0.145504	0.308858	0.107829
AT1G01650.3	0.094318	0.119797	0.248916	0.582802	0.213115	0.300224
AT1G01650.4	0.198834	0	0	0.439582	0	0.352615
AT1G01660.1	0.129675	0	0	0.116153	0.163414	0
AT1G01660.2	1.822621	1.728029	1.904043	1.99393	2.076337	2.157448
AT1G01670.1	0.87729	0.425303	1.510876	2.060182	0.801798	1.711967
AT1G01670.2	1.581874	2.071163	0	0	2.295285	0
AT1G01670.3	0	0	1.186414	0	0	0
AT1G01680.1	0.190544	0.09826	0.192814	0.041191	0.141664	0.153293
AT1G01690.1	1.220935	0.121259	0.43457	0.470011	0.637315	0
AT1G01690.2	0.823618	1.757624	1.524473	1.339788	0.61367	1.486801
AT1G01690.3	0.821584	1.318779	1.303081	2.132157	1.181688	0.704427
AT1G01695.1	0.108955	0.107241	0.036199	0.229354	0.197301	0.100938
AT1G01700.1	0.109888	0.416601	0.095953	0.428846	0.259638	0.23794
AT1G01700.2	0	0	0	0	0	0
AT1G01700.3	0	0	0	0	0	0
AT1G01700.4	0	0	0	0	0	0
AT1G01700.5	0	0	0	0	0.065477	0
AT1G01710.1	13.307345	13.806503	14.584223	13.785813	14.511595	17.130058
AT1G01715.1	1.15309	1.353574	1.135601	1.462958	1.307817	0.333198
AT1G01715.2	2.032538	1.272189	2.339855	2.462931	1.691117	1.800189
AT1G01720.1	55.772122	55.089235	59.785419	65.432038	63.729325	56.56221
AT1G01725.1	25.443215	23.222739	25.4496	22.274603	29.723323	21.451316
AT1G01730.1	40.934823	38.609763	38.875714	39.248499	39.613212	34.721641
AT1G01740.1	0	0	0	0	0	0
AT1G01740.2	0.842333	0.502909	1.21635	0.439897	0.996563	0.388659
AT1G01740.3	1.450012	1.619269	0.94528	1.70894	1.144677	0.701978
AT1G01740.4	0.281921	0.435669	0.26177	0.129192	0.789304	1.264722
AT1G01740.5	0.94513	1.104048	0.856702	1.498527	1.123244	0.979826
AT1G01750.1	20.940567	12.050699	17.36395	16.337958	17.638499	18.513433
AT1G01750.2	0.310643	0.262925	0.463894	0.408813	0.541219	0.565195
AT1G01760.1	2.899394	3.510994	4.51738	4.959376	4.155047	4.34152
AT1G01760.2	0.57038	1.590782	1.568647	0.967224	1.004179	1.035757
AT1G01760.3	1.58682	0	0	0	0.713464	1.192296
AT1G01760.4	0	0	0	0	0	0
AT1G01770.1	34.070725	41.498631	39.413668	38.783602	39.549165	42.040948
AT1G01780.1	37.812877	35.711486	40.32486	42.50417	41.30133	45.1286
AT1G01790.1	23.32665	26.874599	27.659163	27.853796	25.055815	25.490556
AT1G01790.2	1.890297	1.192522	2.391602	3.066929	2.634634	1.466129
AT1G01800.1	98.131664	94.300543	90.947783	95.787837	99.254393	90.248392
AT1G01800.2	0.166089	0	0.490763	0	0.517974	0
AT1G01810.1	0.644871	0.802138	1.130794	1.215158	0.173279	0.61181
AT1G01820.1	93.038575	93.059371	91.629755	81.329036	95.554906	88.215395
AT1G01830.1	0.520539	2.296825	0	0	2.37916	0
AT1G01830.2	4.301214	1.907002	5.683355	4.460248	4.135238	4.118015
AT1G01830.3	3.965868	3.327836	1.94656	2.236125	0.857611	2.881181
AT1G01840.1	0.564961	0.939957	0.461857	0.695459	0.447872	1.024033
AT1G01860.1	8.645074	8.83603	8.326797	9.954598	9.233076	9.572317
AT1G01860.2	0	0	0	0.152515	0	0
AT1G01860.3	2.827795	2.289384	2.473224	2.006913	2.241682	3.482089
AT1G01860.4	0	0	0	0	0.892037	1.161329
AT1G01860.5	0.579985	0.891234	0	0	0	0
AT1G01880.1	1.19342	1.19422	0.81074	1.086133	1.441468	0.685318
AT1G01880.2	0	0	0	0	0	0
AT1G01880.3	0	0	0	0.060251	0	0
AT1G01880.4	0	0	0.50777	0	0	0
AT1G01900.1	2.199795	1.973466	1.77687	2.730139	1.787847	2.132598
AT1G01910.1	33.527757	32.3418	26.30269	23.449409	31.606652	22.202336
AT1G01910.2	23.689167	25.302788	28.271831	27.04044	21.608233	24.407319
AT1G01910.3	0	0	0	0	0	0
AT1G01910.4	3.378126	1.84551	2.133238	4.128593	3.684081	3.766008
AT1G01910.5	1.026342	0	0	0	0.758734	0.707991
AT1G01920.1	0.079661	0.44958	0.407218	0.371909	0.203003	0.200985
AT1G01920.2	10.661359	11.542538	10.336371	12.066485	10.629658	6.715162
AT1G01920.3	0.954466	0.618609	0.785721	0.992932	1.059181	1.047215
AT1G01920.4	0.979004	1.263849	0.659629	0.589278	1.385373	2.115912
AT1G01920.5	0.244679	0.527785	0.241223	0.35544	0.521186	1.049608
AT1G01930.1	15.284364	15.981178	14.424661	14.352932	14.760479	14.662197
AT1G01940.1	16.487713	15.839131	15.180365	17.602984	16.107123	13.018864
AT1G01950.1	7.337973	7.119395	6.982554	8.513543	7.422532	6.791027
AT1G01950.2	0	0	0	0	0.06204	0
AT1G01950.3	0	0	0	0	0	0
AT1G01950.4	0	0.092135	0	0.217155	0.193141	0.127558
AT1G01960.1	28.648691	34.957906	32.743348	40.022436	32.208059	33.663303
AT1G01970.1	18.319585	19.049278	17.404442	19.182796	18.257925	17.897761
AT1G01980.1	0.038838	0	0.01508	0	0.019324	0
AT1G01990.1	30.638424	32.550262	30.511827	28.844669	30.481593	31.676718
AT1G02000.1	9.707859	8.496969	9.152764	8.803392	8.528375	9.464375
AT1G02010.1	0	2.026381	0	2.147221	1.449559	1.818885
AT1G02010.2	0	0	0	0	0	0
AT1G02010.3	1.355548	1.468416	1.827159	0.861232	1.075874	0.690788
AT1G02010.4	0.263621	0.067855	0	0	0.290207	0
AT1G02010.5	0	0	0.2609	0.059626	0.045988	0
AT1G02010.6	2.988692	1.872869	2.571875	1.689651	2.080549	1.570668
AT1G02020.1	7.797796	9.497057	8.952041	9.04696	9.304248	12.007231
AT1G02020.2	0.447478	0.539959	0	0.118404	0.279596	0.081731
AT1G02020.3	0.539133	0.335213	0.769961	0.4501	0.591463	0
AT1G02030.1	0.288045	0.301962	0.228381	0.189974	0.223691	0.224993
AT1G02040.1	0.096797	0.232922	0.111915	0.041846	0.071956	0.051898
AT1G02050.1	12.90165	14.533121	13.8604	13.364002	13.030396	12.637122
AT1G02060.1	9.666176	12.303611	10.927899	12.965254	11.075768	11.20627
AT1G02065.1	3.617471	2.627476	3.859176	1.721204	3.116583	3.603966
AT1G02065.2	0.340047	0.242278	0.564683	0.368105	0.535916	1.26638
AT1G02067.1	0	0	0.494186	0	0	0.910881
AT1G02070.1	2.409017	1.119448	2.507131	0.704238	2.036175	2.450958
AT1G02080.1	2.786957	5.203456	1.817722	4.056891	2.45197	4.465048
AT1G02080.2	10.056853	12.863676	16.507977	20.595931	14.023926	16.56847
AT1G02080.3	4.067643	5.050197	4.093275	6.05494	6.886438	3.798291
AT1G02090.1	20.07786	17.200718	19.781111	24.183952	19.9201	20.180289
AT1G02090.2	5.237042	7.739889	7.658891	5.390884	7.721243	4.513571
AT1G02090.3	1.693141	1.939699	1.305206	2.046841	1.57707	1.879431
AT1G02100.1	14.444556	15.747578	16.297599	12.520755	16.495467	13.012166
AT1G02100.2	2.591055	2.825883	2.288346	4.171314	3.744276	3.830121
AT1G02100.3	30.557772	32.74191	29.994494	30.928937	32.301358	35.47843
AT1G02110.1	18.582191	23.233661	20.542146	21.261275	18.899662	19.767916
AT1G02120.1	79.033338	80.175332	75.605787	70.668093	78.631938	71.269301
AT1G02120.2	4.866317	5.899607	8.026219	6.406712	7.673942	7.822037
AT1G02120.3	0.97897	1.510093	0.850126	1.099719	0.390422	0.861644
AT1G02130.1	56.407885	54.945299	56.921361	62.535339	58.490671	55.442172
AT1G02140.1	153.275599	161.999748	145.919309	153.655007	158.438365	144.096276
AT1G02145.1	0	0	0.081483	0	0	0.141416
AT1G02145.2	0	0	0	0	0	0
AT1G02145.3	18.093988	21.893948	20.200776	21.173633	21.331039	19.492523
AT1G02145.4	0.713782	0.97094	1.396972	1.403159	0.665338	1.53362
AT1G02150.1	104.470734	122.083444	112.746161	119.634563	106.479195	106.252327
AT1G02160.1	43.351323	42.643854	39.161366	37.483052	43.917581	32.215679
AT1G02160.2	7.150147	6.842305	4.632815	6.501036	3.716451	3.494835
AT1G02170.1	43.3689	40.883421	42.771954	38.737392	45.121775	38.202677
AT1G02180.1	2.748638	1.768955	2.144263	2.926383	2.514382	2.524932
AT1G02190.1	0	0	0	0.154933	0	0.072649
AT1G02190.2	0.045444	0.062686	0.145729	0	0.033935	0
AT1G02205.1	9.88371	6.919743	11.98232	8.039924	7.621723	7.557024
AT1G02205.2	0	0	0	0	0.506465	0
AT1G02205.3	8.279384	3.367753	8.992883	3.901357	4.311567	5.830597
AT1G02205.4	6.835589	7.5709	5.613852	5.140316	6.392383	9.464795
AT1G02205.5	0.594429	0.542841	0.455563	0.65792	0.516731	0.554296
AT1G02210.1	0	0	0	0	0	0
AT1G02220.1	5.882084	5.981844	7.712113	11.614346	9.636516	6.122666
AT1G02230.1	1.041783	0.922155	1.597572	2.174937	1.912199	1.644161
AT1G02250.1	0.096029	0.198071	0.11104	0.332125	0.178474	0.308967
AT1G02260.1	5.856595	6.339847	5.339449	6.860477	6.510541	6.859574
AT1G02260.2	0.905945	1.727703	1.755443	0.963916	1.891935	0.248339
AT1G02270.1	13.419316	12.083539	14.017316	14.01615	14.141475	12.856523
AT1G02270.2	0.048638	0	0	0	0.097249	0
AT1G02280.1	105.771617	116.58601	103.457043	125.9081	107.37045	101.180905
AT1G02280.2	17.472435	21.51861	25.14389	24.480025	22.58223	23.48315
AT1G02290.1	6.46323	5.859183	5.516998	7.458834	7.06196	5.176132
AT1G02300.1	25.727416	32.979177	27.7997	24.86215	30.784095	29.531141
AT1G02305.1	156.712694	147.024313	160.470992	142.950226	154.695167	152.815794
AT1G02310.1	0.407136	0.693939	0.472229	0.151073	0.245422	0.172671
AT1G02310.2	0	0	0	0	0	0.402927
AT1G02320.1	0	0	0	0	0	0
AT1G02330.1	39.367211	39.855088	33.660069	40.895827	35.866309	29.340511
AT1G02335.1	11.813402	5.840171	12.085693	9.270715	10.010489	6.003308
AT1G02340.1	13.846374	12.026682	9.751423	8.230248	10.401825	8.710213
AT1G02340.2	0.184003	0.07443	0.377938	0.302142	0.038154	0.244027
AT1G02350.1	3.101401	0.890717	1.567099	2.715437	2.690892	3.141575
AT1G02360.1	32.124929	20.054083	27.493779	22.075116	29.622141	26.603572
AT1G02360.2	0	0	0.406255	0	0.258842	0
AT1G02360.3	0	0	0	0.117625	0	0
AT1G02370.1	5.479648	6.121292	5.435137	6.20066	5.054331	5.055714
AT1G02380.1	2.472496	2.316067	2.648457	2.607387	2.211339	2.950102
AT1G02390.1	0.274107	0.246558	0.26395	0.217161	0.275834	0.542824
AT1G02400.1	7.216064	5.825323	6.778786	5.795809	7.907483	7.394313
AT1G02400.2	0.154356	0.221291	0.041696	0.220032	0.417973	0.081808
AT1G02405.1	0.092472	0.569705	0.263738	0.199181	0.581039	0
AT1G02410.1	13.763077	12.650199	13.835326	13.774768	13.649395	13.184914
AT1G02410.2	1.571494	1.773315	0.829138	2.012928	1.060825	1.198565
AT1G02410.3	0	0	0	0	0	0.170942
AT1G02420.1	2.979683	3.101957	3.501069	4.697554	3.24024	3.02837
AT1G02430.1	0.379306	0	0	0.463626	0.351554	0.202003
AT1G02430.2	0	0.248987	0.259433	0	0	0
AT1G02440.1	0.236957	0	0.201602	0.357748	0.21887	0
AT1G02440.2	0	0	0	0	0	0.096924
AT1G02450.1	0	0	0	0.109719	0.093916	0.528812
AT1G02460.1	0.297105	0.327823	0.429456	0.505291	0.381539	0.360877
AT1G02470.1	0.483147	0.262635	0.574966	0.963073	0.969505	0.747177
AT1G02470.2	0.311479	0	0.120838	0	0	0
AT1G02475.1	43.927964	48.438057	47.930265	52.990798	49.479318	44.853367
AT1G02490.1	0.258198	0	0	0	1.553018	0
AT1G02500.1	363.527126	346.154894	337.145861	339.507328	345.869976	376.242389
AT1G02500.2	69.269658	80.502542	86.885837	85.441915	82.815362	78.288878
AT1G02510.1	0.026874	0	0	0.092867	0	0
AT1G02520.1	2.863589	2.352016	3.378488	5.075895	3.055911	2.846114
AT1G02520.2	0	0.065573	0.184736	0	0	0
AT1G02520.3	5.369029	5.390283	7.265879	9.100069	6.75656	5.161895
AT1G02530.1	0.07209	0.069009	0.14282	0.120518	0.037362	0.037853
AT1G02530.2	0	0	0	0	0	0.033798
AT1G02540.1	0	0	0	0	0	0
AT1G02550.1	0	0	0	0	0	0
AT1G02560.1	168.071809	173.145543	176.25441	200.129908	180.13668	160.418429
AT1G02570.1	1.933418	1.225302	1.884542	2.285172	1.633047	2.221404
AT1G02575.1	0.876498	0.19419	0.684639	0.463922	0.272843	0.422879
AT1G02580.1	0.435104	0.443109	0.628603	0.422678	0.742933	0.49504
AT1G02580.2	0	0	0	0	0	0
AT1G02590.1	0	0	0	0	0	0
AT1G02610.1	32.208789	30.221582	31.37878	25.387542	29.755913	29.952564
AT1G02610.2	6.026976	7.329958	6.704049	7.022118	8.03546	7.305405
AT1G02610.3	0.328063	0.459838	0	0.307129	0.052969	0.158437
AT1G02620.1	8.487973	8.971714	8.803215	7.010867	7.482506	8.65746
AT1G02630.1	0.114033	0.058945	0.116129	0.08652	0.127602	0.03085
AT1G02630.2	0	0	0	0	0	0
AT1G02640.1	129.181253	125.234131	116.92496	132.25319	114.904804	112.809764
AT1G02650.1	3.134965	3.915581	3.372263	2.183479	3.247184	3.453587
AT1G02650.2	0.05222	0.058287	0.139652	0.187038	0.080395	0
AT1G02660.1	40.895682	44.488794	44.459206	36.173717	43.083168	47.105139
AT1G02670.1	0	0	0	0	0	0
AT1G02670.2	0	0	0	0	0	0
AT1G02670.3	0.209312	0.092018	0.483285	0	0.083775	0.072262
AT1G02670.4	0	0	0	0	0	0
AT1G02670.5	0.538019	0.397589	0.438709	0.33556	0.281541	0.142147
AT1G02670.6	0.602071	1.02005	0.605289	0.925786	0.979931	1.551663
AT1G02670.7	0	0	0	0.13899	0.155413	0
AT1G02680.1	21.242265	19.550641	18.564164	18.082179	22.303785	19.941662
AT1G02690.1	5.695325	5.767565	5.78507	8.100595	5.375478	4.938545
AT1G02690.2	0	0	0	0	0	0
AT1G02700.1	0.320174	0.468247	0.39441	3.118059	0.253258	0.2154
AT1G02705.1	3.69693	2.284071	1.97006	4.462873	2.46426	2.067034
AT1G02710.1	0	0	0	0	0	0.536567
AT1G02720.1	4.566861	5.606295	4.756339	5.339172	4.530263	4.93901
AT1G02720.2	0.146538	0.186227	0.138751	0.223796	0.019067	0.063621
AT1G02730.1	5.560222	5.214332	5.483547	9.590322	5.439395	3.970557
AT1G02740.1	7.262293	7.589572	7.33277	6.639916	7.279456	7.390468
AT1G02750.1	15.809622	16.159758	13.545668	16.565037	15.143641	17.623784
AT1G02750.2	0	0	0	0.076413	0	0
AT1G02770.1	3.827056	4.14291	3.747891	4.759894	3.638108	3.404374
AT1G02780.1	667.021972	682.088659	629.855001	718.414036	623.336311	513.586726
AT1G02790.1	0	0	0.017738	0.026441	0	0
AT1G02800.1	0.235962	0.191345	0.387804	0.493513	0.155338	0.150253
AT1G02810.1	4.85861	3.390676	5.261299	5.037514	5.035613	5.358496
AT1G02813.1	0.117554	0.321688	0.200061	0	0.086865	0.122667
AT1G02816.1	26.499238	24.848622	28.322101	25.972548	28.31815	25.250501
AT1G02820.1	7.387481	9.617968	7.005072	3.024534	6.945174	7.506182
AT1G02830.1	0.117228	0.161378	0	0	0	0
AT1G02840.1	72.207027	61.988358	60.203807	55.586737	57.936041	49.038594
AT1G02840.2	35.888899	45.633693	38.298153	42.359544	35.548629	51.455996
AT1G02840.3	59.697462	79.25323	64.325899	66.062197	69.390107	66.96221
AT1G02840.4	0	0	0	0.05994	0	0
AT1G02840.5	15.431288	19.741265	17.219503	17.149307	18.220702	16.096322
AT1G02850.1	41.553262	44.106931	49.210493	67.158075	48.677054	46.521982
AT1G02850.2	5.925194	6.616335	7.941431	8.127698	7.040287	6.579782
AT1G02850.3	5.295294	6.291996	8.325079	13.480477	8.21569	10.970893
AT1G02850.4	9.34138	12.166601	13.896346	13.980928	15.504455	11.526129
AT1G02850.5	8.855777	11.994704	12.010354	25.003912	14.92166	15.250972
AT1G02860.1	34.695409	30.712874	30.677255	27.807624	32.896207	31.692384
AT1G02860.2	0.050934	0.489997	0.056973	0.117564	0	0
AT1G02860.3	2.132438	1.009638	0.485996	1.406605	1.270345	1.212705
AT1G02870.1	23.586309	27.51844	23.269089	30.68799	26.15762	22.933677
AT1G02880.1	0.710863	0	0.339719	0.808626	0.740739	0.578116
AT1G02880.2	0	0	0	0	0	0
AT1G02880.3	6.882601	4.632746	8.427635	7.520526	6.766613	6.964981
AT1G02880.4	4.427236	4.235752	3.002513	4.595625	5.42876	5.513738
AT1G02880.5	0.61304	0.951294	1.595037	1.474496	1.167775	1.004087
AT1G02880.6	0.631479	0.687055	0.733738	0.947062	1.353684	0.662439
AT1G02890.1	40.633795	45.5965	46.972584	49.790035	47.385009	46.098317
AT1G02890.2	0	0.135099	0.114468	0.032589	0.078528	0
AT1G02900.1	101.143317	75.775303	84.920248	62.781317	97.460775	83.289241
AT1G02910.1	38.182316	43.116108	38.380901	38.268809	41.367317	37.93567
AT1G02910.2	0.79412	0.777628	1.247075	1.645861	1.409254	0.826326
AT1G02920.1	68.668094	55.824856	83.961826	55.551731	86.369128	77.387878
AT1G02930.1	44.084606	40.079621	48.949912	36.724239	52.287917	40.940086
AT1G02930.2	51.300063	42.839601	62.796146	34.519298	73.285047	58.832671
AT1G02940.1	0	0	0	0	0	0
AT1G02940.2	0	0.171756	0.611996	0	0.255169	0
AT1G02940.3	0	0	0	0	0	0
AT1G02940.4	0.685554	0	0	0.258428	0	0.271283
