1259	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1259	37,54	139,139	204,155,199,272	53,40,44,66	161	149	0.0	0.0	0.198,0.264	0.781,0.782,0.807,0.792	-0.559	1120		8182217	8183650	8181857	8182128	1120	105,140	388,368	371,403	228,227	161	149	0.0	0.0	0.2,0.26	0.601,0.622	-0.381
1260	AT1G05230		chr1	-	1513824	1513920	1513830	1513920	1513373	1513744	1260	62,45	16,19	38,32,29,46	57,54,46,48	155	149	1.25465746057e-05	0.0006406847613168	0.788,0.695	0.391,0.363,0.377,0.48	0.339	1121		1513830	1513920	1513373	1513744	1121	87,32	6,8	14,44	26,32	155	149	8.64321912655e-05	0.0044463065503099	0.933,0.794	0.341,0.569	0.409
1825	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1825	97,96	30,31	9,3,5,9	99,138,133,173	155	149	0.0	0.0	0.757,0.749	0.08,0.02,0.035,0.048	0.707	1638		4638722	4638932	4639006	4639107	1638	35,51	12,9	16,53	61,62	155	149	2.71744370062e-05	0.0016725865977316	0.737,0.845	0.201,0.451	0.465
ID_x	geneSymbol_x	2ndExonStart_0base_x	2ndExonEnd_x	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	GeneID	geneSymbol_y	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base_y	2ndExonEnd_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
ID_x	GeneID	geneSymbol_x	chr	strand	riExonStart_0base	riExonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
853	AT4G23270		chr4	+	12173485	12174297	12173485	12173873	12173940	12174297	853	10,30	20,35	27,32,13,13	7,7,5,7	216	149	0.000755772569483	0.0480455419171335	0.256,0.372	0.727,0.759,0.642,0.562	-0.359	848		12173485	12173873	12173940	12174297	848	10,4	3,2	0,2	8,6	216	149	6.69522554776e-05	0.0081439979649002	0.697,0.58	0.0,0.187	0.545
1455	AT3G49500		chr3	-	18350490	18353673	18350490	18353210	18353443	18353673	1455	5,8	6,7	6,13,24,15	0,0,0,4	382	149	1.48019938817e-06	0.0002337282582287	0.245,0.308	1.0,1.0,1.0,0.594	-0.622	1446		18350490	18353210	18353443	18353673	1446	7,9	4,6	2,10	0,0	382	149	6.94601986373e-07	0.0002765147362115	0.406,0.369	1.0,1.0	-0.613
1455	AT3G49500		chr3	-	18350490	18353673	18350490	18353210	18353443	18353673	1455	5,8	6,7	6,13,24,15	0,0,0,4	382	149	1.48019938817e-06	0.0002337282582287	0.245,0.308	1.0,1.0,1.0,0.594	-0.622	1448		18350490	18353226	18353466	18353673	1448	6,14	0,1	2,10	6,6	389	149	1.73128845742e-05	0.0027459771331298	1.0,0.843	0.113,0.39	0.67
2119	AT1G54440		chr1	+	20326797	20327518	20326797	20326956	20327359	20327518	2119	21,17	34,30	46,39,69,47	5,4,25,8	552	149	9.48951630608e-08	2.32255911591308e-05	0.143,0.133	0.713,0.725,0.427,0.613	-0.481	2105		20326797	20326956	20327359	20327518	2105	19,10	56,48	34,38	18,18	552	149	4.25945828172e-05	0.0054973013883045	0.084,0.053	0.338,0.363	-0.282
ID_x	GeneID	geneSymbol_x	chr	strand	exonStart_0base	exonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
