chr5	3284466	3284665	AT5G10450	-	-0.269	0.269
chr4	17974419	17974504	AT4G38380	-	0.366	0.366
chr4	17974419	17974518	AT4G38380	-	0.385	0.385
chr5	15065479	15065604	AT5G37850	+	-0.228	0.228
chr4	12755048	12755141	AT4G24740	-	0.199	0.199
chr4	11478539	11478617	AT4G21585	+	0.698	0.698
chr3	23159856	23159978	AT3G62620	+	0.81	0.81
chr3	21773965	21774054	AT3G58900	+	-0.342	0.342
chr4	5758484	5758981	AT4G08980	+	0.26	0.26
chr3	20178804	20178940	AT3G54500	-	0.213	0.213
chr3	18353226	18353466	AT3G49500	-	-0.416	0.416
chr3	18288770	18288902	AT3G49320	-	0.18	0.18
chr2	1679909	1680014	AT2G04790	+	0.4	0.4
chr1	6798953	6799098	AT1G19650	-	0.244	0.244
chr2	1094867	1095082	AT2G03590	+	-0.617	0.617
chr2	9589982	9590080	AT2G22570	-	0.4	0.4
chr2	19240810	19241167	AT2G46810	+	0.207	0.207
chr2	10202911	10202980	AT2G23980	-	0.265	0.265
chr4	9387072	9387159	AT4G16670	+	0.319	0.319
chr2	1646031	1646154	AT2G04690	+	0.338	0.338
chr1	20326956	20327359	AT1G54440	+	0.34	0.34
chr1	25270319	25270397	AT1G67460	-	0.002	0.002
chr2	10205501	10205622	AT2G23985	+	-0.445	0.445
chr4	1527173	1527399	AT4G03440	-	0.453	0.453
chr1	667281	667372	AT1G02960	-	-0.284	0.284
chr2	17403808	17403904	AT2G41720	-	0.259	0.259
chr1	30358295	30358378	AT1G80780	+	0.338	0.338
chr2	14208049	14208174	AT2G33540	-	0.426	0.426
chr3	6748909	6748990	AT3G19460	+	0.368	0.368
chr1	9716339	9716537	AT1G27900	-	0.245	0.245
chr1	737420	737561	AT1G03080	-	-0.45	0.45
chr5	369786	369894	AT5G01950	-	0.298	0.298
chr4	827717	827800	AT4G01915	+	0.359	0.359
chr1	2137146	2137263	AT1G06960	+	0.267	0.267
chr1	37203	37372	AT1G01060	-	0.228	0.228
chr1	9244238	9244325	AT1G26730	+	0.445	0.445
chr1	26405496	26405597	AT1G70100	+	0.179	0.179
chr1	25922530	25922669	AT1G09023	+	-0.598	0.598
chr1	9675232	9675308	AT1G27770	-	0.173	0.173
chr4	15144317	15144492	AT4G31150	-	0.227	0.227
chr2	16571066	16571190	AT2G39730	-	0.198	0.198
chr1	11236318	11236405	AT1G31360	+	0.282	0.282
chr1	11236470	11236644	AT1G31360	+	0.31	0.31
chr4	8614486	8614692	AT4G15090	+	0.371	0.371
chr1	5668709	5668918	AT1G16560	+	-0.402	0.402
chr1	5676006	5676107	AT1G16610	-	0.417	0.417
chr1	28107935	28108394	AT1G74810	+	0.5	0.5
chr1	4347790	4348240	AT1G12750	-	0.318	0.318
chr3	7050888	7050957	AT3G20200	+	0.489	0.489
chr2	12226861	12227119	AT2G28550	-	0.201	0.201
chr3	8420426	8420495	AT3G23480	+	0.586	0.586
chr1	5164347	5164536	AT1G14970	-	0.439	0.439
chr2	7310882	7310964	AT2G16870	-	0.451	0.451
chr2	950208	950308	AT2G03140	+	0.663	0.663
chr4	642979	643086	AT4G01510	+	0.508	0.508
chr1	12195478	12195565	AT1G33615	-	-0.46	0.46
chr5	3382197	3382326	AT5G10710	+	0.295	0.295
chr4	15721807	15722015	AT4G32590	+	0.529	0.529
chr2	10980344	10980620	AT2G25740	+	0.42	0.42
chr2	11435874	11435986	AT2G26810	-	0.496	0.496
chr3	1040958	1041064	AT3G04020	+	0.287	0.287
chr2	14526891	14527008	AT2G34450	-	-0.351	0.351
chr5	23524549	23524722	AT5G58140	+	0.25	0.25
chr2	15369366	15369448	AT2G36680	-	0.36	0.36
chr2	18745484	18745582	AT2G45480	+	-0.469	0.469
chr4	942543	942609	AT4G02120	+	0.234	0.234
chr2	2351548	2351671	AT2G06025	+	0.209	0.209
chr3	1659940	1660162	AT3G05675	-	-0.61	0.61
chr3	2682193	2682386	AT3G08840	-	0.293	0.293
chr4	16352079	16352341	AT4G34140	+	0.509	0.509
chr3	4213603	4214506	AT3G13100	-	0.402	0.402
chr3	4692688	4692926	AT3G14150	-	0.686	0.686
chr2	10930719	10930827	AT2G25670	-	0.236	0.236
chr3	7006635	7006705	AT3G20070	-	0.374	0.374
chr5	2873271	2873343	AT5G09230	+	0.21	0.21
chr5	25775305	25775354	AT5G64460	-	0.32	0.32
chr2	10205461	10205501	AT2G23985	+	0.392	0.392
chr5	19816922	19817029	AT5G48880	-	-0.357	0.357
chr5	19816922	19817121	AT5G48880	-	-0.307	0.307
chr2	17475035	17475090	AT2G41880	+	-0.346	0.346
