980	AT2G01420		chr2	-	182004	183764	182016	183764	181579	181847	980	252,437,378,289,371,381	236,286,285,203,279,290	527,421,409,501,608,215	68,63,40,55,46,15	161	149	0.0	0.0	0.497,0.586,0.551,0.569,0.552,0.549	0.878,0.861,0.904,0.894,0.924,0.93	-0.348	806		182016	183764	181579	181847	806	216,209	253,130	357,342	77,70	161	149	4.23880619893e-05	0.0024847478242299	0.441,0.598	0.811,0.819	-0.295
983	AT2G27730		chr2	-	11821606	11822025	11821651	11822025	11820768	11820884	983	16,26,23,10,31,20	50,49,27,32,41,47	22,30,36,22,48,12	13,5,10,16,24,12	194	149	6.95649223166e-05	0.0014137387438534	0.197,0.29,0.395,0.194,0.367,0.246	0.565,0.822,0.734,0.514,0.606,0.434	-0.331	808		11821651	11822025	11820768	11820884	808	0,4	8,11	8,18	0,2	194	149	1.26920963739e-08	1.7359967373634331e-06	0.0,0.218	1.0,0.874	-0.828
1196	AT2G39730		chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1196	18543,31518,21167,18251,22590,21885	19897,33390,21739,19117,23272,22858	49804,33987,40542,50340,57538,20767	17666,12197,14310,18025,22021,7347	160	149	0.0	0.0	0.465,0.468,0.476,0.471,0.475,0.471	0.724,0.722,0.725,0.722,0.709,0.725	-0.25	976		16571190	16571472	16570745	16571066	976	13218,13021	15488,15258	21720,23478	11895,12485	160	149	0.000223902584062	0.0098437171778686	0.443,0.443	0.63,0.637	-0.19
1197	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1197	82,159,88,70,95,102	6,3,1,5,9,6	35,17,20,26,26,9	42,22,25,45,59,20	155	149	0.0	0.0	0.929,0.981,0.988,0.931,0.91,0.942	0.445,0.426,0.435,0.357,0.298,0.302	0.57	977		29293206	29293272	29293400	29293478	977	22,26	0,2	8,10	12,32	155	149	1.39152023237e-11	4.282403515118675e-09	1.0,0.926	0.391,0.231	0.652
1224	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1224	44,99,57,50,94,67	80,122,73,77,126,119	134,106,129,191,213,76	7,14,8,9,20,9	161	149	0.0	0.0	0.337,0.429,0.419,0.375,0.408,0.343	0.947,0.875,0.937,0.952,0.908,0.887	-0.533	998		6550477	6550669	6550762	6552108	998	13,12	24,20	25,44	8,6	161	149	4.55275253286e-06	0.00037362922453	0.334,0.357	0.743,0.872	-0.462
1225	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550768	6551919	1225	6,5,2,6,13,6	38,70,69,46,61,48	16,11,18,27,29,4	11,8,6,1,15,9	161	149	1.01068153846e-10	3.8203762153788e-09	0.127,0.062,0.026,0.108,0.165,0.104	0.574,0.56,0.735,0.962,0.641,0.291	-0.528	998		6550477	6550669	6550762	6552108	998	13,12	24,20	25,44	8,6	161	149	4.55275253286e-06	0.00037362922453	0.334,0.357	0.743,0.872	-0.462
1370	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1370	63,87,53,72,97,80	65,124,121,97,129,144	153,90,148,175,151,55	21,8,10,25,19,6	161	149	0.0	0.0	0.473,0.394,0.288,0.407,0.41,0.34	0.871,0.912,0.932,0.866,0.88,0.895	-0.507	1118		9785995	9786364	9785503	9785903	1118	26,32	48,67	84,90	46,41	161	149	1.17961678641e-05	0.0008067268133726	0.334,0.307	0.628,0.67	-0.329
1373	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1373	277,317,368,176,316,303	508,663,677,560,577,640	617,441,562,778,694,265	125,111,97,129,160,46	161	149	0.0	0.0	0.335,0.307,0.335,0.225,0.336,0.305	0.82,0.786,0.843,0.848,0.801,0.842	-0.516	1120		8182217	8183650	8181857	8182128	1120	105,140	388,368	371,403	228,227	161	149	0.0	0.0	0.2,0.26	0.601,0.622	-0.381
1374	AT1G05230		chr1	-	1513824	1513920	1513830	1513920	1513373	1513744	1374	116,167,117,93,177,95	17,43,28,24,23,15	94,87,43,72,131,25	123,65,83,85,97,46	155	149	1.1435297153599999e-14	6.549306551607273e-13	0.868,0.789,0.801,0.788,0.881,0.859	0.424,0.563,0.332,0.449,0.565,0.343	0.385	1121		1513830	1513920	1513373	1513744	1121	87,32	6,8	14,44	26,32	155	149	8.64321912655e-05	0.0044463065503099	0.933,0.794	0.341,0.569	0.409
1986	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1986	575,879,731,669,903,688	196,304,222,200,289,255	49,32,60,35,75,19	828,781,674,1030,1180,351	155	149	0.0	0.0	0.738,0.735,0.76,0.763,0.75,0.722	0.054,0.038,0.079,0.032,0.058,0.049	0.693	1638		4638722	4638932	4639006	4639107	1638	35,51	12,9	16,53	61,62	155	149	2.71744370062e-05	0.0016725865977316	0.737,0.845	0.201,0.451	0.465
2033	AT3G21175		chr3	+	7423241	7423334	7423241	7423328	7423407	7423541	2033	99,130,104,112,123,126	195,236,217,218,237,224	12,13,16,21,16,8	235,203,219,292,329,131	155	149	0.0	0.0	0.328,0.346,0.315,0.331,0.333,0.351	0.047,0.058,0.066,0.065,0.045,0.055	0.278	1671		7423241	7423328	7423407	7423541	1671	32,22	30,33	2,14	105,79	155	149	9.96010251608e-07	0.0001021740516441	0.506,0.391	0.018,0.146	0.367
ID_x	GeneID	geneSymbol_x	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base_x	2ndExonEnd_x	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	2ndExonStart_0base_y	2ndExonEnd_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
ID_x	GeneID	geneSymbol_x	chr	strand	riExonStart_0base	riExonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
2127	AT1G54440		chr1	+	20326797	20327518	20326797	20326956	20327359	20327518	2127	57,113,74,92,105,69	66,134,93,79,83,99	75,65,47,155,108,33	22,21,24,32,39,5	552	149	8.2261877391e-06	0.0004914910789407	0.189,0.185,0.177,0.239,0.255,0.158	0.479,0.455,0.346,0.567,0.428,0.64	-0.285	2105		20326797	20326956	20327359	20327518	2105	19,10	56,48	34,38	18,18	552	149	4.25945828172e-05	0.0054973013883045	0.084,0.053	0.338,0.363	-0.282
2457	AT4G03440		chr4	-	1527056	1527628	1527056	1527173	1527399	1527628	2457	7,20,16,15,22,12	19,24,24,17,26,34	36,32,42,61,80,25	7,5,13,23,16,10	375	149	7.33908600559e-10	7.78542225654221e-08	0.128,0.249,0.209,0.26,0.252,0.123	0.671,0.718,0.562,0.513,0.665,0.498	-0.401	2428		1527056	1527173	1527399	1527628	2428	6,2	8,6	22,12	4,2	375	149	0.000382062469909	0.0298759206380626	0.23,0.117	0.686,0.704	-0.522
3394	AT1G23360		chr1	-	8296253	8296509	8296253	8296342	8296418	8296509	3394	50,54,64,47,54,71	88,178,139,102,147,114	79,55,50,109,109,30	65,45,34,68,73,25	225	149	1.00463020125e-08	9.494668701995456e-07	0.273,0.167,0.234,0.234,0.196,0.292	0.446,0.447,0.493,0.515,0.497,0.443	-0.241	3347		8296253	8296342	8296418	8296509	3347	6,12	71,64	36,32	36,24	225	149	1.95887444487e-07	8.57791119408573e-05	0.053,0.11	0.398,0.469	-0.352
5304	AT3G16030		chr3	+	5441658	5442173	5441658	5441869	5441935	5442173	5304	30,93,43,34,80,48	71,125,63,87,133,107	129,104,143,162,194,70	104,47,72,95,95,49	215	149	7.14053005613e-09	7.003108534295045e-07	0.227,0.34,0.321,0.213,0.294,0.237	0.462,0.605,0.579,0.542,0.586,0.497	-0.273	5231		5441658	5441869	5441935	5442173	5231	2,4	12,12	18,6	2,4	215	149	0.000502966436285	0.0379739659395175	0.104,0.188	0.862,0.51	-0.54
ID_x	GeneID	geneSymbol_x	chr	strand	exonStart_0base	exonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
