1070	AT2G39730		chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1070	22155,32625,36956	21002,31563,36071	56064,55943,45550	19218,17928,14669	160	149	2.44249065418e-15	2.953534852593047e-13	0.496,0.49,0.488	0.731,0.744,0.743	-0.248	976		16571190	16571472	16570745	16571066	976	13218,13021	15488,15258	21720,23478	11895,12485	160	149	0.000223902584062	0.0098437171778686	0.443,0.443	0.63,0.637	-0.19
1071	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1071	21,34,41	0,4,5	14,11,17	24,17,12	155	149	5.76633965022e-08	3.0215619767152805e-06	1.0,0.891,0.887	0.359,0.383,0.577	0.486	977		29293206	29293272	29293400	29293478	977	22,26	0,2	8,10	12,32	155	149	1.39152023237e-11	4.282403515118675e-09	1.0,0.926	0.391,0.231	0.652
1094	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1094	13,42,48	44,82,90	141,145,122	14,12,6	161	149	0.0	0.0	0.215,0.322,0.33	0.903,0.918,0.95	-0.635	998		6550477	6550669	6550762	6552108	998	13,12	24,20	25,44	8,6	161	149	4.55275253286e-06	0.00037362922453	0.334,0.357	0.743,0.872	-0.462
1230	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1230	36,57,55	66,121,90	115,140,123	12,23,31	161	149	0.0	0.0	0.335,0.304,0.361	0.899,0.849,0.786	-0.511	1118		9785995	9786364	9785503	9785903	1118	26,32	48,67	84,90	46,41	161	149	1.17961678641e-05	0.0008067268133726	0.334,0.307	0.628,0.67	-0.329
1234	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1234	163,191,183	422,540,562	488,485,445	183,147,138	161	149	0.0	0.0	0.263,0.247,0.232	0.712,0.753,0.749	-0.491	1120		8182217	8183650	8181857	8182128	1120	105,140	388,368	371,403	228,227	161	149	0.0	0.0	0.2,0.26	0.601,0.622	-0.381
1729	AT2G30480		chr2	-	12988669	12989016	12988673	12989016	12988523	12988582	1729	16,29,20	23,24,25	9,23,9	71,71,71	153	149	0.000140533770995	0.0040910942222988	0.404,0.541,0.438	0.11,0.24,0.11	0.308	1571		12988673	12989016	12988523	12988582	1571	14,6	2,4	2,0	37,8	153	149	2.28290419901e-09	4.7404451064632005e-07	0.872,0.594	0.05,0.0	0.708
1805	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1805	70,78,111	17,35,29	4,12,8	137,150,119	155	149	0.0	0.0	0.798,0.682,0.786	0.027,0.071,0.061	0.702	1638		4638722	4638932	4639006	4639107	1638	35,51	12,9	16,53	61,62	155	149	2.71744370062e-05	0.0016725865977316	0.737,0.845	0.201,0.451	0.465
1845	AT3G21175		chr3	+	7423241	7423334	7423241	7423328	7423407	7423541	1845	27,50,58	67,94,78	17,26,13	143,123,144	155	149	0.000176114540352	0.0048570536391814	0.279,0.338,0.417	0.103,0.169,0.08	0.227	1671		7423241	7423328	7423407	7423541	1671	32,22	30,33	2,14	105,79	155	149	9.96010251608e-07	0.0001021740516441	0.506,0.391	0.018,0.146	0.367
ID_x	geneSymbol_x	2ndExonStart_0base_x	2ndExonEnd_x	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	GeneID	geneSymbol_y	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base_y	2ndExonEnd_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
ID_x	GeneID	geneSymbol_x	chr	strand	riExonStart_0base	riExonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
1453	AT3G49500		chr3	-	18350490	18353673	18350490	18353226	18353466	18353673	1453	25,36,49	5,1,8	29,24,27	18,22,18	389	149	0.000181452926853	0.0152915733960338	0.657,0.932,0.701	0.382,0.295,0.365	0.416	1446		18350490	18353210	18353443	18353673	1446	7,9	4,6	2,10	0,0	382	149	6.94601986373e-07	0.0002765147362115	0.406,0.369	1.0,1.0	-0.613
1453	AT3G49500		chr3	-	18350490	18353673	18350490	18353226	18353466	18353673	1453	25,36,49	5,1,8	29,24,27	18,22,18	389	149	0.000181452926853	0.0152915733960338	0.657,0.932,0.701	0.382,0.295,0.365	0.416	1448		18350490	18353226	18353466	18353673	1448	6,14	0,1	2,10	6,6	389	149	1.73128845742e-05	0.0027459771331298	1.0,0.843	0.113,0.39	0.67
2116	AT1G54440		chr1	+	20326797	20327518	20326797	20326956	20327359	20327518	2116	38,53,68	79,91,83	83,77,53	17,32,15	552	149	4.93291067105e-07	0.0001072287817668	0.115,0.136,0.181	0.569,0.394,0.488	-0.34	2105		20326797	20326956	20327359	20327518	2105	19,10	56,48	34,38	18,18	552	149	4.25945828172e-05	0.0054973013883045	0.084,0.053	0.338,0.363	-0.282
2439	AT4G03440		chr4	-	1527056	1527628	1527056	1527173	1527399	1527628	2439	4,13,9	7,8,7	53,31,22	11,3,2	375	149	0.000667761668387	0.0407165564129136	0.185,0.392,0.338	0.657,0.804,0.814	-0.453	2428		1527056	1527173	1527399	1527628	2428	6,2	8,6	22,12	4,2	375	149	0.000382062469909	0.0298759206380626	0.23,0.117	0.686,0.704	-0.522
ID_x	GeneID	geneSymbol_x	chr	strand	exonStart_0base	exonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
