ID_x	GeneID	geneSymbol_x	chr	strand	longExonStart_0base	longExonEnd	shortES_x	shortEE_x	flankingES_x	flankingEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	shortES_y	shortEE_y	flankingES_y	flankingEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
347	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	347	1,0,3	25,39,48	19,28,19	25,41,21	160	149	1.520295001e-11	1.3277243008733331e-09	0.036,0.0,0.055	0.414,0.389,0.457	-0.39	400		6249115	6249224	6248510	6248662	400	13,15,5,16,13,6	133,239,179,172,161,189	69,60,61,73,58,33	81,64,63,110,107,23	160	149	0.0	0.0	0.083,0.055,0.025,0.08,0.07,0.029	0.442,0.466,0.474,0.382,0.335,0.572	-0.388
391	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	391	30,33,36	63,96,84	77,51,47	37,26,21	153	149	8.20884471509e-11	6.144906615295943e-09	0.317,0.251,0.294	0.67,0.656,0.685	-0.383	445		18561992	18562084	18561698	18561884	445	110,179,175,161,232,182	181,264,262,208,313,316	194,175,198,287,298,97	64,48,44,44,73,24	153	149	0.0	0.0	0.372,0.398,0.394,0.43,0.419,0.359	0.747,0.78,0.814,0.864,0.799,0.797	-0.405
396	AT3G63480		chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	396	0,0,0	1,15,10	11,9,2	2,2,6	161	149	1.76422728175e-05	0.0006603250683121	0.0,0.0,0.0	0.836,0.806,0.236	-0.626	449		23442689	23442771	23442559	23442601	449	0,0,0,0,3,0	9,31,15,6,16,14	5,11,10,11,19,8	13,11,9,16,12,1	161	149	6.13695760876e-11	2.416427058449249e-09	0.0,0.0,0.0,0.0,0.148,0.0	0.263,0.481,0.507,0.389,0.594,0.881	-0.494
397	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	397	150,225,244	18,32,29	151,162,152	152,114,122	155	149	0.0	0.0	0.889,0.871,0.89	0.488,0.577,0.545	0.347	450		23434949	23434986	23434703	23434825	450	495,671,592,427,564,653	68,91,63,81,77,72	233,187,204,357,332,128	232,249,243,494,390,122	155	149	0.0	0.0	0.875,0.876,0.9,0.835,0.876,0.897	0.491,0.419,0.447,0.41,0.45,0.502	0.423
398	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	398	130,149,174	2,7,10	40,31,32	25,20,22	180	149	2.8865798640299994e-14	3.2412168187536857e-12	0.982,0.946,0.935	0.57,0.562,0.546	0.395	451		23392378	23392402	23392165	23392246	451	224,331,323,218,336,306	12,17,10,7,17,12	45,58,32,66,70,26	34,46,34,54,62,17	180	149	0.0	0.0	0.939,0.942,0.964,0.963,0.942,0.955	0.523,0.511,0.438,0.503,0.483,0.559	0.448
437	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	437	864,1326,1390	488,750,811	1251,1199,1030	1360,1345,1199	152	149	0.00241360122921	0.0480276092698496	0.634,0.634,0.627	0.474,0.466,0.457	0.166	495		20178160	20178491	20177934	20178064	495	307,489,353,251,423,339	122,299,190,133,221,154	707,669,642,782,1018,501	886,882,837,1105,1444,688	152	149	1.7763568393999998e-15	1.1191048088219999e-13	0.712,0.616,0.646,0.649,0.652,0.683	0.439,0.426,0.429,0.41,0.409,0.417	0.238
479	AT5G43990		chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	479	12,11,24	6,17,12	41,51,22	0,2,1	209	149	9.91249671234e-09	5.993248012230185e-07	0.588,0.316,0.588	1.0,0.948,0.94	-0.465	540		17699083	17699285	17699457	17700575	540	10,19,10,13,7,18	7,6,11,4,6,5	8,12,8,36,30,2	0,2,0,0,0,0	209	149	2.16564477462e-09	6.821781040053e-08	0.505,0.693,0.393,0.699,0.454,0.72	1.0,0.811,1.0,1.0,1.0,1.0	-0.391
485	AT1G59890		chr1	+	22046138	22046241	22046138	22046226	22046501	22046719	485	81,70,88	15,30,38	56,92,67	61,75,84	164	149	0.00120542699762	0.025607178922414	0.831,0.679,0.678	0.455,0.527,0.42	0.262	547		22046138	22046226	22046501	22046719	547	83,136,110,80,122,135	45,48,41,49,44,48	31,24,36,75,73,35	38,42,52,81,72,25	164	149	0.000108934795883	0.0021902847257326	0.626,0.72,0.709,0.597,0.716,0.719	0.426,0.342,0.386,0.457,0.479,0.56	0.24
498	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	498	29,19,31	46,32,34	9,11,18	79,110,65	170	149	0.000114929120341	0.003542521121099	0.356,0.342,0.444	0.091,0.081,0.195	0.258	560		13525641	13525834	13524824	13525279	560	79,137,115,104,209,149	171,276,211,147,274,204	44,34,58,55,81,25	310,226,251,327,466,151	170	149	5.42218492328e-11	2.227810761956348e-09	0.288,0.303,0.323,0.383,0.401,0.39	0.111,0.116,0.168,0.128,0.132,0.127	0.218
514	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	514	4,6,7	126,178,187	57,70,62	45,43,46	153	149	0.0	0.0	0.03,0.032,0.035	0.552,0.613,0.568	-0.545	580		520980	521205	520263	520660	580	4,11,12,16,15,8	238,331,286,257,299,329	90,82,96,142,142,60	84,68,92,137,128,50	153	149	0.0	0.0	0.016,0.031,0.039,0.057,0.047,0.023	0.511,0.54,0.504,0.502,0.519,0.539	-0.484
541	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	541	3,5,3	9,15,19	17,21,25	7,13,21	167	149	0.0001189777686	0.0035967894661384	0.229,0.229,0.123	0.684,0.59,0.515	-0.403	608		29791575	29792210	29792308	29792467	608	8,10,9,8,15,6	61,78,63,48,68,57	45,36,31,39,59,20	5,7,13,14,14,7	167	149	0.0	0.0	0.105,0.103,0.113,0.129,0.164,0.086	0.889,0.821,0.68,0.713,0.79,0.718	-0.652
546	AT1G78690		chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	546	1,2,3	14,30,26	5,6,10	5,2,10	174	149	4.0295421011e-05	0.0013477532304104	0.058,0.054,0.09	0.461,0.72,0.461	-0.48	612		29596982	29597190	29597315	29597446	612	23,52,30,19,49,29	24,25,41,22,39,42	41,45,36,47,64,11	13,13,8,13,13,6	194	149	6.86056475935e-05	0.0014093986299099	0.424,0.615,0.36,0.399,0.491,0.347	0.708,0.727,0.776,0.735,0.791,0.585	-0.281
546	AT1G78690		chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	546	1,2,3	14,30,26	5,6,10	5,2,10	174	149	4.0295421011e-05	0.0013477532304104	0.058,0.054,0.09	0.461,0.72,0.461	-0.48	613		29596982	29597210	29597315	29597446	613	4,23,19,8,13,10	51,68,79,70,70,58	27,30,20,32,37,7	25,30,18,31,45,8	174	149	3.03984282191e-10	1.0840194213980944e-08	0.063,0.225,0.171,0.089,0.137,0.129	0.48,0.461,0.488,0.469,0.413,0.428	-0.321
554	AT2G04790		chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	554	45,49,43	75,88,89	11,23,8	154,211,130	172	149	7.80539521905e-09	4.908032513738641e-07	0.342,0.325,0.295	0.058,0.086,0.051	0.256	619		1679306	1679886	1680014	1680176	619	29,40,25,24,41,42	47,74,26,50,53,31	3,2,4,1,8,8	83,56,77,87,146,59	172	149	0.0	0.0	0.348,0.319,0.454,0.294,0.401,0.54	0.03,0.03,0.043,0.01,0.045,0.105	0.349
556	AT1G79270		chr1	+	29815505	29816515	29815505	29815873	29816606	29816677	556	12,37,43	11,17,22	145,113,117	4,10,8	791	149	2.71866495982e-09	1.8581483986248002e-07	0.17,0.291,0.269	0.872,0.68,0.734	-0.519	622		29815505	29816510	29816606	29816677	622	27,22,15,31,28,43	21,33,34,11,17,12	32,24,39,47,51,17	2,0,2,3,2,0	154	149	2.31036412224e-10	8.397284982756923e-09	0.554,0.392,0.299,0.732,0.614,0.776	0.939,1.0,0.95,0.938,0.961,1.0	-0.403
557	AT1G79270		chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	557	0,3,1	7,2,2	12,11,14	2,1,3	154	149	0.00050386517888	0.0116481773705788	0.0,0.592,0.326	0.853,0.914,0.819	-0.556	622		29815505	29816510	29816606	29816677	622	27,22,15,31,28,43	21,33,34,11,17,12	32,24,39,47,51,17	2,0,2,3,2,0	154	149	2.31036412224e-10	8.397284982756923e-09	0.554,0.392,0.299,0.732,0.614,0.776	0.939,1.0,0.95,0.938,0.961,1.0	-0.403
583	AT1G70490		chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	583	0,10,7	16,14,19	32,11,15	4,0,0	176	149	1.34235955684e-11	1.2825480285614115e-09	0.0,0.377,0.238	0.871,1.0,1.0	-0.752	648		26565317	26565849	26565004	26565161	648	5,5,4,4,8,8	5,9,6,9,5,13	9,3,8,12,4,1	2,0,0,0,1,0	176	149	3.8077319075600005e-12	1.7991533263220996e-10	0.458,0.32,0.361,0.273,0.575,0.343	0.792,1.0,1.0,1.0,0.772,1.0	-0.539
584	AT1G70490		chr1	-	26565301	26565849	26565317	26565849	26565004	26565161	584	3,8,6	16,14,19	9,10,10	4,0,0	165	149	1.53233858269e-07	7.770439522544128e-06	0.145,0.34,0.222	0.67,1.0,1.0	-0.654	649		26565317	26565849	26565004	26565161	649	3,4,1,3,5,4	5,9,6,9,5,13	5,2,10,10,10,1	2,0,0,0,1,0	165	149	9.43689570931e-15	5.573666528311218e-13	0.351,0.286,0.131,0.231,0.475,0.217	0.693,1.0,1.0,1.0,0.9,1.0	-0.65
591	AT1G68820		chr1	+	25866794	25866882	25866794	25866864	25866961	25867031	591	6,2,1	37,88,86	17,27,20	73,60,44	167	149	0.000304364482517	0.0079743494419453	0.126,0.02,0.01	0.172,0.286,0.289	-0.197	657		25866794	25866864	25866961	25867031	657	20,24,23,32,43,35	140,291,219,185,269,246	48,45,54,69,99,19	172,82,130,143,209,65	167	149	0.000724038712271	0.0131580112133864	0.113,0.069,0.086,0.134,0.125,0.113	0.199,0.329,0.27,0.301,0.297,0.207	-0.16
668	AT2G04690		chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	668	96,103,128	108,96,155	120,121,127	59,47,57	184	149	0.000474693899478	0.0111375941787972	0.419,0.465,0.401	0.622,0.676,0.643	-0.219	738		1645913	1646031	1646154	1646443	738	480,802,747,598,1038,841	339,578,474,446,821,628	967,557,732,1000,1124,437	319,246,241,359,365,150	184	149	1.26788307961e-05	0.0002887107253569	0.534,0.529,0.561,0.521,0.506,0.52	0.711,0.647,0.711,0.693,0.714,0.702	-0.168
679	AT1G73390		chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	679	22,37,61	13,17,21	15,21,25	42,52,57	153	149	1.24509593746e-08	7.249225235878222e-07	0.622,0.679,0.739	0.258,0.282,0.299	0.4	750		27594498	27594551	27593901	27594166	750	61,50,57,39,50,81	23,39,28,19,21,54	15,13,13,24,32,8	38,24,32,88,79,25	153	149	3.75921516138e-13	1.9735879597245e-11	0.721,0.555,0.665,0.667,0.699,0.594	0.278,0.345,0.283,0.21,0.283,0.238	0.377
709	AT1G20060		chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	709	4,9,14	2,4,4	2,2,0	9,12,8	152	149	1.70633249419e-07	8.382358377708376e-06	0.662,0.688,0.774	0.179,0.14,0.0	0.602	779		6952308	6952398	6952131	6952224	779	25,15,16,8,12,24	2,4,1,3,3,1	0,0,1,0,2,4	4,7,8,13,27,3	152	149	0.0	0.0	0.925,0.786,0.94,0.723,0.797,0.959	0.0,0.0,0.109,0.0,0.068,0.567	0.731
710	AT1G20060		chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	710	0,3,5	1,0,0	0,0,4	16,10,3	152	149	2.84214057084e-05	0.0010154193130364	0.0,1.0,1.0	0.0,0.0,0.567	0.478	780		6952655	6952745	6952478	6952571	780	6,8,13,4,1,8	6,1,7,1,1,2	0,5,0,2,1,0	9,11,17,13,18,12	152	149	3.30490079747e-11	1.3880583349373996e-09	0.495,0.887,0.645,0.797,0.495,0.797	0.0,0.308,0.0,0.131,0.052,0.0	0.604
749	AT1G67700		chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	749	1011,1491,1615	803,1120,1242	2253,2026,1844	463,428,421	163	149	0.0	0.0	0.535,0.549,0.543	0.816,0.812,0.8	-0.267	832		25375569	25375712	25375803	25376050	832	1325,2181,1641,1286,2015,1708	1204,1714,1473,1131,1675,1389	2823,1958,2381,3069,3265,1138	596,426,515,709,815,291	163	149	0.0	0.0	0.501,0.538,0.505,0.51,0.524,0.529	0.812,0.808,0.809,0.798,0.786,0.781	-0.281
753	AT1G03310		chr1	+	813412	813604	813412	813581	813928	816812	753	91,108,126	74,70,129	203,211,162	4,2,10	172	149	0.0	0.0	0.516,0.572,0.458	0.978,0.989,0.933	-0.451	838		813412	813581	813928	816812	838	38,44,61,45,57,38	29,37,28,39,46,37	79,52,73,134,60,41	0,0,1,2,0,0	172	149	0.0	0.0	0.532,0.507,0.654,0.5,0.518,0.471	1.0,1.0,0.984,0.983,1.0,1.0	-0.464
820	AT1G23230		chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	820	3,0,0	15,32,17	3,7,14	13,15,15	154	149	0.000428349512299	0.010563064833659	0.162,0.0,0.0	0.183,0.311,0.475	-0.269	913		8246060	8246298	8246562	8246780	913	5,3,2,7,5,7	64,88,70,62,70,80	16,15,18,17,26,10	11,17,14,24,26,9	154	149	0.0	0.0	0.07,0.032,0.027,0.098,0.065,0.078	0.585,0.461,0.554,0.407,0.492,0.518	-0.441
832	AT5G15070		chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	832	3,3,0	2,11,21	21,11,15	10,5,10	167	149	0.00118441246468	0.0255054300613282	0.572,0.196,0.0	0.652,0.662,0.572	-0.373	927		4876827	4876966	4877138	4877198	927	0,6,4,2,4,3	13,30,6,14,18,14	9,8,18,28,27,5	4,15,5,6,14,1	167	149	5.09286429695e-08	1.503986487693047e-06	0.0,0.151,0.373,0.113,0.165,0.161	0.667,0.322,0.763,0.806,0.632,0.817	-0.507
852	AT3G19460		chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	852	45,86,80	93,142,117	11,7,13	195,191,156	154	149	0.0	0.0	0.319,0.369,0.398	0.052,0.034,0.075	0.308	950		6748758	6748904	6748990	6749307	950	50,104,72,76,112,103	84,213,144,151,199,176	9,4,6,8,18,6	157,156,138,212,226,68	154	149	0.0	0.0	0.365,0.321,0.326,0.327,0.353,0.362	0.053,0.024,0.04,0.035,0.072,0.079	0.292
878	AT2G01420		chr2	-	182004	183764	182016	183764	181579	181847	878	304,417,475	277,353,301	450,506,442	42,42,54	161	149	0.0	0.0	0.504,0.522,0.594	0.908,0.918,0.883	-0.363	980		182016	183764	181579	181847	980	252,437,378,289,371,381	236,286,285,203,279,290	527,421,409,501,608,215	68,63,40,55,46,15	161	149	0.0	0.0	0.497,0.586,0.551,0.569,0.552,0.549	0.878,0.861,0.904,0.894,0.924,0.93	-0.348
893	AT3G57050		chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	893	646,948,1118	51,78,72	693,781,631	203,247,232	194	149	2.14454010106e-11	1.774324757298063e-09	0.907,0.903,0.923	0.724,0.708,0.676	0.208	998		21114206	21114330	21113943	21114059	998	842,1214,1100,998,1370,1408	65,109,108,110,127,118	645,423,558,1007,927,258	162,146,202,333,297,98	194	149	2.6756374893499998e-14	1.4873396631974999e-12	0.909,0.895,0.887,0.875,0.892,0.902	0.754,0.69,0.68,0.699,0.706,0.669	0.194
950	AT3G07300		chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	950	20,20,21	43,29,51	64,65,46	25,23,17	155	149	1.92911056018e-08	1.0830577859296283e-06	0.309,0.399,0.284	0.711,0.731,0.722	-0.391	1059		2326724	2327012	2326090	2326220	1059	80,132,99,100,131,103	200,304,301,234,260,257	236,132,148,210,200,68	107,74,85,129,118,48	155	149	0.0	0.0	0.278,0.294,0.24,0.291,0.326,0.278	0.68,0.632,0.626,0.61,0.62,0.577	-0.34
961	AT1G01020		chr1	-	8570	9130	8593	9130	8235	8464	961	61,86,118	21,28,51	46,19,29	80,74,84	172	149	9.21485110439e-14	9.65716395740072e-12	0.716,0.727,0.667	0.332,0.182,0.23	0.455	1070		8593	9130	8235	8464	1070	217,408,301,211,361,277	74,124,67,54,115,70	131,90,129,136,154,50	194,114,158,205,208,53	172	149	0.0	0.0	0.718,0.74,0.796,0.772,0.731,0.774	0.369,0.406,0.414,0.365,0.391,0.45	0.356
962	AT4G11970		chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	962	15,34,32	16,31,35	66,55,42	7,6,9	153	149	5.50721501735e-09	3.60722583636425e-07	0.477,0.516,0.471	0.902,0.899,0.82	-0.386	1071		7182945	7183002	7183224	7183277	1071	38,45,50,43,53,39	29,40,33,29,30,63	41,36,54,44,82,31	5,4,7,15,0,4	153	149	3.60292018442e-10	1.261022064547e-08	0.561,0.523,0.596,0.591,0.632,0.376	0.889,0.898,0.883,0.741,1.0,0.883	-0.336
966	AT1G05950		chr1	-	1804951	1805106	1804962	1805106	1804815	1804882	966	18,25,15	4,2,2	19,22,15	20,16,12	160	149	0.000112441311416	0.003535154830919	0.807,0.921,0.875	0.469,0.561,0.538	0.345	1077		1804962	1805106	1804815	1804882	1077	34,23,31,21,21,23	4,3,7,8,12,7	12,14,27,28,34,11	22,16,12,33,34,10	160	149	0.000490613054262	0.0091807789361899	0.888,0.877,0.805,0.71,0.62,0.754	0.337,0.449,0.677,0.441,0.482,0.506	0.294
976	AT2G43490		chr2	-	18058044	18058198	18058056	18058198	18057838	18057937	976	19,34,32	7,9,19	11,24,14	31,34,28	161	149	0.000104451035919	0.003350959764585	0.715,0.778,0.609	0.247,0.395,0.316	0.381	1090		18058056	18058198	18057838	18057937	1090	110,175,97,131,135,121	25,53,50,35,57,29	35,22,31,71,55,25	79,54,99,144,79,26	161	149	0.0	0.0	0.803,0.753,0.642,0.776,0.687,0.794	0.291,0.274,0.225,0.313,0.392,0.471	0.415
1070	AT2G39730		chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1070	22155,32625,36956	21002,31563,36071	56064,55943,45550	19218,17928,14669	160	149	2.44249065418e-15	2.953534852593047e-13	0.496,0.49,0.488	0.731,0.744,0.743	-0.248	1196		16571190	16571472	16570745	16571066	1196	18543,31518,21167,18251,22590,21885	19897,33390,21739,19117,23272,22858	49804,33987,40542,50340,57538,20767	17666,12197,14310,18025,22021,7347	160	149	0.0	0.0	0.465,0.468,0.476,0.471,0.475,0.471	0.724,0.722,0.725,0.722,0.709,0.725	-0.25
1071	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1071	21,34,41	0,4,5	14,11,17	24,17,12	155	149	5.76633965022e-08	3.0215619767152805e-06	1.0,0.891,0.887	0.359,0.383,0.577	0.486	1197		29293206	29293272	29293400	29293478	1197	82,159,88,70,95,102	6,3,1,5,9,6	35,17,20,26,26,9	42,22,25,45,59,20	155	149	0.0	0.0	0.929,0.981,0.988,0.931,0.91,0.942	0.445,0.426,0.435,0.357,0.298,0.302	0.57
1094	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1094	13,42,48	44,82,90	141,145,122	14,12,6	161	149	0.0	0.0	0.215,0.322,0.33	0.903,0.918,0.95	-0.635	1224		6550477	6550669	6550762	6552108	1224	44,99,57,50,94,67	80,122,73,77,126,119	134,106,129,191,213,76	7,14,8,9,20,9	161	149	0.0	0.0	0.337,0.429,0.419,0.375,0.408,0.343	0.947,0.875,0.937,0.952,0.908,0.887	-0.533
1094	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1094	13,42,48	44,82,90	141,145,122	14,12,6	161	149	0.0	0.0	0.215,0.322,0.33	0.903,0.918,0.95	-0.635	1225		6550477	6550669	6550768	6551919	1225	6,5,2,6,13,6	38,70,69,46,61,48	16,11,18,27,29,4	11,8,6,1,15,9	161	149	1.01068153846e-10	3.8203762153788e-09	0.127,0.062,0.026,0.108,0.165,0.104	0.574,0.56,0.735,0.962,0.641,0.291	-0.528
1105	AT4G15090		chr4	+	8614059	8614344	8614059	8614273	8614692	8616929	1105	7,15,18	7,12,13	21,19,30	3,1,1	220	149	1.30326353753e-06	5.537108867559892e-05	0.404,0.458,0.484	0.826,0.928,0.953	-0.454	1238		8614059	8614273	8614692	8616929	1238	67,57,83,69,97,84	40,48,35,37,48,42	89,43,78,136,115,21	2,8,10,10,15,3	220	149	2.54123388999e-11	1.0915754663820683e-09	0.531,0.446,0.616,0.558,0.578,0.575	0.968,0.784,0.841,0.902,0.839,0.826	-0.309
1143	AT1G16560		chr1	+	5668392	5668739	5668392	5668709	5668918	5669039	1143	9,18,11	1,2,2	2,1,4	10,13,10	179	149	7.93067833627e-11	6.144906615295943e-09	0.882,0.882,0.821	0.143,0.06,0.25	0.711	1277		5668392	5668709	5668918	5669039	1277	27,34,34,22,28,26	2,11,3,4,7,4	5,8,6,10,14,5	8,13,10,27,36,5	179	149	4.4741987892399993e-14	2.4160673461896e-12	0.918,0.72,0.904,0.821,0.769,0.844	0.342,0.339,0.333,0.236,0.245,0.454	0.504
