ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4642	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611552	15611627	15611720
4765	"AT4G35300"	NA	chr4	-	16798992	16799635	16798992	16799101	16799455	16799635
4793	"AT2G44798"	NA	chr2	-	18467672	18468395	18467672	18467841	18468099	18468395
4878	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
4951	"AT4G02120"	NA	chr4	+	943410	943787	943410	943496	943706	943787
4957	"AT2G30480"	NA	chr2	-	12991852	12992281	12991852	12991974	12992224	12992281
5106	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5113	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145114	9145412	9145696
5114	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5151	"AT3G10110"	NA	chr3	+	3116761	3117671	3116761	3116952	3117292	3117671
5185	"AT1G79790"	NA	chr1	-	30017371	30017764	30017371	30017442	30017712	30017764
5220	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5224	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5235	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5246	"AT3G14150"	NA	chr3	-	4692025	4692457	4692025	4692103	4692332	4692457
5399	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
