1	8182206	8182218	8182128	AT1G23080	-
1	8556140	8556145	8555849	AT1G24160	-
1	8571	8594	8464	AT1G01020	-
1	8768808	8768836	8768903	AT1G24793_and_AT1G24800	+
1	9303845	9303909	9303439	AT1G26850	-
1	9611876	9612429	9612590	AT1G27630	+
2	11314985	11315020	11314742	AT2G26590	-
2	11316613	11316793	11316999	AT2G26600	+
2	11650691	11650729	11650817	AT2G27230	+
2	12675644	12675699	12675568	AT2G29650	-
2	13729206	13729242	13729567	AT2G32320	+
2	14709808	14709812	14709931	AT2G34860	+
2	14725545	14725584	14725183	AT2G34900	-
2	15143475	15143478	15143351	AT2G36060	-
2	16033727	16033742	16033654	AT2G38280	-
2	1646031	1646066	1646155	AT2G04690	+
2	16571180	16571191	16571066	AT2G39730	-
2	1679886	1679909	1680015	AT2G04790	+
2	17345988	17345993	17345768	AT2G41600	-
2	18058045	18058057	18057937	AT2G43490	-
2	182005	182017	181847	AT2G01420	-
2	19002161	19002230	19002322	AT2G46270	+
2	19537255	19537260	19537350	AT2G47640	+
2	19663657	19663669	19663747	AT2G48070	+
2	2068646	2068651	2068738	AT2G05590	+
2	520977	520981	520660	AT2G02080	-
2	7341210	7341247	7341489	AT2G16930	+
2	7401232	7401235	7401633	AT2G17033	+
2	7401232	7401248	7401633	AT2G17033	+
2	7606823	7606870	7606944	AT2G17500	+
2	8584261	8584264	8584469	AT2G19880	+
2	9789746	9789750	9789845	AT2G22990	+
3	101514	101532	101356	AT3G01310	-
3	11978927	11979358	11978842	AT3G30390	-
3	128880	128892	128483	AT3G01340	-
3	1355275	1355277	1355718	AT3G04910	+
3	1539728	1539763	1540550	AT3G05380	+
3	15987551	15987742	15987932	AT3G44310	+
3	1642849	1642890	1642265	AT3G05640	-
3	17248518	17248615	17248395	AT3G46830	-
3	1944682	1944688	1944770	AT3G06400	+
3	19495266	19495269	19495028	AT3G52560	-
3	21114162	21114207	21114059	AT3G57050	-
3	21935804	21935812	21935624	AT3G59360	-
3	22636515	22636536	22636629	AT3G61160	+
3	2326719	2326725	2326220	AT3G07300	-
3	23434944	23434950	23434825	AT3G63460	-
3	23442678	23442690	23442601	AT3G63480	-
3	2394568	2394574	2394486	AT3G07510	-
3	2966513	2966520	2966616	AT3G09670	+
3	3170842	3170892	3170449	AT3G10250	-
3	4185358	4185382	4185464	AT3G13062_and_AT3G13065	+
3	4220273	4220289	4220100	AT3G13120	-
3	448168	448198	448000	AT3G02260	-
3	4636597	4636611	4637143	AT3G14010	+
3	4638932	4638938	4639007	AT3G14010	+
3	4692927	4692931	4692688	AT3G14150	-
3	53911	53958	54129	AT3G01150	+
3	604235	604434	603856	AT3G02780	-
3	6748904	6748909	6748991	AT3G19460	+
3	6903989	6904068	6904568	AT3G19860	+
3	7006706	7006734	7006635	AT3G20070	-
3	7423328	7423334	7423408	AT3G21175	+
3	7548863	7548875	7548778	AT3G21430	-
3	8115269	8115279	8115635	AT3G22900	+
4	12426711	12426729	12427055	AT4G23910	+
4	12567238	12567251	12567144	AT4G24230	-
4	12647524	12647548	12647609	AT4G24470	+
4	13346388	13346405	13346067	AT4G26400	-
4	13435596	13435652	13434925	AT4G26630	-
4	13539828	13539832	13540218	AT4G26965	+
4	13937258	13937285	13936536	AT4G28025	-
4	15039550	15039566	15039642	AT4G30900	+
4	15155467	15155576	15155118	AT4G31170	-
4	15156073	15156078	15156669	AT4G31180	+
4	15212726	15212741	15213049	AT4G31350	+
4	15609106	15609117	15609790	AT4G32330	+
4	15879538	15879546	15879418	AT4G32900	-
4	17974505	17974519	17974419	AT4G38380	-
4	18315838	18315860	18316263	AT4G39390	+
4	18561989	18561993	18561884	AT4G40050	-
4	2122895	2123117	2123194	AT4G04340	+
4	6249105	6249116	6248662	AT4G09980	-
4	6308816	6308849	6309085	AT4G10100	+
4	6308832	6308849	6309085	AT4G10100	+
4	6722029	6722138	6721885	AT4G10970	-
4	693500	693515	693613	AT4G01600	+
4	8552747	8552769	8552924	AT4G14965	+
4	8614273	8614344	8614693	AT4G15090	+
4	9638820	9638824	9638926	AT4G17150	+
4	9785984	9785996	9785903	AT4G17570	-
5	13525621	13525642	13525279	AT5G35330	-
5	14975878	14975902	14975574	AT5G37690	-
5	15065479	15065512	15065605	AT5G37850	+
5	16228022	16228049	16228120	AT5G40500	+
5	17187282	17187297	17187201	AT5G42870	-
5	17220362	17220386	17219258	AT5G42940	-
5	17843415	17843433	17843307	AT5G44290	-
5	18056573	18056585	18056668	AT5G44750	+
5	18967803	18967823	18967717	AT5G46740	-
5	2055286	2055367	2055047	AT5G06670	-
5	20580493	20580565	20580856	AT5G50565	+
5	24288720	24288724	24289224	AT5G60390	+
5	24604075	24604081	24603983	AT5G61150	-
5	24654770	24654845	24653752	AT5G61300_and_AT5G61310	-
5	24744051	24744078	24744194	AT5G61530	+
5	24850426	24850431	24850548	AT5G61880	+
5	25345802	25345811	25346145	AT5G63190	+
5	3452076	3452085	3451575	AT5G10940	-
5	3740877	3740942	3741504	AT5G11630_and_AT5G11640	+
5	4283694	4283699	4283783	AT5G13360	+
5	6196327	6196336	6196207	AT5G18620	-
5	6213067	6213160	6213280	AT5G18640	+
5	7650681	7650710	7651266	AT5G22875	+
5	9194101	9194106	9194278	AT5G26240	+
5	9480770	9480786	9481353	AT5G26940	+
5	9814342	9814369	9814460	AT5G27710	+
