Geneid	Chr	Start	End	Strand	Length	logFC	abs	exon.F	P.Value	FDR
AT3G03773	3	952867	953062	+	196	2.06085838536216	2.06085838536216	29.0082770841364	3.63567610602572E-06	0.00321930802282453
AT4G03205	4	1413844	1414037	+	194	-2.05813826222277	2.05813826222277	26.8123021026454	3.13334926883647E-06	0.00286824251515829
AT2G27730	2	11821647	11821651	-	5	2.0394269084199	2.0394269084199	22.0768190566761	6.28320649732625E-05	0.0330021397586284
AT2G39440	2	16469317	16469496	-	180	2.02554828861179	2.02554828861179	23.6756380654702	8.91856101127101E-05	0.0434629067872293
AT2G13360	2	5538740	5538935	-	196	-2.02168994278681	2.02168994278681	29.2046415121583	1.62729641970428E-05	0.011141641297552
AT3G44590	3	16164932	16164997	+	66	-1.97480079466142	1.97480079466142	21.6106428497274	7.62889232716129E-05	0.0389048766169578
AT1G21130	1	7400605	7400736	-	132	1.95611581398993	1.95611581398993	32.6451823595077	6.73575909888091E-05	0.0348300447022209
AT5G49970	5	20332470	20332486	+	17	1.9527111825328	1.9527111825328	54.8795629127601	1.12094652194321E-08	2.7118498732111E-05
AT4G19040	4	10433202	10433216	-	15	-1.95266970224195	1.95266970224195	27.5483181594854	8.28350764155893E-05	0.0410867001394416
AT3G14150	3	4692927	4692930	-	4	-1.94090771920257	1.94090771920257	47.1791554778667	4.42765197108839E-07	0.000627493763445271
AT5G53140	5	21548797	21549020	+	224	1.93305467751092	1.93305467751092	63.2237814199737	5.60734216520837E-09	1.61632234437893E-05
AT3G13970	3	4613969	4614055	-	87	1.8375675179847	1.8375675179847	43.5145652092788	1.09068656451413E-07	0.000202416485461979
AT5G67420	5	26906025	26906451	-	427	-1.83323157931624	1.83323157931624	28.618896676826	3.00157691145954E-05	0.0183174611175998
AT1G05560	1	1647148	1647435	-	288	1.82667715057967	1.82667715057967	24.4064164019935	7.68947533859635E-05	0.0389048766169578
AT3G19460	3	6748905	6748909	+	5	-1.82397929826183	1.82397929826183	52.5363419526977	4.84071215001361E-09	1.45708458344716E-05
AT4G26600	4	13422636	13422713	+	78	1.81195646124925	1.81195646124925	30.7362768101478	5.13508958586404E-07	0.000702213949388405
AT5G22450+AT5G22460	5	7445401	7445573	-	173	1.81153188659174	1.81153188659174	21.819524771358	3.97502494275847E-05	0.0225325702592063
AT4G01960	4	852720	852974	-	255	1.7601758612633	1.7601758612633	46.4424932683292	2.03388834611772E-07	0.000330606166350405
AT2G41640+AT2G41650	2	17362891	17363788	+	898	-1.75304614898119	1.75304614898119	202.518507794435	2.7680014406911E-17	1.25001099727316E-12
AT5G63190	5	25345803	25345811	+	9	-1.75268473753192	1.75268473753192	64.2853436068895	3.14061349363532E-08	6.56648760864361E-05
AT1G77080	1	28955864	28958310	+	2447	1.74898677819714	1.74898677819714	119.556149493117	7.82348795174009E-18	5.29955250362922E-13
AT3G06160+AT3G06170	3	1866738	1866832	+	95	1.74690644338352	1.74690644338352	33.3854847047481	8.87629895301361E-07	0.00107369931210391
AT1G31850	1	11430449	11430452	+	4	-1.72500346291172	1.72500346291172	31.1700888547395	1.48371762225968E-06	0.00153443584754578
AT5G64980	5	25963011	25963189	-	179	1.7213734942349	1.7213734942349	27.6906005109623	8.30965606091542E-05	0.0410867001394416
AT4G26600	4	13423254	13423357	+	104	1.7095288022011	1.7095288022011	26.0299687767483	3.82240756852469E-06	0.0033409815004425
AT3G26890+AT3G26900	3	9910793	9910872	-	80	1.69310943110041	1.69310943110041	76.2325379043095	1.41758951203873E-14	2.74360274159975E-10
AT1G51690	1	19164691	19165973	+	1283	1.68929000929501	1.68929000929501	31.3685883578763	2.62295785221201E-07	0.000396692457721223
AT3G21175	3	7423762	7424132	+	371	1.68587110328563	1.68587110328563	43.4485618900903	2.18401028545465E-08	5.01500585513263E-05
AT1G53490+AT1G07887	1	19963267	19964105	+	839	1.68089561745585	1.68089561745585	19.7837522086895	3.80318015428054E-05	0.0218325102093906
AT4G15233+AT4G15230	4	8683431	8683534	+	104	1.6808354011443	1.6808354011443	17.8897805587085	3.43348154357017E-05	0.0203011553029325
AT2G41640+AT2G41650	2	17362645	17362890	+	246	-1.66732992472715	1.66732992472715	86.3349950724706	1.47102662875399E-11	1.04890392426491E-07
AT3G45040	3	16473016	16473100	-	85	1.66459123438649	1.66459123438649	31.1888892984699	2.71575673185481E-05	0.0168002415761747
AT4G09980	4	6249105	6249115	-	11	1.66328904884861	1.66328904884861	23.4218605630983	1.9530030271247E-05	0.0129067777614049
AT2G06025	2	2350116	2350118	+	3	-1.64607101504797	1.64607101504797	31.8922866326439	1.75382068327384E-05	0.0118802059264287
AT4G24730	4	12753644	12754010	-	367	1.64058851019789	1.64058851019789	47.8827427835381	9.65243308733682E-07	0.00113267998574067
AT5G63700	5	25494408	25494577	-	170	1.63747900689459	1.63747900689459	48.0913568427169	6.18237982661512E-09	1.71902273341291E-05
AT5G15270	5	4960734	4960847	+	114	1.63001265955475	1.63001265955475	64.567881993901	1.89565363022823E-10	9.17212008985929E-07
AT3G48880	3	18127231	18127860	+	630	1.62248925704188	1.62248925704188	37.9823614140742	2.96192703169301E-06	0.00272976837006602
AT4G12720	4	7489237	7489335	+	99	-1.61501400492961	1.61501400492961	26.7692271379218	2.70319861693085E-05	0.0167992634047962
AT2G02790	2	790798	790895	+	98	1.60825948169156	1.60825948169156	29.6698786903905	8.82779790253491E-05	0.0431758990700226
AT5G63510	5	25424966	25425046	+	81	1.59427465086248	1.59427465086248	49.1456224829473	7.99094012104769E-07	0.000993207876806696
AT1G70180	1	26428458	26428659	+	202	1.58133224760672	1.58133224760672	20.6068513461954	3.02279084889073E-05	0.0183641999383865
AT5G58840	5	23762060	23762430	+	371	1.56974986914981	1.56974986914981	26.7270607328992	6.805578666725E-06	0.00532951552954087
AT1G55490	1	20718831	20718847	-	17	1.54899232453468	1.54899232453468	35.814674050016	9.13417570840862E-06	0.00682211818468299
AT1G70610	1	26622787	26622797	+	11	1.53781685366262	1.53781685366262	23.248098114276	7.63972502513552E-05	0.0389048766169578
AT1G08040	1	2498480	2498483	-	4	1.5362762660661	1.5362762660661	68.6359043655749	7.8599284518788E-08	0.000154325708232411
AT3G21175	3	7423329	7423334	+	6	-1.53037912147532	1.53037912147532	20.0597511056058	4.11748138008234E-05	0.0230507496863965
AT1G10840	1	3610174	3610289	-	116	1.51857350677461	1.51857350677461	79.3707703553968	4.68724851348093E-08	9.4884199581315E-05
AT5G22450+AT5G22460	5	7443508	7443949	-	442	1.51751188563938	1.51751188563938	89.0232811887986	8.84838936658598E-16	1.99793682434389E-11
AT1G08900	1	2852604	2852715	+	112	1.51712420620664	1.51712420620664	73.562893092916	1.39532122708091E-12	1.57529441002057E-08
AT5G65050	5	25982600	25984680	+	2081	1.50778566252205	1.50778566252205	90.0356380694023	2.86228477020767E-13	3.87776616098194E-09
AT2G15000	2	6481828	6481870	-	43	-1.50585509036122	1.50585509036122	38.5036752763141	3.6247324115706E-07	0.000522416486866768
AT4G01100	4	477563	477948	+	386	1.50263414547457	1.50263414547457	43.3790356235618	3.60998255279227E-05	0.0210807420813445
AT1G51720	1	19185666	19185849	+	184	1.486333038688	1.486333038688	24.4540730152404	0.000103665298174822	0.0483283669770491
AT2G02080	2	520977	520980	-	4	1.47821456922979	1.47821456922979	32.1265382914467	1.36412439397407E-06	0.00144381909880328
AT5G59890	5	24122601	24122674	+	74	1.47733930580164	1.47733930580164	30.0792775791412	3.34657038360909E-06	0.00302257774953728
AT5G19390	5	6537140	6537432	+	293	1.47579193942436	1.47579193942436	55.0057819803331	2.13206905037779E-11	1.37546881336706E-07
AT5G22450+AT5G22460	5	7445380	7445400	-	21	1.45060385395302	1.45060385395302	19.4773805537951	0.000103541941931403	0.0483283669770491
AT5G59890	5	24122675	24123088	+	414	1.44778034899616	1.44778034899616	69.5804848039839	5.9865055624882E-10	2.38541117821993E-06
AT1G66940	1	24973603	24973729	-	127	1.44580531413695	1.44580531413695	30.9069714743612	1.474855634813E-06	0.00153443584754578
AT4G31150	4	15144318	15144492	-	175	1.42483927757852	1.42483927757852	38.7158770488054	7.67099753132926E-07	0.00096226981810132
AT5G22450+AT5G22460	5	7444395	7444606	-	212	1.42172297065502	1.42172297065502	43.637593181353	6.2174016399144E-09	1.71902273341291E-05
AT4G17310	4	9686444	9686497	-	54	-1.40524090401069	1.40524090401069	36.8065782202054	1.53608963233436E-06	0.00157656326673784
AT4G23910	4	12426712	12426729	+	18	-1.39687511578417	1.39687511578417	47.9093480048664	2.63528552199693E-07	0.000396692457721223
AT1G27900	1	9716399	9716537	-	139	1.39106949074974	1.39106949074974	41.9777447474535	6.11625480908505E-07	0.000804483465073034
AT2G16930	2	7341211	7341247	+	37	1.39038897043263	1.39038897043263	63.8706012150214	7.84751775819914E-10	2.95323891901473E-06
AT5G18620	5	6196327	6196335	-	9	1.37000849223045	1.37000849223045	53.2869681825572	4.43160303867671E-11	2.50160298530768E-07
AT2G25880	2	11037213	11038191	-	979	1.35611838639864	1.35611838639864	38.5386533551034	9.53903108381272E-08	0.000182018148334194
AT2G04790	2	1679887	1679909	+	23	-1.32713600659011	1.32713600659011	24.6240928275054	1.08270721397997E-05	0.00784401111954962
AT1G55490	1	20718886	20719068	-	183	1.31705530216889	1.31705530216889	42.9928712594854	1.16769729957945E-06	0.0012757846351002
AT4G25970+AT4G25980	4	13190079	13190241	+	163	1.30962555152905	1.30962555152905	35.6915480206195	2.26590163191277E-06	0.00217716185310836
AT3G13120	3	4220273	4220288	-	16	-1.30943552175224	1.30943552175224	42.9925900268954	2.12829348705897E-07	0.000339219935340912
AT3G26890+AT3G26900	3	9910873	9910944	-	72	1.30404151300125	1.30404151300125	51.4534585644255	1.58704519468653E-10	7.96332255132377E-07
AT2G06025	2	2350017	2350115	+	99	-1.30028957496123	1.30028957496123	41.810328979128	8.80145742843682E-07	0.00107369931210391
AT5G66460+AT5G66470	5	26541562	26541692	-	131	1.28995275153673	1.28995275153673	19.657695493071	3.06744066989609E-05	0.0184698100922748
AT4G24230	4	12567145	12567237	-	93	-1.28896575464536	1.28896575464536	48.7428648064853	7.62506538011284E-10	2.95151030733408E-06
AT3G06160+AT3G06170	3	1866932	1867192	+	261	1.28466546556126	1.28466546556126	32.5394139454753	1.21998667177117E-06	0.00132225083454571
AT3G01310	3	101357	101513	-	157	1.27493167394726	1.27493167394726	16.2453966007232	9.09044354663215E-05	0.0441417602441086
AT2G22570	2	9589983	9590080	-	98	1.26181845340923	1.26181845340923	41.4716015262802	9.69831842409229E-07	0.00113267998574067
AT3G26890+AT3G26900	3	9910945	9911367	-	423	1.25974533793028	1.25974533793028	91.0590369426831	1.6022975867902E-16	5.42690181157906E-12
AT2G19080	2	8264195	8264304	+	110	1.25738700572168	1.25738700572168	23.6525019788755	2.53024568562935E-05	0.016018346962509
AT3G01990	3	330869	331459	+	591	-1.25720271627951	1.25720271627951	22.4226646835079	0.00010363889550435	0.0483283669770491
AT2G35390	2	14897216	14897437	-	222	1.25374572344797	1.25374572344797	76.3604742355332	1.67138750444009E-11	1.13218118163267E-07
AT5G03500	5	877899	878112	-	214	1.25277678345106	1.25277678345106	26.1492956861738	1.32415550144773E-05	0.0093434343242258
AT1G27900	1	9716340	9716398	-	59	1.25204821023553	1.25204821023553	29.5493511714177	2.85738633614893E-05	0.0175960448203993
AT2G06025	2	2350119	2350201	+	83	-1.24788468864825	1.24788468864825	29.8206821099017	3.29121242773621E-05	0.0197295078444622
AT5G22450+AT5G22460	5	7444043	7444310	-	268	1.24474086884107	1.24474086884107	52.0601430660492	2.19764530430258E-10	9.92441968454348E-07
AT2G25740	2	10980345	10980620	+	276	1.23790722049583	1.23790722049583	43.5268874764001	2.1368791601277E-08	4.9913812906169E-05
AT4G32330	4	15609107	15609117	+	11	1.22025654186161	1.22025654186161	49.1868205321116	2.09011999161127E-05	0.0136137152030534
AT2G32260	2	13697824	13698253	+	430	1.21880835274946	1.21880835274946	102.267129453016	2.38466300622848E-10	1.04215927341233E-06
AT3G13970	3	4613756	4613905	-	150	1.21817011451782	1.21817011451782	22.1481384919178	9.82821203344324E-05	0.0468840320375642
AT3G27690	3	10257230	10257489	+	260	-1.21404157413445	1.21404157413445	29.7938742789996	2.34415005369465E-05	0.0150512208992627
AT5G35330	5	13525621	13525641	-	21	-1.20586172760002	1.20586172760002	28.1263514794609	4.42940405510521E-06	0.00373475329063043
AT2G35390	2	14897108	14897215	-	108	1.2002876465126	1.2002876465126	56.3588780632409	1.20482078262082E-09	4.41153270237578E-06
AT3G23050	3	8196211	8196522	+	312	1.19259031946229	1.19259031946229	51.5019394355494	1.03938931090195E-08	2.5884464870019E-05
AT1G23080	1	8182206	8182217	-	12	1.18886575378008	1.18886575378008	85.4232932334098	3.75860226952324E-13	4.62916289336791E-09
AT2G34410+AT2G08665	2	14519614	14519647	+	34	-1.18158620284362	1.18158620284362	32.268637241083	2.5482736666504E-07	0.00039231252251189
AT5G22450+AT5G22460	5	7445018	7445286	-	269	1.17396146873834	1.17396146873834	37.1301702370156	8.31968653375094E-08	0.000161019213174216
AT5G25630	5	8948573	8948647	+	75	1.16592670231534	1.16592670231534	27.2836788607507	2.03729487453582E-05	0.0133337504836891
AT1G55490	1	20718848	20718885	-	38	1.1603389744929	1.1603389744929	29.0812869623091	6.38920466809031E-05	0.0332952757237358
AT2G29340	2	12598017	12598114	+	98	-1.15821316476612	1.15821316476612	35.7231659757712	1.98117024660858E-06	0.0019449636425365
AT2G04360	2	1519947	1520012	-	66	1.15786289302885	1.15786289302885	24.4207419205731	1.15863368432694E-05	0.00830525789869019
AT5G37850	5	15065480	15065512	+	33	-1.15691687268544	1.15691687268544	38.9797557016473	3.150487123827E-08	6.56648760864361E-05
AT5G46410+AT5G46420	5	18828891	18829221	+	331	1.14872564933108	1.14872564933108	51.8308589438449	1.0508315504001E-08	2.5884464870019E-05
AT1G54440	1	20326957	20327359	+	403	1.14407319448173	1.14407319448173	45.0006536543012	5.67347333826293E-07	0.000761020614773451
AT4G26965	4	13539829	13539832	+	4	1.14155495355189	1.14155495355189	53.4106606086347	7.12528823596357E-07	0.000902168037039133
AT3G04700+AT3G04710	3	1276668	1277443	+	776	1.1406831688338	1.1406831688338	33.1804285074771	1.96788519343676E-07	0.00032914216078571
AT2G04270+AT2G04755	2	1479377	1479539	+	163	1.1244548730614	1.1244548730614	23.4861439109411	9.82660579151147E-05	0.0468840320375642
AT1G69340	1	26065898	26066226	+	329	1.10682494374075	1.10682494374075	35.6446458483765	1.67124527521748E-06	0.00170238321350311
AT2G34410+AT2G08665	2	14519575	14519613	+	39	-1.0972875358381	1.0972875358381	28.355564086946	1.35499042438468E-06	0.00144381909880328
AT3G06160+AT3G06170	3	1866137	1866659	+	523	1.09434395180636	1.09434395180636	37.9707133189347	1.59096689040911E-07	0.000287388016505126
AT5G11640+AT5G11630	5	3740878	3740942	+	65	-1.09281485863127	1.09281485863127	86.5679447711495	9.3263514998404E-14	1.40390605388375E-09
AT2G06025	2	2348914	2348977	+	64	-1.09088743537143	1.09088743537143	32.1747426936741	1.60980762720865E-05	0.0111272202917844
AT4G24740	4	12755049	12755141	-	93	1.08515728147388	1.08515728147388	64.4248983506244	1.34656313747979E-11	1.03108575383535E-07
AT4G32590	4	15722070	15722237	+	168	1.08252559508052	1.08252559508052	26.8533590695908	5.22277616463927E-06	0.00425541945790875
AT2G04040	2	1334270	1334664	-	395	1.08178325253146	1.08178325253146	103.63913646016	1.36993043660494E-11	1.03108575383535E-07
AT1G10585+AT1G10580	1	3494296	3494613	-	318	-1.07961390942969	1.07961390942969	22.9363607136607	8.14116688012603E-05	0.0405495958303572
AT2G46420	2	19054066	19054760	+	695	1.07522801083683	1.07522801083683	21.7981275366066	2.1561948731758E-05	0.013912153408345
AT1G54030	1	20169030	20169099	+	70	1.07426627691346	1.07426627691346	33.878995453748	1.78877550692954E-06	0.00178190976564559
AT5G40810	5	16340260	16340588	+	329	1.07202965672618	1.07202965672618	36.3945403956698	6.28482267063739E-05	0.0330021397586284
AT5G22300	5	7379825	7380727	+	903	1.06846633426399	1.06846633426399	30.465163209957	4.3024020367966E-06	0.00368911913380462
AT2G28550	2	12226969	12227013	-	45	1.05858367308821	1.05858367308821	21.2683130259601	6.83496095667298E-05	0.0352086251136176
AT4G09000	4	5776372	5776438	+	67	1.04884441424073	1.04884441424073	134.667203543946	8.10191558292841E-11	4.3905252773759E-07
AT1G13450	1	4613708	4613754	-	47	1.03398844860396	1.03398844860396	26.1424208772681	8.16660867113114E-06	0.00625082378275427
AT5G10710	5	3382198	3382326	+	129	1.02644606423757	1.02644606423757	28.3257072477218	6.65177253262551E-06	0.00526582258889225
AT2G36680	2	15369367	15369448	-	82	1.01516677850859	1.01516677850859	74.5715972661078	9.57236170140881E-12	8.64562945722309E-08
AT2G34410+AT2G08665	2	14519442	14519498	+	57	-1.01449765363938	1.01449765363938	23.9030926833917	9.16477590171323E-06	0.00682211818468299
AT3G57050	3	21114060	21114112	-	53	0.993070933710385	0.993070933710385	30.5669525882996	5.03617417031405E-05	0.0274012371183055
AT2G23980	2	10202912	10202980	-	69	0.979949395608674	0.979949395608674	33.9000272118101	2.01899299551537E-07	0.000330606166350405
AT2G38170	2	15989509	15990228	-	720	0.977130035531319	0.977130035531319	47.6387806569286	4.94736347145436E-09	1.45708458344716E-05
AT5G48545+AT5G48543	5	19677601	19677693	+	93	0.974388278617589	0.974388278617589	21.2684935669421	3.41124977383089E-05	0.0202697060025904
AT4G30993+AT4G08425	4	15099411	15099503	+	93	-0.971715408679417	0.971715408679417	26.5785578000114	7.48968260924054E-06	0.00578812929862275
AT3G24575+AT3G04755	3	8967516	8968260	+	745	0.968496685560265	0.968496685560265	60.5425578800018	1.67766527581747E-07	0.00029517757952883
AT4G14710	4	8426151	8426275	-	125	-0.961613545199967	0.961613545199967	22.2882829196133	5.30544936921243E-05	0.0286363214996877
AT5G46410+AT5G46420	5	18825103	18825239	+	137	0.961442844617338	0.961442844617338	36.8956807496258	1.3792688410457E-06	0.00144853165928054
AT1G52360	1	19505448	19505698	+	251	0.960144869748314	0.960144869748314	45.4929646852504	5.17497162911719E-10	2.12452971627133E-06
AT5G66100+AT5G66110	5	26430392	26430815	+	424	0.951325929586799	0.951325929586799	21.7129519221615	2.52586107713802E-05	0.016018346962509
AT5G46410+AT5G46420	5	18825916	18826172	+	257	0.948876634611672	0.948876634611672	73.1268665082106	1.06835661960302E-11	9.04617613191108E-08
AT2G34410+AT2G08665	2	14519209	14519346	+	138	-0.939611100921003	0.939611100921003	25.8911461331119	3.89729917113885E-06	0.00336304647839203
AT4G24230	4	12567238	12567250	-	13	-0.936786463972531	0.936786463972531	26.8582049175316	2.38924969706774E-06	0.00227951246802355
AT5G37850	5	15065513	15065604	+	92	-0.936760992440709	0.936760992440709	28.9136861664913	9.97639850395009E-07	0.00114540891230352
AT3G10490	3	3268295	3268565	+	271	0.936006645931581	0.936006645931581	25.2650029393526	3.85966462086809E-05	0.0219705732565532
AT1G01020	1	8571	8593	-	23	-0.93355058427953	0.93355058427953	26.5743820432201	3.40584059642299E-06	0.0030557382272993
AT5G66160	5	26446705	26446800	+	96	0.928177870361274	0.928177870361274	31.0146881236079	5.96906891065747E-05	0.0315889655421114
AT3G25840	3	9452493	9452558	-	66	-0.917398061593264	0.917398061593264	26.9119299251494	6.1310451923511E-06	0.00488601023864319
AT5G49840	5	20257877	20257981	+	105	0.903768342269657	0.903768342269657	23.0438955771222	3.3454659079322E-05	0.0199663889988916
AT5G44290	5	17843577	17843678	-	102	-0.897518207243165	0.897518207243165	24.6107305528122	4.51125792708383E-06	0.00377269260151521
AT2G43910	2	18186254	18186409	-	156	0.890030560894559	0.890030560894559	143.979607175897	2.61085183898121E-14	4.4214123180187E-10
AT3G46668	3	17192204	17192266	+	63	0.888257455022045	0.888257455022045	25.4311470035876	8.04828305690762E-05	0.0403838997031011
AT4G34265	4	16402736	16402780	+	45	-0.880900090265962	0.880900090265962	27.9069132972394	4.73503146379125E-06	0.00391154019909458
AT3G25840	3	9452135	9452183	-	49	-0.879981887311182	0.879981887311182	22.38340472133	3.72576613698567E-05	0.0214791210513423
AT4G35770	4	16945675	16945774	+	100	-0.873412839933707	0.873412839933707	57.2786195958901	1.65153451536127E-09	5.88806823873983E-06
AT4G35770	4	16945514	16945603	+	90	-0.872053924507622	0.872053924507622	66.9676466632013	2.13635004279774E-10	9.92441968454348E-07
AT5G22875	5	7650711	7651265	+	555	0.870935304470557	0.870935304470557	24.3443631222715	1.81702564523202E-05	0.0121864851665715
AT2G33620	2	14236863	14236883	+	21	-0.867636096108253	0.867636096108253	32.8020949344974	6.38979885160049E-05	0.0332952757237358
AT2G34410+AT2G08665	2	14518406	14518751	+	346	-0.858824762406837	0.858824762406837	29.0354375405324	1.01301986444019E-06	0.00115329332096327
AT3G17185	3	5861606	5861997	+	392	0.854984856268293	0.854984856268293	27.7015717980548	3.6565361324883E-05	0.0212064032736728
AT3G27700	3	10256895	10257116	-	222	0.850431728139915	0.850431728139915	92.7015991392288	5.42922493909721E-12	5.65800412537701E-08
AT1G18660	1	6421304	6421381	+	78	0.842590810255968	0.842590810255968	28.9181582488524	9.91403777415717E-07	0.00114540891230352
AT3G09390	3	2890292	2890520	-	229	-0.834451685543865	0.834451685543865	25.5467385780403	3.54638539016174E-05	0.0207990129821789
AT3G26890+AT3G26900	3	9911368	9911414	-	47	0.834369443951918	0.834369443951918	21.4253156646934	3.6628075156405E-05	0.0212064032736728
AT2G34410+AT2G08665	2	14520419	14520674	+	256	-0.828796108269328	0.828796108269328	39.0832166615221	1.60696045004692E-08	3.81943487458697E-05
AT2G34410+AT2G08665	2	14521043	14521129	+	87	-0.826707902361854	0.826707902361854	29.9059219120754	6.98289524595069E-07	0.000892479888802743
AT5G46410+AT5G46420	5	18826296	18826417	+	122	0.824314388696518	0.824314388696518	42.1703478140731	2.44899475770449E-07	0.000381361967568148
AT2G34410+AT2G08665	2	14520840	14520955	+	116	-0.820519557659571	0.820519557659571	33.0878233611329	1.79765150565782E-07	0.00030828130466267
AT2G34410+AT2G08665	2	14521212	14521300	+	89	-0.817750863803083	0.817750863803083	26.6978624037158	2.75674343049289E-06	0.00259359782275219
AT3G46640	3	17185355	17186959	+	1605	-0.80808190962043	0.80808190962043	56.5117247310446	6.74133716058519E-09	1.81588702016147E-05
AT2G34410+AT2G08665	2	14519844	14520002	+	159	-0.807174949645399	0.807174949645399	24.4431103158492	7.26324913004936E-06	0.00565523256115418
AT5G46410+AT5G46420	5	18827998	18828786	+	789	0.804031972355061	0.804031972355061	73.8546048528635	8.44917957924282E-12	8.17627107883328E-08
AT4G36850	4	17353777	17353885	-	109	-0.8003893860812	0.8003893860812	46.5886128817479	4.8932550759035E-09	1.45708458344716E-05
AT5G46410+AT5G46420	5	18827427	18827764	+	338	0.795732808146365	0.795732808146365	65.1823125165435	1.38847252475214E-10	7.23490310416807E-07
AT4G10100	4	6308833	6308849	+	17	0.79330748645763	0.79330748645763	32.652106779674	7.49590097614794E-05	0.0384670330472186
AT2G04040	2	1335424	1335510	-	87	-0.792909493594198	0.792909493594198	35.0008632302164	1.35456216895623E-06	0.00144381909880328
AT1G47570	1	17477579	17478654	+	1076	0.788223920291134	0.788223920291134	88.0764556340613	3.16385601492643E-11	1.8636212399574E-07
AT1G06470	1	1973768	1974277	+	510	0.786977832745148	0.786977832745148	26.8838184883066	1.7255151120332E-06	0.00173162471368914
AT4G31170	4	15155467	15155575	-	109	0.785949166171863	0.785949166171863	24.5999172125544	1.18250194783842E-05	0.00843173678364494
AT5G46410+AT5G46420	5	18826658	18827152	+	495	0.782004870659664	0.782004870659664	70.3502585874179	2.61635977768352E-11	1.6111781361864E-07
AT2G10940	2	4310783	4311136	-	354	0.780538063874218	0.780538063874218	38.5106535509325	4.43832415441252E-06	0.00373475329063043
AT4G03260	4	1432212	1432690	+	479	0.772467660533719	0.772467660533719	22.4463387914518	1.94436565279727E-05	0.0129067777614049
AT3G53460	3	19820724	19820786	-	63	0.771248062991582	0.771248062991582	25.7621283826688	5.24553838609045E-06	0.00425541945790875
AT2G04040	2	1335286	1335342	-	57	-0.769887700905636	0.769887700905636	31.142545246232	3.60055649190052E-06	0.0032091854763796
AT4G19160	4	10479788	10479790	+	3	-0.769176931565342	0.769176931565342	19.6666375296877	8.47125644975208E-05	0.0417334138654368
