Geneid	Chr	Start	End	Strand	Length	logFC	abs	exon.F	P.Value	FDR
AT4G26530+AT4G26520+AT4G26510	4	13386677	13386760	+	84	0.627030909911575	0.627030909911575	70.2446767192113	1.97214118115594E-14	2.44804117429544E-11
AT3G08840	3	2682194	2682386	-	193	1.11775191129177	1.11775191129177	69.9604504380458	2.18343739634157E-14	2.6849954128339E-11
AT5G63700	5	25494408	25494577	-	170	1.30574545066651	1.30574545066651	90.245102683463	2.23939791197416E-14	2.72831238758934E-11
AT3G26890+AT3G26900	3	9911368	9911414	-	47	1.05374806732891	1.05374806732891	72.8870474584875	2.77722703464311E-14	3.35252069716794E-11
AT5G53470+AT5G53460	5	21710297	21710954	+	658	-0.573484487743821	0.573484487743821	72.8948615262882	3.17868104508634E-14	3.80225157483105E-11
AT2G16930	2	7341211	7341247	+	37	1.9053408246049	1.9053408246049	100.531951314622	3.58813234708789E-14	4.25335915403133E-11
AT3G06160+AT3G06170	3	1866738	1866832	+	95	1.33373247680051	1.33373247680051	87.7031173042865	3.99105643756286E-14	4.68874299105432E-11
AT4G05320	4	2720049	2720093	+	45	0.652700634316188	0.652700634316188	75.2482456667866	4.43734236192219E-14	5.16691212955186E-11
AT4G26530+AT4G26520+AT4G26510	4	13386852	13386912	+	61	0.544496779797818	0.544496779797818	67.8890705685364	4.60206424261854E-14	5.31171062262724E-11
AT2G41640+AT2G41650	2	17363789	17363951	+	163	0.46537814140733	0.46537814140733	90.8712206877691	5.99987117127657E-14	6.86484390300348E-11
AT1G72330+AT1G72340	1	27237652	27237793	+	142	-0.716464643784141	0.716464643784141	72.9711780301434	7.13363571039858E-14	8.09169528567702E-11
AT2G01130+AT2G01140	2	88489	89308	-	820	-0.542931613285541	0.542931613285541	70.3727395857278	8.94042610644645E-14	1.00544643304284E-10
AT1G72640	1	27347659	27347661	-	3	-0.652246261969044	0.652246261969044	82.1316461659957	9.33946993140297E-14	1.04142213059667E-10
AT3G26890+AT3G26900	3	9912774	9912873	-	100	-0.443702247675416	0.443702247675416	69.0946258538956	9.71505220302686E-14	1.07419903682527E-10
AT1G02205	1	418878	418986	+	109	0.779214508857539	0.779214508857539	77.0512242536626	1.10597822904698E-13	1.21269591166477E-10
AT1G10840	1	3610174	3610289	-	116	2.07886592062	2.07886592062	77.6783331057993	1.31798629714938E-13	1.43321751233569E-10
AT1G72330+AT1G72340	1	27237384	27237536	+	153	-0.847701437886213	0.847701437886213	70.8151875315757	1.38994024934667E-13	1.49907334482611E-10
AT2G41840+AT2G41835	2	17457699	17458760	-	1062	-0.650597449445851	0.650597449445851	108.910746614959	1.43958804365575E-13	1.53999638370878E-10
AT5G26730	5	9301490	9302158	+	669	5.41841663049527	5.41841663049527	122.52301356812	1.45829638331486E-13	1.54742886951762E-10
AT3G54440+AT3G54430	3	20147506	20148207	-	702	0.401446926615582	0.401446926615582	71.0073971502513	1.62573875724589E-13	1.71130463951725E-10
AT5G44020+AT5G44030	5	17715499	17715655	+	157	0.792561775228032	0.792561775228032	73.6974408651248	2.04715689234935E-13	2.13780045030504E-10
AT5G44020+AT5G44030	5	17716657	17716782	+	126	0.945243372063381	0.945243372063381	73.5837276311344	2.11394308473048E-13	2.19016155232875E-10
AT5G60960+AT5G60950	5	24527787	24527860	-	74	-1.36049851491585	1.36049851491585	99.9866480712833	2.13989653295268E-13	2.19973004616704E-10
AT5G44020+AT5G44030	5	17718977	17719564	+	588	0.672713112738458	0.672713112738458	73.4856008940566	2.17336316770614E-13	2.21681358328377E-10
AT3G14930+AT3G14920	3	5017941	5020460	+	2520	0.320660845819143	0.320660845819143	77.7261648413089	2.78311283932339E-13	2.81691695604102E-10
AT5G55390+AT5G55380	5	22446624	22447936	-	1313	0.49070894604545	0.49070894604545	67.6397810982977	3.11133125961836E-13	3.12508286877347E-10
AT4G26530+AT4G26520+AT4G26510	4	13386134	13386213	+	80	0.671510782674202	0.671510782674202	62.4533082614874	3.36550880434718E-13	3.35477487096362E-10
AT5G44020+AT5G44030	5	17718253	17718603	+	351	0.719736329653077	0.719736329653077	71.9123610926867	3.39746559624804E-13	3.36116635856181E-10
AT3G56160	3	20839056	20839141	-	86	0.888784416742279	0.888784416742279	69.7958388292183	3.73276383061184E-13	3.66532337364235E-10
AT3G26890+AT3G26900	3	9914235	9914514	-	280	-0.363393304502603	0.363393304502603	64.687376087481	4.29484552407068E-13	4.18601095712368E-10
AT3G04780+AT3G04770	3	1310220	1310482	-	263	0.604078918593247	0.604078918593247	72.5010011829697	5.29184155091851E-13	5.11981778991402E-10
AT3G25840	3	9452493	9452558	-	66	-0.960309574268816	0.960309574268816	68.9024639276369	6.23580551941816E-13	5.98905879152936E-10
AT1G14990+AT1G14980	1	5168033	5168264	-	232	-0.55152767188736	0.55152767188736	82.3549280067436	6.62405600994661E-13	6.31584540386061E-10
AT5G14270+AT5G14280	5	4609866	4610448	+	583	0.861976230333877	0.861976230333877	67.6880590349104	7.044854195264E-13	6.66874007308375E-10
AT1G18950	1	6550670	6550681	+	12	1.22294482784257	1.22294482784257	69.0368322815123	7.77622610150852E-13	7.30848610150278E-10
AT3G24180+AT3G24170	3	8734634	8735263	-	630	-0.36979842567909	0.36979842567909	62.6756344178996	8.46603357579105E-13	7.90037043878731E-10
AT2G35840+AT2G35850	2	15056753	15056995	+	243	-0.839971008021246	0.839971008021246	67.8039676594046	1.11422702083686E-12	1.03245688151192E-09
AT3G47010+AT3G47000	3	17317594	17317776	-	183	-0.895869663121914	0.895869663121914	63.6871861502197	1.1227722317059E-12	1.03309963269672E-09
AT2G28550	2	12226969	12227013	-	45	1.14446335673337	1.14446335673337	68.3989278399192	1.23072422674667E-12	1.12456571549375E-09
AT2G36680	2	15369367	15369448	-	82	1.15756563768849	1.15756563768849	71.8681344428535	1.25026617405181E-12	1.13454326148664E-09
AT1G11440+AT1G11430	1	3849225	3850735	+	1511	-0.401356697515029	0.401356697515029	89.3241745625512	1.33539530277116E-12	1.19956428136323E-09
AT1G58602	1	21746373	21746499	+	127	0.487954770952136	0.487954770952136	71.6029977058562	1.34015267907792E-12	1.19956428136323E-09
AT1G72330+AT1G72340	1	27236865	27237302	+	438	-0.745509904179375	0.745509904179375	63.6242098914332	1.36555269714807E-12	1.21404093471653E-09
AT5G44020+AT5G44030	5	17716425	17716562	+	138	0.836612640839615	0.836612640839615	66.9207038421658	1.4442647280279E-12	1.27540207147102E-09
AT1G59990+AT1G60000	1	22091872	22091985	-	114	0.561529864272238	0.561529864272238	67.6383612294884	1.5309605834077E-12	1.34294841736135E-09
AT1G59990+AT1G60000	1	22093808	22094007	-	200	-0.307805044811598	0.307805044811598	67.2272615558269	1.72347504326124E-12	1.50180875971702E-09
AT1G20020	1	6942956	6943227	+	272	-0.44472299792686	0.44472299792686	70.0995190314384	1.99152513520559E-12	1.72396635371853E-09
AT4G17570	4	9785984	9785995	-	12	0.908581009755194	0.908581009755194	72.8349034138882	2.25137853135971E-12	1.93617082207699E-09
AT4G34150+AT4G34160	4	16358981	16359565	+	585	0.435403427313513	0.435403427313513	70.6993248810577	2.46600327549349E-12	2.10697561679323E-09
AT3G09200+AT3G09210	3	2826464	2826922	-	459	-0.33168800751691	0.33168800751691	69.9019845686504	3.02851568042406E-12	2.57089719170656E-09
AT3G59520+AT3G59530	3	21991826	21993252	+	1427	-0.592946834345323	0.592946834345323	80.5705076860824	3.3353128436299E-12	2.81318672212807E-09
AT3G09200+AT3G09210	3	2826055	2826233	-	179	-0.350276516038175	0.350276516038175	69.3759013527358	3.4704715236337E-12	2.90854250068917E-09
AT4G32330	4	15609107	15609117	+	11	0.856659663624356	0.856659663624356	65.1039544496015	4.19330328075509E-12	3.49209273657262E-09
AT2G04690	2	1646067	1646154	+	88	0.993000868516814	0.993000868516814	69.7072082111964	4.7181541137905E-12	3.90446540967572E-09
AT3G26890+AT3G26900	3	9913212	9913299	-	88	-0.416570268760243	0.416570268760243	57.630868659425	4.99437848897203E-12	4.10722079500281E-09
AT3G14415	3	4818537	4818576	+	40	1.25236894577468	1.25236894577468	64.0914854305323	5.61238256740052E-12	4.58678065736642E-09
AT4G32590	4	15721338	15721608	+	271	-0.412794783642003	0.412794783642003	72.3954703150459	6.08564402793932E-12	4.94285775032239E-09
AT1G29850	1	10448846	10448848	+	3	0.4913864525859	0.4913864525859	72.1125096331269	6.49734973475119E-12	5.24487595551427E-09
AT5G65050	5	25982600	25984680	+	2081	1.30353733842883	1.30353733842883	66.8616790600897	6.70283095643111E-12	5.37775484400152E-09
AT3G54500	3	20177691	20177704	-	14	0.418030422333524	0.418030422333524	59.1315430534199	7.06053058884E-12	5.63040942029684E-09
AT1G72330+AT1G72340	1	27236164	27236367	+	204	0.821575617164301	0.821575617164301	58.372497915459	7.70834328250188E-12	6.1099765106525E-09
AT4G26530+AT4G26520+AT4G26510	4	13389826	13390184	+	359	0.466620942867977	0.466620942867977	54.0502895486378	8.05361419357384E-12	6.34542815554642E-09
AT5G20490	5	6935751	6935896	-	146	-0.444222156772192	0.444222156772192	53.137715675278	8.28157046251867E-12	6.48619499933181E-09
AT1G01060	1	37204	37230	-	27	1.13580522220036	1.13580522220036	60.9638161326859	8.64544695969397E-12	6.73111991425782E-09
AT2G28550	2	12226862	12226968	-	107	1.13724970163357	1.13724970163357	61.1951707880295	1.01796931286694E-11	7.87902260104234E-09
AT3G44310	3	15988977	15989025	+	49	0.384125680386939	0.384125680386939	62.9160681210336	1.04179433365804E-11	8.01627231744977E-09
AT4G30993+AT4G08425	4	15100386	15100550	+	165	0.946900331926047	0.946900331926047	61.5440323350162	1.17933947125732E-11	9.0218783888702E-09
AT3G47010+AT3G47000	3	17316649	17317242	-	594	-0.688167605695616	0.688167605695616	56.6292811006043	1.1964768400095E-11	9.10007087465952E-09
AT4G01960	4	852720	852974	-	255	1.89305996432241	1.89305996432241	77.2346467018664	1.27788538401235E-11	9.66338396223911E-09
AT1G15125+AT1G15120	1	5205491	5205564	+	74	-2.46932707975739	2.46932707975739	64.0830400221356	1.40740283887776E-11	1.05819804649541E-08
AT1G58602	1	21753884	21754088	+	205	0.330866728177632	0.330866728177632	62.7187319164224	1.48208482533294E-11	1.10801840473002E-08
AT5G19390	5	6537140	6537432	+	293	1.04208297376046	1.04208297376046	54.2554067361042	1.50157526134088E-11	1.11624729554786E-08
AT1G07300+AT1G07310	1	2246294	2246815	-	522	0.776828713806639	0.776828713806639	70.3180145014358	1.63294041669035E-11	1.2070823993691E-08
AT1G72330+AT1G72340	1	27238276	27238612	+	337	-0.676127844230367	0.676127844230367	55.9147265033317	1.76624130042436E-11	1.29832549758959E-08
AT1G70610	1	26623429	26623532	+	104	-0.393218055373224	0.393218055373224	56.5959770654757	1.92958769221474E-11	1.41051788307735E-08
AT2G25740	2	10980345	10980620	+	276	1.01337932386387	1.01337932386387	62.6144282895509	2.09616164078012E-11	1.52381686481883E-08
AT1G10590	1	3503370	3503373	-	4	-2.13571422209979	2.13571422209979	69.0656763235712	2.17102574973935E-11	1.56956811607118E-08
AT1G52360	1	19505448	19505698	+	251	0.964417866355328	0.964417866355328	54.3911656735845	2.30995745757535E-11	1.66088465743337E-08
AT3G26890+AT3G26900	3	9912607	9912685	-	79	-0.41942674575578	0.41942674575578	53.2801380902672	2.37869963158387E-11	1.70101586317486E-08
AT3G47010+AT3G47000	3	17317317	17317510	-	194	-0.753709360519693	0.753709360519693	54.4212862352841	2.56093947906265E-11	1.82143705792208E-08
AT4G28706+AT4G28710	4	14169765	14169862	+	98	-0.41946853807457	0.41946853807457	48.3112653982433	3.08372183391036E-11	2.18146793109727E-08
AT4G38900+AT4G38890	4	18140322	18141609	-	1288	-0.31261294412961	0.31261294412961	56.1805559644619	3.1571514640536E-11	2.22146969245299E-08
AT1G42550+AT1G42540	1	15973836	15975184	+	1349	-0.343998655692575	0.343998655692575	62.2174262851209	3.28006508678343E-11	2.29567917049935E-08
AT3G11040+AT3G11050	3	3463485	3463943	+	459	1.09100828744959	1.09100828744959	52.7974013866029	3.9803871309067E-11	2.77108655183901E-08
AT1G14990+AT1G14980	1	5167798	5167879	-	82	-0.5723200068105	0.5723200068105	64.2105688018492	4.29301054164751E-11	2.9730001792602E-08
AT5G22450+AT5G22460	5	7445380	7445400	-	21	0.997045052237459	0.997045052237459	51.5997734151223	4.3918467460607E-11	3.0255225287954E-08
AT4G02740+AT4G02750	4	1221020	1223617	-	2598	0.580723712885506	0.580723712885506	65.4725349024406	4.51852644293377E-11	3.09657911893116E-08
