	groupID	featureID	Cai	Parker	Sun	Wang
64	AT4G26630	E013	-4.07356330342077	-4.54720875500305	-4.26012863842157	
65	AT3G56510	E009	-4.06524617980078			
66	AT1G36180	E007	4.05282577228134			
67	AT5G24630+AT5G03805	E001	4.0301149778417			
68	AT4G38780+AT4G38781	E017	3.99379006350174			
69	AT4G34840+AT4G34850	E017	3.98172200157256			
70	AT1G14380	E016	3.9711385810311			
71	AT1G26730	E011	3.9571819540442			
72	AT1G49980	E017	-3.94487625815454			
73	AT4G21450	E004	3.89607598724051	2.01820705180583		
74	AT1G27370	E003	3.87463617516385			
75	AT3G51330	E004	3.87015890726303	0.919873827774394		
76	AT3G03970	E007	3.80060463493134			
77	AT1G19000+AT1G18990	E002	-3.77920567212277	-1.52627554587238		
78	AT5G14180	E015	3.73495433596358			
79	AT2G41640+AT2G41650	E008	-3.72587318205593	0.319378510630752	-2.80720917342257	-2.3481261600515
80	AT1G36180	E005	3.72400537663038			
81	AT4G32590	E006	3.71397456800117	3.13170869801305	3.55060119802107	
82	AT1G48310	E003	-3.70709562215303	-1.3172397406317		
83	AT1G48310	E026	-3.70344261982453			
84	AT1G47410	E005	3.69867751083305			
85	AT1G22870+AT1G22860	E020	-3.65459454724019			
86	AT5G38000	E010	3.64088720335892			
87	AT1G15060+AT1G15050	E007	3.62433902341267	2.70857761131629		
88	AT5G63680	E003	3.6096323827084	1.58698319627796		
89	AT1G15125+AT1G15120	E016	-3.57133407867023			
90	AT2G41640+AT2G41650	E007	-3.5611379207154		-2.68437153478895	-2.63771804494787
91	AT4G11440	E012	3.46765264563608			
92	AT4G37010+AT4G37000	E011	-3.46570936259249	-0.0666474202668912		
93	AT3G19720	E023	-3.45394281128702			
94	AT2G02080	E006	3.44662186383331	2.15785020952381	2.11668153377121	
95	AT3G48630+AT3G00850	E004	-3.43062257451403			
96	AT1G36180	E006	3.42743386065339		15.2453629131653	
97	AT1G80960	E001	3.41151905018308	0.595770848955111		
98	AT1G15125+AT1G15120	E013	-3.40285613157694		-0.6103324049008	
99	AT2G24790	E001	3.37941021767325			
100	AT4G09980	E004	3.36852680639308	2.70659873710823	2.37496235139382	
101	AT5G19280	E011	-3.34391630827869	-1.40489635677441		
102	AT1G15125+AT1G15120	E017	-3.34291565944628		-0.799920997599099	
103	AT1G15125+AT1G15120	E015	-3.33861564767186	-0.396163305362478	-0.664716295689509	
104	AT1G72660	E012	3.31714007709201			
105	AT4G22540+AT4G22530	E024	3.29604860570488			
106	AT1G36180	E003	3.28301367026963	0.787213607262133		
107	AT4G15320	E021	-3.2825106684234			
108	AT3G55630	E004	3.26922154983392			
109	AT1G02950	E004	3.26869668678088			
110	AT2G30600	E001	3.25504191835205			
111	AT3G01450	E006	3.23220051895922			
112	AT1G49600	E003	-3.20936522219136			
113	AT1G08900	E005	3.19141994614647	3.33107294272589	2.19437893204646	
114	AT5G09330	E011	3.18567405739198			
115	AT3G07470	E004	3.17030138980872			
116	AT1G22970+AT1G22980	E017	3.16410373184147			
117	AT5G14180	E007	-3.15663882577517			
118	AT1G55490	E016	3.13440007966723	2.66408527544433	2.18363074977175	
119	AT5G15270	E008	3.11806745096997	2.79523089113927	2.36375244186659	
120	AT1G10590	E005	-3.11281374358364	-2.41755064933472	-3.18572982581246	
121	AT5G64460	E019	3.10030770075916	1.36218708023907		
122	AT1G79650	E010	3.09084525909798	1.31646146128556		
123	AT4G00700+AT4G00690+AT4G00695	E028	-3.089119981264	-1.22566993638915		
124	AT5G64980	E011	3.06252313010803	1.44798940940573	2.4791684251395	
125	AT1G15125+AT1G15120	E014	-3.06218211968179		-0.613193811999887	
126	AT3G04020	E006	3.06035203104502	1.42023479666972		
127	AT3G05160	E020	3.03587168029639	2.54668443919864	1.15003650213616	
128	AT1G10840	E012	3.02633662978218	3.75419335947661	2.20023666269009	13.6645220534247
129	AT3G49320	E004	3.00465060775927			
130	AT2G20950	E013	2.98796949512946			
131	AT1G07850+AT1G07840	E004	-2.92540546045654			
132	AT5G45370	E001	2.92177807043834			
133	AT1G66960	E025	-2.91861726082575			
134	AT4G32510	E015	-2.91737497758137			
135	AT4G25845+AT4G25850	E002	-2.90874572368877			
136	AT4G38380	E017	2.89993684539915	2.17824039002024		
137	AT3G14010	E015	-2.88321940865744	-3.2397389472622	-3.42199803132216	
138	AT4G19520	E001	2.88006635897435			
139	AT1G53800	E008	-2.87767393130038	-2.10368155094291	-1.86886461594398	
140	AT5G05730	E001	2.8738631021063			
141	AT4G36140	E007	2.85011256054002	1.20651485275251		
142	AT1G29890	E011	2.84229866779971			
143	AT5G14090	E004	-2.83911078812437			
144	AT4G14240	E012	2.83740326191484	1.80100112847331		
145	AT5G07360	E018	2.8349765499557			
146	AT1G63690	E001	2.82925463613323			
147	AT1G78660	E001	2.82474629523874			
148	AT4G37010+AT4G37000	E010	-2.79237834101378	-0.0652795504253554		
149	AT3G21430	E014	2.79219727567219	1.75973891229444		
150	AT1G67370	E010	-2.79098868609755			
151	AT2G16930	E004	2.77962739119924	1.92835997880911	1.98710176952918	
152	AT2G43500	E010	-2.75146013190038	-2.7695032215396	-3.39284447717738	
153	AT4G01960	E007	2.7455498875429	2.90314679857631	2.54649101532952	
154	AT5G13890+AT5G13900	E003	-2.71809931340526			
155	AT3G21530	E010	-2.71187188558011			
156	AT4G12020	E007	2.68728451104593	1.23736264897783		
157	AT1G71280	E007	-2.67351537084606			
158	AT3G13120	E005	-2.6598822722478	-1.15552719243374	-1.87463023139423	
159	AT1G49950	E010	-2.65733562379785	-1.63972160089793	-1.61234338937945	
160	AT3G23480+AT3G23470	E025	2.65550660166904	1.88624717007247	5.05038250382978	
161	AT3G04020	E007	2.64716134031227	2.01286255763536		
162	AT1G19690+AT1G19700	E009	-2.63508219055388			
163	AT5G63510	E003	2.6337254331468	2.00224854930056	2.27570077559289	
164	AT5G24310	E013	2.62355574409221			
165	AT1G75060	E004	2.61784887275598			
166	AT1G27770	E010	2.58475864301542	2.45085555057603	2.53799348117204	
167	AT1G77080	E008	2.57759358327449	1.60710403193865	5.2729901157027	
168	AT5G20920	E012	2.56667367944529	1.84664068881314		
169	AT3G21175	E008	2.55740893315859	2.30747972006781	2.43630160823707	
170	AT2G02370	E005	2.55039643009964	2.41909059280753	1.54182057408323	
171	AT1G61110	E001	-2.52731727960369			
172	AT1G22970+AT1G22980	E016	2.52426223145009			
173	AT4G21750	E017	2.50653529500506			
174	AT2G28620	E001	2.49116429232642			
175	AT5G20935	E003	-2.48929603595549			
176	AT1G10780	E005	2.4876083809566			
177	AT3G14150	E011	2.46674117765126			
178	AT2G02790	E010	2.46143401844823	2.12124150150072	2.35804791284961	
179	AT2G30800	E006	2.45130000749879	1.10082898142115		
180	AT5G56100+AT5G56090	E009	-2.44288714100404		-0.201511102829556	0.182820801417055
181	AT4G16845	E009	2.42264668493741	1.14824042069027		
182	AT1G11930	E008	2.407686095816	1.53312507805192		
183	AT1G35250	E002	-2.40663035673742			
184	AT2G09640+AT2G45540	E039	2.40016431889394	2.20247739122978		
185	AT2G42590	E001	2.39483077552226			
186	AT3G51370	E007	2.38706058454778	2.0401343062543		
187	AT1G09420	E006	2.38504181392556	0.751102170996714		
188	AT5G41350	E006	2.38086309515857			
189	AT5G08710	E005	-2.37984498111396			
190	AT3G52130	E002	-2.37658911065874			
191	AT4G19670	E001	2.37415884089891			
192	AT2G30600	E002	2.37161244488972			
193	AT3G01340	E003	-2.36398168335444	-2.08887929728846		
194	AT4G35560	E011	2.35990334414689			
195	AT2G41110	E005	2.35604576052899			
196	AT1G49950	E009	2.35171363342923			
197	AT1G62540	E002	-2.32694334494516			
198	AT3G54050	E007	-2.32372694866714			
199	AT2G17150	E003	2.29054194680121			
200	AT1G78690	E006	2.28671116696823	1.73039018923829	2.33824827278919	
201	AT5G40810	E004	2.28407626081044	2.38748150791924	1.55752362133107	
202	AT1G69523+AT1G69520	E001	-2.27869626555226			
203	AT3G06380	E008	2.2713803711968			
204	AT5G61910+AT5G61900	E020	2.27048143496395	1.29376897369243		
205	AT2G16365	E003	-2.25789302024605			
206	AT5G63190	E003	-2.24560956207075	-1.84644045446305	-2.52196004878969	
207	AT1G65560	E005	-2.23535805887704			
208	AT2G23010	E015	2.23231910036097			
209	AT1G55080	E004	2.22430029412458	1.29827138241732		
210	AT1G63490	E028	2.21518827208065	1.00505792667884		
211	AT1G13570+AT1G13560	E021	2.2006059186109	3.92194850919008	4.15385458834395	
212	AT1G09910	E015	2.19759952174851	2.11947671304296		
213	AT1G15340	E006	2.19418678389255			
214	AT2G28290	E011	2.19392873837155			
215	AT3G04960	E005	-2.18799650259263			
216	AT1G80380	E004	2.1783221754935			
217	AT3G05160	E019	2.17775605430292	2.25631911951387		
218	AT5G49970	E014	2.17549661748673	2.02400258926106	2.83916482597124	14.1173116681593
219	AT4G35450	E008	2.15385782359761			
220	AT3G26890+AT3G26900	E012	2.15311600917449	1.48980306470357	1.96370007235728	2.01154839318909
221	AT1G55490	E017	2.15023983383901	2.33665498997961	2.24701736421447	
222	AT1G21170	E011	2.1447066093907	2.00518868372099	3.19748011613224	
223	AT2G01760	E003	2.14149823039512			
224	AT1G54390	E013	-2.13065673427242	-1.37306380296656		
225	AT3G50860	E007	-2.12236082727539			
226	AT3G13970	E004	2.11339087199852	1.26896859174118	1.78805544971757	
227	AT1G68862	E010	2.10433257187468	0.920874289598556		
228	AT3G06160+AT3G06170	E012	2.10191453554388		1.81933167921507	
229	AT3G11040+AT3G11050	E017	2.0993340932007			
230	AT1G16705+AT1G16700	E018	2.09465729621947			
231	AT5G02840	E010	2.09141622319601	1.27003002725038		
232	AT3G19820+AT3G19810	E004	2.08401237138637	0.839469354975364	2.63699203928167	
233	AT3G61220	E002	-2.08345901819994			
234	AT3G20970	E006	2.0820933777995			
235	AT1G61370+AT1G61360	E016	2.07661852419323			
236	AT3G06400	E016	2.0723356369658	2.4589005715707		3.09250770842476
237	AT5G23320	E003	2.06597100190155			
238	AT1G17610	E001	2.05775583524365			
239	AT2G43930	E002	-2.04917325960965			
240	AT5G27610	E004	2.04000268790135			
241	AT3G27730	E024	2.03325412836111			
242	AT2G20810+AT2G20815	E013	-2.03274637339348			
243	AT5G51220	E005	-2.03057628577198			
244	AT2G43470	E001	2.02861866362813			
245	AT4G00700+AT4G00690+AT4G00695	E027	-2.0263901702392	-1.24007011976262	-0.799606470666833	
246	AT2G16365	E004	-2.02546977644276			
247	AT1G10900	E010	2.02454102950293	1.52797174320931		
248	AT1G32790	E014	2.02022174295465			
249	AT3G24530	E007	2.02002525657702	2.17274493773292		
250	AT5G53140	E003	2.015515568074	2.24172980892822	2.79538596909407	
251	AT5G44290	E014	-2.01256020314359	-2.56922254874767		
252	AT3G15180+AT3G15190	E012	2.00887182478618	1.59328070026286		
253	AT3G52075+AT3G52060+AT3G52072	E017	2.00471552015355		2.26045396872254	
254	AT2G04790	E008	-1.99991861957788	-1.67999650502496	-1.9178142420131	
255	AT5G50915	E004	1.99698679540825	2.43660503061948	1.47102036058633	
256	AT3G53140+AT3G53130	E010	1.99472498308792			
257	AT1G51670+AT1G51660	E004	1.99289686513445			
258	AT4G23910	E003	-1.99238851552013	-1.40787298324806	-2.02648763833901	
259	AT4G14710	E012	-1.99110689885218		-1.41194658647874	
260	AT4G31150	E006	1.99042564971896	1.74273904810777	2.06400822983611	
261	AT3G56230	E001	1.9715350972532			
262	AT1G52030	E002	1.95223021928096			
263	AT3G06160+AT3G06170	E011	1.94834100660889		2.50022777279483	
264	AT4G27800	E002	1.94749432773783			
265	AT4G37010+AT4G37000	E009	-1.9447445283995	-0.0474425536299581		
266	AT2G20510+AT2G20500	E001	-1.94037624129556	-0.978922904535878		
267	AT2G22570	E004	1.93289469357915	1.53371724034733	1.82698652104178	3.69248890454929
268	AT1G66960	E024	-1.93225111291718			
269	AT3G11040+AT3G11050	E016	1.93071601569869			
270	AT2G35390	E011	1.93047601922939	1.83979254290107	1.7207290586678	0.981510444098149
271	AT1G74600+AT1G74590	E001	-1.92884333582612	-0.193026460639375		
272	AT4G21323+AT4G21320	E010	-1.92786116208726			
273	AT5G16780	E001	-1.92735916889604			
274	AT1G77080	E007	1.92623014772505	1.61339017853859	2.52048139905928	
275	AT5G02840	E008	1.91882257314616			
276	AT5G22730	E004	1.89953317569098	1.07451747105438		
277	AT4G17470	E001	1.89608650532546			
278	AT5G65050	E003	1.88718757219756	1.91091109810249	2.17878808198111	
279	AT3G02170	E004	1.8867841942693			
280	AT4G34265	E005	-1.88637785731485	-1.35980759043711	-1.25769829113892	
281	AT4G23250+AT4G23240	E003	-1.88309978655564			
282	AT5G63700	E005	1.88089227641581	2.43407695553583	2.37061663608081	
283	AT1G31360	E024	1.87994677139408	0.970520053436327		
284	AT1G65985	E008	1.8751721671933			
285	AT1G74600+AT1G74590	E002	-1.87228245223871	-0.345327695159087		
286	AT4G21750	E005	1.86791736225333			
287	AT1G65450	E006	1.86440001456577			
288	AT5G04050+AT5G04060	E006	-1.86406538568556			
289	AT3G06160+AT3G06170	E010	1.85410162610183		1.54455511376665	0.534824766322905
290	AT2G40030	E017	1.85387072286104	1.06571734871502		
291	AT1G69523+AT1G69520	E003	-1.84876104881653			
292	AT2G21230	E005	1.84466755001919			
293	AT4G24730	E003	1.83573526549404	2.13976976817412	2.18494593126756	
294	AT4G08040	E002	1.83359801209205			
295	AT1G72930	E003	1.83215676192335	1.55598555472172	1.26772287035087	
296	AT1G23950	E005	1.82732197335758	1.45314620522839		
297	AT5G46410+AT5G46420	E005	1.81561863602429	0.517939076943161	1.26261686530568	
298	AT2G20510+AT2G20500	E012	1.81525289306304			
299	AT4G00700+AT4G00690+AT4G00695	E003	1.80920881045439	0.690722362411751		
300	AT1G20060	E013	-1.8074102262601	-1.78742356280231		
301	AT3G45040	E003	1.80611439153548	2.07416443841273	2.44410693122545	
302	AT3G25520	E010	1.8049111025803			
303	AT3G19460	E011	-1.80125246323364	-1.68972614005905	-2.60934471929284	
304	AT3G25840	E016	-1.80017070089509	-1.16512674705925		
305	AT3G14415	E003	1.79987421163705	1.58193708022482		
306	AT4G31870	E004	-1.79757628973675	-2.21350412126878		
307	AT3G59710+AT3G09225	E001	1.79640925084866			
308	AT1G76740	E001	-1.79414714574067			
309	AT5G01620	E002	1.7918397887729			
310	AT4G23250+AT4G23240	E004	-1.7898478686738			
311	AT4G23250+AT4G23240	E012	-1.78887441331392			
312	AT2G30480	E023	1.78800143106701			
313	AT1G47230	E004	1.7864843103632			
314	AT1G31360	E023	1.78210061132437	0.98597844389891		
315	AT5G46410+AT5G46420	E006	1.78151989144452	0.565210010190468	1.080085626571	
316	AT4G13670	E004	-1.78136381683259			
317	AT3G20330	E007	-1.78018883479526			
318	AT5G38000	E009	1.77237770869801			
319	AT5G56180	E011	1.77150116893665	1.18139834867965		
320	AT4G02430	E004	-1.76928813854892	-2.00684683147726		
321	AT1G02990	E005	1.76509952482546	1.39132961955176		
322	AT4G03490	E013	1.75685182085942			1.61077019601803
323	AT3G26890+AT3G26900	E010	1.75662011458732	1.4088969878079	2.59145626826981	
324	AT2G32320	E019	-1.75107033219901	-0.906245512494412		
325	AT4G30910	E005	-1.74852474296892	-0.706026236052492		
326	AT1G18950	E013	1.74445866345954	1.54974759416883	2.97462668171651	1.53630039036417
327	AT5G46410+AT5G46420	E002	1.74124231272886	0.568736957660812	1.46293771821589	
328	AT4G35100	E007	1.74104507727391			
329	AT2G21590	E005	1.72486403147008	1.16154998953014		
330	AT1G24160	E009	1.71775356539151	1.6578824136697		
331	AT4G30993+AT4G08425	E014	1.71467974336081			
332	AT1G19180	E005	1.71334199110328			
333	AT5G43930	E008	1.70670826748304	1.46350824437356		
334	AT1G01060	E019	-1.70573903760622			
335	AT5G46410+AT5G46420	E003	1.70228488800157	0.506640808781695	1.44136440054671	
336	AT4G21750	E004	1.7017685156846			
337	AT5G09690+AT5G09680	E025	1.70158660557889			
338	AT3G44190	E005	1.699411338418		1.36319190275877	
339	AT4G31480	E003	1.69844446002123			
340	AT4G33490+AT4G33495+AT4G33480	E012	1.69389663502354			
341	AT4G33110	E010	-1.68716299256117			
342	AT4G25970+AT4G25980	E023	1.68418080573937			
343	AT1G16705+AT1G16700	E012	1.68233152884805			
344	AT3G14415	E010	1.68199877384361	1.17448587142906	0.838755730342649	0.802201780642613
345	AT1G24260	E009	-1.68082971657002			
346	AT3G54010	E004	1.67762900679259	1.22878850003846	1.33620015020044	
347	AT1G05550	E013	1.67658162017295			
348	AT5G44090	E014	1.67573632420041	1.16535281236957		3.63805683411562
349	AT1G55490	E018	1.67074069635164	2.28794389724279	1.67569016633317	
350	AT2G36680	E007	1.6685035704172	1.73382896214205	1.42565181109062	2.21519612467015
351	AT5G46410+AT5G46420	E008	1.66140588330804	0.55699947510187	1.21916047750546	0.790419020399718
352	AT4G22540+AT4G22530	E022	-1.66009213123654			
353	AT5G46410+AT5G46420	E007	1.65971132221703	0.618802049663408	1.19711948148256	
354	AT2G35390	E012	1.65579997113076	1.79861174138669	1.79622944196003	1.11778936013948
355	AT2G28550	E008	1.6535116672909	1.33433364634545	1.55035561713336	
356	AT1G69523+AT1G69520	E004	-1.65262836022092			
357	AT3G03773	E006	1.65165190540489	3.27840300800104	3.01355403394978	
358	AT1G22970+AT1G22980	E014	1.65077776221426			
359	AT5G09230	E019	1.64743555176043	0.872270724028117	1.26798101146001	
360	AT3G27390	E008	1.64592843159108			
361	AT2G28550	E007	1.64376700184263	1.11057844945618		
362	AT5G66930	E009	1.64289612962645	1.5454477174622		
363	AT4G03205	E006	-1.64119266539086	-1.5783092052143	-3.00495172101625	
364	AT2G42890	E017	1.63595808385907	0.670080697214034		
365	AT2G30480	E013	-1.62868296819147			-4.84831592036883
366	AT3G08840	E020	1.62215690762493	1.61367377210635	1.80821332967325	
367	AT2G06025	E006	-1.62018329782098	-1.75615769669577	-2.40915446352451	
368	AT4G38270	E013	1.61868490239079			
369	AT1G01060	E016	1.61632998860218			
370	AT5G46410+AT5G46420	E011	1.61433234369097	0.889854109427448	1.72767101065887	
371	AT3G15980	E038	-1.61274618151709			
372	AT5G58140	E007	-1.61113377054604	-1.5026118154064		
373	AT2G20810+AT2G20815	E012	-1.60737515246082			
374	AT1G16705+AT1G16700	E016	1.59904127551127			
375	AT1G79270	E005	1.59742749689931	0.884697161372738	2.3924940585603	
376	AT1G34020	E011	-1.59451823052306	-1.06766673785424		
377	AT1G30410	E007	1.59270446923056	0.601156420325966		
378	AT1G74810	E011	1.59118405302431			
379	AT3G26890+AT3G26900	E013	1.59117854781643	0.893758381815845	1.34703140907174	
380	AT1G33720	E003	1.58982216798008			
381	AT1G16560	E006	-1.58956232350585	-0.681808130275131		
382	AT2G19385+AT2G19380	E002	-1.5889802874697			
383	AT1G68820	E008	1.58657360253361	0.999013119118321		
384	AT3G11040+AT3G11050	E020	1.5823402026663			
385	AT5G61190	E008	1.57789310872368			
386	AT5G13890+AT5G13900	E002	-1.57376063429835	-0.622159020527199		
387	AT5G47240	E008	1.57300717798111			
388	AT3G15390	E013	1.56455773716095			
389	AT3G49060+AT3G49055	E021	1.56447781057645	1.54562987019126	2.25922399949913	3.33886934516229
390	AT1G19650	E015	1.5638208126687	0.957633975038788		
391	AT1G09170	E023	-1.56266231786621			
392	AT4G15233+AT4G15230	E003	1.5624627325282			
393	AT4G12610	E013	1.56031025461467			
394	AT5G46410+AT5G46420	E009	1.56012141044005	0.716569896323801	1.22895527323439	1.26990247342967
395	AT3G07770	E002	-1.55537807659106			
396	AT1G79190	E012	1.5546379236251	1.99529457181669	3.06760453589987	
397	AT1G27960	E003	1.55347465339465			
398	AT4G39140	E001	1.54259624630081			
399	AT1G55490	E019	1.54203481107805	2.62342639872017	1.90260575970304	
400	AT3G52155	E007	-1.54090695798502	-1.037995222567	-1.53534234728449	
401	AT4G15233+AT4G15230	E034	1.53625371523763			
402	AT3G11040+AT3G11050	E018	1.53462946964531			
403	AT4G10955	E001	1.53447197791569			
404	AT3G20730+AT3G20720	E027	1.53425379115929			
405	AT4G24380	E011	1.53315446654411			
406	AT4G00020	E011	1.53307807210617	1.38988721845914		
407	AT5G60960+AT5G60950	E003	-1.53192912149851			
408	AT4G21585+AT4G21580	E021	-1.530882143426	-2.06413566894128		
409	AT1G34770	E004	-1.52846726965745			
410	AT4G23250+AT4G23240	E005	-1.52828671641799			
411	AT2G20440	E007	-1.52710375556444	-1.64880512886532		
412	AT1G27900	E005	1.52556162544924	1.85656215339478	1.80142196354782	
413	AT4G26965	E003	1.52508473813289	1.18138086974409	1.67788702124194	1.31088788125235
414	AT4G30993+AT4G08425	E015	1.52042871672584			
415	AT2G23985	E009	1.51591772172119		1.09959672594201	
416	AT4G21585+AT4G21580	E019	-1.51546531776494	-2.06924264847146		
417	AT5G19390	E024	1.51415473030112	2.1426199777901	2.15213347072198	
418	AT1G28520	E005	1.51342361902768	1.68067028087601	0.942487292116984	
419	AT3G17185	E002	1.51338141108376		1.2166053390598	
420	AT3G01310	E031	1.51048574426467	1.49523516319757	1.84908858412154	
421	AT1G79270	E002	-1.50753457588233			
422	AT1G01060	E017	1.50535468869794			
423	AT2G01008	E001	-1.500220652402			
424	AT3G53140+AT3G53130	E011	1.49806088154613		-0.820966618248298	
425	AT1G12230	E001	-1.49601952441937			
426	AT1G19715	E001	1.48794217137152			
427	AT3G09770	E001	1.48760138433501			
428	AT1G12750	E014	1.48742735436676	2.0598763763207		
429	AT1G16705+AT1G16700	E015	1.48701135905514			
430	AT2G35840+AT2G35850	E016	-1.48388452964527			
431	AT1G70650+AT1G70660	E003	1.48365888559392			
432	AT3G06125	E006	-1.47966736489057			
433	AT2G21590	E006	1.47711005992069	1.5377291282478		
434	AT3G46600	E006	1.47482178144163			
435	AT5G24205	E006	-1.47360415724306			
436	AT5G61880	E001	-1.47120184098395			
437	AT2G25740	E002	1.47096192651272	1.55035977267759	1.79990863369305	
438	AT3G48880	E004	1.47065515218986	0.868293148966214	2.3715773877358	
439	AT5G10940	E012	-1.46924799622441	-2.33072587751217		
440	AT5G20120	E003	1.46267345754729			
441	AT5G37850	E003	-1.46130664147777	-1.33183573785831	-1.68833544388239	
442	AT4G15540	E003	1.46031276386512			
443	AT2G04690	E011	1.45856438362088	0.977521236973566		
444	AT1G02190	E003	1.45633291504731			
445	AT4G19880	E011	1.45584262507068	0.932119113769419		
446	AT1G45688	E004	1.45513805188548	0.889352902502008		
447	AT3G26890+AT3G26900	E011	1.45372919363994	1.26514961735044	2.02801271492308	2.07194793236906
448	AT2G28550	E009	1.4536246709658	1.095925675653	1.6230174207584	
449	AT3G25840	E004	1.45329386957303	1.02393261028515		
450	AT3G21175	E005	-1.45319250528992	-2.36207489494481		
451	AT2G46420	E004	1.45144024350868	1.88929148865021	1.55720358248443	
452	AT1G47570	E001	1.44687913446141	1.90681621806039	1.26323643471957	
453	AT4G15233+AT4G15230	E051	-1.43757031470794			
454	AT2G25910	E004	-1.43679019585811	-1.12311998142149	-1.61363950620543	
455	AT1G56700+AT1G56690	E001	1.42911704527289			
456	AT1G23080	E013	1.4279476809826	1.2139804252078	1.73179479937761	1.23070120428047
457	AT5G35330	E008	-1.42662776725869	-1.27364326128694	-1.72965739981475	-2.10808526369752
458	AT3G22450+AT3G22440	E007	1.42284891018864			
459	AT1G69523+AT1G69520	E005	-1.42098640686386			
460	AT5G02860	E008	1.41691663536811	1.24627423363318	1.24075066174751	
461	AT4G21585+AT4G21580	E020	-1.41265902096878	-2.15064896558408		
462	AT5G22620	E005	1.41113362053372	0.552687534511553		
463	AT3G56160	E006	1.40669125948621			
464	AT3G11040+AT3G11050	E021	1.39948161808436			
465	AT1G52360	E029	1.39595760022062	1.59768292812606	1.37665028516693	
466	AT3G11040+AT3G11050	E019	1.39577927594528			
467	AT3G07510	E005	-1.39426066839369	-1.74640391054721	-1.52791112113632	
468	AT5G02740	E007	1.39368470579909	1.27959071950701		
469	AT5G60960+AT5G60950	E004	-1.39326027243779			
470	AT3G06160+AT3G06170	E009	1.3917000245577		1.52320265606577	
471	AT3G62080+AT3G09745	E012	1.39105563523994			
472	AT4G13040	E007	1.38888575235839			
473	AT4G23250+AT4G23240	E013	-1.38833042407023			
474	AT3G24740	E004	1.38700976287683	0.649810706707189		
475	AT2G41600	E009	-1.38661555483018	-0.682594832643339		
476	AT4G21585+AT4G21580	E023	-1.3842583748829	-2.20270563234588		-1.58805780452269
477	AT3G25840	E003	-1.38171593134806	-0.713044559516954	-1.35465582860349	
