Name	Chr	Start	End	Strand	Cai	Parker	Sun	Wang	average
AT2G35390:14897108	2	14897108	14897215	-	1.3313490117039	1.25690006201527	1.2002876465126		1.26284557341059
AT3G26890+AT3G26900:9910945	3	9910945	9911367	-	1.44332418522988	0.94977723192118	1.25974533793028	1.35658519500703	1.2523579875220925
AT3G26890+AT3G26900:9910793	3	9910793	9910872	-	1.15459240433193	0.891453068963783	1.69310943110041		1.2463849681320411
AT2G35390:14897216	2	14897216	14897437	-	1.13949104367484	1.22587394543084	1.25374572344797		1.2063702375178833
AT1G27900:9716340	1	9716340	9716398	-	1.01750753007417	1.30085139354005	1.25204821023553		1.19013571128325
AT2G46420:19054066	2	19054066	19054760	+	0.983525063723254	1.31792964460269	1.07522801083683		1.1255609063875915
AT2G36680:15369367	2	15369367	15369448	-	1.15756563768849	1.18566827093901	1.01516677850859		1.11946689571203
AT2G25740:10980345	2	10980345	10980620	+	1.01337932386387	1.06556099148603	1.23790722049583		1.10561584528191
AT5G22450+AT5G22460:7444395	5	7444395	7444606	-	0.907762791405201	0.876501479028246	1.42172297065502		1.0686624136961556
AT4G32330:15609107	4	15609107	15609117	+	0.856659663624356	1.11449449979562	1.22025654186161		1.0638035684271954
AT4G24740:12755049	4	12755049	12755141	-	0.956806701999383	1.09733215005848	1.08515728147388		1.046432044510581
AT2G28550:12226969	2	12226969	12227013	-	1.14446335673337	0.910171503151837	1.05858367308821		1.0377395109911391
AT1G52360:19505448	1	19505448	19505698	+	0.964417866355328	1.10759688894232	0.960144869748314		1.0107198750153206
AT1G47570:17477579	1	17477579	17478654	+	1.00086222822894	1.21244302713357	0.788223920291134		1.0005097252178812
AT5G22450+AT5G22460:7445018	5	7445018	7445286	-	0.935139218993685	0.886426601606127	1.17396146873834		0.9985090964460506
AT1G23080:8182206	1	8182206	8182217	-	0.979718866145813	0.878638334341909	1.18886575378008	0.890728405286287	0.9844878398885223
AT5G22450+AT5G22460:7443508	5	7443508	7443949	-	0.82162477267844	0.58239515648714	1.51751188563938		0.97384393826832
AT3G57050:21114060	3	21114060	21114112	-	0.786184356180197	1.09682388160734	0.993070933710385		0.958693057165974
AT5G22450+AT5G22460:7444043	5	7444043	7444310	-	0.814421428938831	0.686486289762449	1.24474086884107		0.91521619584745
AT5G22875:7650711	5	7650711	7651265	+	0.762598919096249	1.08016364495075	0.870935304470557		0.9045659561725187
AT5G46410+AT5G46420:18827998	5	18827998	18828786	+	1.09043336314672	0.430842636244758	0.804031972355061	0.847770310476737	0.7932695705558189
AT5G46410+AT5G46420:18826658	5	18826658	18827152	+	1.1601449115328	0.364211766615235	0.782004870659664		0.7687871829358998
AT5G46410+AT5G46420:18827427	5	18827427	18827764	+	1.16541234754096	0.323139608081398	0.795732808146365		0.7614282545895743
AT1G64790:24082539	1	24082539	24082720	-			4.87741112354887	-3.47475754193016	0.701326790809355
AT3G26890+AT3G26900:9909318	3	9909318	9910792	-	0.450263401077656	0.243748440110707	0.515452880654385	0.439323613636111	0.4121970838697147
AT2G39730:16571180	2	16571180	16571190	-	0.439216772543467	0.426206472408543		0.363319401244649	0.40958088206555304
AT2G41640+AT2G41650:17364033	2	17364033	17364518	+	0.491494411632592			0.314972247876193	0.4032333297543925
AT1G67700:25375713	1	25375713	25375726	+	0.40556945858604	0.464592304820828		0.306937808764248	0.39236652405703865
AT5G37850:15065513	5	15065513	15065604	+	-0.79186992119989	-0.928146884354584	-0.936760992440709		-0.8855925993317276
AT2G34410+AT2G08665:14520164	2	14520164	14520313	+			-0.709264772456596	-1.17276665918424	-0.941015715820418
AT2G34410+AT2G08665:14521553	2	14521553	14521609	+			-0.721799173428922	-1.16850700190712	-0.945153087668021
AT5G37850:15065480	5	15065480	15065512	+	-1.02460594526988	-0.911757975487758	-1.15691687268544		-1.0310935978143594
AT4G34265:16402736	4	16402736	16402780	+	-1.30141514956104	-0.964203057077812	-0.880900090265962		-1.0488394323016046
AT4G23910:12426712	4	12426712	12426729	+	-1.3841876917115	-0.981878819953725	-1.39687511578417		-1.254313875816465
AT2G04790:1679887	2	1679887	1679909	+	-1.3724055393177	-1.13865651724257	-1.32713600659011		-1.27939935438346
AT1G15125+AT1G15120:5204758	1	5204758	5205049	+	-2.15129015055719		-0.450321753847208		-1.300805952202199
AT3G21175:7423329	3	7423329	7423334	+	-1.01786912912083	-1.62974215544752	-1.53037912147532		-1.3926634686812231
AT1G15125+AT1G15120:5205126	1	5205126	5205490	+	-2.34079354074709		-0.486701265959034		-1.413747403353062
AT1G15125+AT1G15120:5205565	1	5205565	5205960	+	-2.34518185082093		-0.582549531216156		-1.463865691018543
AT5G63190:25345803	5	25345803	25345811	+	-1.54085605033567	-1.30460125796032	-1.75268473753192		-1.53271401527597
AT1G31850:11430449	1	11430449	11430452	+		-1.43678813889231	-1.72500346291172		-1.5808958009020149
AT1G53800:20082696	1	20082696	20082705	+	-1.97089799058963	-1.45326497844406			-1.712081484516845
AT4G19040:10433202	4	10433202	10433216	-		-1.51895719046507	-1.95266970224195		-1.73581344635351
AT3G14150:4692927	3	4692927	4692930	-		-1.5648017010027	-1.94090771920257		-1.752854710102635
AT2G41640+AT2G41650:17362645	2	17362645	17362890	+	-2.40115451190066		-1.66732992472715	-1.81784617283707	-1.9621102031549602
AT2G41640+AT2G41650:17362891	2	17362891	17363788	+	-2.51762390110897		-1.75304614898119	-1.61846550086209	-1.96304518365075
AT1G10590:3503370	1	3503370	3503373	-	-2.13571422209979	-1.67780926320443	-2.20577729649243		-2.0064335939322167
AT3G14010:4638933	3	4638933	4638938	+	-1.97935622142973	-2.25328511412375	-2.37022246955716		-2.200954601703547
AT4G26630:13435596	4	13435596	13435651	-	-2.79014221091657	-3.06065846786835	-2.81860132898261		-2.8898006692558433
