Name	Chr	Start	End	Strand	Score	Cai	Parker	Sun	Wang
AT1G12750	1	4347791	4348240	-	0.0001628102617246	1.03076236458446	1.44865617517202		
AT1G10900	1	3636515	3636997	-	6.58131007892252e-05	1.40507465460999	1.05937299565105		
AT5G22450+AT5G22460	5	7445380	7445400	-	4.27630703912716e-05	0.997045052237459		1.45060385395302	
AT1G79190	1	29792211	29792228	+	0.0015470431548982	1.0634215513819	1.36921030798051		
AT2G22570	2	9589983	9590080	-	1.82373433298828e-06	1.31367229668821	1.0586031348724	1.26181845340923	
AT1G55080	1	20553324	20553402	-	0.0007646449279096	1.51770141038588	0.903668263312467		
AT2G30800	2	13123747	13124234	-	0.0003996828027848	1.67520844470116	0.740730667593899		
AT2G35390	2	14897216	14897437	-	1.66817176071759e-08	1.13949104367484	1.22587394543084	1.25374572344797	
AT5G61910+AT5G61900	5	24859818	24859877	-	0.0011913230744483	1.5308719829912	0.875330367790538		
AT1G08040	1	2498480	2498483	-	0.0002083004544065		0.863832572322353	1.5362762660661	
AT1G27900	1	9716340	9716398	-	1.18500229423483e-06	1.01750753007417	1.30085139354005	1.25204821023553	
AT3G06160+AT3G06170	3	1866137	1866659	+	2.16921643829506e-05	1.27535157525224		1.09434395180636	
AT3G14415	3	4818537	4818576	+	5.62052478283405e-05	1.25236894577468	1.08870261678605		
AT1G24160	1	8556140	8556144	-	0.0003196382951991	1.19402858364383	1.12860768286216		
AT2G19080	2	8264195	8264304	+	7.73750275424273e-05		1.03945911763259	1.25738700572168	
AT1G23950	1	8470045	8470134	-	0.0007854732235782	1.27769111177147	1.01463435668012		
AT2G46420	2	19054066	19054760	+	1.31978085640705e-07	0.983525063723254	1.31792964460269	1.07522801083683	
AT3G08840	3	2682194	2682386	-	4.18729791720444e-05	1.11775191129177	1.13052124090157		
AT5G18620	5	6196327	6196335	-	6.86811332125147e-07	0.763949929590844	1.229802927682	1.37000849223045	
AT2G36680	2	15369367	15369448	-	2.45777988826969e-08	1.15756563768849	1.18566827093901	1.01516677850859	
AT3G01310	3	101357	101513	-	7.91713157022654e-06	1.04543804293756	1.03555461468682	1.27493167394726	
AT1G28520	1	10029436	10029673	+	0.0001213899469046	1.04898624549058	1.16824128927847		
AT2G25740	2	10980345	10980620	+	7.00779440691641e-08	1.01337932386387	1.06556099148603	1.23790722049583	
AT1G63490	1	23551456	23551668	-	0.000847643183433	1.50746091290898	0.693236991270611		
AT2G04360	2	1519947	1520012	-	3.72720312462631e-06	0.948233184175656	1.18991978033318	1.15786289302885	
AT5G43930	5	17677970	17678037	+	0.000934880792934	1.18128007152323	1.01400173264074		
AT1G02990	1	681922	682092	-	0.0006403339957463	1.22644169951658	0.954094156844857		
AT3G24575+AT3G04755	3	8967516	8968260	+	2.92718438800425e-05		1.20727315247303	0.968496685560265	
AT3G48880	3	18127231	18127860	+	2.56820582748904e-06	1.03063585342396	0.60572834808581	1.62248925704188	
AT3G49060+AT3G49055	3	18191186	18191703	-	0.0009918222579194	1.09005008130451	1.06110854508069		
AT1G70180	1	26428458	26428659	+	5.67890575886595e-06	0.696320219689937	0.946768002756302	1.58133224760672	
AT5G22450+AT5G22460	5	7444395	7444606	-	3.73855963021138e-07	0.907762791405201	0.876501479028246	1.42172297065502	
AT4G32330	4	15609107	15609117	+	4.18231610426667e-08	0.856659663624356	1.11449449979562	1.22025654186161	
AT4G09000	4	5776372	5776438	+	6.74879103666621e-05		1.05678053097352	1.04884441424073	
AT1G09420	1	3039514	3039549	-	0.0010971695140511	1.59584930166346	0.506384611542058		
AT4G24740	4	12755049	12755141	-	5.06578098162676e-08	0.956806701999383	1.09733215005848	1.08515728147388	
AT1G68862	1	25888930	25889024	-	0.00060299998404	1.45061137712741	0.637672126636799		
AT4G20380+AT4G20390	4	11005974	11006073	+	0.0002806606522966	0.901002837617845	1.18228036210317		
AT3G13970	3	4613756	4613905	-	0.0002102756158883		0.86317396148954	1.21817011451782	
AT4G01100	4	477563	477948	+	0.0008065791980652		0.57636993620387	1.50263414547457	
AT2G28550	2	12226969	12227013	-	2.67963606654816e-07	1.14446335673337	0.910171503151837	1.05858367308821	
AT5G41340	5	16539351	16539733	-	0.0003902005054083	0.873070971439482	1.19716644526622		
AT2G21590	2	9238762	9238931	+	0.0009790243957637	1.02352339511316	1.04331680820758		
AT1G54030	1	20169030	20169099	+	9.38475608497302e-07	0.751441456775737	1.26519925072343	1.07426627691346	
AT5G56180	5	22740142	22740255	-	0.0004618770229888	1.23069228295292	0.825779447886578		
AT5G22730	5	7551902	7552009	-	0.0018512020598482	1.31020339662837	0.734442473078357		
AT3G26890+AT3G26900	3	9910873	9910944	-	7.28725774548511e-07	0.95797746311413	0.792493818787138	1.30404151300125	
AT2G22990	2	9789751	9789752	+	0.0004106583283687	0.832067417916042	1.19784693831488		
AT1G52360	1	19505448	19505698	+	4.57606942609017e-08	0.964417866355328	1.10759688894232	0.960144869748314	
AT3G54010	3	20001314	20001383	+	0.0004766352673304	1.16055093586454	0.853903632884395		
AT4G26965	4	13539829	13539832	+	6.15469851440326e-07	1.05786649378961	0.812434044558312	1.14155495355189	
AT2G23980	2	10202912	10202980	-	1.77689676821319e-06	0.939868801661053	1.09031882509441	0.979949395608674	
AT1G47570	1	17477579	17478654	+	1.05259328370434e-07	1.00086222822894	1.21244302713357	0.788223920291134	
AT5G22450+AT5G22460	5	7445018	7445286	-	3.39351386194076e-07	0.935139218993685	0.886426601606127	1.17396146873834	
AT5G59890	5	24122675	24123088	+	1.16152325914033e-06	0.543265019144259	0.968217581047675	1.44778034899616	
AT1G23080	1	8182206	8182217	-	2.62764879946431e-10	0.979718866145813	0.878638334341909	1.18886575378008	0.890728405286287
AT5G44090	5	17747340	17747759	-	0.0003650336527883	1.14676749131577	0.805091724741128		
AT1G66940	1	24973603	24973729	-	1.00578628040407e-06	0.70638236161491	0.773001569444785	1.44580531413695	
AT2G04270+AT2G04755	2	1479377	1479539	+	0.0002528114475494		0.824357149871373	1.1244548730614	
AT5G22450+AT5G22460	5	7443508	7443949	-	3.03939805935734e-06	0.82162477267844	0.58239515648714	1.51751188563938	
AT4G14930+AT4G14940	4	8541003	8541091	+	0.0008377743102049	0.935304429710353	0.996960922732793		
AT5G03500	5	877899	878112	-	0.0005191853258293		0.671564486179456	1.25277678345106	
AT3G57050	3	21114060	21114112	-	3.3678879945014e-07	0.786184356180197	1.09682388160734	0.993070933710385	
AT5G10710	5	3382198	3382326	+	0.0001862534919828		0.883254023125193	1.02644606423757	
AT2G43910	2	18186254	18186409	-	8.35057814725913e-05		1.01690900950339	0.890030560894559	
AT5G08580	5	2780726	2780807	-	0.0018163962604635	0.903340740013462	1.00187043712596		
AT2G28550	2	12226862	12226968	-	0.0003585494960438	1.13724970163357	0.763306402924686		
AT4G32590	4	15722070	15722237	+	0.0001329443671409	0.81496683366548		1.08252559508052	
AT5G02860	5	657004	657216	+	0.0017991157672858	0.98600084069834	0.909367083098354		
AT5G46410+AT5G46420	5	18828891	18829221	+	3.58953565926871e-06	1.13201321904261	0.55316053666173	1.14872564933108	
AT4G00700+AT4G00690+AT4G00695	4	282397	282519	+	0.0013211839284531	0.906439619433202	0.978300906123671		
AT4G00700+AT4G00690+AT4G00695	4	282594	282697	+	0.0016665769379055	0.888831172042023	0.98804483063217		
AT3G17185	3	5861606	5861997	+	9.44630070788978e-05	1.01395064065441		0.854984856268293	
AT5G22450+AT5G22460	5	7444043	7444310	-	1.47126351449413e-06	0.814421428938831	0.686486289762449	1.24474086884107	
AT5G06130	5	1855347	1855560	-	0.0009390414454041	0.911261152839977	0.91864695398994		
AT5G66160	5	26446705	26446800	+	0.0001698562800317		0.896318812642289	0.928177870361274	
AT4G21410+AT4G03065+AT4G21400	4	11403020	11403093	-	0.0008735704889935	0.923578797732262	0.890730320903886		
AT5G22875	5	7650711	7651265	+	2.05512262124157e-07	0.762598919096249	1.08016364495075	0.870935304470557	
AT4G03440	4	1527174	1527399	-	0.0012530184951429	0.931371954801762	0.864187367214942		
AT2G25880	2	11037213	11038191	-	0.0014863107452878		0.436815371586944	1.35611838639864	
AT5G48545+AT5G48543	5	19677601	19677693	+	7.59057572879344e-07	0.917961863300564	0.787786158059715	0.974388278617589	
AT5G60940	5	24523688	24523779	+	0.0016943569012049	0.585066308850481	1.19667281011832		
AT1G68820	1	25866865	25866882	+	0.0014784778232164	1.07567819920373	0.690762679013764		
AT2G28550	2	12227014	12227119	-	0.0003676434996516	1.00109868410106	0.755594810049477		
AT1G19650	1	6798954	6799098	-	0.0005348197820179	1.08873937324978	0.667697662529443		
AT5G49840	5	20257877	20257981	+	8.93678189172419e-07	0.958440773825487	0.767766685432939	0.903768342269657	
AT5G09230	5	2873272	2873343	+	0.000650709234887	1.13625639241239	0.6167918368815		
AT4G24590	4	12697202	12697216	+	0.0017619547297292	0.897067008566493	0.844377767632631		
AT4G12460	4	7392441	7392687	+	0.0008358074146214	0.62423958164494	1.10697438817982		
AT3G23050	3	8196211	8196522	+	6.1165818356476e-07	0.566077918372219	0.820201324411912	1.19259031946229	
AT3G14415	3	4819755	4819772	+	5.74402753241094e-07	1.16398574036451	0.81935094903208	0.587745462688675	
AT2G21385+AT2G21390	2	9149977	9150091	+	0.0003407014171265	0.777326928385426	0.936125228851417		
AT1G79270	1	29816511	29816515	+	0.0007912018636912	1.08708148342765	0.62280436915783		
AT3G25840	3	9452602	9452781	-	0.0018745872241299	0.995838041772261	0.712159338690565		
AT4G17150	4	9638821	9638824	+	0.0011749763426631	0.910888300208017	0.79616275044042		
AT4G17570	4	9785984	9785995	-	0.0003027943859964	0.908581009755194	0.794000332387109		
AT2G04690	2	1646067	1646154	+	0.0004901149148851	0.993000868516814	0.68593544643004		
AT1G13880	1	4749835	4749837	+	0.0004473495173578	0.933683888851482	0.742535451855034		
AT5G46410+AT5G46420	5	18825103	18825239	+	1.52047069880284e-05	1.22028305124251	0.331849205113633	0.961442844617338	
AT1G54440	1	20326957	20327359	+	3.10626095707574e-06	0.758302608636491	0.578434952468433	1.14407319448173	
AT1G76020	1	28533072	28533291	-	0.0003307060649583	0.849644191461749	0.798807845219155		
AT4G19880	4	10786440	10786556	-	0.0014114503231316	0.992505745074992	0.652144741751549		
AT5G64460	5	25775306	25775354	-	0.0003087579845937	0.594080017499802	1.04627455045127		
AT1G55500	1	20722293	20722308	+	0.0011152394472178	0.875665464104573	0.762628697010474		
AT1G45688	1	17192393	17192516	+	0.000650709234887	1.00539416229733	0.631871634849656		
AT4G08980	4	5758485	5758589	+	0.0001198889195391		0.955023571757087	0.67792318336086	
AT5G05930	5	1780845	1781089	-	0.0003650336527883	0.867767039546928	0.75682593011957		
AT3G26890+AT3G26900	3	9911368	9911414	-	3.97319035017999e-06	1.05374806732891	0.538636623912492	0.834369443951918	
AT3G04700+AT3G04710	3	1276668	1277443	+	0.0012530184951429		0.477000829068995	1.1406831688338	
AT5G46410+AT5G46420	5	18825916	18826172	+	1.88903323325892e-05	1.18707248942756	0.288243017140257	0.948876634611672	
AT4G00700+AT4G00690+AT4G00695	4	281132	281615	+	0.0010614684206137	0.810814324900944	0.804922500223597		
AT2G41880	2	17476900	17476914	+	0.0018337583626533	0.836389800502833	0.757476532942658		
AT5G46410+AT5G46420	5	18826296	18826417	+	1.85934435504397e-05	1.26553813073524	0.290563930755466	0.824314388696518	
AT5G46410+AT5G46420	5	18827998	18828786	+	1.65746113443759e-08	1.09043336314672	0.430842636244758	0.804031972355061	0.847770310476737
AT1G14710	1	5064812	5064971	-	0.0010307100447431	0.672114941936409	0.905745501537915		
AT1G69340	1	26065898	26066226	+	3.71454515143841e-06	0.610026774550054	0.623411650216834	1.10682494374075	
AT5G46410+AT5G46420	5	18828787	18828890	+	0.0007646449279096	0.960422610317544	0.589790082601207		
AT3G55740	3	20695930	20696495	+	0.0018570347553823	0.659349049664899	0.88769529701422		
AT5G46410+AT5G46420	5	18826658	18827152	+	1.23381252800293e-05	1.1601449115328	0.364211766615235	0.782004870659664	
AT5G46410+AT5G46420	5	18827427	18827764	+	1.59929490994517e-05	1.16541234754096	0.323139608081398	0.795732808146365	
AT3G24740	3	9031588	9031846	+	0.0017933737406504	1.03748565190605	0.484120216018187		
AT3G07300	3	2326719	2326724	-	0.0010047024961718	0.802091600012977	0.705873100748367		
AT5G46410+AT5G46420	5	18826498	18826579	+	1.60263691555789e-05	1.24161376989671	0.32266561158526	0.696904777270946	
AT3G45190	3	16547232	16547518	-	0.0017676468663555	0.800846050657075	0.705089493225302		
AT3G10490	3	3268295	3268565	+	0.0008436887553401		0.564824852369169	0.936006645931581	
AT4G31170	4	15155467	15155575	-	2.08746808211792e-06	0.813516741875237	0.63083265459195	0.785949166171863	
AT1G18660	1	6421304	6421381	+	0.0006046728239165		0.636570929434228	0.842590810255968	
AT4G02120	4	942544	942609	+	0.0004976843261594	0.78680771217158	0.681762314985287		
AT1G30690	1	10887828	10887850	+	0.001839563862965	0.697288115393768	0.766649387063817		
AT1G13450	1	4613708	4613754	-	0.0015711353968012		0.426080337813065	1.03398844860396	
AT3G10350	3	3209460	3209476	+	0.0005316744546562	0.765371495561432	0.668024249981441		
AT3G57530	3	21297376	21297469	-	0.0006472416223887	0.531034072061814	0.895021904266226		
AT1G55810	1	20860832	20861207	+	0.0018716561482434	0.943232670749529	0.478362633552178		
AT3G08840	3	2682479	2682619	-	0.0009390414454041	0.881267339894045	0.539876994815803		
AT5G22875	5	7650682	7650710	+	0.0017167442938048	0.525395736361062	0.895187513722824		
AT1G64790	1	24082539	24082720	-	1.1742810067771101e-09			4.87741112354887	-3.47475754193016
AT5G60600	5	24359234	24359324	+	0.0007496715358645	0.736582283898814	0.663907852152359		
AT4G40050	4	18561989	18561992	-	0.0010770156512036	0.716583113164298	0.679667404242654		
AT1G79270	1	29816191	29816510	+	0.0007835682665195	0.810104156777259	0.584516971472791		
AT3G53460	3	19820724	19820786	-	0.0006699455174062		0.612962226682622	0.771248062991582	
AT2G22990	2	9789747	9789750	+	2.02774183907227e-06	0.44769387896301	0.856134185420663	0.74186281362001	
AT5G66100+AT5G66110	5	26430392	26430815	+	0.0017055324419314		0.404608775146885	0.951325929586799	
AT3G09800	3	3007939	3008263	-	0.0005269737466642	0.522146278104994	0.829757984216396		
AT4G08980	4	5758590	5758690	+	0.0004387437957174		0.714557152846543	0.629271310007679	
AT1G02100	1	392073	392076	+	0.0008436887553401	0.723932766397045	0.615737341191018		
AT1G20510	1	7104011	7104418	-	0.0008575693762093	0.426843147660938	0.89049263450806		
AT5G20950	5	7110798	7110819	-	0.0005176345561223	0.626626609613069	0.673457121024786		
AT1G52510	1	19564837	19564981	-	0.000613071543738	0.624857233951428	0.675057508920975		
AT5G55390+AT5G55380	5	22446624	22447936	-	0.0003087579845937	0.49070894604545	0.789844806937836		
AT4G10100	4	6308833	6308849	+	8.40812027430838e-06	0.574418718948429	0.546023361309425	0.79330748645763	
AT5G16030	5	5238680	5238682	+	0.0004992051261371	0.56584995459548	0.681590583128397		
AT1G71310	1	26878861	26879289	-	0.0013584361693404	0.570195705919485	0.671385529669148		
AT4G15233+AT4G15230	4	8683431	8683534	+	0.0014344780491206		-0.444010733170085	1.6808354011443	
AT3G09800	3	3008264	3008347	-	0.0010548396126307		0.515871651031443	0.716773052853769	
AT2G38170	2	15989509	15990228	-	1.17572791675261e-05	0.488973937048316	0.370625090395299	0.977130035531319	
AT2G38780	2	16213256	16213263	+	0.0008299204871677	0.652107188179922	0.570221501831305		
AT1G58180	1	21539301	21539393	-	0.0009620887444468		0.535422433345683	0.684996659263817	
AT5G46510	5	18866526	18866697	+	0.0009854130289509	0.550352540357482	0.668296983643826		
AT1G77930	1	29302164	29302248	+	0.0007330021234447	0.617256697925392	0.59860390281542		
AT2G41720	2	17403809	17403904	-	0.0008085116892195	0.627341706444723	0.576200850566805		
AT2G06025	2	2351549	2351671	+	4.31300347627992e-06	0.626080711993279	0.528952190351347	0.610997371041542	
AT3G06770	3	2136821	2136961	-	0.0007988721755962	0.575950842575294	0.578581065086352		
AT3G04610	3	1254283	1254768	-	4.52588825469248e-06	0.641369532304754	0.52053343746179	0.561965175489226	
AT2G40550+AT2G40540	2	16931048	16931164	+	0.0014319103080225	0.697758558543413	0.444375836806085		
AT3G59060	3	21829903	21829913	-	0.0009101092548469	0.454667474248096	0.684448387586419		
AT2G33540	2	14208050	14208174	-	0.0014889262688061	0.702007599173562	0.436456618316841		
AT4G08980	4	5758691	5758981	+	0.0006734729124954	0.522711697116922	0.611752993270501		
AT2G03870+AT2G03880	2	1181513	1183703	+	0.0013684566714521	0.676472773172788	0.456513357085925		
AT1G70100	1	26405497	26405597	+	0.0009578777216763	0.592566343249862	0.536157545162412		
AT2G47935	2	19617589	19617721	+	0.0020484639941709		0.359767898587565	0.765756455455834	
AT4G33625	4	16153346	16153715	-	1.1621717497601e-05	0.302180624200121	0.621197728190227	0.757189684333198	
AT2G26980	2	11516208	11516696	-	0.0016971473819895		0.405695385717605	0.699043294629034	
AT1G13450	1	4613517	4613707	-	0.0020853888972082		0.356206825191267	0.746674773301523	
AT4G32900	4	15879538	15879545	-	0.0016638114274576	0.488525273171044	0.588959780446876		
AT3G09600	3	2948156	2948177	+	0.0008240542000266	0.503375506343165	0.572673008290728		
AT3G06770	3	2136818	2136820	-	0.000859561492394	0.489167389683168	0.559683027183778		
AT1G04733+AT1G09800	1	3180548	3180734	-	0.0005913545509714	0.613774370080012			0.424354941544365
AT1G80780	1	30358296	30358378	+	0.0007002214419384	0.424306373169287	0.608251899503291		
AT2G38040	2	15920848	15920855	+	0.0006752400583348	0.402303102966272	0.611564736308226		
AT5G61310+AT5G61300	5	24653762	24654769	-	0.0011426184863688	0.37976297021366	0.62139730404277		
AT1G29850	1	10448846	10448848	+	6.46748736414976e-06	0.4913864525859	0.469255913842156	0.538910142739455	
AT5G48545+AT5G48543	5	19677035	19677544	+	0.0012917513112402	0.509875481205405	0.471351542214922		
AT5G23770+AT5G23760	5	8014381	8015139	-	0.0015550534456399	0.517470312004198	0.461176777825392		
AT3G08840	3	2683281	2683387	-	0.0013886070007152	0.522160762096341	0.453561965210735		
AT2G47935	2	19617250	19617549	+	0.0020392836559059		0.36012233068956	0.609553174571644	
AT4G25280	4	12941045	12941207	-	0.0019366630761566	0.292931263578032	0.663620513503433		
AT3G27260	3	10070619	10070645	+	0.0013634418647532	0.480219144918863	0.45701427591001		
AT2G27340	2	11697164	11697448	+	0.0019816143553281	0.551524374843968	0.366304702005095		
AT3G54500	3	20177691	20177704	-	0.0011889809792227	0.418030422333524	0.489080462072307		
AT1G20920	1	7289310	7289385	+	0.0014732672495544	0.439350265649677	0.437650229387147		
AT2G47640	2	19537860	19537862	+	0.0010994202585227	0.361295691467822	0.506334032563485		
AT2G01420	2	182005	182016	-	0.0013987368195515	0.397202520560033	0.450608575747177		
AT2G27350	2	11699995	11699997	-	0.001284444445932	0.375226107717396	0.471745565181493		
AT2G04690	2	1646032	1646066	+	0.0027380383081522	0.560423036611756	0.281091340325867		
AT2G38280	2	16033727	16033741	-	0.0012196062285582	0.354657370376939	0.483784694631311		
AT1G58602	1	21753884	21754088	+	8.72961290600465e-05	0.330866728177632		0.501550791045279	
AT5G39340+AT5G39350	5	15750892	15752962	+	0.0030242997340057	0.57973102205885	0.245952369390261		
AT3G26890+AT3G26900	3	9909318	9910792	-	6.64452226742665e-08	0.450263401077656	0.243748440110707	0.515452880654385	0.439323613636111
AT3G30390	3	11979038	11979357	-	0.0030428889583501	0.579061662268385	0.243918464393929		
AT2G39730	2	16571180	16571190	-	1.60705098897549e-06	0.439216772543467	0.426206472408543		0.363319401244649
AT4G30310	4	14832274	14832315	+	0.0023300664846992	0.489733427790844	0.329261375505013		
AT3G26890+AT3G26900	3	9908835	9909083	-	1.93415489173203e-05	0.390730689548681	0.284309499479946	0.539338617782315	
AT2G41640+AT2G41650	2	17364033	17364518	+	4.80702931912671e-06	0.491494411632592			0.314972247876193
AT3G26890+AT3G26900	3	9908348	9908428	-	1.83362248266575e-05	0.371674201804485	0.29477467962546	0.519480840861746	
AT1G67700	1	25375713	25375726	+	6.54091247134219e-06	0.40556945858604	0.464592304820828		0.306937808764248
AT3G26890+AT3G26900	3	9907262	9907512	-	2.1828344055014e-05	0.422005760789944	0.260772955797462	0.49425029197362	
AT1G64430	1	23936364	23936694	+	0.0014836974964734	0.333731533709349	0.436950567131696		
AT3G26890+AT3G26900	3	9907639	9908052	-	2.13796740556674e-05	0.319324203815469	0.264574076737672	0.524429065676234	
AT4G21660	4	11508387	11508668	-	0.0016253327048024	0.3053846721263	0.430387707426334		
AT4G28706+AT4G28710	4	14181660	14182168	+	0.0028776055228624	0.465040137405414	0.265368875627855		
AT3G23590+AT3G23600	3	8470148	8470358	+	0.0026503705703132	0.415546288784034	0.28869799244913		
AT5G63370	5	25385078	25385150	-	0.0023268030580484	0.366217082440894	0.329859647961124		
AT1G15280	1	5253546	5253548	+	0.0026677916527156	0.397111322710581	0.287476575111119		
