Name	chr	start	end	strand	Cai	Parker	Sun	Wang	average
AT5G46410+AT5G46420:E008	5	18827427	18827764	+	1.66140588330804	0.55699947510187	1.21916047750546	0.790419020399718	1.056996214078772
AT3G29350:E003	3	11264631	11264685	-	0.83638863029812	1.07015699147065	1.25063643796407		1.0523940199109465
AT4G08980:E006	4	5758485	5758589	+	0.884937031777404	1.37955366597717	0.890275941568202		1.0515888797742587
AT5G46510:E011	5	18866526	18866697	+	0.762056923666787	0.965993527253139	1.41419929090248		1.0474165806074687
AT2G22990:E019	2	9789747	9789750	+	0.649408879373736	1.22938179903753	1.05992556403559		0.9795720808156186
AT5G16030:E006	5	5238680	5238682	+	0.811111808215418	0.982754668605637	1.06768665431396		0.9538510437116717
AT4G32850:E018	4	15853961	15854043	+	1.08673305247215	0.846647893959453	0.856377743665695		0.929919563365766
AT4G10100:E004	4	6308833	6308849	+	0.843135257318488	0.76972862281025	1.12939134041509		0.9140850735146092
AT3G04610:E009	3	1254283	1254768	-	0.93000610506962	0.778651006081152	0.795776124343392	1.13981894579845	0.9110630453231534
AT2G06025:E015	2	2351549	2351671	+	0.925081369742976	0.763619669194355	0.857997800073092	0.912370181396388	0.8647672551017027
AT1G71310:E005	1	26878861	26879289	-	0.821385007990947	0.961583283863504	0.766581308509239		0.8498498667878968
AT4G08980:E007	4	5758590	5758690	+	0.633046249677231	1.02548083563961	0.820852387745068		0.8264598243539697
AT1G77930:E006	1	29302164	29302248	+	0.879446346742405	0.845069068303269	0.69147961735763		0.805331677467768
AT4G08980:E008	4	5758691	5758981	+	0.745858608662887	0.878577928705878	0.563779407150395		0.72940531483972
AT1G70100:E010	1	26405497	26405597	+	0.838829807025364	0.764297538104298	0.46926498984734		0.690797444992334
AT3G26890+AT3G26900:E009	3	9909318	9910792	-	0.721706259132189	0.470552542937185	0.886763629852489	0.68312566523479	0.6905370242891632
AT3G26890+AT3G26900:E005	3	9907639	9908052	-	0.534506590244728	0.501737578513678	0.896439879928462	0.525901416280021	0.6146463662417222
AT4G28706+AT4G28710:E061	4	14181476	14181558	+	0.545127818946805	0.311982128591399	0.689420134522384	0.81852785495439	0.5912644842537444
AT2G39730:E003	2	16571180	16571190	-	0.61762616019457	0.546708251729122	0.537657428335537	0.506742671267084	0.5521836278815783
AT1G67700:E010	1	25375713	25375726	+	0.580672750265057	0.654033275266023	0.458510434588717	0.425886315512669	0.5297756939081165
AT2G41640+AT2G41650:E010	2	17364033	17364518	+	0.619626843834121		0.0776457522612031	0.442878361983434	0.38005031935958605
AT1G10585+AT1G10580:E006	1	3494296	3494613	-	0.919095059853739	1.01150475469842	-1.62237696998322		0.10274094818964634
AT3G56210:E002	3	20852385	20852709	-	-0.790036071978871	1.14003575328503	-0.459335291506361		-0.03644520340006733
AT1G65960:E013	1	24557432	24557730	+	1.13542663863801	-0.8051170972135	-0.505662684641873		-0.058451047739120986
AT1G20620:E005	1	7143805	7144105	+	0.952749157105614	0.928301644653646		-2.10903723122462	-0.0759954764884534
AT5G05960+AT5G05950:E001	5	1788738	1789537	+	-0.801432614703891	0.813150978496822	-0.914441600910056		-0.30090774570570833
AT3G46640:E009	3	17185355	17186959	+	0.713373015906843		-1.05331457382013	-0.600887038140358	-0.31360953201788166
AT3G26890+AT3G26900:E030	3	9912774	9912873	-	-0.570516271819585	-0.463018576000264	-0.52459735276798	-0.332967214449747	-0.472774853759394
AT5G19320+AT5G19330:E002	5	6505096	6506974	-	-0.316405770155475	-0.745569274564202	-0.488518985156825	-0.365023344731107	-0.4788793436519022
AT3G26890+AT3G26900:E032	3	9913212	9913299	-	-0.527540862092417	-0.484139568563643	-0.612243708260657	-0.322906348808209	-0.4867076219312315
AT3G26890+AT3G26900:E031	3	9913002	9913084	-	-0.592322746300477	-0.470551415964142	-0.604650947165675	-0.332425361377462	-0.499987617701939
AT5G20490:E039	5	6936002	6936145	-	-0.439107020877747	-0.514941220460177	-0.804345377731799	-0.644312274371202	-0.6006764733602312
AT2G41840+AT2G41835:E001	2	17457699	17458760	-	-0.907654030088207	-0.541740421563174	-0.604061098611838	-0.619046200684855	-0.6681254377370185
AT4G28706+AT4G28710:E011	4	14168911	14169061	+	-0.509217368516419	-1.46480454131523	-0.589343091154588	-0.363475549460778	-0.7317101376117537
AT3G26090+AT3G26085:E022	3	9534117	9534397	+	-0.818752439017825	-0.781282401252348	-0.653996486797054		-0.7513437756890756
AT3G26090+AT3G26085:E021	3	9533949	9534022	+	-0.69478649045055	-0.851974612416726		-0.828182501798538	-0.7916478682219381
AT4G28706+AT4G28710:E009	4	14168464	14168538	+	-0.469944688455984	-1.47934657401658	-0.782304528168988	-0.436860813337965	-0.7921141509948793
AT5G56100+AT5G56090:E009	5	22716998	22717849	+	-2.44288714100404		-0.201511102829556	0.182820801417055	-0.820525814138847
AT3G63460:E016	3	23434944	23434949	-	-0.657564963384041	-0.857802125004721	-0.975801922403613		-0.830389670264125
AT4G28706+AT4G28710:E008	4	14168286	14168363	+		-1.44014446185791	-0.620227566872727	-0.448708013653027	-0.8363600141278881
AT3G26090+AT3G26085:E018	3	9533399	9533519	+	-0.577911267702393	-0.90151714577473	-1.04205579389945		-0.8404947357921909
AT4G28706+AT4G28710:E010	4	14168655	14168707	+	-0.540405587068486	-1.46921314581042	-0.747158404470209	-0.639202015012776	-0.8489947880904728
AT3G26090+AT3G26085:E020	3	9533760	9533844	+	-0.771448291344406	-0.884605241856534	-0.915048278222671		-0.8570339371412036
AT4G28706+AT4G28710:E013	4	14169537	14169663	+	-0.532642728369604	-1.3955721242323	-0.714260952141568		-0.880825268247824
AT3G26090+AT3G26085:E019	3	9533615	9533678	+	-0.784641850713536	-0.880890522558017	-0.987269780819197		-0.8842673846969168
AT4G28706+AT4G28710:E015	4	14169765	14169862	+	-0.592976065154961	-1.33194460874979	-0.732214882900429		-0.8857118522683933
AT3G56130:E006	3	20827694	20827900	+	-0.513178235943958	-0.875898109241282	-1.06571143235628	-1.17881299841034	-0.9084001939879649
AT4G13670:E007	4	7950389	7950550	+	-0.800461591043901	-1.13976446540682	-0.835884651306091		-0.9253702359189373
AT4G28706+AT4G28710:E006	4	14167975	14168038	+	-0.647093305480848	-1.56134372220145		-0.634596844579668	-0.9476779574206553
AT4G28706+AT4G28710:E014	4	14169762	14169764	+	-0.806484457841723	-1.11413332474784	-0.954731275361837		-0.9584496859838
AT5G25570+AT5G25560:E033	5	8902738	8902897	+	-1.17627226506024	-1.23417732772181	-0.576383340555111		-0.9956109777790537
AT1G72640:E012	1	27347659	27347661	-	-0.912285739598286	-1.20882380115354	-0.9359905318764		-1.0190333575427422
AT4G28706+AT4G28710:E005	4	14167969	14167974	+	-0.789228078942076	-1.59190229784411		-0.836653607688852	-1.0725946614916795
AT4G30993+AT4G08425:E009	4	15099411	15099503	+	-1.05081293245419	-0.811319693715273	-1.40737598875486		-1.0898362049747743
AT2G06025:E003	2	2348136	2348248	+	-0.770075914394092	-1.13617136827779	-1.4544344070571		-1.1202272299096607
AT5G25570+AT5G25560:E035	5	8902986	8903216	+		-1.47328512846739	-0.912213695934499	-1.01117129227437	-1.1322233722254198
AT1G01020:E011	1	8571	8593	-	-1.36489009049426	-0.884723629477177	-1.33528404780198		-1.194965922591139
AT2G06025:E005	2	2350017	2350115	+	-0.864157289651324	-0.903407919843536	-1.89051027234715		-1.2193584939473368
AT2G34410+AT2G08665:E006	2	14519442	14519498	+			-1.12098138006522	-1.41486891882997	-1.267925149447595
AT1G77890+AT1G77910:E010	1	29293273	29293278	+	-0.965755360179333	-1.34762720375165	-1.41285733771468	-1.51373165905852	-1.3099928901760456
AT2G06025:E007	2	2350119	2350201	+	-1.24160154826572	-0.994419754425091	-1.82466556074167		-1.353562287810827
AT4G00700+AT4G00690+AT4G00695:E027	4	286200	288988	+	-2.0263901702392	-1.24007011976262	-0.799606470666833		-1.3553555868895513
AT3G52155:E007	3	19344562	19344647	+	-1.54090695798502	-1.037995222567	-1.53534234728449		-1.37141484261217
AT2G25910:E004	2	11049623	11049625	-	-1.43679019585811	-1.12311998142149	-1.61363950620543		-1.3911832278283434
AT2G34410+AT2G08665:E008	2	14519614	14519647	+			-1.36568028541597	-1.43174495772067	-1.39871262156832
AT2G34410+AT2G08665:E007	2	14519575	14519613	+			-1.24142840847864	-1.62180367513804	-1.43161604180834
AT4G21585+AT4G21580:E016	4	11477987	11478101	+	-1.13616828562438	-1.97503426961832	-1.23818702587347		-1.4497965270387236
AT4G21585+AT4G21580:E017	4	11478359	11478539	+	-1.37359169136303	-2.12419018593563	-0.91081950506967		-1.4695337941227766
AT5G37850:E003	5	15065480	15065512	+	-1.46130664147777	-1.33183573785831	-1.68833544388239		-1.4938259410728234
AT4G34265:E005	4	16402736	16402780	+	-1.88637785731485	-1.35980759043711	-1.25769829113892		-1.5012945796302934
AT2G15000:E007	2	6481828	6481870	-		-0.861311418654483	-2.20508373827816	-1.45860207140652	-1.5083324094463875
AT3G07510:E005	3	2394568	2394573	-	-1.39426066839369	-1.74640391054721	-1.52791112113632		-1.55619190002574
AT5G58140:E007	5	23524546	23524549	+	-1.61113377054604	-1.5026118154064			-1.55687279297622
AT2G20440:E007	2	8811565	8811726	-	-1.52710375556444	-1.64880512886532			-1.5879544422148801
AT5G35330:E008	5	13525621	13525641	-	-1.42662776725869	-1.27364326128694	-1.72965739981475	-2.10808526369752	-1.6345034230144748
AT5G09230:E022	5	2873780	2873789	+		-2.2906424277729		-1.00614933259807	-1.6483958801854848
