Name	Score	Freq
AT5G17460:5757450:5757464	0.00905859417088372	1
AT5G43910:17667956:17667968	0.010064154030046	1
AT1G16780:5744111:5744138	0.0110695238561637	1
AT4G30820:15007106:15007601	0.0110695238561637	1
AT5G43910:17667956:17667987	0.0110695238561637	1
AT5G11380:3632732:3632737	0.0120747036731801	1
AT5G45115:18238613:18238644	0.0120747036731801	1
AT4G26140:13244683:13244689	0.0130796935050372	1
AT5G43630:17526961:17527240	0.0130796935050372	1
AT5G10330:3249320:3249333	0.0140844933756754	1
AT5G66640:26600147:26600150	0.0140844933756754	1
AT1G23935:8466015:8466018	0.0140844933756754	1
AT1G24260:8594806:8594809	0.0150891033090336	1
AT5G20950:7110797:7110819	0.0150891033090336	1
AT2G16990:7385434:7385515	0.0150891033090336	1
AT2G32760:13892577:13892599	0.0160935233290492	1
AT1G06710:2056632:2056851	0.0170977534596582	1
AT1G15280:5253545:5253548	0.0181017937247948	1
AT1G06710:2056650:2056851	0.0181017937247948	1
AT1G44780:16911209:16911212	0.0191056441483921	1
AT1G09195:2968474:2968479	0.0191056441483921	1
AT2G30740:13095593:13095636	0.0201093047543812	1
AT2G32700:13870116:13870122	0.0211127755666921	1
AT2G28550:12226968:12227119	0.0221160566092532	1
AT2G37480:15739249:15739252	0.0221160566092532	1
AT1G52100:19385232:19385479	0.0231191479059912	1
AT3G04630:1259566:1259569	0.0241220494808316	1
AT3G07565:2415060:2415063	0.0251247613576981	1
AT1G72560:27324957:27324982	0.0251247613576981	1
AT3G27260:10070618:10070645	0.0271296161131972	1
AT4G02430:1071273:1071284	0.0281317590396699	1
AT3G52072:19314052:19314090	0.0301354761096507	1
AT5G19210:6461991:6461995	0.0301354761096507	1
AT2G26590:11314984:11315019	0.0301354761096507	1
AT3G44740:16297397:16297561	0.0301354761096507	1
AT5G53020:21501851:21501854	0.0311370503009897	1
AT3G49500:18353443:18353466	0.0311370503009897	1
AT5G60170:24229699:24229705	0.0321384349617794	1
AT5G60570:24348367:24348379	0.0331396301159316	1
AT5G65210:26058594:26059019	0.0341406357873564	1
AT4G23130:12119101:12119113	0.0341406357873564	1
AT4G40030:18556501:18556743	0.0351414519999626	1
AT1G04985:1417325:1417973	0.0361420787776574	1
AT4G40030:18556506:18556743	0.0361420787776574	1
AT3G09800:3008263:3008347	0.0371425161443465	1
AT4G40030:18556501:18556506	0.0381427641239343	1
AT5G55100:22363849:22364074	0.0381427641239343	1
AT1G06710:2056632:2056650	0.0391428227403232	1
AT3G52260:19384455:19384459	0.0391428227403232	1
AT5G61960:24883691:24883907	0.0391428227403232	1
AT1G16270:5563200:5563364	0.0401426920174147	1
AT1G17520:6025504:6025522	0.0411423719791083	1
AT3G57470:21275499:21275591	0.0411423719791083	1
AT1G16710:5715520:5715637	0.0411423719791083	1
AT5G45410:18403494:18403511	0.0421418626493021	1
AT5G48880:19816922:19817772	0.0441402762107761	1
AT1G53200:19842633:19842650	0.045139199149845	1
AT4G17310:9686443:9686497	0.045139199149845	1
AT2G15530:6773964:6773983	0.0471364774641072	1
AT1G72740:27381146:27381164	0.0491329991857987	1
AT1G26260:9086897:9087046	0.0501309763841487	1
AT5G11210:3571759:3571869	0.0501309763841487	1
AT5G11210:3571813:3571869	0.0511287645060146	1
AT4G28790:14219369:14219406	0.0511287645060146	1
AT1G62540:23154534:23154588	0.0521263635752797	1
AT5G17300:5691550:5691698	0.0521263635752797	1
AT2G00720:9257650:9257661	0.0531237736158256	1
AT1G26680:9220739:9221925	0.0531237736158256	1
AT2G23140:9848939:9849103	0.0541209946515322	1
AT5G61960:24883573:24883907	0.0541209946515322	1
AT5G41690:16674167:16674361	0.0551180267062782	1
AT5G55100:22363626:22364074	0.0551180267062782	1
AT5G53020:21498605:21499290	0.0561148698039407	1
AT5G41910:16779042:16779227	0.0571115239683951	1
AT5G41690:16674493:16674700	0.0581079892235156	1
AT5G36180:14239580:14239654	0.0591042655931746	1
AT2G45540:18772378:18772421	0.0601003531012432	1
AT5G15190:4933034:4933117	0.0601003531012432	1
AT2G46610:19137830:19138386	0.061096251771591	1
AT5G10965:3469134:3469237	0.061096251771591	1
AT5G43910:17667956:17668073	0.0620919616280858	1
AT4G35270:16780980:16781184	0.0630874826945943	1
AT4G26700:13464431:13464516	0.0640828149949813	1
AT1G55810:20860710:20860831	0.0650779585531105	1
AT2G23985:10205241:10205501	0.0660729133928437	1
AT4G16710:9398722:9398774	0.0660729133928437	1
AT2G23985:10205474:10205501	0.0670676795380415	1
AT1G09765:24298970:24299090	0.0670676795380415	1
AT4G02885:6667616:6667728	0.0670676795380415	1
AT2G35550:14929401:14929448	0.0680622570125627	1
AT3G53350:19781444:19781535	0.0680622570125627	1
AT3G52050:19305034:19305211	0.0690566458402649	1
AT3G01150:53911:53958	0.0720386806810091	1
AT3G47160:17361145:17361630	0.0720386806810091	1
AT4G24230:12567237:12567250	0.0730323151599794	1
AT3G46960:17296973:17297152	0.0730323151599794	1
AT3G17360:5940644:5940671	0.0740257611113952	1
AT4G32900:15879537:15879545	0.0740257611113952	1
AT3G46500:17122133:17122352	0.0740257611113952	1
AT5G62950:25263154:25263370	0.0750190185591051	1
AT3G46200:16970544:16970622	0.0760120875269557	1
AT5G45560:18466144:18466246	0.0770049680387926	1
AT5G10940:3452075:3452084	0.0779976601184597	1
AT4G32000:15475966:15476095	0.0779976601184597	1
AT5G14770:4772875:4772878	0.0789901637897992	1
AT1G49590:18355489:18355746	0.079982479076652	1
AT4G15090:8614449:8614486	0.0809746060028574	1
AT5G37690:14975877:14975901	0.0819665445922535	1
AT1G53025:19756833:19757075	0.0819665445922535	1
AT1G09170:2957830:2957968	0.0829582948686763	1
AT1G10810:3600326:3600421	0.0839498568559609	1
AT5G60022:24167445:24168033	0.0849412305779404	1
AT4G30820:15006702:15007211	0.0849412305779404	1
AT2G16990:7387604:7387690	0.0849412305779404	1
AT4G30820:15006702:15007516	0.0859324160584467	1
AT4G17680:9843750:9843829	0.0859324160584467	1
AT1G31050:11076021:11076132	0.0869234133213101	1
AT1G10890:3628229:3628972	0.0879142223903593	1
AT5G20720:7014894:7014916	0.0879142223903593	1
AT1G13460:4615978:4616059	0.0889048432894217	1
AT5G22300:7379824:7380727	0.0889048432894217	1
AT1G27921:9729134:9729433	0.0889048432894217	1
AT5G56620:22918275:22918364	0.0898952760423231	1
AT1G14240:4864965:4865032	0.0898952760423231	1
AT3G11240:3520808:3520947	0.0898952760423231	1
AT1G48500:17934248:17934327	0.0908855206728876	1
AT5G53020:21498605:21499440	0.0918755772049381	1
AT1G18415:6343851:6343949	0.0918755772049381	1
AT5G37380:14818453:14819034	0.0928654456622957	1
AT1G66840:24936140:24936218	0.0928654456622957	1
AT5G10450:3284466:3284665	0.0938551260687803	1
AT1G28560:10040588:10040671	0.0938551260687803	1
AT4G38380:17974419:17974504	0.0948446184482101	1
AT1G27630:9611876:9612429	0.0948446184482101	1
AT3G06190:1875132:1875380	0.0948446184482101	1
AT1G28520:10029267:10029435	0.0958339228244016	1
AT3G58930:21780014:21780245	0.0958339228244016	1
AT2G24530:10422312:10422416	0.0968230392211704	1
AT1G35516:13078915:13078929	0.0978119676623298	1
AT4G33130:15980200:15980346	0.0978119676623298	1
AT2G03140:950231:950308	0.0978119676623298	1
AT2G29910:12751579:12751668	0.0988007081716923	1
AT3G62620:23159856:23159978	0.0997892607730684	1
AT1G49980:18511962:18511993	0.0997892607730684	1
AT4G30820:15006702:15007601	0.0997892607730684	1
AT2G30990:13189762:13189832	0.0997892607730684	1
AT3G58900:21773965:21774054	0.100777625490267	1
AT3G26670:9800608:9800814	0.100777625490267	1
AT1G54310:20274535:20274561	0.101765802347097	1
AT5G57790:23412239:23412675	0.101765802347097	1
AT1G55500:20722292:20722308	0.102753791367363	1
AT4G33240:16037639:16037897	0.102753791367363	1
AT5G57790:23412250:23412675	0.102753791367363	1
AT5G56850:22985285:22985421	0.103741592574871	1
AT3G19500:6759471:6759554	0.103741592574871	1
AT3G49320:18288770:18288902	0.104729205993423	1
AT1G63150:23421305:23421321	0.104729205993423	1
AT4G28790:14219406:14219502	0.104729205993423	1
AT3G52340:19407119:19407204	0.105716631646821	1
AT3G07860:2508673:2509155	0.105716631646821	1
AT1G19650:6798953:6799098	0.106703869558865	1
AT3G09370:2879575:2879898	0.106703869558865	1
AT2G03590:1094867:1095082	0.107690919753354	1
AT1G33720:12223202:12223586	0.107690919753354	1
AT2G04852:1705798:1706419	0.108677782254086	1
AT2G46810:19240810:19241167	0.109664457084854	1
AT1G78910:29665589:29665602	0.110650944269455	1
AT5G22820:7623363:7623564	0.110650944269455	1
AT3G59210:21889695:21889780	0.110650944269455	1
AT4G16670:9387072:9387159	0.11163724383168	1
AT4G26600:13422635:13422713	0.11163724383168	1
AT1G32370:11677923:11678057	0.11163724383168	1
AT3G24929:9105713:9106323	0.11262335579532	1
AT1G61490:22688202:22688370	0.113609280184164	1
AT1G67460:25270319:25270397	0.114595017022002	1
AT3G05600:1623752:1623819	0.114595017022002	1
AT3G29330:11257952:11258053	0.114595017022002	1
AT2G03810:1161724:1161729	0.11558056633262	1
AT3G20270:7067493:7067544	0.11558056633262	1
AT3G29100:11076810:11077022	0.116565928139802	1
AT1G76970:28924570:28924900	0.117551102467332	1
AT2G41720:17403808:17403904	0.118536089338992	1
AT2G05590:2068646:2068651	0.118536089338992	1
AT4G24580:12694278:12694393	0.119520888778562	1
AT2G23985:10205693:10205710	0.120505500809823	1
AT2G31370:13381092:13381103	0.12148992545655	1
AT2G32320:13729206:13729242	0.122474162742521	1
AT1G09765:24298970:24299225	0.122474162742521	1
AT1G03080:737420:737561	0.123458212691509	1
AT2G02760:773924:774003	0.124442075327288	1
AT1G07170:2200219:2200462	0.125425750673629	1
AT2G01930:428223:428705	0.126409238754302	1
AT1G01060:37203:37372	0.127392539593075	1
AT1G26730:9244238:9244325	0.128375653213716	1
AT3G12250:3906416:3906525	0.128375653213716	1
AT1G16820:5757559:5758185	0.128375653213716	1
AT1G09023:25922530:25922669	0.130341318895659	1
AT3G19860:6903989:6904068	0.131323871004489	1
AT2G39730:16571066:16571190	0.133288413876667	1
AT1G31360:11236318:11236405	0.134270404687534	1
AT1G31360:11236470:11236644	0.135252208446594	1
AT4G15090:8614486:8614692	0.136233825177602	1
AT4G31570:15297993:15297997	0.136233825177602	1
AT1G16560:5668709:5668918	0.137215254904313	1
AT4G32330:15609106:15609117	0.137215254904313	1
AT1G20065:6956623:6956964	0.137215254904313	1
AT4G38270:17939168:17939176	0.138196497650478	1
AT4G26640:13439473:13439762	0.138196497650478	1
AT1G74810:28107935:28108394	0.139177553439846	1
AT1G13450:4613516:4613754	0.139177553439846	1
AT3G20200:7050888:7050957	0.14113910424319	1
AT5G14780:4777129:4777646	0.14113910424319	1
AT3G61490:22758187:22758428	0.14113910424319	1
AT2G28550:12226861:12227119	0.142119599304658	1
AT5G18820:6272075:6272091	0.143099907504317	1
AT5G27630:9779844:9779904	0.144080028865909	1
AT2G16870:7310882:7310964	0.145059963413175	1
AT1G33615:12195478:12195565	0.147998646406413	1
AT2G36680:15369448:15369616	0.147998646406413	1
AT4G02760:1226580:1226987	0.148977833933761	1
AT1G06710:2056329:2056650	0.150935648925264	1
AT2G26810:11435874:11435986	0.151914276436882	1
AT1G09910:3223831:3224378	0.151914276436882	1
AT2G44180:18271085:18271152	0.151914276436882	1
AT5G55060:22342181:22342490	0.152892717324051	1
AT2G34450:14526891:14527008	0.153870971610498	1
AT1G14710:5064811:5064971	0.153870971610498	1
AT2G46455:19070307:19070408	0.153870971610498	1
AT5G58140:23524549:23524722	0.15484903931995	1
AT2G46572:19128163:19128259	0.15484903931995	1
AT1G15490:5322960:5323157	0.155826920476131	1
AT2G45480:18745484:18745582	0.156804615102764	1
AT4G28790:14219714:14219857	0.156804615102764	1
AT4G02120:942543:942609	0.157782123223572	1
AT1G26208:9069092:9069235	0.157782123223572	1
AT2G35160:14823090:14823549	0.157782123223572	1
AT2G06025:2351548:2351671	0.158759444862274	1
AT3G05675:1659940:1660162	0.159736580042589	1
AT1G49180:18184820:18184942	0.160713528788235	1
AT1G51840:19250211:19250604	0.161690291122926	1
AT3G13100:4213603:4214506	0.162666867070377	1
AT4G03365:16321986:16322122	0.162666867070377	1
AT1G62320:23042269:23042357	0.1636432566543	1
AT1G70490:26565161:26565317	0.164619459898408	1
AT3G45040:16473015:16473100	0.164619459898408	1
AT3G20070:7006635:7006705	0.165595476826409	1
AT1G75295:28255966:28256054	0.165595476826409	1
AT2G37510:15743353:15743428	0.165595476826409	1
AT5G09230:2873271:2873343	0.166571307462011	1
AT1G79620:29958451:29958525	0.166571307462011	1
AT1G79620:29958745:29958841	0.167546951828921	1
AT2G23985:10205461:10205501	0.168522409950844	1
AT1G79620:29959839:29959917	0.168522409950844	1
AT5G41690:16674167:16674230	0.168522409950844	1
AT5G48880:19816922:19817029	0.169497681851485	1
AT2G15000:6481656:6481827	0.169497681851485	1
AT4G30820:15007072:15007211	0.169497681851485	1
AT5G48880:19816922:19817121	0.170472767554544	1
AT4G30820:15007072:15007516	0.170472767554544	1
AT2G41880:17475035:17475090	0.171447667083722	1
AT4G30820:15007106:15007516	0.171447667083722	1
AT2G01905:410932:411032	0.172422380462719	1
AT2G23980:10204040:10204387	0.173396907715231	1
AT4G17310:9685665:9686024	0.174371248864956	1
AT2G31580:13441837:13441937	0.175345403935587	1
AT1G66570:24835836:24835900	0.175345403935587	1
AT3G11950:3785416:3785478	0.176319372950818	1
AT2G36680:15369361:15369448	0.17729315593434	1
AT2G21590:9239032:9239098	0.17729315593434	1
AT3G29010:11006931:11007005	0.178266752909844	1
AT2G39950:16679015:16679172	0.179240163901016	1
AT2G45500:18752030:18752161	0.181186428025117	1
AT2G45540:18772281:18772378	0.182159281205414	1
AT2G46610:19137681:19138386	0.18313194849612	1
AT3G01310:101356:101531	0.184104429920916	1
AT3G04610:1254282:1254768	0.18507672550348	1
AT3G08840:2680590:2680664	0.186048835267491	1
AT3G08840:2682478:2682619	0.187992497434559	1
AT3G22190:7833556:7833784	0.193819026752524	1
AT3G24530:8947208:8947285	0.194789465214815	1
AT3G26690:9805408:9805472	0.19575971809525	1
AT3G27610:10227808:10227892	0.196729785417489	1
AT3G45190:16547231:16547518	0.197699667205193	1
AT3G55850:20724459:20724648	0.199638874271626	1
AT3G55850:20724721:20724922	0.200608199597667	1
AT4G17310:9686024:9686443	0.202546293953668	1
AT4G22120:11719164:11719398	0.203515063030931	1
AT4G35785:16953592:16953724	0.207388285886864	1
AT4G38090:17884052:17884122	0.208356128355795	1
AT5G01950:365507:365584	0.210291257565092	1
AT5G03500:877898:878116	0.211258544352737	1
AT5G05930:1780844:1781089	0.212225645960563	1
AT5G13590:4378725:4379055	0.214159293731299	1
AT5G55550:22502090:22502184	0.217058377129605	1
AT5G63370:25385077:25385150	0.218024368154814	1
AT1G20620:7144105:7144206	0.222851548537328	1
AT1G20920:7289309:7289385	0.22381642983048	1
AT1G27630:9611876:9612589	0.224781126250959	1
AT1G42540:15973353:15973486	0.226709964568363	1
AT1G48360:17872418:17872493	0.227674106512515	1
AT1G55310:20631119:20631884	0.231528826743045	1
AT1G55810:20860831:20861270	0.232492045032197	1
AT1G78000:29332621:29332733	0.235380592032969	1
AT2G03480:1053169:1053270	0.238267477729321	1
AT2G06025:2350115:2350201	0.241152702758359	1
AT2G20815:8960041:8960128	0.242114075507624	1
AT2G21195:9083261:9083338	0.243075263832663	1
AT2G23985:10205693:10206103	0.244997087304416	1
AT2G30740:13095484:13095636	0.247878439919998	1
AT2G32250:13696288:13696417	0.249798420210803	1
AT2G41880:17476609:17476808	0.250758133991065	1
AT2G43680:18108719:18109068	0.251717663559336	1
AT2G45830:18866503:18866606	0.252677008939188	1
AT3G02740:590808:591040	0.253636170154195	1
AT3G17860:6121039:6121128	0.257470973837155	1
AT3G18430:6326026:6326121	0.258429214581464	1
AT3G44670:16217057:16217236	0.261302832767976	1
AT3G48190:17824656:17824934	0.26321765842257	1
AT3G49430:18332471:18332641	0.265131748454564	1
AT3G57680:21381559:21381637	0.266088517670971	1
AT4G02430:1070886:1071284	0.268957722404439	1
AT4G20310:10962112:10962199	0.270869606699103	1
AT4G32850:15853960:15854043	0.272780756124733	1
AT4G34140:16351030:16351294	0.273736055320516	1
AT5G22875:7650681:7651265	0.278509797070618	1
AT5G26146:9137685:9137792	0.279463994739619	1
AT5G27630:9779844:9780007	0.280418008903188	1
AT5G30490:11612045:11612177	0.281371839584852	1
AT5G40530:16235813:16235882	0.283278950596575	1
AT5G53550:21755474:21755823	0.285185327962988	1
AT5G65060:25989670:25989728	0.287090971872264	1
AT2G41880:17475048:17475090	0.28994806291562	1
AT2G30600:13036995:13037284	0.290900060071984	1
