Name	Score	Freq
AT3G26890+AT3G26900:9912774:9912873	9.28503468636218e-08	4
AT1G49950:18497084:18497128	9.63301870951078e-08	3
AT3G08840:2682194:2682386	1.05030249418118e-07	3
AT1G77080:28955864:28958310	1.05846158251409e-07	3
AT1G77080:28958311:28958333	1.08319203635827e-07	3
AT1G79190:29792211:29792228	1.13380203734077e-07	3
AT3G05160:1456699:1456883	1.15101568527217e-07	3
AT1G55490:20718886:20719068	1.15968743029539e-07	3
AT4G03205:1413844:1414037	1.23063378417402e-07	3
AT1G27900:9716340:9716398	1.27641119359925e-07	3
AT5G19390:6537140:6537432	1.32330940555325e-07	3
AT1G72930:27439931:27439973	1.35199194551751e-07	3
AT2G25740:10980345:10980620	1.52238081849471e-07	3
AT2G46420:19054066:19054760	1.67299316784572e-07	3
AT3G01310:101357:101513	1.68411556510015e-07	3
AT1G47570:17477579:17478654	1.68411556510015e-07	3
AT1G52360:19505448:19505698	1.83321964707716e-07	3
AT3G07510:2394568:2394573	1.85691127629207e-07	3
AT4G21585+AT4G21580:11479114:11479206	1.96604981294282e-07	3
AT1G28520:10029436:10029673	2.02848872336029e-07	3
AT5G64980:25963011:25963189	2.06657875571139e-07	3
AT4G24740:12755049:12755141	2.06657875571139e-07	3
AT2G23980:10202912:10202980	2.13111598970795e-07	3
AT2G04360:1519947:1520012	2.22370389782052e-07	3
AT5G25570+AT5G25560:8902986:8903216	2.22370389782052e-07	3
AT4G21585+AT4G21580:11478359:11478539	2.23714554704986e-07	3
AT3G14080:4668330:4668380	2.29145348073647e-07	3
AT3G26890+AT3G26900:9910793:9910872	2.33275586105831e-07	3
AT4G23910:12426712:12426729	2.36056451207657e-07	3
AT2G44180:18271086:18271152	2.4596329124302e-07	3
AT4G34265:16402736:16402780	2.85181367120716e-07	3
AT5G41340:16539351:16539733	2.93171315101243e-07	3
AT2G28550:12226969:12227013	3.07926484827823e-07	3
AT4G28706+AT4G28710:14181476:14181558	3.08940880427112e-07	4
AT5G37850:15065480:15065512	3.14640068198644e-07	3
AT4G32330:15609107:15609117	3.47863491721762e-07	3
AT5G22450+AT5G22460:7444395:7444606	4.25278768281859e-07	3
AT3G57050:21114060:21114112	4.33597419656222e-07	3
AT4G21585+AT4G21580:11477987:11478101	4.46277539117562e-07	3
AT3G13970:4613756:4613905	4.48414614104283e-07	3
AT3G06160+AT3G06170:1866137:1866659	4.79053245651437e-07	3
AT5G02860:657004:657216	5.04081620176314e-07	3
AT4G00700+AT4G00690+AT4G00695:286200:288988	5.15740334293408e-07	3
AT4G33650:16164960:16164962	5.39593860263562e-07	3
AT3G54010:20001314:20001383	5.4445107435112e-07	3
AT5G22875:7650711:7651265	5.97221455262023e-07	3
AT5G10710:3382198:3382326	6.15540258659139e-07	3
AT2G41640+AT2G41650:17361178:17362318	6.24772089697988e-07	4
AT4G28706+AT4G28710:14168286:14168363	6.42353597927322e-07	3
AT5G25570+AT5G25560:8902738:8902897	7.06952379876839e-07	3
AT5G48545+AT5G48543:19677601:19677693	7.09855076093109e-07	3
AT1G70180:26428458:26428659	7.18610773246122e-07	3
AT5G44090:17747340:17747759	7.36337375274968e-07	3
AT1G76020:28533072:28533291	7.42310323825376e-07	3
AT3G13120:4220273:4220288	7.85026946546171e-07	3
AT2G41060+AT2G41070:17127006:17128506	8.75919565624582e-07	4
AT2G17970:7819426:7819511	8.88745348342374e-07	3
AT2G25910:11049623:11049625	9.16027782192747e-07	3
AT2G39580:16514760:16514774	9.19476796832591e-07	3
AT5G49840:20257877:20257981	9.264007514336e-07	3
AT2G41880:17476900:17476914	9.7584314197534e-07	3
AT5G05930:1780845:1781089	9.97559637557774e-07	3
AT2G28550:12227014:12227119	1.00486935390861e-06	3
AT1G49980:18511963:18511993	1.02701236133546e-06	3
AT1G72640:27347659:27347661	1.05325375710763e-06	3
AT5G25800:8982082:8982087	1.13839122036781e-06	2
AT4G08980:5758485:5758589	1.16268399687558e-06	3
AT1G66940:24973603:24973729	1.19940133484321e-06	3
AT2G43910:18186254:18186409	1.20352806632459e-06	3
AT3G52155:19344562:19344647	1.28374274376969e-06	3
AT1G13880:4749835:4749837	1.29672474750432e-06	3
AT5G60940:24523688:24523779	1.35399068041603e-06	3
AT3G29350:11264631:11264685	1.42213067430937e-06	3
AT1G10585+AT1G10580:3494296:3494613	1.44534132342203e-06	3
AT5G22450+AT5G22460:7444043:7444310	1.47352540430039e-06	3
AT3G23050:8196211:8196522	1.47352540430039e-06	3
AT2G06025:2350119:2350201	1.54070631345851e-06	3
AT4G28706+AT4G28710:14169762:14169764	1.62498701037949e-06	3
AT5G16030:5238680:5238682	1.66056420837111e-06	3
AT4G13670:7950389:7950550	1.66568861267381e-06	3
AT4G40050:18561989:18561992	1.71751297531405e-06	3
AT5G59890:24122675:24123088	1.73326701050579e-06	3
AT3G56210:20852385:20852709	1.74382297571624e-06	3
AT4G28706+AT4G28710:14167969:14167974	1.74911697304197e-06	3
AT1G22970+AT1G22980:8133604:8133813	1.82634399642674e-06	2
AT5G56100+AT5G56090:22716998:22717849	1.84075937468801e-06	3
AT1G71310:26878861:26879289	1.88496931202705e-06	3
AT2G06025:2348136:2348248	1.90733695406095e-06	3
AT5G46510:18866526:18866697	1.96975769424995e-06	3
AT1G15060+AT1G15050:5183258:5183382	2.02361066949113e-06	2
AT1G17350:5941847:5942347	2.18967538591797e-06	3
AT1G20620:7143805:7144105	2.20819025876682e-06	3
AT1G66760:24902359:24902436	2.23098755876453e-06	2
AT4G31170:15155467:15155575	2.33429293857019e-06	3
AT3G46640:17185355:17186959	2.42535934241207e-06	3
AT1G02100:392073:392076	2.43855875344096e-06	3
AT2G06025:2350017:2350115	2.48513319376037e-06	3
AT3G26890+AT3G26900:9911368:9911414	2.55268983230873e-06	3
AT5G46410+AT5G46420:18828891:18829221	2.63535814286908e-06	3
AT1G01020:8571:8593	2.7197897614081e-06	3
AT1G79270:29816511:29816515	2.72690590340315e-06	3
AT3G26090+AT3G26085:9533760:9533844	2.73403442979264e-06	3
AT3G26090+AT3G26085:9533615:9533678	2.80600319072211e-06	3
AT4G08980:5758691:5758981	2.88661323880991e-06	3
AT5G09230:2873272:2873343	2.95370206319867e-06	3
AT3G48880:18127231:18127860	3.06780954245668e-06	3
AT2G22990:9789747:9789750	3.11426174569379e-06	3
AT4G28706+AT4G28710:14167975:14168038	3.15332769228565e-06	3
AT2G15000:6481828:6481870	3.17692310757532e-06	3
AT3G63460:23434944:23434949	3.29666453781375e-06	3
AT4G08980:5758590:5758690	3.29666453781375e-06	3
AT3G26090+AT3G26085:9533949:9534022	3.41937302877619e-06	3
AT2G41640+AT2G41650:17364033:17364518	3.51970035836277e-06	3
AT4G32850:15853961:15854043	3.57059055296912e-06	3
AT1G77930:29302164:29302248	3.5876621553682e-06	3
AT3G19820+AT3G19810:6878939:6878954	3.69995360486891e-06	3
AT4G28706+AT4G28710:14169765:14169862	3.94970663729144e-06	3
AT4G13970:8073547:8073572	4.0606188222546e-06	2
AT3G26090+AT3G26085:9533399:9533519	4.21043509553731e-06	3
AT5G05960+AT5G05950:1788738:1789537	4.23903102160512e-06	3
AT4G30993+AT4G08425:15099411:15099503	4.25816660634184e-06	3
AT1G15060+AT1G15050:5183157:5183257	4.35222466014806e-06	2
AT1G65960:24557432:24557730	4.39372787532221e-06	3
AT1G64790:24082539:24082720	4.96574994336842e-06	2
AT3G26090+AT3G26085:9534117:9534397	5.0179416390908e-06	3
AT1G36180:13547502:13547594	5.28766821358119e-06	2
AT4G10100:6308833:6308849	5.32319925633782e-06	3
AT4G28706+AT4G28710:14169537:14169663	5.3677908703269e-06	3
AT1G70100:26405497:26405597	5.49169805811962e-06	3
AT3G10490:3268566:3268719	5.64057018052782e-06	3
AT1G18660:6421304:6421381	5.89858333139452e-06	3
AT1G72640:27346665:27346745	6.13985083302559e-06	3
AT2G32700:13870117:13870122	6.21349053748065e-06	3
AT1G80780:30358296:30358378	6.31258779270157e-06	3
AT2G21195:9083262:9083338	6.33752534990226e-06	3
AT1G80040+AT1G80030:30105251:30105340	6.79767888937794e-06	3
AT3G25840:9452493:9452558	7.23854420231601e-06	3
AT1G26180:9055961:9056052	7.44507099242746e-06	3
AT2G47640:19537860:19537862	7.45897713421248e-06	3
AT3G25070:9132464:9132935	8.00030580271673e-06	3
AT5G44290:17842387:17842671	8.19132721430951e-06	3
AT4G33625:16153346:16153715	8.19132721430951e-06	3
AT4G26530+AT4G26520+AT4G26510:13381687:13383924	8.29543035728417e-06	3
AT2G38280:16033727:16033741	8.62833485394142e-06	3
AT4G00700+AT4G00690+AT4G00695:283067:283591	8.73609296608731e-06	3
AT1G29850:10448846:10448848	8.81360871293533e-06	3
AT3G26090+AT3G26085:9534483:9534721	9.66358555770317e-06	3
AT5G44290:17842765:17843307	9.81312627919288e-06	3
AT3G27260:10070619:10070645	1.04266813161501e-05	3
AT1G06960:2137147:2137263	1.04266813161501e-05	3
AT1G07700:2379730:2379798	1.0461496122822e-05	3
AT1G20060:6952653:6952655	1.05450758444774e-05	2
AT3G01790:283179:283660	1.14124958549555e-05	3
AT3G26090+AT3G26085:9534799:9534923	1.1579487302729e-05	3
AT2G01420:182005:182016	1.18993346239779e-05	3
AT5G46410+AT5G46420:18826658:18827152	1.26354189969282e-05	3
AT3G25840:9452135:9452183	1.29341148974887e-05	3
AT4G19040:10433202:10433216	1.40237403133407e-05	2
AT1G27660:9625326:9625385	1.4197190047222e-05	3
AT5G59890:24122601:24122674	1.42017260726809e-05	2
AT1G53490+AT1G07887:19963067:19963266	1.49248809252379e-05	2
AT3G06210:1882810:1882885	1.49248809252379e-05	2
AT1G10960+AT1G10950:3664265:3665040	1.56533634345473e-05	3
AT1G27900:9716399:9716537	1.62335640562078e-05	2
AT5G46410+AT5G46420:18825103:18825239	1.64408089748494e-05	3
AT2G26590:11314985:11314986	1.65351447888159e-05	3
AT2G26590:11314987:11315019	1.67010972940747e-05	3
AT5G46410+AT5G46420:18826498:18826579	1.67725574823403e-05	3
AT4G38380:17974420:17974504	1.70060446751783e-05	2
AT1G49630:18373784:18373884	1.88096952536237e-05	2
AT3G26890+AT3G26900:9908348:9908428	1.89085301182265e-05	3
AT2G27340:11697164:11697448	1.91680341482297e-05	3
AT2G09640+AT2G45540:18772379:18772421	1.92228345457641e-05	2
AT2G38170:15989509:15990228	1.94298952495493e-05	3
AT4G32590:15722301:15722304	2.00625606097628e-05	2
AT2G17500:7606824:7606870	2.01487762639887e-05	3
AT1G04733+AT1G09800:3180548:3180734	2.01757356566966e-05	3
AT1G13450:4613517:4613707	2.09127348498867e-05	3
AT1G56612:21214790:21215106	2.11066867627506e-05	3
AT4G18360:10146330:10146653	2.11374304201812e-05	2
AT3G26890+AT3G26900:9908835:9909083	2.14419512839069e-05	3
AT5G46410+AT5G46420:18826296:18826417	2.16391473798619e-05	3
AT3G14660:4925557:4925652	2.20085602338458e-05	3
AT5G10320:3244687:3244772	2.20174943567041e-05	2
AT4G32590:15722070:15722237	2.26723630758938e-05	3
AT5G46410+AT5G46420:18825916:18826172	2.30828599827648e-05	3
AT3G01340:128880:128891	2.3142782104392e-05	2
AT4G01935:842097:842364	2.34386220052044e-05	3
AT5G46410+AT5G46420:18829625:18830191	2.3798010161972e-05	3
AT4G32850:15853892:15853960	2.39488297605345e-05	3
AT3G26890+AT3G26900:9907262:9907512	2.4009335048024e-05	3
AT2G31450+AT2G31440:13400859:13401080	2.44663666232306e-05	3
AT1G31850:11430449:11430452	2.4530095293511e-05	2
AT3G26890+AT3G26900:9913631:9913703	2.48671074660146e-05	3
AT5G46410+AT5G46420:18830370:18830509	2.54606173792788e-05	3
AT1G09910:3223832:3224206	2.54773733615663e-05	2
AT3G51370:19070367:19070444	2.66866714353339e-05	2
AT3G05160:1456597:1456698	2.66866714353339e-05	2
AT2G46100+AT2G46090:18953989:18954055	2.75289515986367e-05	3
AT3G26890+AT3G26900:9913810:9913864	2.75621249405318e-05	3
AT5G54280:22039383:22039388	2.83662765956871e-05	3
AT4G21450:11426566:11426622	2.84267247807343e-05	2
AT5G09410:2922807:2922896	2.86797830762946e-05	2
AT4G32850:15853754:15853891	2.90481930182765e-05	3
AT1G31420:11252756:11252758	2.93239810545961e-05	3
AT3G06160+AT3G06170:1866932:1867192	2.94456763540155e-05	2
AT3G04020:1040999:1041064	2.97032135044699e-05	2
AT3G52560:19495266:19495268	3.00561914237454e-05	3
AT5G22300:7379825:7380727	3.09794428844439e-05	3
AT3G26890+AT3G26900:9914235:9914514	3.10871688278857e-05	3
AT2G46100+AT2G46090:18952193:18952277	3.1267264754507e-05	3
AT5G20490:6937378:6937830	3.24733144060549e-05	3
AT3G26890+AT3G26900:9913963:9914003	3.26215686354977e-05	3
AT1G03130+AT1G03140:753307:754260	3.27330539783188e-05	3
AT3G26890+AT3G26900:9912607:9912685	3.31815270677312e-05	3
AT5G46410+AT5G46420:18831033:18831293	3.35583585625135e-05	3
AT5G46410+AT5G46420:18832223:18832414	3.48220589484901e-05	3
AT3G24530:8947209:8947285	3.50890560698477e-05	2
AT5G46410+AT5G46420:18830626:18830760	3.53284331289869e-05	3
AT1G51720:19185666:19185849	3.53701015021194e-05	2
AT4G35770:16945675:16945774	3.56031114203271e-05	3
AT5G44290:17843415:17843432	3.5652266137273e-05	2
AT4G10970:6722029:6722052	3.59583493544074e-05	3
AT3G52075+AT3G52060+AT3G52072:19314053:19314090	3.62199529292824e-05	2
AT5G46410+AT5G46420:18832546:18833060	3.74028493965366e-05	3
AT5G46410+AT5G46420:18830844:18830954	3.76472848698636e-05	3
AT1G15280:5253546:5253548	3.83456105578242e-05	3
AT3G06160+AT3G06170:1866738:1866832	3.91255316721679e-05	2
AT1G33470:12145684:12145686	3.94301990106348e-05	3
AT1G23360:8296419:8296509	4.00225590354583e-05	3
AT5G46410+AT5G46420:18832029:18832139	4.20983423617755e-05	3
AT1G07820:2421784:2421902	4.21863510106478e-05	3
AT3G57050:21114162:21114206	4.2451110117917e-05	3
AT1G15125+AT1G15120:5205126:5205490	4.35661550281133e-05	3
AT3G26890+AT3G26900:9912462:9912526	4.41082169943691e-05	3
AT1G16710:5720540:5720652	4.43217961120675e-05	2
AT3G53560+AT3G53570:19859627:19861097	4.46547405136184e-05	3
AT5G20920:7096871:7097011	4.59116342615826e-05	2
AT4G10970:6722053:6722137	4.71223818814522e-05	3
AT5G11850:3818282:3818322	4.7836850493542e-05	3
AT3G26890+AT3G26900:9912314:9912382	4.88491411595507e-05	3
AT2G32260:13697824:13698253	4.95076972810696e-05	2
AT4G16520:9307397:9307926	5.1016055955286e-05	3
AT4G28706+AT4G28710:14181146:14181202	5.16179132154377e-05	3
AT4G14240:8206942:8206963	5.22080009346057e-05	2
AT4G14710:8426151:8426275	5.22080009346057e-05	2
AT1G56500:21159744:21160129	5.24276991673474e-05	3
AT4G31870:15410871:15410884	5.28942575761916e-05	2
AT1G20060:6952306:6952308	5.39320273785753e-05	2
AT2G01130+AT2G01140:90046:90351	5.40724923393693e-05	3
AT2G36360:15246850:15246857	5.49798584675184e-05	2
AT4G36190+AT4G36195:17124583:17124738	5.50651118731017e-05	3
AT5G46410+AT5G46420:18831674:18831944	5.52756145047036e-05	3
AT3G21430:7548863:7548874	5.67486004370618e-05	2
AT2G34410+AT2G08665:14519614:14519647	5.74639216053978e-05	2
AT4G02430:1069273:1069457	5.78232587556321e-05	2
AT1G04513+AT1G06790:2089010:2089212	5.81837135876106e-05	2
AT4G03490:1552154:1552784	5.8545286079608e-05	2
AT4G03430:1517213:1520563	6.18418543923672e-05	3
AT3G44190:15903143:15903280	6.44824299872408e-05	2
AT4G36190+AT4G36195:17124842:17125027	6.57827524304978e-05	3
AT1G47550:17462225:17462227	6.79477743435833e-05	2
AT4G28706+AT4G28710:14181303:14181383	6.97638405855306e-05	3
AT5G46410+AT5G46420:18831395:18831594	7.01952208941391e-05	3
AT4G38260+AT4G09695:17935407:17936920	7.168767654353e-05	3
AT2G46100+AT2G46090:18951263:18951339	7.39017055628888e-05	3
AT1G24160:8556140:8556144	7.47402900393752e-05	2
AT2G30480:12988670:12988673	7.51499013626561e-05	2
AT2G34410+AT2G08665:14519575:14519613	7.72147081088875e-05	2
AT1G78960:29696708:29696925	7.74475232501405e-05	1
AT4G16540:9317154:9317195	7.74475232501405e-05	1
AT1G22130:7812598:7812763	7.74475232501405e-05	1
AT1G22300:7879225:7879249	7.7631019332077e-05	2
AT5G09230:2873780:2873789	7.97293236233028e-05	2
AT3G30390:11978927:11979037	8.19048454943024e-05	3
AT3G15180+AT3G15190:5114006:5114101	8.88469650809096e-05	2
AT2G01060:74586:74784	9.06394653134542e-05	2
AT5G63680:25490314:25490375	9.1090380232214e-05	2
AT3G20250:7058871:7058901	9.15424110517986e-05	2
AT2G34410+AT2G08665:14519442:14519498	9.15424110517986e-05	2
AT3G14415:4818537:4818576	9.19955577504963e-05	2
AT4G21585+AT4G21580:11478946:11479029	9.3819302902183e-05	2
AT2G20440:8811565:8811726	9.51988274327716e-05	2
AT2G23985:10205475:10205501	9.70538132481638e-05	2
AT4G21585+AT4G21580:11478618:11478728	9.75203488027417e-05	2
AT3G17185:5861606:5861997	9.89266489608673e-05	2
AT5G66930:26727069:26727167	0.000102247058594414	2
AT1G12750:4347791:4348240	0.000103205785804803	2
AT1G11930:4030221:4030226	0.000105622121837283	2
AT2G21590:9238762:9238931	0.000105622121837283	2
AT1G10900:3636515:3636997	0.00010806633856546	2
AT5G10940:3452076:3452084	0.000108558527355804	2
AT1G19000+AT1G18990:6559058:6560490	0.000109051831243734	2
AT5G05960+AT5G05950:1789993:1790589	0.000109401654636234	3
AT4G37553:17648940:17649004	0.000111535076387493	2
AT4G26530+AT4G26520+AT4G26510:13388784:13389037	0.000111907387373034	3
AT5G58140:23524546:23524549	0.000113038403255632	2
AT3G21175:7423329:7423334	0.000114046195715091	2
AT3G05640:1642849:1642889	0.000116075158766324	2
AT2G19080:8264195:8264304	0.000117096329010831	2
AT4G34240:16391982:16392067	0.000118121958169759	2
AT3G59350:21932972:21933307	0.000118636444787872	2
AT1G03130+AT1G03140:755381:756303	0.000119213054425228	3
AT4G21585+AT4G21580:11478817:11478872	0.000119668761992881	2
AT4G09000:5776372:5776438	0.000120186592536372	2
AT4G28706+AT4G28710:14168116:14168205	0.000121225597396811	2
AT5G11850:3817325:3817492	0.000124194982061622	3
AT3G06160+AT3G06170:1865665:1865747	0.000124369360603238	2
AT5G43930:17677970:17678037	0.000125426197301702	2
AT3G13100+AT3G13110:4209074:4209313	0.000125426197301702	2
AT5G44290:17840970:17841293	0.000126645528590252	3
AT2G34410+AT2G08665:14518406:14518751	0.000129127932703398	3
AT1G23950:8470045:8470134	0.000129160227620175	2
AT5G57030+AT5G57020:23075448:23077119	0.000129683924660513	3
AT1G03130+AT1G03140:754263:754890	0.00013333661446181	3
AT4G14930+AT4G14940:8541003:8541091	0.000134041347223971	2
AT3G05380:1539729:1539763	0.000134589264306801	2
AT4G09010:5777397:5777501	0.000136672197408283	3
AT2G23140:9848940:9849103	0.000137345559474127	2
AT3G04020:1040959:1040998	0.00014125115606829	2
AT4G28706+AT4G28710:14179559:14179729	0.000141434298669255	3
AT5G22450+AT5G22460:7445401:7445573	0.000141813553620888	2
AT5G22450+AT5G22460:7445380:7445400	0.000142377064903897	2
AT4G34640:16538702:16538950	0.000142377064903897	2
AT4G21585+AT4G21580:11479835:11480012	0.00014407428091843	2
AT5G19280:6492135:6492164	0.00014521132651575	2
AT1G02990:681922:682092	0.000148649189019146	2
AT4G00020:4902:4976	0.000149804051178896	2
AT4G34840+AT4G34850:16609293:16609720	0.000154893921847551	1
AT1G79790:30018232:30018234	0.000154893921847551	1
AT2G33070:14029190:14030297	0.000154893921847551	1
AT1G10417:3425067:3425306	0.000155056043012786	2
AT4G21585+AT4G21580:11479304:11479371	0.000156235398411828	2
AT1G54390:20306636:20306697	0.000156826745904278	2
AT4G20380+AT4G20390:11005974:11006073	0.000156826745904278	2
AT5G13590:4378726:4379055	0.000160398206593372	2
AT5G64460:25775430:25775477	0.000160997345794832	2
AT2G43920:18190341:18190428	0.000164009736586139	2
AT2G21590:9238932:9239032	0.000164615553549368	2
AT2G28060:11952027:11952042	0.000167661331197388	2
AT5G16680+AT5G16660:5467331:5468319	0.00016821987878504	3
AT3G53140+AT3G53130:19696179:19696515	0.00016827382514154	2
AT5G22450+AT5G22460:7445018:7445286	0.000169502151270878	2
AT1G49980:18511994:18511998	0.000171352985742134	2
AT2G32487:13791980:13792018	0.000174459962487664	2
AT3G06160+AT3G06170:1865504:1865574	0.000175710541099194	2
AT1G15125+AT1G15120:5205565:5205960	0.000177594752667141	2
AT5G06130:1855347:1855560	0.00017822504807655	2
AT4G21750:11555716:11555950	0.000178856455893193	2
AT2G22990:9789751:9789752	0.000184589180990346	2
AT4G32590:15721694:15721807	0.000184835066518223	3
AT4G21585+AT4G21580:11479585:11479658	0.000185875354551565	2
AT1G48310:17848946:17849017	0.000187165976700814	2
AT1G79650:29973974:29974045	0.000187812955941738	2
AT2G21070:9040863:9041166	0.000189110250647765	2
AT4G14710:8426013:8426150	0.000192372947708623	2
AT5G09230:2872351:2872361	0.000197651082247267	2
AT5G05960+AT5G05950:1790678:1790833	0.000199772240268315	3
AT1G55080:20553324:20553402	0.00020031683237143	2
AT2G30770:13109909:13110238	0.00020031683237143	2
AT3G27700:10256895:10257116	0.000200986049131631	2
AT5G66160:26446705:26446800	0.000201656377540133	2
AT4G21410+AT4G03065+AT4G21400:11403020:11403093	0.000203000369215318	2
AT5G61910+AT5G61900:24859818:24859877	0.00020367403243864	2
AT1G31550:11295991:11295999	0.00020367403243864	2
AT1G73390:27594495:27594498	0.000205024693548337	2
AT3G13672:4473541:4473882	0.000209787019117953	2
AT5G54280:22040666:22040909	0.000214191502617784	3
AT5G02740:617718:618134	0.0002159900264807	2
AT1G03160:766169:766194	0.000216684805666826	2
AT5G02840:650790:650855	0.00021947503369135	2
AT2G34410+AT2G08665:14521553:14521609	0.000221579370946805	2
AT2G32250:13696289:13696411	0.000222283038723407	2
AT5G61880:24850427:24850431	0.000222987817476273	2
AT1G70790+AT1G70800:26700852:26701418	0.000224400707824097	2
AT5G25570+AT5G25560:8901755:8901925	0.00022652837512592	2
AT2G21385+AT2G21390:9149977:9150091	0.00022652837512592	2
AT4G03440:1527174:1527399	0.000227239819281183	2
AT5G37850:15065513:15065604	0.000227239819281183	2
AT1G78960:29696514:29696707	0.00023233919580312	1
AT1G21890:7684061:7684328	0.00023233919580312	1
AT3G10650+AT3G10660+AT3G10640:3331066:3331267	0.00023233919580312	1
AT2G27880:11875297:11875434	0.00023233919580312	1
AT5G09240:2873660:2873694	0.000232971360385888	2
AT1G08040:2498480:2498483	0.000237316664169199	2
AT1G15125+AT1G15120:5203484:5203568	0.000241544439671797	3
