	Geneid	Start	Cai	Parker	Sun	Wang
28	AT3G26890+AT3G26900	9909318	0.450263401077656	0.243748440110707	0.515452880654385	0.439323613636111
29	AT1G06680+AT1G06670	2041075	0.775215202472916			
30	AT1G06680+AT1G06670	2046392	0.749861576749536			
31	AT3G24180+AT3G24170	8735373	-0.413490283663599			
32	AT4G26530+AT4G26520+AT4G26510	13387196	0.607817766524949			
33	AT1G78960	29696708	5.71320190493434			
34	AT5G46410+AT5G46420	18826498	1.24161376989671	0.32266561158526	0.696904777270946	
35	AT5G22450+AT5G22460	7445018	0.935139218993685	0.886426601606127	1.17396146873834	
36	AT2G39730	16571180	0.439216772543467	0.426206472408543		0.363319401244649
37	AT4G26530+AT4G26520+AT4G26510	13385543	0.703089757460754			
38	AT1G59990+AT1G60000	22090916	0.605261652201085			
39	AT1G59990+AT1G60000	22091335	0.545183259376248			
40	AT5G46410+AT5G46420	18825103	1.22028305124251	0.331849205113633	0.961442844617338	
41	AT1G12900	4392486	0.596782689385352			
42	AT3G07040+AT3G07050	2225855	-0.74654813503388			
43	AT1G06680+AT1G06670	2040433	0.813215171810329			
44	AT4G26530+AT4G26520+AT4G26510	13387571	0.610686817584211			
45	AT4G26530+AT4G26520+AT4G26510	13388784	0.554259454606372			
46	AT5G44020+AT5G44030	17717146	0.758773356887202	-0.396738511048753		
47	AT5G44020+AT5G44030	17715739	0.898612602834504	-0.457590184656537		
48	AT4G26530+AT4G26520+AT4G26510	13385142	0.657239325682541			
49	AT5G46410+AT5G46420	18826296	1.26553813073524	0.290563930755466	0.824314388696518	
50	AT5G60960+AT5G60950	24527283	-1.25371340979319			
51	AT4G26530+AT4G26520+AT4G26510	13389170	0.501117324695093			
52	AT1G72330+AT1G72340	27237964	-0.697927227098516			
53	AT1G77060+AT1G77030	28953157	-0.696249030797293			
54	AT4G26530+AT4G26520+AT4G26510	13387361	0.621480116699095			
55	AT1G77060+AT1G77030	28952254	-0.697472416122126			
56	AT1G06680+AT1G06670	2040881	0.832361051427006			
57	AT1G03130+AT1G03140	755381	0.557251638845235	-0.361985437820486	-0.59633698798705	
58	AT3G53140+AT3G53130	19695643	1.38400199765284			
59	AT4G26530+AT4G26520+AT4G26510	13386397	0.697145925138653			
60	AT3G54500	20178941	-0.483624635953182			
61	AT3G06160+AT3G06170	1866137	1.27535157525224		1.09434395180636	
62	AT4G31780+AT4G31790	15377466	0.866308822323154			
63	AT2G41640+AT2G41650	17364033	0.491494411632592			0.314972247876193
64	AT1G15125+AT1G15120	5204495	-2.37302683613255		-0.449642990787563	
65	AT4G26530+AT4G26520+AT4G26510	13387033	0.60370232770703			
66	AT4G31780+AT4G31790	15377716	0.92126407546667			
67	AT1G72930	27439931	1.29398970007345			
68	AT3G06160+AT3G06170	1866932	1.44105428928954		1.28466546556126	
69	AT4G26630	13435596	-2.79014221091657	-3.06065846786835	-2.81860132898261	
70	AT1G77080	28955864	1.3285766685551	1.08048633021708	1.74898677819714	
71	AT2G38170	15989509	0.488973937048316	0.370625090395299	0.977130035531319	
72	AT3G14010	4638933	-1.97935622142973	-2.25328511412375	-2.37022246955716	
73	AT4G00700+AT4G00690+AT4G00695	286200	-1.09672730660653	-0.334362869869874	-0.469715976561641	
74	AT4G32590	15721694	-0.596690648152565			
75	AT4G26530+AT4G26520+AT4G26510	13384762	0.610251524182028			
76	AT1G56700+AT1G56690	21253686	0.997585030685437			
77	AT5G44020+AT5G44030	17716862	1.04498919992633	-0.485109580704139		
78	AT4G26530+AT4G26520+AT4G26510	13384490	0.574431664818587			
79	AT1G67700	25375713	0.40556945858604	0.464592304820828		0.306937808764248
80	AT5G46410+AT5G46420	18828891	1.13201321904261	0.55316053666173	1.14872564933108	
81	AT4G24740	12755049	0.956806701999383	1.09733215005848	1.08515728147388	
82	AT3G01500+AT3G01510	194724	0.320883247656756			
83	AT3G01500+AT3G01510	196848	0.541552868555438			
84	AT1G59990+AT1G60000	22090675	0.539255105135807			
85	AT1G10360+AT1G10370	3396486	-0.581625571196245			
86	AT4G34840+AT4G34850	16608637	3.29083552599439			
87	AT1G01060	37231	1.06570678813239			
88	AT4G26530+AT4G26520+AT4G26510	13385862	0.767935361830132			
89	AT5G37850	15065480	-1.02460594526988	-0.911757975487758	-1.15691687268544	
90	AT4G26530+AT4G26520+AT4G26510	13388363	0.593746171928569			
91	AT5G63510	25424966	1.83154034031497	1.44805056233068	1.59427465086248	
92	AT1G77060+AT1G77030	28949899	0.480877545836485			
93	AT1G53800	20082696	-1.97089799058963	-1.45326497844406		
94	AT1G59990+AT1G60000	22092565	0.616608330125187			
95	AT2G02080	520977	2.41730739441602	1.48369510056069	1.47821456922979	
96	AT1G03130+AT1G03140	754263	0.624983218068898	-0.349993773058083	-0.737486987677162	
97	AT3G26890+AT3G26900	9913002	-0.460772385710451	-0.405469062886631	-0.516253148699878	
98	AT1G59990+AT1G60000	22092074	0.553276418048949			
99	AT1G50460	18693644	0.59501315191889			
100	AT1G29970+AT1G29965	10501137	-0.575518033577058			
101	AT4G23910	12426712	-1.3841876917115	-0.981878819953725	-1.39687511578417	
102	AT3G53140+AT3G53130	19696179	1.04225819837112			
103	AT1G10360+AT1G10370	3395551	-0.479455537432568			
104	AT3G09200+AT3G09210	2825620	-0.33439115395384			
105	AT4G26530+AT4G26520+AT4G26510	13386677	0.627030909911575			
106	AT3G08840	2682194	1.11775191129177	1.13052124090157		
107	AT5G63700	25494408	1.30574545066651	1.70359572072485	1.63747900689459	
108	AT3G26890+AT3G26900	9911368	1.05374806732891	0.538636623912492	0.834369443951918	
109	AT5G53470+AT5G53460	21710297	-0.573484487743821	-0.561016683659131		
110	AT2G16930	7341211	1.9053408246049	1.33283156669634	1.39038897043263	
111	AT3G06160+AT3G06170	1866738	1.33373247680051		1.74690644338352	
112	AT4G05320	2720049	0.652700634316188			
113	AT4G26530+AT4G26520+AT4G26510	13386852	0.544496779797818			
114	AT2G41640+AT2G41650	17363789	0.46537814140733			
115	AT1G72330+AT1G72340	27237652	-0.716464643784141			
116	AT2G01130+AT2G01140	88489	-0.542931613285541	-0.266900362609174		
117	AT1G72640	27347659	-0.652246261969044	-0.829116117972639	-0.637962141859514	
118	AT3G26890+AT3G26900	9912774	-0.443702247675416	-0.400336910837453	-0.45954118516174	
119	AT1G02205	418878	0.779214508857539			
120	AT1G10840	3610174	2.07886592062	2.58795400589483	1.51857350677461	
121	AT1G72330+AT1G72340	27237384	-0.847701437886213			
122	AT2G41840+AT2G41835	17457699	-0.650597449445851	-0.422676938185463		
123	AT5G26730	9301490	5.41841663049527			
124	AT3G54440+AT3G54430	20147506	0.401446926615582			
125	AT5G44020+AT5G44030	17715499	0.792561775228032	-0.517453634969442		
126	AT5G44020+AT5G44030	17716657	0.945243372063381	-0.45749508481166		
127	AT5G60960+AT5G60950	24527787	-1.36049851491585			
128	AT5G44020+AT5G44030	17718977	0.672713112738458	-0.336862196578046		
129	AT3G14930+AT3G14920	5017941	0.320660845819143	-0.286944013021781		
130	AT5G55390+AT5G55380	22446624	0.49070894604545	0.789844806937836		
131	AT4G26530+AT4G26520+AT4G26510	13386134	0.671510782674202			
132	AT5G44020+AT5G44030	17718253	0.719736329653077	-0.366949180036716		
133	AT3G56160	20839056	0.888784416742279			
134	AT3G26890+AT3G26900	9914235	-0.363393304502603	-0.39533884722918	-0.484991064388662	
135	AT3G04780+AT3G04770	1310220	0.604078918593247			
136	AT3G25840	9452493	-0.960309574268816	-0.496107371887458	-0.917398061593264	
137	AT1G14990+AT1G14980	5168033	-0.55152767188736			
138	AT5G14270+AT5G14280	4609866	0.861976230333877			
139	AT1G18950	6550670	1.22294482784257	1.07599022549201	2.11080532051679	
140	AT3G24180+AT3G24170	8734634	-0.36979842567909			
141	AT2G35840+AT2G35850	15056753	-0.839971008021246			
142	AT3G47010+AT3G47000	17317594	-0.895869663121914			
143	AT2G28550	12226969	1.14446335673337	0.910171503151837	1.05858367308821	
144	AT2G36680	15369367	1.15756563768849	1.18566827093901	1.01516677850859	
145	AT1G11440+AT1G11430	3849225	-0.401356697515029	-0.263639905664883		
146	AT1G58602	21746373	0.487954770952136			
147	AT1G72330+AT1G72340	27236865	-0.745509904179375			
148	AT5G44020+AT5G44030	17716425	0.836612640839615	-0.372002628079064		
149	AT1G59990+AT1G60000	22091872	0.561529864272238			
150	AT1G59990+AT1G60000	22093808	-0.307805044811598			
151	AT1G20020	6942956	-0.44472299792686		0.411069501940709	
152	AT4G17570	9785984	0.908581009755194	0.794000332387109		
153	AT4G34150+AT4G34160	16358981	0.435403427313513			
154	AT3G09200+AT3G09210	2826464	-0.33168800751691			
155	AT3G59520+AT3G59530	21991826	-0.592946834345323			
156	AT3G09200+AT3G09210	2826055	-0.350276516038175			
157	AT4G32330	15609107	0.856659663624356	1.11449449979562	1.22025654186161	
158	AT2G04690	1646067	0.993000868516814	0.68593544643004		
159	AT3G26890+AT3G26900	9913212	-0.416570268760243	-0.412741686092104	-0.524933746799848	
160	AT3G14415	4818537	1.25236894577468	1.08870261678605		
161	AT4G32590	15721338	-0.412794783642003			
162	AT1G29850	10448846	0.4913864525859	0.469255913842156	0.538910142739455	
163	AT5G65050	25982600	1.30353733842883	1.30951181658151	1.50778566252205	
164	AT3G54500	20177691	0.418030422333524	0.489080462072307		
165	AT1G72330+AT1G72340	27236164	0.821575617164301			
166	AT4G26530+AT4G26520+AT4G26510	13389826	0.466620942867977			
167	AT5G20490	6935751	-0.444222156772192	-0.358350426030272		
168	AT1G01060	37204	1.13580522220036			
169	AT2G28550	12226862	1.13724970163357	0.763306402924686		
170	AT3G44310	15988977	0.384125680386939			
171	AT4G30993+AT4G08425	15100386	0.946900331926047			
172	AT3G47010+AT3G47000	17316649	-0.688167605695616			
173	AT4G01960	852720	1.89305996432241	2.03664615173887	1.7601758612633	
174	AT1G15125+AT1G15120	5205491	-2.46932707975739			
175	AT1G58602	21753884	0.330866728177632		0.501550791045279	
176	AT5G19390	6537140	1.04208297376046	1.50047409995393	1.47579193942436	
177	AT1G07300+AT1G07310	2246294	0.776828713806639			
178	AT1G72330+AT1G72340	27238276	-0.676127844230367			
179	AT1G70610	26623429	-0.393218055373224			
180	AT2G25740	10980345	1.01337932386387	1.06556099148603	1.23790722049583	
181	AT1G10590	3503370	-2.13571422209979	-1.67780926320443	-2.20577729649243	
182	AT1G52360	19505448	0.964417866355328	1.10759688894232	0.960144869748314	
183	AT3G26890+AT3G26900	9912607	-0.41942674575578	-0.387835614161581	-0.440362770025878	
184	AT3G47010+AT3G47000	17317317	-0.753709360519693			
185	AT4G28706+AT4G28710	14169765	-0.41946853807457	-0.882142578341542		
186	AT4G38900+AT4G38890	18140322	-0.31261294412961			
187	AT1G42550+AT1G42540	15973836	-0.343998655692575	-0.339067427188425		
188	AT3G11040+AT3G11050	3463485	1.09100828744959			
189	AT1G14990+AT1G14980	5167798	-0.5723200068105			
190	AT5G22450+AT5G22460	7445380	0.997045052237459		1.45060385395302	
191	AT4G02740+AT4G02750	1221020	0.580723712885506			
192	AT3G21175	7423762	1.73200936128266	1.58069420248354	1.68587110328563	
193	AT1G04270+AT1G04260	1140278	-0.3870832229551			
194	AT4G31780+AT4G31790	15377224	0.810627417632741			
195	AT4G28240+AT4G28230	13995779	0.543662834096654			
196	AT4G26530+AT4G26520+AT4G26510	13392043	-0.233576726565566			
197	AT1G27450	9531839	-0.541404387247647		-0.567631561422763	
198	AT4G26530+AT4G26520+AT4G26510	13392572	-0.237253552754407			
199	AT4G26530+AT4G26520+AT4G26510	13391673	-0.232836632229828			
200	AT3G24180+AT3G24170	8736727	-0.532874720175078			
201	AT1G27450	9532179	-0.576424690568217		-0.577517387813955	
202	AT3G26890+AT3G26900	9910793	1.15459240433193	0.891453068963783	1.69310943110041	
203	AT1G77060+AT1G77030	28952669	-0.740273131678498			
204	AT3G26890+AT3G26900	9907639	0.319324203815469	0.264574076737672	0.524429065676234	
205	AT3G26890+AT3G26900	9908835	0.390730689548681	0.284309499479946	0.539338617782315	
206	AT1G59990+AT1G60000	22094345	-0.282169315525165			
207	AT1G27770	9675233	1.78168837990516	1.70046466586151		
208	AT1G36180	13547263	2.51216494195975			
209	AT4G31170	15155467	0.813516741875237	0.63083265459195	0.785949166171863	
210	AT3G09600	2948156	0.503375506343165	0.572673008290728		
211	AT1G68010	25495784	0.277291309720185			
212	AT4G28706+AT4G28710	14169944	-0.427342079914632	-0.853214805196568		
213	AT5G44020+AT5G44030	17714858	0.954275541921266	-0.496003803502242		
214	AT1G69523+AT1G69520	26128811	-1.18249527011052			
215	AT5G64980	25963011	2.07917960169211	1.01772023745005	1.7213734942349	
216	AT1G59990+AT1G60000	22090492	0.479176116086927			
217	AT3G22450+AT3G22440	7962443	1.02298064528764			
218	AT1G36180	13546976	4.74103141990923			
219	AT1G77060+AT1G77030	28952527	-0.747233226871321			
220	AT1G06680+AT1G06670	2042581	0.747727702600091			
221	AT5G22450+AT5G22460	7445401	0.996967031105751		1.81153188659174	
222	AT3G20730+AT3G20720	7247809	1.06311495893508			
223	AT1G42550+AT1G42540	15975262	-0.461706585147057			
224	AT3G24180+AT3G24170	8737762	-0.356890602531346			
225	AT1G10900	3636515	1.40507465460999	1.05937299565105		
226	AT3G26890+AT3G26900	9913631	-0.380020723113398	-0.413601154303977	-0.55132879583187	
227	AT5G44290	17842387	-0.45870236154544	-0.455794685424696	-0.479550643916877	
228	AT1G49950	18497084	-1.8298944693572	-1.15916998239159		
229	AT5G44290	17842765	-0.370762404010186	-0.441937667018861	-0.5677301658229	
230	AT2G45000+AT2G45010	18569029	-0.446467613012459			
231	AT3G05160	1456699	2.10886184818441	1.76499036789346		
232	AT5G53470+AT5G53460	21712215	-0.621896427803225	-0.463964948532507		
233	AT1G78960	29696514	4.48922056904187			
234	AT1G79920	30062723	-0.741588889707789			
235	AT5G57030+AT5G57020	23075448	0.242857292003874			
236	AT1G49600	18357545	-2.21488513069197			
237	AT3G53140+AT3G53130	19697056	0.916527017491129			
238	AT4G00620+AT4G00630	260608	0.477929252202861			
239	AT1G78960	29696470	4.46961157994548			
240	AT1G49660+AT1G49650	18377154	0.412052693927725			
241	AT4G24730	12753644	1.35362813624383	1.48378942656199	1.64058851019789	
242	AT1G50460	18696591	0.607678275165524			
243	AT3G24180+AT3G24170	8736870	-0.509612628690592			
244	AT3G47010+AT3G47000	17318037	-0.672599370788927			
245	AT4G34840+AT4G34850	16608313	2.56691381115299			
246	AT1G72330+AT1G72340	27235279	0.70310811913021			
247	AT4G30993+AT4G08425	15100551	1.17681760313292			
248	AT3G26890+AT3G26900	9913810	-0.363934632716214	-0.400947140398536	-0.460333540640923	
249	AT5G14270+AT5G14280	4609431	0.822777587160786			
250	AT5G11850	3818282	-0.725675542911745			
251	AT5G46410+AT5G46420	18831033	-0.30598342898538	-0.376091355011656		
252	AT4G02120	942544	0.78680771217158	0.681762314985287		
253	AT2G01420	182005	0.397202520560033	0.450608575747177		
254	AT1G69550	26148021	-0.434731236780861			
255	AT5G22800	7620114	3.28098100672883		2.80274968832073	
256	AT1G77060+AT1G77030	28953000	-0.688991956481779			
257	AT5G39340+AT5G39350	15750892	0.57973102205885	0.245952369390261		
258	AT3G17460+AT3G17465	5976645	-0.704749440678796			
259	AT5G53470+AT5G53460	21711566	-0.740888417849259	-0.480293718004358		
260	AT5G44020+AT5G44030	17715131	0.805287143586298	-0.545592377187399		
261	AT4G34840+AT4G34850	16609721	4.99203954524575			
262	AT2G41430	17269510	0.433432379522973			
263	AT1G19000+AT1G18990	6559058	-2.5240145970885	-1.05305157401687		
264	AT4G31150	15144318	1.38435682948547	1.21974299714804	1.42483927757852	
265	AT5G44020+AT5G44030	17715337	0.683935496443059	-0.605359314139653		
266	AT1G72330+AT1G72340	27235490	0.776918164739678			
267	AT1G47570	17477579	1.00086222822894	1.21244302713357	0.788223920291134	
268	AT5G22450+AT5G22460	7436932	-0.301416528175945			
269	AT2G28550	12227014	1.00109868410106	0.755594810049477		
270	AT4G00620+AT4G00630	259816	0.414604126076886			
271	AT3G47010+AT3G47000	17317847	-0.825836576652129			
272	AT4G00620+AT4G00630	260130	0.503667925845333			
273	AT2G35840+AT2G35850	15056996	-1.0286566601863			
274	AT1G31420	11252756	-0.374749987004842	-0.332360573281603		
275	AT5G05960+AT5G05950	1788738	-0.459881240507858	0.409474318092689	-0.559400845735231	
276	AT2G04690	1646032	0.560423036611756	0.281091340325867		
277	AT2G04790	1679887	-1.3724055393177	-1.13865651724257	-1.32713600659011	
278	AT1G59990+AT1G60000	22093573	-0.289929041334133			
279	AT4G28706+AT4G28710	14168911	-0.362212298538974	-0.977087839827885		
280	AT5G61020	24559242	-0.42367745936857	-0.32810874096417		
281	AT3G23480+AT3G23470	8420427	1.82092838616856		3.28764384191076	
282	AT1G19690+AT1G19700	6807715	-0.423492047162647			
283	AT3G17185	5861606	1.01395064065441		0.854984856268293	
284	AT1G19650	6798954	1.08873937324978	0.667697662529443		
285	AT3G09600	2947984	0.832257223044769			
286	AT1G21651+AT1G21650	7601665	-0.652074585776351			
287	AT1G29970+AT1G29965	10501004	-0.685201211218265			
288	AT2G46420	19054066	0.983525063723254	1.31792964460269	1.07522801083683	
289	AT4G28706+AT4G28710	14169537	-0.376362617819126	-0.926896159801554		
290	AT5G46410+AT5G46420	18832546	-0.27690437509991	-0.358585983314759		
291	AT1G36180	13546515	2.21756023765447			
292	AT4G26530+AT4G26520+AT4G26510	13391492	-0.226741984817028			
293	AT5G37850	15065513	-0.79186992119989	-0.928146884354584	-0.936760992440709	
294	AT1G29970+AT1G29965	10500819	-0.672121517561141			
295	AT3G26890+AT3G26900	9908348	0.371674201804485	0.29477467962546	0.519480840861746	
296	AT1G07890	2437742	0.624278259064848			
297	AT1G10360+AT1G10370	3396954	0.270048585282458			
298	AT1G07700	2379730	-0.467070252735249	-0.458628227882297		
299	AT5G40810	16340260	1.57517353862496	1.66707977103505	1.07202965672618	
300	AT5G44290	17843415	-1.39180821640889	-1.7530688814371		
301	AT4G28706+AT4G28710	14167755	-0.537966271901556	-1.07212697288151		
302	AT4G23570	12299878	-0.734032561638152			
303	AT3G06400	1944683	1.4342702853535	1.6987541922805		
304	AT4G34150+AT4G34160	16357461	0.363723858599727			
305	AT4G37010+AT4G37000	17444878	-1.92960081484976			
306	AT3G26890+AT3G26900	9913963	-0.35972574335724	-0.382272959994282	-0.460436030056417	
307	AT5G46410+AT5G46420	18830626	-0.327196515679848	-0.370537640240748		
308	AT1G59990+AT1G60000	22094094	-0.237291167614254			
309	AT1G77060+AT1G77030	28949443	0.454605100116947			
310	AT5G62000	24914814	-0.345421784875491			
311	AT3G47010+AT3G47000	17319034	-0.775075449160278			
312	AT4G28706+AT4G28710	14169762	-0.565871944323902	-0.738603720974298		
313	AT5G45472+AT5G45475+AT5G45469+AT5G45490	18421963	0.392746695663139			
314	AT5G16030	5238680	0.56584995459548	0.681590583128397		
315	AT3G13120	4220273	-1.84327349828956	-0.802198772824372	-1.30943552175224	
316	AT4G28706+AT4G28710	14178510	0.436756356774307			
317	AT4G39260	18273899	0.727265070246805			
318	AT1G06680+AT1G06670	2042962	0.795449572698665			
319	AT5G15270	4960734	2.1457955207892	1.94753478205106	1.63001265955475	
320	AT1G59990+AT1G60000	22090238	0.545898331187363			
321	AT1G28520	10029436	1.04898624549058	1.16824128927847		
322	AT3G27830	10319153	0.369206589611434			
323	AT5G26730	9300553	-1.56500365504359			
324	AT5G46410+AT5G46420	18831674	-0.265452351562304	-0.313425630584973		
325	AT5G05960+AT5G05950	1789993	0.44365079624005	-0.326403499665426		
326	AT5G46410+AT5G46420	18830370	-0.333789033319158	-0.410193142033504		
327	AT4G12020	7201856	1.81145339294654	0.846718841377784		
328	AT1G10360+AT1G10370	3397953	0.265752693496902			
329	AT4G23250+AT4G23240	12161171	-1.25893245846132			
330	AT5G48545+AT5G48543	19677601	0.917961863300564	0.787786158059715	0.974388278617589	
331	AT1G52400	19518056	0.554724559532005			
332	AT5G60960+AT5G60950	24526847	-1.24227458569915			
333	AT3G47010+AT3G47000	17318367	-0.684869107343019			
334	AT5G22875	7650711	0.762598919096249	1.08016364495075	0.870935304470557	
335	AT5G60960+AT5G60950	24527939	-1.26433658472847			
336	AT4G32590	15722070	0.81496683366548		1.08252559508052	
337	AT4G34265	16402736	-1.30141514956104	-0.964203057077812	-0.880900090265962	
338	AT1G77060+AT1G77030	28948357	0.351429832991975			
339	AT4G00700+AT4G00690+AT4G00695	289078	-1.81821824766872	-0.320878595161261		
340	AT1G43170	16268745	0.489504547228076			
341	AT4G09980	6249105	2.28985162461587	1.8744973234397	1.66328904884861	
342	AT4G26965	13539829	1.05786649378961	0.812434044558312	1.14155495355189	
343	AT1G50460	18697073	-0.275252003545473			
344	AT4G28706+AT4G28710	14181660	0.465040137405414	0.265368875627855		
345	AT3G04610	1254283	0.641369532304754	0.52053343746179	0.561965175489226	
346	AT2G06025	2351549	0.626080711993279	0.528952190351347	0.610997371041542	
347	AT2G35830+AT2G35820	15051482	0.290684432235848			
348	AT2G45000+AT2G45010	18569376	-0.362571077684189			
349	AT4G35100	16710107	1.20492801945886			
350	AT4G18140+AT4G18130	10047639	-0.578313132072097			
351	AT3G26890+AT3G26900	9912462	-0.404542300045472	-0.354949813861641	-0.457448309056163	
352	AT1G80780	30358296	0.424306373169287	0.608251899503291		
353	AT3G03350	791273	3.07194461359967			
354	AT4G37010+AT4G37000	17445136	-2.35448349565164			
355	AT1G07890	2437752	0.510261474959705			
356	AT2G45000+AT2G45010	18564017	0.303144678618892			
357	AT1G77060+AT1G77030	28949720	0.542609178087217			
358	AT5G01410	172087	0.364564685351388			
359	AT3G60600+AT3G60590	22398886	-0.310445567647299			
360	AT1G50460	18696915	-0.298135884869074			
361	AT1G70610	26622787	0.951737007830118		1.53781685366262	
362	AT3G26890+AT3G26900	9910873	0.95797746311413	0.792493818787138	1.30404151300125	
363	AT3G26890+AT3G26900	9907262	0.422005760789944	0.260772955797462	0.49425029197362	
364	AT1G69523+AT1G69520	26128625	-1.31439243647617			
365	AT4G28706+AT4G28710	14167969	-0.555191589903199	-1.06935368507101		
366	AT4G30993+AT4G08425	15099411	-0.735112756532077	-0.568806011236223	-0.971715408679417	
367	AT1G72330+AT1G72340	27235765	0.737296885972777			
368	AT5G50915	20710591	1.38349276933178	1.63300080935683		
369	AT3G10420	3238996	-0.544273145251239			
370	AT1G77060+AT1G77030	28947743	0.345476747257091			
371	AT4G33580+AT4G33565	16136749	-0.259706360732341			
372	AT1G12750	4347791	1.03076236458446	1.44865617517202		
373	AT1G56500	21159744	-0.198902009388053	-0.223767568551612		
374	AT4G35750+AT4G35760	16941551	-0.29074505250348			
375	AT4G28706+AT4G28710	14168655	-0.382929061958125	-0.985255632809023		
376	AT1G79270	29816191	0.810104156777259	0.584516971472791		
377	AT4G18140+AT4G18130	10047046	-0.678076187552424			
378	AT3G57062	21122299	-0.842616876883461			
379	AT2G43200+AT2G43190+AT2G43210	17958227	-0.322162808724272			
380	AT5G25630	8947498	0.354170720806108			
381	AT5G20720	7016457	0.74614261777635			
382	AT1G77930	29302164	0.617256697925392	0.59860390281542		
383	AT4G28706+AT4G28710	14178842	0.464259884301166			
384	AT1G70790+AT1G70800	26700852	0.774273384185499			
385	AT3G25840	9456874	-1.24631237906566	-0.810905448230436		
386	AT4G36940	17417382	-0.555722608977712	-0.395476350619832	-0.73600153947757	
387	AT3G59520+AT3G59530	21993666	0.629401887237581			
388	AT5G49970	20332470	1.50373955627941	1.4092090293054	1.9527111825328	
389	AT3G15390	5198976	0.79580736562021			
390	AT5G48880	19816923	-0.496602291575407			
391	AT2G41430	17270076	0.383185096993024			
392	AT1G14990+AT1G14980	5167586	-0.588451375756735			
393	AT3G46640	17185355	0.51895649637925		-0.80808190962043	
394	AT3G57050	21114060	0.786184356180197	1.09682388160734	0.993070933710385	
395	AT2G02790	790798	1.68456647868126	1.46570076698788	1.60825948169156	
396	AT2G25510	10857071	0.342017575821441			
397	AT1G72330+AT1G72340	27236455	0.802481467350514			
398	AT1G36180	13547502	2.29119359838969			
399	AT3G07090	2244597	-0.774802748365925			
400	AT4G25080	12878146	0.437015402214733			
401	AT5G45472+AT5G45475+AT5G45469+AT5G45490	18427335	0.356300008595934			
402	AT2G32690	13863717	0.319524949680396			
403	AT4G18140+AT4G18130	10046747	-0.735981431082573			
404	AT3G26090+AT3G26085	9534117	-0.579850781171322	-0.544716180929678		
405	AT1G13930	4761712	0.803090595102086			
406	AT2G33540	14208050	0.702007599173562	0.436456618316841		
407	AT2G40290+AT2G40300	16832898	-0.24623233113109			
408	AT4G26530+AT4G26520+AT4G26510	13384033	0.624660628399125			
409	AT5G22450+AT5G22460	7438630	-0.307849111637131			
410	AT1G21651+AT1G21650	7602553	-0.337277332675336			
411	AT3G26090+AT3G26085	9533760	-0.546372551579433	-0.618688219380793		
412	AT4G28240+AT4G28230	13997308	-0.31212405969554			
413	AT2G23985	10205475	1.04081376629044			
414	AT1G54440	20326957	0.758302608636491	0.578434952468433	1.14407319448173	
415	AT4G21585+AT4G21580	11479114	-0.973551579163971	-1.54768296842504		
416	AT3G57050	21114162	-0.258551056322977	-0.284420389054285		
417	AT1G77060+AT1G77030	28949303	0.427207829477084			
418	AT5G14210+AT5G14220	4584821	0.326627742927073			
419	AT3G57062	21122323	-0.786254591017817	-0.486307056084298		
420	AT3G19460	6748905	-1.23321621569675	-1.17211645554787	-1.82397929826183	
421	AT5G48545+AT5G48543	19677035	0.509875481205405	0.471351542214922		
