ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4875	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
4948	"AT4G02120"	NA	chr4	+	943410	943787	943410	943496	943706	943787
4954	"AT2G30480"	NA	chr2	-	12991852	12992281	12991852	12991974	12992224	12992281
5103	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5110	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5214	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5218	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5229	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5240	"AT3G14150"	NA	chr3	-	4692025	4692457	4692025	4692103	4692332	4692457
5393	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5502	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5503	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5505	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993846	1994166
5506	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5507	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5510	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993909	1994166
5511	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993765	1993909	1994166
5513	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993909	1994166
