ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
81	AT5G37340		chr5	-	14789310	14789409	14789342	14789409	14789165	14789219	81	1,2	0,0	0,1	5,8	131	99	1.33226762955e-15	2.894827235065072e-13	1.0,1.0	0.0,0.086	0.957
140	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	140	49,94	18,20	28,37	58,65	164	99	1.33700837068e-08	1.01679486590214e-06	0.622,0.739	0.226,0.256	0.44
187	AT4G39390		chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	187	44,62	32,19	98,92	1,6	121	99	2.62729344747e-05	0.0009746617886833	0.529,0.728	0.988,0.926	-0.329
213	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	213	146,238	196,292	77,85	375,487	132	99	7.12478165354e-09	6.374584055902553e-07	0.358,0.379	0.133,0.116	0.244
345	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	345	8,3	73,81	43,25	58,47	110	99	9.02520045254e-07	4.4281709317139806e-05	0.09,0.032	0.4,0.324	-0.301
388	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	388	73,115	84,147	135,144	17,34	103	99	4.49751347276e-13	6.84071799206796e-11	0.455,0.429	0.884,0.803	-0.402
393	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	393	231,276	35,37	157,143	228,193	105	99	0.0	0.0	0.862,0.876	0.394,0.411	0.467
394	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	394	116,169	3,9	38,35	23,22	130	99	7.39893035728e-10	7.0336081708893e-08	0.967,0.935	0.557,0.548	0.399
432	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	432	121,221	69,117	388,494	582,723	102	99	2.42232195038e-05	0.0009210879216319	0.63,0.647	0.393,0.399	0.243
455	AT3G51075		chr3	-	18971766	18972307	18971945	18972307	18971490	18971628	455	13,12	4,3	14,31	0,1	278	99	0.000937477718306	0.0233754690089086	0.536,0.588	1.0,0.917	-0.396
473	AT5G43990		chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	473	4,5	3,4	18,16	0,0	159	99	0.000395862483556	0.0107519078122977	0.454,0.438	1.0,1.0	-0.554
492	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	492	50,109	51,97	25,51	132,176	120	99	3.50727056064e-07	1.9043615954004822e-05	0.447,0.481	0.135,0.193	0.3
510	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	510	11,7	123,160	64,87	75,69	103	99	0.0	0.0	0.079,0.04	0.451,0.548	-0.44
535	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	535	1,5	22,28	19,33	3,6	117	99	1.8873791418599997e-14	3.588379593461325e-12	0.037,0.131	0.843,0.823	-0.749
549	AT1G79270		chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	549	15,14	9,11	27,33	2,1	104	99	6.79962721314e-05	0.0023505074979968	0.613,0.548	0.928,0.969	-0.368
575	AT1G70490		chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	575	1,2	3,2	7,2	0,0	126	99	0.000901427788272	0.0228511944326951	0.208,0.44	1.0,1.0	-0.676
576	AT1G70490		chr1	-	26565301	26565849	26565317	26565849	26565004	26565161	576	2,1	3,2	6,1	0,0	115	99	0.00145252560029	0.033989099046786	0.365,0.301	1.0,1.0	-0.667
656	AT2G04690		chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	656	303,544	199,408	505,592	157,175	134	99	0.000998814594632	0.0245031773941172	0.529,0.496	0.704,0.714	-0.197
668	AT1G47550		chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	668	46,57	147,227	8,14	280,275	102	99	0.000477536359089	0.0127426807399012	0.233,0.196	0.027,0.047	0.178
695	AT1G20060		chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	695	5,2	1,0	0,1	4,10	102	99	3.01066924724e-08	1.990968663066105e-06	0.829,1.0	0.0,0.088	0.87
718	AT1G49980		chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	718	6,19	34,35	41,41	15,24	130	99	0.000104736269085	0.0032510992913935	0.118,0.292	0.675,0.565	-0.415
719	AT1G49980		chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	719	3,15	34,35	25,28	15,24	135	99	0.000894094597794	0.0228511944326951	0.061,0.239	0.55,0.461	-0.356
740	AT1G67700		chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	740	515,845	417,611	1148,1277	242,274	113	99	6.8737238123600006e-12	8.712444932166301e-10	0.52,0.548	0.806,0.803	-0.27
745	AT1G03310		chr1	+	813412	813604	813412	813581	813928	816812	745	31,28	11,28	75,31	1,0	122	99	3.6309326934e-07	1.9043615954004822e-05	0.696,0.448	0.984,1.0	-0.42
803	AT1G17520		chr1	-	6025504	6025606	6025522	6025606	6025092	6025378	803	93,134	13,48	61,68	47,66	117	99	0.00154203637058	0.035536929085639	0.858,0.703	0.523,0.466	0.286
812	AT1G23230		chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	812	2,4	26,43	9,14	14,17	104	99	0.000565942799756	0.0148413620418771	0.068,0.081	0.38,0.439	-0.335
824	AT5G15070		chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	824	1,0	9,6	9,9	1,4	117	99	1.37290098734e-07	7.734008895348666e-06	0.086,0.0	0.884,0.656	-0.727
841	AT3G19460		chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	841	30,60	76,93	2,6	98,113	104	99	3.62451445524e-08	2.2970360360083497e-06	0.273,0.38	0.019,0.048	0.293
850	AT3G01310		chr3	-	101513	101660	101531	101660	101296	101356	850	162,203	482,628	268,326	246,297	117	99	8.95949936464e-09	7.17231501769339e-07	0.221,0.215	0.48,0.482	-0.263
865	AT2G01420		chr2	-	182004	183764	182016	183764	181579	181847	865	165,182	88,135	258,326	27,31	111	99	1.35506050825e-11	1.5854207946525e-09	0.626,0.546	0.895,0.904	-0.313
880	AT3G57050		chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	880	525,643	39,62	528,480	168,124	144	99	0.000271674160021	0.0081022823018027	0.902,0.877	0.684,0.727	0.184
930	AT3G07300		chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	930	56,70	102,117	119,103	71,43	105	99	1.82528017655e-05	0.000750338148252	0.341,0.361	0.612,0.693	-0.301
940	AT1G01020		chr1	-	8570	9130	8593	9130	8235	8464	940	122,201	30,61	88,76	124,122	122	99	1.41420208877e-12	1.9554557972901542e-10	0.767,0.728	0.365,0.336	0.397
956	AT2G43490		chr2	-	18058044	18058198	18058056	18058198	18057838	18057937	956	48,63	15,22	35,16	46,34	111	99	4.34157101808e-05	0.0015722689329761	0.741,0.719	0.404,0.296	0.38
1048	AT2G39730		chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1048	7843,9958	8407,10001	22209,25186	7545,9482	110	99	1.40498612744e-10	1.42465593322416e-08	0.456,0.473	0.726,0.705	-0.251
1049	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1049	31,56	0,2	15,20	23,29	105	99	9.99200722163e-16	2.532973830683205e-13	1.0,0.964	0.381,0.394	0.595
1071	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1071	25,42	26,60	102,106	5,10	111	99	3.33066907388e-16	1.013189532274296e-13	0.462,0.384	0.948,0.904	-0.503
1072	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550768	6551919	1072	3,3	22,30	16,11	0,5	111	99	6.2139813406e-08	3.78058624762104e-06	0.108,0.082	1.0,0.662	-0.736
1093	AT1G19835		chr1	-	6859698	6860198	6859889	6860198	6859438	6859513	1093	4,0	7,4	4,9	0,1	290	99	5.20046539287e-06	0.0002396941776531	0.163,0.0	1.0,0.754	-0.795
1105	AT1G16780		chr1	-	5744111	5744213	5744138	5744213	5743470	5743829	1105	33,36	0,1	25,29	15,18	126	99	7.65363250554e-09	6.467319467181299e-07	1.0,0.966	0.567,0.559	0.42
1121	AT1G16560		chr1	+	5668392	5668739	5668392	5668709	5668918	5669039	1121	13,10	0,2	2,6	5,15	129	99	8.90768023232e-07	4.4281709317139806e-05	1.0,0.793	0.235,0.235	0.662
1126	AT1G06710		chr1	-	2056632	2057043	2056650	2057043	2056233	2056329	1126	9,18	2,2	3,6	7,8	117	99	0.000386925172399	0.0107002397676159	0.792,0.884	0.266,0.388	0.511
1204	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1204	37,41	40,63	73,73	14,4	111	99	1.38849931552e-10	1.42465593322416e-08	0.452,0.367	0.823,0.942	-0.473
1207	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1207	85,138	258,267	370,339	54,76	111	99	0.0	0.0	0.227,0.316	0.859,0.799	-0.557
1208	AT1G05230		chr1	-	1513824	1513920	1513830	1513920	1513373	1513744	1208	52,91	12,13	46,77	39,49	105	99	0.000370329085472	0.0104309359074613	0.803,0.868	0.527,0.597	0.273
1238	AT1G27630		chr1	+	9611548	9612429	9611548	9611876	9612589	9612671	1238	636,789	55,80	1580,1527	49,53	652	99	0.00108999543581	0.0263156040931271	0.637,0.6	0.83,0.814	-0.203
1243	AT1G28520		chr1	+	10029149	10029435	10029149	10029267	10029673	10029943	1243	10,35	65,103	129,117	72,104	267	99	8.51689617853e-06	0.0003701199739298	0.054,0.112	0.399,0.294	-0.264
1329	AT1G04430		chr1	+	1198302	1198681	1198302	1198637	1198787	1199114	1329	0,1	2,1	11,3	1,0	143	99	7.5305501902e-05	0.0025453259642876	0.0,0.409	0.884,1.0	-0.737
1369	AT2G15000		chr2	-	6481592	6481989	6481827	6481989	6480816	6481207	1369	0,3	5,11	19,9	5,2	334	99	1.03294438111e-05	0.0004364190010189	0.0,0.075	0.53,0.572	-0.513
1393	AT2G03140		chr2	+	949989	950231	949989	950208	950308	950717	1393	8,18	5,19	27,15	3,1	122	99	0.000300465320956	0.008788610637963	0.565,0.435	0.88,0.924	-0.402
1394	AT2G16930		chr2	+	7341077	7341247	7341077	7341210	7341488	7341588	1394	29,46	444,634	211,200	239,360	136	99	5.817568649039999e-14	9.8316910168776e-12	0.045,0.05	0.391,0.288	-0.292
1420	AT4G23130		chr4	-	12119101	12119242	12119113	12119242	12118909	12119031	1420	1,4	0,0	2,3	4,3	111	99	0.000315227400632	0.0090464316294579	1.0,1.0	0.308,0.471	0.611
1510	AT2G32320		chr2	+	13729098	13729242	13729098	13729206	13729566	13729823	1510	6,13	54,88	37,30	54,34	135	99	8.27608503561e-05	0.0026782819870559	0.075,0.098	0.334,0.393	-0.277
1536	AT2G35550		chr2	+	14929242	14929448	14929242	14929401	14929889	14930898	1536	1,3	4,8	13,15	0,3	146	99	6.04595116094e-06	0.0002704674034055	0.145,0.203	1.0,0.772	-0.712
1537	AT2G35550		chr2	+	14929242	14929477	14929242	14929401	14929889	14930898	1537	2,2	4,8	31,25	0,3	175	99	2.7056861418e-08	1.8706130098535452e-06	0.22,0.124	1.0,0.825	-0.74
1569	AT2G38710		chr2	-	16186904	16187273	16186915	16187273	16186660	16186823	1569	4,3	0,0	0,1	2,2	110	99	1.93733234666e-05	0.0007754427629657	1.0,1.0	0.0,0.31	0.845
1634	AT2G46270		chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	1634	121,176	31,44	172,202	9,7	168	99	7.96142728563e-05	0.0026324632394441	0.697,0.702	0.918,0.944	-0.232
1680	AT1G63150		chr1	+	23419293	23421321	23419293	23421305	23421456	23421714	1680	12,15	2,4	2,3	7,16	115	99	1.0390571904e-06	4.93876870812e-05	0.838,0.763	0.197,0.139	0.632
1690	AT3G05380		chr3	+	1539581	1539763	1539581	1539728	1540549	1540660	1690	28,30	14,14	8,14	48,28	134	99	2.05004380576e-05	0.0007995170842464	0.596,0.613	0.11,0.27	0.415
1733	AT3G12250		chr3	+	3906243	3906525	3906243	3906416	3906620	3906692	1733	14,9	49,68	37,40	32,36	208	99	8.53633383823e-05	0.0027049507849891	0.12,0.059	0.355,0.346	-0.261
1752	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1752	224,304	55,103	9,22	275,348	105	99	0.0	0.0	0.793,0.736	0.03,0.056	0.721
1792	AT3G21175		chr3	+	7423241	7423334	7423241	7423328	7423407	7423541	1792	58,70	102,119	14,10	133,159	105	99	2.25284388922e-08	1.631702645477914e-06	0.349,0.357	0.09,0.056	0.28
1807	AT2G21590		chr2	+	9238364	9239098	9238364	9238761	9239353	9239583	1807	11,22	2,6	76,73	1,0	436	99	5.94685216985e-05	0.0021035260814748	0.555,0.454	0.945,1.0	-0.468
1838	AT3G20070		chr3	-	7006705	7006941	7006733	7006941	7006577	7006635	1838	9,33	9,13	6,4	26,15	127	99	0.00117407610165	0.0279026523532757	0.438,0.664	0.152,0.172	0.389
1841	AT3G30350		chr3	-	11961233	11961390	11961284	11961390	11960849	11960896	1841	0,2	6,2	10,10	3,1	150	99	0.00026894127594	0.0081022823018027	0.0,0.398	0.688,0.868	-0.579
ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	AT5G63700		chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	33	12,16	16,22	105,70	13,20	269	99	1.90171937881e-05	0.0021156628089261	0.216,0.211	0.748,0.563	-0.442
64	AT5G60940		chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	64	18,25	43,110	92,86	43,42	191	99	4.08445499644e-11	2.221489689730422e-08	0.178,0.105	0.526,0.515	-0.379
131	AT5G53550		chr5	+	21755290	21755903	21755290	21755474	21755823	21755903	131	167,207	25,58	294,236	17,9	448	99	0.000517216268055	0.0333128109490687	0.596,0.441	0.793,0.853	-0.304
149	AT5G50915		chr5	-	20710102	20710838	20710102	20710590	20710724	20710838	149	1,10	5,23	17,26	7,9	233	99	0.0004781647092	0.031629949345054	0.078,0.156	0.508,0.551	-0.413
242	AT5G40530		chr5	+	16235698	16235927	16235698	16235813	16235882	16235927	242	12,22	31,57	90,56	53,43	168	99	0.000212863293518	0.0165391400281049	0.186,0.185	0.5,0.434	-0.281
561	AT5G04510		chr5	+	1288531	1288906	1288531	1288697	1288771	1288906	561	17,27	82,90	79,69	71,73	173	99	0.000111133809672	0.0098458438405307	0.106,0.147	0.389,0.351	-0.243
603	AT5G01650		chr5	-	242449	243123	242449	242769	243033	243123	603	20,33	12,12	47,51	0,3	363	99	5.52677776988e-06	0.0007514882550989	0.312,0.429	1.0,0.823	-0.541
632	AT4G38380		chr4	-	17974276	17974799	17974276	17974419	17974504	17974799	632	2,3	8,16	18,25	7,17	184	99	0.000310298109423	0.0216987035089369	0.119,0.092	0.58,0.442	-0.406
633	AT4G38380		chr4	-	17974276	17974799	17974276	17974419	17974518	17974799	633	3,3	29,27	19,27	7,0	198	99	1.29020815143e-07	2.87071313693175e-05	0.049,0.053	0.576,1.0	-0.737
672	AT5G37850		chr5	+	15065299	15065701	15065299	15065479	15065604	15065701	672	222,436	196,292	142,130	375,487	224	99	5.17775378128e-10	2.112092063280467e-07	0.334,0.398	0.143,0.106	0.241
689	AT4G34310		chr4	+	16418607	16419095	16418607	16418720	16418809	16419095	689	13,14	4,12	8,5	1,0	188	99	0.000808696602967	0.0476936129099212	0.631,0.381	0.808,1.0	-0.398
812	AT4G24740		chr4	-	12754945	12755239	12754945	12755048	12755141	12755239	812	43,63	201,235	230,227	250,275	192	99	2.67824047082e-05	0.002913330467703	0.099,0.121	0.322,0.299	-0.201
871	AT4G22120		chr4	-	11718830	11719807	11718830	11719164	11719398	11719807	871	6,13	2,9	11,8	1,0	333	99	0.000240372239806	0.0174098950704395	0.471,0.3	0.766,1.0	-0.498
883	AT4G21585		chr4	+	11479303	11479658	11479303	11479371	11479584	11479658	883	14,27	16,36	15,14	2,0	312	99	3.32136150735e-05	0.0034591626762719	0.217,0.192	0.704,1.0	-0.647
1306	AT3G57680		chr3	+	21381477	21381768	21381477	21381559	21381637	21381768	1306	1,0	3,6	9,3	0,2	177	99	7.71199388191e-05	0.0075500420103898	0.157,0.0	1.0,0.456	-0.649
1311	AT3G57440		chr3	+	21260078	21260675	21260078	21260145	21260240	21260675	1311	2,13	1,1	0,0	4,6	194	99	3.47345042262e-06	0.0005313293693351	0.505,0.869	0.0,0.0	0.687
1315	AT4G08980		chr4	+	5758019	5759303	5758019	5758484	5758981	5759303	1315	191,301	182,288	1028,800	175,161	596	99	0.0	0.0	0.148,0.148	0.494,0.452	-0.325
1338	AT3G55850		chr3	-	20724648	20725024	20724648	20724721	20724922	20725024	1338	174,275	72,106	441,442	51,63	300	99	1.53967332183e-05	0.0017527211419436	0.444,0.461	0.74,0.698	-0.266
1362	AT3G54500		chr3	-	20178713	20179027	20178713	20178804	20178940	20179027	1362	86,131	54,99	439,729	111,168	235	99	3.01804148577e-05	0.0032115897984443	0.402,0.358	0.625,0.646	-0.255
1659	AT2G04790		chr2	+	1679804	1680176	1679804	1679909	1680014	1680176	1659	6,8	7,15	8,19	0,3	204	99	0.000113937239176	0.0098458438405307	0.294,0.206	1.0,0.755	-0.627
1867	AT2G22570		chr2	-	9589796	9590214	9589796	9589982	9590080	9590214	1867	35,67	106,158	110,145	46,96	197	99	4.65521444615e-07	9.494697797460104e-05	0.142,0.176	0.546,0.432	-0.33
1879	AT2G23980		chr2	-	10202597	10203193	10202597	10202911	10202980	10203193	1879	21,48	161,255	143,151	162,224	168	99	5.45690747256e-07	0.0001068462483127	0.071,0.1	0.342,0.284	-0.228
1880	AT2G23980		chr2	-	10203940	10204534	10203940	10204040	10204387	10204534	1880	123,138	42,68	247,332	34,48	446	99	0.000576340623262	0.0357112322894618	0.394,0.311	0.617,0.606	-0.259
1888	AT2G30740		chr2	+	13095636	13096492	13095636	13096142	13096351	13096492	1888	33,45	0,2	40,40	9,10	308	99	0.000356630263432	0.0239137690342416	1.0,0.879	0.588,0.562	0.365
1977	AT1G56612		chr1	-	21214719	21215407	21214719	21214789	21215106	21215407	1977	232,367	28,53	763,814	7,16	416	99	2.74351430463e-10	1.342950252116385e-07	0.664,0.622	0.963,0.924	-0.3
2007	AT2G04690		chr2	+	1645913	1646443	1645913	1646031	1646154	1646443	2007	188,307	199,408	446,493	157,175	222	99	1.17537846123e-09	4.425751975169885e-07	0.296,0.251	0.559,0.557	-0.285
2113	AT1G54440		chr1	+	20326797	20327518	20326797	20326956	20327359	20327518	2113	59,67	41,35	99,65	13,11	502	99	0.000219278229395	0.0167713583263832	0.221,0.274	0.6,0.538	-0.321
2135	AT4G17310		chr4	-	9685665	9686616	9685665	9686024	9686443	9686616	2135	31,55	7,12	113,73	4,1	518	99	0.000175996443375	0.0141229932839446	0.458,0.467	0.844,0.933	-0.426
2140	AT1G79620		chr1	-	29958215	29958745	29958215	29958451	29958525	29958745	2140	4,13	21,33	25,16	6,7	173	99	1.02966388114e-05	0.001260051174545	0.098,0.184	0.705,0.567	-0.495
2173	AT1G49980		chr1	+	18511848	18512512	18511848	18511962	18512089	18512512	2173	16,35	34,35	95,93	15,24	226	99	8.63892998471e-07	0.0001486174566101	0.171,0.305	0.735,0.629	-0.444
2352	AT1G12740		chr1	+	4343890	4344171	4343890	4343969	4344046	4344171	2352	1,3	0,0	0,0	1,1	176	99	1.36772767556e-08	4.463351314577466e-06	1.0,1.0	0.0,0.0	1.0
2375	AT5G63370		chr5	-	25383809	25387261	25383809	25385077	25385150	25387261	2375	358,469	105,176	744,750	53,80	172	99	2.43701167468e-07	5.186596585895044e-05	0.662,0.605	0.89,0.844	-0.234
2438	AT4G03440		chr4	-	1527056	1527628	1527056	1527173	1527399	1527628	2438	10,14	12,10	36,48	5,8	325	99	0.000554990137025	0.0351835985245405	0.202,0.299	0.687,0.646	-0.416
2446	AT1G02960		chr1	-	667150	667437	667150	667281	667372	667437	2446	66,170	53,111	44,50	86,127	190	99	0.000229304937314	0.0170067828507883	0.394,0.444	0.21,0.17	0.229
2493	AT1G80780		chr1	+	30357999	30359555	30357999	30358295	30358378	30359555	2493	396,614	440,665	1312,1463	234,244	182	99	0.0	0.0	0.329,0.334	0.753,0.765	-0.427
2522	AT2G33540		chr2	-	14207913	14209192	14207913	14208049	14208174	14209192	2522	101,86	44,53	380,336	34,26	224	99	3.5258795883e-10	1.5690164167935e-07	0.504,0.418	0.832,0.851	-0.38
2653	AT3G19460		chr3	+	6748758	6749322	6748758	6748909	6748990	6749322	2653	6,6	29,59	9,9	2,1	180	99	9.29137108363e-08	2.2740630727184425e-05	0.102,0.053	0.712,0.832	-0.695
2728	AT1G47278		chr1	+	17331227	17331553	17331227	17331277	17331364	17331553	2728	13,24	7,12	25,16	0,2	186	99	0.000228247097249	0.0170067828507883	0.497,0.516	1.0,0.81	-0.399
2770	AT1G27900		chr1	-	9716178	9716607	9716178	9716339	9716537	9716607	2770	17,19	59,121	108,102	62,52	297	99	2.56417109767e-12	1.568952190386831e-09	0.088,0.05	0.367,0.395	-0.312
2818	AT3G03773		chr3	+	952709	953091	952709	952866	953062	953091	2818	4,3	39,66	43,43	55,47	295	99	6.33999940263e-05	0.0063335300154844	0.033,0.015	0.208,0.235	-0.197
2957	AT4G01915		chr4	+	827597	827988	827597	827717	827800	827988	2957	25,49	20,21	39,49	1,6	182	99	0.000305535937779	0.0216753393540319	0.405,0.559	0.955,0.816	-0.403
2988	AT1G06960		chr1	+	2137066	2137838	2137066	2137146	2137263	2137838	2988	105,129	70,107	204,232	37,45	216	99	5.40876516908e-08	1.4708836390359222e-05	0.407,0.356	0.716,0.703	-0.328
3087	AT1G70100		chr1	+	26405396	26405654	26405396	26405496	26405597	26405654	3087	97,170	214,311	295,327	212,251	200	99	0.000327244163468	0.0225614109883923	0.183,0.213	0.408,0.392	-0.202
3180	AT4G31150		chr4	-	15144188	15144609	15144188	15144317	15144492	15144609	3180	20,23	61,118	133,104	76,84	274	99	8.76977586106e-08	2.259371202099405e-05	0.106,0.066	0.387,0.309	-0.262
3273	AT1G18660		chr1	+	6420974	6421501	6420974	6421303	6421397	6421501	3273	97,148	99,127	454,454	87,82	193	99	3.31956684363e-14	2.7082132832614748e-11	0.334,0.374	0.728,0.74	-0.38
3340	AT4G11900		chr4	-	7150629	7151297	7150629	7150780	7151059	7151297	3340	7,9	8,14	60,64	18,13	378	99	0.000591263416531	0.0361779302989905	0.186,0.144	0.466,0.563	-0.349
3356	AT1G53660		chr1	+	20035039	20035740	20035039	20035301	20035480	20035740	3356	2,0	4,2	5,2	0,0	278	99	1.57901962616e-08	4.8308131687832496e-06	0.151,0.0	1.0,1.0	-0.924
3358	AT1G23360		chr1	-	8296253	8296509	8296253	8296342	8296418	8296509	3358	31,38	46,71	82,69	32,36	175	99	8.06484906655e-05	0.0077406737609337	0.276,0.232	0.592,0.52	-0.302
3363	AT1G08070		chr1	-	2514149	2516620	2514149	2516314	2516394	2516620	3363	6,6	5,6	11,12	2,0	179	99	0.000693008119916	0.0418799351480101	0.399,0.356	0.753,1.0	-0.499
3364	AT4G15090		chr4	+	8614066	8616929	8614066	8614449	8614692	8616929	3364	21,22	2,10	27,20	0,1	342	99	0.000775712904364	0.0463062764251436	0.752,0.389	1.0,0.853	-0.356
3441	AT1G16560		chr1	+	5668572	5669039	5668572	5668739	5668918	5669039	3441	19,25	9,9	27,24	0,2	278	99	0.000198644525267	0.0156833056642252	0.429,0.497	1.0,0.81	-0.442
3506	AT1G29120		chr1	+	10178038	10178472	10178038	10178146	10178230	10178472	3506	242,328	46,55	470,491	10,20	183	99	0.000138706616068	0.0115079472144552	0.74,0.763	0.962,0.93	-0.194
3510	AT2G30460		chr2	-	12977935	12978524	12977935	12978120	12978368	12978524	3510	5,12	31,34	52,45	34,26	347	99	0.00016527588033	0.0134837572369225	0.044,0.091	0.304,0.331	-0.25
3762	AT1G27630		chr1	+	9611548	9612671	9611548	9611876	9612589	9612671	3762	577,711	55,80	1514,1440	49,53	812	99	8.99256215695e-05	0.0084651137996673	0.561,0.52	0.79,0.768	-0.239
