1	20516205	20516272	AT1G55000	+	0.047952048	0.5072187649	0.5072187649
1	5789853	5789951	AT1G16930	+	0.0474525475	0.5	0.5
1	14291930	14292006	AT1G38065	-	0.01998002	0.5	0.5
3	21577672	21577792	AT3G58270	-	0.036963037	0.5	0.5
5	1018440	1018655	AT5G03830	+	0.034965035	0.5	0.5
5	9480786	9481353	AT5G26940	+	0.005994006	0.5	0.5
1	4844654	4845226	AT1G14170	-	0.0134865135	-0.4948183064	0.4948183064
3	11383267	11383924	AT3G29575	-	0.0322177822	0.4942601139	0.4942601139
3	2114748	2114836	AT3G06680	-	0	0.4941598436	0.4941598436
1	29034403	29034713	AT1G77280	-	0.023976024	0.4921188554	0.4921188554
1	15973353	15973487	AT1G42540_and_AT1G42550	+	0.0464535465	0.4906043094	0.4906043094
1	27116858	27117088	AT1G72050	+	0.036963037	-0.4832041553	0.4832041553
4	2417800	2418101	AT4G04750	+	0.046953047	0.4812620575	0.4812620575
1	2137067	2137264	AT1G06960	+	0.020979021	-0.4789525842	0.4789525842
3	7423334	7423408	AT3G21175	+	0.0024975025	0.4784205778	0.4784205778
3	11131513	11131883	AT3G29160	-	0.026973027	-0.4773607268	0.4773607268
3	1503006	1503249	AT3G05270	-	0.011988012	-0.4726827929	0.4726827929
5	1072985	1073372	AT5G03970	-	0.0184815185	-0.4723672138	0.4723672138
4	3663328	3663468	AT4G06598	+	0.037962038	0.4695204539	0.4695204539
2	9460176	9460853	AT2G22250	-	0.0494505495	0.4608145436	0.4608145436
1	19506356	19507018	AT1G52370	+	0.014985015	-0.4545066838	0.4545066838
4	14477589	14477681	AT4G29440	-	0.0424575425	0.4543084929	0.4543084929
1	3223831	3224251	AT1G09910	-	0.048951049	-0.4535507899	0.4535507899
3	1462597	1462903	AT3G05165	-	0.0194805195	0.4502841378	0.4502841378
3	23434825	23434950	AT3G63460	-	0.002997003	0.4488601144	0.4488601144
1	19250211	19250605	AT1G51840	-	0.0434565435	0.4412683094	0.4412683094
2	19683710	19684144	AT2G48130	-	0.010989011	0.4412072687	0.4412072687
5	5606235	5606499	AT5G17040	-	0.0444555445	0.4401919453	0.4401919453
1	12400883	12400986	AT1G34065	-	0.036963037	-0.4297440091	0.4297440091
4	9728860	9728996	AT4G17440	+	0.0284715285	-0.4244064915	0.4244064915
1	21141200	21141441	AT1G56440	-	0.023976024	-0.4209477523	0.4209477523
2	17345768	17345993	AT2G41600	-	0.014985015	0.4204957839	0.4204957839
1	30237319	30237649	AT1G80420	-	0.028971029	0.4149655264	0.4149655264
1	10769114	10769248	AT1G30450	+	0.033966034	-0.4141058002	0.4141058002
1	11465197	11465751	AT1G31930	+	0.037962038	0.4134112792	0.4134112792
3	19324360	19324630	AT3G52110	-	0.0064935065	-0.4127842756	0.4127842756
4	202241	202396	AT4G00450	+	0.047952048	0.4101658087	0.4101658087
1	25910538	25911043	AT1G68910	-	0.020979021	-0.4060748273	0.4060748273
3	4535235	4535636	AT3G13790	-	0.0172327672	-0.4059714902	0.4059714902
1	4335293	4335458	AT1G12730	+	0.035964036	-0.4031929403	0.4031929403
4	1143888	1144137	AT4G02600	+	0.0074925075	0.4013433714	0.4013433714
4	11200416	11200923	AT4G20930	-	0.0214785215	-0.3997437699	0.3997437699
5	18826172	18826296	AT5G46410_and_AT5G46420	+	0.028971029	0.397080866	0.397080866
1	7062144	7062436	AT1G20380	+	0.0384615385	-0.3961509977	0.3961509977
1	6193458	6193688	AT1G17990	-	0.0174825175	0.3930510812	0.3930510812
2	10284856	10284915	AT2G24190	-	0.0474525475	0.3901309158	0.3901309158
5	17219258	17220386	AT5G42940	-	0.0104895105	0.3887962315	0.3887962315
5	22454492	22454703	AT5G55380_and_AT5G55390	-	0.01998002	0.3887751859	0.3887751859
5	9480308	9481353	AT5G26940	+	0.0142357642	0.3879055993	0.3879055993
1	19607941	19608199	AT1G52630	-	0.028971029	-0.382337967	0.382337967
1	1761228	1761309	AT1G05830	+	0.035964036	-0.3801296494	0.3801296494
1	27603655	27603949	AT1G73430	+	0.011988012	-0.3750438564	0.3750438564
1	4268143	4268375	AT1G12520	-	0.033966034	0.3745980524	0.3745980524
3	11383675	11383924	AT3G29575	-	0.0314685315	0.3731211002	0.3731211002
5	6192477	6192690	AT5G18610	+	0.0104895105	-0.3637307064	0.3637307064
1	19032091	19032184	AT1G51340	+	0.042957043	0.3631861978	0.3631861978
5	9480308	9481353	AT5G26940	+	0.0314685315	-0.3610313901	0.3610313901
4	8552769	8552924	AT4G14965	+	0.003996004	0.3589742291	0.3589742291
1	7372013	7372134	AT1G21060	+	0.0314685315	0.3569538893	0.3569538893
3	17918067	17918201	AT3G48380	+	0.0124875125	-0.3560932582	0.3560932582
5	20580565	20580856	AT5G50565	+	0.0212287712	-0.3555635986	0.3555635986
1	10130971	10131778	AT1G29030	-	0.0364635365	-0.3534884482	0.3534884482
1	25132698	25133044	AT1G67190	+	0.0334665335	0.3534819607	0.3534819607
1	24518023	24518116	AT1G65900	-	0.023976024	-0.353182134	0.353182134
1	5059629	5059732	AT1G14700	+	0.026973027	0.3511456821	0.3511456821
2	7401248	7401633	AT2G17033	+	0.0374625375	0.3480218083	0.3480218083
3	9222226	9222379	AT3G25430	+	0.0494505495	-0.344480714	0.344480714
5	22209691	22209853	AT5G54670	+	0.0484515485	-0.3434591603	0.3434591603
5	6196207	6196336	AT5G18620	-	0.008991009	-0.3406284889	0.3406284889
4	18561884	18561993	AT4G40050	-	0.0114885115	-0.3370854639	0.3370854639
4	16249770	16249946	AT4G33890	+	0.0094905095	-0.3286187593	0.3286187593
1	19767141	19767326	AT1G53040	-	0.025974026	0.3262269092	0.3262269092
1	5015091	5015177	AT1G14620	-	0.0054945055	0.3249058003	0.3249058003
4	9785903	9785996	AT4G17570	-	0.0204795205	-0.3234830366	0.3234830366
5	6213160	6213280	AT5G18640	+	0.032967033	0.3232091771	0.3232091771
5	3740942	3741504	AT5G11630_and_AT5G11640	+	0.024975025	0.3203829022	0.3203829022
1	18253869	18254042	AT1G49340	+	0.0184815185	0.3195298603	0.3195298603
2	7401235	7401633	AT2G17033	+	0.0374625375	0.3185846695	0.3185846695
5	16820284	16820526	AT5G42080	-	0.021978022	-0.3185524355	0.3185524355
2	18587493	18588141	AT2G45070	-	0.044955045	0.3170847541	0.3170847541
2	864087	864248	AT2G02960	-	0.0464535465	-0.3164838825	0.3164838825
1	8182128	8182218	AT1G23080	-	0.000999001	-0.3161140986	0.3161140986
2	15490560	15491668	AT2G36900	-	0.044955045	0.3157487476	0.3157487476
5	26468711	26469049	AT5G66250	+	0.033966034	0.3154982295	0.3154982295
2	621374	621821	AT2G02370	+	0.047952048	-0.3143801625	0.3143801625
1	22462393	22462720	AT1G60990	-	0.0174825175	0.3142694529	0.3142694529
4	13539832	13540218	AT4G26965	+	0.0344655345	-0.309819381	0.309819381
4	8545569	8545864	AT4G14950	+	0.044955045	0.3097899391	0.3097899391
3	2394486	2394574	AT3G07510	-	0.0224775225	0.3041445068	0.3041445068
3	10795038	10795226	AT3G28760	-	0.0114885115	0.3014459426	0.3014459426
1	813604	813929	AT1G03310	+	0.011988012	-0.2958404251	0.2958404251
1	18708808	18709036	AT1G50500	-	0.026973027	0.2919972257	0.2919972257
1	4749747	4749838	AT1G13880	+	0.02997003	-0.2905004079	0.2905004079
4	14167887	14167975	AT4G28706_and_AT4G28710	+	0.01998002	0.2880366352	0.2880366352
4	16164871	16164963	AT4G33650	+	0.0244755245	0.2876714626	0.2876714626
1	7497234	7497441	AT1G21410	+	0.046953047	0.2865765697	0.2865765697
5	17526859	17527256	AT5G43630	+	0.047952048	0.2863571073	0.2863571073
3	18384360	18384735	AT3G49600	-	0.045954046	-0.2841568412	0.2841568412
1	18715434	18715549	AT1G50500	-	0.026973027	0.2804275165	0.2804275165
5	18818417	18818592	AT5G46390	+	0.0084915085	0.2764125671	0.2764125671
2	181847	182017	AT2G01420	-	0.010989011	-0.2750388337	0.2750388337
2	11316793	11316999	AT2G26600	+	0.042957043	-0.2721391879	0.2721391879
3	22158584	22158687	AT3G59990	-	0.017982018	0.2697352776	0.2697352776
1	5848119	5848212	AT1G17110	-	0.031968032	-0.2656201094	0.2656201094
3	21715316	21715406	AT3G58710	+	0.0444555445	-0.2652039927	0.2652039927
1	11295912	11296000	AT1G31550	-	0.0454545455	0.2646171037	0.2646171037
4	13434925	13435652	AT4G26630	-	0.0014985015	0.2627470284	0.2627470284
3	4535235	4535579	AT3G13790	-	0.0172327672	-0.2623401474	0.2623401474
1	8865425	8865596	AT1G25280	+	0.037962038	-0.2621200782	0.2621200782
3	6867748	6867843	AT3G19770	+	0.030969031	-0.2615690811	0.2615690811
4	17916687	17916912	AT4G38200	+	0.0354645355	0.2588711435	0.2588711435
1	8973614	8974343	AT1G25540	-	0.040959041	0.2585082872	0.2585082872
5	9814369	9814460	AT5G27710	+	0.0424575425	-0.2579718671	0.2579718671
1	16970693	16970833	AT1G44900	+	0.0354645355	0.2576561192	0.2576561192
3	20148664	20148815	AT3G54430_and_AT3G54440	-	0.033966034	0.2568734214	0.2568734214
3	128483	128892	AT3G01340	-	0.0014985015	-0.2564196747	0.2564196747
3	19864153	19864363	AT3G53560_and_AT3G53570	-	0.040959041	-0.2561495126	0.2561495126
1	25908380	25908569	AT1G68910	-	0.031968032	-0.2556868328	0.2556868328
2	10887437	10887530	AT2G25565_and_AT2G25570	-	0.027972028	-0.2547405077	0.2547405077
4	13346067	13346405	AT4G26400	-	0.016983017	-0.2535952647	0.2535952647
1	12749566	12749737	AT1G34780	-	0.0354645355	0.251257835	0.251257835
3	18102659	18102765	AT3G48820	-	0.0324675325	-0.2510780551	0.2510780551
5	24744078	24744194	AT5G61530	+	0.0434565435	0.2478619315	0.2478619315
1	26467957	26468222	AT1G70280	-	0.016983017	0.2470524884	0.2470524884
4	18501877	18502206	AT4G39870	+	0.035964036	-0.2439702787	0.2439702787
4	15610739	15610860	AT4G32330	+	0.00999001	0.2409889048	0.2409889048
1	2883916	2884031	AT1G08970	+	0.011988012	0.2398859094	0.2398859094
5	14793742	14793924	AT5G37350	+	0.0264735265	-0.2397008858	0.2397008858
3	17158209	17158302	AT3G46600	+	0.033966034	0.2386075115	0.2386075115
3	11131513	11131957	AT3G29160	-	0.0404595405	-0.2378326814	0.2378326814
3	4999232	4999321	AT3G14860	-	0.02997003	-0.2373128546	0.2373128546
1	26622797	26622941	AT1G70610	+	0.0204795205	-0.23687002	0.23687002
4	944732	945756	AT4G02130	-	0.015984016	-0.2353219951	0.2353219951
5	18350074	18350170	AT5G45290	-	0.048951049	-0.2334153112	0.2334153112
1	6692041	6692383	AT1G19360	-	0.015984016	0.2327721649	0.2327721649
3	6365182	6365258	AT3G18520	+	0.015984016	0.2326322097	0.2326322097
3	20296130	20296929	AT3G54810	+	0.011988012	0.2318032667	0.2318032667
3	11129799	11129883	AT3G29160	-	0.0337162837	0.2312444566	0.2312444566
5	4454150	4454512	AT5G13800	-	0.0404595405	-0.2305679206	0.2305679206
4	11294385	11294551	AT4G21192	+	0.0204795205	0.2302174421	0.2302174421
2	19033950	19034341	AT2G46370	+	0.047952048	0.2301256146	0.2301256146
1	6819313	6819430	AT1G19715	-	0.0134865135	0.2285981236	0.2285981236
2	12553191	12553623	AT2G29200	-	0.047952048	-0.2261083744	0.2261083744
1	18712297	18712379	AT1G50500	-	0.032967033	0.2254970983	0.2254970983
1	803117	803565	AT1G03280	+	0.0434565435	-0.2249445551	0.2249445551
4	12316102	12316234	AT4G23620	-	0.0284715285	0.2244252519	0.2244252519
1	6503950	6504081	AT1G18840	-	0.02997003	-0.2210178408	0.2210178408
4	9201274	9201456	AT4G16260	-	0.010989011	-0.2205654885	0.2205654885
3	1309678	1309933	AT3G04770_and_AT3G04780	-	0.0414585415	0.2139388011	0.2139388011
1	4268375	4268529	AT1G12520	-	0.033966034	0.2129618807	0.2129618807
5	23746943	23747188	AT5G58800	-	0.005994006	-0.2106908651	0.2106908651
3	1462786	1462903	AT3G05165	-	0.0217282717	-0.2099352179	0.2099352179
4	8974101	8974161	AT4G15760	-	0.005994006	0.2089099058	0.2089099058
3	1623244	1623820	AT3G05600	-	0.0274725275	-0.2070485	0.2070485
1	25375726	25375804	AT1G67700	+	0.000999001	-0.2069172612	0.2069172612
3	19349146	19349394	AT3G52170	-	0.04995005	-0.2062469565	0.2062469565
1	29568200	29568399	AT1G78600	+	0.025974026	0.2053917705	0.2053917705
5	15270425	15270758	AT5G38220	+	0.0494505495	0.2053495205	0.2053495205
4	10447737	10448124	AT4G19070	-	0.0474525475	0.2005533887	0.2005533887
3	2664358	2664453	AT3G08770	-	0.0014985015	0.20023921	0.20023921
4	12426729	12427055	AT4G23910	+	0.0454545455	0.1983146136	0.1983146136
4	12647548	12647609	AT4G24470	+	0.02997003	-0.1959634928	0.1959634928
1	10994243	10994888	AT1G30890	+	0.0334665335	0.1947296867	0.1947296867
2	16571066	16571191	AT2G39730	-	0.0014985015	-0.194432213	0.194432213
1	30017372	30017518	AT1G79790_locus2	-	0.0214785215	0.194347177	0.194347177
5	22106498	22106911	AT5G54440	+	0.04995005	-0.1936230944	0.1936230944
4	12364537	12364623	AT4G23730	+	0.043956044	-0.1935560205	0.1935560205
3	21114059	21114207	AT3G57050	-	0.034965035	0.18973497	0.18973497
5	5374098	5374344	AT5G16450	+	0.021978022	-0.1890620059	0.1890620059
3	1259461	1259570	AT3G04630	+	0.010989011	-0.1880608676	0.1880608676
5	24603983	24604081	AT5G61150	-	0.015984016	0.1880453645	0.1880453645
1	8296254	8296419	AT1G23360	-	0.0344655345	-0.1862494428	0.1862494428
1	24366089	24366334	AT1G65520_and_AT1G65540	-	0.0324675325	-0.1848069925	0.1848069925
5	3069083	3069219	AT5G09860	+	0.031968032	-0.1835737381	0.1835737381
5	3947558	3947674	AT5G12210	+	0.01998002	-0.181470672	0.181470672
2	14725183	14725584	AT2G34900	-	0.0344655345	-0.1810575091	0.1810575091
3	282152	282327	AT3G01780	+	0.033966034	0.1801646992	0.1801646992
4	13282028	13282359	AT4G26210	+	0.028971029	0.1773527607	0.1773527607
4	1264940	1265902	AT4G02840	+	0.0074925075	0.1768615467	0.1768615467
4	14940623	14940931	AT4G30600	-	0.015984016	-0.1753140211	0.1753140211
1	27347661	27347770	AT1G72640	-	0.0097402597	0.1727673805	0.1727673805
5	1249484	1249756	AT5G04420	-	0.0444555445	-0.1724036929	0.1724036929
3	1217970	1218072	AT3G04520	-	0.0284715285	0.1685707371	0.1685707371
1	8029528	8029756	AT1G22700	-	0.010989011	0.1685347213	0.1685347213
1	20081912	20082168	AT1G53800	+	0.0244755245	0.1683856004	0.1683856004
5	1904401	1904592	AT5G06260	-	0.0404595405	0.1674571199	0.1674571199
4	12312575	12312737	AT4G23600	+	0.036963037	0.1665598261	0.1665598261
1	27380901	27381165	AT1G72740	-	0.0414585415	0.1649165437	0.1649165437
2	9460338	9460853	AT2G22250	-	0.0494505495	0.1647668014	0.1647668014
4	18397156	18397393	AT4G39620	+	0.0304695305	0.1643582084	0.1643582084
1	2278587	2278972	AT1G07420	+	0.0454545455	0.1637833813	0.1637833813
1	27346919	27347085	AT1G72640	-	0.0097402597	-0.1630060715	0.1630060715
3	1843853	1843967	AT3G06110	+	0.031968032	0.1626904386	0.1626904386
1	27634292	27634522	AT1G73490	-	0.0324675325	-0.1602668839	0.1602668839
3	19631206	19631354	AT3G52940	-	0.045954046	-0.1600574403	0.1600574403
3	8947110	8947286	AT3G24530	-	0.045954046	-0.1588184437	0.1588184437
5	26556570	26556649	AT5G66540	-	0.0494505495	0.1585948751	0.1585948751
2	15980234	15980470	AT2G38130	-	0.0354645355	-0.1567515127	0.1567515127
2	17590271	17590626	AT2G42210	+	0.020979021	0.1564626742	0.1564626742
1	28442116	28442213	AT1G75750	-	0.0034965035	-0.1563197221	0.1563197221
3	22495171	22495452	AT3G60880	+	0.0474525475	-0.1559992163	0.1559992163
4	16140104	16140198	AT4G33565_and_AT4G33580	+	0.0094905095	0.1550788045	0.1550788045
3	3776659	3776916	AT3G11930	+	0.012987013	0.153831381	0.153831381
1	5253387	5253549	AT1G15280	+	0.035964036	-0.1517016687	0.1517016687
3	10153053	10153551	AT3G27430_and_AT3G27440	+	0.018981019	-0.1516301642	0.1516301642
2	11023538	11023675	AT2G25840	+	0.03996004	0.1515794503	0.1515794503
1	12550588	12550957	AT1G34370	+	0.024975025	-0.1511536247	0.1511536247
2	9102591	9102961	AT2G21240_and_AT2G21250	-	0.0334665335	0.15085747	0.15085747
1	8069641	8070165	AT1G22790	+	0.043956044	0.1497056367	0.1497056367
4	13445267	13445737	AT4G26650	+	0.0384615385	-0.1470969429	0.1470969429
1	6003008	6003420	AT1G17470	+	0.015984016	-0.1446049668	0.1446049668
3	20269642	20271074	AT3G54760	-	0.0374625375	-0.1445421724	0.1445421724
4	689096	689185	AT4G01590	-	0.0404595405	-0.1419512777	0.1419512777
1	6214113	6214214	AT1G18070	-	0.016983017	0.1416292877	0.1416292877
1	27439973	27440072	AT1G72930	+	0.004995005	-0.1393727738	0.1393727738
5	24371007	24371440	AT5G60640	-	0.028971029	0.1374862448	0.1374862448
2	10044691	10046029	AT2G23610	-	0.048951049	-0.1372771436	0.1372771436
2	14044671	14045148	AT2G33120	-	0.0324675325	0.13685901	0.13685901
3	3769991	3770261	AT3G11910	-	0.0494505495	0.1366195964	0.1366195964
4	18218753	18219336	AT4G39100	-	0.0414585415	-0.1342794122	0.1342794122
2	14768640	14769524	AT2G35050	+	0.0444555445	-0.1329943341	0.1329943341
5	8132826	8133047	AT5G24060	-	0.0394605395	-0.1309025339	0.1309025339
3	3776659	3776916	AT3G11930	+	0.012987013	0.12933317	0.12933317
2	11022624	11022743	AT2G25840	+	0.03996004	-0.1290127895	0.1290127895
5	4656176	4656498	AT5G14440	-	0.0384615385	0.1284871132	0.1284871132
4	6805357	6806011	AT4G11160	+	0.048951049	0.128261995	0.128261995
1	5296051	5296406	AT1G15400	-	0.036963037	0.1267937944	0.1267937944
4	5315232	5315326	AT4G08390	+	0.0374625375	-0.1261630403	0.1261630403
5	5536047	5536761	AT5G16840	+	0.028971029	-0.125968938	0.125968938
1	18949663	18950014	AT1G51160	+	0.044955045	-0.1242790346	0.1242790346
3	7003743	7003845	AT3G20060	-	0.0274725275	-0.1226471976	0.1226471976
1	10887850	10888276	AT1G30690	+	0.0274725275	-0.1225820204	0.1225820204
3	8607699	8607982	AT3G23830	-	0.014985015	0.1209359107	0.1209359107
4	7544822	7545052	AT4G12880	-	0.0234765235	0.1204879321	0.1204879321
2	629353	629539	AT2G02390	+	0.0474525475	0.1202278201	0.1202278201
5	25628813	25628906	AT5G64040	-	0.004995005	0.1172371215	0.1172371215
5	26541562	26541925	AT5G66460_and_AT5G66470	-	0.0314685315	0.1136389357	0.1136389357
3	10129610	10130612	AT3G27360_and_AT3G27380	-	0.0484515485	-0.113557021	0.113557021
1	197775	197974	AT1G01540	+	0.0394605395	-0.1133663756	0.1133663756
2	17590271	17590631	AT2G42210	+	0.020979021	-0.1082084353	0.1082084353
3	20847623	20847710	AT3G56190	-	0.0254745255	0.1037928372	0.1037928372
1	4030139	4030227	AT1G11930	+	0.0384615385	0.1028505855	0.1028505855
1	18060978	18061243	AT1G48830	-	0.0124875125	-0.1024251801	0.1024251801
1	13124827	13125118	AT1G35580	-	0.0354645355	0.1014597797	0.1014597797
4	15693114	15693655	AT4G32530	-	0.021978022	-0.1008812214	0.1008812214
3	15615685	15615863	AT3G43720	-	0.0194805195	-0.093979309	0.093979309
1	5725669	5725825	AT1G16720	+	0.045954046	-0.0903362583	0.0903362583
2	9248998	9249089	AT2G21620_and_AT2G21630	+	0.0254745255	-0.0891110751	0.0891110751
3	23236114	23236488	AT3G62840	-	0.0294705295	-0.0858580264	0.0858580264
3	19956080	19956296	AT3G53890	-	0.012987013	-0.0856805241	0.0856805241
2	12769397	12769481	AT2G29960	-	0.038961039	-0.0842408516	0.0842408516
3	5890170	5890268	AT3G17240	-	0.03996004	-0.0838840448	0.0838840448
5	24560309	24560857	AT5G61030	+	0.0484515485	0.0834512168	0.0834512168
3	603856	604434	AT3G02780	-	0.0404595405	0.0826235728	0.0826235728
1	19323940	19324051	AT1G51980	-	0.0374625375	-0.0772465029	0.0772465029
1	25048701	25048845	AT1G67090	-	0.0164835165	-0.0733284416	0.0733284416
1	9303439	9303909	AT1G26850	-	0.040959041	0.0730955461	0.0730955461
4	12103635	12103803	AT4G23100	-	0.02997003	0.0699987282	0.0699987282
5	24683858	24684045	AT5G61410	-	0.0204795205	0.0678873207	0.0678873207
2	18587475	18588192	AT2G45070	-	0.044955045	-0.063516682	0.063516682
1	26126477	26126777	AT1G69510	+	0.047952048	0.05709493	0.05709493
2	2322382	2322850	AT2G05990	+	0.0424575425	-0.0570850395	0.0570850395
5	15422380	15422513	AT5G38520	+	0.043956044	0.0564884281	0.0564884281
5	25022249	25022356	AT5G62300	-	0.02997003	0.0540454039	0.0540454039
3	8474895	8474999	AT3G23590_and_AT3G23600	+	0.042957043	0.0520586629	0.0520586629
5	21295491	21296168	AT5G52470_and_AT5G52471	+	0.0344655345	0.051789529	0.051789529
4	11307770	11308266	AT4G21210	+	0.045954046	-0.0515872761	0.0515872761
3	19397720	19397820	AT3G52300	+	0.0354645355	-0.0509175661	0.0509175661
5	26255795	26256097	AT5G65670	+	0.048951049	-0.0497312706	0.0497312706
5	26253408	26254424	AT5G65670	+	0.048951049	-0.0497312706	0.0497312706
2	14310089	14310196	AT2G33830	-	0.0364635365	0.0491914518	0.0491914518
3	3960401	3960946	AT3G12490	-	0.0424575425	-0.047194947	0.047194947
