ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
5113	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5217	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5221	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5232	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5503	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5504	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5506	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5507	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5508	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993786	1993876	1994166
5511	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993909	1994166
