ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
1818	AT1G13880	NA	chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1818	30,29,19,23,35,18	9.11441021111792E+016	63,61,56,55,61,24	114,56,73,93,126,31	152	149	3.56250307765E-06	0.00090701328356969	0.244,0.165,0.154,0.169,0.161,0.102	0.351,0.516,0.429,0.367,0.322,0.431	-0.237		
1852	AT4G03110	NA	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1852	1.8831027921928E+017	1.02155130122169E+017	3.24237312396363E+017	64,40,43,59,79,29	152	149	1.9317509814E-09	2.4591189993222E-06	0.644,0.662,0.678,0.638,0.619,0.678	0.832,0.853,0.877,0.868,0.818,0.865	-0.199		
1911	AT1G58025	NA	chr1	-	21459370	21459431	21459370	21459428	21460033	21460268	1911	67,75,101,46,76,72	53,59,67,53,82,64	30,31,22,54,40,17	56,62,46,109,103,46	152	149	0.000105005257933	0.014070704563022	0.553,0.555,0.596,0.46,0.476,0.524	0.344,0.329,0.319,0.327,0.276,0.266	0.217		
1917	AT2G02148	NA	chr2	-	549139	549322	549139	549318	549519	549616	1917	7,7,4,0,7,2	2,4,3,3,4,5	6,1,3,4,5,1	2,0,0,2,0,0	153	149	0.0000941485322263	0.014070704563022	0.773,0.63,0.565,0.0,0.63,0.28	0.745,1.0,1.0,0.661,1.0,1.0	-0.421		
2092	AT5G06265	NA	chr5	+	1906563	1906766	1906566	1906766	1905778	1906172	2092	1,6,1,1,4,0	6,3,5,1,6,6	2,6,2,8,5,2	0,1,0,3,4,0	152	149	0.000339414195657	0.0392794791883055	0.14,0.662,0.164,0.495,0.395,0.0	1.0,0.855,1.0,0.723,0.551,1.0	-0.545		
2387	AT1G29357	NA	chr1	-	10273930	10275219	10273930	10275147	10275293	10275765	2387	1.2316114511815E+017	84,144,120,82,127,133	68,45,56,75,84,39	123,98,116,191,185,72	221	149	3.43089396337E-06	0.00090701328356969	0.497,0.43,0.449,0.492,0.443,0.378	0.272,0.236,0.246,0.209,0.234,0.268	0.204		
2404	AT2G32700	NA	chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2404	2.30363304235369E+017	2.56339301251333E+017	125,87,135,136,143,63	3.12213277339399E+017	155	149	5.555012772E-08	2.8286125035024E-05	0.463,0.507,0.493,0.474,0.516,0.432	0.278,0.282,0.319,0.278,0.256,0.286	0.198		
2463	AT2G37480	NA	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2463	800,1111,1046,929,1243,1226	2.79445403293524E+017	1150,709,835,1207,1418,468	160,87,136,191,166,79	152	149	0.0000448630169139	0.00761474940418596	0.738,0.71,0.718,0.757,0.699,0.747	0.876,0.889,0.858,0.861,0.893,0.853	-0.143		
2552	AT2G46130	NA	chr2	+	18957488	18957925	18957500	18957925	18957211	18957402	2552	2,5,10,5,8,9	4,2,16,1,3,6	1,1,8,1,5,1	0,0,1,0,1,0	161	149	8.10360718606E-06	0.0015870602996699	0.316,0.698,0.366,0.822,0.712,0.581	1.0,1.0,0.881,1.0,0.822,1.0	-0.368		
2561	AT2G47640	NA	chr2	+	19537859	19537937	19537862	19537937	19537504	19537529	2561	1.69257235174189E+017	3.33443452332481E+017	3.30216262339416E+017	2.2615921926941E+017	152	149	3.78638898013E-10	9.64014634341098E-07	0.332,0.363,0.338,0.339,0.278,0.319	0.589,0.571,0.54,0.553,0.499,0.508	-0.215		
2657	AT3G07565	NA	chr3	+	2415060	2415181	2415063	2415181	2414762	2414825	2657	96,129,126,77,118,137	1.18168160135175E+017	56,36,46,53,69,19	160,134,139,185,214,44	152	149	0.000110647746409	0.0140854581178657	0.444,0.429,0.436,0.359,0.398,0.466	0.255,0.208,0.245,0.219,0.24,0.297	0.178		
2694	AT5G20950	NA	chr5	-	7110561	7110819	7110561	7110797	7111195	7111453	2694	73,89,103,77,120,100	3.22520530458526E+017	138,127,135,284,226,67	3.36208274465353E+017	171	149	1.41945536991E-07	6.0232222863181E-05	0.165,0.13,0.145,0.128,0.166,0.151	0.264,0.347,0.3,0.347,0.358,0.36	-0.182		
67	AT5G46740	NA	chr5	-	18967802	18967923	18967822	18967923	18967606	18967717	67	16,31,21,30,25,19	1,0,2,0,6,0	10,5,9,10,7,8	1,5,3,8,9,1	169	149	0.000653985514346	0.0125154541521354	0.934,1.0,0.903,1.0,0.786,1.0	0.898,0.469,0.726,0.524,0.407,0.876	0.287		
70	AT5G44750	NA	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	70	14,21,11,14,33,14	9,26,16,11,13,15	2,7,0,9,10,4	28,19,19,34,36,12	161	149	4.47747680765E-06	0.000127188325567308	0.59,0.428,0.389,0.541,0.701,0.463	0.062,0.254,0.0,0.197,0.205,0.236	0.36		
72	AT5G44290	NA	chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	72	50,87,48,44,95,68	2.00271224180324E+017	17,11,7,13,16,6	2.10210193276282E+017	167	149	0.0000438744923846	0.00100966869816712	0.182,0.223,0.161,0.179,0.207,0.191	0.067,0.045,0.031,0.04,0.048,0.04	0.145		
91	AT5G37340	NA	chr5	-	14789310	14789409	14789342	14789409	14789165	14789219	91	3,3,3,3,3,4	5,1,2,2,0,0	1,2,0,2,3,0	6,3,7,4,9,1	181	149	0.0000746001153349	0.00161115780299421	0.331,0.712,0.553,0.553,1.0,1.0	0.121,0.354,0.0,0.292,0.215,0.0	0.528		
100	AT5G27630	NA	chr5	+	9779718	9779904	9779718	9779844	9780007	9780154	100	4,13,13,19,4,11	1,11,7,8,9,1	22,20,18,29,18,9	0,2,3,0,1,2	209	149	0.0000765512795708	0.0016182584448804	0.74,0.457,0.57,0.629,0.241,0.887	1.0,0.877,0.811,1.0,0.928,0.762	-0.309		
144	AT5G14770	NA	chr5	-	4772875	4775833	4772878	4775833	4772712	4772796	144	20,16,24,23,30,15	7,5,14,7,9,5	33,19,25,37,45,13	3,0,2,6,1,0	152	149	0.0011783948517	0.0216396145494	0.737,0.758,0.627,0.763,0.766,0.746	0.915,1.0,0.925,0.858,0.978,1.0	-0.213		
158	AT5G11630	NA	chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	158	78,130,114,52,102,96	26,33,22,25,41,35	34,28,28,40,57,14	60,51,61,80,93,24	214	149	0	0	0.676,0.733,0.783,0.592,0.634,0.656	0.283,0.277,0.242,0.258,0.299,0.289	0.404		
162	AT5G10940	NA	chr5	-	3452075	3452190	3452084	3452190	3451435	3451575	162	23,40,22,28,29,44	1.18148128130196E+017	5,2,4,6,7,1	173,179,211,251,290,91	158	149	0.0000336312979391	0.000804496048069524	0.155,0.203,0.139,0.169,0.122,0.246	0.027,0.01,0.018,0.022,0.022,0.01	0.154		
172	AT5G37690	NA	chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	172	149,210,146,99,213,243	50,73,47,49,98,110	33,23,34,38,68,20	50,44,69,31,86,24	173	149	1.6636503064E-08	5.93042403340235E-07	0.72,0.712,0.728,0.635,0.652,0.655	0.362,0.31,0.298,0.514,0.405,0.418	0.299		
193	AT5G03180	NA	chr5	-	755161	755330	755173	755330	754450	755081	193	51,69,69,54,82,63	14,16,12,13,25,25	66,48,78,61,96,15	4,4,3,3,4,3	161	149	0.00196420214566	0.0346691213670862	0.771,0.8,0.842,0.794,0.752,0.7	0.939,0.917,0.96,0.95,0.957,0.822	-0.148		
207	AT4G39390	NA	chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	207	93,111,144,88,134,127	15,49,38,47,30,35	112,90,102,143,147,62	6,8,1,2,14,3	171	149	5.81767988961E-06	0.000160250636959257	0.844,0.664,0.768,0.62,0.796,0.76	0.942,0.907,0.989,0.984,0.901,0.947	-0.203		
214	AT4G38380	NA	chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	214	11,18,12,17,24,9	37,28,37,38,30,38	27,10,14,10,29,11	4,2,4,6,5,2	163	149	3.22741833259E-12	1.77801409959049E-10	0.214,0.37,0.229,0.29,0.422,0.178	0.861,0.82,0.762,0.604,0.841,0.834	-0.503		
231	AT4G35270	NA	chr4	-	16781473	16782054	16781811	16782054	16779903	16780980	231	8,27,8,24,23,12	1,1,3,7,1,5	12,21,8,43,15,5	0,0,0,1,3,0	487	149	0.0021919106912	0.0383162849673231	0.71,0.892,0.449,0.512,0.876,0.423	1.0,1.0,1.0,0.929,0.605,1.0	-0.279		
234	AT5G37850	NA	chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	234	1.21218122121194E+017	2.13352269225389E+017	56,39,41,91,92,22	3.94227290426551E+017	182	149	8.08042299738E-10	3.33868386573565E-08	0.317,0.336,0.271,0.306,0.29,0.299	0.104,0.123,0.104,0.149,0.12,0.089	0.188		
250	AT4G32900	NA	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	250	38,81,87,63,61,54	1.11222185117183E+017	92,74,88,108,139,48	83,60,105,114,126,34	157	149	3.10558504801E-07	9.90518178470558E-06	0.245,0.257,0.309,0.338,0.24,0.233	0.513,0.539,0.443,0.473,0.511,0.573	-0.238		
285	AT4G27610	NA	chr4	-	13787858	13788515	13788083	13788515	13787148	13787373	285	72,147,120,97,129,115	70,109,69,84,89,80	45,55,76,99,83,30	128,90,102,150,152,54	374	149	0.00171474966472	0.0311741489046096	0.291,0.35,0.409,0.315,0.366,0.364	0.123,0.196,0.229,0.208,0.179,0.181	0.163		
384	AT4G09980	NA	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	384	11,11,4,10,11,1	7.61711161001121E+016	47,43,38,46,42,25	51,48,40,70,76,14	160	149	0	0	0.119,0.057,0.031,0.085,0.084,0.007	0.462,0.455,0.469,0.38,0.34,0.624	-0.391		
428	AT4G40050	NA	chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	428	7.01111141151611E+016	1.30180186143223E+017	132,121,122,187,206,78	46,38,36,32,46,17	153	149	0	0	0.344,0.375,0.374,0.439,0.413,0.38	0.736,0.756,0.767,0.851,0.813,0.817	-0.403		
432	AT3G63480	NA	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	432	0,0,0,0,1,0	7,20,9,5,13,9	3,10,9,8,14,7	8,5,8,8,11,0	161	149	4.57174964552E-10	1.97891448941794E-08	0.0,0.0,0.0,0.0,0.066,0.0	0.258,0.649,0.51,0.481,0.541,1.0	-0.562		
433	AT3G63460	NA	chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	433	3.24452384280385E+017	51,69,41,61,53,49	155,121,145,230,219,74	136,164,157,349,245,74	155	149	0	0	0.859,0.863,0.9,0.815,0.875,0.896	0.523,0.415,0.47,0.388,0.462,0.49	0.41		
434	AT3G63340	NA	chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	434	1.60218200144199E+017	7,14,5,6,12,7	32,44,19,46,53,16	25,33,27,35,38,10	180	149	0	0	0.95,0.928,0.971,0.952,0.932,0.965	0.514,0.525,0.368,0.521,0.536,0.57	0.444		
477	AT3G54500	NA	chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	477	2.11323254166281E+017	79,179,116,86,140,106	4.69477424537672E+017	6.08573579752984E+017	152	149	1.11022302463E-16	7.76302099529746E-15	0.724,0.639,0.682,0.654,0.663,0.673	0.431,0.449,0.418,0.412,0.401,0.39	0.256		
521	AT5G43990	NA	chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	521	6,15,7,6,6,13	5,3,4,3,4,5	6,9,8,24,27,2	0,1,0,0,0,0	209	149	4.21656314498E-06	0.000121677965040851	0.461,0.781,0.555,0.588,0.517,0.65	1.0,0.865,1.0,1.0,1.0,1.0	-0.386		
527	AT1G59890	NA	chr1	+	22046138	22046241	22046138	22046226	22046501	22046719	527	58,88,72,49,76,90	30,37,28,35,26,34	20,14,24,51,41,25	24,31,34,66,43,15	164	149	0.00175186055557	0.03153349000026	0.637,0.684,0.7,0.56,0.726,0.706	0.431,0.291,0.391,0.412,0.464,0.602	0.237		
538	AT4G24230	NA	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	538	48,95,70,54,88,68	1.2220615215126E+017	39,9,30,19,51,11	3.1420121224839E+017	162	149	2.39526696255E-08	8.37422180368442E-07	0.266,0.298,0.298,0.248,0.237,0.297	0.103,0.04,0.115,0.066,0.107,0.07	0.19		
540	AT5G35330	NA	chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	540	52,99,67,82,141,98	111,182,139,97,188,129	35,23,44,33,55,15	2.12147150229329E+017	170	149	1.2249365744E-08	4.4538693845184E-07	0.291,0.323,0.297,0.426,0.397,0.4	0.126,0.121,0.205,0.112,0.128,0.11	0.222		
549	AT2G03810	NA	chr2	+	1161669	1161729	1161669	1161724	1162632	1162712	549	5,14,10,6,20,7	9,18,8,9,22,19	17,10,11,11,21,13	3,2,2,12,7,4	154	149	0.000922984048699	0.0171222959238243	0.35,0.429,0.547,0.392,0.468,0.263	0.846,0.829,0.842,0.47,0.744,0.759	-0.34		
560	AT2G02080	NA	chr2	-	520976	521205	520980	521205	520263	520660	560	3,9,10,12,7,8	1.60219195179213E+017	74,58,66,95,91,35	53,36,63,101,87,31	153	149	0	0	0.018,0.038,0.048,0.061,0.031,0.034	0.576,0.611,0.505,0.478,0.505,0.524	-0.495		
587	AT1G79190	NA	chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	587	7,5,8,5,8,5	38,55,41,26,44,39	31,20,18,28,41,15	0,4,10,11,9,5	167	149	0	0	0.141,0.075,0.148,0.146,0.14,0.103	1.0,0.817,0.616,0.694,0.803,0.728	-0.651		
591	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597190	29597315	29597446	591	14,33,18,12,33,19	18,19,23,10,27,25	24,30,24,24,36,8	10,9,4,12,9,3	194	149	0.00269148150104	0.0461614468763275	0.374,0.572,0.375,0.48,0.484,0.369	0.648,0.719,0.822,0.606,0.754,0.672	-0.261		
592	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	592	2,14,10,6,7,3	34,41,50,46,49,40	17,21,14,15,20,6	16,25,11,20,32,6	174	149	7.64971320955E-07	2.31786310249365E-05	0.048,0.226,0.146,0.1,0.109,0.06	0.476,0.418,0.521,0.391,0.349,0.461	-0.321		
598	AT2G04790	NA	chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	598	23,22,16,14,25,29	27,49,17,33,37,17	1,1,1,1,5,3	55,37,52,57,92,40	172	149	2.64233079861E-14	1.60125246395766E-12	0.425,0.28,0.449,0.269,0.369,0.596	0.016,0.023,0.016,0.015,0.045,0.061	0.369		
601	AT1G79270	NA	chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	601	17,13,14,25,18,31	14,19,21,9,9,9	20,11,26,24,23,12	2,0,0,2,2,0	154	149	1.1029290814E-09	4.35896754344609E-08	0.54,0.398,0.392,0.729,0.659,0.769	0.906,1.0,1.0,0.921,0.918,1.0	-0.376		
615	AT1G72740	NA	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	615	59,105,77,61,106,108	153,132,124,96,159,134	31,24,26,43,34,14	142,105,119,159,187,60	167	149	0.0000330607493627	0.000801392564551848	0.256,0.415,0.357,0.362,0.373,0.418	0.163,0.169,0.163,0.194,0.14,0.172	0.197		
627	AT1G70490	NA	chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	627	3,3,4,4,3,8	5,6,6,6,5,13	3,1,4,9,4,1	1,0,0,0,1,0	176	149	3.41160433237E-12	1.82420490477902E-10	0.337,0.297,0.361,0.361,0.337,0.343	0.717,1.0,1.0,1.0,0.772,1.0	-0.575		
637	AT1G68140	NA	chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	637	26,43,36,36,58,58	5,7,2,6,4,7	21,21,44,45,35,14	0,0,3,0,0,2	791	149	0.000029317285258	0.000730120884918411	0.495,0.536,0.772,0.531,0.732,0.609	1.0,1.0,0.734,1.0,1.0,0.569	-0.271		
688	AT4G31570	NA	chr4	+	15297330	15297997	15297330	15297993	15298145	15303824	688	22,22,17,38,15,24	22,38,14,30,29,26	13,27,43,21,44,11	4,8,12,6,8,3	153	149	1.15672083434E-06	3.39180399488729E-05	0.493,0.361,0.542,0.552,0.335,0.473	0.76,0.767,0.777,0.773,0.843,0.781	-0.324		
714	AT2G04690	NA	chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	714	3.36522506386695E+017	2.38391327303549E+017	6.5240851568872E+017	207,164,171,254,249,91	184	149	0.0000074888202084	0.000200215810865753	0.533,0.519,0.556,0.508,0.506,0.527	0.718,0.668,0.709,0.687,0.701,0.72	-0.176		
720	AT5G02080	NA	chr5	+	410161	410615	410161	410413	410720	410780	720	12,13,10,9,28,18	2,4,3,7,6,0	6,5,9,15,22,7	0,1,0,0,2,1	351	149	0.000614353765345	0.0120096252193248	0.718,0.58,0.586,0.353,0.665,1.0	1.0,0.68,1.0,1.0,0.824,0.748	-0.225		
722	AT1G55500	NA	chr1	+	20722145	20722308	20722145	20722292	20722393	20722856	722	8,11,11,15,12,19	1.6426828519323E+017	33,25,42,68,52,16	134,82,129,269,260,51	165	149	0.00226497939923	0.0392165004552394	0.042,0.036,0.034,0.066,0.045,0.072	0.182,0.216,0.227,0.186,0.153,0.221	-0.148		
725	AT1G73390	NA	chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	725	44,36,38,21,34,61	16,26,19,12,15,33	9,10,8,13,20,5	21,19,16,70,55,17	153	149	1.53813628501E-11	7.7675882393005E-10	0.728,0.574,0.661,0.63,0.688,0.643	0.294,0.339,0.327,0.153,0.262,0.223	0.388		
727	AT1G47550	NA	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	727	33,67,50,64,71,42	1.93348244195312E+017	5,8,11,18,14,3	3.03194284368363E+017	152	149	0.000904717619825	0.0169564601323902	0.144,0.159,0.167,0.243,0.182,0.127	0.016,0.039,0.037,0.046,0.036,0.019	0.138		
728	AT1G04985	NA	chr1	-	1417325	1418046	1417973	1418046	1416868	1416978	728	5.43746643523722E+017	49,105,57,56,87,88	5.17389445547615E+017	120,97,105,123,182,63	797	149	0.0000684707838611	0.00151804737877414	0.674,0.57,0.678,0.636,0.608,0.574	0.446,0.428,0.442,0.454,0.387,0.416	0.195		
754	AT1G20060	NA	chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	754	16,12,7,4,7,17	2,2,1,1,1,1	0,0,1,0,1,3	2,7,4,10,21,3	152	149	0	0	0.887,0.855,0.873,0.797,0.873,0.943	0.0,0.0,0.197,0.0,0.045,0.495	0.748		
755	AT1G20060	NA	chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	755	3,3,9,3,0,7	2,1,5,1,1,0	0,4,0,2,1,0	8,9,15,8,9,7	152	149	6.61583189343E-08	2.2273300707881E-06	0.595,0.746,0.638,0.746,0.0,1.0	0.0,0.303,0.0,0.197,0.098,0.0	0.521		
783	AT1G49980	NA	chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	783	15,10,13,9,17,15	44,42,57,32,57,75	24,23,19,26,38,14	21,10,17,31,38,7	180	149	4.01933027083E-07	1.25985214351189E-05	0.22,0.165,0.159,0.189,0.198,0.142	0.486,0.656,0.481,0.41,0.453,0.623	-0.339		
784	AT1G49980	NA	chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	784	5,14,5,4,11,4	44,42,57,32,57,75	15,9,12,22,18,12	21,10,17,31,38,7	185	149	0.0000380957885888	0.000887924918646646	0.084,0.212,0.066,0.091,0.135,0.041	0.365,0.42,0.362,0.364,0.276,0.58	-0.29		
794	AT1G29040	NA	chr1	+	10134504	10134621	10134504	10134536	10134685	10134797	794	9.31581201051721E+016	13,18,15,12,22,21	113,97,84,112,142,53	3,0,0,0,1,1	234	149	0.000212842829885	0.00425217873330692	0.82,0.848,0.836,0.848,0.833,0.8	0.96,1.0,1.0,1.0,0.989,0.971	-0.156		
805	AT1G67700	NA	chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	805	862,1461,1123,899,1342,1128	796,1153,985,787,1116,902	1860,1356,1560,2126,2204,759	3.82283357465552E+017	163	149	0	0	0.497,0.537,0.51,0.511,0.524,0.533	0.817,0.814,0.8,0.807,0.785,0.772	-0.28		
811	AT1G03310	NA	chr1	+	813412	813604	813412	813581	813928	816812	811	24,30,40,31,39,28	21,25,17,26,21,23	51,35,48,89,44,33	0,0,0,2,0,0	172	149	0	0	0.497,0.51,0.671,0.508,0.617,0.513	1.0,1.0,1.0,0.975,1.0,1.0	-0.443		
823	AT1G15490	NA	chr1	-	5323152	5323895	5323157	5323895	5322652	5322960	823	11,30,15,25,31,15	11,22,36,14,20,25	33,27,24,31,31,6	0,1,3,2,7,1	154	149	1.52079016047E-10	7.27578029403805E-09	0.492,0.569,0.287,0.633,0.6,0.367	1.0,0.963,0.886,0.937,0.811,0.853	-0.417		
885	AT1G23230	NA	chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	885	4,0,1,5,5,3	46,62,46,40,52,43	10,11,12,14,19,8	9,14,8,14,20,6	154	149	1.11022302463E-16	7.76302099529746E-15	0.078,0.0,0.021,0.108,0.085,0.063	0.518,0.432,0.592,0.492,0.479,0.563	-0.453		
898	AT5G15070	NA	chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	898	0,6,1,2,4,1	12,17,5,9,9,7	6,5,7,18,22,3	2,11,1,4,6,1	167	149	5.36869433687E-07	1.65428581431011E-05	0.0,0.239,0.151,0.165,0.284,0.113	0.728,0.289,0.862,0.801,0.766,0.728	-0.537		
899	AT1G35516	NA	chr1	+	13078415	13078929	13078415	13078915	13079304	13079773	899	1.23174155178201E+017	57,120,84,106,118,119	2.91230246346421E+017	70,62,75,72,115,35	163	149	0.0000955120449684	0.00199587238796036	0.664,0.57,0.628,0.606,0.609,0.53	0.792,0.772,0.75,0.815,0.77,0.79	-0.18		
920	AT3G19460	NA	chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	920	33,79,36,52,75,69	6.01431061051341E+016	7,1,3,4,15,3	110,105,84,154,140,47	154	149	0	0	0.347,0.348,0.247,0.324,0.351,0.384	0.058,0.009,0.033,0.025,0.094,0.058	0.287		
932	AT3G01310	NA	chr3	-	101513	101660	101531	101660	101296	101356	932	1.33312216220259E+017	5.52924718693875E+017	279,213,277,374,457,96	2.45238294348451E+017	167	149	0	0	0.177,0.232,0.212,0.221,0.209,0.205	0.504,0.444,0.457,0.49,0.475,0.38	-0.249		
937	AT2G05590	NA	chr2	+	2068558	2068651	2068558	2068646	2068737	2068822	937	9,14,13,11,18,20	1.39189138105162E+017	25,36,30,36,47,14	88,61,81,96,143,48	154	149	0.000355568269903	0.0070263382030832	0.059,0.067,0.084,0.092,0.097,0.113	0.216,0.363,0.264,0.266,0.241,0.22	-0.176		
950	AT2G01420	NA	chr2	-	182004	183764	182016	183764	181579	181847	950	1.75299245199224E+017	1.48184193130183E+017	3.44284273333409E+017	45,39,25,38,37,6	161	149	0	0	0.523,0.601,0.54,0.586,0.531,0.521	0.876,0.871,0.91,0.89,0.911,0.957	-0.352		
953	AT2G27730	NA	chr2	-	11821606	11822025	11821651	11822025	11820768	11820884	953	11,17,15,9,17,11	33,37,19,24,28,32	17,20,28,11,31,10	9,3,9,10,15,6	194	149	9.44520231494E-06	0.000245305397265156	0.204,0.261,0.377,0.224,0.318,0.209	0.592,0.837,0.705,0.458,0.613,0.561	-0.362		
966	AT3G57050	NA	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	966	5.34825769685916E+017	40,71,76,81,94,83	4.14267411666601E+017	113,90,150,233,195,55	194	149	1.29009025684E-11	6.7010973912432E-10	0.911,0.899,0.886,0.867,0.882,0.898	0.738,0.695,0.678,0.687,0.703,0.701	0.19		
