ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
149	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	149	129,113	36,31	21,59	49,97	214	149	2.5938140524300003e-12	2.9328626035690637e-10	0.714,0.717	0.23,0.298	0.452
153	AT5G10940		chr5	-	3452075	3452190	3452084	3452190	3451435	3451575	153	49,33	146,179	2,6	169,284	158	149	0.000452166143361	0.0111840469521947	0.24,0.148	0.011,0.02	0.178
163	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	163	210,220	67,98	22,58	38,97	173	149	3.47865317663e-08	2.039521473557515e-06	0.73,0.659	0.333,0.34	0.358
172	AT5G05080		chr5	-	1500325	1500784	1500419	1500784	1499969	1500083	172	1,6	0,0	2,4	4,3	243	149	7.0877205345e-05	0.0020777521492802	1.0,1.0	0.235,0.45	0.657
203	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	203	18,23	33,30	11,30	1,6	163	149	6.86203497169e-06	0.0002526186362833	0.333,0.412	0.91,0.82	-0.492
222	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	222	212,195	345,352	34,80	235,572	182	149	2.15699891393e-07	1.1014610583068357e-05	0.335,0.312	0.106,0.103	0.219
237	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	237	90,63	225,191	79,135	61,117	157	149	5.90192632632e-06	0.0002278719359649	0.275,0.238	0.551,0.523	-0.281
265	AT5G64460		chr5	-	25775305	25775568	25775482	25775568	25775044	25775106	265	1,4	7,5	3,8	0,1	326	149	1.57022794113e-05	0.0005072797613895	0.061,0.268	1.0,0.785	-0.728
364	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	364	6,8	176,110	45,37	33,75	160	149	2.87149990019e-06	0.0001165534446666	0.031,0.063	0.559,0.315	-0.39
407	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	407	127,158	158,212	123,197	30,55	153	149	7.26529947315e-12	7.188105666247781e-10	0.439,0.421	0.8,0.777	-0.358
411	AT3G63480		chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	411	0,1	21,9	7,11	5,7	161	149	1.62517313607e-07	8.575496914662699e-06	0.0,0.093	0.564,0.593	-0.532
412	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	412	430,390	66,59	120,210	180,277	155	149	0.0	0.0	0.862,0.864	0.391,0.422	0.457
413	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	413	202,219	11,13	38,46	30,42	180	149	1.99840144433e-15	3.9543368579679874e-13	0.938,0.933	0.512,0.476	0.442
453	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	453	323,279	180,135	429,679	604,983	152	149	1.91234532632e-06	8.181736896120433e-05	0.638,0.67	0.41,0.404	0.247
494	AT5G43990		chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	494	12,5	6,5	5,19	1,0	209	149	0.000233453929595	0.0061592928424814	0.588,0.416	0.781,1.0	-0.389
512	AT4G24230		chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	512	92,97	189,236	11,49	209,390	162	149	1.18609276846e-05	0.0004081706201026	0.309,0.274	0.046,0.104	0.216
514	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	514	98,121	188,173	22,59	167,312	170	149	4.9911278537e-05	0.0015194144985398	0.314,0.38	0.104,0.142	0.224
533	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	533	6,12	220,209	56,99	52,89	153	149	0.0	0.0	0.026,0.053	0.512,0.52	-0.477
561	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	561	9,10	51,39	19,39	2,10	167	149	5.76982905898e-13	7.611366166971117e-11	0.136,0.186	0.894,0.777	-0.674
572	AT2G04790		chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	572	30,33	47,35	1,6	42,100	172	149	5.29734789367e-09	3.993191293180768e-07	0.356,0.45	0.02,0.049	0.369
575	AT1G79270		chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	575	12,17	21,7	16,28	0,2	154	149	0.000124237015912	0.0035119142176552	0.356,0.701	1.0,0.931	-0.437
600	AT1G70490		chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	600	3,5	9,4	2,3	0,1	176	149	0.000923287777827	0.0200214322232896	0.22,0.514	1.0,0.717	-0.492
609	AT1G68820		chr1	+	25866794	25866882	25866794	25866864	25866961	25867031	609	16,29	183,179	30,63	58,133	167	149	0.00167612693623	0.0344585576630141	0.072,0.126	0.316,0.297	-0.207
610	AT1G68140		chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	610	40,52	10,6	22,33	0,1	791	149	0.000256816908707	0.0064530343886219	0.43,0.62	1.0,0.861	-0.405
694	AT1G73390		chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	694	38,36	24,11	3,24	17,53	153	149	0.000252662708721	0.0064510494823442	0.607,0.761	0.147,0.306	0.457
722	AT1G20060		chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	722	8,9	3,3	0,0	5,20	152	149	9.09516906233e-12	8.469207426863757e-10	0.723,0.746	0.0,0.0	0.734
723	AT1G20060		chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	723	7,1	0,1	3,1	8,11	152	149	4.91162067413e-05	0.0015194144985398	1.0,0.495	0.269,0.082	0.572
748	AT1G49980		chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	748	8,20	52,50	21,38	8,36	180	149	0.00180267085825	0.0361218730203765	0.113,0.249	0.685,0.466	-0.395
768	AT1G67700		chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	768	1485,1349	1149,1125	1336,2154	297,533	163	149	3.9099834481200005e-12	4.126335865582639e-10	0.542,0.523	0.804,0.787	-0.263
772	AT1G03310		chr1	+	813412	813604	813412	813581	813928	816812	772	32,40	25,28	34,37	0,0	172	149	4.15778522722e-13	5.983430922444782e-11	0.526,0.553	1.0,1.0	-0.46
803	AT2G23985		chr2	+	10204801	10205710	10204801	10205693	10206103	10206522	803	92,122	47,49	82,108	7,15	166	149	0.00177706700719	0.0360653470818175	0.637,0.691	0.913,0.866	-0.226
839	AT1G23230		chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	839	2,4	56,42	7,21	10,16	154	149	2.7943152423e-06	0.0001164052902252	0.033,0.084	0.404,0.559	-0.423
852	AT1G35516		chr1	+	13078415	13078929	13078415	13078915	13079304	13079773	852	170,201	115,126	247,392	53,111	163	149	0.00240915014997	0.0470825270049692	0.575,0.593	0.81,0.763	-0.203
868	AT3G19460		chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	868	62,71	150,143	3,15	110,137	154	149	3.95015466514e-06	0.0001563273708729	0.286,0.324	0.026,0.096	0.244
878	AT3G01310		chr3	-	101513	101660	101531	101660	101296	101356	878	317,246	912,855	214,433	243,406	167	149	7.15857390032e-08	3.907593960071227e-06	0.237,0.204	0.44,0.488	-0.243
895	AT2G01420		chr2	-	182004	183764	182016	183764	181579	181847	895	318,243	193,187	279,427	45,33	161	149	1.2101430968399999e-14	1.91565652229772e-12	0.604,0.546	0.852,0.923	-0.312
898	AT2G27730		chr2	-	11821606	11822025	11821651	11822025	11820768	11820884	898	16,17	32,24	22,28	3,12	194	149	0.000768632294123	0.0176339843709667	0.277,0.352	0.849,0.642	-0.431
910	AT3G57050		chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	910	829,916	74,85	287,608	92,209	194	149	1.41091790244e-05	0.0004653089665755	0.896,0.892	0.706,0.691	0.196
964	AT3G07300		chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	964	92,72	200,176	83,126	49,69	155	149	1.5337944137e-08	9.7119862275484e-07	0.307,0.282	0.62,0.637	-0.334
974	AT1G01020		chr1	-	8570	9130	8593	9130	8235	8464	974	282,234	88,86	65,99	76,141	172	149	1.40685699757e-08	9.279394279805458e-07	0.735,0.702	0.426,0.378	0.316
975	AT4G11970		chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	975	31,36	33,17	25,58	3,0	153	149	1.67453994271e-06	7.431556790935166e-05	0.478,0.673	0.89,1.0	-0.37
991	AT2G43490		chr2	-	18058044	18058198	18058056	18058198	18057838	18057937	991	120,83	35,35	12,42	40,50	161	149	0.000201055254709	0.0053944147153279	0.76,0.687	0.217,0.437	0.397
1088	AT2G39730		chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1088	20880,14942	22293,15530	22637,38512	8173,14806	160	149	6.46203535126e-10	5.383895768970832e-08	0.466,0.473	0.721,0.708	-0.245
1089	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1089	106,54	2,3	15,16	17,38	155	149	9.54791801178e-15	1.6793726902941936e-12	0.981,0.945	0.459,0.288	0.589
1090	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293433	29293478	1090	14,5	0,0	0,0	1,1	155	149	8.00516797295e-09	5.760082227809023e-07	1.0,1.0	0.0,0.0	1.0
1112	AT4G11900		chr4	-	7150886	7151297	7151059	7151297	7150629	7150780	1112	6,2	21,24	20,37	22,26	322	149	0.000878619330909	0.0193819910504309	0.117,0.037	0.296,0.397	-0.27
1113	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1113	61,63	77,89	69,126	8,15	161	149	1.11022302463e-16	2.9291384133154834e-14	0.423,0.396	0.889,0.886	-0.478
1114	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550768	6551919	1114	4,8	47,40	8,16	5,8	161	149	1.69005713502e-06	7.431556790935166e-05	0.073,0.156	0.597,0.649	-0.508
1124	AT4G15090		chr4	+	8614059	8614344	8614059	8614273	8614692	8616929	1124	26,55	37,33	28,80	2,9	220	149	1.01063351442e-05	0.0003555184118504	0.322,0.53	0.905,0.858	-0.455
1145	AT1G16780		chr1	-	5744111	5744213	5744138	5744213	5743470	5743829	1145	50,40	2,1	18,29	12,16	176	149	1.49198747568e-06	6.946518158827764e-05	0.955,0.971	0.559,0.605	0.381
1161	AT1G16560		chr1	+	5668392	5668739	5668392	5668709	5668918	5669039	1161	22,19	10,1	6,8	8,28	179	149	0.000478482281588	0.0114763250265727	0.647,0.941	0.384,0.192	0.506
1166	AT1G06710		chr1	-	2056632	2057043	2056650	2057043	2056233	2056329	1166	9,18	1,4	3,8	7,11	167	149	0.000802627557308	0.0181508489031223	0.889,0.801	0.277,0.394	0.509
1243	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1243	58,69	96,90	63,97	6,8	161	149	0.0	0.0	0.359,0.415	0.907,0.918	-0.526
1246	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1246	222,192	458,384	292,477	77,104	161	149	0.0	0.0	0.31,0.316	0.778,0.809	-0.481
1369	AT1G04430		chr1	+	1198302	1198681	1198302	1198637	1198787	1199114	1369	0,3	6,2	3,2	0,0	193	149	5.65487923401e-05	0.0016889950617807	0.0,0.537	1.0,1.0	-0.732
1436	AT2G03140		chr2	+	949989	950231	949989	950208	950308	950717	1436	25,24	16,23	30,40	0,1	172	149	2.50722331785e-10	2.20496361786475e-08	0.575,0.475	1.0,0.972	-0.461
1437	AT2G16930		chr2	+	7341077	7341247	7341077	7341210	7341488	7341588	1437	40,52	577,667	105,226	180,384	186	149	1.11022302463e-15	2.5106900685561293e-13	0.053,0.059	0.318,0.32	-0.263
1464	AT4G23130		chr4	-	12119101	12119242	12119113	12119242	12118909	12119031	1464	6,5	1,0	4,8	2,7	161	149	0.00130965665443	0.0280160335670633	0.847,1.0	0.649,0.514	0.342
1482	AT2G23140		chr2	-	9848939	9849379	9849103	9849379	9848501	9848769	1482	72,81	54,106	7,23	41,94	313	149	0.0014930467714	0.0315132405216826	0.388,0.267	0.075,0.104	0.238
1485	AT2G45540		chr2	-	18772378	18772459	18772421	18772459	18770275	18772281	1485	10,6	11,8	23,40	3,2	192	149	6.75276852391e-06	0.0002526186362833	0.414,0.368	0.856,0.939	-0.506
1534	AT2G28060		chr2	-	11951918	11952248	11952026	11952248	11951695	11951777	1534	7,14	5,7	11,9	1,0	257	149	0.000180634527141	0.0049300768355897	0.448,0.537	0.864,1.0	-0.439
1540	AT5G18500		chr5	+	6138716	6139053	6138716	6138917	6139239	6139861	1540	4,7	0,1	0,0	1,7	285	149	1.20634932044e-08	8.302830322854434e-07	1.0,0.785	0.0,0.0	0.893
1558	AT2G32320		chr2	+	13729098	13729242	13729098	13729206	13729566	13729823	1558	6,16	113,125	12,45	29,59	185	149	0.000476444240124	0.0114763250265727	0.041,0.093	0.25,0.381	-0.248
1586	AT2G35550		chr2	+	14929242	14929477	14929242	14929401	14929889	14930898	1586	2,2	4,8	12,21	5,8	225	149	0.00232293702401	0.0459651163625978	0.249,0.142	0.614,0.635	-0.429
1587	AT2G35550		chr2	+	14929242	14929477	14929242	14929448	14929889	14930898	1587	1,2	3,4	11,19	0,4	178	149	0.000721394955112	0.0167936502050337	0.218,0.295	1.0,0.799	-0.643
1610	AT5G11210		chr5	-	3571759	3572276	3571869	3572276	3571064	3571668	1610	3,4	4,2	3,3	0,0	259	149	0.000881556131163	0.0193819910504309	0.301,0.535	1.0,1.0	-0.582
1611	AT5G11210		chr5	-	3571759	3572276	3571813	3572276	3571107	3571668	1611	3,3	0,1	0,2	2,2	203	149	0.000165187461717	0.0045875745947019	1.0,0.688	0.0,0.423	0.632
1612	AT5G11210		chr5	-	3571813	3572276	3571869	3572276	3571107	3571668	1612	0,2	4,2	5,3	0,0	205	149	1.21933668946e-05	0.0004106829743436	0.0,0.421	1.0,1.0	-0.789
1616	AT2G38710		chr2	-	16186904	16187273	16186915	16187273	16186660	16186823	1616	13,15	2,1	0,2	2,11	160	149	3.31547643784e-08	2.0186150773464305e-06	0.858,0.933	0.0,0.145	0.823
1665	AT2G43500		chr2	+	18062530	18062599	18062530	18062595	18062693	18063659	1665	9,5	8,3	0,0	1,15	153	149	6.8491187466e-07	3.388173429958688e-05	0.523,0.619	0.0,0.0	0.571
1684	AT2G46270		chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	1684	232,252	69,67	148,254	11,8	218	149	7.56606992314e-06	0.0002722065610984	0.697,0.72	0.902,0.956	-0.221
1709	AT1G78910		chr1	+	29665165	29665602	29665165	29665589	29665763	29665835	1709	22,24	19,14	16,11	0,2	162	149	0.000239607228666	0.0062180039832504	0.516,0.612	1.0,0.835	-0.353
1740	AT3G05380		chr3	+	1539581	1539763	1539581	1539728	1540549	1540660	1740	39,42	28,32	3,8	28,47	184	149	5.91394556659e-08	3.3434913685399893e-06	0.53,0.515	0.08,0.121	0.422
1780	AT3G11470		chr3	-	3611723	3611904	3611728	3611904	3611339	3611402	1780	17,7	13,15	2,0	12,9	154	149	0.00161890622341	0.0337201125218161	0.559,0.311	0.139,0.0	0.366
1804	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1804	538,597	221,196	24,47	503,788	155	149	0.0	0.0	0.701,0.745	0.044,0.054	0.674
1845	AT3G21175		chr3	+	7423241	7423334	7423241	7423328	7423407	7423541	1845	93,80	154,162	8,11	142,219	155	149	1.4033219031300002e-12	1.7088142866575306e-10	0.367,0.322	0.051,0.046	0.296
1892	AT3G20070		chr3	-	7006705	7006941	7006733	7006941	7006577	7006635	1892	43,44	18,21	7,4	31,24	177	149	5.11694631111e-09	3.993191293180768e-07	0.668,0.638	0.16,0.123	0.512
ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
34	AT5G63700		chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	6,18	43,45	43,89	20,32	319	149	6.10973271975e-10	2.0105093803124e-07	0.061,0.157	0.501,0.565	-0.424
65	AT5G60940		chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	65	25,19	106,124	44,103	49,61	241	149	3.06246913029e-06	0.0004876241170035	0.127,0.087	0.357,0.511	-0.327
182	AT5G48545		chr5	+	19677544	19677747	19677544	19677600	19677693	19677747	182	34,31	263,247	80,134	134,251	242	149	0.000176241864779	0.0144988307424857	0.074,0.072	0.269,0.247	-0.185
243	AT5G40530		chr5	+	16235698	16235927	16235698	16235813	16235882	16235927	243	23,33	86,96	69,70	50,67	218	149	5.00345321979e-05	0.0045162520532023	0.155,0.19	0.485,0.417	-0.278
446	AT5G13590		chr5	-	4378629	4379356	4378629	4378725	4379055	4379356	446	41,43	11,12	31,50	0,2	479	149	6.19291773144e-05	0.0054586146289978	0.537,0.527	1.0,0.886	-0.411
558	AT5G04980		chr5	-	1470453	1471071	1470453	1470541	1470828	1471071	558	9,13	3,6	0,2	5,5	436	149	0.000441836313193	0.0311557720274378	0.506,0.425	0.0,0.12	0.406
635	AT4G38380		chr4	-	17974276	17974799	17974276	17974419	17974518	17974799	635	17,5	33,30	15,44	1,6	248	149	4.55027127089e-11	2.0418308175557313e-08	0.236,0.091	0.9,0.815	-0.694
665	AT4G35785		chr4	-	16953522	16953890	16953522	16953592	16953724	16953890	665	467,544	26,47	194,302	56,71	281	149	0.000301164116131	0.023595969479724	0.905,0.86	0.648,0.693	0.212
674	AT5G37850		chr5	+	15065299	15065701	15065299	15065479	15065604	15065701	674	386,494	345,352	78,152	235,572	274	149	2.7775559630100003e-12	1.371001623341736e-09	0.378,0.433	0.153,0.126	0.266
873	AT4G22120		chr4	-	11718830	11719807	11718830	11719164	11719398	11719807	873	27,15	5,10	1,14	0,0	383	149	4.72949008952e-05	0.0044046722795982	0.678,0.369	1.0,1.0	-0.476
1118	AT5G27550		chr5	-	9731313	9731558	9731313	9731369	9731511	9731558	1118	19,15	2,0	9,8	4,8	291	149	0.000430454416569	0.0311557720274378	0.829,1.0	0.535,0.339	0.477
1285	AT3G59710		chr3	-	22056482	22056909	22056482	22056744	22056831	22056909	1285	14,30	0,1	13,18	9,6	236	149	1.99063963977e-05	0.0020905951621073	1.0,0.95	0.477,0.654	0.409
1319	AT4G08980		chr4	+	5758019	5759303	5758019	5758484	5758981	5759303	1319	264,308	286,296	530,776	112,162	646	149	0.0	0.0	0.176,0.194	0.522,0.525	-0.339
1340	AT3G55850		chr3	-	20724352	20725024	20724352	20724459	20724648	20725024	1340	205,286	99,88	327,413	28,40	338	149	4.02029594981e-06	0.0005832377260558	0.477,0.589	0.837,0.82	-0.296
1342	AT3G55850		chr3	-	20724648	20725024	20724648	20724721	20724922	20725024	1342	307,297	127,118	368,510	36,78	350	149	1.15502275451e-05	0.0013258586782003	0.507,0.517	0.813,0.736	-0.262
1367	AT3G54500		chr3	-	20178713	20179027	20178713	20178804	20178940	20179027	1367	161,154	133,97	577,852	91,171	285	149	9.84613501842e-11	4.05004353757676e-08	0.388,0.454	0.768,0.723	-0.325
1463	AT3G48880		chr3	+	18126932	18128237	18126932	18127230	18127860	18128237	1463	56,41	28,20	38,76	4,2	779	149	9.10600675162e-05	0.0077495257458614	0.277,0.282	0.645,0.879	-0.483
1516	AT2G27340		chr2	+	11696936	11697554	11696936	11697163	11697448	11697554	1516	133,129	19,37	148,280	2,8	434	149	2.28447464115e-05	0.0023492014226492	0.706,0.545	0.962,0.923	-0.317
1663	AT2G04790		chr2	+	1679804	1680176	1679804	1679909	1680014	1680176	1663	10,18	19,24	8,24	0,3	254	149	3.46381419003e-06	0.0005181026315753	0.236,0.306	1.0,0.824	-0.641
1667	AT5G55550		chr5	-	22501535	22503295	22501535	22502090	22502184	22503295	1667	43,38	44,42	10,8	41,92	243	149	6.21613404528e-06	0.0008074430959868	0.375,0.357	0.13,0.051	0.275
1796	AT1G26890		chr1	+	9317588	9318869	9317588	9318473	9318561	9318869	1796	4,4	1,0	2,2	3,3	237	149	0.000235589518672	0.0190634403961474	0.715,1.0	0.295,0.295	0.562
1872	AT2G22570		chr2	-	9589796	9590214	9589796	9589982	9590080	9590214	1872	95,76	261,210	103,180	50,125	247	149	6.54806431299e-09	1.7956247471621468e-06	0.18,0.179	0.554,0.465	-0.33
1884	AT2G23980		chr2	-	10202597	10203193	10202597	10202911	10202980	10203193	1884	39,53	274,309	136,180	120,299	218	149	2.44647635081e-05	0.0024644504627751	0.089,0.105	0.436,0.292	-0.267
1885	AT2G23980		chr2	-	10203940	10204534	10203940	10204040	10204387	10204534	1885	159,154	86,72	161,353	28,46	496	149	4.63440017529e-06	0.0006354277573675	0.357,0.391	0.633,0.697	-0.291
1982	AT1G56612		chr1	-	21214719	21215407	21214719	21214789	21215106	21215407	1982	392,397	58,67	532,885	7,21	466	149	1.77701631188e-10	6.26525179674263e-08	0.684,0.655	0.96,0.931	-0.276
2012	AT2G04690		chr2	+	1645913	1646443	1645913	1646031	1646154	1646443	2012	315,312	408,536	309,549	165,253	272	149	6.63717385496e-08	1.3650454228367731e-05	0.297,0.242	0.506,0.543	-0.255
2147	AT1G79620		chr1	-	29959363	29960052	29959363	29959839	29959917	29960052	2147	9,17	44,40	17,21	8,5	227	149	1.26290808737e-05	0.0014167532543768	0.118,0.218	0.582,0.734	-0.49
2178	AT1G49980		chr1	+	18511848	18512512	18511848	18511962	18512089	18512512	2178	35,47	52,50	50,97	8,36	276	149	0.000328977440363	0.0246035249338146	0.267,0.337	0.771,0.593	-0.38
2196	AT3G18430		chr3	+	6325914	6326249	6325914	6326026	6326121	6326249	2196	19,17	15,14	16,18	3,0	244	149	0.000467984431157	0.0325348049604359	0.436,0.426	0.765,1.0	-0.452
2382	AT5G63370		chr5	-	25383809	25387261	25383809	25385077	25385150	25387261	2382	733,681	266,321	703,1068	74,135	222	149	2.56519575581e-08	6.33090312533908e-06	0.649,0.587	0.864,0.842	-0.235
2430	AT1G01700		chr1	-	260117	260582	260117	260417	260507	260582	2430	8,9	6,5	6,7	0,0	239	149	1.37962678933e-05	0.0015132972960295	0.454,0.529	1.0,1.0	-0.508
2445	AT4G03440		chr4	-	1527056	1527628	1527056	1527173	1527399	1527628	2445	13,17	16,20	20,52	4,13	375	149	0.000525262336123	0.0355163683712757	0.244,0.252	0.665,0.614	-0.391
2502	AT1G80780		chr1	+	30357999	30359555	30357999	30358295	30358378	30359555	2502	685,711	670,769	921,1637	161,308	232	149	0.0	0.0	0.396,0.373	0.786,0.773	-0.395
2531	AT2G33540		chr2	-	14207913	14209192	14207913	14208049	14208174	14209192	2531	148,129	64,77	248,379	18,25	274	149	1.19515508601e-12	6.554761671717066e-10	0.557,0.477	0.882,0.892	-0.37
2694	AT3G01310		chr3	-	101296	101660	101296	101356	101531	101660	2694	103,95	912,855	135,224	243,406	324	149	0.000408733674255	0.0301120808376519	0.049,0.049	0.203,0.202	-0.154
2702	AT4G38090		chr4	-	17883678	17884228	17883678	17884052	17884122	17884228	2702	123,136	389,358	132,228	125,265	219	149	0.000607236729397	0.0405043310311296	0.177,0.205	0.418,0.369	-0.202
