ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4202	"AT2G42380"	NA	chr2	-	17647573	17647905	17647573	17647687	17647814	17647905
4206	"AT1G65040"	NA	chr1	-	24162832	24163379	24162832	24162882	24163236	24163379
4232	"AT3G53340"	NA	chr3	-	19775151	19775606	19775151	19775226	19775476	19775606
4283	"AT2G22260"	NA	chr2	+	9460917	9461386	9460917	9461149	9461312	9461386
4317	"AT1G33615"	NA	chr1	-	12193811	12194413	12193811	12193938	12194350	12194413
4388	"AT1G80260"	NA	chr1	+	30179355	30179988	30179355	30179427	30179856	30179988
4483	"AT2G30170"	NA	chr2	-	12880073	12880525	12880073	12880156	12880427	12880525
4656	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611552	15611627	15611720
4657	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611547	15611632	15611720
4780	"AT4G35300"	NA	chr4	-	16798992	16799635	16798992	16799101	16799455	16799635
4808	"AT2G44798"	NA	chr2	-	18467672	18468395	18467672	18467841	18468099	18468395
4825	"AT2G45380"	NA	chr2	-	18700320	18701671	18700320	18700487	18701536	18701671
4894	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
4967	"AT4G02120"	NA	chr4	+	943410	943787	943410	943496	943706	943787
5121	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5128	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5232	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5236	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5247	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5410	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5519	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5520	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
5522	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993846	1994166
5523	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993876	1994166
5526	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993909	1994166
5527	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993765	1993909	1994166
5529	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993807	1993909	1994166
