ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
1398	AT1G07170	NA	chr1	+	2200329	2201049	2200462	2201049	2200173	2200219	1398	6,7,6,5,16,19	3,7,0,5,4,7	6,7,5,4,8,2	0,0,2,0,0,0	282	149	0.0000162203369396	0.00330611423515652	0.514,0.346,1.0,0.346,0.679,0.589	1.0,1.0,0.569,1.0,1.0,1.0	-0.349		
1635	AT1G15280	NA	chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1635	1.31222185174147E+017	1.23194169129191E+017	194,120,141,187,269,72	76,51,36,71,95,31	152	149	2.55819186168E-07	0.000153363602107716	0.511,0.529,0.518,0.569,0.43,0.49	0.714,0.698,0.793,0.721,0.735,0.695	-0.218		
1747	AT2G39280	NA	chr2	-	16403158	16403220	16403158	16403205	16403428	16403832	1747	15,30,35,23,42,33	10,17,11,12,24,15	23,20,15,26,13,11	4,1,4,0,3,1	164	149	0.000295912151083	0.0354798669148517	0.577,0.616,0.743,0.635,0.614,0.667	0.839,0.948,0.773,1.0,0.797,0.909	-0.236		
1774	AT1G13880	NA	chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1774	13,17,11,7,18,11	47,61,63,45,90,65	40,21,28,24,40,11	51,20,33,42,52,17	152	149	2.55018673723E-06	0.00122306955917551	0.213,0.215,0.146,0.132,0.164,0.142	0.435,0.507,0.454,0.359,0.43,0.388	-0.26		
1808	AT4G03110	NA	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1808	8.71571331081422E+016	54,85,92,58,91,65	181,107,145,184,173,82	22,19,21,32,29,13	152	149	1.15219023211E-09	2.76295217659978E-06	0.612,0.644,0.586,0.646,0.605,0.706	0.89,0.847,0.871,0.849,0.854,0.861	-0.229		
1863	AT1G58025	NA	chr1	-	21459370	21459431	21459370	21459428	21460033	21460268	1863	35,36,55,24,50,44	31,32,37,29,44,28	15,5,9,24,12,8	25,38,22,50,49,28	152	149	0.0000153884142022	0.00330611423515652	0.525,0.524,0.593,0.448,0.527,0.606	0.37,0.114,0.286,0.32,0.194,0.219	0.287		
1937	AT3G27260	NA	chr3	+	10070618	10070726	10070645	10070726	10070299	10070372	1937	22,30,17,19,36,16	60,88,67,76,116,86	36,27,29,54,46,21	41,27,40,59,73,15	176	149	0.000130030984045	0.0193434123538431	0.237,0.224,0.177,0.175,0.208,0.136	0.426,0.458,0.38,0.437,0.348,0.542	-0.239		
2320	AT1G29357	NA	chr1	-	10273930	10275219	10273930	10275147	10275293	10275765	2320	59,96,71,74,69,73	46,74,56,51,69,57	37,24,22,36,46,28	72,48,61,72,81,46	221	149	0.000143003086332	0.0193434123538431	0.464,0.467,0.461,0.495,0.403,0.463	0.257,0.252,0.196,0.252,0.277,0.291	0.205		
2338	AT2G32700	NA	chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2338	1.14194166126172E+017	1.42170168104174E+017	58,37,61,76,75,31	159,99,142,183,231,79	155	149	0.0000165443581409	0.00330611423515652	0.436,0.523,0.487,0.538,0.487,0.385	0.26,0.264,0.292,0.285,0.238,0.274	0.207		
2395	AT2G37480	NA	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2395	3.79600531454605E+017	1.74194197148263E+017	5.91356447591701E+017	85,36,60,89,101,26	152	149	0.0000143039302819	0.00330611423515652	0.681,0.752,0.725,0.75,0.692,0.75	0.872,0.906,0.88,0.867,0.872,0.905	-0.159		
2486	AT2G47640	NA	chr2	+	19537859	19537937	19537862	19537937	19537504	19537529	2486	82,125,122,102,93,97	1.47211226182253E+017	168,109,136,163,192,71	115,78,102,112,192,68	152	149	2.35804992088E-07	0.000153363602107716	0.354,0.367,0.346,0.355,0.265,0.319	0.589,0.578,0.567,0.588,0.495,0.506	-0.219		
2608	AT5G20950	NA	chr5	-	7110561	7110819	7110561	7110797	7111195	7111453	2608	31,47,64,52,57,54	1.3823527023124E+017	72,63,74,145,120,40	141,100,137,254,151,52	171	149	5.87566734644E-06	0.00176123128709539	0.164,0.148,0.171,0.164,0.171,0.149	0.308,0.354,0.32,0.332,0.409,0.401	-0.193		
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
66	AT5G46740	NA	chr5	-	18967802	18967923	18967822	18967923	18967606	18967717	66	12,19,8,9,14,7	0,1,0,0,3,0	5,2,3,3,1,2	2,4,1,8,3,0	169	149	0.000704364186411	0.0154589403017572	1.0,0.944,1.0,1.0,0.804,1.0	0.688,0.306,0.726,0.248,0.227,1.0	0.426		
69	AT5G44750	NA	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	69	5,10,10,7,11,3	5,13,6,8,8,10	1,0,0,7,5,4	17,12,8,19,24,4	161	149	0.00216065392454	0.0429044136444372	0.481,0.416,0.607,0.447,0.56,0.217	0.052,0.0,0.0,0.254,0.162,0.481	0.297		
131	AT5G60022	NA	chr5	-	24167445	24168126	24168033	24168126	24167140	24167331	131	31,51,36,21,23,36	0,0,0,2,1,4	12,13,10,10,8,3	3,2,1,3,6,2	737	149	0.0000109404548922	0.000350936130003646	1.0,1.0,1.0,0.68,0.823,0.645	0.447,0.568,0.669,0.403,0.212,0.233	0.436		
152	AT5G11630	NA	chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	152	33,66,63,33,64,54	19,21,15,18,19,17	21,15,12,18,17,11	31,23,20,40,43,8	214	149	8.69648191237E-08	3.62643295745829E-06	0.547,0.686,0.745,0.561,0.701,0.689	0.32,0.312,0.295,0.239,0.216,0.489	0.343		
156	AT5G10940	NA	chr5	-	3452075	3452190	3452084	3452190	3451435	3451575	156	9,24,7,19,22,23	56,87,77,59,99,80	2,1,1,3,5,1	97,102,83,131,142,54	158	149	0.00080829903324	0.017509646590186	0.132,0.206,0.079,0.233,0.173,0.213	0.019,0.009,0.011,0.021,0.032,0.017	0.154		
166	AT5G37690	NA	chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	166	75,113,64,45,107,130	25,41,23,35,50,50	18,11,12,19,32,12	30,16,36,24,38,7	173	149	0.000295752709166	0.00704736455555554	0.721,0.704,0.706,0.525,0.648,0.691	0.341,0.372,0.223,0.405,0.42,0.596	0.273		
207	AT4G38380	NA	chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	207	4,7,2,8,13,0	21,16,23,16,21,19	10,8,7,4,18,1	1,2,2,5,3,0	163	149	8.20092397325E-08	3.59977399667921E-06	0.148,0.286,0.074,0.314,0.361,0.0	0.901,0.785,0.762,0.422,0.846,1.0	-0.589		
227	AT5G37850	NA	chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	227	65,112,67,62,107,84	1.07159127109182E+017	34,14,16,46,53,6	1.61114134217278E+017	182	149	3.66433139387E-09	2.26374250554636E-07	0.332,0.366,0.302,0.318,0.325,0.298	0.147,0.091,0.089,0.148,0.135,0.044	0.215		
243	AT4G32900	NA	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	243	17,31,42,28,34,26	39,111,111,62,95,88	49,30,56,63,73,25	43,39,62,47,62,18	157	149	1.27029241281E-06	4.60619074905887E-05	0.293,0.21,0.264,0.3,0.254,0.219	0.52,0.422,0.462,0.56,0.528,0.569	-0.254		
253	AT4G32330	NA	chr4	+	15608904	15609117	15608904	15609106	15609789	15610001	253	8,20,9,9,15,12	1.39207203186226E+017	35,29,38,36,59,18	132,87,126,169,164,61	160	149	0.000106271466077	0.00290591484289239	0.051,0.083,0.04,0.043,0.058,0.049	0.198,0.237,0.219,0.166,0.251,0.216	-0.161		
296	AT4G30820	NA	chr4	+	15006647	15006964	15006647	15006702	15007072	15007211	296	2,8,14,9,8,8	0,5,3,4,1,4	2,11,0,7,12,2	1,0,1,0,1,0	411	149	0.000115682791166	0.00311224025265948	1.0,0.367,0.629,0.449,0.744,0.42	0.42,1.0,0.0,1.0,0.813,1.0	-0.104		
368	AT4G09980	NA	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	368	3,5,3,4,4,0	50,82,63,51,58,72	22,25,26,23,26,12	33,20,21,41,24,9	160	149	0	0	0.053,0.054,0.042,0.068,0.06,0.0	0.383,0.538,0.536,0.343,0.502,0.554	-0.43		
412	AT4G40050	NA	chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	412	36,52,60,49,77,60	66,90,98,62,104,99	67,58,77,107,97,29	18,12,14,11,25,13	153	149	0	0	0.347,0.36,0.374,0.435,0.419,0.371	0.784,0.825,0.843,0.905,0.791,0.685	-0.421		
417	AT3G63460	NA	chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	417	1.52211201154181E+017	26,32,13,29,28,31	76,53,72,122,105,44	86,77,80,154,125,53	155	149	0	0	0.849,0.864,0.937,0.836,0.861,0.881	0.459,0.398,0.464,0.432,0.447,0.444	0.431		
418	AT3G63340	NA	chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	418	73,115,108,92,124,104	2,3,2,2,5,5	18,25,10,25,27,7	17,21,10,21,18,6	180	149	0	0	0.968,0.969,0.978,0.974,0.954,0.945	0.467,0.496,0.453,0.496,0.554,0.491	0.472		
459	AT3G54500	NA	chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	459	89,170,120,91,153,106	49,118,64,45,87,52	2.52233204270329E+017	3.03285272372486E+017	152	149	3.17593440435E-07	1.1772130192124E-05	0.64,0.585,0.648,0.665,0.633,0.666	0.449,0.445,0.424,0.416,0.399,0.411	0.216		
517	AT4G24230	NA	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	517	23,42,26,16,48,33	57,90,81,68,123,64	27,4,16,8,13,3	140,103,105,115,195,61	162	149	0.00020146254064	0.00501551519085851	0.271,0.3,0.228,0.178,0.264,0.322	0.151,0.034,0.123,0.06,0.058,0.043	0.182		
519	AT5G35330	NA	chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	519	24,46,33,32,65,44	62,93,68,58,99,65	12,13,15,19,35,8	111,81,80,111,165,61	170	149	0.0000449970146287	0.00129405207587365	0.253,0.302,0.298,0.326,0.365,0.372	0.087,0.123,0.141,0.13,0.157,0.103	0.196		
537	AT2G02080	NA	chr2	-	520976	521205	520980	521205	520263	520660	537	1,4,7,3,4,5	82,114,100,79,110,109	29,23,28,54,45,25	33,18,25,37,42,14	153	149	0	0	0.012,0.033,0.064,0.036,0.034,0.043	0.461,0.554,0.522,0.587,0.511,0.635	-0.508		
563	AT1G79190	NA	chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	563	4,4,1,3,4,2	18,20,20,14,22,24	12,8,6,14,28,6	4,2,4,5,1,1	167	149	0	0	0.165,0.151,0.043,0.161,0.14,0.069	0.728,0.781,0.572,0.714,0.962,0.843	-0.645		
567	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597190	29597315	29597446	567	6,20,10,6,13,8	9,11,13,6,9,10	9,22,13,24,22,3	3,4,2,5,3,2	194	149	0.000340782122311	0.00778663808239381	0.339,0.583,0.371,0.434,0.526,0.381	0.697,0.809,0.833,0.787,0.849,0.535	-0.313		
568	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	568	1,11,6,1,4,4	20,27,21,15,16,11	4,16,6,16,12,2	5,8,8,13,10,1	174	149	0.00014312215394	0.00367273465802954	0.041,0.259,0.197,0.054,0.176,0.237	0.407,0.631,0.391,0.513,0.507,0.631	-0.353		
574	AT2G04790	NA	chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	574	7,15,6,8,14,16	19,24,12,15,20,14	0,0,1,1,5,2	24,22,30,33,41,20	172	149	4.94626273273E-09	2.94655937078344E-07	0.242,0.351,0.302,0.316,0.377,0.497	0.0,0.0,0.028,0.026,0.096,0.08	0.309		
577	AT1G79270	NA	chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	577	9,7,6,10,10,15	6,11,9,5,5,6	12,12,14,24,15,4	2,0,2,2,0,0	154	149	8.56501191082E-08	3.62643295745829E-06	0.592,0.381,0.392,0.659,0.659,0.708	0.853,1.0,0.871,0.921,1.0,1.0	-0.376		
590	AT1G72740	NA	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	590	29,56,45,27,55,53	53,76,53,32,101,75	16,13,13,23,30,4	61,59,56,77,93,29	167	149	0.00155164461322	0.032351790185637	0.328,0.397,0.431,0.429,0.327,0.387	0.19,0.164,0.172,0.21,0.223,0.11	0.205		
601	AT1G70490	NA	chr1	-	26565290	26565849	26565301	26565849	26565004	26565161	601	3,0,3,0,2,2	0,1,0,1,0,0	2,0,0,4,0,0	0,1,3,4,5,1	160	149	1.53961984273E-08	8.53983720600349E-07	1.0,0.0,1.0,0.0,1.0,1.0	1.0,0.0,0.0,0.482,0.0,0.0	0.42		
603	AT1G70490	NA	chr1	-	26565301	26565849	26565317	26565849	26565004	26565161	603	2,2,0,1,0,0	4,1,4,1,1,5	0,1,3,4,5,1	1,0,0,0,1,0	165	149	5.0766058024E-12	3.68164281669704E-10	0.311,0.644,0.0,0.475,0.0,0.0	0.0,1.0,1.0,1.0,0.819,1.0	-0.565		
698	AT1G04985	NA	chr1	-	1417325	1418046	1417973	1418046	1416868	1416978	698	2.99412336276348E+017	21,48,36,24,40,34	2.49218235258292E+017	72,49,59,72,103,31	797	149	2.13916176994E-08	1.04944759772351E-06	0.727,0.616,0.636,0.683,0.619,0.652	0.393,0.454,0.427,0.401,0.346,0.405	0.251		
724	AT1G20060	NA	chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	724	9,10,6,4,4,6	0,3,0,1,1,1	0,0,1,0,0,4	1,2,2,2,11,0	152	149	6.38826302968E-09	3.67435266672629E-07	1.0,0.766,1.0,0.797,0.797,0.855	0.0,0.0,0.329,0.0,0.0,1.0	0.648		
725	AT1G20060	NA	chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	725	3,1,5,3,1,1	2,1,2,0,0,0	0,1,0,1,0,0	4,2,5,4,9,4	152	149	7.76977593375E-10	4.98461009903654E-08	0.595,0.495,0.71,1.0,1.0,1.0	0.0,0.329,0.0,0.197,0.0,0.0	0.712		
751	AT1G49980	NA	chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	751	8,4,3,3,8,3	22,21,29,26,26,37	12,7,8,18,21,9	10,5,7,7,24,3	180	149	7.50093778201E-08	3.44449633605156E-06	0.231,0.136,0.079,0.087,0.203,0.063	0.498,0.537,0.486,0.68,0.42,0.713	-0.422		
752	AT1G49980	NA	chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	752	1,6,0,2,7,1	22,21,29,26,26,37	8,5,4,17,9,5	10,5,7,7,24,3	185	149	0.0000386507806633	0.00113104389730499	0.035,0.187,0.0,0.058,0.178,0.021	0.392,0.446,0.315,0.662,0.232,0.573	-0.357		
773	AT1G67700	NA	chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	773	4.03734563458685E+017	4.20615479369566E+017	936,619,820,1031,1093,382	179,156,153,208,238,84	163	149	0	0	0.467,0.522,0.518,0.532,0.525,0.552	0.827,0.784,0.83,0.819,0.808,0.806	-0.293		
777	AT1G03310	NA	chr1	+	813412	813604	813412	813581	813928	816812	777	11,19,17,15,17,13	9,9,8,6,21,12	30,21,35,41,11,19	0,0,0,1,0,0	172	149	2.22044604925E-16	1.8518520050745E-14	0.514,0.646,0.648,0.684,0.412,0.484	1.0,1.0,1.0,0.973,1.0,1.0	-0.431		
788	AT1G15490	NA	chr1	-	5323152	5323895	5323157	5323895	5322652	5322960	788	5,15,7,20,16,9	0,10,11,11,8,9	17,16,10,6,12,5	0,1,0,1,6,1	154	149	0.00149044000347	0.0314690370352906	1.0,0.592,0.381,0.638,0.659,0.492	1.0,0.939,1.0,0.853,0.659,0.829	-0.253		
847	AT1G23230	NA	chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	847	3,1,0,3,3,3	23,31,25,15,27,25	5,6,7,1,7,2	3,6,7,10,8,6	154	149	0.00180477562001	0.0367117772460571	0.112,0.03,0.0,0.162,0.097,0.104	0.617,0.492,0.492,0.088,0.458,0.244	-0.314		
860	AT5G15070	NA	chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	860	0,1,0,1,0,2	6,13,1,5,5,8	1,3,6,8,6,1	1,4,4,2,3,0	167	149	1.7395179519E-08	9.06723732427875E-07	0.0,0.064,0.0,0.151,0.0,0.182	0.472,0.401,0.572,0.781,0.641,1.0	-0.578		
861	AT1G35516	NA	chr1	+	13078415	13078929	13078415	13078915	13079304	13079773	861	64,74,70,81,99,85	28,55,48,37,58,62	152,128,134,200,220,65	32,30,33,40,44,24	163	149	0.000352903074524	0.00795462605818962	0.676,0.552,0.571,0.667,0.609,0.556	0.813,0.796,0.788,0.82,0.82,0.712	-0.186		
880	AT3G19460	NA	chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	880	14,34,15,20,45,37	29,70,43,55,73,59	4,0,1,1,3,2	53,54,44,80,82,18	154	149	2.22044604925E-16	1.8518520050745E-14	0.318,0.32,0.252,0.26,0.374,0.378	0.068,0.0,0.022,0.012,0.034,0.097	0.278		
891	AT3G01310	NA	chr3	-	101513	101660	101531	101660	101296	101356	891	7.71481281271311E+016	2.96447337354447E+017	143,91,157,215,218,46	137,141,121,170,196,89	167	149	3.91788412291E-06	0.000130700614340278	0.188,0.228,0.253,0.242,0.207,0.193	0.482,0.365,0.537,0.53,0.498,0.316	-0.236		
895	AT2G05590	NA	chr2	+	2068558	2068651	2068558	2068646	2068737	2068822	895	9,7,10,7,8,5	67,74,84,69,96,86	14,13,17,31,28,8	50,21,34,46,87,18	154	149	0.000135947708613	0.00354313715572631	0.115,0.084,0.103,0.089,0.075,0.053	0.213,0.375,0.326,0.395,0.237,0.301	-0.221		
907	AT2G01420	NA	chr2	-	182004	183764	182016	183764	181579	181847	907	85,148,97,111,129,142	72,95,83,69,79,91	164,162,129,162,215,68	28,30,13,20,21,4	161	149	0	0	0.522,0.59,0.52,0.598,0.602,0.591	0.844,0.833,0.902,0.882,0.905,0.94	-0.314		
923	AT3G57050	NA	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	923	2.91380363330445E+017	20,29,31,40,45,37	1.92156186377316E+017	51,47,65,108,108,30	194	149	2.29889384085E-07	9.12989268223286E-06	0.918,0.91,0.9,0.864,0.884,0.906	0.743,0.718,0.687,0.728,0.692,0.723	0.182		
979	AT3G07300	NA	chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	979	20,38,38,35,42,26	66,95,90,85,97,86	70,38,52,61,72,25	39,14,30,56,36,15	155	149	8.11573031001E-13	6.15319916231667E-11	0.226,0.278,0.289,0.284,0.294,0.225	0.633,0.723,0.625,0.512,0.658,0.616	-0.362		
990	AT1G01020	NA	chr1	-	8570	9130	8593	9130	8235	8464	990	61,145,102,71,107,108	31,41,24,15,44,17	42,45,45,40,58,15	61,39,54,58,69,10	172	149	3.0602825607E-08	1.45844323178503E-06	0.63,0.754,0.786,0.804,0.678,0.846	0.374,0.5,0.419,0.374,0.421,0.565	0.308		
991	AT4G11970	NA	chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	991	9,12,21,19,21,10	6,12,15,4,7,22	13,9,18,12,24,10	0,0,2,5,0,1	153	149	0.0000135938222076	0.000427820668722204	0.594,0.493,0.577,0.822,0.745,0.307	1.0,1.0,0.898,0.7,1.0,0.907	-0.328		
1008	AT2G43490	NA	chr2	-	18058044	18058198	18058056	18058198	18057838	18057937	1008	32,53,31,44,49,42	6,12,10,8,23,12	14,5,16,17,16,8	29,15,29,42,21,4	161	149	1.26978767612E-07	5.16586791162966E-06	0.832,0.803,0.742,0.836,0.663,0.764	0.309,0.236,0.338,0.273,0.414,0.649	0.403		
1100	AT1G26260	NA	chr1	+	9086804	9087046	9086804	9086897	9087152	9087762	1100	6,5,10,4,7,6	2,2,4,3,3,3	6,3,8,16,8,7	1,0,1,1,2,0	298	149	0.0000611234691105	0.0016992324412719	0.6,0.556,0.556,0.4,0.538,0.5	0.75,1.0,0.8,0.889,0.667,1.0	-0.326		
1109	AT2G39730	NA	chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1109	6265,10422,7061,6078,7602,7257	6681,11127,7196,6530,7577,7534	16487,11312,13361,16684,19232,6919	5967,4088,4767,5954,7372,2435	160	149	0	0	0.466,0.466,0.477,0.464,0.483,0.473	0.72,0.72,0.723,0.723,0.708,0.726	-0.248		
1110	AT1G77890	NA	chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1110	27,49,29,21,31,47	2,2,0,0,3,3	11,8,6,8,13,4	16,8,8,16,21,3	155	149	0	0	0.928,0.959,1.0,1.0,0.909,0.938	0.398,0.49,0.419,0.325,0.373,0.562	0.528		
1128	AT1G13460	NA	chr1	+	4615766	4616059	4615766	4615978	4616427	4617667	1128	20,45,34,17,50,42	68,84,68,53,106,64	16,3,3,13,14,2	106,59,70,115,84,29	230	149	0.000640948128842	0.0142546863854461	0.16,0.258,0.245,0.172,0.234,0.298	0.089,0.032,0.027,0.068,0.097,0.043	0.169		
1134	AT1G18950	NA	chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1134	18,33,21,21,38,14	30,29,31,34,39,46	45,24,36,65,67,36	2,3,4,4,6,2	161	149	0	0	0.357,0.513,0.385,0.364,0.474,0.22	0.954,0.881,0.893,0.938,0.912,0.943	-0.535		
1135	AT1G18950	NA	chr1	+	6550477	6550681	6550477	6550669	6550768	6551919	1135	3,2,0,3,9,2	7,24,25,15,26,17	5,4,3,10,5,0	2,1,1,0,6,4	161	149	0.000326568762018	0.007565509653417	0.284,0.072,0.0,0.156,0.243,0.098	0.698,0.787,0.735,1.0,0.435,0.0	-0.467		
1147	AT4G15090	NA	chr4	+	8614059	8614344	8614059	8614273	8614692	8616929	1147	17,22,25,28,29,30	13,18,10,8,19,12	27,14,25,35,41,10	1,3,4,2,5,0	220	149	0.000016472492867	0.000508817001891778	0.47,0.453,0.629,0.703,0.508,0.629	0.948,0.76,0.809,0.922,0.847,1.0	-0.316		
1168	AT1G16780	NA	chr1	-	5744111	5744213	5744138	5744213	5743470	5743829	1168	21,26,31,14,22,16	0,2,0,0,1,0	12,8,6,12,15,7	11,6,4,8,14,7	176	149	0	0	1.0,0.917,1.0,1.0,0.949,1.0	0.48,0.53,0.559,0.559,0.476,0.458	0.467		
1183	AT4G38270	NA	chr4	+	17939038	17939176	17939038	17939168	17939445	17939582	1183	9,5,1,6,8,11	9,19,11,6,9,13	13,9,19,24,9,4	4,0,0,3,12,6	157	149	0.000862953380732	0.0184539261418074	0.487,0.2,0.079,0.487,0.458,0.445	0.755,1.0,1.0,0.884,0.416,0.388	-0.381		
1185	AT1G16560	NA	chr1	+	5668392	5668739	5668392	5668709	5668918	5669039	1185	5,18,9,7,8,9	0,2,0,2,2,0	0,1,2,3,4,2	2,3,3,6,16,1	179	149	2.72467604034E-10	1.81790385411485E-08	1.0,0.882,1.0,0.744,0.769,1.0	0.0,0.217,0.357,0.294,0.172,0.625	0.622		
1190	AT1G06710	NA	chr1	-	2056632	2057043	2056650	2057043	2056233	2056329	1190	3,6,4,10,3,5	0,0,0,3,0,3	2,5,0,1,2,1	7,4,10,3,7,0	167	149	2.51915882155E-07	9.77199282405907E-06	1.0,1.0,1.0,0.748,1.0,0.598	0.203,0.527,0.0,0.229,0.203,1.0	0.531		
1211	AT1G11360	NA	chr1	-	3822017	3823088	3822146	3823088	3821442	3821780	1211	34,75,51,45,68,37	10,9,9,7,9,6	60,30,30,42,72,22	0,3,1,0,1,2	278	149	0.000265420365215	0.00651060542909735	0.646,0.817,0.752,0.775,0.802,0.768	1.0,0.843,0.941,1.0,0.975,0.855	-0.176		
