ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
160	AT5G37690	NA	chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	160	82,85,70,50,124,114	35,31,19,18,53,53	20,12,18,21,28,10	15,16,37,15,39,7	173	149	0.00205436695104	0.0470253037696964	0.669,0.703,0.76,0.705,0.668,0.649	0.535,0.392,0.295,0.547,0.382,0.552	0.242		
193	AT4G39390	NA	chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	193	44,55,77,44,61,66	9,29,19,22,12,12	59,41,42,65,83,25	2,4,0,1,10,2	171	149	0.00121413957929	0.0281781560693554	0.81,0.623,0.779,0.635,0.816,0.827	0.963,0.899,1.0,0.983,0.879,0.916	-0.192		
200	AT4G38380	NA	chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	200	8,11,11,11,9,6	18,11,9,17,17,24	14,8,13,3,11,6	0,1,1,4,4,0	163	149	1.08633770235E-06	5.04241750174125E-05	0.289,0.478,0.528,0.372,0.326,0.186	1.0,0.88,0.922,0.407,0.715,1.0	-0.457		
219	AT5G37850	NA	chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	219	59,111,61,48,91,84	1.1318815012718E+017	36,16,22,51,50,11	189,109,148,235,285,84	182	149	0.000236074899566	0.0064669042159801	0.299,0.326,0.25,0.236,0.293,0.314	0.135,0.107,0.108,0.151,0.126,0.097	0.166		
234	AT4G32900	NA	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	234	20,36,36,37,33,24	52,129,65,49,107,79	50,40,49,55,70,19	45,41,49,50,66,23	157	149	0.000710636309664	0.0179920192946749	0.267,0.209,0.345,0.417,0.226,0.224	0.513,0.481,0.487,0.511,0.502,0.439	-0.207		
290	AT4G30820	NA	chr4	+	15006493	15007211	15006493	15006702	15007601	15007675	290	29,50,48,38,54,34	4,3,9,2,8,5	24,36,30,41,49,14	1,2,0,0,3,0	658	149	0.000203969240399	0.00568054334511215	0.621,0.791,0.547,0.811,0.605,0.606	0.845,0.803,1.0,1.0,0.787,1.0	-0.242		
291	AT4G30820	NA	chr4	+	15006493	15007516	15006493	15006702	15007601	15007675	291	27,34,56,35,39,38	4,3,9,2,8,5	15,26,19,29,41,7	1,2,0,0,3,0	963	149	0.00115905545644	0.0272786150381865	0.511,0.637,0.491,0.73,0.43,0.54	0.699,0.668,1.0,1.0,0.679,1.0	-0.284		
293	AT4G30820	NA	chr4	+	15006647	15007268	15006647	15006702	15007601	15007675	293	16,22,37,26,17,13	4,3,9,2,8,5	7,17,10,18,25,2	1,2,0,0,3,0	715	149	0.0020841391369	0.0470621148345933	0.455,0.604,0.461,0.73,0.307,0.351	0.593,0.639,1.0,1.0,0.635,1.0	-0.327		
362	AT4G09980	NA	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	362	6,4,0,2,7,0	44,71,67,59,57,59	27,16,30,16,24,9	35,18,23,26,35,4	160	149	9.32587340685E-15	8.65751914602575E-13	0.113,0.05,0.0,0.031,0.103,0.0	0.418,0.453,0.548,0.364,0.39,0.677	-0.426		
406	AT4G40050	NA	chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	406	43,57,53,53,72,62	54,80,98,66,107,99	75,60,63,106,92,40	26,19,17,19,22,3	153	149	0	0	0.437,0.41,0.345,0.439,0.396,0.379	0.737,0.755,0.783,0.845,0.803,0.928	-0.407		
410	AT3G63480	NA	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	410	0,0,0,0,1,0	2,15,4,3,6,4	4,2,7,3,8,3	4,2,3,3,5,0	161	149	4.35845126656E-09	2.80114310246991E-07	0.0,0.0,0.0,0.0,0.134,0.0	0.481,0.481,0.683,0.481,0.597,1.0	-0.598		
411	AT3G63460	NA	chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	411	1.59249184162191E+017	26,40,24,25,25,21	67,59,72,135,121,41	85,84,82,162,119,35	155	149	0	0	0.855,0.857,0.881,0.862,0.88,0.917	0.431,0.403,0.458,0.445,0.494,0.53	0.415		
412	AT3G63340	NA	chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	412	75,120,113,77,118,109	4,6,1,1,5,5	14,27,16,22,30,10	17,17,13,15,18,8	180	149	0	0	0.939,0.943,0.989,0.985,0.951,0.947	0.405,0.568,0.505,0.548,0.58,0.509	0.44		
454	AT3G54500	NA	chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	454	112,166,124,95,152,127	41,108,68,48,70,47	2.59209233246337E+017	3.03273274373501E+017	152	149	1.9520722816E-09	1.30476511302144E-07	0.728,0.601,0.641,0.66,0.68,0.726	0.456,0.429,0.455,0.393,0.397,0.442	0.244		
513	AT4G24230	NA	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	513	17,41,36,24,55,37	63,114,72,75,127,83	26,10,21,6,22,4	144,102,109,136,203,84	162	149	0.000690720134271	0.0177568206825668	0.199,0.249,0.315,0.227,0.285,0.291	0.142,0.083,0.151,0.039,0.091,0.042	0.17		
515	AT5G35330	NA	chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	515	38,37,33,33,88,52	47,79,84,51,85,69	15,14,13,24,26,11	96,86,85,108,168,43	170	149	6.86470157563E-06	0.000244062049635696	0.415,0.291,0.256,0.362,0.476,0.398	0.12,0.125,0.118,0.163,0.119,0.183	0.228		
533	AT2G02080	NA	chr2	-	520976	521205	520980	521205	520263	520660	533	3,3,4,3,1,3	87,111,89,91,98,103	32,21,27,59,46,17	32,23,33,46,48,20	153	149	0	0	0.032,0.026,0.042,0.031,0.01,0.028	0.493,0.471,0.443,0.555,0.483,0.453	-0.455		
560	AT1G79190	NA	chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	560	2,3,2,4,6,1	18,24,22,19,26,17	22,4,10,12,17,5	0,0,7,4,8,3	167	149	9.3913765653E-13	7.47285249553157E-11	0.09,0.1,0.075,0.158,0.171,0.05	1.0,1.0,0.56,0.728,0.655,0.598	-0.649		
565	AT1G78690	NA	chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	565	2,7,3,2,3,1	19,22,29,28,19,20	6,11,7,9,7,3	4,8,2,10,20,3	174	149	0.0000598339315072	0.00185152776941724	0.083,0.214,0.081,0.058,0.119,0.041	0.562,0.541,0.75,0.435,0.231,0.461	-0.397		
571	AT2G04790	NA	chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	571	3,15,10,6,12,15	18,29,13,14,17,9	3,0,1,1,2,2	32,20,30,36,52,22	172	149	1.45764418191E-06	6.40979849466213E-05	0.126,0.309,0.4,0.271,0.379,0.591	0.075,0.0,0.028,0.023,0.032,0.073	0.307		
574	AT1G79270	NA	chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	574	8,5,5,11,9,13	6,13,11,3,7,2	15,7,17,11,17,6	0,0,0,2,0,0	154	149	1.05954257179E-06	5.04241750174125E-05	0.563,0.271,0.305,0.78,0.554,0.863	1.0,1.0,1.0,0.842,1.0,1.0	-0.418		
608	AT1G68140	NA	chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	608	16,24,23,21,25,28	2,2,2,3,3,5	9,15,9,20,20,12	0,0,1,0,0,2	791	149	9.38345236501E-06	0.000326661435456911	0.601,0.693,0.684,0.569,0.611,0.513	1.0,1.0,0.629,1.0,1.0,0.531	-0.248		
682	AT2G04690	NA	chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	682	1.56263221195316E+017	1.15175162147253E+017	3.45181241334377E+017	100,69,78,132,132,37	184	149	0.0000100576537865	0.000342986519943704	0.523,0.549,0.525,0.518,0.503,0.508	0.736,0.68,0.714,0.672,0.698,0.772	-0.191		
694	AT1G73390	NA	chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	694	22,16,18,12,15,35	7,11,8,8,8,19	5,5,1,7,9,1	11,8,11,34,21,8	153	149	1.99875544116E-07	1.11330678072612E-05	0.754,0.586,0.687,0.594,0.646,0.642	0.307,0.378,0.081,0.167,0.294,0.109	0.429		
697	AT1G04985	NA	chr1	-	1417325	1418046	1417973	1418046	1416868	1416978	697	2.67383291276316E+017	31,53,32,18,47,31	2.44169227239311E+017	55,61,55,59,94,36	797	149	0.000166694463504	0.00480252497439972	0.617,0.575,0.63,0.741,0.557,0.659	0.453,0.341,0.436,0.431,0.382,0.405	0.222		
722	AT1G20060	NA	chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	722	3,3,4,1,1,4	2,0,4,0,0,0	0,2,0,1,1,0	2,4,3,2,5,4	152	149	9.67146362996E-11	7.02652857637529E-09	0.595,1.0,0.495,1.0,1.0,1.0	0.0,0.329,0.0,0.329,0.164,0.0	0.711		
746	AT1G49980	NA	chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	746	9,2,2,6,8,4	21,31,27,14,21,32	12,7,8,17,17,17	12,7,5,14,19,3	180	149	0.0000115664138021	0.000386549549266182	0.262,0.051,0.058,0.262,0.24,0.094	0.453,0.453,0.57,0.501,0.425,0.824	-0.376		
767	AT1G67700	NA	chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	767	4.28725539447638E+017	4.26555481384527E+017	911,626,785,1030,1030,386	1.99159202241287E+017	163	149	0	0	0.479,0.544,0.506,0.516,0.525,0.528	0.807,0.783,0.78,0.796,0.766,0.777	-0.269		
771	AT1G03310	NA	chr1	+	813412	813604	813412	813581	813928	816812	771	7,18,21,17,19,18	14,14,13,19,16,10	19,20,20,44,21,12	0,0,0,0,0,0	172	149	0	0	0.302,0.527,0.583,0.437,0.507,0.609	1.0,1.0,1.0,1.0,1.0,1.0	-0.506		
782	AT1G15490	NA	chr1	-	5323152	5323895	5323157	5323895	5322652	5322960	782	5,15,7,10,14,6	6,14,20,4,8,8	23,14,5,15,11,3	0,2,1,1,4,0	154	149	5.2318263466E-07	2.73199432036519E-05	0.446,0.509,0.253,0.708,0.629,0.421	1.0,0.871,0.829,0.936,0.727,1.0	-0.4		
850	AT5G10030	NA	chr5	-	3139431	3140347	3139476	3140347	3139136	3139305	850	2,1,3,2,2,2	2,1,4,1,3,2	3,0,3,3,1,2	0,1,1,0,0,2	194	149	0.000085094031023	0.00253914510427559	0.434,0.434,0.365,0.606,0.339,0.434	1.0,0.0,0.697,1.0,1.0,0.434	-0.253		
854	AT5G15070	NA	chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	854	0,3,1,0,2,0	5,7,3,2,6,4	2,4,7,10,10,3	2,5,0,2,5,0	167	149	9.71667202254E-08	5.59881343091874E-06	0.0,0.277,0.229,0.0,0.229,0.0	0.472,0.416,1.0,0.817,0.641,1.0	-0.602		
855	AT1G35516	NA	chr1	+	13078415	13078929	13078415	13078915	13079304	13079773	855	48,62,75,88,116,70	28,50,40,52,73,69	140,118,142,203,216,75	30,30,27,34,64,21	163	149	6.33623012758E-06	0.000230170446591004	0.61,0.531,0.632,0.607,0.592,0.481	0.81,0.782,0.828,0.845,0.755,0.766	-0.222		
871	AT3G19460	NA	chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	871	13,46,19,26,30,27	24,62,52,46,65,47	5,0,1,3,5,3	35,61,48,82,72,25	154	149	1.29563026974E-13	1.13947272670292E-11	0.344,0.418,0.261,0.354,0.309,0.357	0.121,0.0,0.02,0.034,0.063,0.104	0.284		
881	AT3G01310	NA	chr3	-	101513	101660	101531	101660	101296	101356	881	8.01451161221411E+016	2.82438341358439E+017	152,108,135,183,215,43	125,92,138,161,203,67	167	149	4.95004037759E-12	3.75978066861495E-10	0.202,0.228,0.233,0.233,0.223,0.203	0.52,0.512,0.466,0.504,0.486,0.364	-0.255		
897	AT2G01420	NA	chr2	-	182004	183764	182016	183764	181579	181847	897	7.31581081001061E+016	82,90,93,54,80,106	178,139,120,160,197,84	24,20,11,20,18,9	161	149	0	0	0.452,0.619,0.518,0.632,0.551,0.53	0.873,0.865,0.91,0.881,0.91,0.896	-0.339		
914	AT3G57050	NA	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	914	2.76425360347463E+017	25,34,34,39,44,30	217,131,176,390,302,80	52,48,69,109,75,36	194	149	5.04129597534E-06	0.00019145467215439	0.895,0.906,0.89,0.872,0.89,0.921	0.762,0.677,0.662,0.733,0.756,0.631	0.192		
968	AT3G07300	NA	chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	968	25,40,38,21,34,28	73,103,109,77,80,79	74,39,43,68,67,28	30,30,24,48,46,23	155	149	2.05058192648E-13	1.71326119957404E-11	0.248,0.272,0.251,0.208,0.29,0.254	0.703,0.555,0.633,0.577,0.583,0.539	-0.345		
979	AT1G01020	NA	chr1	-	8570	9130	8593	9130	8235	8464	979	89,150,96,65,127,100	31,41,22,16,39,23	42,33,39,36,54,7	71,38,50,50,84,15	172	149	0	0	0.713,0.76,0.791,0.779,0.738,0.79	0.339,0.429,0.403,0.384,0.358,0.288	0.395		
980	AT4G11970	NA	chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	980	12,11,16,14,15,12	13,13,8,5,14,29	16,6,20,12,32,15	4,1,1,6,0,2	153	149	0.0000140946006446	0.000461805444649541	0.473,0.452,0.661,0.732,0.511,0.287	0.796,0.854,0.951,0.661,1.0,0.88	-0.338		
998	AT2G43490	NA	chr2	-	18058044	18058198	18058056	18058198	18057838	18057937	998	36,55,36,44,38,42	11,16,20,6,16,6	10,7,14,22,23,4	23,22,29,41,22,8	161	149	1.03513519978E-09	7.20712882846825E-08	0.752,0.761,0.625,0.872,0.687,0.866	0.287,0.227,0.309,0.332,0.492,0.316	0.433		
1097	AT2G39730	NA	chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1097	6239,10420,7111,6060,7400,7223	6642,11080,7361,6294,7753,7586	16647,11179,13458,16597,19409,7009	5859,4034,4708,5990,7527,2479	160	149	0	0	0.467,0.467,0.474,0.473,0.471,0.47	0.726,0.721,0.727,0.721,0.706,0.725	-0.251		
1098	AT1G77890	NA	chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1098	29,57,29,25,24,30	3,2,0,3,4,1	15,6,4,4,6,5	11,11,8,12,18,4	155	149	9.21485110439E-15	8.65751914602575E-13	0.903,0.965,1.0,0.889,0.852,0.966	0.567,0.344,0.325,0.243,0.243,0.546	0.551		
1117	AT1G13460	NA	chr1	+	4615766	4616059	4615766	4615978	4616427	4617667	1117	21,52,32,27,34,39	57,103,62,64,104,75	5,3,9,9,6,1	87,50,61,101,94,35	230	149	0.0000054518686281	0.00020244605505678	0.193,0.246,0.251,0.215,0.175,0.252	0.036,0.037,0.087,0.055,0.04,0.018	0.176		
1124	AT1G18950	NA	chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1124	22,33,20,18,36,23	23,41,22,24,54,39	42,31,52,70,81,27	1,8,4,2,6,4	161	149	0	0	0.47,0.427,0.457,0.41,0.382,0.353	0.975,0.782,0.923,0.97,0.926,0.862	-0.49		
1125	AT1G18950	NA	chr1	+	6550477	6550681	6550477	6550669	6550768	6551919	1125	3,2,1,2,5,3	19,24,26,11,24,22	6,2,7,10,12,1	5,2,1,0,5,3	161	149	7.1400791346E-07	3.50913889232841E-05	0.127,0.072,0.034,0.144,0.162,0.112	0.526,0.481,0.866,1.0,0.69,0.236	-0.525		
1136	AT4G15090	NA	chr4	+	8614059	8614344	8614059	8614273	8614692	8616929	1136	23,20,33,20,30,26	12,11,8,13,14,12	44,11,30,54,39,13	0,1,4,1,7,2	220	149	0.0000046093906132	0.000179123063131563	0.565,0.552,0.736,0.51,0.592,0.595	1.0,0.882,0.836,0.973,0.791,0.815	-0.291		
1172	AT4G38270	NA	chr4	+	17939038	17939176	17939038	17939168	17939445	17939582	1172	8,4,2,6,8,9	8,11,10,12,4,10	15,14,6,18,17,1	6,2,1,5,7,0	157	149	0.000418795092188	0.0109344781100961	0.487,0.257,0.16,0.322,0.655,0.461	0.703,0.869,0.851,0.774,0.697,1.0	-0.425		
1174	AT1G16560	NA	chr1	+	5668392	5668739	5668392	5668709	5668918	5669039	1174	11,9,10,9,10,6	1,3,2,2,3,0	1,3,1,0,7,2	0,5,3,11,12,1	179	149	0.000145212497809	0.00425701901471647	0.902,0.714,0.806,0.789,0.735,1.0	1.0,0.333,0.217,0.0,0.327,0.625	0.407		
1199	AT4G17150	NA	chr4	+	9638738	9638824	9638738	9638820	9638925	9639029	1199	12,17,3,8,14,13	54,80,57,42,69,60	21,13,21,29,30,11	31,21,26,49,54,22	153	149	0.000203011530367	0.00568054334511215	0.178,0.171,0.049,0.156,0.165,0.174	0.397,0.376,0.44,0.366,0.351,0.327	-0.227		
1261	AT4G17570	NA	chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1261	21,38,22,23,32,26	18,33,41,38,37,50	41,35,57,45,47,19	8,3,6,10,7,2	161	149	3.33066907388E-16	3.71036534830232E-14	0.519,0.516,0.332,0.359,0.445,0.325	0.826,0.915,0.898,0.806,0.861,0.898	-0.451		
1264	AT1G23080	NA	chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1264	98,104,129,63,113,99	1.76233213185218E+017	221,119,208,252,241,85	41,31,36,32,52,20	161	149	0	0	0.34,0.292,0.359,0.24,0.324,0.292	0.833,0.78,0.842,0.879,0.811,0.797	-0.516		
1265	AT1G05230	NA	chr1	-	1513824	1513920	1513830	1513920	1513373	1513744	1265	46,50,37,36,68,26	5,10,10,10,9,3	34,26,14,16,44,10	41,16,33,29,27,14	155	149	2.00770107206E-08	1.19816731836152E-06	0.898,0.828,0.781,0.776,0.879,0.893	0.444,0.61,0.29,0.347,0.61,0.407	0.391		
1300	AT1G28520	NA	chr1	+	10029149	10029435	10029149	10029267	10029673	10029943	1300	7,11,10,5,12,10	56,30,69,43,62,60	25,19,29,64,56,21	38,32,32,51,56,19	317	149	2.82726419054E-07	1.52398660077172E-05	0.055,0.147,0.064,0.052,0.083,0.073	0.236,0.218,0.299,0.371,0.32,0.342	-0.219		
1413	AT1G80270	NA	chr1	+	30180906	30181077	30180906	30181053	30181231	30181293	1413	7,4,10,7,12,9	3,8,3,11,13,6	12,3,12,25,27,4	0,1,4,5,2,0	173	149	0.000299085896948	0.00806084731935658	0.668,0.301,0.742,0.354,0.443,0.564	1.0,0.721,0.721,0.812,0.921,1.0	-0.351		
1458	AT2G03140	NA	chr2	+	949989	950231	949989	950208	950308	950717	1458	10,10,6,14,8,13	6,5,8,3,7,5	11,13,10,18,15,8	0,0,4,2,0,0	172	149	1.66115668798E-06	7.11741750157585E-05	0.591,0.634,0.394,0.802,0.497,0.693	1.0,1.0,0.684,0.886,1.0,1.0	-0.327		
1459	AT2G16930	NA	chr2	+	7341077	7341247	7341077	7341210	7341488	7341588	1459	15,23,19,20,22,27	1.84312288242336E+017	86,52,85,101,123,25	149,79,99,132,180,55	186	149	0	0	0.061,0.056,0.05,0.062,0.05,0.07	0.316,0.345,0.408,0.38,0.354,0.267	-0.287		
1506	AT2G23140	NA	chr2	-	9848939	9849379	9849103	9849379	9848501	9848769	1506	30,37,29,15,38,35	30,35,31,29,41,35	5,5,7,5,7,4	33,20,31,43,42,15	313	149	1.81855525594E-06	7.59701458168935E-05	0.323,0.335,0.308,0.198,0.306,0.323	0.067,0.106,0.097,0.052,0.074,0.113	0.214		
1509	AT2G45540	NA	chr2	-	18772378	18772459	18772421	18772459	18770275	18772281	1509	4,7,1,2,4,3	6,4,7,1,9,2	0,16,15,16,22,5	1,1,1,4,1,3	192	149	0.000857523742453	0.0210723849064553	0.341,0.576,0.1,0.608,0.256,0.538	0.0,0.925,0.921,0.756,0.945,0.564	-0.282		
1586	AT2G32320	NA	chr2	+	13729098	13729242	13729098	13729206	13729566	13729823	1586	1,3,2,4,11,2	37,50,48,40,65,70	7,7,8,23,11,3	15,17,18,32,25,5	185	149	0.000031045751096	0.000978819812856906	0.021,0.046,0.032,0.075,0.12,0.022	0.273,0.249,0.264,0.367,0.262,0.326	-0.238		
1616	AT2G35550	NA	chr2	+	14929242	14929448	14929242	14929401	14929889	14930898	1616	0,0,6,1,0,2	5,2,5,2,3,2	3,0,5,2,2,7	3,3,0,0,1,1	196	149	0.00115747108595	0.0272786150381865	0.0,0.0,0.477,0.275,0.0,0.432	0.432,0.0,1.0,1.0,0.603,0.842	-0.449		
1646	AT2G38280	NA	chr2	-	16033726	16033835	16033741	16033835	16033291	16033654	1646	51,78,84,65,91,84	91,130,120,95,122,110	80,85,82,138,116,32	62,42,50,90,75,7	164	149	0.000366944477032	0.00973276541461067	0.337,0.353,0.389,0.383,0.404,0.41	0.54,0.648,0.598,0.582,0.584,0.806	-0.247		
1708	AT3G55890	NA	chr3	+	20741625	20741713	20741625	20741681	20741807	20742188	1708	0,0,3,0,2,3	15,30,28,23,34,34	8,2,7,4,8,7	17,8,12,16,29,7	181	149	0.00215999884936	0.0481247743637408	0.0,0.0,0.081,0.0,0.046,0.068	0.279,0.171,0.324,0.171,0.185,0.452	-0.231		
1720	AT2G46270	NA	chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	1720	58,118,101,73,126,128	25,36,34,26,40,56	134,67,75,111,117,48	7,6,3,5,3,1	218	149	3.66373598126E-15	3.82631426542841E-13	0.613,0.691,0.67,0.657,0.683,0.61	0.929,0.884,0.945,0.938,0.964,0.97	-0.284		
1747	AT1G78910	NA	chr1	+	29665165	29665602	29665165	29665589	29665763	29665835	1747	14,15,13,14,8,15	1,5,7,9,11,11	14,7,7,10,4,5	0,0,0,0,2,0	162	149	1.22327230723E-06	5.52456223076035E-05	0.928,0.734,0.631,0.589,0.401,0.556	1.0,1.0,1.0,1.0,0.648,1.0	-0.301		
