ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
37	"AT3G55800"	NA	chr3	+	20710508	20710730	20710805	20710906	20710336	20710418	20710985	20711057
38	"AT4G33540"	NA	chr4	+	16131946	16132054	16132279	16132371	16131612	16131693	16132524	16132599
40	"AT1G79700"	NA	chr1	-	29993079	29993088	29993321	29993404	29992637	29992726	29993485	29993724
41	"AT4G13575"	NA	chr4	-	7893288	7893324	7893402	7893476	7893068	7893189	7893558	7893727
42	"AT1G76760"	NA	chr1	-	28812029	28812207	28812398	28812487	28811684	28811938	28812762	28813164
43	"AT1G75670"	NA	chr1	-	28416069	28416221	28416395	28416519	28415847	28415957	28416744	28416867
44	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570
45	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976
46	"AT4G34830"	NA	chr4	-	16600320	16600414	16600554	16600603	16599596	16600207	16600911	16601004
47	"AT1G44890"	NA	chr1	+	16964258	16964294	16964394	16964447	16963837	16963931	16964550	16965019
48	"AT3G18140"	NA	chr3	-	6212929	6212989	6213068	6213148	6212584	6212849	6213228	6213311
49	"AT1G61150"	NA	chr1	+	22542836	22542862	22542862	22542981	22542496	22542673	22543106	22543266
50	"AT1G61150"	NA	chr1	+	22542836	22542862	22542957	22542981	22542496	22542673	22543106	22543266
51	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22337700	22337766	22338617	22338683
53	"AT5G66930"	NA	chr5	+	26726143	26726180	26726435	26726521	26725843	26726029	26726624	26726720
54	"AT2G41100"	NA	chr2	+	17138306	17138573	17138673	17138943	17138064	17138206	17139044	17139617
55	"AT2G06925"	NA	chr2	-	2842747	2842873	2842968	2843011	2842019	2842650	2843110	2843386
56	"AT5G02080"	NA	chr5	+	410161	410206	410563	410615	409945	410060	410720	410780
57	"AT5G02080"	NA	chr5	+	410161	410413	410563	410615	409945	410060	410720	410780
58	"AT3G32940"	NA	chr3	-	13492975	13493058	13493128	13493156	13492713	13492791	13493243	13493312
59	"AT3G55330"	NA	chr3	-	20514579	20514702	20514780	20514863	20514436	20514508	20514936	20515017
60	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055
62	"AT1G15740"	NA	chr1	+	5413444	5413516	5413593	5413665	5413263	5413335	5413751	5413895
63	"AT2G31280"	NA	chr2	+	13340384	13340466	13340540	13340582	13340072	13340192	13340705	13340765
64	"AT3G54350"	NA	chr3	-	20126379	20126468	20126555	20126623	20125962	20126114	20126763	20126981
65	"AT4G04330"	NA	chr4	-	2117037	2117054	2118002	2118120	2116865	2116928	2118202	2118297
66	"AT3G05165"	NA	chr3	-	1460979	1461045	1461144	1461204	1460809	1460875	1461363	1461453
67	"AT1G55690"	NA	chr1	-	20811824	20811922	20812172	20812296	20811439	20811743	20812616	20813061
68	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275685	26275722
69	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275748	26275857
70	"AT1G56300"	NA	chr1	-	21079414	21079471	21079658	21079729	21078022	21079162	21079861	21079949
71	"AT3G01150"	NA	chr3	+	52644	52746	52888	52951	52154	52364	53042	53212
73	"AT1G10570"	NA	chr1	+	3489673	3489776	3490054	3490152	3489484	3489589	3490367	3490490
74	"AT1G66880"	NA	chr1	+	24950291	24950846	24952951	24953677	24948885	24949495	24953891	24953921
75	"AT4G08470"	NA	chr4	-	5385599	5385845	5386208	5386463	5385416	5385501	5386571	5387058
76	"AT1G54730"	NA	chr1	+	20428048	20428111	20428387	20428447	20427299	20427343	20428788	20428842
77	"AT3G28100"	NA	chr3	+	10458769	10459016	10460213	10460375	10456624	10456738	10460453	10460602
78	"AT5G37478"	NA	chr5	+	14881818	14881878	14882363	14882423	14881415	14881601	14882825	14882924
79	"AT1G03090"	NA	chr1	+	741147	741207	741508	741601	740969	741065	741683	741795
80	"AT3G28130"	NA	chr3	+	10467731	10467978	10468076	10468238	10466086	10466200	10468314	10468463
81	"AT3G05030"	NA	chr3	-	1395558	1395605	1395680	1395740	1395275	1395470	1395836	1395934
82	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732602	2729851	2730027	2732740	2732887
83	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732605	2729851	2730027	2732740	2732925
84	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732642	2729851	2730027	2732740	2732925
85	"AT5G55510"	NA	chr5	-	22487076	22487149	22487267	22487332	22486929	22486983	22487714	22488015
86	"AT2G06005"	NA	chr2	+	2333908	2333975	2334361	2334434	2332990	2333095	2334566	2334622
87	"AT1G22780"	NA	chr1	+	8068176	8068337	8068602	8068791	8067863	8067992	8069057	8069356
88	"AT2G17190"	NA	chr2	-	7478502	7478592	7478736	7478765	7478264	7478420	7479154	7479210
89	"AT1G17140"	NA	chr1	-	5857847	5857957	5858247	5858310	5856572	5857760	5858452	5858550
91	"AT1G02610"	NA	chr1	-	554471	554613	554795	554863	553599	553677	555571	555643
92	"AT1G22970"	NA	chr1	-	8131653	8131863	8131945	8132039	8130597	8131534	8132124	8132435
93	"AT1G58180"	NA	chr1	-	21539004	21539053	21539168	21539300	21538790	21538904	21539393	21539458
94	"AT5G41950"	NA	chr5	+	16787900	16787930	16788041	16788104	16787690	16787741	16788196	16788262
95	"AT1G23020"	NA	chr1	-	8152669	8152861	8152967	8153070	8152033	8152268	8153179	8153643
96	"AT1G23020"	NA	chr1	-	8152669	8152873	8152967	8153070	8152033	8152268	8153179	8153347
97	"AT5G42030"	NA	chr5	-	16811954	16812025	16812095	16812138	16811306	16811856	16812228	16812285
98	"AT1G13450"	NA	chr1	-	4613754	4613889	4614197	4614236	4613285	4613516	4614499	4615259
99	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412862	20412265	20412399	20413137	20413218
100	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412877	20412265	20412399	20413137	20413218
101	"AT3G05345"	NA	chr3	-	1523266	1523304	1523369	1523450	1523067	1523147	1523646	1523889
102	"AT1G64720"	NA	chr1	-	24047786	24047963	24048039	24048196	24047620	24047704	24048301	24048822
104	"AT1G78870"	NA	chr1	+	29650722	29650750	29650928	29651015	29650375	29650624	29651315	29651374
108	"AT3G59600"	NA	chr3	+	22016628	22016707	22016933	22017091	22016375	22016515	22017604	22017696
109	"AT5G27860"	NA	chr5	-	9875261	9875318	9875400	9875445	9874717	9875160	9875644	9875707
110	"AT2G17200"	NA	chr2	-	7482613	7482642	7483034	7483087	7482357	7482441	7483267	7483381
111	"AT2G22920"	NA	chr2	+	9756348	9756473	9756975	9757089	9756175	9756247	9757203	9757249
113	"AT2G25840"	NA	chr2	+	11024235	11024292	11024378	11024425	11023783	11023849	11024561	11024643
115	"AT2G28900"	NA	chr2	-	12414793	12414827	12414923	12414955	12414648	12414716	12415206	12415258
116	"AT2G29980"	NA	chr2	-	12783312	12783379	12783925	12784015	12782740	12782833	12784638	12785037
117	"AT2G32320"	NA	chr2	+	13727410	13727456	13727902	13728041	13726780	13726949	13728211	13728343
118	"AT2G36680"	NA	chr2	-	15369448	15369495	15369576	15369616	15369245	15369366	15369730	15369818
119	"AT5G65740"	NA	chr5	-	26302972	26303051	26303175	26303246	26302829	26302904	26303332	26303514
120	"AT3G01500"	NA	chr3	-	195178	195337	195405	195511	194425	194891	195608	195694
124	"AT3G09150"	NA	chr3	+	2804069	2804186	2804268	2804363	2803527	2803886	2804449	2804543
125	"AT3G09150"	NA	chr3	+	2804075	2804186	2804268	2804363	2803596	2803886	2804449	2804543
126	"AT1G71810"	NA	chr1	-	27003482	27003581	27003934	27003979	27003360	27003402	27004072	27004214
127	"AT1G79790"	NA	chr1	-	30017517	30017632	30017712	30017764	30017371	30017442	30017829	30017905
128	"AT3G15950"	NA	chr3	-	5400945	5400993	5401245	5401293	5399602	5399671	5401387	5401453
129	"AT3G16700"	NA	chr3	+	5688438	5688491	5688826	5688889	5688064	5688230	5689215	5689266
131	"AT3G19900"	NA	chr3	-	6923060	6923195	6923454	6923511	6922469	6922917	6923747	6923882
132	"AT3G28080"	NA	chr3	+	10452019	10452133	10453377	10453624	10451837	10451903	10454695	10454844
133	"AT1G30810"	NA	chr1	-	10941469	10941580	10941766	10941825	10941018	10941105	10942045	10942292
